actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
47,PT07M57.00S,2022-03-30T23:16:40.5Z,1,REGULAR,steal,,[],1629029,,,1610612742,8,10,2022-03-30T23:21:02Z,470000,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M53.00S,2022-03-30T23:16:44.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629029,31.225361366622867,62.745098039215684,1610612742,8,10,2022-03-30T23:16:54Z,480000,-64.0,241.0,1,left,MISS L. Doncic 24' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,24.93,Missed,,,,,,,,,,,,,,,,,,,
49,PT07M49.00S,2022-03-30T23:16:48.8Z,1,REGULAR,rebound,defensive,[],1629650,,,1610612739,8,10,2022-03-30T23:16:54Z,490000,,,0,,M. Brown REBOUND (Off:0 Def:3),[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,48.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
50,PT07M40.00S,2022-03-30T23:16:58.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629650,91.80354796320631,51.470588235294116,1610612739,10,10,2022-03-30T23:17:03Z,500000,7.0,25.0,1,right,M. Brown cutting Layup (2 PTS) (D. Garland 1 AST),"[1629650, 1629636]",1610612739.0,CLE,cutting,,,Brown,M. Brown,,,,,2.56,Made,,,,,2.0,D. Garland,1629636.0,1.0,,,,,,,,,,,
52,PT07M27.00S,2022-03-30T23:17:22.2Z,1,REGULAR,foul,personal,[],1630171,,,1610612742,10,10,2022-03-30T23:17:29Z,520000,,,0,,I. Okoro personal FOUL (1 PF),"[1630171, 1629029]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,202035.0,,,,1.0,0.0,Doncic,1629029.0,,,
54,PT07M27.00S,2022-03-30T23:17:31.2Z,1,REGULAR,substitution,out,[],1629650,,,1610612742,10,10,2022-03-30T23:17:44Z,540000,,,0,,SUB out: M. Brown,[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M27.00S,2022-03-30T23:17:31.2Z,1,REGULAR,substitution,in,[],201567,,,1610612742,10,10,2022-03-30T23:17:44Z,550000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M25.00S,2022-03-30T23:17:52.7Z,1,REGULAR,3pt,Jump Shot,[],1627827,29.122864651773984,75.73529411764706,1610612742,10,10,2022-03-30T23:17:57Z,560000,-129.0,221.0,1,left,MISS D. Finney-Smith 25' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,25.6,Missed,,,,,,,,,,,,,,,,,,,
57,PT07M21.00S,2022-03-30T23:17:56.7Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,10,10,2022-03-30T23:17:57Z,570000,,,0,,L. Markkanen REBOUND (Off:1 Def:2),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,56.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
58,PT07M09.00S,2022-03-30T23:18:08.0Z,1,REGULAR,3pt,Jump Shot,[],1628374,89.04402102496715,3.1862745098039214,1610612739,10,10,2022-03-30T23:18:13Z,580000,-234.0,50.0,1,right,MISS L. Markkanen 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,23.95,Missed,,,,,,,,,,,,,,,,,,,
59,PT07M06.00S,2022-03-30T23:18:11.0Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,10,10,2022-03-30T23:18:13Z,590000,,,0,,D. Powell REBOUND (Off:0 Def:3),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,58.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
60,PT06M53.00S,2022-03-30T23:18:24.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,6.1268068331143235,38.48039215686275,1610612742,10,12,2022-03-30T23:18:31Z,600000,58.0,5.0,1,left,L. Doncic driving floating bank Jump Shot (4 PTS),[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,5.78,Made,,,,,4.0,,,,,,,,,,,,,,
61,PT06M42.00S,2022-03-30T23:18:34.7Z,1,REGULAR,2pt,Jump Shot,[],1629636,78.66294349540078,21.813725490196077,1610612739,12,12,2022-03-30T23:18:41Z,610000,-141.0,148.0,1,right,D. Garland 20' step back Jump Shot (4 PTS),[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,20.44,Made,,,,,4.0,,,,,,,,,,,,,,
62,PT06M39.00S,2022-03-30T23:18:44.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,12,12,2022-03-30T23:18:44Z,620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M26.00S,2022-03-30T23:19:00.5Z,1,REGULAR,turnover,lost ball,[],1627827,,,1610612742,12,12,2022-03-30T23:19:07Z,630000,,,0,,D. Finney-Smith lost ball TURNOVER (1 TO),"[1627827, 1630171]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,1.0,,,,,,,Okoro,1630171.0,
64,PT06M26.00S,2022-03-30T23:19:00.5Z,1,REGULAR,steal,,[],1630171,,,1610612739,12,12,2022-03-30T23:19:03Z,640000,,,0,,I. Okoro STEAL (1 STL),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M08.00S,2022-03-30T23:19:20.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629636,92.46057818659659,51.225490196078425,1610612739,12,12,2022-03-30T23:19:32Z,650000,6.0,18.0,1,right,MISS D. Garland driving Layup - blocked,"[1629636, 1627827]",1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,1.94,Missed,,,,,,,,,,,Finney-Smith,1627827.0,,,,,,,
66,PT06M08.00S,2022-03-30T23:19:20.2Z,1,REGULAR,block,,[],1627827,,,1610612739,12,12,2022-03-30T23:19:22Z,660000,,,0,,D. Finney-Smith BLOCK (1 BLK),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M08.00S,2022-03-30T23:19:20.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,12,12,2022-03-30T23:19:32Z,670000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,
68,PT06M08.00S,2022-03-30T23:19:26.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,12,12,2022-03-30T23:19:26Z,680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M08.00S,2022-03-30T23:19:29.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,12,12,2022-03-30T23:19:29Z,690000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M04.00S,2022-03-30T23:22:28.4Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1629636,88.51839684625493,26.225490196078432,1610612739,12,12,2022-03-30T23:22:58Z,700000,-119.0,55.0,1,right,MISS D. Garland 13' pullup bank Shot,[1629636],1610612739.0,CLE,pullup bank,,,Garland,D. Garland,,,,,13.12,Missed,,,,,,,,,,,,,,,,,,,
71,PT06M03.00S,2022-03-30T23:22:29.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,12,12,2022-03-30T23:22:58Z,710000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,
72,PT06M03.00S,2022-03-30T23:22:35.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612739,12,12,2022-03-30T23:22:51Z,720000,,,0,,CLE shot clock Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,202035.0,,,,,,,,,,
73,PT05M45.00S,2022-03-30T23:23:02.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628973,30.17411300919842,72.54901960784314,1610612742,12,12,2022-03-30T23:23:11Z,730000,-113.0,231.0,1,left,MISS J. Brunson 25' 3PT,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,,
74,PT05M41.00S,2022-03-30T23:23:06.2Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,12,12,2022-03-30T23:23:11Z,740000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
75,PT05M39.00S,2022-03-30T23:23:08.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627747,93.38042049934296,50.49019607843137,1610612739,14,12,2022-03-30T23:23:16Z,750000,2.0,10.0,1,right,C. LeVert running Layup (4 PTS) (K. Love 1 AST),"[1627747, 201567]",1610612739.0,CLE,running,,,LeVert,C. LeVert,,,,,1.0,Made,,,,,4.0,K. Love,201567.0,1.0,,,,,,,,,,,
77,PT05M18.00S,2022-03-30T23:23:32.7Z,1,REGULAR,turnover,out-of-bounds,[],203493,,,1610612742,14,12,2022-03-30T23:23:39Z,770000,,,0,,R. Bullock bad pass out-of-bounds TURNOVER (1 TO),[203493],1610612742.0,DAL,bad pass,,,Bullock,R. Bullock,,,,,,,,,,,,,,,202035.0,1.0,,,,,,,,,
78,PT05M18.00S,2022-03-30T23:23:38.1Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,14,12,2022-03-30T23:23:47Z,780000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M18.00S,2022-03-30T23:23:38.1Z,1,REGULAR,substitution,out,[],1628973,,,1610612739,14,12,2022-03-30T23:23:47Z,790000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M18.00S,2022-03-30T23:23:38.1Z,1,REGULAR,substitution,in,[],1629164,,,1610612739,14,12,2022-03-30T23:23:47Z,800000,,,0,,SUB in: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M18.00S,2022-03-30T23:23:38.1Z,1,REGULAR,substitution,in,[],1628467,,,1610612739,14,12,2022-03-30T23:23:47Z,810000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M13.00S,2022-03-30T23:24:04.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201567,69.46452036793693,75.24509803921569,1610612739,14,12,2022-03-30T23:24:10Z,820000,126.0,235.0,1,right,MISS K. Love 26' step back 3PT,[201567],1610612739.0,CLE,step back,,,Love,K. Love,,,,,26.63,Missed,,,,,,,,,,,,,,,,,,,
83,PT05M10.00S,2022-03-30T23:24:07.2Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,14,12,2022-03-30T23:24:10Z,830000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
84,PT04M59.00S,2022-03-30T23:24:18.0Z,1,REGULAR,3pt,Jump Shot,[],203493,18.2161629434954,93.38235294117648,1610612742,14,15,2022-03-30T23:24:23Z,840000,-217.0,119.0,1,left,R. Bullock 24' 3PT  (3 PTS) (L. Doncic 3 AST),"[203493, 1629029]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,24.73,Made,,,,,3.0,L. Doncic,1629029.0,3.0,,,,,,,,,,,
86,PT04M45.00S,2022-03-30T23:24:32.1Z,1,REGULAR,3pt,Jump Shot,[],1627747,76.69185282522996,94.85294117647058,1610612739,17,15,2022-03-30T23:24:37Z,860000,224.0,167.0,1,right,C. LeVert 27' 3PT step back (7 PTS),[1627747],1610612739.0,CLE,step back,,,LeVert,C. LeVert,,,,,27.94,Made,,,,,7.0,,,,,,,,,,,,,,
