actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-01-01T00:40:32.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-01T00:40:32Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-01-01T00:40:34.7Z,1,REGULAR,jumpball,recovered,[],1629027,,,1610612737,0,0,2022-01-01T00:40:34Z,40000,,,0,,Jump Ball C. Capela vs. J. Allen: Tip to T. Young,"[1629027, 203991, 1628386]",1610612737.0,ATL,startperiod,T. Young,1629027.0,Young,T. Young,Capela,203991.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2022-01-01T00:40:44.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,6.1268068331143235,49.754901960784316,1610612737,0,2,2022-01-01T00:40:53Z,70000,1.0,5.0,1,left,C. Capela alley-oop DUNK (2 PTS) (T. Young 1 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,0.52,Made,2.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,,
9,PT11M21.00S,2022-01-01T00:41:10.9Z,1,REGULAR,2pt,Jump Shot,[],1628374,78.40013140604468,64.2156862745098,1610612739,0,2,2022-01-01T00:41:18Z,90000,71.0,151.0,1,right,MISS L. Markkanen 16' pullup Shot,[1628374],1610612739.0,CLE,pullup,,,Markkanen,L. Markkanen,,,,,16.64,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M18.00S,2022-01-01T00:41:13.0Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,0,2,2022-01-01T00:41:13Z,100000,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M07.00S,2022-01-01T00:41:24.3Z,1,REGULAR,3pt,Jump Shot,[],1629629,26.231931668856767,81.61764705882352,1610612737,0,2,2022-01-01T00:41:29Z,110000,-158.0,194.0,1,left,MISS C. Reddish 25' 3PT,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,25.03,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M05.00S,2022-01-01T00:41:26.3Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,0,2,2022-01-01T00:41:30Z,120000,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT10M55.00S,2022-01-01T00:41:38.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,95.0886990801577,50.0,1610612739,2,2,2022-01-01T00:41:50Z,130000,0.0,-6.0,1,right,J. Allen Layup (2 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,0.63,Made,2.0,,,,,,,,,,,,,,,,,,
14,PT10M55.00S,2022-01-01T00:41:43.3Z,1,REGULAR,foul,personal,['1freethrow'],203991,,,1610612739,2,2,2022-01-01T00:41:50Z,140000,,,0,,C. Capela shooting personal FOUL (1 PF) (Allen 1 FT),"[203991, 1628386]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,,,,,,,,,,,1629422.0,1.0,0.0,Allen,1628386.0,,,,,,
16,PT10M55.00S,2022-01-01T00:42:02.2Z,1,REGULAR,freethrow,1 of 1,[],1628386,,,1610612739,2,2,2022-01-01T00:42:02Z,160000,,,0,,MISS J. Allen Free Throw 1 of 1,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Missed,,,,,,,,,,,,,,,,,,,
