actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
90,PT04M33.00S,2022-04-03T22:25:00.8Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,16,10,2022-04-03T22:25:04Z,890000,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,89.0,2.0,2.0,0.0,,,,,,,,,
91,PT04M25.00S,2022-04-03T22:25:09.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,92.59198423127464,51.470588235294116,1610612739,16,10,2022-04-03T22:25:15Z,900000,7.0,17.0,1,right,MISS L. Markkanen Layup - blocked,"[1628374, 1629680]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,Missed,,1.86,,,,,,,,Thybulle,1629680.0,,,,
92,PT04M25.00S,2022-04-03T22:25:09.4Z,1,REGULAR,block,,[],1629680,,,1610612739,16,10,2022-04-03T22:29:36Z,910000,,,0,,M. Thybulle BLOCK (2 BLK),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M22.00S,2022-04-03T22:25:12.4Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,16,10,2022-04-03T22:25:15Z,920000,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,91.0,3.0,3.0,0.0,,,,,,,,,
94,PT04M13.00S,2022-04-03T22:25:20.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,17.559132720105126,49.50980392156863,1610612755,16,10,2022-04-03T22:25:25Z,930000,2.0,113.0,1,left,MISS J. Embiid 11' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,,,,,,Missed,,11.26,,,,,,,,,,,,,
95,PT04M12.00S,2022-04-03T22:25:21.6Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,16,10,2022-04-03T22:25:25Z,940000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,
96,PT04M10.00S,2022-04-03T22:25:28.9Z,1,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612739,16,10,2022-04-03T22:25:47Z,950000,,,0,,T. Maxey shooting personal FOUL (2 PF) (Okoro 2 FT),"[1630178, 1630171]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,1628951.0,2.0,0.0,Okoro,1630171.0,,,,,,,,,,,,,,,,
98,PT04M10.00S,2022-04-03T22:26:05.1Z,1,REGULAR,freethrow,1 of 2,[],1630171,,,1610612739,16,10,2022-04-03T22:26:32Z,970000,,,0,,MISS I. Okoro Free Throw 1 of 2,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,Missed,,,,,,,,,,,,,,,
99,PT04M10.00S,2022-04-03T22:26:05.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612739,16,10,2022-04-03T22:26:32Z,980000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,
100,PT04M10.00S,2022-04-03T22:26:06.2Z,1,REGULAR,substitution,out,[],202699,,,1610612739,16,10,2022-04-03T22:26:21Z,990000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M10.00S,2022-04-03T22:26:06.2Z,1,REGULAR,substitution,out,[],1629680,,,1610612739,16,10,2022-04-03T22:26:21Z,1000000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M10.00S,2022-04-03T22:26:06.2Z,1,REGULAR,substitution,in,[],201980,,,1610612739,16,10,2022-04-03T22:26:21Z,1010000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M10.00S,2022-04-03T22:26:06.2Z,1,REGULAR,substitution,in,[],1627777,,,1610612739,16,10,2022-04-03T22:26:21Z,1020000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M10.00S,2022-04-03T22:26:05.1Z,1,REGULAR,freethrow,2 of 2,[],1630171,,,1610612739,16,10,2022-04-03T22:26:32Z,1030000,,,0,,MISS I. Okoro Free Throw 2 of 2,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,Missed,,,,,,,,,,,,,,,
105,PT04M04.00S,2022-04-03T22:26:11.1Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,16,10,2022-04-03T22:26:32Z,1040000,,,0,,J. Embiid REBOUND (Off:0 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,104.0,4.0,4.0,0.0,,,,,,,,,
106,PT03M55.00S,2022-04-03T22:26:40.6Z,1,REGULAR,3pt,Jump Shot,[],1629003,8.229303547963205,2.450980392156863,1610612755,16,13,2022-04-03T22:26:44Z,1050000,238.0,25.0,1,left,S. Milton 3PT  (3 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,Made,3.0,23.9,,,,,,,,,,,,,
107,PT03M34.00S,2022-04-03T22:27:02.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,89.17542706964521,55.392156862745104,1610612739,16,13,2022-04-03T22:27:08Z,1060000,27.0,49.0,1,right,MISS L. Markkanen cutting Layup - blocked,"[1628374, 203954]",1610612739.0,CLE,cutting,,,Markkanen,L. Markkanen,,,,,,,,,,Missed,,5.62,,,,,,,,Embiid,203954.0,,,,
108,PT03M34.00S,2022-04-03T22:27:02.4Z,1,REGULAR,block,,[],203954,,,1610612739,16,13,2022-04-03T22:27:04Z,1070000,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M31.00S,2022-04-03T22:27:05.4Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612755,16,13,2022-04-03T22:27:08Z,1080000,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,107.0,1.0,1.0,0.0,,,,,,,,,
110,PT03M29.00S,2022-04-03T22:27:11.5Z,1,REGULAR,foul,offensive,[],1630178,,,1610612755,16,13,2022-04-03T22:27:22Z,1090000,,,0,,T. Maxey charge offensive FOUL (3 PF),"[1630178, 201567]",1610612755.0,PHI,charge,,,Maxey,T. Maxey,,,,,1628951.0,3.0,0.0,Love,201567.0,,,,,,,,,,,,,,,,
112,PT03M29.00S,2022-04-03T22:27:11.5Z,1,REGULAR,turnover,offensive foul,[],1630178,,,1610612755,16,13,2022-04-03T22:27:11Z,1110000,,,0,,T. Maxey offensive foul TURNOVER (1 TO),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,1628951.0,,,,,,,,,,,,1.0,,,,,,,,
113,PT03M29.00S,2022-04-03T22:27:22.8Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,16,13,2022-04-03T22:27:41Z,1120000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M29.00S,2022-04-03T22:27:22.8Z,1,REGULAR,substitution,out,[],1628374,,,1610612739,16,13,2022-04-03T22:27:41Z,1130000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M29.00S,2022-04-03T22:27:22.8Z,1,REGULAR,substitution,out,[],1630171,,,1610612739,16,13,2022-04-03T22:27:41Z,1140000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M29.00S,2022-04-03T22:27:22.8Z,1,REGULAR,substitution,out,[],1630178,,,1610612739,16,13,2022-04-03T22:27:41Z,1150000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M29.00S,2022-04-03T22:27:22.8Z,1,REGULAR,substitution,in,[],200765,,,1610612739,16,13,2022-04-03T22:27:41Z,1160000,,,0,,SUB in: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M29.00S,2022-04-03T22:27:22.8Z,1,REGULAR,substitution,in,[],1630205,,,1610612739,16,13,2022-04-03T22:27:41Z,1170000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M29.00S,2022-04-03T22:27:22.8Z,1,REGULAR,substitution,in,[],1629650,,,1610612739,16,13,2022-04-03T22:27:41Z,1180000,,,0,,SUB in: M. Brown,[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M29.00S,2022-04-03T22:27:22.8Z,1,REGULAR,substitution,in,[],201935,,,1610612739,16,13,2022-04-03T22:27:41Z,1190000,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M09.00S,2022-04-03T22:27:59.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627747,86.5473061760841,51.470588235294116,1610612739,16,13,2022-04-03T22:31:10Z,1200000,7.0,74.0,1,right,MISS C. LeVert 7' pullup Shot - blocked,"[1627747, 203954]",1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,,,,,,Missed,,7.44,,,,,,,,Embiid,203954.0,,,,
122,PT03M09.00S,2022-04-03T22:27:59.4Z,1,REGULAR,block,,[],203954,,,1610612739,16,13,2022-04-03T22:28:02Z,1210000,,,0,,J. Embiid BLOCK (2 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M05.00S,2022-04-03T22:28:03.4Z,1,REGULAR,rebound,defensive,[],201980,,,1610612755,16,13,2022-04-03T22:31:10Z,1220000,,,0,,D. Green REBOUND (Off:0 Def:1),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,121.0,1.0,1.0,0.0,,,,,,,,,
124,PT03M04.00S,2022-04-03T22:28:05.0Z,1,REGULAR,turnover,bad pass,[],1629003,,,1610612755,16,13,2022-04-03T22:28:09Z,1230000,,,0,,S. Milton bad pass TURNOVER (1 TO),"[1629003, 200765]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,1.0,Rondo,200765.0,,,,,,
125,PT03M04.00S,2022-04-03T22:28:05.0Z,1,REGULAR,steal,,[],200765,,,1610612739,16,13,2022-04-03T22:28:08Z,1240000,,,0,,R. Rondo STEAL (1 STL),[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M57.00S,2022-04-03T22:28:10.5Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",201567,92.29632063074901,3.67647058823529,1610612739,16,13,2022-04-03T22:33:05Z,1250000,-232.0,20.0,1,right,MISS K. Love running 3PT,[201567],1610612739.0,CLE,running,,,Love,K. Love,,,,,,,,,,Missed,,23.25,,,,,,,,,,,,,
127,PT02M55.00S,2022-04-03T22:28:12.5Z,1,REGULAR,rebound,defensive,[],201980,,,1610612755,16,13,2022-04-03T22:33:05Z,1260000,,,0,,D. Green REBOUND (Off:0 Def:2),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,126.0,2.0,2.0,0.0,,,,,,,,,
128,PT02M50.00S,2022-04-03T22:28:23.0Z,1,REGULAR,foul,personal,['2freethrow'],201567,,,1610612755,16,13,2022-04-03T22:28:46Z,1270000,,,0,,K. Love shooting personal FOUL (1 PF) (Harden 2 FT),"[201567, 201935]",1610612739.0,CLE,shooting,,,Love,K. Love,,,,,1628951.0,1.0,0.0,Harden,201935.0,,,,,,,,,,,,,,,,
130,PT02M50.00S,2022-04-03T22:28:46.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,16,13,2022-04-03T22:28:46Z,1290000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M50.00S,2022-04-03T22:28:49.5Z,1,REGULAR,substitution,out,[],203954,,,1610612755,16,13,2022-04-03T22:31:00Z,1300000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M50.00S,2022-04-03T22:28:49.5Z,1,REGULAR,substitution,in,[],201599,,,1610612755,16,13,2022-04-03T22:31:00Z,1310000,,,0,,SUB in: D. Jordan,[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M50.00S,2022-04-03T22:31:27.7Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,16,14,2022-04-03T22:31:27Z,1320000,,,0,,J. Harden Free Throw 1 of 2 (1 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
134,PT02M50.00S,2022-04-03T22:31:47.9Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,16,15,2022-04-03T22:31:47Z,1330000,,,0,,J. Harden Free Throw 2 of 2 (2 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
135,PT02M32.00S,2022-04-03T22:32:11.2Z,1,REGULAR,foul,personal,['2freethrow'],1629650,,,1610612739,16,15,2022-04-03T22:34:39Z,1340000,,,0,,M. Brown flagrant-type-1 personal FOUL (2 PF) (Niang 2 FT),"[1629650, 1627777]",1610612739.0,CLE,flagrant-type-1,,,Brown,M. Brown,,,,,202026.0,2.0,0.0,Niang,1627777.0,,,,,,,,,,,,,,,,
137,PT02M32.00S,2022-04-03T22:32:11.2Z,1,REGULAR,turnover,,[],1629650,,,1610612739,16,15,2022-04-03T22:33:44Z,1360000,,,0,,M. Brown TURNOVER (2 TO),[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,202026.0,,,,,,,,,,,,2.0,,,,,,,,
139,PT02M32.00S,2022-04-03T22:32:28.9Z,1,REGULAR,instantreplay,request,[],0,,,1610612755,16,15,2022-04-03T22:33:31Z,1380000,,,0,,,[],,,overturned,,,,,,,,,202026.0,,,,,,,,,,,,,,,,,,,,Common Foul to Flagrant 1
140,PT02M32.00S,2022-04-03T22:33:43.8Z,1,REGULAR,substitution,out,[],1629650,,,1610612755,16,15,2022-04-03T22:34:10Z,1390000,,,0,,SUB out: M. Brown,[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M32.00S,2022-04-03T22:33:43.8Z,1,REGULAR,substitution,in,[],202334,,,1610612755,16,15,2022-04-03T22:34:10Z,1400000,,,0,,SUB in: E. Davis,[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M32.00S,2022-04-03T22:34:40.1Z,1,REGULAR,freethrow,1 of 2,[],1627777,,,1610612755,16,16,2022-04-03T22:34:40Z,1410000,,,0,,G. Niang flagrant Free Throw 1 of 2 (1 PTS),[1627777],1610612755.0,PHI,flagrant,,,Niang,G. Niang,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
143,PT02M32.00S,2022-04-03T22:34:40.6Z,1,REGULAR,freethrow,2 of 2,[],1627777,,,1610612755,16,17,2022-04-03T22:34:40Z,1420000,,,0,,G. Niang flagrant Free Throw 2 of 2 (2 PTS),[1627777],1610612755.0,PHI,flagrant,,,Niang,G. Niang,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
144,PT02M31.00S,2022-04-03T22:34:42.7Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612755,16,17,2022-04-03T22:37:56Z,1430000,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 200765]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,1.0,Rondo,200765.0,,,,,,
145,PT02M31.00S,2022-04-03T22:34:42.7Z,1,REGULAR,steal,,[],200765,,,1610612739,16,17,2022-04-03T22:34:48Z,1440000,,,0,,R. Rondo STEAL (2 STL),[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M24.00S,2022-04-03T22:34:47.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201567,91.5407358738502,4.166666666666666,1610612739,16,17,2022-04-03T22:41:09Z,1445000,-229.0,27.0,1,right,MISS K. Love 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,Missed,,23.08,,,,,,,,,,,,,
151,PT02M23.00S,2022-04-03T22:34:48.2Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,16,17,2022-04-03T22:41:09Z,1447500,,,0,,J. Harden REBOUND (Off:1 Def:2),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,150.0,3.0,2.0,1.0,,,,,,,,,
146,PT02M14.00S,2022-04-03T22:34:51.8Z,1,REGULAR,3pt,Jump Shot,[],1627777,27.94021024967148,13.480392156862745,1610612755,16,20,2022-04-03T22:39:01Z,1450000,183.0,210.0,1,left,G. Niang 27' 3PT  (5 PTS) (J. Harden 1 AST),"[1627777, 201935]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,Made,5.0,27.84,,,,,,,,,,J. Harden,201935.0,1.0,
148,PT01M49.00S,2022-04-03T22:35:09.9Z,1,REGULAR,3pt,Jump Shot,[],201567,67.88764783180025,69.6078431372549,1610612739,19,20,2022-04-03T22:39:34Z,1470000,98.0,249.0,1,right,K. Love 26' 3PT pullup (3 PTS) (C. LeVert 2 AST),"[201567, 1627747]",1610612739.0,CLE,pullup,,,Love,K. Love,,,,,,,,,,Made,3.0,26.8,,,,,,,,,,C. LeVert,1627747.0,2.0,
152,PT01M30.00S,2022-04-03T22:35:29.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,6.258212877792378,51.225490196078425,1610612755,19,20,2022-04-03T22:35:43Z,1490000,-6.0,6.0,1,left,MISS J. Harden driving Layup,[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,,,,,,Missed,,0.88,,,,,,,,,,,,,
153,PT01M30.00S,2022-04-03T22:35:29.5Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,19,20,2022-04-03T22:35:43Z,1500000,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,152.0,2.0,2.0,0.0,,,,,,,,,
154,PT01M10.00S,2022-04-03T22:35:50.6Z,1,REGULAR,2pt,Jump Shot,[],1630205,88.78120893561103,68.13725490196079,1610612739,21,20,2022-04-03T22:35:55Z,1510000,91.0,53.0,1,right,L. Stevens 10' pullup Jump Shot (2 PTS),[1630205],1610612739.0,CLE,pullup,,,Stevens,L. Stevens,,,,,,,,,,Made,2.0,10.5,,,,,,,,,,,,,
156,PT00M53.20S,2022-04-03T22:36:11.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201567,,,1610612755,21,20,2022-04-03T22:36:22Z,1530000,,,0,,K. Love shooting personal FOUL (2 PF) (Milton 2 FT),"[201567, 1629003]",1610612739.0,CLE,shooting,,,Love,K. Love,,,,,2882.0,2.0,0.0,Milton,1629003.0,,,,,,,,,,,,,,,,
158,PT00M53.20S,2022-04-03T22:36:39.7Z,1,REGULAR,freethrow,1 of 2,[],1629003,,,1610612755,21,20,2022-04-03T22:36:39Z,1550000,,,0,,MISS S. Milton Free Throw 1 of 2,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,Missed,,,,,,,,,,,,,,,
159,PT00M53.20S,2022-04-03T22:36:39.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,21,20,2022-04-03T22:36:39Z,1560000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,158.0,,,,,,,,,,,,
160,PT00M53.20S,2022-04-03T22:37:03.2Z,1,REGULAR,freethrow,2 of 2,[],1629003,,,1610612755,21,21,2022-04-03T22:37:03Z,1570000,,,0,,S. Milton Free Throw 2 of 2 (4 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
161,PT00M35.80S,2022-04-03T22:37:23.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201567,92.72339027595268,50.98039215686274,1610612739,23,21,2022-04-03T22:43:14Z,1580000,5.0,16.0,1,right,K. Love driving finger roll Layup (5 PTS) (C. LeVert 3 AST),"[201567, 1627747]",1610612739.0,CLE,driving finger roll,,,Love,K. Love,,,,,,,,,,Made,5.0,1.66,,,,,,,,,,C. LeVert,1627747.0,3.0,
163,PT00M25.40S,2022-04-03T22:37:37.5Z,1,REGULAR,3pt,Jump Shot,[],1627777,31.09395532194481,37.99019607843137,1610612755,23,21,2022-04-03T22:37:41Z,1600000,60.0,240.0,1,left,MISS G. Niang 24' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,Missed,,24.72,,,,,,,,,,,,,
164,PT00M22.70S,2022-04-03T22:37:40.2Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612739,23,21,2022-04-03T22:37:40Z,1610000,,,0,,L. Stevens REBOUND (Off:0 Def:1),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,163.0,1.0,1.0,0.0,,,,,,,,,
165,PT00M02.80S,2022-04-03T22:38:00.0Z,1,REGULAR,turnover,bad pass,[],1627747,,,1610612739,23,21,2022-04-03T22:38:05Z,1620000,,,0,,C. LeVert bad pass TURNOVER (1 TO),"[1627747, 201980]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,1.0,Green,201980.0,,,,,,
166,PT00M02.80S,2022-04-03T22:38:00.0Z,1,REGULAR,steal,,[],201980,,,1610612755,23,21,2022-04-03T22:38:03Z,1630000,,,0,,D. Green STEAL (1 STL),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M00.00S,2022-04-03T22:38:07.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201935,32.933639947437584,47.549019607843135,1610612755,23,21,2022-04-03T22:38:11Z,1640000,12.0,257.0,1,left,MISS J. Harden 25' pullup 3PT,[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,,,,,,Missed,,25.74,,,,,,,,,,,,,
168,PT00M00.00S,2022-04-03T22:38:09.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,23,21,2022-04-03T22:38:09Z,1650000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,167.0,,,,,,,,,,,,
169,PT00M00.00S,2022-04-03T22:38:09.9Z,1,REGULAR,period,end,[],0,,,1610612755,23,21,2022-04-03T22:38:09Z,1660000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-04-03T22:39:03.6Z,2,REGULAR,substitution,out,['startperiod'],200765,,,1610612755,23,21,2022-04-03T22:40:52Z,1670000,,,0,,SUB out: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-04-03T22:39:03.6Z,2,REGULAR,substitution,out,['startperiod'],1627747,,,1610612755,23,21,2022-04-03T22:40:52Z,1680000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-04-03T22:39:03.6Z,2,REGULAR,substitution,out,['startperiod'],1629003,,,1610612755,23,21,2022-04-03T22:40:52Z,1690000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-04-03T22:39:03.6Z,2,REGULAR,substitution,out,['startperiod'],1627777,,,1610612755,23,21,2022-04-03T22:40:52Z,1700000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-04-03T22:39:03.6Z,2,REGULAR,substitution,in,['startperiod'],1626224,,,1610612755,23,21,2022-04-03T22:40:52Z,1710000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-04-03T22:39:03.6Z,2,REGULAR,substitution,in,['startperiod'],1629636,,,1610612755,23,21,2022-04-03T22:40:52Z,1720000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-04-03T22:39:03.6Z,2,REGULAR,substitution,in,['startperiod'],202699,,,1610612755,23,21,2022-04-03T22:40:52Z,1730000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-04-03T22:39:03.6Z,2,REGULAR,substitution,in,['startperiod'],1627788,,,1610612755,23,21,2022-04-03T22:40:52Z,1740000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-04-03T22:40:54.3Z,2,REGULAR,period,start,[],0,,,1610612739,23,21,2022-04-03T22:40:54Z,1750000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M45.00S,2022-04-03T22:41:08.7Z,2,REGULAR,turnover,bad pass,[],201567,,,1610612739,23,21,2022-04-03T22:41:13Z,1760000,,,0,,K. Love bad pass TURNOVER (1 TO),"[201567, 201980]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,1.0,Green,201980.0,,,,,,
180,PT11M45.00S,2022-04-03T22:41:08.7Z,2,REGULAR,steal,,[],201980,,,1610612755,23,21,2022-04-03T22:41:11Z,1770000,,,0,,D. Green STEAL (2 STL),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
