actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-03-20T00:11:43.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-20T00:11:43Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-03-20T00:11:46.8Z,1,REGULAR,jumpball,recovered,[],1628374,,,1610612739,0,0,2022-03-20T00:11:46Z,40000,,,0,,Jump Ball E. Mobley vs. I. Stewart: Tip to L. Markkanen,"[1628374, 1630596, 1630191]",1610612739.0,CLE,startperiod,L. Markkanen,1628374.0,Markkanen,L. Markkanen,Mobley,1630596.0,Stewart,1630191.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2022-03-20T00:12:02.9Z,1,REGULAR,2pt,Jump Shot,[],1629636,89.43823915900131,28.186274509803923,1610612739,0,0,2022-03-20T00:12:09Z,70000,-109.0,47.0,1,right,MISS D. Garland 11' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,11.87,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2022-03-20T00:12:04.9Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,0,0,2022-03-20T00:12:09Z,80000,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M21.00S,2022-03-20T00:12:21.5Z,1,REGULAR,2pt,Jump Shot,[],203924,3.630091984231275,14.950980392156863,1610612765,0,2,2022-03-20T00:12:26Z,90000,175.0,-18.0,1,left,J. Grant 17' pullup Jump Shot (2 PTS),[203924],1610612765.0,DET,pullup,,,Grant,J. Grant,,,,,17.62,Made,,,,,2.0,,,,,,,,,,,,,,
10,PT11M06.00S,2022-03-20T00:12:35.4Z,1,REGULAR,2pt,Hook,[],1630596,91.93495400788436,68.38235294117648,1610612739,2,2,2022-03-20T00:12:47Z,100000,92.0,23.0,1,right,E. Mobley 9' driving Hook (2 PTS),[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,9.48,Made,,,,,2.0,,,,,,,,,,,,,,
11,PT10M50.00S,2022-03-20T00:12:52.2Z,1,REGULAR,2pt,Jump Shot,[],1630180,17.69053876478318,68.38235294117648,1610612765,2,2,2022-03-20T00:12:56Z,110000,-92.0,114.0,1,left,MISS S. Bey 14' pullup Shot,[1630180],1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,14.63,Missed,,,,,,,,,,,,,,,,,,,
12,PT10M47.00S,2022-03-20T00:12:55.2Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,2,2,2022-03-20T00:12:56Z,120000,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
13,PT10M41.00S,2022-03-20T00:13:01.5Z,1,REGULAR,3pt,Jump Shot,[],1629636,63.6826544021025,29.166666666666668,1610612739,2,2,2022-03-20T00:13:06Z,130000,-104.0,289.0,1,right,MISS D. Garland 30' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,30.71,Missed,,,,,,,,,,,,,,,,,,,
14,PT10M37.00S,2022-03-20T00:13:05.5Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,2,2,2022-03-20T00:13:06Z,140000,,,0,,I. Stewart REBOUND (Off:0 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,13.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
15,PT10M24.00S,2022-03-20T00:13:18.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,14.011169513797633,38.970588235294116,1610612765,2,2,2022-03-20T00:13:23Z,150000,55.0,79.0,1,left,MISS C. Cunningham 9' driving floating Shot,[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,9.65,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M22.00S,2022-03-20T00:13:20.2Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,2,2,2022-03-20T00:13:23Z,160000,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
17,PT10M12.00S,2022-03-20T00:13:30.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,84.44480946123521,48.28431372549019,1610612739,2,2,2022-03-20T01:16:22Z,170000,-9.0,94.0,1,right,MISS E. Mobley 9' turnaround Hook,[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,9.41,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M10.00S,2022-03-20T00:13:32.0Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,2,2,2022-03-20T00:13:34Z,180000,,,0,,I. Stewart REBOUND (Off:0 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,17.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
19,PT10M04.00S,2022-03-20T00:13:38.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202709,5.732588699080158,49.754901960784316,1610612765,2,4,2022-03-20T00:13:43Z,190000,1.0,1.0,1,left,C. Joseph driving Layup (2 PTS) (C. Cunningham 1 AST),"[202709, 1630595]",1610612765.0,DET,driving,,,Joseph,C. Joseph,,,,,0.18,Made,,,,,2.0,C. Cunningham,1630595.0,1.0,,,,,,,,,,,
21,PT09M51.00S,2022-03-20T00:13:51.4Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,2,4,2022-03-20T00:13:57Z,210000,,,0,,D. Garland bad pass TURNOVER (1 TO),"[1629636, 1630180]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,1.0,Bey,1630180.0,,,,,,,,
22,PT09M51.00S,2022-03-20T00:13:51.4Z,1,REGULAR,steal,,[],1630180,,,1610612765,2,4,2022-03-20T00:13:53Z,220000,,,0,,S. Bey STEAL (1 STL),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT09M47.00S,2022-03-20T00:13:55.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630180,5.863994743758213,48.03921568627451,1610612765,2,6,2022-03-20T00:14:04Z,230000,10.0,3.0,1,left,S. Bey running Layup (2 PTS),[1630180],1610612765.0,DET,running,,,Bey,S. Bey,,,,,1.01,Made,,,,,2.0,,,,,,,,,,,,,,
