actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
18,PT10M22.00S,2021-12-05T20:43:06.6Z,1,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,4,4,2021-12-05T20:43:06Z,180000,,,0,,J. Allen Free Throw 1 of 2 (1 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
19,PT10M22.00S,2021-12-05T20:43:23.6Z,1,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,5,4,2021-12-05T20:43:23Z,190000,,,0,,J. Allen Free Throw 2 of 2 (2 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
20,PT10M11.00S,2021-12-05T20:43:37.3Z,1,REGULAR,3pt,Jump Shot,[],202711,63.15703022339028,52.69607843137255,1610612762,5,7,2021-12-05T20:43:42Z,200000,13.0,294.0,1,right,B. Bogdanovic 29' 3PT  (3 PTS) (D. Mitchell 1 AST),"[202711, 1628378]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,29.41,Made,,,,,3.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,
22,PT09M48.00S,2021-12-05T20:44:00.0Z,1,REGULAR,3pt,Jump Shot,[],1630171,31.09395532194481,58.82352941176471,1610612739,5,7,2021-12-05T20:44:05Z,220000,-44.0,240.0,1,left,MISS I. Okoro 24' 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,24.38,Missed,,,,,,,,,,,,,,,,,,
23,PT09M46.00S,2021-12-05T20:44:02.5Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,5,7,2021-12-05T20:44:02Z,230000,,,0,,J. Allen REBOUND (Off:1 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,,
24,PT09M44.00S,2021-12-05T20:44:04.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,6.783837056504599,49.50980392156863,1610612739,7,7,2021-12-05T20:44:09Z,240000,2.0,11.0,1,left,J. Allen putback Layup (4 PTS),[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,1.16,Made,,,,,4.0,,,,,,,,,,,,,
25,PT09M36.00S,2021-12-05T20:44:11.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,94.56307490144546,51.71568627450981,1610612762,7,7,2021-12-05T20:45:06Z,250000,9.0,-1.0,1,right,MISS B. Bogdanovic driving Layup - blocked,"[202711, 1628386]",1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,0.87,Missed,,,,,,,,,,,,,,Allen,1628386.0,,,
26,PT09M36.00S,2021-12-05T20:44:11.5Z,1,REGULAR,block,,[],1628386,,,1610612762,7,7,2021-12-05T20:45:58Z,260000,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M34.00S,2021-12-05T20:44:13.5Z,1,REGULAR,rebound,offensive,[],203497,,,1610612762,7,7,2021-12-05T20:45:12Z,270000,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,25.0,2.0,1.0,1.0,,,,,,,,,,,,,,
28,PT09M30.00S,2021-12-05T20:44:18.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,75.77201051248358,90.68627450980392,1610612762,7,7,2021-12-05T20:44:23Z,280000,203.0,175.0,1,right,MISS D. Mitchell 26' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,26.85,Missed,,,,,,,,,,,,,,,,,,
29,PT09M27.00S,2021-12-05T20:44:21.3Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,7,7,2021-12-05T20:44:23Z,290000,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,28.0,2.0,1.0,1.0,,,,,,,,,,,,,,
30,PT09M24.00S,2021-12-05T20:44:24.1Z,1,REGULAR,turnover,bad pass,[],1628386,,,1610612739,7,7,2021-12-05T20:44:33Z,300000,,,0,,J. Allen bad pass TURNOVER (1 TO),"[1628386, 201144]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,1.0,Conley,201144.0
31,PT09M24.00S,2021-12-05T20:44:24.1Z,1,REGULAR,steal,,[],201144,,,1610612762,7,7,2021-12-05T20:44:28Z,310000,,,0,,M. Conley STEAL (1 STL),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M18.00S,2021-12-05T20:44:30.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626220,94.43166885676742,52.20588235294118,1610612762,7,7,2021-12-05T20:44:37Z,320000,11.0,0.0,1,right,MISS R. O'Neale cutting Layup - blocked,"[1626220, 1628386]",1610612762.0,UTA,cutting,,,O'Neale,R. O'Neale,,,,,1.1,Missed,,,,,,,,,,,,,,Allen,1628386.0,,,
33,PT09M18.00S,2021-12-05T20:44:30.1Z,1,REGULAR,block,,[],1628386,,,1610612762,7,7,2021-12-05T20:44:33Z,330000,,,0,,J. Allen BLOCK (2 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M14.00S,2021-12-05T20:44:34.1Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,7,7,2021-12-05T20:48:41Z,340000,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT09M13.00S,2021-12-05T20:44:37.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629636,31.61957950065703,60.049019607843135,1610612739,10,7,2021-12-05T20:44:48Z,350000,-50.0,245.0,1,left,D. Garland 24' 3PT pullup (3 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,24.98,Made,,,,,3.0,,,,,,,,,,,,,
36,PT09M13.00S,2021-12-05T20:44:45.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,10,7,2021-12-05T20:44:45Z,360000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M59.00S,2021-12-05T20:47:49.7Z,1,REGULAR,turnover,bad pass,[],202711,,,1610612762,10,7,2021-12-05T20:47:58Z,370000,,,0,,B. Bogdanovic bad pass TURNOVER (1 TO),"[202711, 1629636]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,1.0,Garland,1629636.0
38,PT08M59.00S,2021-12-05T20:47:49.7Z,1,REGULAR,steal,,[],1629636,,,1610612739,10,7,2021-12-05T20:55:29Z,380000,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M54.00S,2021-12-05T20:47:54.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630171,6.389618922470433,50.73529411764706,1610612739,10,7,2021-12-05T20:48:07Z,390000,-4.0,8.0,1,left,MISS I. Okoro running Layup,[1630171],1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,0.85,Missed,,,,,,,,,,,,,,,,,,
40,PT08M50.00S,2021-12-05T20:47:58.6Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,10,7,2021-12-05T20:47:58Z,400000,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,39.0,3.0,2.0,1.0,,,,,,,,,,,,,,
41,PT08M46.00S,2021-12-05T20:48:03.0Z,1,REGULAR,3pt,Jump Shot,[],201144,70.25295663600527,76.7156862745098,1610612762,10,10,2021-12-05T20:48:12Z,410000,134.0,227.0,1,right,M. Conley 26' 3PT  (5 PTS) (D. Mitchell 2 AST),"[201144, 1628378]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,26.35,Made,,,,,5.0,D. Mitchell,1628378.0,2.0,,,,,,,,,,
43,PT08M19.00S,2021-12-05T20:48:29.1Z,1,REGULAR,3pt,Jump Shot,[],1629636,30.56833114323259,24.019607843137255,1610612739,13,10,2021-12-05T20:48:32Z,430000,130.0,235.0,1,left,D. Garland 26' 3PT  (6 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,26.83,Made,,,,,6.0,,,,,,,,,,,,,
44,PT08M05.00S,2021-12-05T20:48:43.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,85.62746386333771,55.63725490196079,1610612762,13,12,2021-12-05T20:48:48Z,440000,28.0,83.0,1,right,D. Mitchell 8' turnaround Jump Shot (4 PTS) (R. O'Neale 1 AST),"[1628378, 1626220]",1610612762.0,UTA,turnaround,,,Mitchell,D. Mitchell,,,,,8.73,Made,,,,,4.0,R. O'Neale,1626220.0,1.0,,,,,,,,,,
46,PT07M50.00S,2021-12-05T20:48:58.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,5.732588699080158,48.529411764705884,1610612739,13,12,2021-12-05T20:52:56Z,460000,7.0,1.0,1,left,MISS J. Allen reverse Layup,[1628386],1610612739.0,CLE,reverse,,,Allen,J. Allen,,,,,0.75,Missed,,,,,,,,,,,,,,,,,,
47,PT07M47.00S,2021-12-05T20:49:01.3Z,1,REGULAR,rebound,defensive,[],202711,,,1610612762,13,12,2021-12-05T20:49:03Z,470000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,,
48,PT07M45.00S,2021-12-05T20:49:03.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628378,70.77858081471747,76.22549019607843,1610612762,13,15,2021-12-05T20:49:12Z,480000,131.0,222.0,1,right,D. Mitchell 25' 3PT  (7 PTS) (B. Bogdanovic 1 AST),"[1628378, 202711]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,25.8,Made,,,,,7.0,B. Bogdanovic,202711.0,1.0,,,,,,,,,,
50,PT07M33.00S,2021-12-05T20:49:20.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,13,15,2021-12-05T20:49:20Z,500000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M18.00S,2021-12-05T20:49:51.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,10.463206307490145,46.32352941176471,1610612739,13,15,2021-12-05T20:49:57Z,510000,18.0,46.0,1,left,MISS J. Allen turnaround Hook - blocked,"[1628386, 203497]",1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,4.95,Missed,,,,,,,,,,,,,,Gobert,203497.0,,,
52,PT07M18.00S,2021-12-05T20:49:51.0Z,1,REGULAR,block,,[],203497,,,1610612739,13,15,2021-12-05T20:49:54Z,520000,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M14.00S,2021-12-05T20:49:55.0Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,13,15,2021-12-05T20:49:57Z,530000,,,0,,R. Gobert REBOUND (Off:1 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,51.0,4.0,3.0,1.0,,,,,,,,,,,,,,
54,PT07M02.00S,2021-12-05T20:50:07.0Z,1,REGULAR,3pt,Jump Shot,[],201144,69.85873850197109,75.49019607843137,1610612762,13,15,2021-12-05T20:50:11Z,540000,127.0,231.0,1,right,MISS M. Conley 26' 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,
55,PT06M59.00S,2021-12-05T20:50:10.0Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,13,15,2021-12-05T20:50:11Z,550000,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT06M54.00S,2021-12-05T20:50:16.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628374,30.17411300919842,23.03921568627451,1610612739,16,15,2021-12-05T20:51:08Z,560000,135.0,231.0,1,left,L. Markkanen 26' 3PT  (3 PTS) (D. Garland 2 AST),"[1628374, 1629636]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,26.75,Made,,,,,3.0,D. Garland,1629636.0,2.0,,,,,,,,,,
58,PT06M33.00S,2021-12-05T20:50:35.2Z,1,REGULAR,3pt,Jump Shot,[],202711,73.66951379763469,13.23529411764706,1610612762,16,15,2021-12-05T20:50:41Z,580000,-184.0,195.0,1,right,MISS B. Bogdanovic 26' step back 3PT,[202711],1610612762.0,UTA,step back,,,Bogdanovic,B. Bogdanovic,,,,,26.8,Missed,,,,,,,,,,,,,,,,,,
59,PT06M32.00S,2021-12-05T20:50:37.4Z,1,REGULAR,rebound,offensive,[],202711,,,1610612762,16,15,2021-12-05T20:50:37Z,590000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:1),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,58.0,2.0,1.0,1.0,,,,,,,,,,,,,,
60,PT06M28.00S,2021-12-05T20:50:40.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,64.20827858081472,54.166666666666664,1610612762,16,18,2021-12-05T20:50:46Z,600000,21.0,284.0,1,right,D. Mitchell 28' 3PT  (10 PTS) (B. Bogdanovic 2 AST),"[1628378, 202711]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,28.47,Made,,,,,10.0,B. Bogdanovic,202711.0,2.0,,,,,,,,,,
62,PT06M02.00S,2021-12-05T20:51:06.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,6.783837056504599,65.68627450980392,1610612739,18,18,2021-12-05T20:51:12Z,620000,-78.0,11.0,1,left,J. Allen 7' Hook (6 PTS) (D. Garland 3 AST),"[1628386, 1629636]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,7.92,Made,,,,,6.0,D. Garland,1629636.0,3.0,,,,,,,,,,
64,PT05M45.00S,2021-12-05T20:51:23.2Z,1,REGULAR,3pt,Jump Shot,[],1626220,86.28449408672799,2.696078431372549,1610612762,18,21,2021-12-05T20:51:28Z,640000,-237.0,76.0,1,right,R. O'Neale 24' 3PT  (3 PTS) (D. Mitchell 3 AST),"[1626220, 1628378]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,24.85,Made,,,,,3.0,D. Mitchell,1628378.0,3.0,,,,,,,,,,
66,PT05M16.00S,2021-12-05T20:51:52.2Z,1,REGULAR,3pt,Jump Shot,[],1628374,6.389618922470433,2.696078431372549,1610612739,18,21,2021-12-05T20:51:59Z,660000,237.0,8.0,1,left,MISS L. Markkanen 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,23.66,Missed,,,,,,,,,,,,,,,,,,
67,PT05M16.00S,2021-12-05T20:51:57.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,18,21,2021-12-05T20:51:57Z,670000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,
68,PT05M16.00S,2021-12-05T20:51:52.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,18,21,2021-12-05T20:52:20Z,680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M16.00S,2021-12-05T20:51:59.8Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,18,21,2021-12-05T20:52:34Z,690000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M16.00S,2021-12-05T20:51:59.8Z,1,REGULAR,substitution,out,[],1630171,,,1610612739,18,21,2021-12-05T20:52:34Z,700000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M16.00S,2021-12-05T20:51:59.8Z,1,REGULAR,substitution,out,[],201144,,,1610612739,18,21,2021-12-05T20:52:34Z,710000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M16.00S,2021-12-05T20:51:59.8Z,1,REGULAR,substitution,out,[],203497,,,1610612739,18,21,2021-12-05T20:52:34Z,720000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M16.00S,2021-12-05T20:51:59.8Z,1,REGULAR,substitution,in,[],201567,,,1610612739,18,21,2021-12-05T20:52:34Z,730000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M16.00S,2021-12-05T20:51:59.8Z,1,REGULAR,substitution,in,[],201937,,,1610612739,18,21,2021-12-05T20:52:34Z,740000,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M16.00S,2021-12-05T20:51:59.8Z,1,REGULAR,substitution,in,[],204060,,,1610612739,18,21,2021-12-05T20:52:34Z,750000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M16.00S,2021-12-05T20:51:59.8Z,1,REGULAR,substitution,in,[],200752,,,1610612739,18,21,2021-12-05T20:52:34Z,760000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M05.00S,2021-12-05T20:52:42.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,37.53285151116951,26.96078431372549,1610612739,21,21,2021-12-05T20:52:47Z,770000,115.0,300.0,1,left,D. Garland 32' 3PT  (9 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,32.16,Made,,,,,9.0,,,,,,,,,,,,,
78,PT04M55.00S,2021-12-05T20:52:52.7Z,1,REGULAR,3pt,Jump Shot,[],1628378,70.12155059132719,10.784313725490197,1610612762,21,24,2021-12-05T20:52:57Z,780000,-196.0,228.0,1,right,D. Mitchell 30' 3PT  (13 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,30.1,Made,,,,,13.0,,,,,,,,,,,,,
79,PT04M43.00S,2021-12-05T20:53:04.9Z,1,REGULAR,3pt,Jump Shot,[],201567,31.09395532194481,59.068627450980394,1610612739,21,24,2021-12-05T20:53:08Z,790000,-45.0,240.0,1,left,MISS K. Love 24' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,24.4,Missed,,,,,,,,,,,,,,,,,,
80,PT04M41.00S,2021-12-05T20:53:06.9Z,1,REGULAR,rebound,defensive,[],204060,,,1610612762,21,24,2021-12-05T20:53:08Z,800000,,,0,,J. Ingles REBOUND (Off:0 Def:1),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,,
81,PT04M24.00S,2021-12-05T20:53:24.1Z,1,REGULAR,3pt,Jump Shot,[],204060,69.20170827858082,75.49019607843137,1610612762,21,24,2021-12-05T20:53:29Z,810000,127.0,237.0,1,right,MISS J. Ingles 26' 3PT,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,26.91,Missed,,,,,,,,,,,,,,,,,,
82,PT04M19.00S,2021-12-05T20:53:29.1Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,21,24,2021-12-05T20:53:29Z,820000,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,81.0,2.0,2.0,0.0,,,,,,,,,,,,,,
83,PT04M11.00S,2021-12-05T20:53:36.5Z,1,REGULAR,3pt,Jump Shot,[],1629636,36.21879106438896,49.01960784313725,1610612739,24,24,2021-12-05T20:53:40Z,830000,5.0,288.0,1,left,D. Garland 28' 3PT  (12 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,28.8,Made,,,,,12.0,,,,,,,,,,,,,
84,PT03M56.00S,2021-12-05T20:53:51.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628378,93.9060446780552,51.9607843137255,1610612762,24,26,2021-12-05T20:53:58Z,840000,10.0,5.0,1,right,D. Mitchell driving DUNK (15 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,1.09,Made,,,,,15.0,,,,,,,,,,,,,
85,PT03M56.00S,2021-12-05T20:53:58.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,24,26,2021-12-05T20:53:58Z,850000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M56.00S,2021-12-05T20:54:59.0Z,1,REGULAR,substitution,out,[],1628374,,,1610612739,24,26,2021-12-05T20:56:41Z,860000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M56.00S,2021-12-05T20:54:59.0Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,24,26,2021-12-05T20:56:41Z,870000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M56.00S,2021-12-05T20:54:59.0Z,1,REGULAR,substitution,out,[],202711,,,1610612739,24,26,2021-12-05T20:56:41Z,880000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
