actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
20,PT10M10.00S,2022-01-25T00:11:58.4Z,1,REGULAR,rebound,defensive,[],203457,,,1610612752,2,2,2022-01-25T00:12:05Z,200000,,,0,,N. Noel REBOUND (Off:0 Def:1),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M02.00S,2022-01-25T00:12:06.7Z,1,REGULAR,2pt,Jump Shot,[],203095,21.895532194480946,63.48039215686274,1610612752,2,4,2022-01-25T00:12:12Z,210000,-67.0,153.0,1,left,E. Fournier 16' pullup Jump Shot (4 PTS) (J. Randle 1 AST),"[203095, 203944]",1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,16.75,Made,,,,,4.0,J. Randle,203944.0,1.0,,,,,,,,,,
22,PT09M44.00S,2022-01-25T00:12:24.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630171,90.67017082785807,56.575520833333336,1610612739,2,4,2022-01-25T00:12:32Z,220000,33.0,35.0,1,right,MISS I. Okoro turnaround Shot,[1630171],1610612739.0,CLE,turnaround,,,Okoro,I. Okoro,,,,,4.82,Missed,,,,,,,,,,,,,,,,,,
24,PT09M43.00S,2022-01-25T00:12:25.3Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,2,4,2022-01-25T00:18:56Z,240000,,,0,,E. Mobley REBOUND (Off:1 Def:0),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,,
25,PT09M40.00S,2022-01-25T00:12:31.3Z,1,REGULAR,foul,personal,['2freethrow'],203457,,,1610612739,2,4,2022-01-25T00:12:40Z,250000,,,0,,N. Noel shooting personal FOUL (1 PF) (Davis 2 FT),"[203457, 202334]",1610612752.0,NYK,shooting,,,Noel,N. Noel,,,,,,,,,,,,,,,1198.0,1.0,0.0,Davis,202334.0,,,,,
27,PT09M40.00S,2022-01-25T00:13:04.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202334,,,1610612739,3,4,2022-01-25T00:13:04Z,270000,,,0,,E. Davis Free Throw 1 of 2 (1 PTS),[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
28,PT09M40.00S,2022-01-25T00:13:20.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202334,,,1610612739,4,4,2022-01-25T00:13:20Z,280000,,,0,,E. Davis Free Throw 2 of 2 (2 PTS),[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
29,PT09M19.00S,2022-01-25T00:13:44.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,15.062417871222076,39.950980392156865,1610612752,4,6,2022-01-25T00:13:51Z,290000,50.0,89.0,1,left,R. Barrett 10' fadeaway Jump Shot (2 PTS),[1629628],1610612752.0,NYK,fadeaway,,,Barrett,R. Barrett,,,,,10.23,Made,,,,,2.0,,,,,,,,,,,,,
30,PT09M02.00S,2022-01-25T00:14:00.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,93.51182654402102,50.49019607843137,1610612739,4,6,2022-01-25T00:14:06Z,300000,2.0,8.0,1,right,MISS D. Garland driving Layup,[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,0.89,Missed,,,,,,,,,,,,,,,,,,
31,PT08M57.00S,2022-01-25T00:14:05.0Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,4,6,2022-01-25T00:14:05Z,310000,,,0,,R. Barrett REBOUND (Off:1 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,30.0,2.0,1.0,1.0,,,,,,,,,,,,,,
32,PT08M54.00S,2022-01-25T00:14:08.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203095,6.258212877792378,96.56862745098039,1610612752,4,9,2022-01-25T00:14:14Z,320000,-233.0,6.0,1,left,E. Fournier 3PT  (7 PTS) (J. Randle 2 AST),"[203095, 203944]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,23.29,Made,,,,,7.0,J. Randle,203944.0,2.0,,,,,,,,,,
33,PT08M43.00S,2022-01-25T00:14:19.5Z,1,REGULAR,3pt,Jump Shot,[],1629731,72.88107752956637,84.55882352941177,1610612739,7,9,2022-01-25T00:14:23Z,330000,173.0,202.0,1,right,D. Wade 26' 3PT  (3 PTS) (D. Garland 2 AST),"[1629731, 1629636]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,26.61,Made,,,,,3.0,D. Garland,1629636.0,2.0,,,,,,,,,,
35,PT08M24.00S,2022-01-25T00:14:38.9Z,1,REGULAR,3pt,Jump Shot,[],203095,3.630091984231275,95.09803921568627,1610612752,7,9,2022-01-25T00:14:47Z,350000,-225.0,-18.0,1,left,MISS E. Fournier 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,22.62,Missed,,,,,,,,,,,,,,,,,,
36,PT08M21.00S,2022-01-25T00:14:41.9Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,7,9,2022-01-25T00:14:47Z,360000,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT08M17.00S,2022-01-25T00:14:46.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630171,94.30026281208936,48.28431372549019,1610612739,9,9,2022-01-25T00:14:54Z,370000,-9.0,1.0,1,right,I. Okoro running reverse Layup (2 PTS) (D. Garland 3 AST),"[1630171, 1629636]",1610612739.0,CLE,running reverse,,,Okoro,I. Okoro,,,,,0.87,Made,,,,,2.0,D. Garland,1629636.0,3.0,,,,,,,,,,
39,PT07M53.00S,2022-01-25T00:15:09.8Z,1,REGULAR,turnover,bad pass,[],202689,,,1610612752,9,9,2022-01-25T00:15:17Z,390000,,,0,,K. Walker bad pass TURNOVER (1 TO),"[202689, 1629731]",1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,1.0,Wade,1629731.0,,
40,PT07M53.00S,2022-01-25T00:15:09.8Z,1,REGULAR,steal,,[],1629731,,,1610612739,9,9,2022-01-25T00:16:42Z,400000,,,0,,D. Wade STEAL (1 STL),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,
41,PT07M44.00S,2022-01-25T00:15:20.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629636,92.59198423127464,49.754901960784316,1610612739,11,9,2022-01-25T00:15:36Z,410000,-1.0,17.0,1,right,D. Garland running Layup (2 PTS),[1629636],1610612739.0,CLE,running,,,Garland,D. Garland,,,,,1.71,Made,,,,,2.0,,,,,,,,,,,,,
44,PT07M43.00S,2022-01-25T00:15:59.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,11,9,2022-01-25T00:15:59Z,430000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M43.00S,2022-01-25T00:17:30.4Z,1,REGULAR,substitution,out,[],202334,,,1610612752,11,9,2022-01-25T00:18:09Z,440000,,,0,,SUB out: E. Davis,[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M43.00S,2022-01-25T00:17:30.4Z,1,REGULAR,substitution,in,[],201567,,,1610612752,11,9,2022-01-25T00:18:09Z,450000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M28.00S,2022-01-25T00:18:41.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,11,9,2022-01-25T00:18:41Z,460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M25.00S,2022-01-25T00:18:53.3Z,1,REGULAR,3pt,Jump Shot,[],202689,34.247700394218136,53.431372549019606,1610612752,11,9,2022-01-25T00:18:58Z,470000,-17.0,269.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,26.99,Missed,,,,,,,,,,,,,,,,,,
49,PT07M22.00S,2022-01-25T00:18:56.3Z,1,REGULAR,rebound,offensive,[],203457,,,1610612752,11,9,2022-01-25T00:18:58Z,480000,,,0,,N. Noel REBOUND (Off:1 Def:1),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,48.0,2.0,1.0,1.0,,,,,,,,,,,,,,
50,PT07M18.00S,2022-01-25T00:19:00.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202689,16.507884362680684,77.45098039215686,1610612752,11,11,2022-01-25T00:22:56Z,490000,-137.0,103.0,1,left,K. Walker 17' step back Jump Shot (2 PTS),[202689],1610612752.0,NYK,step back,,,Walker,K. Walker,,,,,17.15,Made,,,,,2.0,,,,,,,,,,,,,
52,PT07M01.00S,2022-01-25T00:19:17.0Z,1,REGULAR,turnover,lost ball,[],1629636,,,1610612739,11,11,2022-01-25T00:19:22Z,500000,,,0,,D. Garland lost ball TURNOVER (1 TO),"[1629636, 203944]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,1.0,Randle,203944.0,,
53,PT07M01.00S,2022-01-25T00:19:17.0Z,1,REGULAR,steal,,[],203944,,,1610612752,11,11,2022-01-25T00:27:13Z,510000,,,0,,J. Randle STEAL (1 STL),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M56.00S,2022-01-25T00:19:21.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202689,9.411957950065702,49.754901960784316,1610612752,11,13,2022-01-25T00:19:31Z,520000,1.0,36.0,1,left,K. Walker running Layup (4 PTS) (J. Randle 3 AST),"[202689, 203944]",1610612752.0,NYK,running,,,Walker,K. Walker,,,,,3.6,Made,,,,,4.0,J. Randle,203944.0,3.0,,,,,,,,,,
56,PT06M41.00S,2022-01-25T00:19:37.1Z,1,REGULAR,2pt,Jump Shot,[],1629636,81.68528252299606,68.87254901960785,1610612739,13,13,2022-01-25T00:19:41Z,540000,94.0,120.0,1,right,D. Garland 15' Jump Shot (4 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,15.24,Made,,,,,4.0,,,,,,,,,,,,,
57,PT06M25.00S,2022-01-25T00:19:52.7Z,1,REGULAR,3pt,Jump Shot,[],203944,33.065045992115635,47.549019607843135,1610612752,13,16,2022-01-25T00:19:56Z,550000,12.0,258.0,1,left,J. Randle 25' 3PT  (3 PTS) (K. Walker 1 AST),"[203944, 202689]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,25.86,Made,,,,,3.0,K. Walker,202689.0,1.0,,,,,,,,,,
59,PT06M09.00S,2022-01-25T00:20:09.1Z,1,REGULAR,3pt,Jump Shot,[],201567,69.99014454664915,74.50980392156863,1610612739,16,16,2022-01-25T00:20:13Z,570000,123.0,230.0,1,right,K. Love 26' 3PT  (3 PTS) (D. Garland 4 AST),"[201567, 1629636]",1610612739.0,CLE,,,,Love,K. Love,,,,,26.02,Made,,,,,3.0,D. Garland,1629636.0,4.0,,,,,,,,,,
61,PT05M54.00S,2022-01-25T00:20:23.6Z,1,REGULAR,3pt,Jump Shot,[],1629628,16.376478318002626,3.9215686274509802,1610612752,16,16,2022-01-25T00:20:29Z,590000,230.0,101.0,1,left,MISS R. Barrett 25' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,25.17,Missed,,,,,,,,,,,,,,,,,,
62,PT05M51.00S,2022-01-25T00:20:26.6Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,16,16,2022-01-25T00:20:29Z,600000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,,,
63,PT05M35.00S,2022-01-25T00:20:42.7Z,1,REGULAR,3pt,Jump Shot,[],1629636,66.44218134034165,47.30392156862745,1610612739,16,16,2022-01-25T00:20:48Z,610000,-13.0,263.0,1,right,MISS D. Garland 26' step back 3PT,[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,26.32,Missed,,,,,,,,,,,,,,,,,,
64,PT05M32.00S,2022-01-25T00:20:45.7Z,1,REGULAR,rebound,defensive,[],203457,,,1610612752,16,16,2022-01-25T00:20:48Z,620000,,,0,,N. Noel REBOUND (Off:1 Def:2),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,63.0,3.0,2.0,1.0,,,,,,,,,,,,,,
65,PT05M21.00S,2022-01-25T00:20:56.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,16.63929040735874,35.78431372549019,1610612752,16,16,2022-01-25T00:21:01Z,630000,71.0,104.0,1,left,MISS J. Randle 12' step back Shot,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,12.59,Missed,,,,,,,,,,,,,,,,,,
66,PT05M19.00S,2022-01-25T00:20:58.1Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,16,16,2022-01-25T00:21:01Z,640000,,,0,,E. Mobley REBOUND (Off:1 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,65.0,2.0,1.0,1.0,,,,,,,,,,,,,,
67,PT05M18.00S,2022-01-25T00:21:04.7Z,1,REGULAR,foul,offensive,[],1629731,,,1610612739,16,16,2022-01-25T00:21:12Z,650000,,,0,,D. Wade charge offensive FOUL (1 PF),"[1629731, 202689]",1610612739.0,CLE,charge,,,Wade,D. Wade,,,,,,,,,,,,,,,1198.0,1.0,0.0,Walker,202689.0,,,,,
69,PT05M18.00S,2022-01-25T00:21:04.7Z,1,REGULAR,turnover,offensive foul,[],1629731,,,1610612739,16,16,2022-01-25T00:21:04Z,670000,,,0,,D. Wade offensive foul TURNOVER (1 TO),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,1198.0,,,,,1.0,,,,
70,PT05M18.00S,2022-01-25T00:21:13.4Z,1,REGULAR,substitution,out,[],1629731,,,1610612752,16,16,2022-01-25T00:21:26Z,680000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M18.00S,2022-01-25T00:21:13.4Z,1,REGULAR,substitution,out,[],202689,,,1610612752,16,16,2022-01-25T00:21:26Z,690000,,,0,,SUB out: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M18.00S,2022-01-25T00:21:13.4Z,1,REGULAR,substitution,in,[],1626224,,,1610612752,16,16,2022-01-25T00:21:26Z,700000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M18.00S,2022-01-25T00:21:13.4Z,1,REGULAR,substitution,in,[],202692,,,1610612752,16,16,2022-01-25T00:21:26Z,710000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M02.00S,2022-01-25T00:21:51.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629628,7.30946123521682,59.068627450980394,1610612752,16,16,2022-01-25T00:21:56Z,720000,-45.0,16.0,1,left,MISS R. Barrett driving Layup,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,4.81,Missed,,,,,,,,,,,,,,,,,,
75,PT05M00.00S,2022-01-25T00:21:53.2Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,16,16,2022-01-25T00:21:56Z,730000,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,74.0,2.0,2.0,0.0,,,,,,,,,,,,,,
76,PT04M55.00S,2022-01-25T00:21:57.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630596,92.72339027595268,48.28431372549019,1610612739,18,16,2022-01-25T00:22:05Z,740000,-9.0,16.0,1,right,E. Mobley alley-oop DUNK (4 PTS) (C. Osman 1 AST),"[1630596, 1626224]",1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,1.81,Made,,,,,4.0,C. Osman,1626224.0,1.0,,,,,,,,,,
78,PT04M32.00S,2022-01-25T00:22:20.4Z,1,REGULAR,3pt,Jump Shot,[],202692,28.203022339027594,77.69607843137256,1610612752,18,16,2022-01-25T00:22:25Z,760000,-138.0,213.0,1,left,MISS A. Burks 25' 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,25.37,Missed,,,,,,,,,,,,,,,,,,
79,PT04M29.00S,2022-01-25T00:22:23.4Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,18,16,2022-01-25T00:22:25Z,770000,,,0,,K. Love REBOUND (Off:0 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,78.0,3.0,3.0,0.0,,,,,,,,,,,,,,
80,PT04M16.00S,2022-01-25T00:22:36.1Z,1,REGULAR,3pt,Jump Shot,[],201567,66.3107752956636,20.833333333333336,1610612739,18,16,2022-01-25T00:22:40Z,780000,-146.0,264.0,1,right,MISS K. Love 30' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,30.18,Missed,,,,,,,,,,,,,,,,,,
81,PT04M14.00S,2022-01-25T00:22:38.1Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,18,16,2022-01-25T00:22:40Z,790000,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,,
82,PT04M06.00S,2022-01-25T00:22:46.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,6.1268068331143235,49.50980392156863,1610612752,18,18,2022-01-25T00:22:53Z,800000,2.0,5.0,1,left,R. Barrett driving reverse Layup (4 PTS) (J. Randle 4 AST),"[1629628, 203944]",1610612752.0,NYK,driving reverse,,,Barrett,R. Barrett,,,,,0.57,Made,,,,,4.0,J. Randle,203944.0,4.0,,,,,,,,,,
84,PT03M40.00S,2022-01-25T00:23:12.7Z,1,REGULAR,3pt,Jump Shot,[],1630171,95.22010512483574,96.07843137254902,1610612739,18,18,2022-01-25T00:23:17Z,820000,230.0,-8.0,1,right,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,23.05,Missed,,,,,,,,,,,,,,,,,,
85,PT03M36.00S,2022-01-25T00:23:16.0Z,1,REGULAR,rebound,defensive,[],203457,,,1610612752,18,18,2022-01-25T00:23:16Z,830000,,,0,,N. Noel REBOUND (Off:1 Def:3),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,84.0,4.0,3.0,1.0,,,,,,,,,,,,,,
86,PT03M28.00S,2022-01-25T00:23:24.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,7.178055190538765,47.794117647058826,1610612752,18,18,2022-01-25T00:23:33Z,840000,11.0,15.0,1,left,MISS R. Barrett driving Layup,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,1.86,Missed,,,,,,,,,,,,,,,,,,
87,PT03M26.00S,2022-01-25T00:23:26.2Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,18,18,2022-01-25T00:23:33Z,850000,,,0,,K. Love REBOUND (Off:0 Def:4),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,86.0,4.0,4.0,0.0,,,,,,,,,,,,,,
88,PT03M25.00S,2022-01-25T00:23:30.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630171,94.56307490144546,49.01960784313725,1610612739,20,18,2022-01-25T00:23:39Z,860000,-5.0,-1.0,1,right,I. Okoro running Layup (4 PTS) (C. Osman 2 AST),"[1630171, 1626224]",1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,0.51,Made,,,,,4.0,C. Osman,1626224.0,2.0,,,,,,,,,,
90,PT03M25.00S,2022-01-25T00:23:33.5Z,1,REGULAR,foul,personal,['1freethrow'],202692,,,1610612739,20,18,2022-01-25T00:24:13Z,880000,,,0,,A. Burks shooting personal FOUL (1 PF) (Okoro 1 FT),"[202692, 1630171]",1610612752.0,NYK,shooting,,,Burks,A. Burks,,,,,,,,,,,,,,,203593.0,1.0,0.0,Okoro,1630171.0,,,,,
92,PT03M25.00S,2022-01-25T00:23:53.1Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,20,18,2022-01-25T00:24:11Z,900000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M25.00S,2022-01-25T00:23:53.1Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,20,18,2022-01-25T00:24:11Z,910000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M25.00S,2022-01-25T00:23:53.1Z,1,REGULAR,substitution,out,[],203457,,,1610612739,20,18,2022-01-25T00:24:11Z,920000,,,0,,SUB out: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,
