actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
175,PT11M34.00S,2022-02-10T00:39:26.5Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,29,30,2022-02-10T00:39:27Z,1730000,,,0,,K. Love REBOUND (Off:1 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,174.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
176,PT11M17.00S,2022-02-10T00:39:43.5Z,2,REGULAR,2pt,Jump Shot,[],201567,92.9862023653088,25.98039215686275,1610612739,29,30,2022-02-10T00:39:50Z,1740000,-120.0,13.0,1,right,MISS K. Love 12' turnaround Shot,[201567],1610612739.0,CLE,turnaround,,,Love,K. Love,,,,,12.08,Missed,,,,,,,,,,,,,,,,,,,
177,PT11M14.00S,2022-02-10T00:39:46.5Z,2,REGULAR,rebound,defensive,[],1629022,,,1610612759,29,30,2022-02-10T00:39:50Z,1750000,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,176.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
178,PT11M10.00S,2022-02-10T00:39:50.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628401,6.521024967148489,50.0,1610612759,29,32,2022-02-10T00:39:56Z,1760000,0.0,9.0,1,left,D. White driving Layup (6 PTS) (L. Walker IV 1 AST),"[1628401, 1629022]",1610612759.0,SAS,driving,,,White,D. White,,,,,0.88,Made,,,,,6.0,L. Walker IV,1629022.0,1.0,,,,,,,,,,,
180,PT10M57.00S,2022-02-10T00:40:05.5Z,2,REGULAR,foul,personal,['2freethrow'],203926,,,1610612739,29,32,2022-02-10T00:40:21Z,1780000,,,0,,D. McDermott shooting personal FOUL (1 PF) (Osman 2 FT),"[203926, 1626224]",1610612759.0,SAS,shooting,,,McDermott,D. McDermott,,,,,,,,,,,,,,,1627541.0,,1.0,0.0,Osman,1626224.0,,,,,
182,PT10M57.00S,2022-02-10T00:40:39.4Z,2,REGULAR,freethrow,1 of 2,[],1626224,,,1610612739,29,32,2022-02-10T00:40:39Z,1800000,,,0,,MISS C. Osman Free Throw 1 of 2,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,Missed,,,,,,,,,,,,,,,,,,,
183,PT10M57.00S,2022-02-10T00:40:39.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,29,32,2022-02-10T00:40:39Z,1810000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,182.0,,,,,,,,,,,,,,,,,,
184,PT10M57.00S,2022-02-10T00:40:58.8Z,2,REGULAR,freethrow,2 of 2,[],1626224,,,1610612739,30,32,2022-02-10T00:40:58Z,1820000,,,0,,C. Osman Free Throw 2 of 2 (4 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
185,PT10M46.00S,2022-02-10T00:41:11.7Z,2,REGULAR,2pt,Jump Shot,[],1629022,22.683968462549277,37.00980392156863,1610612759,30,32,2022-02-10T00:41:19Z,1830000,65.0,161.0,1,left,MISS L. Walker IV 17' pullup Shot,[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,17.33,Missed,,,,,,,,,,,,,,,,,,,
186,PT10M42.00S,2022-02-10T00:41:15.7Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,30,32,2022-02-10T00:41:19Z,1840000,,,0,,K. Love REBOUND (Off:1 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,185.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
187,PT10M19.00S,2022-02-10T00:41:38.4Z,2,REGULAR,3pt,Jump Shot,[],200765,62.23718791064389,22.058823529411764,1610612739,33,32,2022-02-10T00:41:43Z,1850000,-140.0,302.0,1,right,R. Rondo 33' 3PT  (5 PTS) (E. Mobley 1 AST),"[200765, 1630596]",1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,33.32,Made,,,,,5.0,E. Mobley,1630596.0,1.0,,,,,,,,,,,
189,PT10M00.00S,2022-02-10T00:41:57.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630563,5.338370565045992,50.49019607843137,1610612759,33,34,2022-02-10T00:42:02Z,1870000,-2.0,-2.0,1,left,J. Primo cutting Layup (4 PTS) (J. Poeltl 2 AST),"[1630563, 1627751]",1610612759.0,SAS,cutting,,,Primo,J. Primo,,,,,0.34,Made,,,,,4.0,J. Poeltl,1627751.0,2.0,,,,,,,,,,,
191,PT09M44.00S,2022-02-10T00:42:13.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,88.38699080157687,45.83333333333333,1610612739,35,34,2022-02-10T00:42:20Z,1890000,-21.0,57.0,1,right,E. Mobley 6' turnaround Hook (10 PTS),[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,6.04,Made,,,,,10.0,,,,,,,,,,,,,,
192,PT09M30.00S,2022-02-10T00:42:28.0Z,2,REGULAR,3pt,Jump Shot,[],1629022,6.389618922470433,3.431372549019608,1610612759,35,34,2022-02-10T00:42:35Z,1900000,233.0,8.0,1,left,MISS L. Walker IV 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
193,PT09M27.00S,2022-02-10T00:42:31.0Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,35,34,2022-02-10T00:42:35Z,1910000,,,0,,E. Mobley REBOUND (Off:1 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,192.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
194,PT09M22.00S,2022-02-10T00:42:37.8Z,2,REGULAR,foul,personal,['2freethrow'],1629022,,,1610612739,35,34,2022-02-10T00:42:47Z,1920000,,,0,,L. Walker IV shooting personal FOUL (1 PF) (Love 2 FT),"[1629022, 201567]",1610612759.0,SAS,shooting,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,1626302.0,,1.0,0.0,Love,201567.0,,,,,
196,PT09M22.00S,2022-02-10T00:43:03.6Z,2,REGULAR,freethrow,1 of 2,[],201567,,,1610612739,35,34,2022-02-10T00:43:24Z,1940000,,,0,,MISS K. Love Free Throw 1 of 2,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,Missed,,,,,,,,,,,,,,,,,,,
197,PT09M22.00S,2022-02-10T00:43:03.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612739,35,34,2022-02-10T00:43:24Z,1950000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,196.0,,,,,,,,,,,,,,,,,,
198,PT09M22.00S,2022-02-10T00:43:04.9Z,2,REGULAR,substitution,out,[],1629022,,,1610612739,35,34,2022-02-10T00:43:10Z,1960000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M22.00S,2022-02-10T00:43:04.9Z,2,REGULAR,substitution,in,[],1629640,,,1610612739,35,34,2022-02-10T00:43:10Z,1970000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M22.00S,2022-02-10T00:43:03.6Z,2,REGULAR,freethrow,2 of 2,[],201567,,,1610612739,35,34,2022-02-10T00:43:24Z,1980000,,,0,,MISS K. Love Free Throw 2 of 2,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,Missed,,,,,,,,,,,,,,,,,,,
201,PT09M19.00S,2022-02-10T00:43:06.6Z,2,REGULAR,rebound,defensive,[],203926,,,1610612759,35,34,2022-02-10T00:43:24Z,1990000,,,0,,D. McDermott REBOUND (Off:0 Def:1),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,200.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
202,PT09M02.00S,2022-02-10T00:43:41.2Z,2,REGULAR,turnover,bad pass,[],1629640,,,1610612759,35,34,2022-02-10T00:43:47Z,2000000,,,0,,K. Johnson bad pass TURNOVER (1 TO),"[1629640, 1630596]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,1.0,,,,,,,Mobley,1630596.0,
203,PT09M02.00S,2022-02-10T00:43:41.2Z,2,REGULAR,steal,,[],1630596,,,1610612739,35,34,2022-02-10T00:43:43Z,2010000,,,0,,E. Mobley STEAL (1 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M56.00S,2022-02-10T00:43:47.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",200765,94.1688567674113,51.9607843137255,1610612739,35,34,2022-02-10T00:43:56Z,2020000,10.0,2.0,1,right,MISS R. Rondo driving Layup,[200765],1610612739.0,CLE,driving,,,Rondo,R. Rondo,,,,,1.01,Missed,,,,,,,,,,,,,,,,,,,
206,PT08M52.00S,2022-02-10T00:43:51.1Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612759,35,34,2022-02-10T00:43:56Z,2040000,,,0,,D. White REBOUND (Off:1 Def:2),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,204.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
207,PT08M49.00S,2022-02-10T00:43:54.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630563,3.3672798948751645,97.05882352941177,1610612759,35,34,2022-02-10T00:44:02Z,2050000,-235.0,-21.0,1,left,MISS J. Primo 3PT,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,23.62,Missed,,,,,,,,,,,,,,,,,,,
208,PT08M49.00S,2022-02-10T00:43:54.2Z,2,REGULAR,rebound,defensive,[],200765,,,1610612739,35,34,2022-02-10T00:44:02Z,2060000,,,0,,R. Rondo REBOUND (Off:0 Def:1),[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,207.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
209,PT08M42.00S,2022-02-10T00:44:01.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627747,74.19513797634691,13.23529411764706,1610612739,38,34,2022-02-10T00:44:07Z,2070000,-184.0,190.0,1,right,C. LeVert 26' 3PT  (5 PTS) (R. Rondo 1 AST),"[1627747, 200765]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,26.44,Made,,,,,5.0,R. Rondo,200765.0,1.0,,,,,,,,,,,
211,PT08M26.00S,2022-02-10T00:44:16.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,13.87976346911958,65.44117647058823,1610612759,38,34,2022-02-10T00:44:22Z,2090000,-77.0,78.0,1,left,MISS K. Johnson 10' driving floating Shot,[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,10.97,Missed,,,,,,,,,,,,,,,,,,,
212,PT08M24.00S,2022-02-10T00:44:18.7Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,38,34,2022-02-10T00:44:22Z,2100000,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,211.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
213,PT08M19.00S,2022-02-10T00:44:24.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627747,93.51182654402102,49.754901960784316,1610612739,38,34,2022-02-10T00:44:39Z,2110000,-1.0,8.0,1,right,MISS C. LeVert driving Layup,[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,0.86,Missed,,,,,,,,,,,,,,,,,,,
214,PT08M17.00S,2022-02-10T00:44:26.9Z,2,REGULAR,rebound,defensive,[],203926,,,1610612759,38,34,2022-02-10T00:44:34Z,2120000,,,0,,D. McDermott REBOUND (Off:0 Def:2),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,213.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
215,PT08M03.00S,2022-02-10T00:44:40.2Z,2,REGULAR,3pt,Jump Shot,[],1629640,28.465834428383708,16.42156862745098,1610612759,38,34,2022-02-10T00:44:47Z,2130000,168.0,215.0,1,left,MISS K. Johnson 27' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,27.29,Missed,,,,,,,,,,,,,,,,,,,
216,PT08M00.00S,2022-02-10T00:44:43.2Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612759,38,34,2022-02-10T00:44:47Z,2140000,,,0,,J. Poeltl REBOUND (Off:3 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,215.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
217,PT07M58.00S,2022-02-10T00:44:45.8Z,2,REGULAR,turnover,lost ball,[],1627751,,,1610612759,38,34,2022-02-10T00:44:50Z,2150000,,,0,,J. Poeltl lost ball TURNOVER (2 TO),"[1627751, 1627747]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,2.0,,,,,,,LeVert,1627747.0,
218,PT07M58.00S,2022-02-10T00:44:45.8Z,2,REGULAR,steal,,[],1627747,,,1610612739,38,34,2022-02-10T00:44:48Z,2160000,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M45.00S,2022-02-10T00:44:58.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627747,89.83245729303549,54.90196078431373,1610612739,38,34,2022-02-10T00:45:06Z,2170000,25.0,43.0,1,right,MISS C. LeVert fadeaway Shot,[1627747],1610612739.0,CLE,fadeaway,,,LeVert,C. LeVert,,,,,4.96,Missed,,,,,,,,,,,,,,,,,,,
220,PT07M43.00S,2022-02-10T00:45:00.2Z,2,REGULAR,rebound,defensive,[],203926,,,1610612759,38,34,2022-02-10T00:45:06Z,2180000,,,0,,D. McDermott REBOUND (Off:0 Def:3),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,219.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
221,PT07M27.00S,2022-02-10T00:45:18.5Z,2,REGULAR,turnover,out-of-bounds,[],1630563,,,1610612759,38,34,2022-02-10T00:45:31Z,2190000,,,0,,J. Primo bad pass out-of-bounds TURNOVER (1 TO),[1630563],1610612759.0,SAS,bad pass,,,Primo,J. Primo,,,,,,,,,,,,,,,1627541.0,1.0,,,,,,,,,
222,PT07M27.00S,2022-02-10T00:45:27.2Z,2,REGULAR,substitution,out,[],200765,,,1610612739,38,34,2022-02-10T00:45:47Z,2200000,,,0,,SUB out: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M27.00S,2022-02-10T00:45:27.2Z,2,REGULAR,substitution,out,[],1630596,,,1610612739,38,34,2022-02-10T00:45:47Z,2210000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M27.00S,2022-02-10T00:45:27.2Z,2,REGULAR,substitution,out,[],1628401,,,1610612739,38,34,2022-02-10T00:45:47Z,2220000,,,0,,SUB out: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M27.00S,2022-02-10T00:45:27.2Z,2,REGULAR,substitution,in,[],1629636,,,1610612739,38,34,2022-02-10T00:45:47Z,2230000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M27.00S,2022-02-10T00:45:27.2Z,2,REGULAR,substitution,in,[],1628386,,,1610612739,38,34,2022-02-10T00:45:47Z,2240000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M27.00S,2022-02-10T00:45:27.2Z,2,REGULAR,substitution,in,[],1627749,,,1610612739,38,34,2022-02-10T00:45:47Z,2250000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M18.00S,2022-02-10T00:45:53.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626224,93.38042049934296,50.73529411764706,1610612739,38,34,2022-02-10T00:45:57Z,2260000,4.0,10.0,1,right,MISS C. Osman driving Layup - blocked,"[1626224, 1627751]",1610612739.0,CLE,driving,,,Osman,C. Osman,,,,,1.04,Missed,,,,,,,,,,,,,,,Poeltl,1627751.0,,,
229,PT07M18.00S,2022-02-10T00:45:53.5Z,2,REGULAR,block,,[],1627751,,,1610612739,38,34,2022-02-10T00:45:55Z,2270000,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M14.00S,2022-02-10T00:45:57.5Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,38,34,2022-02-10T00:45:57Z,2280000,,,0,,J. Poeltl REBOUND (Off:3 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,228.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
231,PT07M04.00S,2022-02-10T00:46:06.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203926,5.469776609724048,49.50980392156863,1610612759,38,34,2022-02-10T00:46:14Z,2290000,2.0,-1.0,1,left,MISS D. McDermott driving Layup,[203926],1610612759.0,SAS,driving,,,McDermott,D. McDermott,,,,,0.27,Missed,,,,,,,,,,,,,,,,,,,
232,PT07M04.00S,2022-02-10T00:46:08.0Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612759,38,34,2022-02-10T00:46:08Z,2300000,,,0,,J. Poeltl REBOUND (Off:4 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,231.0,7.0,3.0,4.0,,,,,,,,,,,,,,,
233,PT07M04.00S,2022-02-10T00:46:09.3Z,2,REGULAR,turnover,out-of-bounds,[],1627751,,,1610612759,38,34,2022-02-10T00:46:28Z,2310000,,,0,,J. Poeltl bad pass out-of-bounds TURNOVER (3 TO),[1627751],1610612759.0,SAS,bad pass,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,1627541.0,3.0,,,,,,,,,
234,PT07M04.00S,2022-02-10T00:46:18.0Z,2,REGULAR,substitution,out,[],1630563,,,1610612739,38,34,2022-02-10T00:46:20Z,2320000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M04.00S,2022-02-10T00:46:18.0Z,2,REGULAR,substitution,in,[],1630170,,,1610612739,38,34,2022-02-10T00:46:20Z,2330000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M51.00S,2022-02-10T00:46:32.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",201567,93.9060446780552,51.470588235294116,1610612739,38,34,2022-02-10T00:46:41Z,2340000,7.0,5.0,1,right,MISS K. Love driving DUNK,[201567],1610612739.0,CLE,driving,,,Love,K. Love,,,,,0.88,Missed,,,,,,,,,,,,,,,,,,,
237,PT06M50.00S,2022-02-10T00:46:33.8Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,38,34,2022-02-10T00:46:47Z,2350000,,,0,,J. Allen REBOUND (Off:2 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,236.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
238,PT06M42.00S,2022-02-10T00:46:42.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626224,67.36202365308804,60.049019607843135,1610612739,41,34,2022-02-10T00:47:05Z,2360000,50.0,254.0,1,right,C. Osman 25' 3PT pullup (7 PTS),[1626224],1610612739.0,CLE,pullup,,,Osman,C. Osman,,,,,25.92,Made,,,,,7.0,,,,,,,,,,,,,,
239,PT06M40.00S,2022-02-10T00:46:51.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,41,34,2022-02-10T00:46:51Z,2370000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M40.00S,2022-02-10T00:49:07.9Z,2,REGULAR,substitution,out,[],1627747,,,1610612759,41,34,2022-02-10T00:49:23Z,2380000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M40.00S,2022-02-10T00:49:07.9Z,2,REGULAR,substitution,out,[],1627751,,,1610612759,41,34,2022-02-10T00:49:23Z,2390000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M40.00S,2022-02-10T00:49:07.9Z,2,REGULAR,substitution,in,[],1630171,,,1610612759,41,34,2022-02-10T00:49:23Z,2400000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M40.00S,2022-02-10T00:49:07.9Z,2,REGULAR,substitution,in,[],1628380,,,1610612759,41,34,2022-02-10T00:49:23Z,2410000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M25.00S,2022-02-10T00:50:02.0Z,2,REGULAR,foul,offensive,[],1628380,,,1610612759,41,34,2022-02-10T00:50:12Z,2420000,,,0,,Z. Collins charge offensive FOUL (2 PF),"[1628380, 1626224]",1610612759.0,SAS,charge,,,Collins,Z. Collins,,,,,,,,,,,,,,,1627541.0,,2.0,0.0,Osman,1626224.0,,,,,
246,PT06M25.00S,2022-02-10T00:50:02.0Z,2,REGULAR,turnover,offensive foul,[],1628380,,,1610612759,41,34,2022-02-10T00:50:02Z,2440000,,,0,,Z. Collins offensive foul TURNOVER (2 TO),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,1627541.0,2.0,,,,,,,,,
247,PT06M13.00S,2022-02-10T00:50:26.4Z,2,REGULAR,turnover,bad pass,[],1626224,,,1610612739,41,34,2022-02-10T00:50:31Z,2450000,,,0,,C. Osman bad pass TURNOVER (1 TO),"[1626224, 1628380]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,1.0,,,,,,,Collins,1628380.0,
248,PT06M13.00S,2022-02-10T00:50:26.4Z,2,REGULAR,steal,,[],1628380,,,1610612759,41,34,2022-02-10T01:26:31Z,2460000,,,0,,Z. Collins STEAL (1 STL),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M08.00S,2022-02-10T00:50:32.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630170,21.369908015768726,11.519607843137255,1610612759,41,34,2022-02-10T00:50:39Z,2470000,192.0,148.0,1,left,MISS D. Vassell 24' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,24.3,Missed,,,,,,,,,,,,,,,,,,,
250,PT06M04.00S,2022-02-10T00:50:36.4Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,41,34,2022-02-10T00:50:39Z,2480000,,,0,,K. Love REBOUND (Off:1 Def:4),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,249.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
251,PT05M51.00S,2022-02-10T00:50:48.4Z,2,REGULAR,2pt,Jump Shot,[],1629636,83.919185282523,77.20588235294117,1610612739,43,34,2022-02-10T00:50:53Z,2490000,136.0,99.0,1,right,D. Garland 16' pullup Jump Shot (7 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,16.8,Made,,,,,7.0,,,,,,,,,,,,,,
252,PT05M40.00S,2022-02-10T00:50:59.8Z,2,REGULAR,2pt,Jump Shot,[],1628380,6.783837056504599,23.774509803921568,1610612759,43,36,2022-02-10T00:51:10Z,2500000,131.0,11.0,1,left,Z. Collins 13' Jump Shot (5 PTS) (D. Murray 2 AST),"[1628380, 1627749]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,13.16,Made,,,,,5.0,D. Murray,1627749.0,2.0,,,,,,,,,,,
254,PT05M19.00S,2022-02-10T00:51:20.4Z,2,REGULAR,3pt,Jump Shot,[],1629636,95.22010512483574,3.1862745098039214,1610612739,46,36,2022-02-10T00:51:25Z,2520000,-234.0,-8.0,1,right,D. Garland 3PT  (10 PTS) (I. Okoro 1 AST),"[1629636, 1630171]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,23.42,Made,,,,,10.0,I. Okoro,1630171.0,1.0,,,,,,,,,,,
256,PT05M03.00S,2022-02-10T00:51:36.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630170,7.178055190538765,47.794117647058826,1610612759,46,38,2022-02-10T00:51:41Z,2540000,11.0,15.0,1,left,D. Vassell cutting DUNK (2 PTS) (Z. Collins 2 AST),"[1630170, 1628380]",1610612759.0,SAS,cutting,,,Vassell,D. Vassell,,,,,1.86,Made,,,,,2.0,Z. Collins,1628380.0,2.0,,,,,,,,,,,
258,PT04M49.00S,2022-02-10T00:51:50.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,87.46714848883047,49.754901960784316,1610612739,48,38,2022-02-10T00:51:58Z,2560000,-1.0,65.0,1,right,J. Allen 6' driving floating Jump Shot (4 PTS) (D. Garland 3 AST),"[1628386, 1629636]",1610612739.0,CLE,driving floating,,,Allen,J. Allen,,,,,6.53,Made,,,,,4.0,D. Garland,1629636.0,3.0,,,,,,,,,,,
260,PT04M37.00S,2022-02-10T00:52:02.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,6.783837056504599,47.549019607843135,1610612759,48,38,2022-02-10T00:52:09Z,2580000,12.0,11.0,1,left,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,1.67,Missed,,,,,,,,,,,,,,,,,,,
261,PT04M35.00S,2022-02-10T00:52:04.0Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,48,38,2022-02-10T00:52:04Z,2590000,,,0,,K. Love REBOUND (Off:1 Def:5),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,260.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
