actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value
2,PT12M00.00S,2021-10-23T22:10:31.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-10-23T22:10:31Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2021-10-23T22:10:34.9Z,1,REGULAR,jumpball,recovered,[],1629631,,,1610612737,0,0,2021-10-23T22:10:34Z,40000,,,0,,Jump Ball C. Capela vs. J. Allen: Tip to D. Hunter,"[1629631, 203991, 1628386]",1610612737.0,ATL,startperiod,D. Hunter,1629631.0,Hunter,D. Hunter,Capela,203991.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2021-10-23T22:10:44.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203992,5.338370565045992,50.73529411764706,1610612737,0,0,2021-10-23T22:10:49Z,70000,-4.0,-2.0,1,left,MISS B. Bogdanovic driving Layup - blocked,"[203992, 1630596]",1610612737.0,ATL,driving,,,Bogdanovic,B. Bogdanovic,,,,,0.44,Missed,Mobley,1630596.0,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2021-10-23T22:10:44.6Z,1,REGULAR,block,,[],1630596,,,1610612737,0,0,2021-10-23T22:10:47Z,80000,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
9,PT11M41.00S,2021-10-23T22:10:48.6Z,1,REGULAR,rebound,defensive,[],201937,,,1610612739,0,0,2021-10-23T22:10:49Z,90000,,,0,,R. Rubio REBOUND (Off:0 Def:1),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M38.00S,2021-10-23T22:10:52.1Z,1,REGULAR,turnover,lost ball,[],1629012,,,1610612739,0,0,2021-10-23T22:10:57Z,100000,,,0,,C. Sexton lost ball TURNOVER (1 TO),"[1629012, 1629027]",1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,1.0,Young,1629027.0,,,,,,,,,,
11,PT11M38.00S,2021-10-23T22:10:52.1Z,1,REGULAR,steal,,[],1629027,,,1610612737,0,0,2021-10-23T22:10:55Z,110000,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
12,PT11M33.00S,2021-10-23T22:10:56.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629027,29.122864651773984,21.323529411764707,1610612737,0,0,2021-10-23T22:11:37Z,120000,143.0,221.0,1,left,MISS T. Young 26' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,,
13,PT11M23.00S,2021-10-23T22:11:06.6Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,0,0,2021-10-23T22:11:39Z,130000,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,
14,PT11M20.00S,2021-10-23T22:11:13.2Z,1,REGULAR,foul,personal,[],203992,,,1610612739,0,0,2021-10-23T22:11:23Z,140000,,,0,,B. Bogdanovic personal FOUL (1 PF),"[203992, 1628374]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Markkanen,1628374.0,,,,,
16,PT11M11.00S,2021-10-23T22:11:39.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201937,93.9060446780552,50.49019607843137,1610612739,2,0,2021-10-23T22:11:46Z,160000,2.0,5.0,1,right,R. Rubio driving finger roll Layup (2 PTS) (E. Mobley 1 AST),"[201937, 1630596]",1610612739.0,CLE,driving finger roll,,,Rubio,R. Rubio,,,,,0.54,Made,,,,,,,,,,,,,,,2.0,E. Mobley,1630596.0,1.0,
17,PT11M00.00S,2021-10-23T22:11:50.8Z,1,REGULAR,2pt,Jump Shot,[],203992,20.97568988173456,42.40196078431372,1610612737,2,0,2021-10-23T22:12:03Z,170000,38.0,145.0,1,left,MISS B. Bogdanovic 14' Jump Shot,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,14.96,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M48.00S,2021-10-23T22:12:02.8Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,2,0,2021-10-23T22:12:03Z,180000,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,17.0,2.0,2.0,0.0,,,,,,,,,,,,,
19,PT10M47.00S,2021-10-23T22:12:03.6Z,1,REGULAR,turnover,lost ball,[],1628386,,,1610612739,2,0,2021-10-23T22:12:09Z,190000,,,0,,J. Allen lost ball TURNOVER (1 TO),"[1628386, 1628381]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,1.0,Collins,1628381.0,,,,,,,,,,
20,PT10M47.00S,2021-10-23T22:12:03.6Z,1,REGULAR,steal,,[],1628381,,,1610612737,2,0,2021-10-23T22:12:07Z,200000,,,0,,J. Collins STEAL (1 STL),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M40.00S,2021-10-23T22:12:11.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203991,6.1268068331143235,51.225490196078425,1610612737,2,2,2021-10-23T22:12:15Z,210000,-6.0,5.0,1,left,C. Capela cutting DUNK (2 PTS) (B. Bogdanovic 1 AST),"[203991, 203992]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,0.8,Made,,,,,,,,,,,,,,,2.0,B. Bogdanovic,203992.0,1.0,
23,PT10M20.00S,2021-10-23T22:12:30.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,91.5407358738502,37.5,1610612739,2,2,2021-10-23T22:12:35Z,230000,-62.0,27.0,1,right,MISS J. Allen 6' Hook,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,6.81,Missed,,,,,,,,,,,,,,,,,,,
24,PT10M17.00S,2021-10-23T22:12:33.3Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,2,2,2021-10-23T22:12:35Z,240000,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,
26,PT10M15.00S,2021-10-23T22:12:39.4Z,1,REGULAR,foul,personal,[],201937,,,1610612737,2,2,2021-10-23T22:12:47Z,250000,,,0,,R. Rubio personal FOUL (1 PF),"[201937, 1629027]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Young,1629027.0,,,,,
28,PT10M08.00S,2021-10-23T22:12:57.2Z,1,REGULAR,2pt,Jump Shot,[],1629027,25.443495400788436,51.71568627450981,1610612737,2,4,2021-10-23T22:13:02Z,270000,-9.0,187.0,1,left,T. Young 18' Jump Shot (2 PTS) (C. Capela 1 AST),"[1629027, 203991]",1610612737.0,ATL,,,,Young,T. Young,,,,,18.69,Made,,,,,,,,,,,,,,,2.0,C. Capela,203991.0,1.0,
30,PT09M48.00S,2021-10-23T22:13:17.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,88.38699080157687,50.98039215686274,1610612739,2,4,2021-10-23T22:13:22Z,290000,5.0,57.0,1,right,MISS J. Allen Hook,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,5.69,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M46.00S,2021-10-23T22:13:19.8Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,2,4,2021-10-23T22:13:19Z,300000,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,
32,PT09M44.00S,2021-10-23T22:13:24.4Z,1,REGULAR,foul,personal,[],1629012,,,1610612737,2,4,2021-10-23T22:13:31Z,310000,,,0,,C. Sexton personal FOUL (1 PF),"[1629012, 1629027]",1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Young,1629027.0,,,,,
34,PT09M31.00S,2021-10-23T22:13:49.7Z,1,REGULAR,3pt,Jump Shot,[],1629631,25.04927726675427,16.42156862745098,1610612737,2,4,2021-10-23T22:13:54Z,330000,168.0,183.0,1,left,MISS D. Hunter 24' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,24.84,Missed,,,,,,,,,,,,,,,,,,,
35,PT09M28.00S,2021-10-23T22:13:52.2Z,1,REGULAR,rebound,defensive,[],201937,,,1610612739,2,4,2021-10-23T22:13:52Z,340000,,,0,,R. Rubio REBOUND (Off:0 Def:2),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,34.0,2.0,2.0,0.0,,,,,,,,,,,,,
36,PT09M24.00S,2021-10-23T22:14:00.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,2,4,2021-10-23T22:14:00Z,350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT09M18.00S,2021-10-23T22:14:21.6Z,1,REGULAR,3pt,Jump Shot,[],1629012,93.9060446780552,3.9215686274509802,1610612739,2,4,2021-10-23T22:14:25Z,360000,-230.0,5.0,1,right,MISS C. Sexton 3PT,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,,
38,PT09M16.00S,2021-10-23T22:14:23.6Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,2,4,2021-10-23T22:14:25Z,370000,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,
39,PT09M09.00S,2021-10-23T22:14:31.5Z,1,REGULAR,turnover,bad pass,[],1628381,,,1610612737,2,4,2021-10-23T22:14:35Z,380000,,,0,,J. Collins bad pass TURNOVER (1 TO),"[1628381, 201937]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,1.0,Rubio,201937.0,,,,,,,,,,
40,PT09M09.00S,2021-10-23T22:14:31.5Z,1,REGULAR,steal,,[],201937,,,1610612739,2,4,2021-10-23T22:14:34Z,390000,,,0,,R. Rubio STEAL (1 STL),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
