actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value
41,PT09M02.00S,2021-10-23T22:14:38.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628386,94.95729303547962,48.03921568627451,1610612739,4,4,2021-10-23T22:14:50Z,400000,-10.0,-5.0,1,right,J. Allen running DUNK (2 PTS) (R. Rubio 1 AST),"[1628386, 201937]",1610612739.0,CLE,running,,,Allen,J. Allen,,,,,1.1,Made,,,,,,,,,,,,,,,2.0,R. Rubio,201937.0,1.0,
43,PT08M49.00S,2021-10-23T22:14:51.1Z,1,REGULAR,3pt,Jump Shot,[],1628381,31.488173455978973,61.029411764705884,1610612737,4,4,2021-10-23T22:14:56Z,420000,-55.0,243.0,1,left,MISS J. Collins 24' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,,
44,PT08M44.00S,2021-10-23T22:14:56.1Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,4,4,2021-10-23T22:14:56Z,430000,,,0,,L. Markkanen REBOUND (Off:0 Def:3),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,43.0,3.0,3.0,0.0,,,,,,,,,,,,,
45,PT08M42.00S,2021-10-23T22:14:58.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630596,93.64323258869908,52.94117647058824,1610612739,6,4,2021-10-23T22:15:08Z,440000,15.0,7.0,1,right,E. Mobley alley-oop Layup (2 PTS) (L. Markkanen 1 AST),"[1630596, 1628374]",1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,1.64,Made,,,,,,,,,,,,,,,2.0,L. Markkanen,1628374.0,1.0,
47,PT08M33.00S,2021-10-23T22:15:07.2Z,1,REGULAR,2pt,Jump Shot,[],1629027,11.251642575558476,33.33333333333333,1610612737,6,4,2021-10-23T22:15:14Z,460000,83.0,53.0,1,left,MISS T. Young 9' floating Shot,[1629027],1610612737.0,ATL,floating,,,Young,T. Young,,,,,9.89,Missed,,,,,,,,,,,,,,,,,,,
48,PT08M33.00S,2021-10-23T22:15:07.2Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,6,4,2021-10-23T22:15:14Z,470000,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,
49,PT08M22.00S,2021-10-23T22:15:18.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,94.30026281208936,52.450980392156865,1610612739,6,4,2021-10-23T22:15:24Z,480000,12.0,1.0,1,right,MISS C. Sexton driving Layup,[1629012],1610612739.0,CLE,driving,,,Sexton,C. Sexton,,,,,1.23,Missed,,,,,,,,,,,,,,,,,,,
50,PT08M20.00S,2021-10-23T22:15:20.4Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,6,4,2021-10-23T22:15:24Z,490000,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,49.0,2.0,2.0,0.0,,,,,,,,,,,,,
51,PT08M06.00S,2021-10-23T22:15:34.4Z,1,REGULAR,2pt,Hook,[],203991,9.280551905387648,29.65686274509804,1610612737,6,4,2021-10-23T22:15:40Z,500000,102.0,35.0,1,left,MISS C. Capela 10' bank Hook,[203991],1610612737.0,ATL,bank,,,Capela,C. Capela,,,,,10.75,Missed,,,,,,,,,,,,,,,,,,,
52,PT08M00.00S,2021-10-23T22:15:39.6Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612737,6,4,2021-10-23T22:15:39Z,510000,,,0,,J. Collins REBOUND (Off:1 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,51.0,2.0,1.0,1.0,,,,,,,,,,,,,
53,PT07M58.00S,2021-10-23T22:15:41.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628381,10.5946123521682,49.26470588235294,1610612737,6,4,2021-10-23T22:15:47Z,520000,4.0,47.0,1,left,MISS J. Collins turnaround Shot,[1628381],1610612737.0,ATL,turnaround,,,Collins,J. Collins,,,,,4.72,Missed,,,,,,,,,,,,,,,,,,,
54,PT07M55.00S,2021-10-23T22:15:44.4Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,6,4,2021-10-23T22:15:44Z,530000,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,53.0,2.0,2.0,0.0,,,,,,,,,,,,,
55,PT07M42.00S,2021-10-23T22:15:58.2Z,1,REGULAR,2pt,Jump Shot,[],1628374,74.58935611038108,56.61764705882353,1610612739,6,4,2021-10-23T22:16:41Z,540000,33.0,186.0,1,right,MISS L. Markkanen 18' step back Shot,[1628374],1610612739.0,CLE,step back,,,Markkanen,L. Markkanen,,,,,18.93,Missed,,,,,,,,,,,,,,,,,,,
56,PT07M41.00S,2021-10-23T22:15:59.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,6,4,2021-10-23T22:16:04Z,550000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,
57,PT07M41.00S,2021-10-23T22:16:05.0Z,1,REGULAR,foul,personal,[],203991,,,1610612739,6,4,2021-10-23T22:16:13Z,560000,,,0,,C. Capela loose ball personal FOUL (1 PF),"[203991, 1628386]",1610612737.0,ATL,loose ball,,,Capela,C. Capela,,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Allen,1628386.0,,,,,
59,PT07M31.00S,2021-10-23T22:16:34.8Z,1,REGULAR,turnover,out-of-bounds,[],1630596,,,1610612739,6,4,2021-10-23T22:16:57Z,580000,,,0,,E. Mobley lost ball out-of-bounds TURNOVER (1 TO),[1630596],1610612739.0,CLE,lost ball,,,Mobley,E. Mobley,,,,,,,,,,,,,1.0,,,200832.0,,,,,,,,,
60,PT07M18.00S,2021-10-23T22:16:54.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629631,7.703679369250986,47.549019607843135,1610612737,6,4,2021-10-23T22:34:45Z,590000,12.0,20.0,1,left,MISS D. Hunter driving Layup - blocked,"[1629631, 1628374]",1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,2.34,Missed,Markkanen,1628374.0,,,,,,,,,,,,,,,,,
61,PT07M18.00S,2021-10-23T22:16:54.8Z,1,REGULAR,block,,[],1628374,,,1610612737,6,4,2021-10-23T22:16:57Z,600000,,,0,,L. Markkanen BLOCK (1 BLK),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M17.00S,2021-10-23T22:16:55.8Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612737,6,4,2021-10-23T22:35:39Z,610000,,,0,,J. Collins REBOUND (Off:2 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,60.0,3.0,1.0,2.0,,,,,,,,,,,,,
63,PT07M17.00S,2021-10-23T22:17:02.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628381,5.590000152587891,50.0,1610612737,6,6,2021-10-23T22:34:33Z,620000,0.0,0.0,1,left,J. Collins tip Layup (2 PTS),[1628381],1610612737.0,ATL,tip,,,Collins,J. Collins,,,,,0.0,Made,,,,,,,,,,,,,,,2.0,,,,
64,PT07M08.00S,2021-10-23T22:17:06.8Z,1,REGULAR,foul,personal,[],203992,,,1610612739,6,6,2021-10-23T22:18:40Z,630000,,,0,,B. Bogdanovic personal FOUL (2 PF),"[203992, 1629012]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,200832.0,2.0,0.0,Sexton,1629012.0,,,,,
66,PT07M08.00S,2021-10-23T22:17:40.0Z,1,REGULAR,substitution,out,[],1629012,,,1610612739,6,6,2021-10-23T22:17:51Z,650000,,,0,,SUB out: C. Sexton,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M08.00S,2021-10-23T22:17:40.0Z,1,REGULAR,substitution,out,[],203992,,,1610612739,6,6,2021-10-23T22:17:51Z,660000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M08.00S,2021-10-23T22:17:40.0Z,1,REGULAR,substitution,in,[],1630171,,,1610612739,6,6,2021-10-23T22:17:51Z,670000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M08.00S,2021-10-23T22:17:40.0Z,1,REGULAR,substitution,in,[],1628989,,,1610612739,6,6,2021-10-23T22:17:51Z,680000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M58.00S,2021-10-23T22:18:03.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,87.07293035479631,49.50980392156863,1610612739,6,6,2021-10-23T22:18:09Z,690000,-2.0,69.0,1,right,MISS L. Markkanen 6' turnaround Shot - blocked,"[1628374, 203991]",1610612739.0,CLE,turnaround,,,Markkanen,L. Markkanen,,,,,6.9,Missed,Capela,203991.0,,,,,,,,,,,,,,,,,
71,PT06M58.00S,2021-10-23T22:18:03.5Z,1,REGULAR,block,,[],203991,,,1610612739,6,6,2021-10-23T22:18:06Z,700000,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M58.00S,2021-10-23T22:18:03.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,6,6,2021-10-23T22:18:09Z,710000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,
73,PT06M58.00S,2021-10-23T22:18:13.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,6,6,2021-10-23T22:18:13Z,720000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M49.00S,2021-10-23T22:21:23.4Z,1,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612737,6,6,2021-10-23T22:21:35Z,730000,,,0,,E. Mobley shooting personal FOUL (1 PF) (Collins 2 FT),"[1630596, 1628381]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Collins,1628381.0,,,,,
76,PT06M49.00S,2021-10-23T22:21:45.7Z,1,REGULAR,freethrow,1 of 2,[],1628381,,,1610612737,6,6,2021-10-23T22:21:45Z,750000,,,0,,MISS J. Collins Free Throw 1 of 2,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Missed,,,,,,,,,,,,,,,,,,,
77,PT06M49.00S,2021-10-23T22:21:45.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,6,6,2021-10-23T22:21:45Z,760000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,
78,PT06M49.00S,2021-10-23T22:21:47.3Z,1,REGULAR,substitution,out,[],1630596,,,1610612737,6,6,2021-10-23T22:21:53Z,770000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M49.00S,2021-10-23T22:21:47.3Z,1,REGULAR,substitution,in,[],201567,,,1610612737,6,6,2021-10-23T22:21:53Z,780000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M49.00S,2021-10-23T22:21:45.7Z,1,REGULAR,freethrow,2 of 2,[],1628381,,,1610612737,6,6,2021-10-23T22:22:09Z,790000,,,0,,MISS J. Collins Free Throw 2 of 2,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Missed,,,,,,,,,,,,,,,,,,,
81,PT06M47.00S,2021-10-23T22:21:47.7Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,6,6,2021-10-23T22:22:09Z,800000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,
82,PT06M33.00S,2021-10-23T22:22:32.6Z,1,REGULAR,foul,offensive,[],1628386,,,1610612739,6,6,2021-10-23T22:27:40Z,810000,,,0,,J. Allen offensive FOUL (1 PF),"[1628386, 1629027]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Young,1629027.0,,,,,
114,PT06M33.00S,2021-10-23T22:22:32.6Z,1,REGULAR,turnover,offensive foul,[],1628386,,,1610612739,6,6,2021-10-23T22:22:32Z,830000,,,0,,J. Allen offensive foul TURNOVER (2 TO),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,2.0,,,1198.0,,,,,,,,,
85,PT06M27.00S,2021-10-23T22:22:54.6Z,1,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612737,6,6,2021-10-23T22:27:40Z,840000,,,0,,I. Okoro shooting personal FOUL (1 PF) (Young 2 FT),"[1630171, 1629027]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Young,1629027.0,,,,,
87,PT06M27.00S,2021-10-23T22:23:13.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629027,,,1610612737,6,7,2021-10-23T22:22:32Z,860000,,,0,,T. Young Free Throw 1 of 2 (3 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,,,,,,,,,,3.0,,,,
88,PT06M27.00S,2021-10-23T22:23:27.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629027,,,1610612737,6,8,2021-10-23T22:22:32Z,870000,,,0,,T. Young Free Throw 2 of 2 (4 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,,,,,,,,,,4.0,,,,
89,PT06M17.00S,2021-10-23T22:23:37.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,93.24901445466492,50.98039215686274,1610612739,8,8,2021-10-23T22:23:43Z,880000,5.0,11.0,1,right,J. Allen driving DUNK (4 PTS) (I. Okoro 1 AST),"[1628386, 1630171]",1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,1.2,Made,,,,,,,,,,,,,,,4.0,I. Okoro,1630171.0,1.0,
91,PT06M00.00S,2021-10-23T22:23:54.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,5.601182654402102,48.28431372549019,1610612737,8,10,2021-10-23T22:24:01Z,900000,9.0,0.0,1,left,C. Capela cutting DUNK (4 PTS) (K. Huerter 1 AST),"[203991, 1628989]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,0.86,Made,,,,,,,,,,,,,,,4.0,K. Huerter,1628989.0,1.0,
