actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
180,PT08M45.00S,2021-11-16T00:39:22.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,30,23,2021-11-16T00:39:22Z,1740000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,179.0,,,,,,,,,,,,,,,,
181,PT08M45.00S,2021-11-16T00:39:23.6Z,2,REGULAR,substitution,out,[],1626224,,,1610612739,30,23,2021-11-16T00:39:35Z,1750000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT08M45.00S,2021-11-16T00:39:23.6Z,2,REGULAR,substitution,out,[],1629641,,,1610612739,30,23,2021-11-16T00:39:35Z,1760000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT08M45.00S,2021-11-16T00:39:23.6Z,2,REGULAR,substitution,out,[],201143,,,1610612739,30,23,2021-11-16T00:39:35Z,1770000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT08M45.00S,2021-11-16T00:39:23.6Z,2,REGULAR,substitution,in,[],1630171,,,1610612739,30,23,2021-11-16T00:39:35Z,1780000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M45.00S,2021-11-16T00:39:23.6Z,2,REGULAR,substitution,in,[],1629057,,,1610612739,30,23,2021-11-16T00:39:35Z,1790000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M45.00S,2021-11-16T00:39:23.6Z,2,REGULAR,substitution,in,[],1630174,,,1610612739,30,23,2021-11-16T00:39:35Z,1800000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M45.00S,2021-11-16T00:39:43.7Z,2,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,31,23,2021-11-16T00:39:43Z,1810000,,,0,,E. Mobley Free Throw 2 of 2 (1 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
188,PT08M25.00S,2021-11-16T00:40:04.7Z,2,REGULAR,3pt,Jump Shot,[],203935,82.60512483574244,97.05882352941177,1610612738,31,23,2021-11-16T00:40:11Z,1820000,235.0,111.0,1,right,MISS M. Smart 26' step back 3PT,[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,,,26.02,Missed,,,,,,,,,,,,,,,,,
189,PT08M22.00S,2021-11-16T00:40:07.7Z,2,REGULAR,rebound,defensive,[],1630171,,,1610612739,31,23,2021-11-16T00:40:11Z,1830000,,,0,,I. Okoro REBOUND (Off:0 Def:3),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,188.0,3.0,3.0,0.0,,,,,,,,,,,,,
190,PT08M18.00S,2021-11-16T00:40:13.0Z,2,REGULAR,3pt,Jump Shot,[],1627756,29.6484888304862,74.01960784313727,1610612739,34,23,2021-11-16T00:40:30Z,1840000,-120.0,226.0,1,left,D. Valentine 25' 3PT  (6 PTS) (D. Garland 1 AST),"[1627756, 1629636]",1610612739.0,CLE,,,,Valentine,D. Valentine,,,,,,,25.61,Made,,,,,6.0,D. Garland,1629636.0,1.0,,,,,,,,,
192,PT08M18.00S,2021-11-16T00:40:19.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,34,23,2021-11-16T00:40:19Z,1860000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M18.00S,2021-11-16T00:42:12.3Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,34,23,2021-11-16T00:43:00Z,1870000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M18.00S,2021-11-16T00:42:12.3Z,2,REGULAR,substitution,out,[],1626196,,,1610612738,34,23,2021-11-16T00:43:00Z,1880000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M18.00S,2021-11-16T00:42:12.3Z,2,REGULAR,substitution,out,[],203935,,,1610612738,34,23,2021-11-16T00:43:00Z,1890000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M18.00S,2021-11-16T00:42:12.3Z,2,REGULAR,substitution,in,[],1630202,,,1610612738,34,23,2021-11-16T00:43:00Z,1900000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M18.00S,2021-11-16T00:42:12.3Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,34,23,2021-11-16T00:43:00Z,1910000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M18.00S,2021-11-16T00:42:12.3Z,2,REGULAR,substitution,in,[],203471,,,1610612738,34,23,2021-11-16T00:43:00Z,1920000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M01.00S,2021-11-16T00:43:28.5Z,2,REGULAR,3pt,Jump Shot,[],1630174,80.23981603153744,93.38235294117648,1610612738,34,23,2021-11-16T00:43:34Z,1930000,217.0,133.0,1,right,MISS A. Nesmith 25' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,25.45,Missed,,,,,,,,,,,,,,,,,
200,PT07M58.00S,2021-11-16T00:43:31.5Z,2,REGULAR,rebound,defensive,[],1627756,,,1610612739,34,23,2021-11-16T00:43:34Z,1940000,,,0,,D. Valentine REBOUND (Off:0 Def:3),[1627756],1610612739.0,CLE,,,,Valentine,D. Valentine,,,,,,,,,199.0,3.0,3.0,0.0,,,,,,,,,,,,,
201,PT07M44.00S,2021-11-16T00:43:45.7Z,2,REGULAR,2pt,Jump Shot,[],1629636,10.85742444152431,28.921568627450984,1610612739,34,23,2021-11-16T00:43:59Z,1950000,105.0,50.0,1,left,MISS D. Garland 11' driving floating bank Shot,[1629636],1610612739.0,CLE,driving floating bank,,,Garland,D. Garland,,,,,,,11.65,Missed,,,,,,,,,,,,,,,,,
202,PT07M40.00S,2021-11-16T00:43:49.7Z,2,REGULAR,rebound,offensive,[],1630596,,,1610612739,34,23,2021-11-16T00:50:57Z,1960000,,,0,,E. Mobley REBOUND (Off:1 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,201.0,3.0,2.0,1.0,,,,,,,,,,,,,
203,PT07M27.00S,2021-11-16T00:44:02.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627756,22.815374507227332,54.41176470588235,1610612739,34,23,2021-11-16T00:44:10Z,1970000,-22.0,162.0,1,left,MISS D. Valentine 16' step back Shot,[1627756],1610612739.0,CLE,step back,,,Valentine,D. Valentine,,,,,,,16.35,Missed,,,,,,,,,,,,,,,,,
204,PT07M25.00S,2021-11-16T00:44:04.3Z,2,REGULAR,rebound,defensive,[],203471,,,1610612738,34,23,2021-11-16T00:44:10Z,1980000,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,203.0,1.0,1.0,0.0,,,,,,,,,,,,,
205,PT07M06.00S,2021-11-16T00:44:23.8Z,2,REGULAR,3pt,Jump Shot,[],1630202,73.66951379763469,14.705882352941178,1610612738,34,23,2021-11-16T00:44:38Z,1990000,-176.0,195.0,1,right,MISS P. Pritchard 26' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,,,26.3,Missed,,,,,,,,,,,,,,,,,
206,PT07M04.00S,2021-11-16T00:44:25.8Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,34,23,2021-11-16T00:44:38Z,2000000,,,0,,E. Mobley REBOUND (Off:1 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,205.0,4.0,3.0,1.0,,,,,,,,,,,,,
207,PT07M01.00S,2021-11-16T00:44:34.5Z,2,REGULAR,turnover,out-of-bounds,[],1630596,,,1610612739,34,23,2021-11-16T00:44:43Z,2010000,,,0,,E. Mobley lost ball out-of-bounds TURNOVER (2 TO),[1630596],1610612739.0,CLE,lost ball,,,Mobley,E. Mobley,,,,,1146.0,2.0,,,,,,,,,,,,,,,,,,,
208,PT07M01.00S,2021-11-16T00:44:40.9Z,2,REGULAR,substitution,out,[],1629685,,,1610612738,34,23,2021-11-16T00:44:53Z,2020000,,,0,,SUB out: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M01.00S,2021-11-16T00:44:40.9Z,2,REGULAR,substitution,out,[],1629636,,,1610612738,34,23,2021-11-16T00:44:53Z,2030000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M01.00S,2021-11-16T00:44:40.9Z,2,REGULAR,substitution,in,[],201937,,,1610612738,34,23,2021-11-16T00:44:53Z,2040000,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M01.00S,2021-11-16T00:44:40.9Z,2,REGULAR,substitution,in,[],1629731,,,1610612738,34,23,2021-11-16T00:44:53Z,2050000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M50.00S,2021-11-16T00:44:57.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203471,93.9060446780552,50.0,1610612738,34,25,2021-11-16T00:45:06Z,2060000,0.0,5.0,1,right,D. Schroder driving finger roll Layup (2 PTS) (P. Pritchard 1 AST),"[203471, 1630202]",1610612738.0,BOS,driving finger roll,,,Schroder,D. Schroder,,,,,,,0.48,Made,,,,,2.0,P. Pritchard,1630202.0,1.0,,,,,,,,,
213,PT06M38.00S,2021-11-16T00:45:09.2Z,2,REGULAR,3pt,Jump Shot,[],1627756,29.517082785808146,27.696078431372552,1610612739,34,25,2021-11-16T00:45:16Z,2070000,112.0,225.0,1,left,MISS D. Valentine 25' 3PT,[1627756],1610612739.0,CLE,,,,Valentine,D. Valentine,,,,,,,25.11,Missed,,,,,,,,,,,,,,,,,
214,PT06M36.00S,2021-11-16T00:45:11.2Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612738,34,25,2021-11-16T00:45:16Z,2080000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,213.0,1.0,1.0,0.0,,,,,,,,,,,,,
216,PT06M15.00S,2021-11-16T00:45:32.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,93.11760840998686,50.0,1610612738,34,25,2021-11-16T00:45:38Z,2090000,0.0,12.0,1,right,MISS P. Pritchard driving Layup,[1630202],1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,,,1.22,Missed,,,,,,,,,,,,,,,,,
217,PT06M11.00S,2021-11-16T00:45:36.3Z,2,REGULAR,rebound,defensive,[],1629731,,,1610612739,34,25,2021-11-16T00:45:38Z,2100000,,,0,,D. Wade REBOUND (Off:0 Def:5),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,216.0,5.0,5.0,0.0,,,,,,,,,,,,,
218,PT06M00.00S,2021-11-16T00:45:47.2Z,2,REGULAR,2pt,Jump Shot,[],1630596,9.937582128777924,66.91176470588235,1610612739,34,25,2021-11-16T00:45:51Z,2110000,-85.0,41.0,1,left,MISS E. Mobley 9' turnaround Shot,[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,,,9.4,Missed,,,,,,,,,,,,,,,,,
219,PT05M58.00S,2021-11-16T00:45:49.7Z,2,REGULAR,rebound,offensive,[],1627756,,,1610612739,34,25,2021-11-16T00:45:49Z,2120000,,,0,,D. Valentine REBOUND (Off:1 Def:3),[1627756],1610612739.0,CLE,,,,Valentine,D. Valentine,,,,,,,,,218.0,4.0,3.0,1.0,,,,,,,,,,,,,
220,PT05M52.00S,2021-11-16T00:45:55.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201937,20.05584756898817,70.09803921568627,1610612739,34,25,2021-11-16T00:46:01Z,2130000,-100.0,136.0,1,left,MISS R. Rubio 16' fadeaway Shot,[201937],1610612739.0,CLE,fadeaway,,,Rubio,R. Rubio,,,,,,,16.91,Missed,,,,,,,,,,,,,,,,,
221,PT05M49.00S,2021-11-16T00:45:58.6Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,34,25,2021-11-16T00:46:01Z,2140000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,220.0,2.0,2.0,0.0,,,,,,,,,,,,,
222,PT05M31.00S,2021-11-16T00:46:15.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,94.03745072273325,50.245098039215684,1610612738,34,27,2021-11-16T00:46:21Z,2150000,1.0,4.0,1,right,A. Nesmith cutting Layup (2 PTS) (G. Williams 1 AST),"[1630174, 1629684]",1610612738.0,BOS,cutting,,,Nesmith,A. Nesmith,,,,,,,0.37,Made,,,,,2.0,G. Williams,1629684.0,1.0,,,,,,,,,
224,PT05M13.00S,2021-11-16T00:46:38.3Z,2,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612739,34,27,2021-11-16T00:46:47Z,2170000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Okoro 2 FT),"[1629057, 1630171]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,201245.0,,,,,,,,,,,,,,1.0,0.0,Okoro,1630171.0,,,
226,PT05M13.00S,2021-11-16T00:47:02.0Z,2,REGULAR,freethrow,1 of 2,[],1630171,,,1610612739,34,27,2021-11-16T00:47:02Z,2190000,,,0,,MISS I. Okoro Free Throw 1 of 2,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,Missed,,,,,,,,,,,,,,,,,
227,PT05M13.00S,2021-11-16T00:47:02.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,34,27,2021-11-16T00:47:02Z,2200000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,226.0,,,,,,,,,,,,,,,,
228,PT05M13.00S,2021-11-16T00:47:02.9Z,2,REGULAR,substitution,out,[],1630596,,,1610612739,34,27,2021-11-16T00:47:27Z,2210000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT05M13.00S,2021-11-16T00:47:02.9Z,2,REGULAR,substitution,out,[],1627756,,,1610612739,34,27,2021-11-16T00:47:27Z,2220000,,,0,,SUB out: D. Valentine,[1627756],1610612739.0,CLE,,,,Valentine,D. Valentine,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M13.00S,2021-11-16T00:47:02.9Z,2,REGULAR,substitution,out,[],1629057,,,1610612739,34,27,2021-11-16T00:47:27Z,2230000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M13.00S,2021-11-16T00:47:02.9Z,2,REGULAR,substitution,in,[],1629605,,,1610612739,34,27,2021-11-16T00:47:27Z,2240000,,,0,,SUB in: T. Fall,[1629605],1610612739.0,CLE,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M13.00S,2021-11-16T00:47:02.9Z,2,REGULAR,substitution,in,[],1626224,,,1610612739,34,27,2021-11-16T00:47:27Z,2250000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M13.00S,2021-11-16T00:47:02.9Z,2,REGULAR,substitution,in,[],201143,,,1610612739,34,27,2021-11-16T00:47:27Z,2260000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M13.00S,2021-11-16T00:47:28.7Z,2,REGULAR,freethrow,2 of 2,[],1630171,,,1610612739,35,27,2021-11-16T00:47:28Z,2270000,,,0,,I. Okoro Free Throw 2 of 2 (10 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,
235,PT05M03.00S,2021-11-16T00:47:42.4Z,2,REGULAR,foul,personal,[],1630171,,,1610612738,35,27,2021-11-16T00:47:53Z,2280000,,,0,,I. Okoro personal FOUL (2 PF),"[1630171, 1629684]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,1627963.0,,,,,,,,,,,,,,2.0,0.0,Williams,1629684.0,,,
237,PT04M57.00S,2021-11-16T00:48:07.2Z,2,REGULAR,3pt,Jump Shot,[],1629684,68.28186596583443,68.13725490196079,1610612738,35,30,2021-11-16T00:48:11Z,2300000,91.0,246.0,1,right,G. Williams 26' 3PT  (6 PTS) (D. Schroder 2 AST),"[1629684, 203471]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,26.19,Made,,,,,6.0,D. Schroder,203471.0,2.0,,,,,,,,,
239,PT04M37.00S,2021-11-16T00:48:27.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201937,6.521024967148489,50.73529411764706,1610612739,37,30,2021-11-16T00:48:38Z,2320000,-4.0,9.0,1,left,R. Rubio driving finger roll Layup (2 PTS) (C. Osman 3 AST),"[201937, 1626224]",1610612739.0,CLE,driving finger roll,,,Rubio,R. Rubio,,,,,,,0.95,Made,,,,,2.0,C. Osman,1626224.0,3.0,,,,,,,,,
241,PT04M19.00S,2021-11-16T00:48:44.9Z,2,REGULAR,2pt,Jump Shot,[],203471,76.2976346911958,62.00980392156863,1610612738,37,32,2021-11-16T00:48:55Z,2340000,60.0,170.0,1,right,D. Schroder 18' pullup Jump Shot (4 PTS) (P. Pritchard 2 AST),"[203471, 1630202]",1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,,,18.06,Made,,,,,4.0,P. Pritchard,1630202.0,2.0,,,,,,,,,
243,PT03M50.00S,2021-11-16T00:49:13.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626224,8.754927726675426,63.48039215686274,1610612739,39,32,2021-11-16T00:49:20Z,2360000,-67.0,30.0,1,left,C. Osman 7' turnaround fadeaway Jump Shot (9 PTS),[1626224],1610612739.0,CLE,turnaround fadeaway,,,Osman,C. Osman,,,,,,,7.37,Made,,,,,9.0,,,,,,,,,,,,
244,PT03M40.00S,2021-11-16T00:49:23.7Z,2,REGULAR,2pt,Jump Shot,[],203471,76.2976346911958,41.17647058823529,1610612738,39,32,2021-11-16T00:49:32Z,2370000,-44.0,170.0,1,right,MISS D. Schroder 17' pullup Shot,[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,,,17.59,Missed,,,,,,,,,,,,,,,,,
245,PT03M37.00S,2021-11-16T00:49:26.7Z,2,REGULAR,rebound,defensive,[],1629605,,,1610612739,39,32,2021-11-16T00:49:32Z,2380000,,,0,,T. Fall REBOUND (Off:0 Def:2),[1629605],1610612739.0,CLE,,,,Fall,T. Fall,,,,,,,,,244.0,2.0,2.0,0.0,,,,,,,,,,,,,
246,PT03M26.00S,2021-11-16T00:49:44.5Z,2,REGULAR,foul,personal,[],1629684,,,1610612739,39,32,2021-11-16T00:49:54Z,2390000,,,0,,G. Williams personal FOUL (2 PF),"[1629684, 1629605]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,1627963.0,,,,,,,,,,,,,,2.0,0.0,Fall,1629605.0,,,
248,PT03M26.00S,2021-11-16T00:49:55.6Z,2,REGULAR,substitution,out,[],1629605,,,1610612739,39,32,2021-11-16T00:50:10Z,2410000,,,0,,SUB out: T. Fall,[1629605],1610612739.0,CLE,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT03M26.00S,2021-11-16T00:49:55.6Z,2,REGULAR,substitution,out,[],1630202,,,1610612739,39,32,2021-11-16T00:50:10Z,2420000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT03M26.00S,2021-11-16T00:49:55.6Z,2,REGULAR,substitution,out,[],1630174,,,1610612739,39,32,2021-11-16T00:50:10Z,2430000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT03M26.00S,2021-11-16T00:49:55.6Z,2,REGULAR,substitution,in,[],1630596,,,1610612739,39,32,2021-11-16T00:50:10Z,2440000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT03M26.00S,2021-11-16T00:49:55.6Z,2,REGULAR,substitution,in,[],203935,,,1610612739,39,32,2021-11-16T00:50:10Z,2450000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT03M26.00S,2021-11-16T00:49:55.6Z,2,REGULAR,substitution,in,[],1628369,,,1610612739,39,32,2021-11-16T00:50:10Z,2460000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT03M11.00S,2021-11-16T00:50:31.5Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612739,39,32,2021-11-16T00:50:42Z,2470000,,,0,,CLE shot clock Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,201245.0,,,,,,,,,,,,,,,,,,,,
255,PT02M55.00S,2021-11-16T00:50:54.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,88.51839684625493,73.0392156862745,1610612738,39,32,2021-11-16T00:50:59Z,2480000,115.0,55.0,1,right,MISS J. Tatum 12' turnaround Shot,[1628369],1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,,,12.78,Missed,,,,,,,,,,,,,,,,,
256,PT02M53.00S,2021-11-16T00:50:56.6Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,39,32,2021-11-16T00:50:59Z,2490000,,,0,,E. Mobley REBOUND (Off:1 Def:4),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,255.0,5.0,4.0,1.0,,,,,,,,,,,,,
257,PT02M36.00S,2021-11-16T00:51:15.3Z,2,REGULAR,3pt,Jump Shot,[],201937,31.225361366622867,35.294117647058826,1610612739,39,32,2021-11-16T00:51:27Z,2500000,74.0,241.0,1,left,MISS R. Rubio 25' 3PT,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,25.2,Missed,,,,,,,,,,,,,,,,,
258,PT02M36.00S,2021-11-16T00:51:15.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,39,32,2021-11-16T00:51:27Z,2510000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,257.0,,,,,,,,,,,,,,,,
259,PT02M36.00S,2021-11-16T00:51:20.7Z,2,REGULAR,substitution,out,[],1626224,,,1610612738,39,32,2021-11-16T00:51:27Z,2520000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT02M36.00S,2021-11-16T00:51:20.7Z,2,REGULAR,substitution,in,[],1629636,,,1610612738,39,32,2021-11-16T00:51:27Z,2530000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT02M36.00S,2021-11-16T00:51:31.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,39,32,2021-11-16T00:51:31Z,2540000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT02M15.00S,2021-11-16T00:54:39.4Z,2,REGULAR,3pt,Jump Shot,[],1629684,87.99277266754271,95.34313725490196,1610612738,39,35,2021-11-16T00:54:46Z,2560000,227.0,60.0,1,right,G. Williams 3PT  (9 PTS) (A. Horford 1 AST),"[1629684, 201143]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,23.46,Made,,,,,9.0,A. Horford,201143.0,1.0,,,,,,,,,
265,PT01M54.00S,2021-11-16T00:55:02.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,5.995400788436268,47.05882352941176,1610612739,39,35,2021-11-16T00:55:15Z,2580000,15.0,4.0,1,left,MISS E. Mobley driving reverse Layup - blocked,"[1630596, 201143]",1610612739.0,CLE,driving reverse,,,Mobley,E. Mobley,,,,,,,1.52,Missed,,,,,,,,,,,,,,,Horford,201143.0,
266,PT01M54.00S,2021-11-16T00:55:02.3Z,2,REGULAR,block,,[],201143,,,1610612739,39,35,2021-11-16T00:55:05Z,2590000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT01M54.00S,2021-11-16T00:55:02.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,39,35,2021-11-16T00:55:15Z,2600000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,265.0,,,,,,,,,,,,,,,,
268,PT01M48.00S,2021-11-16T00:55:21.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629731,6.389618922470433,50.0,1610612739,39,35,2021-11-16T00:55:31Z,2610000,0.0,8.0,1,left,MISS D. Wade finger roll Layup,[1629731],1610612739.0,CLE,finger roll,,,Wade,D. Wade,,,,,,,0.76,Missed,,,,,,,,,,,,,,,,,
269,PT01M46.00S,2021-11-16T00:55:24.0Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,39,35,2021-11-16T00:55:24Z,2620000,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,268.0,4.0,4.0,0.0,,,,,,,,,,,,,
