actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
85,PT04M50.00S,2022-02-27T01:24:32.7Z,1,REGULAR,3pt,Jump Shot,[],1628374,85.10183968462549,4.166666666666666,1610612739,11,15,2022-02-27T01:24:37Z,850000,-229.0,88.0,1,right,MISS L. Markkanen 24' 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,24.53,Missed,,,,,,,,,,,,,,,,,,
86,PT04M47.00S,2022-02-27T01:24:35.7Z,1,REGULAR,rebound,defensive,[],202397,,,1610612764,11,15,2022-02-27T01:24:37Z,860000,,,0,,I. Smith REBOUND (Off:0 Def:1),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,
87,PT04M39.00S,2022-02-27T01:24:44.1Z,1,REGULAR,2pt,Jump Shot,[],1628398,5.601182654402102,74.50980392156863,1610612764,11,15,2022-02-27T01:24:55Z,870000,-123.0,0.0,1,left,MISS K. Kuzma 12' turnaround fadeaway Shot,[1628398],1610612764.0,WAS,turnaround fadeaway,,,Kuzma,K. Kuzma,,,,,12.25,Missed,,,,,,,,,,,,,,,,,,
88,PT04M37.00S,2022-02-27T01:24:46.1Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,11,15,2022-02-27T01:25:05Z,880000,,,0,,L. Markkanen REBOUND (Off:0 Def:4),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,87.0,4.0,4.0,0.0,,,,,,,,,,,,,,
89,PT04M19.00S,2022-02-27T01:25:05.1Z,1,REGULAR,2pt,Jump Shot,[],1630596,84.31340341655716,17.647058823529413,1610612739,11,15,2022-02-27T01:25:09Z,890000,-162.0,95.0,1,right,MISS E. Mobley 18' pullup Shot,[1630596],1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,18.76,Missed,,,,,,,,,,,,,,,,,,
90,PT04M16.00S,2022-02-27T01:25:08.1Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,11,15,2022-02-27T01:25:09Z,900000,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,89.0,1.0,1.0,0.0,,,,,,,,,,,,,,
91,PT04M08.00S,2022-02-27T01:25:18.1Z,1,REGULAR,turnover,out-of-bounds,[],1628418,,,1610612764,11,15,2022-02-27T01:25:26Z,910000,,,0,,T. Bryant bad pass out-of-bounds TURNOVER (1 TO),[1628418],1610612764.0,WAS,bad pass,,,Bryant,T. Bryant,,,,,,,,,,,,2004.0,,,,,,,1.0,,,,,
92,PT04M08.00S,2022-02-27T01:25:22.9Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,11,15,2022-02-27T01:25:34Z,920000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M08.00S,2022-02-27T01:25:22.9Z,1,REGULAR,substitution,out,[],1628374,,,1610612739,11,15,2022-02-27T01:25:34Z,930000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M08.00S,2022-02-27T01:25:22.9Z,1,REGULAR,substitution,out,[],203484,,,1610612739,11,15,2022-02-27T01:25:34Z,940000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M08.00S,2022-02-27T01:25:22.9Z,1,REGULAR,substitution,in,[],1629731,,,1610612739,11,15,2022-02-27T01:25:34Z,950000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M08.00S,2022-02-27T01:25:22.9Z,1,REGULAR,substitution,in,[],201567,,,1610612739,11,15,2022-02-27T01:25:34Z,960000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M08.00S,2022-02-27T01:25:22.9Z,1,REGULAR,substitution,in,[],1629060,,,1610612739,11,15,2022-02-27T01:25:34Z,970000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M46.00S,2022-02-27T01:25:59.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626224,86.81011826544021,46.07843137254902,1610612739,13,15,2022-02-27T01:26:05Z,980000,-20.0,71.0,1,right,C. Osman 7' driving floating Jump Shot (2 PTS),[1626224],1610612739.0,CLE,driving floating,,,Osman,C. Osman,,,,,7.41,Made,,,,,2.0,,,,,,,,,,,,,
99,PT03M35.00S,2022-02-27T01:26:10.7Z,1,REGULAR,2pt,Jump Shot,[],202397,23.209592641261498,48.529411764705884,1610612764,13,15,2022-02-27T01:26:23Z,990000,7.0,166.0,1,left,MISS I. Smith 16' step back Shot,[202397],1610612764.0,WAS,step back,,,Smith,I. Smith,,,,,16.59,Missed,,,,,,,,,,,,,,,,,,
100,PT03M33.00S,2022-02-27T01:26:12.7Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,13,15,2022-02-27T01:26:33Z,1000000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,99.0,1.0,1.0,0.0,,,,,,,,,,,,,,
101,PT03M26.00S,2022-02-27T01:26:25.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",201567,92.85479632063075,51.470588235294116,1610612739,15,15,2022-02-27T01:26:46Z,1010000,7.0,15.0,1,right,K. Love cutting Layup (2 PTS) (C. Osman 1 AST),"[201567, 1626224]",1610612739.0,CLE,cutting,,,Love,K. Love,,,,,1.65,Made,,,,,2.0,,,,,,,,,,,C. Osman,1626224.0,1.0
103,PT03M26.00S,2022-02-27T01:26:35.5Z,1,REGULAR,violation,defensive goaltending,[],1628418,,,1610612739,15,15,2022-02-27T01:26:46Z,1030000,,,0,,T. Bryant defensive goaltending VIOLATION,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,2004.0,,,,,,,,,,,,
104,PT03M05.00S,2022-02-27T01:26:56.0Z,1,REGULAR,3pt,Jump Shot,[],1629060,28.597240473061763,73.52941176470588,1610612764,15,18,2022-02-27T01:27:01Z,1040000,-118.0,216.0,1,left,R. Hachimura 24' 3PT  (3 PTS) (K. Kuzma 1 AST),"[1629060, 1628398]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,24.62,Made,,,,,3.0,,,,,,,,,,,K. Kuzma,1628398.0,1.0
106,PT02M52.00S,2022-02-27T01:27:09.5Z,1,REGULAR,3pt,Jump Shot,[],1629164,70.38436268068331,25.0,1610612739,15,18,2022-02-27T01:29:07Z,1060000,-125.0,226.0,1,right,MISS B. Goodwin 25' 3PT,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,
107,PT02M51.00S,2022-02-27T01:27:10.5Z,1,REGULAR,rebound,offensive,[],201567,,,1610612739,15,18,2022-02-27T01:29:07Z,1070000,,,0,,K. Love REBOUND (Off:1 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,106.0,2.0,1.0,1.0,,,,,,,,,,,,,,
115,PT02M51.00S,2022-02-27T01:27:17.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201567,93.51182654402102,49.754901960784316,1610612739,15,18,2022-02-27T01:29:33Z,1075000,-1.0,8.0,1,right,MISS K. Love tip Layup,[201567],1610612739.0,CLE,tip,,,Love,K. Love,,,,,0.86,Missed,,,,,,,,,,,,,,,,,,
116,PT02M49.00S,2022-02-27T01:27:19.2Z,1,REGULAR,rebound,defensive,[],202397,,,1610612764,15,18,2022-02-27T01:29:33Z,1077500,,,0,,I. Smith REBOUND (Off:0 Def:2),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,115.0,2.0,2.0,0.0,,,,,,,,,,,,,,
108,PT02M36.00S,2022-02-27T01:27:24.9Z,1,REGULAR,3pt,Jump Shot,[],1630166,23.603810775295663,11.76470588235294,1610612764,15,18,2022-02-27T01:27:34Z,1080000,191.0,169.0,1,left,MISS D. Avdija 25' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,
109,PT02M32.00S,2022-02-27T01:27:28.9Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,15,18,2022-02-27T01:28:58Z,1090000,,,0,,K. Love REBOUND (Off:1 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,108.0,3.0,2.0,1.0,,,,,,,,,,,,,,
110,PT02M23.00S,2022-02-27T01:27:37.6Z,1,REGULAR,turnover,bad pass,[],201567,,,1610612739,15,18,2022-02-27T01:27:41Z,1100000,,,0,,K. Love bad pass TURNOVER (1 TO),"[201567, 1630166]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,1.0,Avdija,1630166.0,,,
111,PT02M23.00S,2022-02-27T01:27:37.6Z,1,REGULAR,steal,,[],1630166,,,1610612764,15,18,2022-02-27T01:27:40Z,1110000,,,0,,D. Avdija STEAL (1 STL),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M17.00S,2022-02-27T01:27:44.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628398,28.86005256241787,18.872549019607842,1610612764,15,21,2022-02-27T01:27:55Z,1120000,156.0,219.0,1,left,K. Kuzma 26' 3PT  (8 PTS) (I. Smith 1 AST),"[1628398, 202397]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,26.85,Made,,,,,8.0,,,,,,,,,,,I. Smith,202397.0,1.0
114,PT02M15.00S,2022-02-27T01:27:50.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,15,21,2022-02-27T01:27:50Z,1140000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M15.00S,2022-02-27T01:29:55.1Z,1,REGULAR,substitution,out,[],1629164,,,1610612739,15,21,2022-02-27T01:30:31Z,1150000,,,0,,SUB out: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M15.00S,2022-02-27T01:29:55.1Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,15,21,2022-02-27T01:30:31Z,1160000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M15.00S,2022-02-27T01:29:55.1Z,1,REGULAR,substitution,out,[],1628398,,,1610612739,15,21,2022-02-27T01:30:31Z,1170000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M15.00S,2022-02-27T01:29:55.1Z,1,REGULAR,substitution,in,[],1630612,,,1610612739,15,21,2022-02-27T01:30:31Z,1180000,,,0,,SUB in: R. Nembhard Jr.,[1630612],1610612739.0,CLE,,,,Nembhard Jr.,R. Nembhard Jr.,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M15.00S,2022-02-27T01:29:55.1Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,15,21,2022-02-27T01:30:31Z,1190000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M15.00S,2022-02-27T01:29:55.1Z,1,REGULAR,substitution,in,[],1630557,,,1610612739,15,21,2022-02-27T01:30:31Z,1200000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M05.00S,2022-02-27T01:31:05.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626224,90.75229960578186,39.705882352941174,1610612739,15,21,2022-02-27T01:31:58Z,1225000,-51.0,34.0,1,right,MISS C. Osman 6' driving floating Shot - blocked,"[1626224, 202397]",1610612739.0,CLE,driving floating,,,Osman,C. Osman,,,,,6.19,Missed,,,,,,,,,,,Smith,202397.0,,,,,,
131,PT02M05.00S,2022-02-27T01:31:05.8Z,1,REGULAR,block,,[],202397,,,1610612739,15,21,2022-02-27T01:31:58Z,1227500,,,0,,I. Smith BLOCK (1 BLK),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M04.00S,2022-02-27T01:31:06.8Z,1,REGULAR,rebound,defensive,[],202397,,,1610612764,15,21,2022-02-27T01:31:58Z,1228750,,,0,,I. Smith REBOUND (Off:0 Def:3),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,130.0,3.0,3.0,0.0,,,,,,,,,,,,,,
125,PT01M50.00S,2022-02-27T01:31:14.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,15,21,2022-02-27T01:31:58Z,1230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M41.00S,2022-02-27T01:31:39.6Z,1,REGULAR,turnover,lost ball,[],202397,,,1610612764,15,21,2022-02-27T01:32:20Z,1240000,,,0,,I. Smith lost ball TURNOVER (1 TO),"[202397, 1626224]",1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,1.0,Osman,1626224.0,,,
127,PT01M41.00S,2022-02-27T01:31:39.6Z,1,REGULAR,steal,,[],1626224,,,1610612739,15,21,2022-02-27T01:31:43Z,1250000,,,0,,C. Osman STEAL (1 STL),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M30.00S,2022-02-27T01:31:51.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201567,80.3712220762155,18.627450980392158,1610612739,15,21,2022-02-27T01:32:30Z,1260000,-157.0,132.0,1,right,MISS K. Love 20' Jump Shot,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,20.5,Missed,,,,,,,,,,,,,,,,,,
129,PT01M26.00S,2022-02-27T01:31:54.6Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612764,15,21,2022-02-27T01:31:54Z,1270000,,,0,,T. Bryant REBOUND (Off:0 Def:1),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,,,,,,,
133,PT01M23.00S,2022-02-27T01:32:01.9Z,1,REGULAR,foul,offensive,[],1628418,,,1610612764,15,21,2022-02-27T01:37:11Z,1280000,,,0,,T. Bryant offensive FOUL (1 PF),"[1628418, 1630612]",1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,203591.0,1.0,0.0,Nembhard Jr.,1630612.0,,,,,,,,
135,PT01M23.00S,2022-02-27T01:32:01.9Z,1,REGULAR,turnover,offensive foul,[],1628418,,,1610612764,15,21,2022-02-27T01:32:01Z,1300000,,,0,,T. Bryant offensive foul TURNOVER (2 TO),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,203591.0,,,,,,,2.0,,,,,
136,PT01M07.00S,2022-02-27T01:32:35.9Z,1,REGULAR,foul,personal,['2freethrow'],1628418,,,1610612739,15,21,2022-02-27T01:32:44Z,1310000,,,0,,T. Bryant shooting personal FOUL (2 PF) (Osman 2 FT),"[1628418, 1626224]",1610612764.0,WAS,shooting,,,Bryant,T. Bryant,,,,,,,,,,,,1628172.0,2.0,0.0,Osman,1626224.0,,,,,,,,
138,PT01M07.00S,2022-02-27T01:33:05.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626224,,,1610612739,16,21,2022-02-27T01:33:27Z,1330000,,,0,,C. Osman Free Throw 1 of 2 (3 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
139,PT01M07.00S,2022-02-27T01:33:05.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626224,,,1610612739,16,21,2022-02-27T01:33:27Z,1340000,,,0,,MISS C. Osman Free Throw 2 of 2,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,Missed,,,,,,,,,,,,,,,,,,
140,PT01M04.00S,2022-02-27T01:33:08.1Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,16,21,2022-02-27T01:33:27Z,1350000,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,139.0,2.0,2.0,0.0,,,,,,,,,,,,,,
141,PT00M52.90S,2022-02-27T01:33:38.0Z,1,REGULAR,turnover,bad pass,[],1630166,,,1610612764,16,21,2022-02-27T01:33:44Z,1360000,,,0,,D. Avdija bad pass TURNOVER (1 TO),"[1630166, 1629731]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,1.0,Wade,1629731.0,,,
142,PT00M52.90S,2022-02-27T01:33:38.0Z,1,REGULAR,steal,,[],1629731,,,1610612739,16,21,2022-02-27T01:33:42Z,1370000,,,0,,D. Wade STEAL (1 STL),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M44.90S,2022-02-27T01:33:46.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626224,93.38042049934296,49.50980392156863,1610612739,18,21,2022-02-27T01:33:51Z,1380000,-2.0,10.0,1,right,C. Osman driving Layup (5 PTS) (R. Nembhard Jr. 1 AST),"[1626224, 1630612]",1610612739.0,CLE,driving,,,Osman,C. Osman,,,,,1.0,Made,,,,,5.0,,,,,,,,,,,R. Nembhard Jr.,1630612.0,1.0
145,PT00M31.30S,2022-02-27T01:34:01.1Z,1,REGULAR,2pt,Jump Shot,[],1629060,26.62614980289093,53.67647058823529,1610612764,18,23,2022-02-27T01:34:15Z,1400000,-18.0,198.0,1,left,R. Hachimura 19' pullup Jump Shot (5 PTS),[1629060],1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,19.87,Made,,,,,5.0,,,,,,,,,,,,,
147,PT00M11.30S,2022-02-27T01:34:23.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201567,85.3646517739816,65.44117647058823,1610612739,18,23,2022-02-27T01:34:27Z,1420000,77.0,85.0,1,right,MISS K. Love 11' turnaround fadeaway Shot,[201567],1610612739.0,CLE,turnaround fadeaway,,,Love,K. Love,,,,,11.49,Missed,,,,,,,,,,,,,,,,,,
148,PT00M09.30S,2022-02-27T01:34:25.3Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,18,23,2022-02-27T01:34:25Z,1430000,,,0,,C. Kispert REBOUND (Off:0 Def:2),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,147.0,2.0,2.0,0.0,,,,,,,,,,,,,,
149,PT00M03.10S,2022-02-27T01:34:32.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628418,7.835085413929041,48.28431372549019,1610612764,18,23,2022-02-27T01:34:40Z,1440000,9.0,21.0,1,left,MISS T. Bryant cutting Layup - blocked,"[1628418, 201567]",1610612764.0,WAS,cutting,,,Bryant,T. Bryant,,,,,2.28,Missed,,,,,,,,,,,Love,201567.0,,,,,,
150,PT00M03.10S,2022-02-27T01:34:32.1Z,1,REGULAR,block,,[],201567,,,1610612764,18,23,2022-02-27T01:34:34Z,1450000,,,0,,K. Love BLOCK (1 BLK),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M03.10S,2022-02-27T01:34:32.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,18,23,2022-02-27T01:34:40Z,1460000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,149.0,,,,,,,,,,,,,,,,,
155,PT00M03.10S,2022-02-27T01:34:41.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,18,23,2022-02-27T01:36:59Z,1465000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M00.00S,2022-02-27T01:34:50.5Z,1,REGULAR,3pt,Jump Shot,[],1626224,65.78515111695138,12.009803921568627,1610612739,18,23,2022-02-27T01:35:11Z,1470000,-190.0,269.0,1,right,MISS C. Osman 32' running 3PT,[1626224],1610612739.0,CLE,running,,,Osman,C. Osman,,,,,32.94,Missed,,,,,,,,,,,,,,,,,,
153,PT00M00.00S,2022-02-27T01:34:50.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,18,23,2022-02-27T01:35:11Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,
154,PT00M00.00S,2022-02-27T01:35:10.1Z,1,REGULAR,period,end,[],0,,,1610612739,18,23,2022-02-27T01:35:10Z,1490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-02-27T01:35:28.2Z,2,REGULAR,substitution,out,['startperiod'],1628418,,,1610612739,18,23,2022-02-27T01:37:46Z,1500000,,,0,,SUB out: T. Bryant,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-02-27T01:35:28.2Z,2,REGULAR,substitution,in,['startperiod'],1629655,,,1610612739,18,23,2022-02-27T01:37:46Z,1510000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-02-27T01:37:58.7Z,2,REGULAR,period,start,[],0,,,1610612764,18,23,2022-02-27T01:37:58Z,1520000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M49.00S,2022-02-27T01:38:09.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,5.338370565045992,47.30392156862745,1610612764,18,23,2022-02-27T01:38:26Z,1530000,13.0,-2.0,1,left,MISS D. Avdija driving Layup - blocked,"[1630166, 1629731]",1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,1.37,Missed,,,,,,,,,,,Wade,1629731.0,,,,,,
160,PT11M49.00S,2022-02-27T01:38:09.7Z,2,REGULAR,block,,[],1629731,,,1610612764,18,23,2022-02-27T01:38:12Z,1540000,,,0,,D. Wade BLOCK (1 BLK),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M47.00S,2022-02-27T01:38:11.7Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612764,18,23,2022-02-27T01:38:26Z,1550000,,,0,,D. Gafford REBOUND (Off:2 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,159.0,3.0,1.0,2.0,,,,,,,,,,,,,,
162,PT11M46.00S,2022-02-27T01:38:14.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,5.863994743758213,51.71568627450981,1610612764,18,25,2022-02-27T01:38:35Z,1560000,-9.0,3.0,1,left,D. Gafford putback Layup (4 PTS),[1629655],1610612764.0,WAS,putback,,,Gafford,D. Gafford,,,,,0.9,Made,,,,,4.0,,,,,,,,,,,,,
163,PT11M34.00S,2022-02-27T01:38:26.6Z,2,REGULAR,foul,personal,[],1629655,,,1610612739,18,25,2022-02-27T01:38:30Z,1570000,,,0,,D. Gafford personal FOUL (2 PF),"[1629655, 1626224]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,203591.0,2.0,0.0,Osman,1626224.0,,,,,,,,
165,PT11M26.00S,2022-02-27T01:39:21.6Z,2,REGULAR,2pt,Jump Shot,[],1630596,81.02825229960578,73.2843137254902,1610612739,18,25,2022-02-27T01:39:26Z,1590000,116.0,126.0,1,right,MISS E. Mobley 17' Jump Shot,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,17.14,Missed,,,,,,,,,,,,,,,,,,
166,PT11M24.00S,2022-02-27T01:39:23.6Z,2,REGULAR,rebound,defensive,[],202397,,,1610612764,18,25,2022-02-27T01:39:26Z,1600000,,,0,,I. Smith REBOUND (Off:0 Def:4),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,165.0,4.0,4.0,0.0,,,,,,,,,,,,,,
167,PT11M17.00S,2022-02-27T01:39:30.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,5.732588699080158,48.529411764705884,1610612764,18,27,2022-02-27T01:39:36Z,1610000,7.0,1.0,1,left,D. Gafford alley-oop DUNK (6 PTS) (I. Smith 2 AST),"[1629655, 202397]",1610612764.0,WAS,alley-oop,,,Gafford,D. Gafford,,,,,0.75,Made,,,,,6.0,,,,,,,,,,,I. Smith,202397.0,2.0
169,PT11M07.00S,2022-02-27T01:39:40.4Z,2,REGULAR,3pt,Jump Shot,[],1629731,91.80354796320631,95.83333333333334,1610612739,18,27,2022-02-27T01:39:45Z,1630000,229.0,25.0,1,right,MISS D. Wade 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,23.05,Missed,,,,,,,,,,,,,,,,,,
170,PT11M04.00S,2022-02-27T01:39:43.4Z,2,REGULAR,rebound,defensive,[],202397,,,1610612764,18,27,2022-02-27T01:39:45Z,1640000,,,0,,I. Smith REBOUND (Off:0 Def:5),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,169.0,5.0,5.0,0.0,,,,,,,,,,,,,,
171,PT10M48.00S,2022-02-27T01:40:02.4Z,2,REGULAR,foul,personal,[],201567,,,1610612764,18,27,2022-02-27T01:40:19Z,1650000,,,0,,K. Love personal FOUL (1 PF),"[201567, 1629655]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,1628172.0,1.0,0.0,Gafford,1629655.0,,,,,,,,
173,PT10M45.00S,2022-02-27T01:40:23.3Z,2,REGULAR,3pt,Jump Shot,[],1630557,19.004599211563733,6.862745098039216,1610612764,18,27,2022-02-27T01:40:27Z,1670000,216.0,126.0,1,left,MISS C. Kispert 24' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,
174,PT10M42.00S,2022-02-27T01:40:26.3Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,18,27,2022-02-27T01:40:27Z,1680000,,,0,,K. Love REBOUND (Off:1 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,173.0,4.0,3.0,1.0,,,,,,,,,,,,,,
