actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
85,PT05M23.00S,2021-11-23T00:23:04.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628386,94.40999984741211,50.0,1610612739,14,11,2021-11-23T00:23:35Z,820000,0.0,0.0,1,right,MISS J. Allen tip Layup,[1628386],1610612739.0,CLE,tip,,,Allen,J. Allen,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
86,PT05M21.00S,2021-11-23T00:23:06.7Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,14,11,2021-11-23T00:23:35Z,830000,,,0,,J. Harden REBOUND (Off:1 Def:3),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,85.0,4.0,3.0,1.0,,,,,,,,,,,,,
87,PT05M19.00S,2021-11-23T00:23:10.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628975,7.5722733245729295,3.9215686274509802,1610612751,14,11,2021-11-23T00:23:31Z,840000,230.0,19.0,1,left,MISS J. Carter 3PT,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,23.12,Missed,,,,,,,,,,,,,,,,,,,
88,PT05M15.00S,2021-11-23T00:23:13.7Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,14,11,2021-11-23T00:23:13Z,850000,,,0,,J. Allen REBOUND (Off:3 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,87.0,5.0,2.0,3.0,,,,,,,,,,,,,
89,PT05M14.00S,2021-11-23T00:23:21.9Z,1,REGULAR,foul,personal,[],1628975,,,1610612739,14,11,2021-11-23T00:23:38Z,860000,,,0,,J. Carter personal FOUL (1 PF),"[1628975, 201567]",1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,1628954.0,1.0,0.0,Love,201567.0,,,,,,,,
91,PT05M14.00S,2021-11-23T00:23:39.8Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,14,11,2021-11-23T00:23:48Z,880000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M14.00S,2021-11-23T00:23:39.8Z,1,REGULAR,substitution,in,[],201937,,,1610612739,14,11,2021-11-23T00:23:48Z,890000,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M05.00S,2021-11-23T00:23:49.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201937,94.43166885676742,49.754901960784316,1610612739,14,11,2021-11-23T00:23:54Z,900000,-1.0,0.0,1,right,MISS R. Rubio Layup,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,0.12,Missed,,,,,,,,,,,,,,,,,,,
95,PT05M03.00S,2021-11-23T00:23:51.2Z,1,REGULAR,rebound,defensive,[],1628975,,,1610612751,14,11,2021-11-23T00:23:54Z,910000,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,,,,
96,PT04M54.00S,2021-11-23T00:24:00.1Z,1,REGULAR,2pt,Jump Shot,[],201142,20.581471747700395,68.38235294117648,1610612751,14,11,2021-11-23T00:24:03Z,920000,-92.0,141.0,1,left,MISS K. Durant 16' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,16.83,Missed,,,,,,,,,,,,,,,,,,,
97,PT04M52.00S,2021-11-23T00:24:02.1Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,14,11,2021-11-23T00:24:03Z,930000,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,96.0,2.0,2.0,0.0,,,,,,,,,,,,,
98,PT04M43.00S,2021-11-23T00:24:13.0Z,1,REGULAR,2pt,Jump Shot,[],201567,79.23784494086728,66.93474264705883,1610612739,14,11,2021-11-23T00:25:11Z,940000,85.0,143.0,1,right,MISS K. Love 16' Jump Shot,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,16.59,Missed,,,,,,,,,,,,,,,,,,,
99,PT04M43.00S,2021-11-23T00:24:13.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,14,11,2021-11-23T00:25:11Z,950000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,
100,PT04M42.00S,2021-11-23T00:24:25.3Z,1,REGULAR,foul,personal,[],201949,,,1610612739,14,11,2021-11-23T00:33:00Z,960000,,,0,,J. Johnson loose ball personal FOUL (1 PF),"[201949, 1630171]",1610612751.0,BKN,loose ball,,,Johnson,J. Johnson,,,,,,,,,,,,,203593.0,1.0,0.0,Okoro,1630171.0,,,,,,,,
102,PT04M42.00S,2021-11-23T00:24:36.0Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,14,11,2021-11-23T00:24:44Z,980000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M42.00S,2021-11-23T00:24:36.0Z,1,REGULAR,substitution,in,[],202334,,,1610612739,14,11,2021-11-23T00:24:44Z,990000,,,0,,SUB in: E. Davis,[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M35.00S,2021-11-23T00:24:55.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201567,76.5604467805519,8.57843137254902,1610612739,17,11,2021-11-23T00:25:15Z,1000000,-207.0,168.0,1,right,K. Love 26' 3PT  (3 PTS) (R. Rubio 1 AST),"[201567, 201937]",1610612739.0,CLE,,,,Love,K. Love,,,,,26.65,Made,,,,,,,,,,,,3.0,R. Rubio,201937.0,1.0,,,,
106,PT04M13.00S,2021-11-23T00:25:16.4Z,1,REGULAR,turnover,lost ball,[],201935,,,1610612751,17,11,2021-11-23T00:25:23Z,1020000,,,0,,J. Harden lost ball TURNOVER (2 TO),"[201935, 202334]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,2.0,Davis,202334.0,
107,PT04M13.00S,2021-11-23T00:25:16.4Z,1,REGULAR,steal,,[],202334,,,1610612739,17,11,2021-11-23T00:29:33Z,1030000,,,0,,E. Davis STEAL (1 STL),[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M08.00S,2021-11-23T00:25:22.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201567,94.43166885676742,3.1862745098039214,1610612739,17,11,2021-11-23T00:25:32Z,1040000,-234.0,0.0,1,right,MISS K. Love 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,,
109,PT04M06.00S,2021-11-23T00:25:24.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,17,11,2021-11-23T00:25:32Z,1050000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,108.0,,,,,,,,,,,,,,,,
149,PT04M06.00S,2021-11-23T00:25:26.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,17,11,2021-11-23T00:34:22Z,1055000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M06.00S,2021-11-23T00:25:31.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,17,11,2021-11-23T00:25:31Z,1060000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M06.00S,2021-11-23T00:27:52.8Z,1,REGULAR,substitution,out,[],1628975,,,1610612751,17,11,2021-11-23T00:28:10Z,1070000,,,0,,SUB out: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M06.00S,2021-11-23T00:27:52.8Z,1,REGULAR,substitution,out,[],201935,,,1610612751,17,11,2021-11-23T00:28:10Z,1080000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M06.00S,2021-11-23T00:27:52.8Z,1,REGULAR,substitution,in,[],1630560,,,1610612751,17,11,2021-11-23T00:28:10Z,1090000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M06.00S,2021-11-23T00:27:52.8Z,1,REGULAR,substitution,in,[],201988,,,1610612751,17,11,2021-11-23T00:28:10Z,1100000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M47.00S,2021-11-23T00:28:40.5Z,1,REGULAR,2pt,Jump Shot,[],201142,20.844283837056505,30.14705882352941,1610612751,17,11,2021-11-23T00:28:45Z,1110000,99.0,143.0,1,left,MISS K. Durant 17' turnaround fadeaway Shot,[201142],1610612751.0,BKN,turnaround fadeaway,,,Durant,K. Durant,,,,,17.44,Missed,,,,,,,,,,,,,,,,,,,
117,PT03M44.00S,2021-11-23T00:28:43.5Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,17,11,2021-11-23T00:28:45Z,1120000,,,0,,I. Okoro REBOUND (Off:1 Def:2),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,116.0,3.0,2.0,1.0,,,,,,,,,,,,,
118,PT03M40.00S,2021-11-23T00:28:47.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201937,94.69448094612353,51.225490196078425,1610612739,19,11,2021-11-23T00:28:54Z,1130000,6.0,-3.0,1,right,R. Rubio driving Layup (2 PTS),[201937],1610612739.0,CLE,driving,,,Rubio,R. Rubio,,,,,0.66,Made,,,,,,,,,,,,2.0,,,,,,,
119,PT03M30.00S,2021-11-23T00:28:57.2Z,1,REGULAR,3pt,Jump Shot,[],201142,31.35676741130092,32.1078431372549,1610612751,19,14,2021-11-23T00:37:35Z,1140000,89.0,242.0,1,left,K. Durant 25' 3PT pullup (5 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,25.83,Made,,,,,,,,,,,,5.0,,,,,,,
120,PT03M16.00S,2021-11-23T00:29:11.6Z,1,REGULAR,2pt,Jump Shot,[],201937,87.07293035479631,33.088235294117645,1610612739,19,14,2021-11-23T00:29:22Z,1150000,-85.0,69.0,1,right,MISS R. Rubio 10' Jump Shot - blocked,"[201937, 1630560]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,10.92,Missed,Thomas,1630560.0,,,,,,,,,,,,,,,,,
121,PT03M16.00S,2021-11-23T00:29:11.6Z,1,REGULAR,block,,[],1630560,,,1610612739,19,14,2021-11-23T00:29:14Z,1160000,,,0,,C. Thomas BLOCK (1 BLK),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M12.00S,2021-11-23T00:29:15.6Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,19,14,2021-11-23T00:29:22Z,1170000,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,,,,
123,PT03M06.00S,2021-11-23T00:29:21.5Z,1,REGULAR,3pt,Jump Shot,[],201988,30.699737187910642,72.54901960784314,1610612751,19,14,2021-11-23T00:29:28Z,1180000,-113.0,236.0,1,left,MISS P. Mills 26' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,26.16,Missed,,,,,,,,,,,,,,,,,,,
124,PT03M02.00S,2021-11-23T00:29:25.5Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,19,14,2021-11-23T00:29:28Z,1190000,,,0,,K. Love REBOUND (Off:0 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,123.0,3.0,3.0,0.0,,,,,,,,,,,,,
125,PT02M52.00S,2021-11-23T00:29:35.2Z,1,REGULAR,3pt,Jump Shot,[],201567,73.66951379763469,16.911764705882355,1610612739,19,14,2021-11-23T00:29:39Z,1200000,-165.0,195.0,1,right,MISS K. Love 25' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,25.57,Missed,,,,,,,,,,,,,,,,,,,
126,PT02M50.00S,2021-11-23T00:29:37.2Z,1,REGULAR,rebound,defensive,[],200746,,,1610612751,19,14,2021-11-23T00:29:39Z,1210000,,,0,,L. Aldridge REBOUND (Off:0 Def:1),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,125.0,1.0,1.0,0.0,,,,,,,,,,,,,
127,PT02M44.00S,2021-11-23T00:29:47.2Z,1,REGULAR,foul,personal,['2freethrow'],1629731,,,1610612751,19,14,2021-11-23T00:29:56Z,1220000,,,0,,D. Wade shooting personal FOUL (2 PF) (Durant 2 FT),"[1629731, 201142]",1610612739.0,CLE,shooting,,,Wade,D. Wade,,,,,,,,,,,,,2004.0,2.0,0.0,Durant,201142.0,,,,,,,,
129,PT02M44.00S,2021-11-23T00:30:20.4Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,19,15,2021-11-23T00:30:20Z,1240000,,,0,,K. Durant Free Throw 1 of 2 (6 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,,,,,,6.0,,,,,,,
130,PT02M44.00S,2021-11-23T00:30:22.2Z,1,REGULAR,substitution,out,[],1629731,,,1610612751,19,15,2021-11-23T00:30:32Z,1250000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M44.00S,2021-11-23T00:30:22.2Z,1,REGULAR,substitution,out,[],1630171,,,1610612751,19,15,2021-11-23T00:30:32Z,1260000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M44.00S,2021-11-23T00:30:22.2Z,1,REGULAR,substitution,in,[],1628374,,,1610612751,19,15,2021-11-23T00:30:32Z,1270000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M44.00S,2021-11-23T00:30:22.2Z,1,REGULAR,substitution,in,[],1629636,,,1610612751,19,15,2021-11-23T00:30:32Z,1280000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M44.00S,2021-11-23T00:30:41.3Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,19,16,2021-11-23T00:30:41Z,1290000,,,0,,K. Durant Free Throw 2 of 2 (7 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,,,,,,7.0,,,,,,,
135,PT02M23.00S,2021-11-23T00:31:07.1Z,1,REGULAR,turnover,traveling,[],201937,,,1610612739,19,16,2021-11-23T00:31:13Z,1300000,,,0,,R. Rubio traveling TURNOVER (1 TO),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,1628954.0,,,,,,,,,1.0,,,
136,PT02M09.00S,2021-11-23T00:31:32.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201949,7.046649145860711,3.9215686274509802,1610612751,19,16,2021-11-23T00:31:39Z,1310000,230.0,14.0,1,left,MISS J. Johnson 3PT,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,23.08,Missed,,,,,,,,,,,,,,,,,,,
137,PT02M05.00S,2021-11-23T00:31:36.6Z,1,REGULAR,rebound,defensive,[],201937,,,1610612739,19,16,2021-11-23T00:31:39Z,1320000,,,0,,R. Rubio REBOUND (Off:0 Def:1),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,136.0,1.0,1.0,0.0,,,,,,,,,,,,,
138,PT01M59.00S,2021-11-23T00:31:41.5Z,1,REGULAR,3pt,Jump Shot,[],1628374,66.17936925098554,10.784313725490197,1610612739,22,16,2021-11-23T00:31:46Z,1330000,-196.0,265.0,1,right,L. Markkanen 33' 3PT  (6 PTS) (R. Rubio 2 AST),"[1628374, 201937]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,33.0,Made,,,,,,,,,,,,6.0,R. Rubio,201937.0,2.0,,,,
140,PT01M39.00S,2021-11-23T00:32:08.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200746,6.652431011826544,50.245098039215684,1610612751,22,18,2021-11-23T00:32:25Z,1350000,-1.0,10.0,1,left,L. Aldridge Layup (2 PTS),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,1.01,Made,,,,,,,,,,,,2.0,,,,,,,
141,PT01M39.00S,2021-11-23T00:32:14.7Z,1,REGULAR,foul,personal,['1freethrow'],1628374,,,1610612751,22,18,2021-11-23T00:32:31Z,1360000,,,0,,L. Markkanen shooting personal FOUL (1 PF) (Aldridge 1 FT),"[1628374, 200746]",1610612739.0,CLE,shooting,,,Markkanen,L. Markkanen,,,,,,,,,,,,,203593.0,1.0,0.0,Aldridge,200746.0,,,,,,,,
143,PT01M39.00S,2021-11-23T00:32:38.9Z,1,REGULAR,freethrow,1 of 1,[],200746,,,1610612751,22,19,2021-11-23T00:32:38Z,1380000,,,0,,L. Aldridge Free Throw 1 of 1 (3 PTS),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,Made,,,,,,,,,,,,3.0,,,,,,,
144,PT01M21.00S,2021-11-23T00:32:58.4Z,1,REGULAR,3pt,Jump Shot,[],201937,74.98357424441524,8.823529411764707,1610612739,25,19,2021-11-23T00:33:04Z,1390000,-206.0,183.0,1,right,R. Rubio 27' 3PT  (5 PTS),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,27.53,Made,,,,,,,,,,,,5.0,,,,,,,
145,PT01M05.00S,2021-11-23T00:33:13.9Z,1,REGULAR,2pt,Jump Shot,[],201142,12.565703022339028,70.09803921568627,1610612751,25,19,2021-11-23T00:33:19Z,1400000,-100.0,66.0,1,left,MISS K. Durant 12' step back Shot,[201142],1610612751.0,BKN,step back,,,Durant,K. Durant,,,,,12.0,Missed,,,,,,,,,,,,,,,,,,,
146,PT01M03.00S,2021-11-23T00:33:15.9Z,1,REGULAR,rebound,defensive,[],201937,,,1610612739,25,19,2021-11-23T00:33:19Z,1410000,,,0,,R. Rubio REBOUND (Off:0 Def:2),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,145.0,2.0,2.0,0.0,,,,,,,,,,,,,
147,PT01M00.00S,2021-11-23T00:33:20.9Z,1,REGULAR,2pt,Jump Shot,[],1629636,90.09526938239159,69.11764705882352,1610612739,27,19,2021-11-23T00:33:27Z,1420000,96.0,41.0,1,right,D. Garland 10' pullup bank Jump Shot (5 PTS),[1629636],1610612739.0,CLE,pullup bank,,,Garland,D. Garland,,,,,10.39,Made,,,,,,,,,,,,5.0,,,,,,,
148,PT00M47.00S,2021-11-23T00:33:35.9Z,1,REGULAR,3pt,Jump Shot,[],201142,33.196452036793694,54.166666666666664,1610612751,27,19,2021-11-23T00:33:40Z,1430000,-21.0,260.0,1,left,MISS K. Durant 26' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,26.03,Missed,,,,,,,,,,,,,,,,,,,
150,PT00M44.00S,2021-11-23T00:33:38.9Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,27,19,2021-11-23T00:33:40Z,1440000,,,0,,K. Love REBOUND (Off:0 Def:4),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,148.0,4.0,4.0,0.0,,,,,,,,,,,,,
151,PT00M40.30S,2021-11-23T00:33:46.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,27,19,2021-11-23T00:33:46Z,1450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M34.10S,2021-11-23T00:34:07.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201567,91.67214191852825,50.245098039215684,1610612739,27,19,2021-11-23T00:34:20Z,1460000,1.0,26.0,1,right,MISS K. Love Layup,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,2.58,Missed,,,,,,,,,,,,,,,,,,,
154,PT00M29.80S,2021-11-23T00:34:11.6Z,1,REGULAR,rebound,defensive,[],200746,,,1610612751,27,19,2021-11-23T00:34:20Z,1480000,,,0,,L. Aldridge REBOUND (Off:0 Def:2),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,152.0,2.0,2.0,0.0,,,,,,,,,,,,,
155,PT00M29.60S,2021-11-23T00:34:13.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630560,21.23850197109067,88.72549019607843,1610612751,27,22,2021-11-23T00:43:59Z,1490000,-194.0,147.0,1,left,C. Thomas 24' 3PT  (3 PTS) (K. Durant 3 AST),"[1630560, 201142]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,24.31,Made,,,,,,,,,,,,3.0,K. Durant,201142.0,3.0,,,,
157,PT00M11.00S,2021-11-23T00:34:34.8Z,1,REGULAR,turnover,out-of-bounds,[],201937,,,1610612739,27,22,2021-11-23T00:34:43Z,1510000,,,0,,R. Rubio bad pass out-of-bounds TURNOVER (2 TO),[201937],1610612739.0,CLE,bad pass,,,Rubio,R. Rubio,,,,,,,,,,,,,203593.0,,,,,,,,,2.0,,,
158,PT00M11.00S,2021-11-23T00:34:44.0Z,1,REGULAR,substitution,out,[],201567,,,1610612751,27,22,2021-11-23T00:34:57Z,1520000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M11.00S,2021-11-23T00:34:44.0Z,1,REGULAR,substitution,out,[],1629636,,,1610612751,27,22,2021-11-23T00:34:57Z,1530000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M11.00S,2021-11-23T00:34:44.0Z,1,REGULAR,substitution,out,[],201949,,,1610612751,27,22,2021-11-23T00:34:57Z,1540000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M11.00S,2021-11-23T00:34:44.0Z,1,REGULAR,substitution,in,[],1628386,,,1610612751,27,22,2021-11-23T00:34:57Z,1550000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M11.00S,2021-11-23T00:34:44.0Z,1,REGULAR,substitution,in,[],1630171,,,1610612751,27,22,2021-11-23T00:34:57Z,1560000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M11.00S,2021-11-23T00:34:44.0Z,1,REGULAR,substitution,in,[],201935,,,1610612751,27,22,2021-11-23T00:34:57Z,1570000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M01.40S,2021-11-23T00:35:15.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,17.559132720105126,59.068627450980394,1610612751,27,24,2021-11-23T00:35:26Z,1580000,-45.0,113.0,1,left,K. Durant 12' pullup Jump Shot (9 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,12.14,Made,,,,,,,,,,,,9.0,,,,,,,
165,PT00M00.00S,2021-11-23T00:35:22.4Z,1,REGULAR,3pt,Jump Shot,[],201937,38.4526938239159,15.686274509803921,1610612739,27,24,2021-11-23T00:36:42Z,1590000,-172.0,526.0,1,right,MISS R. Rubio 55' 3PT,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,55.33,Missed,,,,,,,,,,,,,,,,,,,
166,PT00M00.00S,2021-11-23T00:35:22.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,27,24,2021-11-23T00:36:42Z,1600000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,165.0,,,,,,,,,,,,,,,,
167,PT00M00.00S,2021-11-23T00:35:27.2Z,1,REGULAR,period,end,[],0,,,1610612739,27,24,2021-11-23T00:35:27Z,1610000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-11-23T00:37:28.5Z,2,REGULAR,substitution,out,['startperiod'],202334,,,1610612739,27,24,2021-11-23T00:37:53Z,1620000,,,0,,SUB out: E. Davis,[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-11-23T00:37:28.5Z,2,REGULAR,substitution,out,['startperiod'],1630171,,,1610612739,27,24,2021-11-23T00:37:53Z,1630000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-11-23T00:37:28.5Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612739,27,24,2021-11-23T00:37:53Z,1640000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-11-23T00:37:28.5Z,2,REGULAR,substitution,in,['startperiod'],1629685,,,1610612739,27,24,2021-11-23T00:37:53Z,1650000,,,0,,SUB in: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-11-23T00:37:28.5Z,2,REGULAR,substitution,in,['startperiod'],1629636,,,1610612739,27,24,2021-11-23T00:37:53Z,1660000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2021-11-23T00:37:28.5Z,2,REGULAR,substitution,in,['startperiod'],1627761,,,1610612739,27,24,2021-11-23T00:37:53Z,1670000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2021-11-23T00:38:01.3Z,2,REGULAR,period,start,[],0,,,1610612751,27,24,2021-11-23T00:38:01Z,1680000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
