actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,value
93,PT04M51.00S,2021-12-14T00:24:50.1Z,1,REGULAR,foul,personal,[],1628374,,,1610612748,16,13,2021-12-14T00:24:55Z,930000,,,0,,L. Markkanen personal FOUL (1 PF),"[1628374, 200768]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,202056.0,1.0,0.0,Lowry,200768.0,,,,,,,,,,,
95,PT04M51.00S,2021-12-14T00:25:01.0Z,1,REGULAR,substitution,out,[],1628374,,,1610612748,16,13,2021-12-14T00:25:05Z,950000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M51.00S,2021-12-14T00:25:01.0Z,1,REGULAR,substitution,in,[],1626224,,,1610612748,16,13,2021-12-14T00:25:05Z,960000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M46.00S,2021-12-14T00:25:17.8Z,1,REGULAR,3pt,Jump Shot,[],1629130,30.17411300919842,22.54901960784314,1610612748,16,16,2021-12-14T00:25:23Z,970000,137.0,231.0,1,left,D. Robinson 26' 3PT  (3 PTS) (O. Yurtseven 1 AST),"[1629130, 1630209]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,26.88,Made,,,,,,,,,3.0,O. Yurtseven,1630209.0,1.0,,,,,,,
99,PT04M31.00S,2021-12-14T00:25:32.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201567,92.72339027595268,64.95098039215686,1610612739,16,16,2021-12-14T00:25:39Z,990000,75.0,16.0,1,right,MISS K. Love 7' Hook,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,7.65,Missed,,,,,,,,,,,,,,,,,,,
100,PT04M28.00S,2021-12-14T00:25:35.4Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,16,16,2021-12-14T00:25:39Z,1000000,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,99.0,,,,,,,,,,2.0,2.0,0.0,,,,
101,PT04M17.00S,2021-12-14T00:25:49.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200768,5.732588699080158,53.67647058823529,1610612748,16,16,2021-12-14T00:40:12Z,1010000,-18.0,1.0,1,left,MISS K. Lowry driving Layup,[200768],1610612748.0,MIA,driving,,,Lowry,K. Lowry,,,,,1.85,Missed,,,,,,,,,,,,,,,,,,,
102,PT04M16.00S,2021-12-14T00:25:50.6Z,1,REGULAR,rebound,offensive,[],1630209,,,1610612748,16,16,2021-12-14T00:40:12Z,1020000,,,0,,O. Yurtseven REBOUND (Off:1 Def:0),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,101.0,,,,,,,,,,1.0,0.0,1.0,,,,
103,PT04M16.00S,2021-12-14T00:25:55.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630209,5.590000152587891,50.0,1610612748,16,16,2021-12-14T00:40:58Z,1030000,0.0,0.0,1,left,MISS O. Yurtseven putback Layup,[1630209],1610612748.0,MIA,putback,,,Yurtseven,O. Yurtseven,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
104,PT04M15.00S,2021-12-14T00:25:56.7Z,1,REGULAR,rebound,offensive,[],1630209,,,1610612748,16,16,2021-12-14T00:42:21Z,1040000,,,0,,O. Yurtseven REBOUND (Off:2 Def:0),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,103.0,,,,,,,,,,2.0,0.0,2.0,,,,
187,PT04M14.00S,2021-12-14T00:26:08.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630209,5.650459921156373,51.049325980392155,1610612748,16,16,2021-12-14T00:42:21Z,1045000,-5.0,1.0,1,left,MISS O. Yurtseven Hook,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,0.52,Missed,,,,,,,,,,,,,,,,,,,
189,PT04M12.00S,2021-12-14T00:26:10.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,16,16,2021-12-14T00:41:57Z,1048750,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,187.0,,,,,,,,,,,,,,,,
105,PT03M51.00S,2021-12-14T00:26:21.9Z,1,REGULAR,turnover,lost ball,[],201937,,,1610612739,16,16,2021-12-14T00:26:26Z,1050000,,,0,,R. Rubio lost ball TURNOVER (1 TO),"[201937, 1629644]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,1.0,Okpala,1629644.0,
106,PT03M51.00S,2021-12-14T00:26:21.9Z,1,REGULAR,steal,,[],1629644,,,1610612748,16,16,2021-12-14T00:26:23Z,1060000,,,0,,K. Okpala STEAL (1 STL),[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M42.00S,2021-12-14T00:26:33.0Z,1,REGULAR,foul,personal,[],201937,,,1610612748,16,16,2021-12-14T00:26:42Z,1070000,,,0,,R. Rubio personal FOUL (1 PF),"[201937, 1629639]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,202056.0,1.0,0.0,Herro,1629639.0,,,,,,,,,,,
109,PT03M42.00S,2021-12-14T00:26:43.6Z,1,REGULAR,substitution,out,[],1628386,,,1610612748,16,16,2021-12-14T00:26:56Z,1090000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M42.00S,2021-12-14T00:26:43.6Z,1,REGULAR,substitution,out,[],1630171,,,1610612748,16,16,2021-12-14T00:26:56Z,1100000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M42.00S,2021-12-14T00:26:43.6Z,1,REGULAR,substitution,in,[],1630596,,,1610612748,16,16,2021-12-14T00:26:56Z,1110000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M42.00S,2021-12-14T00:26:43.6Z,1,REGULAR,substitution,in,[],1629636,,,1610612748,16,16,2021-12-14T00:26:56Z,1120000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT03M33.00S,2021-12-14T00:26:57.6Z,1,REGULAR,turnover,offensive-kicked-ball,[],1629639,,,1610612748,16,16,2021-12-14T00:34:52Z,1125000,,,0,,T. Herro offensive-kicked-ball TURNOVER (1 TO),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,1.0,,,
113,PT03M33.00S,2021-12-14T00:27:11.7Z,1,REGULAR,violation,kicked ball,[],1629639,,,1610612739,16,16,2021-12-14T00:34:52Z,1130000,,,0,,T. Herro kicked ball VIOLATION,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,202056.0,,,,,,,,,,,,,,,
114,PT03M20.00S,2021-12-14T00:27:34.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626224,93.77463863337714,51.225490196078425,1610612739,16,16,2021-12-14T00:34:52Z,1140000,6.0,6.0,1,right,MISS C. Osman Layup,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,0.86,Missed,,,,,,,,,,,,,,,,,,,
115,PT03M16.00S,2021-12-14T00:27:38.4Z,1,REGULAR,rebound,defensive,[],1630209,,,1610612748,16,16,2021-12-14T00:27:45Z,1150000,,,0,,O. Yurtseven REBOUND (Off:2 Def:1),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,114.0,,,,,,,,,,3.0,1.0,2.0,,,,
116,PT03M09.00S,2021-12-14T00:27:44.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,8.229303547963205,36.27450980392157,1610612748,16,18,2021-12-14T00:40:34Z,1160000,69.0,25.0,1,left,D. Robinson 7' driving Layup (5 PTS),[1629130],1610612748.0,MIA,driving,,,Robinson,D. Robinson,,,,,7.3,Made,,,,,,,,,5.0,,,,,,,,,,
117,PT03M02.00S,2021-12-14T00:27:52.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626224,93.64323258869908,50.0,1610612739,16,18,2021-12-14T00:41:31Z,1170000,0.0,7.0,1,right,MISS C. Osman running reverse Layup,[1626224],1610612739.0,CLE,running reverse,,,Osman,C. Osman,,,,,0.73,Missed,,,,,,,,,,,,,,,,,,,
118,PT02M59.00S,2021-12-14T00:27:55.5Z,1,REGULAR,rebound,defensive,[],1629644,,,1610612748,16,18,2021-12-14T00:41:31Z,1180000,,,0,,K. Okpala REBOUND (Off:0 Def:1),[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,117.0,,,,,,,,,,1.0,1.0,0.0,,,,
119,PT02M53.00S,2021-12-14T00:28:00.4Z,1,REGULAR,turnover,bad pass,[],1629644,,,1610612748,16,18,2021-12-14T00:43:31Z,1190000,,,0,,K. Okpala bad pass TURNOVER (1 TO),"[1629644, 1629636]",1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,1.0,Garland,1629636.0,
120,PT02M53.00S,2021-12-14T00:28:00.4Z,1,REGULAR,steal,,[],1629636,,,1610612739,16,18,2021-12-14T00:28:12Z,1200000,,,0,,D. Garland STEAL (3 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M32.00S,2021-12-14T00:28:21.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201937,71.30420499342969,18.38235294117647,1610612739,19,18,2021-12-14T00:47:04Z,1220000,-158.0,217.0,1,right,R. Rubio 26' 3PT pullup (3 PTS) (C. Osman 1 AST),"[201937, 1626224]",1610612739.0,CLE,pullup,,,Rubio,R. Rubio,,,,,26.86,Made,,,,,,,,,3.0,C. Osman,1626224.0,1.0,,,,,,,
124,PT02M28.00S,2021-12-14T00:28:25.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,6.915243101182654,49.26470588235294,1610612748,19,20,2021-12-14T00:28:33Z,1240000,4.0,13.0,1,left,T. Herro driving floating Jump Shot (2 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,1.3,Made,,,,,,,,,2.0,,,,,,,,,,
125,PT02M22.00S,2021-12-14T00:28:31.5Z,1,REGULAR,3pt,Jump Shot,[],1626224,73.01248357424441,14.215686274509803,1610612739,19,20,2021-12-14T00:28:35Z,1250000,-179.0,201.0,1,right,MISS C. Osman 26' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,26.92,Missed,,,,,,,,,,,,,,,,,,,
126,PT02M22.00S,2021-12-14T00:28:31.5Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,19,20,2021-12-14T00:28:35Z,1260000,,,0,,D. Robinson REBOUND (Off:0 Def:3),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,125.0,,,,,,,,,,3.0,3.0,0.0,,,,
127,PT02M15.00S,2021-12-14T00:28:38.3Z,1,REGULAR,3pt,Jump Shot,[],200768,33.327858081471746,79.41176470588235,1610612748,19,20,2021-12-14T00:28:45Z,1270000,-147.0,261.0,1,left,MISS K. Lowry 29' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,29.94,Missed,,,,,,,,,,,,,,,,,,,
128,PT02M11.00S,2021-12-14T00:28:42.3Z,1,REGULAR,rebound,defensive,[],201937,,,1610612739,19,20,2021-12-14T00:28:45Z,1280000,,,0,,R. Rubio REBOUND (Off:0 Def:1),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,127.0,,,,,,,,,,1.0,1.0,0.0,,,,
129,PT02M04.00S,2021-12-14T00:28:49.1Z,1,REGULAR,3pt,Jump Shot,[],201937,73.14388961892247,84.31372549019608,1610612739,19,20,2021-12-14T00:28:54Z,1290000,172.0,200.0,1,right,MISS R. Rubio 26' 3PT,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,,
130,PT02M01.00S,2021-12-14T00:28:52.1Z,1,REGULAR,rebound,defensive,[],1629644,,,1610612748,19,20,2021-12-14T00:28:54Z,1300000,,,0,,K. Okpala REBOUND (Off:0 Def:2),[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,129.0,,,,,,,,,,2.0,2.0,0.0,,,,
131,PT01M54.00S,2021-12-14T00:28:59.7Z,1,REGULAR,3pt,Jump Shot,[],1629639,31.225361366622867,31.127450980392158,1610612748,19,20,2021-12-14T00:29:05Z,1310000,94.0,241.0,1,left,MISS T. Herro 25' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,,
132,PT01M49.00S,2021-12-14T00:29:03.8Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,19,20,2021-12-14T00:29:03Z,1320000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,131.0,,,,,,,,,,1.0,1.0,0.0,,,,
133,PT01M40.00S,2021-12-14T00:29:17.1Z,1,REGULAR,foul,personal,[],200768,,,1610612739,19,20,2021-12-14T00:29:31Z,1330000,,,0,,K. Lowry personal FOUL (1 PF),"[200768, 201937]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,201245.0,1.0,0.0,Rubio,201937.0,,,,,,,,,,,
135,PT01M40.00S,2021-12-14T00:29:32.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,19,20,2021-12-14T00:29:32Z,1350000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M40.00S,2021-12-14T00:31:49.8Z,1,REGULAR,substitution,out,[],200768,,,1610612739,19,20,2021-12-14T00:32:19Z,1360000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M40.00S,2021-12-14T00:31:49.8Z,1,REGULAR,substitution,out,[],1629130,,,1610612739,19,20,2021-12-14T00:32:19Z,1370000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M40.00S,2021-12-14T00:31:49.8Z,1,REGULAR,substitution,out,[],1630209,,,1610612739,19,20,2021-12-14T00:32:19Z,1380000,,,0,,SUB out: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M40.00S,2021-12-14T00:31:49.8Z,1,REGULAR,substitution,in,[],200782,,,1610612739,19,20,2021-12-14T00:32:19Z,1390000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M40.00S,2021-12-14T00:31:49.8Z,1,REGULAR,substitution,in,[],1629216,,,1610612739,19,20,2021-12-14T00:32:19Z,1400000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M40.00S,2021-12-14T00:31:49.8Z,1,REGULAR,substitution,in,[],1629622,,,1610612739,19,20,2021-12-14T00:32:19Z,1410000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M26.00S,2021-12-14T00:32:48.9Z,1,REGULAR,2pt,Jump Shot,[],201937,84.57621550591328,71.32352941176471,1610612739,19,20,2021-12-14T00:32:54Z,1430000,107.0,92.0,1,right,MISS R. Rubio 14' driving floating Shot,[201937],1610612739.0,CLE,driving floating,,,Rubio,R. Rubio,,,,,14.11,Missed,,,,,,,,,,,,,,,,,,,
147,PT01M25.00S,2021-12-14T00:32:50.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,19,20,2021-12-14T00:32:50Z,1440000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,146.0,,,,,,,,,,,,,,,,
148,PT01M24.00S,2021-12-14T00:32:51.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612739,19,20,2021-12-14T00:32:59Z,1450000,,,0,,CLE shot clock Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,,,,,,201245.0,,,,,,,,,,,,,,,
149,PT01M14.00S,2021-12-14T00:33:01.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629644,5.206964520367937,97.30392156862744,1610612748,19,23,2021-12-14T00:33:06Z,1460000,-237.0,-4.0,1,left,K. Okpala 3PT  (3 PTS) (T. Herro 1 AST),"[1629644, 1629639]",1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,23.65,Made,,,,,,,,,3.0,T. Herro,1629639.0,1.0,,,,,,,
151,PT00M51.40S,2021-12-14T00:33:25.5Z,1,REGULAR,3pt,Jump Shot,[],1629636,59.740473061760845,52.20588235294118,1610612739,22,23,2021-12-14T00:33:29Z,1480000,11.0,326.0,1,right,D. Garland 32' 3PT  (7 PTS) (E. Mobley 2 AST),"[1629636, 1630596]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,32.61,Made,,,,,,,,,7.0,E. Mobley,1630596.0,2.0,,,,,,,
153,PT00M39.30S,2021-12-14T00:33:40.1Z,1,REGULAR,2pt,Jump Shot,[],1629639,23.340998685939553,54.90196078431373,1610612748,22,23,2021-12-14T00:33:46Z,1500000,-25.0,167.0,1,left,MISS T. Herro 16' Jump Shot,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,16.87,Missed,,,,,,,,,,,,,,,,,,,
154,PT00M35.50S,2021-12-14T00:33:43.9Z,1,REGULAR,rebound,offensive,[],200782,,,1610612748,22,23,2021-12-14T00:33:43Z,1510000,,,0,,P. Tucker REBOUND (Off:3 Def:3),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,153.0,,,,,,,,,,6.0,3.0,3.0,,,,
155,PT00M29.90S,2021-12-14T00:33:51.0Z,1,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,22,23,2021-12-14T00:34:00Z,1520000,,,0,,T. Herro bad pass out-of-bounds TURNOVER (2 TO),[1629639],1610612748.0,MIA,bad pass,,,Herro,T. Herro,,,,,,,,,,201245.0,,,,,,,,,,,,2.0,,,
156,PT00M12.00S,2021-12-14T00:34:22.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629644,,,1610612739,22,23,2021-12-14T00:34:37Z,1530000,,,0,,K. Okpala shooting personal FOUL (1 PF) (Mobley 2 FT),"[1629644, 1630596]",1610612748.0,MIA,shooting,,,Okpala,K. Okpala,,,,,,,,,,202056.0,1.0,0.0,Mobley,1630596.0,,,,,,,,,,,
158,PT00M12.00S,2021-12-14T00:34:48.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630596,,,1610612739,22,23,2021-12-14T00:34:48Z,1550000,,,0,,MISS E. Mobley Free Throw 1 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Missed,,,,,,,,,,,,,,,,,,,
159,PT00M12.00S,2021-12-14T00:34:48.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,22,23,2021-12-14T00:34:48Z,1560000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,158.0,,,,,,,,,,,,,,,,
161,PT00M12.00S,2021-12-14T00:34:49.9Z,1,REGULAR,substitution,out,[],201567,,,1610612739,22,23,2021-12-14T00:35:00Z,1570000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M12.00S,2021-12-14T00:34:49.9Z,1,REGULAR,substitution,in,[],1630171,,,1610612739,22,23,2021-12-14T00:35:00Z,1580000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M12.00S,2021-12-14T00:35:12.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630596,,,1610612739,23,23,2021-12-14T00:35:12Z,1590000,,,0,,E. Mobley Free Throw 2 of 2 (1 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Made,,,,,,,,,1.0,,,,,,,,,,
164,PT00M00.80S,2021-12-14T00:35:24.7Z,1,REGULAR,2pt,Jump Shot,[],1629639,14.931011826544022,91.91176470588235,1610612748,23,25,2021-12-14T00:35:35Z,1600000,-210.0,88.0,1,left,T. Herro 22' step back Jump Shot (4 PTS),[1629639],1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,22.73,Made,,,,,,,,,4.0,,,,,,,,,,
165,PT00M00.00S,2021-12-14T00:35:34.9Z,1,REGULAR,period,end,[],0,,,1610612739,23,25,2021-12-14T00:35:34Z,1610000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-12-14T00:36:56.2Z,2,REGULAR,substitution,out,['startperiod'],1630171,,,1610612739,23,25,2021-12-14T00:38:14Z,1620000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-12-14T00:36:56.2Z,2,REGULAR,substitution,in,['startperiod'],201567,,,1610612739,23,25,2021-12-14T00:38:14Z,1630000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-12-14T00:38:15.4Z,2,REGULAR,period,start,[],0,,,1610612748,23,25,2021-12-14T00:38:15Z,1640000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M46.00S,2021-12-14T00:38:29.3Z,2,REGULAR,3pt,Jump Shot,[],1629622,3.235873850197109,95.83333333333334,1610612748,23,25,2021-12-14T00:38:33Z,1650000,-229.0,-22.0,1,left,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,23.03,Missed,,,,,,,,,,,,,,,,,,,
170,PT11M43.00S,2021-12-14T00:38:32.3Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,23,25,2021-12-14T00:38:33Z,1660000,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,169.0,,,,,,,,,,2.0,2.0,0.0,,,,
171,PT11M30.00S,2021-12-14T00:38:44.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,82.47371879106439,49.01960784313725,1610612739,23,25,2021-12-14T00:38:49Z,1670000,-5.0,112.0,1,right,MISS D. Garland 11' Jump Shot,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,11.23,Missed,,,,,,,,,,,,,,,,,,,
172,PT11M26.00S,2021-12-14T00:38:48.5Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,23,25,2021-12-14T00:38:49Z,1680000,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,171.0,,,,,,,,,,1.0,1.0,0.0,,,,
173,PT11M21.00S,2021-12-14T00:38:52.8Z,2,REGULAR,3pt,Jump Shot,[],1629639,26.363337713534822,80.63725490196079,1610612748,23,25,2021-12-14T00:39:02Z,1690000,-153.0,195.0,1,left,MISS T. Herro 24' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,24.82,Missed,,,,,,,,,,,,,,,,,,,
174,PT11M14.00S,2021-12-14T00:38:59.8Z,2,REGULAR,rebound,defensive,[],201937,,,1610612739,23,25,2021-12-14T00:39:02Z,1700000,,,0,,R. Rubio REBOUND (Off:0 Def:2),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,173.0,,,,,,,,,,2.0,2.0,0.0,,,,
175,PT11M08.00S,2021-12-14T00:39:06.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,85.75886990801577,50.98039215686274,1610612739,23,25,2021-12-14T00:39:29Z,1710000,5.0,81.0,1,right,MISS E. Mobley 8' Jump Shot,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,8.15,Missed,,,,,,,,,,,,,,,,,,,
176,PT11M07.00S,2021-12-14T00:39:07.8Z,2,REGULAR,rebound,offensive,[],1630596,,,1610612739,23,25,2021-12-14T00:39:29Z,1720000,,,0,,E. Mobley REBOUND (Off:1 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,175.0,,,,,,,,,,3.0,2.0,1.0,,,,
177,PT11M07.00S,2021-12-14T00:39:30.4Z,2,REGULAR,foul,personal,['2freethrow'],200782,,,1610612739,23,25,2021-12-14T00:39:48Z,1730000,,,0,,P. Tucker shooting personal FOUL (1 PF) (Mobley 2 FT),"[200782, 1630596]",1610612748.0,MIA,shooting,,,Tucker,P. Tucker,,,,,,,,,,201639.0,1.0,0.0,Mobley,1630596.0,,,,,,,,,,,
179,PT11M07.00S,2021-12-14T00:39:50.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630596,,,1610612739,24,25,2021-12-14T00:39:50Z,1750000,,,0,,E. Mobley Free Throw 1 of 2 (2 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Made,,,,,,,,,2.0,,,,,,,,,,
180,PT11M07.00S,2021-12-14T00:39:58.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630596,,,1610612739,25,25,2021-12-14T00:39:58Z,1760000,,,0,,E. Mobley Free Throw 2 of 2 (3 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Made,,,,,,,,,3.0,,,,,,,,,,
181,PT10M56.00S,2021-12-14T00:40:15.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,25,25,2021-12-14T00:40:15Z,1770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M51.00S,2021-12-14T00:40:35.0Z,2,REGULAR,3pt,Jump Shot,[],1629622,25.57490144546649,82.84313725490196,1610612748,25,25,2021-12-14T00:50:16Z,1780000,-164.0,188.0,1,left,MISS M. Strus 24' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,24.95,Missed,,,,,,,,,,,,,,,,,,,
