actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
79,PT06M03.00S,2021-11-13T00:52:04.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628367,5.590000152587891,50.0,1610612765,12,11,2021-11-13T00:55:09Z,790000,0.0,0.0,1,left,J. Jackson putback Layup (2 PTS),[1628367],1610612765.0,DET,putback,,,Jackson,J. Jackson,,,,,,,,,,0.0,Made,2.0,,,,,,,,,,,,,
80,PT06M03.00S,2021-11-13T00:52:12.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,12,11,2021-11-13T00:52:12Z,800000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M03.00S,2021-11-13T00:54:25.2Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,12,11,2021-11-13T00:54:58Z,810000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M03.00S,2021-11-13T00:54:25.2Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,12,11,2021-11-13T00:54:58Z,820000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M03.00S,2021-11-13T00:54:25.2Z,1,REGULAR,substitution,in,[],201937,,,1610612739,12,11,2021-11-13T00:54:58Z,830000,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M03.00S,2021-11-13T00:54:25.2Z,1,REGULAR,substitution,in,[],1626224,,,1610612739,12,11,2021-11-13T00:54:58Z,840000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M40.00S,2021-11-13T00:55:21.9Z,1,REGULAR,2pt,Jump Shot,[],1629731,93.11760840998686,23.774509803921568,1610612739,12,11,2021-11-13T00:55:28Z,850000,-131.0,12.0,1,right,MISS D. Wade 13' turnaround Shot,[1629731],1610612739.0,CLE,turnaround,,,Wade,D. Wade,,,,,,,,,,13.17,Missed,,,,,,,,,,,,,,
86,PT05M37.00S,2021-11-13T00:55:24.6Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,12,11,2021-11-13T00:55:24Z,860000,,,0,,C. Cunningham REBOUND (Off:1 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,85.0,2.0,1.0,1.0,,,,,,,,,
87,PT05M35.00S,2021-11-13T00:55:31.0Z,1,REGULAR,turnover,traveling,[],1630595,,,1610612765,12,11,2021-11-13T00:55:42Z,870000,,,0,,C. Cunningham traveling TURNOVER (2 TO),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,201638.0,,,,,,,,,,,,2.0,,,,,,,,
88,PT05M22.00S,2021-11-13T00:55:58.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630171,92.46057818659659,49.50980392156863,1610612739,12,11,2021-11-13T00:56:12Z,880000,-2.0,18.0,1,right,MISS I. Okoro driving Layup,[1630171],1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,,,,,,1.86,Missed,,,,,,,,,,,,,,
89,PT05M22.00S,2021-11-13T00:56:02.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,12,11,2021-11-13T00:56:02Z,890000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,88.0,,,,,,,,,,,,
90,PT05M22.00S,2021-11-13T00:56:04.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,12,11,2021-11-13T00:56:04Z,900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M08.00S,2021-11-13T00:56:29.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201937,69.72733245729303,70.58823529411765,1610612739,12,11,2021-11-13T00:56:33Z,910000,103.0,232.0,1,right,MISS R. Rubio 25' 3PT,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,25.39,Missed,,,,,,,,,,,,,,
92,PT05M05.00S,2021-11-13T00:56:32.0Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,12,11,2021-11-13T00:56:32Z,920000,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,,
93,PT04M57.00S,2021-11-13T00:56:40.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,16.770696452036795,51.225490196078425,1610612765,12,11,2021-11-13T00:56:46Z,930000,-6.0,105.0,1,left,MISS S. Bey 10' pullup Shot,[1630180],1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,,,,,,10.53,Missed,,,,,,,,,,,,,,
94,PT04M54.00S,2021-11-13T00:56:43.6Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,12,11,2021-11-13T00:56:46Z,940000,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,93.0,2.0,2.0,0.0,,,,,,,,,
95,PT04M46.00S,2021-11-13T00:56:50.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201937,93.24901445466492,49.754901960784316,1610612739,14,11,2021-11-13T00:56:59Z,950000,-1.0,11.0,1,right,R. Rubio reverse Layup (2 PTS),[201937],1610612739.0,CLE,reverse,,,Rubio,R. Rubio,,,,,,,,,,1.11,Made,2.0,,,,,,,,,,,,,
96,PT04M24.00S,2021-11-13T00:57:12.6Z,1,REGULAR,3pt,Jump Shot,[],1630165,5.732588699080158,3.1862745098039214,1610612765,14,14,2021-11-13T00:57:17Z,960000,234.0,1.0,1,left,K. Hayes 3PT  (3 PTS) (J. Jackson 1 AST),"[1630165, 1628367]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,23.41,Made,3.0,,,,,,,,J. Jackson,1628367.0,1.0,,,
98,PT04M09.00S,2021-11-13T00:57:28.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,86.02168199737189,49.754901960784316,1610612739,14,14,2021-11-13T00:57:39Z,980000,-1.0,79.0,1,right,MISS J. Allen 7' turnaround Hook,[1628386],1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,,,,,,7.89,Missed,,,,,,,,,,,,,,
99,PT04M05.00S,2021-11-13T00:57:32.2Z,1,REGULAR,rebound,defensive,[],1628367,,,1610612765,14,14,2021-11-13T00:57:39Z,990000,,,0,,J. Jackson REBOUND (Off:1 Def:1),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,98.0,2.0,1.0,1.0,,,,,,,,,
100,PT03M54.00S,2021-11-13T00:57:45.4Z,1,REGULAR,2pt,Jump Shot,[],1628367,10.988830486202366,31.61764705882353,1610612765,14,14,2021-11-13T00:57:57Z,1000000,92.0,51.0,1,left,MISS J. Jackson 10' driving floating Shot - blocked,"[1628367, 1628386]",1610612765.0,DET,driving floating,,,Jackson,J. Jackson,,,,,,,,,,10.5,Missed,,,,,,,,,,,,Allen,1628386.0,
101,PT03M54.00S,2021-11-13T00:57:45.4Z,1,REGULAR,block,,[],1628386,,,1610612765,14,14,2021-11-13T00:57:52Z,1010000,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M54.00S,2021-11-13T00:57:45.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,14,14,2021-11-13T00:57:57Z,1020000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,
119,PT03M54.00S,2021-11-13T00:57:47.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,14,14,2021-11-13T01:00:41Z,1022500,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M54.00S,2021-11-13T00:57:50.0Z,1,REGULAR,substitution,out,[],1630165,,,1610612765,14,14,2021-11-13T00:58:59Z,1025000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M54.00S,2021-11-13T00:57:50.0Z,1,REGULAR,substitution,in,[],202709,,,1610612765,14,14,2021-11-13T00:58:59Z,1027500,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M54.00S,2021-11-13T00:57:54.6Z,1,REGULAR,substitution,out,[],1628386,,,1610612765,14,14,2021-11-13T00:58:24Z,1030000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M54.00S,2021-11-13T00:57:54.6Z,1,REGULAR,substitution,out,[],1629731,,,1610612765,14,14,2021-11-13T00:58:24Z,1040000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M54.00S,2021-11-13T00:57:54.6Z,1,REGULAR,substitution,out,[],1630171,,,1610612765,14,14,2021-11-13T00:58:24Z,1050000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M54.00S,2021-11-13T00:57:54.6Z,1,REGULAR,substitution,in,[],1630596,,,1610612765,14,14,2021-11-13T00:58:24Z,1060000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M54.00S,2021-11-13T00:57:54.6Z,1,REGULAR,substitution,in,[],1630205,,,1610612765,14,14,2021-11-13T00:58:24Z,1070000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M54.00S,2021-11-13T00:57:54.6Z,1,REGULAR,substitution,in,[],1629636,,,1610612765,14,14,2021-11-13T00:58:24Z,1080000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M53.00S,2021-11-13T00:58:25.6Z,1,REGULAR,turnover,traveling,[],1630180,,,1610612765,14,14,2021-11-13T00:58:41Z,1090000,,,0,,S. Bey traveling TURNOVER (1 TO),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,201638.0,,,,,,,,,,,,1.0,,,,,,,,
110,PT03M32.00S,2021-11-13T00:58:52.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630596,68.80749014454665,28.921568627450984,1610612739,17,14,2021-11-13T00:59:05Z,1100000,-105.0,241.0,1,right,E. Mobley 26' 3PT  (4 PTS) (R. Rubio 1 AST),"[1630596, 201937]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,26.28,Made,4.0,,,,,,,,R. Rubio,201937.0,1.0,,,
114,PT03M23.00S,2021-11-13T00:59:01.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,5.601182654402102,49.50980392156863,1610612765,17,16,2021-11-13T00:59:10Z,1120000,2.0,0.0,1,left,C. Cunningham driving Layup (5 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,,,,,,0.25,Made,5.0,,,,,,,,,,,,,
115,PT03M12.00S,2021-11-13T00:59:13.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,92.9862023653088,51.470588235294116,1610612739,17,16,2021-11-13T01:07:45Z,1130000,7.0,13.0,1,right,MISS E. Mobley alley-oop DUNK,[1630596],1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,,,,,,1.53,Missed,,,,,,,,,,,,,,
116,PT03M09.00S,2021-11-13T00:59:16.6Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,17,16,2021-11-13T01:08:06Z,1140000,,,0,,S. Bey REBOUND (Off:1 Def:2),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,115.0,3.0,2.0,1.0,,,,,,,,,
117,PT03M06.00S,2021-11-13T00:59:18.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628367,5.995400788436268,48.529411764705884,1610612765,17,18,2021-11-13T01:36:26Z,1150000,7.0,4.0,1,left,J. Jackson running Layup (4 PTS),[1628367],1610612765.0,DET,running,,,Jackson,J. Jackson,,,,,,,,,,0.84,Made,4.0,,,,,,,,,,,,,
118,PT03M03.00S,2021-11-13T00:59:56.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,17,18,2021-11-13T00:59:56Z,1160000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M03.00S,2021-11-13T01:01:48.9Z,1,REGULAR,substitution,out,[],1630205,,,1610612739,17,18,2021-11-13T01:02:19Z,1170000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M03.00S,2021-11-13T01:01:48.9Z,1,REGULAR,substitution,out,[],1630568,,,1610612739,17,18,2021-11-13T01:02:19Z,1180000,,,0,,SUB out: L. Garza,[1630568],1610612765.0,DET,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M03.00S,2021-11-13T01:01:48.9Z,1,REGULAR,substitution,in,[],1629685,,,1610612739,17,18,2021-11-13T01:02:19Z,1190000,,,0,,SUB in: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M03.00S,2021-11-13T01:01:48.9Z,1,REGULAR,substitution,in,[],1626168,,,1610612739,17,18,2021-11-13T01:02:19Z,1200000,,,0,,SUB in: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M42.00S,2021-11-13T01:02:45.8Z,1,REGULAR,3pt,Jump Shot,[],1629685,89.96386333771353,2.941176470588235,1610612739,17,18,2021-11-13T01:02:50Z,1210000,-235.0,42.0,1,right,MISS D. Windler 3PT,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,23.9,Missed,,,,,,,,,,,,,,
125,PT02M40.00S,2021-11-13T01:02:47.8Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,17,18,2021-11-13T01:02:50Z,1220000,,,0,,S. Bey REBOUND (Off:1 Def:3),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,124.0,4.0,3.0,1.0,,,,,,,,,
126,PT02M26.00S,2021-11-13T01:03:03.1Z,1,REGULAR,turnover,lost ball,[],1630595,,,1610612765,17,18,2021-11-13T01:03:08Z,1230000,,,0,,C. Cunningham lost ball TURNOVER (3 TO),"[1630595, 201937]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,3.0,Rubio,201937.0,,,,,,
127,PT02M26.00S,2021-11-13T01:03:03.1Z,1,REGULAR,steal,,[],201937,,,1610612739,17,18,2021-11-13T01:03:05Z,1240000,,,0,,R. Rubio STEAL (1 STL),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M19.00S,2021-11-13T01:03:08.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626224,94.03745072273325,51.225490196078425,1610612739,19,18,2021-11-13T01:03:17Z,1250000,6.0,4.0,1,right,C. Osman Layup (2 PTS) (D. Windler 1 AST),"[1626224, 1629685]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,0.7,Made,2.0,,,,,,,,D. Windler,1629685.0,1.0,,,
130,PT01M58.00S,2021-11-13T01:03:30.5Z,1,REGULAR,turnover,bad pass,[],1626168,,,1610612765,19,18,2021-11-13T01:03:36Z,1270000,,,0,,T. Lyles bad pass TURNOVER (1 TO),"[1626168, 201937]",1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,1.0,Rubio,201937.0,,,,,,
131,PT01M58.00S,2021-11-13T01:03:30.5Z,1,REGULAR,steal,,[],201937,,,1610612739,19,18,2021-11-13T01:03:34Z,1280000,,,0,,R. Rubio STEAL (2 STL),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M53.00S,2021-11-13T01:03:35.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626224,93.51182654402102,49.754901960784316,1610612739,21,18,2021-11-13T01:03:46Z,1290000,-1.0,8.0,1,right,C. Osman running Layup (4 PTS) (R. Rubio 2 AST),"[1626224, 201937]",1610612739.0,CLE,running,,,Osman,C. Osman,,,,,,,,,,0.86,Made,4.0,,,,,,,,R. Rubio,201937.0,2.0,,,
134,PT01M43.00S,2021-11-13T01:03:46.0Z,1,REGULAR,3pt,Jump Shot,[],1630595,28.33442838370565,20.588235294117645,1610612765,21,18,2021-11-13T01:03:50Z,1310000,147.0,214.0,1,left,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,25.95,Missed,,,,,,,,,,,,,,
135,PT01M39.00S,2021-11-13T01:03:50.0Z,1,REGULAR,rebound,defensive,[],201937,,,1610612739,21,18,2021-11-13T01:03:50Z,1320000,,,0,,R. Rubio REBOUND (Off:0 Def:1),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,134.0,1.0,1.0,0.0,,,,,,,,,
136,PT01M18.00S,2021-11-13T01:04:12.2Z,1,REGULAR,3pt,Jump Shot,[],1629636,58.42641261498029,63.23529411764706,1610612739,21,18,2021-11-13T01:04:18Z,1330000,66.0,338.0,1,right,MISS D. Garland 34' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,34.47,Missed,,,,,,,,,,,,,,
137,PT01M18.00S,2021-11-13T01:04:12.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,21,18,2021-11-13T01:04:18Z,1340000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,136.0,,,,,,,,,,,,
174,PT01M18.00S,2021-11-13T01:04:15.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,21,18,2021-11-13T01:10:46Z,1345000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M18.00S,2021-11-13T01:04:18.1Z,1,REGULAR,substitution,out,[],1630595,,,1610612765,21,18,2021-11-13T01:04:23Z,1350000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M18.00S,2021-11-13T01:04:18.1Z,1,REGULAR,substitution,in,[],1628402,,,1610612765,21,18,2021-11-13T01:04:23Z,1360000,,,0,,SUB in: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M00.00S,2021-11-13T01:04:46.6Z,1,REGULAR,3pt,Jump Shot,[],1626168,33.196452036793694,47.549019607843135,1610612765,21,18,2021-11-13T01:04:53Z,1370000,12.0,260.0,1,left,MISS T. Lyles 25' 3PT,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,25.98,Missed,,,,,,,,,,,,,,
141,PT00M58.20S,2021-11-13T01:04:48.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,21,18,2021-11-13T01:04:53Z,1380000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,,
179,PT00M58.20S,2021-11-13T01:04:58.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,21,18,2021-11-13T01:11:57Z,1385000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M42.90S,2021-11-13T01:05:10.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,92.46057818659659,48.77450980392157,1610612739,21,18,2021-11-13T01:05:22Z,1390000,-6.0,18.0,1,right,MISS E. Mobley cutting DUNK - blocked,"[1630596, 1628402]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,,,,,,1.94,Missed,,,,,,,,,,,,Jackson,1628402.0,
143,PT00M42.90S,2021-11-13T01:05:10.7Z,1,REGULAR,block,,[],1628402,,,1610612739,21,18,2021-11-13T01:07:53Z,1400000,,,0,,F. Jackson BLOCK (1 BLK),[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M40.30S,2021-11-13T01:05:13.3Z,1,REGULAR,rebound,defensive,[],1628402,,,1610612765,21,18,2021-11-13T01:05:31Z,1410000,,,0,,F. Jackson REBOUND (Off:0 Def:1),[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,142.0,1.0,1.0,0.0,,,,,,,,,
145,PT00M34.20S,2021-11-13T01:05:23.1Z,1,REGULAR,turnover,out-of-bounds,[],1630180,,,1610612765,21,18,2021-11-13T01:05:51Z,1420000,,,0,,S. Bey bad pass out-of-bounds TURNOVER (2 TO),[1630180],1610612765.0,DET,bad pass,,,Bey,S. Bey,,,,,1628484.0,,,,,,,,,,,,2.0,,,,,,,,
146,PT00M28.80S,2021-11-13T01:05:28.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629636,62.36859395532195,31.127450980392158,1610612739,24,18,2021-11-13T01:37:00Z,1430000,-94.0,301.0,1,right,D. Garland 31' 3PT running pullup (8 PTS),[1629636],1610612739.0,CLE,running pullup,,,Garland,D. Garland,,,,,,,,,,31.56,Made,8.0,,,,,,,,,,,,,
147,PT00M15.70S,2021-11-13T01:05:49.2Z,1,REGULAR,foul,offensive,[],1628402,,,1610612765,24,18,2021-11-13T01:06:13Z,1440000,,,0,,F. Jackson offensive FOUL (1 PF),"[1628402, 1629636]",1610612765.0,DET,,,,Jackson,F. Jackson,,,,,1162.0,1.0,0.0,Garland,1629636.0,,,,,,,,,,,,,,,,
149,PT00M15.70S,2021-11-13T01:05:49.2Z,1,REGULAR,turnover,offensive foul,[],1628402,,,1610612765,24,18,2021-11-13T01:05:49Z,1460000,,,0,,F. Jackson offensive foul TURNOVER (1 TO),[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,1162.0,,,,,,,,,,,,1.0,,,,,,,,
150,PT00M02.40S,2021-11-13T01:06:13.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629636,60.92312746386334,57.59803921568627,1610612739,24,18,2021-11-13T01:06:19Z,1470000,38.0,315.0,1,right,MISS D. Garland 31' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,31.71,Missed,,,,,,,,,,,,,,
151,PT00M02.40S,2021-11-13T01:06:13.4Z,1,REGULAR,rebound,defensive,[],1628367,,,1610612765,24,18,2021-11-13T01:06:19Z,1480000,,,0,,J. Jackson REBOUND (Off:1 Def:2),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,150.0,3.0,2.0,1.0,,,,,,,,,
152,PT00M00.00S,2021-11-13T01:06:21.9Z,1,REGULAR,period,end,[],0,,,1610612765,24,18,2021-11-13T01:06:21Z,1490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2021-11-13T01:08:13.6Z,2,REGULAR,substitution,out,['startperiod'],1630180,,,1610612765,24,18,2021-11-13T01:08:56Z,1500000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-11-13T01:08:13.6Z,2,REGULAR,substitution,in,['startperiod'],1630191,,,1610612765,24,18,2021-11-13T01:08:56Z,1510000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-11-13T01:09:03.8Z,2,REGULAR,period,start,[],0,,,1610612765,24,18,2021-11-13T01:09:03Z,1520000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M46.00S,2021-11-13T01:09:16.2Z,2,REGULAR,3pt,Jump Shot,[],1628367,8.754927726675426,3.1862745098039214,1610612765,24,18,2021-11-13T01:09:20Z,1530000,234.0,30.0,1,left,MISS J. Jackson 3PT,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,23.6,Missed,,,,,,,,,,,,,,
157,PT11M43.00S,2021-11-13T01:09:19.2Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,24,18,2021-11-13T01:09:20Z,1540000,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,156.0,2.0,2.0,0.0,,,,,,,,,
158,PT11M38.00S,2021-11-13T01:09:25.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,94.03745072273325,50.0,1610612739,26,18,2021-11-13T01:09:34Z,1550000,0.0,4.0,1,right,D. Garland cutting Layup (10 PTS) (R. Rubio 3 AST),"[1629636, 201937]",1610612739.0,CLE,cutting,,,Garland,D. Garland,,,,,,,,,,0.35,Made,10.0,,,,,,,,R. Rubio,201937.0,3.0,,,
160,PT11M27.00S,2021-11-13T01:09:36.2Z,2,REGULAR,turnover,bad pass,[],1628367,,,1610612765,26,18,2021-11-13T01:16:26Z,1570000,,,0,,J. Jackson bad pass TURNOVER (1 TO),"[1628367, 1629636]",1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,1.0,Garland,1629636.0,,,,,,
161,PT11M27.00S,2021-11-13T01:09:36.2Z,2,REGULAR,steal,,[],1629636,,,1610612739,26,18,2021-11-13T01:09:39Z,1580000,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M25.00S,2021-11-13T01:09:44.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629636,91.5407358738502,46.32352941176471,1610612739,26,18,2021-11-13T01:39:32Z,1590000,-18.0,27.0,1,right,MISS D. Garland running Layup - blocked,"[1629636, 202709]",1610612739.0,CLE,running,,,Garland,D. Garland,,,,,,,,,,3.27,Missed,,,,,,,,,,,,Joseph,202709.0,
