actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
92,PT04M06.00S,2022-01-17T20:24:50.5Z,1,REGULAR,substitution,in,[],200746,,,1610612739,16,22,2022-01-17T20:25:16Z,920000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M06.00S,2022-01-17T20:24:50.5Z,1,REGULAR,substitution,in,[],1630560,,,1610612739,16,22,2022-01-17T20:25:16Z,930000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M52.00S,2022-01-17T20:25:39.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626224,88.51839684625493,37.254901960784316,1610612739,18,22,2022-01-17T20:25:45Z,940000,-64.0,55.0,1,right,C. Osman 8' driving floating Jump Shot (2 PTS),[1626224],1610612739.0,CLE,driving floating,,,Osman,C. Osman,,,,,,,,8.44,Made,2.0,,,,,,,,,,,,,,,
95,PT03M39.00S,2022-01-17T20:25:59.2Z,1,REGULAR,foul,personal,['3freethrow'],1630171,,,1610612751,18,22,2022-01-17T20:26:14Z,950000,,,0,,I. Okoro shooting personal FOUL (1 PF) (Harden 3 FT),"[1630171, 201935]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,202035.0,1.0,0.0,Harden,201935.0,,,
97,PT03M39.00S,2022-01-17T20:26:23.4Z,1,REGULAR,freethrow,1 of 3,[],201935,,,1610612751,18,22,2022-01-17T20:26:23Z,970000,,,0,,MISS J. Harden Free Throw 1 of 3,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,Missed,,,,,,,,,,,,,,,,
98,PT03M39.00S,2022-01-17T20:26:23.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,18,22,2022-01-17T20:26:23Z,980000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,
99,PT03M39.00S,2022-01-17T20:26:37.0Z,1,REGULAR,freethrow,2 of 3,[],201935,,,1610612751,18,22,2022-01-17T20:26:37Z,990000,,,0,,MISS J. Harden Free Throw 2 of 3,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,Missed,,,,,,,,,,,,,,,,
100,PT03M39.00S,2022-01-17T20:26:37.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,18,22,2022-01-17T20:26:37Z,1000000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,
101,PT03M39.00S,2022-01-17T20:26:50.3Z,1,REGULAR,freethrow,3 of 3,[],201935,,,1610612751,18,23,2022-01-17T20:26:50Z,1010000,,,0,,J. Harden Free Throw 3 of 3 (4 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
102,PT03M25.00S,2022-01-17T20:27:09.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,18,23,2022-01-17T20:27:09Z,1020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M17.00S,2022-01-17T20:27:26.3Z,1,REGULAR,3pt,Jump Shot,[],1626224,81.15965834428384,97.05882352941177,1610612739,18,23,2022-01-17T20:27:30Z,1030000,235.0,125.0,1,right,MISS C. Osman 26' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,26.63,Missed,,,,,,,,,,,,,,,,
104,PT03M15.00S,2022-01-17T20:27:28.6Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,18,23,2022-01-17T20:27:28Z,1040000,,,0,,J. Allen REBOUND (Off:1 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,103.0,5.0,4.0,1.0,,,,,,,,,,,
105,PT03M11.00S,2022-01-17T20:27:32.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201567,76.82325886990802,88.23529411764706,1610612739,18,23,2022-01-17T20:27:37Z,1050000,191.0,165.0,1,right,MISS K. Love 25' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,25.28,Missed,,,,,,,,,,,,,,,,
106,PT03M08.00S,2022-01-17T20:27:35.7Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,18,23,2022-01-17T20:27:37Z,1060000,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,105.0,1.0,1.0,0.0,,,,,,,,,,,
107,PT03M03.00S,2022-01-17T20:27:40.5Z,1,REGULAR,turnover,lost ball,[],1630560,,,1610612751,18,23,2022-01-17T20:27:44Z,1070000,,,0,,C. Thomas lost ball TURNOVER (1 TO),"[1630560, 1629636]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,1.0,Garland,1629636.0,,,,,,,,,,,,,,,,,,
108,PT03M03.00S,2022-01-17T20:27:40.5Z,1,REGULAR,steal,,[],1629636,,,1610612739,18,23,2022-01-17T20:27:42Z,1080000,,,0,,D. Garland STEAL (2 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M58.00S,2022-01-17T20:27:45.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630171,93.51182654402102,51.71568627450981,1610612739,20,23,2022-01-17T20:27:50Z,1090000,9.0,8.0,1,right,I. Okoro running DUNK (4 PTS) (D. Garland 4 AST),"[1630171, 1629636]",1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,,,,1.21,Made,4.0,,,,,D. Garland,1629636.0,4.0,,,,,,,,
111,PT02M38.00S,2022-01-17T20:28:04.9Z,1,REGULAR,3pt,Jump Shot,[],201935,26.757555847568987,18.38235294117647,1610612751,20,23,2022-01-17T20:28:09Z,1110000,158.0,199.0,1,left,MISS J. Harden 25' 3PT,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,25.42,Missed,,,,,,,,,,,,,,,,
112,PT02M36.00S,2022-01-17T20:28:06.9Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,20,23,2022-01-17T20:28:09Z,1120000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,,,
113,PT02M27.00S,2022-01-17T20:28:16.5Z,1,REGULAR,foul,personal,['3freethrow'],1630560,,,1610612739,20,23,2022-01-17T20:28:38Z,1130000,,,0,,C. Thomas shooting personal FOUL (1 PF) (Love 3 FT),"[1630560, 201567]",1610612751.0,BKN,shooting,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,202035.0,1.0,0.0,Love,201567.0,,,
115,PT02M27.00S,2022-01-17T20:28:51.3Z,1,REGULAR,freethrow,1 of 3,[],201567,,,1610612739,21,23,2022-01-17T20:28:51Z,1150000,,,0,,K. Love Free Throw 1 of 3 (1 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
116,PT02M27.00S,2022-01-17T20:29:04.0Z,1,REGULAR,freethrow,2 of 3,[],201567,,,1610612739,22,23,2022-01-17T20:29:04Z,1160000,,,0,,K. Love Free Throw 2 of 3 (2 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
117,PT02M27.00S,2022-01-17T20:29:04.8Z,1,REGULAR,substitution,out,[],201935,,,1610612739,22,23,2022-01-17T20:29:16Z,1170000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M27.00S,2022-01-17T20:29:04.8Z,1,REGULAR,substitution,out,[],1630556,,,1610612739,22,23,2022-01-17T20:29:16Z,1180000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M27.00S,2022-01-17T20:29:04.8Z,1,REGULAR,substitution,in,[],201988,,,1610612739,22,23,2022-01-17T20:29:16Z,1190000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M27.00S,2022-01-17T20:29:04.8Z,1,REGULAR,substitution,in,[],202681,,,1610612739,22,23,2022-01-17T20:29:16Z,1200000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M27.00S,2022-01-17T20:29:29.9Z,1,REGULAR,freethrow,3 of 3,[],201567,,,1610612739,23,23,2022-01-17T20:29:29Z,1210000,,,0,,K. Love Free Throw 3 of 3 (3 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
122,PT02M10.00S,2022-01-17T20:29:47.8Z,1,REGULAR,2pt,Jump Shot,[],202681,13.485545335085414,28.921568627450984,1610612751,23,25,2022-01-17T20:29:52Z,1220000,105.0,74.0,1,left,K. Irving 12' turnaround fadeaway Jump Shot (7 PTS),[202681],1610612751.0,BKN,turnaround fadeaway,,,Irving,K. Irving,,,,,,,,12.9,Made,7.0,,,,,,,,,,,,,,,
123,PT01M57.00S,2022-01-17T20:30:00.7Z,1,REGULAR,2pt,Jump Shot,[],1629636,85.10183968462549,74.26470588235294,1610612739,25,25,2022-01-17T20:30:04Z,1230000,121.0,88.0,1,right,D. Garland 14' pullup Jump Shot (9 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,,,,14.96,Made,9.0,,,,,,,,,,,,,,,
124,PT01M50.00S,2022-01-17T20:30:07.5Z,1,REGULAR,2pt,Jump Shot,[],201988,25.57490144546649,44.11764705882353,1610612751,25,27,2022-01-17T20:30:13Z,1240000,29.0,188.0,1,left,P. Mills 19' pullup Jump Shot (8 PTS),[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,,,,19.02,Made,8.0,,,,,,,,,,,,,,,
126,PT01M35.00S,2022-01-17T20:30:22.8Z,1,REGULAR,3pt,Jump Shot,[],1629636,77.87450722733246,7.107843137254902,1610612739,28,27,2022-01-17T20:30:27Z,1260000,-214.0,155.0,1,right,D. Garland 26' 3PT  (12 PTS) (K. Love 1 AST),"[1629636, 201567]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,26.49,Made,12.0,,,,,K. Love,201567.0,1.0,,,,,,,,
128,PT01M19.00S,2022-01-17T20:30:38.7Z,1,REGULAR,3pt,Jump Shot,[],202681,29.77989487516426,78.92156862745098,1610612751,28,27,2022-01-17T20:30:42Z,1280000,-145.0,227.0,1,left,MISS K. Irving 26' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,26.95,Missed,,,,,,,,,,,,,,,,
129,PT01M17.00S,2022-01-17T20:30:40.7Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612739,28,27,2022-01-17T20:30:42Z,1290000,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,,,,
130,PT01M13.00S,2022-01-17T20:30:45.1Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,28,27,2022-01-17T20:30:48Z,1300000,,,0,,D. Garland bad pass TURNOVER (3 TO),"[1629636, 1628971]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,3.0,Brown,1628971.0,,,,,,,,,,,,,,,,,,
131,PT01M13.00S,2022-01-17T20:30:45.1Z,1,REGULAR,steal,,[],1628971,,,1610612751,28,27,2022-01-17T20:30:47Z,1310000,,,0,,B. Brown STEAL (1 STL),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M07.00S,2022-01-17T20:30:50.2Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1630560,12.040078843626807,23.03921568627451,1610612751,28,29,2022-01-17T20:30:54Z,1320000,135.0,61.0,1,left,C. Thomas 14' pullup Jump Shot (2 PTS) (K. Irving 3 AST),"[1630560, 202681]",1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,,,,14.78,Made,2.0,,,,,K. Irving,202681.0,3.0,,,,,,,,
134,PT00M55.10S,2022-01-17T20:31:04.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201567,90.75229960578186,34.31372549019608,1610612739,28,29,2022-01-17T20:31:08Z,1340000,-78.0,34.0,1,right,MISS K. Love 8' Jump Shot - blocked,"[201567, 200746]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,8.56,Missed,,,,,,,,,,,,,,Aldridge,200746.0,
135,PT00M55.10S,2022-01-17T20:31:04.0Z,1,REGULAR,block,,[],200746,,,1610612739,28,29,2022-01-17T20:31:07Z,1350000,,,0,,L. Aldridge BLOCK (1 BLK),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M50.90S,2022-01-17T20:31:08.2Z,1,REGULAR,rebound,offensive,[],1626224,,,1610612739,28,29,2022-01-17T20:31:08Z,1360000,,,0,,C. Osman REBOUND (Off:1 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,134.0,2.0,1.0,1.0,,,,,,,,,,,
137,PT00M50.40S,2022-01-17T20:31:09.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626224,66.96780551905388,26.96078431372549,1610612739,28,29,2022-01-17T20:31:13Z,1370000,-115.0,258.0,1,right,MISS C. Osman 28' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,28.26,Missed,,,,,,,,,,,,,,,,
138,PT00M50.40S,2022-01-17T20:31:09.1Z,1,REGULAR,rebound,defensive,[],201988,,,1610612751,28,29,2022-01-17T20:31:13Z,1380000,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,137.0,1.0,1.0,0.0,,,,,,,,,,,
139,PT00M50.40S,2022-01-17T20:31:13.4Z,1,REGULAR,foul,personal,[],1626224,,,1610612751,28,29,2022-01-17T20:31:20Z,1390000,,,0,,C. Osman personal FOUL (1 PF),"[1626224, 201988]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,202035.0,1.0,0.0,Mills,201988.0,,,
141,PT00M50.40S,2022-01-17T20:31:30.7Z,1,REGULAR,instantreplay,request,[],0,,,1610612751,28,29,2022-01-17T20:32:26Z,1410000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,2004.0,,,,,,,Common Foul Upheld
142,PT00M50.40S,2022-01-17T20:32:29.8Z,1,REGULAR,substitution,out,[],1629636,,,1610612751,28,29,2022-01-17T20:32:48Z,1420000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M50.40S,2022-01-17T20:32:29.8Z,1,REGULAR,substitution,out,[],1628386,,,1610612751,28,29,2022-01-17T20:32:48Z,1430000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M50.40S,2022-01-17T20:32:29.8Z,1,REGULAR,substitution,out,[],1630171,,,1610612751,28,29,2022-01-17T20:32:48Z,1440000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M50.40S,2022-01-17T20:32:29.8Z,1,REGULAR,substitution,in,[],1630596,,,1610612751,28,29,2022-01-17T20:32:48Z,1450000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M50.40S,2022-01-17T20:32:29.8Z,1,REGULAR,substitution,in,[],1629685,,,1610612751,28,29,2022-01-17T20:32:48Z,1460000,,,0,,SUB in: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M50.40S,2022-01-17T20:32:29.8Z,1,REGULAR,substitution,in,[],1629164,,,1610612751,28,29,2022-01-17T20:32:48Z,1470000,,,0,,SUB in: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M38.70S,2022-01-17T20:32:56.6Z,1,REGULAR,turnover,bad pass,[],202681,,,1610612751,28,29,2022-01-17T20:33:02Z,1480000,,,0,,K. Irving bad pass TURNOVER (1 TO),"[202681, 1629164]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,1.0,Goodwin,1629164.0,,,,,,,,,,,,,,,,,,
149,PT00M38.70S,2022-01-17T20:32:56.6Z,1,REGULAR,steal,,[],1629164,,,1610612739,28,29,2022-01-17T20:32:58Z,1490000,,,0,,B. Goodwin STEAL (1 STL),[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M37.10S,2022-01-17T20:33:04.9Z,1,REGULAR,foul,personal,[],202681,,,1610612739,28,29,2022-01-17T20:33:11Z,1500000,,,0,,K. Irving personal FOUL (1 PF),"[202681, 1629164]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,201245.0,1.0,0.0,Goodwin,1629164.0,,,
152,PT00M30.70S,2022-01-17T20:33:21.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626224,92.85479632063075,50.73529411764706,1610612739,30,29,2022-01-17T20:33:27Z,1520000,4.0,15.0,1,right,C. Osman cutting Layup (4 PTS) (K. Love 2 AST),"[1626224, 201567]",1610612739.0,CLE,cutting,,,Osman,C. Osman,,,,,,,,1.52,Made,4.0,,,,,K. Love,201567.0,2.0,,,,,,,,
154,PT00M14.00S,2022-01-17T20:33:41.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200746,16.507884362680684,34.55882352941176,1610612751,30,31,2022-01-17T20:33:45Z,1540000,77.0,103.0,1,left,L. Aldridge 12' Jump Shot (2 PTS) (K. Irving 4 AST),"[200746, 202681]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,12.85,Made,2.0,,,,,K. Irving,202681.0,4.0,,,,,,,,
156,PT00M03.40S,2022-01-17T20:33:52.9Z,1,REGULAR,2pt,Jump Shot,[],201567,75.50919842312747,30.88235294117647,1610612739,30,31,2022-01-17T20:33:59Z,1560000,-96.0,178.0,1,right,MISS K. Love 20' Jump Shot,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,20.18,Missed,,,,,,,,,,,,,,,,
157,PT00M00.50S,2022-01-17T20:33:55.7Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,30,31,2022-01-17T20:33:55Z,1570000,,,0,,C. Thomas REBOUND (Off:0 Def:2),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,156.0,2.0,2.0,0.0,,,,,,,,,,,
158,PT00M00.00S,2022-01-17T20:34:00.3Z,1,REGULAR,period,end,[],0,,,1610612751,30,31,2022-01-17T20:34:00Z,1580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-01-17T20:34:20.2Z,2,REGULAR,substitution,out,['startperiod'],202681,,,1610612751,30,31,2022-01-17T20:36:45Z,1590000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-01-17T20:34:20.2Z,2,REGULAR,substitution,out,['startperiod'],1630560,,,1610612751,30,31,2022-01-17T20:36:45Z,1600000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-01-17T20:34:20.2Z,2,REGULAR,substitution,in,['startperiod'],1630556,,,1610612751,30,31,2022-01-17T20:36:45Z,1610000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-01-17T20:34:20.2Z,2,REGULAR,substitution,in,['startperiod'],201935,,,1610612751,30,31,2022-01-17T20:36:45Z,1620000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-01-17T20:36:49.7Z,2,REGULAR,period,start,[],0,,,1610612751,30,31,2022-01-17T20:36:49Z,1630000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M47.00S,2022-01-17T20:37:02.0Z,2,REGULAR,3pt,Jump Shot,[],201988,32.53942181340342,52.20588235294118,1610612751,30,31,2022-01-17T20:37:08Z,1640000,-11.0,253.0,1,left,MISS P. Mills 25' turnaround 3PT,[201988],1610612751.0,BKN,turnaround,,,Mills,P. Mills,,,,,,,,25.36,Missed,,,,,,,,,,,,,,,,
165,PT11M43.00S,2022-01-17T20:37:06.0Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,30,31,2022-01-17T20:37:08Z,1650000,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,164.0,2.0,2.0,0.0,,,,,,,,,,,
166,PT11M26.00S,2022-01-17T20:37:23.3Z,2,REGULAR,3pt,Jump Shot,[],201567,66.17936925098554,50.245098039215684,1610612739,33,31,2022-01-17T20:37:28Z,1660000,1.0,265.0,1,right,K. Love 26' 3PT  (6 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,26.54,Made,6.0,,,,,,,,,,,,,,,
167,PT11M09.00S,2022-01-17T20:37:39.0Z,2,REGULAR,2pt,Jump Shot,[],200746,23.47240473061761,60.5392156862745,1610612751,33,33,2022-01-17T20:37:44Z,1670000,-53.0,168.0,1,left,L. Aldridge 17' Jump Shot (4 PTS) (J. Harden 4 AST),"[200746, 201935]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,17.62,Made,4.0,,,,,J. Harden,201935.0,4.0,,,,,,,,
169,PT10M49.00S,2022-01-17T20:37:59.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629685,91.14651773981603,63.725490196078425,1610612739,35,33,2022-01-17T20:38:43Z,1690000,69.0,31.0,1,right,D. Windler 7' Jump Shot (2 PTS) (C. Osman 1 AST),"[1629685, 1626224]",1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,7.52,Made,2.0,,,,,C. Osman,1626224.0,1.0,,,,,,,,
171,PT10M42.00S,2022-01-17T20:38:13.8Z,2,REGULAR,foul,personal,['2freethrow'],1629164,,,1610612751,35,33,2022-01-17T20:38:21Z,1710000,,,0,,B. Goodwin shooting personal FOUL (1 PF) (Harden 2 FT),"[1629164, 201935]",1610612739.0,CLE,shooting,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,201245.0,1.0,0.0,Harden,201935.0,,,
173,PT10M42.00S,2022-01-17T20:38:36.3Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612751,35,33,2022-01-17T20:38:36Z,1730000,,,0,,MISS J. Harden Free Throw 1 of 2,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,Missed,,,,,,,,,,,,,,,,
174,PT10M42.00S,2022-01-17T20:38:36.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,35,33,2022-01-17T20:38:36Z,1740000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,173.0,,,,,,,,,,,,,,
175,PT10M42.00S,2022-01-17T20:38:57.5Z,2,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,35,34,2022-01-17T20:38:57Z,1750000,,,0,,J. Harden Free Throw 2 of 2 (5 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
176,PT10M22.00S,2022-01-17T20:39:17.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626224,87.59855453350855,63.725490196078425,1610612739,35,34,2022-01-17T20:39:22Z,1760000,69.0,64.0,1,right,MISS C. Osman 9' driving floating Shot,[1626224],1610612739.0,CLE,driving floating,,,Osman,C. Osman,,,,,,,,9.39,Missed,,,,,,,,,,,,,,,,
177,PT10M20.00S,2022-01-17T20:39:19.5Z,2,REGULAR,rebound,defensive,[],1630556,,,1610612751,35,34,2022-01-17T20:39:22Z,1770000,,,0,,K. Edwards REBOUND (Off:0 Def:2),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,176.0,2.0,2.0,0.0,,,,,,,,,,,
178,PT10M05.00S,2022-01-17T20:39:34.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,6.783837056504599,50.49019607843137,1610612751,35,36,2022-01-17T20:39:38Z,1780000,-2.0,11.0,1,left,J. Harden driving floating Jump Shot (7 PTS),[201935],1610612751.0,BKN,driving floating,,,Harden,J. Harden,,,,,,,,1.16,Made,7.0,,,,,,,,,,,,,,,
179,PT09M51.00S,2022-01-17T20:39:53.3Z,2,REGULAR,foul,personal,[],1628971,,,1610612739,35,36,2022-01-17T20:39:59Z,1790000,,,0,,B. Brown personal FOUL (1 PF),"[1628971, 1630596]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Mobley,1630596.0,,,
181,PT09M38.00S,2022-01-17T20:40:17.4Z,2,REGULAR,3pt,Jump Shot,[],1629164,66.44218134034165,48.77450980392157,1610612739,38,36,2022-01-17T20:40:21Z,1810000,-6.0,263.0,1,right,B. Goodwin 26' 3PT pullup (3 PTS),[1629164],1610612739.0,CLE,pullup,,,Goodwin,B. Goodwin,,,,,,,,26.3,Made,3.0,,,,,,,,,,,,,,,
182,PT09M28.00S,2022-01-17T20:40:27.5Z,2,REGULAR,2pt,Jump Shot,[],1628971,10.5946123521682,28.431372549019606,1610612751,38,38,2022-01-17T20:40:32Z,1820000,108.0,47.0,1,left,B. Brown 11' turnaround Jump Shot (2 PTS) (J. Harden 5 AST),"[1628971, 201935]",1610612751.0,BKN,turnaround,,,Brown,B. Brown,,,,,,,,11.76,Made,2.0,,,,,J. Harden,201935.0,5.0,,,,,,,,
