actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
221,PT11M27.00S,2022-04-10T20:09:40.3Z,2,REGULAR,rebound,offensive,[],201567,,,1610612739,46,22,2022-04-10T20:14:04Z,1749375,,,0,,K. Love REBOUND (Off:2 Def:4),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,220.0,6.0,4.0,2.0,,,
179,PT11M27.00S,2022-04-10T20:09:41.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201567,5.590000152587891,50.0,1610612739,48,22,2022-04-10T20:14:10Z,1750000,0.0,0.0,1,left,K. Love putback Layup (20 PTS),[201567],1610612739.0,CLE,putback,,,Love,K. Love,,,,,,,,,,0.0,Made,20.0,,,,,,,,,,,,,
181,PT11M11.00S,2022-04-10T20:09:50.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203648,93.38042049934296,50.0,1610612749,48,24,2022-04-10T20:10:04Z,1770000,0.0,10.0,1,right,T. Antetokounmpo reverse Layup (4 PTS) (L. Wigginton 2 AST),"[203648, 1629623]",1610612749.0,MIL,reverse,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,0.97,Made,4.0,L. Wigginton,1629623.0,2.0,,,,,,,,,,
185,PT10M56.00S,2022-04-10T20:10:05.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,20.18725361366623,44.6078431372549,1610612739,48,24,2022-04-10T20:10:16Z,1790000,27.0,137.0,1,left,MISS L. Stevens 13' turnaround fadeaway Shot,[1630205],1610612739.0,CLE,turnaround fadeaway,,,Stevens,L. Stevens,,,,,,,,,,13.99,Missed,,,,,,,,,,,,,,
186,PT10M52.00S,2022-04-10T20:10:09.3Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612749,48,24,2022-04-10T20:10:16Z,1800000,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:3),[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,185.0,3.0,3.0,0.0,,,
187,PT10M48.00S,2022-04-10T20:10:16.8Z,2,REGULAR,foul,personal,[],1629685,,,1610612749,48,24,2022-04-10T20:10:39Z,1810000,,,0,,D. Windler personal FOUL (1 PF),"[1629685, 203648]",1610612739.0,CLE,,,,Windler,D. Windler,,,,,200834.0,1.0,0.0,Antetokounmpo,203648.0,,,,,,,,,,,,,,,,
189,PT10M45.00S,2022-04-10T20:10:45.8Z,2,REGULAR,turnover,palming,[],1630572,,,1610612749,48,24,2022-04-10T20:11:02Z,1830000,,,0,,S. Mamukelashvili palming TURNOVER (1 TO),[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,200834.0,,,,,,,,,,,1.0,,,,,,,,,
190,PT10M35.00S,2022-04-10T20:11:04.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626224,19.004599211563733,7.352941176470589,1610612739,48,24,2022-04-10T20:11:09Z,1840000,213.0,126.0,1,left,MISS C. Osman 24' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,24.77,Missed,,,,,,,,,,,,,,
191,PT10M31.00S,2022-04-10T20:11:08.2Z,2,REGULAR,rebound,defensive,[],1628975,,,1610612749,48,24,2022-04-10T20:11:09Z,1850000,,,0,,J. Carter REBOUND (Off:0 Def:2),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,190.0,2.0,2.0,0.0,,,
192,PT10M21.00S,2022-04-10T20:11:18.7Z,2,REGULAR,3pt,Jump Shot,[],1629730,69.46452036793693,23.774509803921568,1610612749,48,27,2022-04-10T20:11:24Z,1860000,-131.0,235.0,1,right,R. Tucker 26' 3PT  (5 PTS) (T. Antetokounmpo 2 AST),"[1629730, 203648]",1610612749.0,MIL,,,,Tucker,R. Tucker,,,,,,,,,,26.87,Made,5.0,T. Antetokounmpo,203648.0,2.0,,,,,,,,,,
194,PT10M09.00S,2022-04-10T20:11:31.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630205,5.469776609724048,51.9607843137255,1610612739,50,27,2022-04-10T20:11:37Z,1880000,-10.0,-1.0,1,left,L. Stevens driving DUNK (2 PTS) (R. Rondo 4 AST),"[1630205, 200765]",1610612739.0,CLE,driving,,,Stevens,L. Stevens,,,,,,,,,,0.99,Made,2.0,R. Rondo,200765.0,4.0,,,,,,,,,,
196,PT09M54.00S,2022-04-10T20:11:45.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629623,92.72339027595268,50.98039215686274,1610612749,50,27,2022-04-10T20:11:57Z,1900000,5.0,16.0,1,right,MISS L. Wigginton driving Layup - blocked,"[1629623, 1630205]",1610612749.0,MIL,driving,,,Wigginton,L. Wigginton,,,,,,,,,,1.66,Missed,,,,,,,,,,,,Stevens,1630205.0,
197,PT09M54.00S,2022-04-10T20:11:45.8Z,2,REGULAR,block,,[],1630205,,,1610612749,50,27,2022-04-10T20:11:48Z,1910000,,,0,,L. Stevens BLOCK (1 BLK),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M49.00S,2022-04-10T20:11:50.8Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,50,27,2022-04-10T20:11:57Z,1920000,,,0,,K. Love REBOUND (Off:2 Def:5),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,196.0,7.0,5.0,2.0,,,
199,PT09M46.00S,2022-04-10T20:11:53.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626224,6.1268068331143235,49.26470588235294,1610612739,52,27,2022-04-10T20:12:07Z,1930000,4.0,5.0,1,left,C. Osman running Layup (2 PTS) (K. Love 2 AST),"[1626224, 201567]",1610612739.0,CLE,running,,,Osman,C. Osman,,,,,,,,,,0.63,Made,2.0,K. Love,201567.0,2.0,,,,,,,,,,
201,PT09M30.00S,2022-04-10T20:12:10.4Z,2,REGULAR,3pt,Jump Shot,[],1629623,93.9060446780552,3.431372549019608,1610612749,52,30,2022-04-10T20:12:17Z,1950000,-233.0,5.0,1,right,L. Wigginton 3PT  (8 PTS) (S. Mamukelashvili 1 AST),"[1629623, 1630572]",1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,23.28,Made,8.0,S. Mamukelashvili,1630572.0,1.0,,,,,,,,,,
203,PT09M20.00S,2022-04-10T20:12:19.7Z,2,REGULAR,2pt,Jump Shot,[],1630205,12.697109067017081,33.33333333333333,1610612739,52,30,2022-04-10T20:12:26Z,1970000,83.0,67.0,1,left,MISS L. Stevens 10' driving bank Shot,[1630205],1610612739.0,CLE,driving bank,,,Stevens,L. Stevens,,,,,,,,,,10.68,Missed,,,,,,,,,,,,,,
204,PT09M18.00S,2022-04-10T20:12:21.7Z,2,REGULAR,rebound,defensive,[],203648,,,1610612749,52,30,2022-04-10T20:12:26Z,1980000,,,0,,T. Antetokounmpo REBOUND (Off:0 Def:1),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,203.0,1.0,1.0,0.0,,,
205,PT09M15.00S,2022-04-10T20:12:27.9Z,2,REGULAR,foul,personal,['2freethrow'],1629685,,,1610612749,52,30,2022-04-10T20:12:41Z,1990000,,,0,,D. Windler shooting personal FOUL (2 PF) (Wigginton 2 FT),"[1629685, 1629623]",1610612739.0,CLE,shooting,,,Windler,D. Windler,,,,,204058.0,2.0,0.0,Wigginton,1629623.0,,,,,,,,,,,,,,,,
207,PT09M15.00S,2022-04-10T20:12:57.6Z,2,REGULAR,freethrow,1 of 2,[],1629623,,,1610612749,52,30,2022-04-10T20:12:57Z,2010000,,,0,,MISS L. Wigginton Free Throw 1 of 2,[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,,Missed,,,,,,,,,,,,,,
208,PT09M15.00S,2022-04-10T20:12:57.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,52,30,2022-04-10T20:12:57Z,2020000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,207.0,,,,,,
211,PT09M15.00S,2022-04-10T20:12:59.1Z,2,REGULAR,substitution,out,[],1630205,,,1610612749,52,30,2022-04-10T20:13:08Z,2030000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M15.00S,2022-04-10T20:12:59.1Z,2,REGULAR,substitution,out,[],1629685,,,1610612749,52,30,2022-04-10T20:13:08Z,2040000,,,0,,SUB out: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M15.00S,2022-04-10T20:12:59.1Z,2,REGULAR,substitution,out,[],1628975,,,1610612749,52,30,2022-04-10T20:13:08Z,2050000,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M15.00S,2022-04-10T20:12:59.1Z,2,REGULAR,substitution,in,[],1627747,,,1610612749,52,30,2022-04-10T20:13:08Z,2060000,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M15.00S,2022-04-10T20:12:59.1Z,2,REGULAR,substitution,in,[],1628374,,,1610612749,52,30,2022-04-10T20:13:08Z,2070000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M15.00S,2022-04-10T20:12:59.1Z,2,REGULAR,substitution,in,[],1629670,,,1610612749,52,30,2022-04-10T20:13:08Z,2080000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M15.00S,2022-04-10T20:13:20.6Z,2,REGULAR,freethrow,2 of 2,[],1629623,,,1610612749,52,31,2022-04-10T20:13:20Z,2090000,,,0,,L. Wigginton Free Throw 2 of 2 (9 PTS),[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
218,PT09M10.00S,2022-04-10T20:13:24.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626224,5.206964520367937,50.73529411764706,1610612739,54,31,2022-04-10T20:18:08Z,2100000,-4.0,-4.0,1,left,C. Osman cutting DUNK (4 PTS) (R. Rondo 5 AST),"[1626224, 200765]",1610612739.0,CLE,cutting,,,Osman,C. Osman,,,,,,,,,,0.52,Made,4.0,R. Rondo,200765.0,5.0,,,,,,,,,,
222,PT08M47.00S,2022-04-10T20:13:48.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203648,93.51182654402102,50.98039215686274,1610612749,54,33,2022-04-10T20:13:58Z,2120000,5.0,8.0,1,right,T. Antetokounmpo driving DUNK (6 PTS) (L. Wigginton 3 AST),"[203648, 1629623]",1610612749.0,MIL,driving,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,0.98,Made,6.0,L. Wigginton,1629623.0,3.0,,,,,,,,,,
223,PT08M31.00S,2022-04-10T20:14:07.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201567,6.783837056504599,46.568627450980394,1610612739,56,33,2022-04-10T20:19:19Z,2130000,17.0,11.0,1,left,K. Love cutting DUNK (22 PTS) (C. Osman 1 AST),"[201567, 1626224]",1610612739.0,CLE,cutting,,,Love,K. Love,,,,,,,,,,2.06,Made,22.0,C. Osman,1626224.0,1.0,,,,,,,,,,
225,PT08M31.00S,2022-04-10T20:14:10.8Z,2,REGULAR,foul,personal,['1freethrow'],1629670,,,1610612739,56,33,2022-04-10T20:14:30Z,2150000,,,0,,J. Nwora shooting personal FOUL (1 PF) (Love 1 FT),"[1629670, 201567]",1610612749.0,MIL,shooting,,,Nwora,J. Nwora,,,,,204058.0,1.0,0.0,Love,201567.0,,,,,,,,,,,,,,,,
227,PT08M31.00S,2022-04-10T20:14:23.7Z,2,REGULAR,substitution,out,[],1629623,,,1610612739,56,33,2022-04-10T20:14:29Z,2170000,,,0,,SUB out: L. Wigginton,[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M31.00S,2022-04-10T20:14:23.7Z,2,REGULAR,substitution,in,[],1628975,,,1610612739,56,33,2022-04-10T20:14:29Z,2180000,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M31.00S,2022-04-10T20:14:37.1Z,2,REGULAR,freethrow,1 of 1,[],201567,,,1610612739,57,33,2022-04-10T20:14:37Z,2190000,,,0,,K. Love Free Throw 1 of 1 (23 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,Made,23.0,,,,,,,,,,,,,
230,PT08M19.00S,2022-04-10T20:14:52.9Z,2,REGULAR,turnover,traveling,[],203648,,,1610612749,57,33,2022-04-10T20:15:06Z,2200000,,,0,,T. Antetokounmpo traveling TURNOVER (1 TO),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,200834.0,,,,,,,,,,,1.0,,,,,,,,,
231,PT08M13.00S,2022-04-10T20:15:03.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627747,10.85742444152431,96.07843137254902,1610612739,57,33,2022-04-10T20:15:11Z,2210000,-230.0,50.0,1,left,MISS C. LeVert step back 3PT,[1627747],1610612739.0,CLE,step back,,,LeVert,C. LeVert,,,,,,,,,,23.57,Missed,,,,,,,,,,,,,,
232,PT08M10.00S,2022-04-10T20:15:05.9Z,2,REGULAR,rebound,defensive,[],1629670,,,1610612749,57,33,2022-04-10T20:15:05Z,2220000,,,0,,J. Nwora REBOUND (Off:0 Def:4),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,231.0,4.0,4.0,0.0,,,
233,PT08M03.00S,2022-04-10T20:15:13.2Z,2,REGULAR,3pt,Jump Shot,[],1630572,71.04139290407359,77.94117647058823,1610612749,57,33,2022-04-10T20:15:17Z,2230000,140.0,220.0,1,right,MISS S. Mamukelashvili 26' 3PT,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,26.04,Missed,,,,,,,,,,,,,,
234,PT08M00.00S,2022-04-10T20:15:16.2Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612739,57,33,2022-04-10T20:15:17Z,2240000,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,233.0,1.0,1.0,0.0,,,
235,PT07M55.00S,2022-04-10T20:15:22.0Z,2,REGULAR,3pt,Jump Shot,[],201567,17.16491458607096,95.58823529411765,1610612739,57,33,2022-04-10T20:15:31Z,2250000,-228.0,109.0,1,left,MISS K. Love 25' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,25.26,Missed,,,,,,,,,,,,,,
236,PT07M52.00S,2022-04-10T20:15:25.0Z,2,REGULAR,rebound,defensive,[],1628975,,,1610612749,57,33,2022-04-10T20:15:31Z,2260000,,,0,,J. Carter REBOUND (Off:0 Def:3),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,235.0,3.0,3.0,0.0,,,
237,PT07M47.00S,2022-04-10T20:15:29.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203648,92.59198423127464,50.49019607843137,1610612749,57,33,2022-04-10T20:20:49Z,2270000,2.0,17.0,1,right,MISS T. Antetokounmpo Layup,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,1.73,Missed,,,,,,,,,,,,,,
238,PT07M47.00S,2022-04-10T20:15:29.6Z,2,REGULAR,rebound,offensive,[],1629730,,,1610612749,57,33,2022-04-10T20:15:39Z,2280000,,,0,,R. Tucker REBOUND (Off:1 Def:0),[1629730],1610612749.0,MIL,,,,Tucker,R. Tucker,,,,,,,,,,,,,,,,,,,237.0,1.0,0.0,1.0,,,
239,PT07M40.00S,2022-04-10T20:15:36.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629670,72.7496714848883,17.15686274509804,1610612749,57,33,2022-04-10T20:15:45Z,2290000,-164.0,204.0,1,right,MISS J. Nwora 26' 3PT,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,26.16,Missed,,,,,,,,,,,,,,
240,PT07M37.00S,2022-04-10T20:15:39.0Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,57,33,2022-04-10T20:15:45Z,2300000,,,0,,K. Love REBOUND (Off:2 Def:6),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,239.0,8.0,6.0,2.0,,,
241,PT07M33.00S,2022-04-10T20:15:45.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628374,12.302890932982917,43.13725490196079,1610612739,59,33,2022-04-10T20:15:52Z,2310000,34.0,63.0,1,left,L. Markkanen 7' Hook (8 PTS),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,7.18,Made,8.0,,,,,,,,,,,,,
242,PT07M33.00S,2022-04-10T20:15:52.1Z,2,REGULAR,foul,personal,['1freethrow'],1630572,,,1610612739,59,33,2022-04-10T20:16:06Z,2320000,,,0,,S. Mamukelashvili shooting personal FOUL (1 PF) (Markkanen 1 FT),"[1630572, 1628374]",1610612749.0,MIL,shooting,,,Mamukelashvili,S. Mamukelashvili,,,,,1162.0,1.0,0.0,Markkanen,1628374.0,,,,,,,,,,,,,,,,
244,PT07M33.00S,2022-04-10T20:15:59.1Z,2,REGULAR,substitution,out,[],1629730,,,1610612739,59,33,2022-04-10T20:16:05Z,2340000,,,0,,SUB out: R. Tucker,[1629730],1610612749.0,MIL,,,,Tucker,R. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M33.00S,2022-04-10T20:15:59.1Z,2,REGULAR,substitution,in,[],1629623,,,1610612739,59,33,2022-04-10T20:16:05Z,2350000,,,0,,SUB in: L. Wigginton,[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M33.00S,2022-04-10T20:16:15.0Z,2,REGULAR,freethrow,1 of 1,[],1628374,,,1610612739,60,33,2022-04-10T20:16:15Z,2360000,,,0,,L. Markkanen Free Throw 1 of 1 (9 PTS),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
247,PT07M18.00S,2022-04-10T20:16:32.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203648,92.9862023653088,50.245098039215684,1610612749,60,35,2022-04-10T20:16:44Z,2370000,1.0,13.0,1,right,T. Antetokounmpo cutting DUNK (8 PTS) (J. Nwora 3 AST),"[203648, 1629670]",1610612749.0,MIL,cutting,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,1.35,Made,8.0,J. Nwora,1629670.0,3.0,,,,,,,,,,
249,PT07M03.00S,2022-04-10T20:16:47.0Z,2,REGULAR,turnover,bad pass,[],200765,,,1610612739,60,35,2022-04-10T20:16:56Z,2390000,,,0,,R. Rondo bad pass TURNOVER (1 TO),"[200765, 1629623]",1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,1.0,Wigginton,1629623.0,,,,,,,
250,PT07M03.00S,2022-04-10T20:16:47.0Z,2,REGULAR,steal,,[],1629623,,,1610612749,60,35,2022-04-10T20:16:53Z,2400000,,,0,,L. Wigginton STEAL (1 STL),[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M03.00S,2022-04-10T20:17:06.9Z,2,REGULAR,foul,personal,[],200765,,,1610612749,60,35,2022-04-10T20:17:20Z,2410000,,,0,,R. Rondo take personal FOUL (2 PF),"[200765, 1629623]",1610612739.0,CLE,take,,,Rondo,R. Rondo,,,,,200834.0,2.0,0.0,Wigginton,1629623.0,,,,,,,,,,,,,,,,
253,PT07M03.00S,2022-04-10T20:17:17.9Z,2,REGULAR,substitution,out,[],201567,,,1610612749,60,35,2022-04-10T20:17:32Z,2430000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M03.00S,2022-04-10T20:17:17.9Z,2,REGULAR,substitution,out,[],200765,,,1610612749,60,35,2022-04-10T20:17:32Z,2440000,,,0,,SUB out: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M03.00S,2022-04-10T20:17:17.9Z,2,REGULAR,substitution,in,[],1630596,,,1610612749,60,35,2022-04-10T20:17:32Z,2450000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M03.00S,2022-04-10T20:17:17.9Z,2,REGULAR,substitution,in,[],1629636,,,1610612749,60,35,2022-04-10T20:17:32Z,2460000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT07M03.00S,2022-04-10T20:17:25.6Z,2,REGULAR,substitution,out,[],1630572,,,1610612749,60,35,2022-04-10T20:18:34Z,2465000,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT07M03.00S,2022-04-10T20:17:25.6Z,2,REGULAR,substitution,in,[],1629730,,,1610612749,60,35,2022-04-10T20:18:34Z,2467500,,,0,,SUB in: R. Tucker,[1629730],1610612749.0,MIL,,,,Tucker,R. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M46.00S,2022-04-10T20:17:33.4Z,2,REGULAR,turnover,lost ball,[],203648,,,1610612749,60,35,2022-04-10T20:17:38Z,2470000,,,0,,T. Antetokounmpo lost ball TURNOVER (2 TO),"[203648, 1626224]",1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,2.0,Osman,1626224.0,,,,,,,
258,PT06M46.00S,2022-04-10T20:17:33.4Z,2,REGULAR,steal,,[],1626224,,,1610612739,60,35,2022-04-10T20:17:35Z,2480000,,,0,,C. Osman STEAL (1 STL),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M40.00S,2022-04-10T20:17:39.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626224,28.465834428383708,19.362745098039216,1610612739,60,35,2022-04-10T20:17:50Z,2490000,153.0,215.0,1,left,MISS C. Osman 26' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,26.41,Missed,,,,,,,,,,,,,,
260,PT06M32.00S,2022-04-10T20:17:47.4Z,2,REGULAR,rebound,defensive,[],1629730,,,1610612749,60,35,2022-04-10T20:17:50Z,2500000,,,0,,R. Tucker REBOUND (Off:1 Def:1),[1629730],1610612749.0,MIL,,,,Tucker,R. Tucker,,,,,,,,,,,,,,,,,,,259.0,2.0,1.0,1.0,,,
261,PT06M25.00S,2022-04-10T20:17:54.1Z,2,REGULAR,3pt,Jump Shot,[],1629670,68.80749014454665,73.2843137254902,1610612749,60,38,2022-04-10T20:18:02Z,2510000,116.0,241.0,1,right,J. Nwora 26' 3PT step back (7 PTS) (R. Tucker 1 AST),"[1629670, 1629730]",1610612749.0,MIL,step back,,,Nwora,J. Nwora,,,,,,,,,,26.74,Made,7.0,R. Tucker,1629730.0,1.0,,,,,,,,,,
265,PT06M16.00S,2022-04-10T20:18:21.1Z,2,REGULAR,foul,personal,['2freethrow'],203648,,,1610612739,60,38,2022-04-10T20:21:09Z,2550000,,,0,,T. Antetokounmpo shooting personal FOUL (2 PF) (Osman 2 FT),"[203648, 1626224]",1610612749.0,MIL,shooting,,,Antetokounmpo,T. Antetokounmpo,,,,,200834.0,2.0,0.0,Osman,1626224.0,,,,,,,,,,,,,,,,
269,PT06M16.00S,2022-04-10T20:19:19.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,60,38,2022-04-10T20:19:19Z,2570000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT06M16.00S,2022-04-10T20:19:54.9Z,2,REGULAR,substitution,out,[],203648,,,1610612739,60,38,2022-04-10T20:21:05Z,2580000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT06M16.00S,2022-04-10T20:19:54.9Z,2,REGULAR,substitution,in,[],1630572,,,1610612739,60,38,2022-04-10T20:21:05Z,2590000,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT06M16.00S,2022-04-10T20:21:26.3Z,2,REGULAR,freethrow,1 of 2,[],1626224,,,1610612739,60,38,2022-04-10T20:21:26Z,2600000,,,0,,MISS C. Osman Free Throw 1 of 2,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,Missed,,,,,,,,,,,,,,
274,PT06M16.00S,2022-04-10T20:21:26.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,60,38,2022-04-10T20:21:26Z,2610000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,273.0,,,,,,
275,PT06M16.00S,2022-04-10T20:21:42.1Z,2,REGULAR,freethrow,2 of 2,[],1626224,,,1610612739,61,38,2022-04-10T20:21:42Z,2620000,,,0,,C. Osman Free Throw 2 of 2 (5 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
276,PT06M04.00S,2022-04-10T20:21:56.3Z,2,REGULAR,3pt,Jump Shot,[],1629670,92.19776609724047,1.9607843137254901,1610612749,61,38,2022-04-10T20:22:01Z,2630000,-240.0,21.0,1,right,MISS J. Nwora 24' 3PT,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,24.11,Missed,,,,,,,,,,,,,,
277,PT06M02.00S,2022-04-10T20:21:58.3Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612739,61,38,2022-04-10T20:22:01Z,2640000,,,0,,C. Osman REBOUND (Off:0 Def:2),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,276.0,2.0,2.0,0.0,,,
