actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-03-02T01:10:32.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-02T01:10:32Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-02T01:10:35.2Z,1,REGULAR,jumpball,recovered,[],1628997,,,1610612742,0,0,2026-03-02T01:10:35Z,40000,False,,,0,,Jump Ball D. Gafford vs. C. Holmgren: Tip to C. Martin,"[1628997, 1629655, 1631096]",1610612742.0,DAL,startperiod,C. Martin,1628997.0,Martin,C. Martin,Gafford,1629655.0,Holmgren,1631096.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2026-03-02T01:10:45.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,93.64323258869908,48.28431372549019,1610612742,2,0,2026-03-02T01:11:14Z,70000,False,-9.0,7.0,1,right,D. Gafford alley-oop Layup (2 PTS) (B. Williams 1 AST),"[1629655, 1630314]",1610612742.0,DAL,alley-oop,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.13,Made,2.0,B. Williams,1630314.0,1.0,,,,,,,,,,,,,,
9,PT11M30.00S,2026-03-02T01:11:01.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,16.90210249671485,51.470588235294116,1610612760,2,2,2026-03-02T01:11:07Z,90000,False,-7.0,106.0,1,left,I. Hartenstein 10' floating Jump Shot (2 PTS) (C. Wallace 1 AST),"[1628392, 1641717]",1610612760.0,OKC,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,10.67,Made,2.0,C. Wallace,1641717.0,1.0,,,,,,,,,,,,,,
11,PT11M12.00S,2026-03-02T01:11:19.7Z,1,REGULAR,3pt,Jump Shot,[],1628997,94.56307490144546,96.81372549019608,1610612742,5,2,2026-03-02T01:11:23Z,110000,False,234.0,-1.0,1,right,C. Martin 3PT  (3 PTS) (B. Williams 2 AST),"[1628997, 1630314]",1610612742.0,DAL,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,23.41,Made,3.0,B. Williams,1630314.0,2.0,,,,,,,,,,,,,,
13,PT10M57.00S,2026-03-02T01:11:34.0Z,1,REGULAR,3pt,Jump Shot,[],1641717,21.369908015768726,90.68627450980392,1610612760,5,2,2026-03-02T01:11:41Z,130000,False,-203.0,148.0,1,left,MISS C. Wallace 25' 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,25.18,Missed,,,,,,,,,,,,,,,,,,
14,PT10M54.00S,2026-03-02T01:11:37.3Z,1,REGULAR,rebound,offensive,[],1631096,,,1610612760,5,2,2026-03-02T01:11:37Z,140000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:0),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,,,,13.0,1.0,0.0,1.0,,,,,,,,,,
15,PT10M53.00S,2026-03-02T01:11:39.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629652,32.276609724047304,48.03921568627451,1610612760,5,2,2026-03-02T01:11:47Z,150000,False,10.0,251.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,25.11,Missed,,,,,,,,,,,,,,,,,,
16,PT10M51.00S,2026-03-02T01:11:41.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,5,2,2026-03-02T01:14:06Z,160000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,15.0,,,,,,,,,,,,,
19,PT10M30.00S,2026-03-02T01:12:27.7Z,1,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612742,5,2,2026-03-02T01:12:36Z,190000,False,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Williams 2 FT),"[1628392, 1630314]",1610612760.0,OKC,shooting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627963.0,1.0,0.0,Williams,1630314.0,,,,,
