actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-23T01:41:08.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-23T01:41:08Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-11-23T01:41:11.1Z,1,REGULAR,jumpball,recovered,[],1631246,,,1610612763,0,0,2025-11-23T01:41:11Z,40000,False,,,0,,Jump Ball Z. Edey vs. D. Gafford: Tip to V. Williams Jr.,"[1631246, 1641744, 1629655]",1610612763.0,MEM,startperiod,V. Williams Jr.,1631246.0,Williams Jr.,V. Williams Jr.,Edey,1641744.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2025-11-23T01:41:28.9Z,1,REGULAR,3pt,Jump Shot,[],1642907,31.61957950065703,61.029411764705884,1610612763,0,0,2025-11-23T01:41:35Z,70000,False,-55.0,245.0,1,left,MISS C. Coward 25' 3PT,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Center,25.08,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2025-11-23T01:41:31.9Z,1,REGULAR,rebound,offensive,[],1641744,,,1610612763,0,0,2025-11-23T01:41:35Z,80000,False,,,0,,Z. Edey REBOUND (Off:1 Def:0),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Above the Break 3,24+ Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M35.00S,2025-11-23T01:41:33.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641744,8.886333771353483,47.549019607843135,1610612763,0,0,2025-11-23T01:43:53Z,90000,False,12.0,31.0,1,left,MISS Z. Edey putback Layup,[1641744],1610612763.0,MEM,putback,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,,,,,,,,,,,,,,
10,PT11M35.00S,2025-11-23T01:41:33.1Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,0,0,2025-11-23T01:41:39Z,100000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M14.00S,2025-11-23T01:41:53.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631108,92.11563731931669,58.74310661764706,1610612742,2,0,2025-11-23T01:42:03Z,110000,False,44.0,22.0,1,right,M. Christie driving bank Hook (2 PTS),[1631108],1610612742.0,DAL,driving bank,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,4.87,Made,,,,,2.0,,,,,,,,,,,,,
12,PT11M02.00S,2025-11-23T01:42:05.3Z,1,REGULAR,turnover,bad pass,[],1631246,,,1610612763,2,0,2025-11-23T01:42:08Z,120000,False,,,0,,V. Williams Jr. bad pass TURNOVER (1 TO),"[1631246, 1629023]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Washington,1629023.0,,,,,,,,,,
13,PT11M02.00S,2025-11-23T01:42:05.3Z,1,REGULAR,steal,,[],1629023,,,1610612742,2,0,2025-11-23T01:42:06Z,130000,False,,,0,,P. Washington STEAL (1 STL),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
14,PT10M53.00S,2025-11-23T01:42:14.3Z,1,REGULAR,turnover,bad pass,[],1631108,,,1610612742,2,0,2025-11-23T01:42:17Z,140000,False,,,0,,M. Christie bad pass TURNOVER (1 TO),"[1631108, 1631246]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Williams Jr.,1631246.0,,,,,,,,,,
