actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
19,PT10M38.00S,2026-01-17T22:15:29.6Z,1,REGULAR,2pt,Jump Shot,[],1630314,22.28975032851511,64.70588235294117,1610612742,4,0,2026-01-17T22:15:36Z,190000,False,-74.0,157.0,1,left,B. Williams 17' pullup Jump Shot (2 PTS) (C. Martin 2 AST),"[1630314, 1628997]",1610612742.0,DAL,pullup,,,Williams,B. Williams,,,,,Mid-Range,16-24 Left Center,17.34,Made,,,,,,,,,2.0,C. Martin,1628997.0,2.0,,,,,,
21,PT10M11.00S,2026-01-17T22:15:58.4Z,1,REGULAR,foul,personal,[],1628997,,,1610612762,4,0,2026-01-17T22:16:22Z,210000,False,,,0,,C. Martin personal FOUL (1 PF),"[1628997, 1641718]",1610612742.0,DAL,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,202041.0,,,,,,,,1.0,0.0,George,1641718.0,,
24,PT10M02.00S,2026-01-17T22:16:41.5Z,1,REGULAR,3pt,Jump Shot,[],1641718,94.43166885676742,96.32352941176471,1610612762,4,0,2026-01-17T22:16:45Z,240000,False,232.0,0.0,1,right,MISS K. George 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
25,PT10M01.00S,2026-01-17T22:16:42.5Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,4,0,2026-01-17T22:16:45Z,250000,False,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Right Corner 3,24+ Right,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT09M56.00S,2026-01-17T22:16:47.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630314,6.389618922470433,49.26470588235294,1610612742,6,0,2026-01-17T22:16:53Z,260000,False,4.0,8.0,1,left,B. Williams running Layup (4 PTS) (N. Marshall 1 AST),"[1630314, 1630230]",1610612742.0,DAL,running,,,Williams,B. Williams,,,,,Restricted Area,0-8 Center,0.85,Made,,,,,,,,,4.0,N. Marshall,1630230.0,1.0,,,,,,
28,PT09M38.00S,2026-01-17T22:17:04.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,82.60512483574244,51.225490196078425,1610612762,6,2,2026-01-17T22:17:09Z,280000,False,6.0,111.0,1,right,I. Collier 11' driving floating Jump Shot (2 PTS),[1642268],1610612762.0,UTA,driving floating,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Center,11.12,Made,,,,,,,,,2.0,,,,,,,,,
29,PT09M28.00S,2026-01-17T22:17:16.5Z,1,REGULAR,2pt,Jump Shot,[],1631108,11.514454664914586,70.09803921568627,1610612742,6,2,2026-01-17T22:17:24Z,290000,False,-100.0,56.0,1,left,MISS M. Christie 11' fadeaway Shot,[1631108],1610612742.0,DAL,fadeaway,,,Christie,M. Christie,,,,,Mid-Range,8-16 Left,11.49,Missed,,,,,,,,,,,,,,,,,,
30,PT09M22.00S,2026-01-17T22:17:22.5Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,6,2,2026-01-17T22:19:33Z,300000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Mid-Range,8-16 Left,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M04.00S,2026-01-17T22:17:38.5Z,1,REGULAR,3pt,Jump Shot,[],1642846,84.57621550591328,3.9215686274509802,1610612762,6,2,2026-01-17T22:17:47Z,310000,False,-230.0,92.0,1,right,MISS A. Bailey 24' 3PT,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Left,24.83,Missed,,,,,,,,,,,,,,,,,,
32,PT09M01.00S,2026-01-17T22:17:41.5Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,6,2,2026-01-17T22:17:47Z,320000,False,,,0,,D. Powell REBOUND (Off:0 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Left,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,
33,PT08M54.00S,2026-01-17T22:17:49.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630230,6.783837056504599,49.26470588235294,1610612742,8,2,2026-01-17T22:18:03Z,330000,False,4.0,11.0,1,left,N. Marshall driving DUNK (4 PTS) (B. Williams 1 AST),"[1630230, 1630314]",1610612742.0,DAL,driving,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,1.19,Made,,,,,,,,,4.0,B. Williams,1630314.0,1.0,,,,,,
35,PT08M38.00S,2026-01-17T22:18:04.5Z,1,REGULAR,turnover,lost ball,[],1641718,,,1610612762,8,2,2026-01-17T22:18:07Z,350000,False,,,0,,K. George lost ball TURNOVER (1 TO),"[1641718, 1631108]",1610612762.0,UTA,,,,George,K. George,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,Christie,1631108.0,,,,,,,,,,
36,PT08M38.00S,2026-01-17T22:18:04.5Z,1,REGULAR,steal,,[],1631108,,,1610612742,8,2,2026-01-17T22:18:05Z,360000,False,,,0,,M. Christie STEAL (1 STL),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
37,PT08M30.00S,2026-01-17T22:18:12.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631108,19.579500657030223,50.65487132352941,1610612742,8,2,2026-01-17T22:19:53Z,370000,False,-3.0,132.0,1,left,MISS M. Christie 13' step back Shot,[1631108],1610612742.0,DAL,step back,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Center,13.15,Missed,,,,,,,,,,,,,,,,,,
38,PT08M28.00S,2026-01-17T22:18:14.7Z,1,REGULAR,rebound,defensive,[],1642846,,,1610612762,8,2,2026-01-17T22:18:17Z,380000,False,,,0,,A. Bailey REBOUND (Off:0 Def:2),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Mid-Range,8-16 Center,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,,
39,PT08M18.00S,2026-01-17T22:18:26.2Z,1,REGULAR,2pt,Jump Shot,[],1642262,93.77463863337714,24.509803921568626,1610612762,8,4,2026-01-17T22:18:32Z,390000,False,-127.0,6.0,1,right,C. Williams 12' pullup Jump Shot (2 PTS) (I. Collier 1 AST),"[1642262, 1642268]",1610612762.0,UTA,pullup,,,Williams,C. Williams,,,,,Mid-Range,8-16 Left,12.76,Made,,,,,,,,,2.0,I. Collier,1642268.0,1.0,,,,,,
41,PT08M05.00S,2026-01-17T22:18:38.5Z,1,REGULAR,3pt,Jump Shot,[],1628997,26.10052562417871,83.57843137254902,1610612742,8,4,2026-01-17T22:20:22Z,410000,False,-168.0,193.0,1,left,MISS C. Martin 25' step back 3PT,[1628997],1610612742.0,DAL,step back,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,25.57,Missed,,,,,,,,,,,,,,,,,,
42,PT08M00.00S,2026-01-17T22:18:43.5Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,8,4,2026-01-17T22:23:33Z,420000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:2),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Left Center,,,41.0,2.0,2.0,0.0,,,,,,,,,,,,,,
43,PT07M57.00S,2026-01-17T22:18:46.1Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1642268,88.04204993429697,44.55422794117647,1610612762,8,4,2026-01-17T22:22:52Z,430000,False,-27.0,60.0,1,right,MISS I. Collier 6' running pullup Shot,[1642268],1610612762.0,UTA,running pullup,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,6.58,Missed,,,,,,,,,,,,,,,,,,
44,PT07M54.00S,2026-01-17T22:18:49.1Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,8,4,2026-01-17T22:19:14Z,440000,False,,,0,,D. Powell REBOUND (Off:0 Def:3),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,43.0,3.0,3.0,0.0,,,,,,,,,,,,,,
45,PT07M50.00S,2026-01-17T22:18:53.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631108,24.392247043363994,12.990196078431374,1610612742,11,4,2026-01-17T22:19:02Z,450000,False,185.0,177.0,1,left,M. Christie 25' 3PT running (3 PTS) (C. Martin 3 AST),"[1631108, 1628997]",1610612742.0,DAL,running,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,25.59,Made,,,,,,,,,3.0,C. Martin,1628997.0,3.0,,,,,,
47,PT07M31.00S,2026-01-17T22:19:11.9Z,1,REGULAR,2pt,Jump Shot,[],1642846,85.23324572930355,78.92156862745098,1610612762,11,4,2026-01-17T22:19:17Z,470000,False,145.0,86.0,1,right,MISS A. Bailey 16' pullup Shot,[1642846],1610612762.0,UTA,pullup,,,Bailey,A. Bailey,,,,,Mid-Range,16-24 Right,16.84,Missed,,,,,,,,,,,,,,,,,,
48,PT07M31.00S,2026-01-17T22:19:11.9Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612742,11,4,2026-01-17T22:19:17Z,480000,False,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Right,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,,,
49,PT07M23.00S,2026-01-17T22:19:21.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,15.062417871222076,47.549019607843135,1610612742,13,4,2026-01-17T22:19:35Z,490000,False,12.0,89.0,1,left,N. Marshall 8' turnaround Jump Shot (6 PTS),[1630230],1610612742.0,DAL,turnaround,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,8.99,Made,,,,,,,,,6.0,,,,,,,,,
50,PT07M22.00S,2026-01-17T22:19:25.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,13,4,2026-01-17T22:19:25Z,500000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M22.00S,2026-01-17T22:20:48.2Z,1,REGULAR,substitution,out,[],1628997,,,1610612762,13,4,2026-01-17T22:22:15Z,510000,False,,,0,,SUB out: C. Martin,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M22.00S,2026-01-17T22:20:48.2Z,1,REGULAR,substitution,out,[],203939,,,1610612762,13,4,2026-01-17T22:22:15Z,520000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M22.00S,2026-01-17T22:20:48.2Z,1,REGULAR,substitution,out,[],1641718,,,1610612762,13,4,2026-01-17T22:22:15Z,530000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M22.00S,2026-01-17T22:20:48.2Z,1,REGULAR,substitution,out,[],1642846,,,1610612762,13,4,2026-01-17T22:22:15Z,540000,False,,,0,,SUB out: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M22.00S,2026-01-17T22:20:48.2Z,1,REGULAR,substitution,in,[],1630619,,,1610612762,13,4,2026-01-17T22:22:15Z,550000,False,,,0,,SUB in: M. Cisse,[1630619],1610612742.0,DAL,,,,Cisse,M. Cisse,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M22.00S,2026-01-17T22:20:48.2Z,1,REGULAR,substitution,in,[],202691,,,1610612762,13,4,2026-01-17T22:22:15Z,560000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M22.00S,2026-01-17T22:20:48.2Z,1,REGULAR,substitution,in,[],1642383,,,1610612762,13,4,2026-01-17T22:22:15Z,570000,False,,,0,,SUB in: W. Clayton Jr.,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M22.00S,2026-01-17T22:20:48.2Z,1,REGULAR,substitution,in,[],1641729,,,1610612762,13,4,2026-01-17T22:22:15Z,580000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M15.00S,2026-01-17T22:22:34.4Z,1,REGULAR,3pt,Jump Shot,[],1642271,67.62483574244416,43.13725490196079,1610612762,13,7,2026-01-17T22:22:40Z,590000,False,-34.0,252.0,1,right,K. Filipowski 25' 3PT  (3 PTS) (W. Clayton Jr. 1 AST),"[1642271, 1642383]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Center,25.41,Made,,,,,,,,,3.0,W. Clayton Jr.,1642383.0,1.0,,,,,,
61,PT06M59.00S,2026-01-17T22:22:49.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630619,7.095926412614981,63.6642156862745,1610612742,15,7,2026-01-17T22:22:56Z,610000,False,-68.0,14.0,1,left,M. Cisse 6' cutting Layup (2 PTS) (K. Thompson 1 AST),"[1630619, 202691]",1610612742.0,DAL,cutting,,,Cisse,M. Cisse,,,,,In The Paint (Non-RA),0-8 Center,6.98,Made,,,,,,,,,2.0,K. Thompson,202691.0,1.0,,,,,,
63,PT06M42.00S,2026-01-17T22:23:07.0Z,1,REGULAR,3pt,Jump Shot,[],1641729,64.99671484888306,50.0,1610612762,15,7,2026-01-17T22:23:12Z,630000,False,0.0,277.0,1,right,MISS B. Sensabaugh 27' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Center,27.65,Missed,,,,,,,,,,,,,,,,,,
64,PT06M38.00S,2026-01-17T22:23:11.0Z,1,REGULAR,rebound,offensive,[],1642268,,,1610612762,15,7,2026-01-17T22:32:58Z,640000,False,,,0,,I. Collier REBOUND (Off:1 Def:0),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Center,,,63.0,1.0,0.0,1.0,,,,,,,,,,,,,,
65,PT06M37.00S,2026-01-17T22:23:12.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642268,76.16622864651774,14.215686274509803,1610612762,15,10,2026-01-17T22:23:16Z,650000,False,-179.0,172.0,1,right,I. Collier 24' 3PT  (5 PTS),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,24.78,Made,,,,,,,,,5.0,,,,,,,,,
67,PT06M15.00S,2026-01-17T22:23:34.2Z,1,REGULAR,3pt,Jump Shot,[],202691,31.488173455978973,19.11764705882353,1610612742,18,10,2026-01-17T22:23:39Z,670000,False,154.0,243.0,1,left,K. Thompson 28' 3PT  (3 PTS) (B. Williams 2 AST),"[202691, 1630314]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,28.83,Made,,,,,,,,,3.0,B. Williams,1630314.0,2.0,,,,,,
69,PT06M00.00S,2026-01-17T22:23:48.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642271,87.99277266754271,49.50980392156863,1610612762,18,10,2026-01-17T22:23:53Z,690000,False,-2.0,60.0,1,right,MISS K. Filipowski 6' driving floating Shot,[1642271],1610612762.0,UTA,driving floating,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,6.05,Missed,,,,,,,,,,,,,,,,,,
70,PT05M57.00S,2026-01-17T22:23:51.6Z,1,REGULAR,rebound,defensive,[],1630619,,,1610612742,18,10,2026-01-17T22:23:53Z,700000,False,,,0,,M. Cisse REBOUND (Off:0 Def:1),[1630619],1610612742.0,DAL,,,,Cisse,M. Cisse,,,,,In The Paint (Non-RA),0-8 Center,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,,,
71,PT05M55.00S,2026-01-17T22:23:55.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631108,6.783837056504599,53.431372549019606,1610612742,20,10,2026-01-17T22:24:35Z,710000,False,-17.0,11.0,1,left,M. Christie running Layup (5 PTS) (N. Marshall 2 AST),"[1631108, 1630230]",1610612742.0,DAL,running,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,2.06,Made,,,,,,,,,5.0,N. Marshall,1630230.0,2.0,,,,,,
73,PT05M55.00S,2026-01-17T22:23:58.8Z,1,REGULAR,foul,personal,['1freethrow'],1642383,,,1610612742,20,10,2026-01-17T22:24:16Z,730000,False,,,0,,W. Clayton Jr. shooting personal FOUL (1 PF) (Christie 1 FT),"[1642383, 1631108]",1610612762.0,UTA,shooting,,,Clayton Jr.,W. Clayton Jr.,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,,,,,,,,1.0,0.0,Christie,1631108.0,,
80,PT05M55.00S,2026-01-17T22:24:02.4Z,1,REGULAR,substitution,out,[],1630314,,,1610612742,20,10,2026-01-17T22:25:46Z,745000,False,,,0,,SUB out: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M55.00S,2026-01-17T22:24:02.4Z,1,REGULAR,substitution,in,[],1642948,,,1610612742,20,10,2026-01-17T22:25:46Z,747500,False,,,0,,SUB in: R. Nembhard,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M55.00S,2026-01-17T22:24:27.9Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1631108,,,1610612742,21,10,2026-01-17T22:24:27Z,750000,False,,,0,,M. Christie Free Throw 1 of 1 (6 PTS),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,,
76,PT05M42.00S,2026-01-17T22:24:40.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642271,93.77463863337714,48.529411764705884,1610612762,21,12,2026-01-17T22:26:15Z,760000,False,-7.0,6.0,1,right,K. Filipowski cutting DUNK (5 PTS) (I. Collier 2 AST),"[1642271, 1642268]",1610612762.0,UTA,cutting,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,,,,,5.0,I. Collier,1642268.0,2.0,,,,,,
78,PT05M29.00S,2026-01-17T22:24:53.5Z,1,REGULAR,3pt,Jump Shot,[],202691,25.706307490144546,17.15686274509804,1610612742,24,12,2026-01-17T22:25:02Z,780000,False,164.0,189.0,1,left,K. Thompson 25' 3PT  (6 PTS) (R. Nembhard 1 AST),"[202691, 1642948]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.04,Made,,,,,,,,,6.0,R. Nembhard,1642948.0,1.0,,,,,,
82,PT05M08.00S,2026-01-17T22:25:14.4Z,1,REGULAR,3pt,Jump Shot,[],1642383,81.02825229960578,93.62745098039215,1610612762,24,12,2026-01-17T22:25:19Z,820000,False,218.0,126.0,1,right,MISS W. Clayton Jr. 25' 3PT,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Right Center,25.18,Missed,,,,,,,,,,,,,,,,,,
83,PT05M06.00S,2026-01-17T22:25:16.4Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612742,24,12,2026-01-17T22:25:19Z,830000,False,,,0,,N. Marshall REBOUND (Off:0 Def:2),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,82.0,2.0,2.0,0.0,,,,,,,,,,,,,,
84,PT05M00.00S,2026-01-17T22:25:25.6Z,1,REGULAR,foul,personal,[],1642268,,,1610612742,24,12,2026-01-17T22:25:52Z,840000,False,,,0,,I. Collier personal FOUL (1 PF),"[1642268, 1631108]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Mid-Range,8-16 Right,,,,,,,1627519.0,,,,,,,,1.0,0.0,Christie,1631108.0,,
86,PT05M00.00S,2026-01-17T22:25:33.5Z,1,REGULAR,substitution,out,[],1631108,,,1610612742,24,12,2026-01-17T22:25:47Z,860000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M00.00S,2026-01-17T22:25:33.5Z,1,REGULAR,substitution,out,[],1642262,,,1610612742,24,12,2026-01-17T22:25:47Z,870000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M00.00S,2026-01-17T22:25:33.5Z,1,REGULAR,substitution,out,[],1642271,,,1610612742,24,12,2026-01-17T22:25:47Z,880000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M00.00S,2026-01-17T22:25:33.5Z,1,REGULAR,substitution,in,[],1630702,,,1610612742,24,12,2026-01-17T22:25:47Z,890000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
