actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
249,PT05M53.00S,2025-11-06T02:21:04.7Z,2,REGULAR,foul,personal,['1freethrow'],1642877,,,1610612742,29,40,2025-11-06T02:21:24Z,2450000,False,,,0,,M. Peavy shooting personal FOUL (1 PF) (Washington 1 FT),"[1642877, 1629023]",1610612740.0,NOP,shooting,,,Peavy,M. Peavy,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1628171.0,,,,,,,,1.0,0.0,Washington,1629023.0
251,PT05M53.00S,2025-11-06T02:21:11.2Z,2,REGULAR,substitution,out,[],203939,,,1610612742,29,40,2025-11-06T02:21:58Z,2470000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M53.00S,2025-11-06T02:21:11.2Z,2,REGULAR,substitution,in,[],1629655,,,1610612742,29,40,2025-11-06T02:21:58Z,2480000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M53.00S,2025-11-06T02:21:33.4Z,2,REGULAR,freethrow,1 of 1,[],1629023,,,1610612742,30,40,2025-11-06T02:21:33Z,2490000,False,,,0,,P. Washington Free Throw 1 of 1 (4 PTS),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
254,PT05M31.00S,2025-11-06T02:21:56.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,82.7365308804205,50.245098039215684,1610612740,30,40,2025-11-06T02:26:15Z,2500000,False,1.0,110.0,1,right,MISS S. Bey 10' fadeaway Shot,[1630180],1610612740.0,NOP,fadeaway,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,10.98,Missed,,,,,,,,,,,,,,,,,,
255,PT05M28.00S,2025-11-06T02:21:59.0Z,2,REGULAR,rebound,defensive,[],1631108,,,1610612742,30,40,2025-11-06T02:22:02Z,2510000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Center,,,254.0,1.0,1.0,0.0,,,,,,,,,,,,,,
256,PT05M23.00S,2025-11-06T02:22:03.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630702,6.521024967148489,94.11764705882352,1610612742,30,40,2025-11-06T02:22:12Z,2520000,False,-221.0,9.0,1,left,MISS J. Hardy running 3PT,[1630702],1610612742.0,DAL,running,,,Hardy,J. Hardy,,,,,Left Corner 3,24+ Left,22.08,Missed,,,,,,,,,,,,,,,,,,
257,PT05M22.00S,2025-11-06T02:22:05.6Z,2,REGULAR,rebound,offensive,[],1629023,,,1610612742,30,40,2025-11-06T02:22:05Z,2530000,False,,,0,,P. Washington REBOUND (Off:1 Def:4),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,256.0,5.0,4.0,1.0,,,,,,,,,,,,,,
258,PT05M21.00S,2025-11-06T02:22:07.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629023,8.360709592641262,57.35294117647059,1610612742,32,40,2025-11-06T02:27:54Z,2540000,False,-37.0,26.0,1,left,P. Washington turnaround Hook (6 PTS),[1629023],1610612742.0,DAL,turnaround,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,4.51,Made,,,,,,,,6.0,,,,,,,,,,
259,PT05M21.00S,2025-11-06T02:22:10.5Z,2,REGULAR,foul,personal,['1freethrow'],1626172,,,1610612742,32,40,2025-11-06T02:22:32Z,2550000,False,,,0,,K. Looney shooting personal FOUL (1 PF) (Washington 1 FT),"[1626172, 1629023]",1610612740.0,NOP,shooting,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1155.0,,,,,,,,1.0,0.0,Washington,1629023.0
261,PT05M21.00S,2025-11-06T02:22:19.6Z,2,REGULAR,substitution,out,[],1630702,,,1610612742,32,40,2025-11-06T02:22:30Z,2570000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M21.00S,2025-11-06T02:22:19.6Z,2,REGULAR,substitution,in,[],1642843,,,1610612742,32,40,2025-11-06T02:22:30Z,2580000,False,,,0,,SUB in: C. Flagg,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M21.00S,2025-11-06T02:22:39.6Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629023,,,1610612742,33,40,2025-11-06T02:22:39Z,2590000,False,,,0,,P. Washington Free Throw 1 of 1 (7 PTS),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
264,PT05M08.00S,2025-11-06T02:22:54.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642847,82.07950065703022,50.73529411764706,1610612740,33,42,2025-11-06T02:28:33Z,2600000,False,4.0,116.0,1,right,J. Fears 11' pullup Jump Shot (7 PTS),[1642847],1610612740.0,NOP,pullup,,,Fears,J. Fears,,,,,In The Paint (Non-RA),8-16 Center,11.61,Made,,,,,,,,7.0,,,,,,,,,,
265,PT04M59.00S,2025-11-06T02:23:07.1Z,2,REGULAR,foul,personal,[],1642847,,,1610612742,33,42,2025-11-06T02:23:12Z,2610000,False,,,0,,J. Fears personal FOUL (1 PF),"[1642847, 1629655]",1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1155.0,,,,,,,,1.0,0.0,Gafford,1629655.0
267,PT04M51.00S,2025-11-06T02:23:32.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,11.645860709592641,56.127450980392155,1610612742,33,42,2025-11-06T02:23:37Z,2630000,False,-31.0,57.0,1,left,MISS D. Russell 6' driving floating Shot,[1626156],1610612742.0,DAL,driving floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,6.47,Missed,,,,,,,,,,,,,,,,,,
268,PT04M48.00S,2025-11-06T02:23:35.2Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612740,33,42,2025-11-06T02:23:37Z,2640000,False,,,0,,K. Looney REBOUND (Off:2 Def:1),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,267.0,3.0,1.0,2.0,,,,,,,,,,,,,,
269,PT04M36.00S,2025-11-06T02:23:47.1Z,2,REGULAR,3pt,Jump Shot,[],1630530,74.58935611038108,13.23529411764706,1610612740,33,42,2025-11-06T02:24:01Z,2650000,False,-184.0,186.0,1,right,MISS T. Murphy III 26' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,26.18,Missed,,,,,,,,,,,,,,,,,,
270,PT04M33.00S,2025-11-06T02:23:50.1Z,2,REGULAR,rebound,defensive,[],1631108,,,1610612742,33,42,2025-11-06T02:24:01Z,2660000,False,,,0,,M. Christie REBOUND (Off:0 Def:2),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,,,269.0,2.0,2.0,0.0,,,,,,,,,,,,,,
272,PT04M30.00S,2025-11-06T02:23:58.6Z,2,REGULAR,substitution,out,[],1626156,,,1610612742,33,42,2025-11-06T02:24:15Z,2680000,False,,,0,,SUB out: D. Russell,[1626156],1610612742.0,DAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M30.00S,2025-11-06T02:23:58.6Z,2,REGULAR,substitution,in,[],1630314,,,1610612742,33,42,2025-11-06T02:24:15Z,2690000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M18.00S,2025-11-06T02:24:30.6Z,2,REGULAR,2pt,Jump Shot,[],1642843,22.683968462549277,27.205882352941174,1610612742,33,42,2025-11-06T02:24:36Z,2700000,False,114.0,161.0,1,left,MISS C. Flagg 19' pullup Shot,[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Right Center,19.7,Missed,,,,,,,,,,,,,,,,,,
275,PT04M15.00S,2025-11-06T02:24:33.6Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612742,33,42,2025-11-06T02:24:36Z,2710000,False,,,0,,D. Gafford REBOUND (Off:1 Def:3),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Mid-Range,16-24 Right Center,,,274.0,4.0,3.0,1.0,,,,,,,,,,,,,,
276,PT04M15.00S,2025-11-06T02:24:34.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,8.360709592641262,39.705882352941174,1610612742,35,42,2025-11-06T02:24:39Z,2720000,False,51.0,26.0,1,left,D. Gafford putback Layup (2 PTS),[1629655],1610612742.0,DAL,putback,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,5.77,Made,,,,,,,,2.0,,,,,,,,,,
277,PT03M57.00S,2025-11-06T02:24:50.8Z,2,REGULAR,3pt,Jump Shot,[],1642847,87.33574244415243,94.11764705882352,1610612740,35,42,2025-11-06T02:25:00Z,2730000,False,221.0,67.0,1,right,MISS J. Fears 3PT,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Right Corner 3,24+ Right,23.04,Missed,,,,,,,,,,,,,,,,,,
278,PT03M54.00S,2025-11-06T02:24:53.8Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,35,42,2025-11-06T02:25:00Z,2740000,False,,,0,,P. Washington REBOUND (Off:1 Def:5),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,,,277.0,6.0,5.0,1.0,,,,,,,,,,,,,,
279,PT03M51.00S,2025-11-06T02:24:59.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629023,9.543363994743759,42.15686274509804,1610612742,37,42,2025-11-06T02:25:04Z,2750000,False,39.0,37.0,1,left,P. Washington running Layup (9 PTS),[1629023],1610612742.0,DAL,running,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,5.4,Made,,,,,,,,9.0,,,,,,,,,,
280,PT03M51.00S,2025-11-06T02:25:02.9Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642847,,,1610612742,37,42,2025-11-06T02:25:22Z,2760000,False,,,0,,J. Fears shooting personal FOUL (2 PF) (Washington 1 FT),"[1642847, 1629023]",1610612740.0,NOP,shooting,,,Fears,J. Fears,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1627529.0,,,,,,,,2.0,0.0,Washington,1629023.0
282,PT03M51.00S,2025-11-06T02:25:11.2Z,2,REGULAR,substitution,out,[],1642877,,,1610612742,37,42,2025-11-06T02:25:20Z,2780000,False,,,0,,SUB out: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M51.00S,2025-11-06T02:25:11.2Z,2,REGULAR,substitution,out,[],1626172,,,1610612742,37,42,2025-11-06T02:25:20Z,2790000,False,,,0,,SUB out: K. Looney,[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M51.00S,2025-11-06T02:25:11.2Z,2,REGULAR,substitution,in,[],1630529,,,1610612742,37,42,2025-11-06T02:25:20Z,2800000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M51.00S,2025-11-06T02:25:11.2Z,2,REGULAR,substitution,in,[],1642852,,,1610612742,37,42,2025-11-06T02:25:20Z,2810000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M51.00S,2025-11-06T02:25:32.7Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1629023,,,1610612742,37,42,2025-11-06T02:25:36Z,2820000,False,,,0,,MISS P. Washington Free Throw 1 of 1,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
287,PT03M48.00S,2025-11-06T02:25:35.7Z,2,REGULAR,rebound,offensive,[],1629023,,,1610612742,37,42,2025-11-06T02:25:36Z,2830000,False,,,0,,P. Washington REBOUND (Off:2 Def:5),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,286.0,7.0,5.0,2.0,,,,,,,,,,,,,,
288,PT03M44.00S,2025-11-06T02:25:40.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630314,7.703679369250986,52.94117647058824,1610612742,37,42,2025-11-06T02:26:06Z,2840000,False,-15.0,20.0,1,left,MISS B. Williams driving finger roll Layup,[1630314],1610612742.0,DAL,driving finger roll,,,Williams,B. Williams,,,,,Restricted Area,0-8 Center,2.47,Missed,,,,,,,,,,,,,,,,,,
289,PT03M43.00S,2025-11-06T02:25:41.2Z,2,REGULAR,rebound,offensive,[],1629023,,,1610612742,37,42,2025-11-06T02:26:06Z,2850000,False,,,0,,P. Washington REBOUND (Off:3 Def:5),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,288.0,8.0,5.0,3.0,,,,,,,,,,,,,,
290,PT03M43.00S,2025-11-06T02:25:44.7Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629023,5.590000152587891,50.0,1610612742,39,42,2025-11-06T02:26:03Z,2860000,False,0.0,0.0,1,left,P. Washington tip DUNK (11 PTS),[1629023],1610612742.0,DAL,tip,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,11.0,,,,,,,,,,
291,PT03M43.00S,2025-11-06T02:25:48.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,39,42,2025-11-06T02:25:48Z,2870000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M18.00S,2025-11-06T02:29:23.5Z,2,REGULAR,3pt,Jump Shot,[],1630180,73.01248357424441,84.31372549019608,1610612740,39,45,2025-11-06T02:29:28Z,2880000,False,172.0,201.0,1,right,S. Bey 26' 3PT  (8 PTS) (T. Murphy III 1 AST),"[1630180, 1630530]",1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,26.44,Made,,,,,,,,8.0,T. Murphy III,1630530.0,1.0,,,,,,,
294,PT02M59.00S,2025-11-06T02:29:42.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630314,6.915243101182654,50.98039215686274,1610612742,39,45,2025-11-06T02:31:33Z,2900000,False,-5.0,13.0,1,left,MISS B. Williams driving finger roll Layup,[1630314],1610612742.0,DAL,driving finger roll,,,Williams,B. Williams,,,,,Restricted Area,0-8 Center,1.34,Missed,,,,,,,,,,,,,,,,,,
295,PT02M58.00S,2025-11-06T02:29:43.6Z,2,REGULAR,rebound,defensive,[],1642852,,,1610612740,39,45,2025-11-06T02:29:49Z,2910000,False,,,0,,D. Queen REBOUND (Off:0 Def:3),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,294.0,3.0,3.0,0.0,,,,,,,,,,,,,,
296,PT02M56.00S,2025-11-06T02:29:45.7Z,2,REGULAR,turnover,lost ball,[],1642852,,,1610612740,39,45,2025-11-06T02:29:55Z,2920000,False,,,0,,D. Queen lost ball TURNOVER (1 TO),"[1642852, 1629655]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,Gafford,1629655.0,,,,
297,PT02M56.00S,2025-11-06T02:29:45.7Z,2,REGULAR,steal,,[],1629655,,,1610612742,39,45,2025-11-06T02:29:47Z,2930000,False,,,0,,D. Gafford STEAL (1 STL),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
298,PT02M54.00S,2025-11-06T02:29:48.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629655,8.754927726675426,50.245098039215684,1610612742,41,45,2025-11-06T02:30:00Z,2940000,False,-1.0,30.0,1,left,D. Gafford Layup (4 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2.98,Made,,,,,,,,4.0,,,,,,,,,,
299,PT02M50.00S,2025-11-06T02:29:51.9Z,2,REGULAR,3pt,Jump Shot,[],1630530,85.49605781865965,2.2058823529411766,1610612740,41,48,2025-11-06T02:30:08Z,2950000,False,-239.0,84.0,1,right,T. Murphy III 25' 3PT  (7 PTS) (S. Bey 1 AST),"[1630530, 1630180]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,25.33,Made,,,,,,,,7.0,S. Bey,1630180.0,1.0,,,,,,,
301,PT02M27.00S,2025-11-06T02:30:14.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630314,6.521024967148489,50.0,1610612742,43,48,2025-11-06T02:30:23Z,2970000,False,0.0,9.0,1,left,B. Williams driving finger roll Layup (6 PTS),[1630314],1610612742.0,DAL,driving finger roll,,,Williams,B. Williams,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,,,,6.0,,,,,,,,,,
302,PT02M13.00S,2025-11-06T02:30:30.5Z,2,REGULAR,turnover,out-of-bounds,[],1642847,,,1610612740,43,48,2025-11-06T02:30:38Z,2980000,False,,,0,,J. Fears bad pass out-of-bounds TURNOVER (2 TO),[1642847],1610612740.0,NOP,bad pass,,,Fears,J. Fears,,,,,Above the Break 3,24+ Center,,,,,,,,,1155.0,,,,,2.0,,,,,,
303,PT02M13.00S,2025-11-06T02:30:34.5Z,2,REGULAR,substitution,out,[],1629655,,,1610612742,43,48,2025-11-06T02:30:44Z,2990000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M13.00S,2025-11-06T02:30:34.5Z,2,REGULAR,substitution,in,[],1630230,,,1610612742,43,48,2025-11-06T02:30:44Z,3000000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT01M59.00S,2025-11-06T02:31:01.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631108,18.610381077529567,93.38235294117648,1610612742,43,48,2025-11-06T02:31:09Z,3010000,False,-217.0,122.0,1,left,MISS M. Christie 24' 3PT,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,24.91,Missed,,,,,,,,,,,,,,,,,,
306,PT01M57.00S,2025-11-06T02:31:03.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,43,48,2025-11-06T02:31:09Z,3020000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,305.0,,,,,,,,,,,,,,,,,
308,PT01M54.00S,2025-11-06T02:31:28.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630230,7.703679369250986,47.30392156862745,1610612742,45,48,2025-11-06T02:31:35Z,3040000,False,13.0,20.0,1,left,N. Marshall driving reverse Layup (2 PTS) (B. Williams 2 AST),"[1630230, 1630314]",1610612742.0,DAL,driving reverse,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,2.4,Made,,,,,,,,2.0,B. Williams,1630314.0,2.0,,,,,,,
310,PT01M38.00S,2025-11-06T02:31:44.4Z,2,REGULAR,turnover,bad pass,[],1642847,,,1610612740,45,48,2025-11-06T02:31:49Z,3060000,False,,,0,,J. Fears bad pass TURNOVER (3 TO),"[1642847, 1642843]",1610612740.0,NOP,,,,Fears,J. Fears,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,3.0,Flagg,1642843.0,,,,
311,PT01M38.00S,2025-11-06T02:31:44.4Z,2,REGULAR,steal,,[],1642843,,,1610612742,45,48,2025-11-06T02:31:45Z,3070000,False,,,0,,C. Flagg STEAL (2 STL),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
312,PT01M34.00S,2025-11-06T02:31:48.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642843,7.046649145860711,48.28431372549019,1610612742,47,48,2025-11-06T02:31:54Z,3080000,False,9.0,14.0,1,left,C. Flagg running finger roll Layup (8 PTS),[1642843],1610612742.0,DAL,running finger roll,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,1.62,Made,,,,,,,,8.0,,,,,,,,,,
313,PT01M16.00S,2025-11-06T02:32:07.7Z,2,REGULAR,foul,personal,[],1631108,,,1610612740,47,48,2025-11-06T02:32:21Z,3090000,False,,,0,,M. Christie personal FOUL (1 PF),"[1631108, 1630529]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1155.0,,,,,,,,1.0,0.0,Jones,1630529.0
315,PT01M16.00S,2025-11-06T02:32:19.6Z,2,REGULAR,substitution,out,[],1642847,,,1610612740,47,48,2025-11-06T02:32:23Z,3110000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT01M16.00S,2025-11-06T02:32:19.6Z,2,REGULAR,substitution,in,[],1630631,,,1610612740,47,48,2025-11-06T02:32:23Z,3120000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT01M03.00S,2025-11-06T02:32:48.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,89.30683311432325,58.57843137254902,1610612740,47,48,2025-11-06T02:33:00Z,3130000,False,43.0,48.0,1,right,MISS D. Queen 6' driving Layup,[1642852],1610612740.0,NOP,driving,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,6.44,Missed,,,,,,,,,,,,,,,,,,
318,PT01M00.00S,2025-11-06T02:32:51.2Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,47,48,2025-11-06T02:33:00Z,3140000,False,,,0,,P. Washington REBOUND (Off:3 Def:6),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,317.0,9.0,6.0,3.0,,,,,,,,,,,,,,
319,PT00M56.80S,2025-11-06T02:32:53.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630314,24.26084099868594,84.31372549019608,1610612742,47,48,2025-11-06T02:36:06Z,3150000,False,-172.0,176.0,1,left,MISS B. Williams 24' running 3PT,[1630314],1610612742.0,DAL,running,,,Williams,B. Williams,,,,,Above the Break 3,24+ Left Center,24.55,Missed,,,,,,,,,,,,,,,,,,
320,PT00M53.10S,2025-11-06T02:32:57.6Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612740,47,48,2025-11-06T02:33:06Z,3160000,False,,,0,,J. Alvarado REBOUND (Off:1 Def:4),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,319.0,5.0,4.0,1.0,,,,,,,,,,,,,,
321,PT00M40.20S,2025-11-06T02:33:11.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,88.91261498028909,43.38235294117647,1610612740,47,50,2025-11-06T02:33:18Z,3170000,False,-33.0,52.0,1,right,S. Bey 6' turnaround Jump Shot (10 PTS),[1630180],1610612740.0,NOP,turnaround,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,6.14,Made,,,,,,,,10.0,,,,,,,,,,
322,PT00M34.40S,2025-11-06T02:33:21.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630314,7.835085413929041,44.85294117647059,1610612742,49,50,2025-11-06T02:33:27Z,3180000,False,26.0,21.0,1,left,B. Williams driving Layup (8 PTS),[1630314],1610612742.0,DAL,driving,,,Williams,B. Williams,,,,,Restricted Area,0-8 Center,3.33,Made,,,,,,,,8.0,,,,,,,,,,
323,PT00M29.00S,2025-11-06T02:33:28.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630529,90.09526938239159,41.911764705882355,1610612740,49,52,2025-11-06T02:33:32Z,3190000,False,-40.0,41.0,1,right,H. Jones driving floating Jump Shot (4 PTS),[1630529],1610612740.0,NOP,driving floating,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.73,Made,,,,,,,,4.0,,,,,,,,,,
324,PT00M06.70S,2025-11-06T02:33:54.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,11.777266754270697,41.911764705882355,1610612742,49,52,2025-11-06T02:38:30Z,3200000,False,40.0,58.0,1,left,MISS P. Washington 7' driving floating bank Shot,[1629023],1610612742.0,DAL,driving floating bank,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,7.08,Missed,,,,,,,,,,,,,,,,,,
325,PT00M04.60S,2025-11-06T02:33:56.7Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,49,52,2025-11-06T02:33:58Z,3210000,False,,,0,,H. Jones REBOUND (Off:0 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,324.0,2.0,2.0,0.0,,,,,,,,,,,,,,
326,PT00M00.50S,2025-11-06T02:34:01.1Z,2,REGULAR,turnover,lost ball,[],1630529,,,1610612740,49,52,2025-11-06T02:34:24Z,3212500,False,,,0,,H. Jones lost ball TURNOVER (2 TO),"[1630529, 1631108]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,2.0,Christie,1631108.0,,,,
327,PT00M00.50S,2025-11-06T02:34:01.1Z,2,REGULAR,steal,,[],1631108,,,1610612742,49,52,2025-11-06T02:34:02Z,3213750,False,,,0,,M. Christie STEAL (1 STL),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
328,PT00M00.30S,2025-11-06T02:34:04.1Z,2,REGULAR,heave,,['fromturnover'],0,,,1610612742,49,52,2025-11-06T02:34:24Z,3215000,False,,,0,,DAL Heave,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Center,48.2,,,,,,,,,,,,,,,,,,,
