actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
193,PT12M00.00S,2025-11-11T02:09:07.2Z,2,REGULAR,substitution,in,['startperiod'],1630702,,,1610612749,31,27,2025-11-11T02:11:46Z,1930000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,,,,,,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2025-11-11T02:09:07.2Z,2,REGULAR,substitution,in,['startperiod'],1629655,,,1610612749,31,27,2025-11-11T02:11:46Z,1940000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,,,,,,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2025-11-11T02:09:07.2Z,2,REGULAR,substitution,in,['startperiod'],1631260,,,1610612749,31,27,2025-11-11T02:11:46Z,1950000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,,,,,,,,,Green,A. Green,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2025-11-11T02:09:07.2Z,2,REGULAR,substitution,in,['startperiod'],1631157,,,1610612749,31,27,2025-11-11T02:11:46Z,1960000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,,,,,,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,
197,PT12M00.00S,2025-11-11T02:11:46.6Z,2,REGULAR,period,start,[],0,,,1610612749,31,27,2025-11-11T02:11:46Z,1970000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT11M46.00S,2025-11-11T02:11:59.6Z,2,REGULAR,3pt,Jump Shot,[],1626171,68.28186596583443,64.4607843137255,1610612749,31,27,2025-11-11T02:12:15Z,1980000,False,72.0,246.0,1,right,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,25.61,Missed,,Portis,B. Portis,,,,,,,,,,,,,,,,,
199,PT11M43.00S,2025-11-11T02:12:02.4Z,2,REGULAR,rebound,defensive,[],1626156,,,1610612742,31,27,2025-11-11T02:12:02Z,1990000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,,,,Russell,D. Russell,,,,,,,,,,,,198.0,1.0,1.0,0.0,,
202,PT11M39.00S,2025-11-11T02:12:07.5Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1626156,13.485545335085414,55.14705882352941,1610612742,31,27,2025-11-11T03:16:53Z,2000000,False,-26.0,74.0,1,left,MISS D. Russell 7' driving floating Shot,[1626156],1610612742.0,DAL,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,7.86,Missed,,Russell,D. Russell,,,,,,,,,,,,,,,,,
203,PT11M35.00S,2025-11-11T02:12:11.5Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612742,31,27,2025-11-11T03:16:53Z,2010000,False,,,0,,D. Gafford REBOUND (Off:3 Def:1),[1629655],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Gafford,D. Gafford,,,,,,,,,,,,202.0,4.0,1.0,3.0,,
204,PT11M35.00S,2025-11-11T02:12:10.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1629655,5.590000152587891,50.0,1610612742,33,27,2025-11-11T02:12:28Z,2020000,False,0.0,0.0,1,left,D. Gafford tip Layup (5 PTS),[1629655],1610612742.0,DAL,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,5.0,Gafford,D. Gafford,,,,,,,,,,,,,,,,,
205,PT11M10.00S,2025-11-11T02:12:35.2Z,2,REGULAR,3pt,Jump Shot,[],1626171,68.54467805519053,30.392156862745097,1610612749,33,27,2025-11-11T02:12:39Z,2030000,False,-98.0,243.0,1,right,MISS B. Portis 26' 3PT,[1626171],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,26.22,Missed,,Portis,B. Portis,,,,,,,,,,,,,,,,,
206,PT11M09.00S,2025-11-11T02:12:36.2Z,2,REGULAR,rebound,offensive,[],203507,,,1610612749,33,27,2025-11-11T02:12:39Z,2040000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:1),[203507],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,205.0,2.0,1.0,1.0,,
207,PT11M02.00S,2025-11-11T02:12:43.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203507,93.51182654402102,47.549019607843135,1610612749,33,29,2025-11-11T02:55:41Z,2050000,False,-12.0,8.0,1,right,G. Antetokounmpo driving DUNK (2 PTS),[203507],1610612749.0,MIL,driving,,,,,,Restricted Area,0-8 Center,1.5,Made,2.0,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,
208,PT11M02.00S,2025-11-11T02:12:49.4Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612742,33,29,2025-11-11T02:13:23Z,2060000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,1146.0,,,,,,,,,,,,,
209,PT10M51.00S,2025-11-11T02:13:09.4Z,2,REGULAR,3pt,Jump Shot,[],1630702,30.831143232588698,36.029411764705884,1610612742,33,29,2025-11-11T02:13:20Z,2070000,False,70.0,237.0,1,left,MISS J. Hardy 24' 3PT,[1630702],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,24.74,Missed,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,
210,PT10M47.00S,2025-11-11T02:13:13.0Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612749,33,29,2025-11-11T02:13:13Z,2080000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,,Kuzma,K. Kuzma,,,,,,,,,,,,209.0,2.0,2.0,0.0,,
211,PT10M45.00S,2025-11-11T02:13:19.0Z,2,REGULAR,foul,personal,[],1630702,,,1610612749,33,29,2025-11-11T02:13:30Z,2090000,False,,,0,,J. Hardy personal FOUL (1 PF),"[1630702, 1631260]",1610612742.0,DAL,,,,,,,Mid-Range,16-24 Left Center,,,,Hardy,J. Hardy,,,,1146.0,1.0,0.0,Green,1631260.0,,,,,,,,,
213,PT10M41.00S,2025-11-11T02:13:37.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,93.77463863337714,50.0,1610612749,33,31,2025-11-11T02:13:44Z,2110000,False,0.0,6.0,1,right,G. Antetokounmpo driving DUNK (4 PTS) (A. Green 1 AST),"[203507, 1631260]",1610612749.0,MIL,driving,,,,,,Restricted Area,0-8 Center,0.6,Made,4.0,Antetokounmpo,G. Antetokounmpo,A. Green,1631260.0,1.0,,,,,,,,,,,,,,
215,PT10M23.00S,2025-11-11T02:13:55.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630702,6.652431011826544,50.0,1610612742,35,31,2025-11-11T02:13:58Z,2130000,False,0.0,10.0,1,left,J. Hardy driving Layup (2 PTS) (D. Gafford 2 AST),"[1630702, 1629655]",1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,1.0,Made,2.0,Hardy,J. Hardy,D. Gafford,1629655.0,2.0,,,,,,,,,,,,,,
217,PT10M12.00S,2025-11-11T02:14:05.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631157,92.9862023653088,48.03921568627451,1610612749,35,31,2025-11-11T02:14:14Z,2150000,False,-10.0,13.0,1,right,MISS R. Rollins driving reverse Layup,[1631157],1610612749.0,MIL,driving reverse,,,,,,Restricted Area,0-8 Center,1.66,Missed,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,
218,PT10M09.00S,2025-11-11T02:14:08.9Z,2,REGULAR,rebound,defensive,[],1630702,,,1610612742,35,31,2025-11-11T02:14:14Z,2160000,False,,,0,,J. Hardy REBOUND (Off:0 Def:1),[1630702],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Hardy,J. Hardy,,,,,,,,,,,,217.0,1.0,1.0,0.0,,
219,PT10M04.00S,2025-11-11T02:14:13.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642843,13.222733245729303,50.245098039215684,1610612742,37,31,2025-11-11T03:22:20Z,2170000,False,-1.0,72.0,1,left,C. Flagg 7' pullup Jump Shot (8 PTS) (K. Thompson 2 AST),"[1642843, 202691]",1610612742.0,DAL,pullup,,,,,,In The Paint (Non-RA),0-8 Center,7.18,Made,8.0,Flagg,C. Flagg,K. Thompson,202691.0,2.0,,,,,,,,,,,,,,
221,PT09M48.00S,2025-11-11T02:14:33.2Z,2,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612749,37,31,2025-11-11T02:14:38Z,2190000,False,,,0,,D. Gafford shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1629655, 203507]",1610612742.0,DAL,shooting,,,,,,Restricted Area,0-8 Center,,,,Gafford,D. Gafford,,,,203593.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
223,PT09M48.00S,2025-11-11T02:15:14.1Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,37,31,2025-11-11T02:15:14Z,2210000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,,,,,,,Missed,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,
224,PT09M48.00S,2025-11-11T02:15:14.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,37,31,2025-11-11T02:15:14Z,2220000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,223.0,,,,,
225,PT09M48.00S,2025-11-11T02:15:33.0Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,37,32,2025-11-11T02:15:33Z,2230000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (5 PTS),[203507],1610612749.0,MIL,,,,,,,,,,Made,5.0,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,
226,PT09M27.00S,2025-11-11T02:15:57.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,6.258212877792378,55.14705882352941,1610612742,39,32,2025-11-11T02:16:02Z,2240000,False,-26.0,6.0,1,left,D. Gafford Layup (7 PTS) (D. Russell 1 AST),"[1629655, 1626156]",1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,2.65,Made,7.0,Gafford,D. Gafford,D. Russell,1626156.0,1.0,,,,,,,,,,,,,,
259,PT09M22.00S,2025-11-11T02:16:01.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,91.01511169513797,47.794117647058826,1610612749,39,32,2025-11-11T02:20:26Z,2255000,False,-11.0,32.0,1,right,MISS G. Antetokounmpo driving Layup - blocked,"[203507, 202691]",1610612749.0,MIL,driving,,,,,,Restricted Area,0-8 Center,3.38,Missed,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,Thompson,202691.0
260,PT09M22.00S,2025-11-11T02:16:01.5Z,2,REGULAR,block,,[],202691,,,1610612749,39,32,2025-11-11T02:20:17Z,2257500,False,,,0,,K. Thompson BLOCK (1 BLK),[202691],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,
261,PT09M19.00S,2025-11-11T02:16:04.5Z,2,REGULAR,rebound,defensive,[],202691,,,1610612742,39,32,2025-11-11T02:20:26Z,2258750,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Thompson,K. Thompson,,,,,,,,,,,,259.0,1.0,1.0,0.0,,
231,PT08M58.00S,2025-11-11T02:16:40.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,8.886333771353483,50.0,1610612742,39,32,2025-11-11T03:17:10Z,2290000,False,0.0,31.0,1,left,MISS D. Gafford driving Layup - blocked,"[1629655, 203507]",1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,3.1,Missed,,Gafford,D. Gafford,,,,,,,,,,,,,,,,Antetokounmpo,203507.0
232,PT08M58.00S,2025-11-11T02:16:40.8Z,2,REGULAR,block,,[],203507,,,1610612742,39,32,2025-11-11T02:16:42Z,2300000,False,,,0,,G. Antetokounmpo BLOCK (3 BLK),[203507],1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,
233,PT08M56.00S,2025-11-11T02:16:42.8Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612742,39,32,2025-11-11T02:17:12Z,2310000,False,,,0,,D. Gafford REBOUND (Off:4 Def:1),[1629655],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Gafford,D. Gafford,,,,,,,,,,,,231.0,5.0,1.0,4.0,,
234,PT08M56.00S,2025-11-11T02:16:45.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612742,39,32,2025-11-11T02:17:29Z,2320000,False,,,0,,DAL shot clock Team TURNOVER,[],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,,,
235,PT08M39.00S,2025-11-11T02:17:16.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1631157,92.72339027595268,68.38235294117648,1610612749,39,32,2025-11-11T03:17:21Z,2330000,False,92.0,16.0,1,right,MISS R. Rollins 9' pullup Shot - blocked,"[1631157, 1642843]",1610612749.0,MIL,pullup,,,,,,Mid-Range,8-16 Right,9.33,Missed,,Rollins,R. Rollins,,,,,,,,,,,,,,,,Flagg,1642843.0
236,PT08M39.00S,2025-11-11T02:17:16.5Z,2,REGULAR,block,,[],1642843,,,1610612749,39,32,2025-11-11T02:17:19Z,2340000,False,,,0,,C. Flagg BLOCK (1 BLK),[1642843],1610612742.0,DAL,,,,,,,Mid-Range,8-16 Right,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,
237,PT08M39.00S,2025-11-11T02:17:16.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,39,32,2025-11-11T02:17:33Z,2350000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,235.0,,,,,
239,PT08M39.00S,2025-11-11T02:17:21.3Z,2,REGULAR,substitution,out,[],202691,,,1610612749,39,32,2025-11-11T02:17:32Z,2370000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,,,,,,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,
240,PT08M39.00S,2025-11-11T02:17:21.3Z,2,REGULAR,substitution,out,[],1629655,,,1610612749,39,32,2025-11-11T02:17:32Z,2380000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,,,,,,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,
241,PT08M39.00S,2025-11-11T02:17:21.3Z,2,REGULAR,substitution,in,[],1630619,,,1610612749,39,32,2025-11-11T02:17:32Z,2390000,False,,,0,,SUB in: M. Cisse,[1630619],1610612742.0,DAL,,,,,,,,,,,,Cisse,M. Cisse,,,,,,,,,,,,,,,,,
242,PT08M39.00S,2025-11-11T02:17:21.3Z,2,REGULAR,substitution,in,[],1630230,,,1610612749,39,32,2025-11-11T02:17:32Z,2400000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,,,,,,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,
245,PT08M31.00S,2025-11-11T02:18:47.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631260,85.3646517739816,94.36274509803921,1610612749,39,35,2025-11-11T02:18:51Z,2430000,False,222.0,85.0,1,right,A. Green 3PT turnaround (6 PTS) (R. Rollins 1 AST),"[1631260, 1631157]",1610612749.0,MIL,turnaround,,,,,,Right Corner 3,24+ Right,23.76,Made,6.0,Green,A. Green,R. Rollins,1631157.0,1.0,,,,,,,,,,,,,,
247,PT08M14.00S,2025-11-11T02:19:03.6Z,2,REGULAR,turnover,bad pass,[],1630702,,,1610612742,39,35,2025-11-11T02:19:08Z,2450000,False,,,0,,J. Hardy bad pass TURNOVER (1 TO),"[1630702, 1631157]",1610612742.0,DAL,,,,,,,Mid-Range,16-24 Left,,,,Hardy,J. Hardy,,,,,,,,,1.0,Rollins,1631157.0,,,,,,
248,PT08M14.00S,2025-11-11T02:19:03.6Z,2,REGULAR,steal,,[],1631157,,,1610612749,39,35,2025-11-11T02:19:05Z,2460000,False,,,0,,R. Rollins STEAL (1 STL),[1631157],1610612749.0,MIL,,,,,,,Mid-Range,16-24 Left,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,
249,PT08M10.00S,2025-11-11T02:19:07.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631157,93.77463863337714,55.14705882352941,1610612749,39,35,2025-11-11T02:19:14Z,2470000,False,26.0,6.0,1,right,MISS R. Rollins running Layup,[1631157],1610612749.0,MIL,running,,,,,,Restricted Area,0-8 Center,2.64,Missed,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,
250,PT08M09.00S,2025-11-11T02:19:08.2Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612742,39,35,2025-11-11T02:19:14Z,2480000,False,,,0,,N. Marshall REBOUND (Off:0 Def:2),[1630230],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Marshall,N. Marshall,,,,,,,,,,,,249.0,2.0,2.0,0.0,,
251,PT08M05.00S,2025-11-11T02:19:12.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630702,25.443495400788436,15.931372549019606,1610612742,39,35,2025-11-11T02:19:19Z,2490000,False,170.0,187.0,1,left,MISS J. Hardy 25' running 3PT,[1630702],1610612742.0,DAL,running,,,,,,Above the Break 3,24+ Right Center,25.27,Missed,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,
252,PT08M05.00S,2025-11-11T02:19:12.7Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612749,39,35,2025-11-11T02:19:19Z,2500000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,,Kuzma,K. Kuzma,,,,,,,,,,,,251.0,3.0,3.0,0.0,,
253,PT07M57.00S,2025-11-11T02:19:23.9Z,2,REGULAR,foul,personal,['2freethrow'],1630230,,,1610612749,39,35,2025-11-11T02:19:29Z,2510000,False,,,0,,N. Marshall shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630230, 203507]",1610612742.0,DAL,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Marshall,N. Marshall,,,,203054.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
255,PT07M57.00S,2025-11-11T02:19:59.3Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,39,35,2025-11-11T02:19:59Z,2530000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,,,,,,,Missed,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,
256,PT07M57.00S,2025-11-11T02:19:59.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,39,35,2025-11-11T02:19:59Z,2540000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,255.0,,,,,
257,PT07M57.00S,2025-11-11T02:20:01.0Z,2,REGULAR,substitution,out,[],1628398,,,1610612749,39,35,2025-11-11T02:20:10Z,2550000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,,,,,,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,
258,PT07M57.00S,2025-11-11T02:20:01.0Z,2,REGULAR,substitution,in,[],1629018,,,1610612749,39,35,2025-11-11T02:20:10Z,2560000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,,,,,,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,
262,PT07M57.00S,2025-11-11T02:20:25.0Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,39,36,2025-11-11T02:20:25Z,2570000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (6 PTS),[203507],1610612749.0,MIL,,,,,,,,,,Made,6.0,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,
263,PT07M42.00S,2025-11-11T02:20:42.2Z,2,REGULAR,turnover,lost ball,[],1630702,,,1610612742,39,36,2025-11-11T02:20:48Z,2580000,False,,,0,,J. Hardy lost ball TURNOVER (2 TO),"[1630702, 1629018]",1610612742.0,DAL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Hardy,J. Hardy,,,,,,,,,2.0,Trent Jr.,1629018.0,,,,,,
264,PT07M42.00S,2025-11-11T02:20:42.2Z,2,REGULAR,steal,,[],1629018,,,1610612749,39,36,2025-11-11T02:20:48Z,2590000,False,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,
265,PT07M42.00S,2025-11-11T02:20:49.1Z,2,REGULAR,foul,personal,[],1630702,,,1610612749,39,36,2025-11-11T02:21:07Z,2600000,False,,,0,,J. Hardy personal FOUL (2 PF),"[1630702, 203507]",1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,,,,Hardy,J. Hardy,,,,1146.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
267,PT07M42.00S,2025-11-11T02:20:59.6Z,2,REGULAR,substitution,out,[],203507,,,1610612749,39,36,2025-11-11T02:21:07Z,2620000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,,,,,,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,
268,PT07M42.00S,2025-11-11T02:20:59.6Z,2,REGULAR,substitution,in,[],1626167,,,1610612749,39,36,2025-11-11T02:21:07Z,2630000,False,,,0,,SUB in: M. Turner,[1626167],1610612749.0,MIL,,,,,,,,,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,
269,PT07M26.00S,2025-11-11T02:21:25.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631260,93.9060446780552,96.32352941176471,1610612749,39,39,2025-11-11T02:21:29Z,2640000,False,232.0,5.0,1,right,A. Green 3PT  (9 PTS) (R. Rollins 2 AST),"[1631260, 1631157]",1610612749.0,MIL,,,,,,,Right Corner 3,24+ Right,23.16,Made,9.0,Green,A. Green,R. Rollins,1631157.0,2.0,,,,,,,,,,,,,,
271,PT07M25.00S,2025-11-11T02:21:30.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,39,39,2025-11-11T02:21:30Z,2660000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT07M25.00S,2025-11-11T02:21:35.6Z,2,REGULAR,substitution,out,[],1630702,,,1610612742,39,39,2025-11-11T02:24:22Z,2670000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,,,,,,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,
273,PT07M25.00S,2025-11-11T02:21:35.6Z,2,REGULAR,substitution,out,[],1626156,,,1610612742,39,39,2025-11-11T02:24:22Z,2680000,False,,,0,,SUB out: D. Russell,[1626156],1610612742.0,DAL,,,,,,,,,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,
274,PT07M25.00S,2025-11-11T02:21:35.6Z,2,REGULAR,substitution,out,[],1642843,,,1610612742,39,39,2025-11-11T02:24:22Z,2690000,False,,,0,,SUB out: C. Flagg,[1642843],1610612742.0,DAL,,,,,,,,,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,
275,PT07M25.00S,2025-11-11T02:21:35.6Z,2,REGULAR,substitution,in,[],1629023,,,1610612742,39,39,2025-11-11T02:24:22Z,2700000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,,,,,,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,
276,PT07M25.00S,2025-11-11T02:21:35.6Z,2,REGULAR,substitution,in,[],1630314,,,1610612742,39,39,2025-11-11T02:24:22Z,2710000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,,,,,,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,
277,PT07M25.00S,2025-11-11T02:21:35.6Z,2,REGULAR,substitution,in,[],1631108,,,1610612742,39,39,2025-11-11T02:24:22Z,2720000,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,,,,,,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,
278,PT07M13.00S,2025-11-11T02:24:36.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630619,5.075558475689881,49.50980392156863,1610612742,41,39,2025-11-11T02:24:40Z,2730000,False,2.0,-5.0,1,left,M. Cisse DUNK (2 PTS) (B. Williams 1 AST),"[1630619, 1630314]",1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,0.54,Made,2.0,Cisse,M. Cisse,B. Williams,1630314.0,1.0,,,,,,,,,,,,,,
280,PT06M51.00S,2025-11-11T02:24:58.0Z,2,REGULAR,2pt,Jump Shot,[],1626167,84.70762155059133,67.40196078431373,1610612749,41,39,2025-11-11T02:25:04Z,2750000,False,87.0,91.0,1,right,MISS M. Turner 12' Jump Shot,[1626167],1610612749.0,MIL,,,,,,,Mid-Range,8-16 Right,12.6,Missed,,Turner,M. Turner,,,,,,,,,,,,,,,,,
281,PT06M49.00S,2025-11-11T02:25:00.0Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,41,39,2025-11-11T02:25:04Z,2760000,False,,,0,,P. Washington REBOUND (Off:0 Def:3),[1629023],1610612742.0,DAL,,,,,,,Mid-Range,8-16 Right,,,,Washington,P. Washington,,,,,,,,,,,,280.0,3.0,3.0,0.0,,
282,PT06M42.00S,2025-11-11T02:25:07.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630314,10.200394218134035,43.872549019607845,1610612742,41,39,2025-11-11T03:17:33Z,2770000,False,31.0,43.0,1,left,MISS B. Williams driving Hook,[1630314],1610612742.0,DAL,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.31,Missed,,Williams,B. Williams,,,,,,,,,,,,,,,,,
283,PT06M40.00S,2025-11-11T02:25:09.6Z,2,REGULAR,rebound,defensive,[],1631260,,,1610612749,41,39,2025-11-11T02:25:13Z,2780000,False,,,0,,A. Green REBOUND (Off:0 Def:2),[1631260],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Green,A. Green,,,,,,,,,,,,282.0,2.0,2.0,0.0,,
