actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
17,PT10M52.00S,2025-10-30T00:42:07.3Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630174,85.89027595269383,41.911764705882355,1610612754,0,0,2025-10-30T00:46:50Z,170000,False,-40.0,80.0,1,right,MISS A. Nesmith 8' driving floating bank Shot,[1630174],1610612754.0,IND,driving floating bank,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Center,8.97,Missed,,,,,,,,,,,,,,,,,,
18,PT10M49.00S,2025-10-30T00:42:10.3Z,1,REGULAR,rebound,offensive,[],1627783,,,1610612754,0,0,2025-10-30T00:42:20Z,180000,False,,,0,,P. Siakam REBOUND (Off:1 Def:0),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,,,
19,PT10M49.00S,2025-10-30T00:42:14.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1627783,94.40999984741211,50.0,1610612754,0,2,2025-10-30T00:42:27Z,190000,False,0.0,0.0,1,right,P. Siakam tip Layup (2 PTS),[1627783],1610612754.0,IND,tip,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,2.0,,,,,,,,,,
20,PT10M36.00S,2025-10-30T00:42:35.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202691,7.046649145860711,54.90196078431373,1610612742,0,2,2025-10-30T00:42:42Z,200000,False,-25.0,14.0,1,left,MISS K. Thompson driving Layup - blocked,"[202691, 1630174]",1610612742.0,DAL,driving,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,2.81,Missed,,,,,,,,,Nesmith,1630174.0,,,,,,,,
21,PT10M36.00S,2025-10-30T00:42:35.6Z,1,REGULAR,block,,[],1630174,,,1610612742,0,2,2025-10-30T00:42:37Z,210000,False,,,0,,A. Nesmith BLOCK (1 BLK),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
22,PT10M35.00S,2025-10-30T00:42:36.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,0,2,2025-10-30T00:42:42Z,220000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,20.0,,,,,,,,,,,,,,,,,
24,PT10M28.00S,2025-10-30T00:42:53.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203076,12.302890932982917,84.55882352941177,1610612742,0,2,2025-10-30T00:42:58Z,240000,False,-173.0,63.0,1,left,MISS A. Davis 18' Jump Shot,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left,18.4,Missed,,,,,,,,,,,,,,,,,,
25,PT10M23.00S,2025-10-30T00:42:58.6Z,1,REGULAR,rebound,defensive,[],1641767,,,1610612754,0,2,2025-10-30T00:42:58Z,250000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:1),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Mid-Range,16-24 Left,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT10M21.00S,2025-10-30T00:43:02.1Z,1,REGULAR,foul,personal,['2freethrow'],1631108,,,1610612754,0,2,2025-10-30T00:44:32Z,260000,False,,,0,,M. Christie shooting personal FOUL (1 PF) (Walker 2 FT),"[1631108, 1641716]",1610612742.0,DAL,shooting,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200834.0,1.0,0.0,Walker,1641716.0,,,
28,PT10M21.00S,2025-10-30T00:43:25.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1641716,,,1610612754,0,2,2025-10-30T00:44:09Z,280000,False,,,0,,MISS J. Walker Free Throw 1 of 2,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
31,PT10M21.00S,2025-10-30T00:43:25.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,0,2,2025-10-30T00:44:09Z,290000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,
36,PT10M21.00S,2025-10-30T00:43:25.1Z,1,REGULAR,turnover,LaneViolation,[],1630543,,,1610612754,0,2,2025-10-30T00:44:23Z,295000,False,,,0,,I. Jackson LaneViolation TURNOVER (1 TO),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
30,PT10M13.00S,2025-10-30T00:43:58.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642843,7.966491458607096,54.90196078431373,1610612742,2,2,2025-10-30T00:44:04Z,300000,False,-25.0,22.0,1,left,C. Flagg driving DUNK (2 PTS),[1642843],1610612742.0,DAL,driving,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,3.32,Made,,,,,,,,2.0,,,,,,,,,,
33,PT10M00.00S,2025-10-30T00:44:10.9Z,1,REGULAR,3pt,Jump Shot,[],1630174,68.41327201051249,66.66666666666666,1610612754,2,2,2025-10-30T00:44:27Z,310000,False,83.0,244.0,1,right,MISS A. Nesmith 25' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,25.82,Missed,,,,,,,,,,,,,,,,,,
34,PT09M57.00S,2025-10-30T00:44:14.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,2,2,2025-10-30T00:44:14Z,320000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,33.0,,,,,,,,,,,,,,,,,
37,PT09M44.00S,2025-10-30T00:44:31.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,17.73981603153745,59.58180147058824,1610612742,4,2,2025-10-30T00:44:58Z,340000,False,-48.0,114.0,1,left,P. Washington 12' floating Jump Shot (2 PTS) (M. Christie 1 AST),"[1629023, 1631108]",1610612742.0,DAL,floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,12.39,Made,,,,,,,,2.0,,,,,,,,M. Christie,1631108.0,1.0
39,PT09M30.00S,2025-10-30T00:44:45.4Z,1,REGULAR,2pt,Jump Shot,[],1630543,79.45137976346912,78.92156862745098,1610612754,4,2,2025-10-30T00:50:16Z,360000,False,145.0,141.0,1,right,MISS I. Jackson 20' pullup Shot,[1630543],1610612754.0,IND,pullup,,,Jackson,I. Jackson,,,,,Mid-Range,16-24 Right Center,20.18,Missed,,,,,,,,,,,,,,,,,,
40,PT09M27.00S,2025-10-30T00:44:48.4Z,1,REGULAR,rebound,defensive,[],1642843,,,1610612742,4,2,2025-10-30T00:44:49Z,370000,False,,,0,,C. Flagg REBOUND (Off:0 Def:1),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Right Center,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT09M17.00S,2025-10-30T00:44:58.9Z,1,REGULAR,turnover,bad pass,[],1642843,,,1610612742,4,2,2025-10-30T00:45:02Z,380000,False,,,0,,C. Flagg bad pass TURNOVER (1 TO),"[1642843, 1627783]",1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Siakam,1627783.0,,,,,,,,,,,
42,PT09M17.00S,2025-10-30T00:44:58.9Z,1,REGULAR,steal,,[],1627783,,,1610612754,4,2,2025-10-30T00:45:00Z,390000,False,,,0,,P. Siakam STEAL (2 STL),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
43,PT09M07.00S,2025-10-30T00:45:07.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630543,92.72339027595268,51.225490196078425,1610612754,4,4,2025-10-30T00:45:11Z,400000,False,6.0,16.0,1,right,I. Jackson Layup (2 PTS) (J. Walker 1 AST),"[1630543, 1641716]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,1.7,Made,,,,,,,,2.0,,,,,,,,J. Walker,1641716.0,1.0
44,PT08M50.00S,2025-10-30T00:45:25.9Z,1,REGULAR,turnover,traveling,[],203076,,,1610612742,4,4,2025-10-30T00:45:31Z,410000,False,,,0,,A. Davis traveling TURNOVER (1 TO),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,,,,,,200834.0,,,,,,,
45,PT08M32.00S,2025-10-30T00:46:03.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627783,80.23981603153744,54.90196078431373,1610612754,4,4,2025-10-30T00:52:06Z,420000,False,25.0,133.0,1,right,MISS P. Siakam 13' pullup Shot,[1627783],1610612754.0,IND,pullup,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,13.54,Missed,,,,,,,,,,,,,,,,,,
46,PT08M30.00S,2025-10-30T00:46:05.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,4,4,2025-10-30T00:46:11Z,430000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,45.0,,,,,,,,,,,,,,,,,
47,PT08M30.00S,2025-10-30T00:46:09.6Z,1,REGULAR,turnover,offensive goaltending,[],1630543,,,1610612754,4,4,2025-10-30T00:46:21Z,440000,False,,,0,,I. Jackson offensive goaltending TURNOVER (2 TO),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,2.0,,,,,,,,,,,,,
48,PT08M19.00S,2025-10-30T00:46:30.3Z,1,REGULAR,turnover,out-of-bounds,[],203076,,,1610612742,4,4,2025-10-30T00:46:35Z,450000,False,,,0,,A. Davis bad pass out-of-bounds TURNOVER (2 TO),[203076],1610612742.0,DAL,bad pass,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,,,,,2.0,,,,,,1626300.0,,,,,,,
49,PT08M13.00S,2025-10-30T00:46:39.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641716,76.82325886990802,11.27450980392157,1610612754,4,7,2025-10-30T00:46:47Z,460000,False,-194.0,165.0,1,right,J. Walker 25' 3PT pullup (3 PTS) (A. Nesmith 1 AST),"[1641716, 1630174]",1610612754.0,IND,pullup,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,25.46,Made,,,,,,,,3.0,,,,,,,,A. Nesmith,1630174.0,1.0
51,PT08M04.00S,2025-10-30T00:46:50.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,10.200394218134035,43.872549019607845,1610612742,4,7,2025-10-30T00:54:28Z,480000,False,31.0,43.0,1,left,MISS P. Washington driving finger roll Layup,[1629023],1610612742.0,DAL,driving finger roll,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,5.31,Missed,,,,,,,,,,,,,,,,,,
52,PT08M02.00S,2025-10-30T00:46:52.1Z,1,REGULAR,rebound,offensive,[],203076,,,1610612742,4,7,2025-10-30T00:47:41Z,490000,False,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,51.0,3.0,2.0,1.0,,,,,,,,,,,,,,
55,PT07M59.00S,2025-10-30T00:46:55.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,8.229303547963205,50.73529411764706,1610612742,4,7,2025-10-30T00:55:50Z,520000,False,-4.0,25.0,1,left,MISS A. Davis putback Layup,[203076],1610612742.0,DAL,putback,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,,
56,PT07M58.00S,2025-10-30T00:46:56.0Z,1,REGULAR,rebound,offensive,[],1629023,,,1610612742,4,7,2025-10-30T00:47:15Z,530000,False,,,0,,P. Washington REBOUND (Off:1 Def:0),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,55.0,1.0,0.0,1.0,,,,,,,,,,,,,,
57,PT07M58.00S,2025-10-30T00:46:58.0Z,1,REGULAR,foul,personal,['2freethrow'],1630543,,,1610612742,4,7,2025-10-30T00:47:02Z,540000,False,,,0,,I. Jackson shooting personal FOUL (1 PF) (Washington 2 FT),"[1630543, 1629023]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200834.0,1.0,0.0,Washington,1629023.0,,,
59,PT07M58.00S,2025-10-30T00:47:26.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629023,,,1610612742,5,7,2025-10-30T00:48:06Z,560000,False,,,0,,P. Washington Free Throw 1 of 2 (3 PTS),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
60,PT07M58.00S,2025-10-30T00:47:26.7Z,1,REGULAR,substitution,out,[],203076,,,1610612742,5,7,2025-10-30T00:47:41Z,570000,False,,,0,,SUB out: A. Davis,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M58.00S,2025-10-30T00:47:26.7Z,1,REGULAR,substitution,in,[],1626156,,,1610612742,5,7,2025-10-30T00:47:41Z,580000,False,,,0,,SUB in: D. Russell,[1626156],1610612742.0,DAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M58.00S,2025-10-30T00:47:26.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629023,,,1610612742,5,7,2025-10-30T00:48:06Z,590000,False,,,0,,MISS P. Washington Free Throw 2 of 2,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
63,PT07M56.00S,2025-10-30T00:47:28.3Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,5,7,2025-10-30T00:48:06Z,600000,False,,,0,,P. Siakam REBOUND (Off:1 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,62.0,2.0,1.0,1.0,,,,,,,,,,,,,,
64,PT07M41.00S,2025-10-30T00:48:19.9Z,1,REGULAR,3pt,Jump Shot,[],1641767,77.61169513797634,8.333333333333332,1610612754,5,7,2025-10-30T00:48:27Z,610000,False,-208.0,158.0,1,right,MISS B. Sheppard 26' 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Left Center,26.14,Missed,,,,,,,,,,,,,,,,,,
65,PT07M38.00S,2025-10-30T00:48:22.9Z,1,REGULAR,rebound,offensive,[],1641767,,,1610612754,5,7,2025-10-30T00:48:27Z,620000,False,,,0,,B. Sheppard REBOUND (Off:1 Def:1),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Left Center,,,64.0,2.0,1.0,1.0,,,,,,,,,,,,,,
66,PT07M36.00S,2025-10-30T00:48:24.6Z,1,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612754,5,7,2025-10-30T00:48:34Z,630000,False,,,0,,P. Washington shooting personal FOUL (1 PF) (Sheppard 2 FT),"[1629023, 1641767]",1610612742.0,DAL,shooting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1626300.0,1.0,0.0,Sheppard,1641767.0,,,
68,PT07M36.00S,2025-10-30T00:48:57.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1641767,,,1610612754,5,8,2025-10-30T00:48:57Z,650000,False,,,0,,B. Sheppard Free Throw 1 of 2 (1 PTS),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
69,PT07M36.00S,2025-10-30T00:49:11.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1641767,,,1610612754,5,9,2025-10-30T00:49:11Z,660000,False,,,0,,B. Sheppard Free Throw 2 of 2 (2 PTS),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
70,PT07M17.00S,2025-10-30T00:49:34.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631108,9.149145860709593,53.92156862745098,1610612742,7,9,2025-10-30T00:49:49Z,670000,False,-20.0,34.0,1,left,M. Christie driving floating bank Jump Shot (2 PTS) (D. Russell 1 AST),"[1631108, 1626156]",1610612742.0,DAL,driving floating bank,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,3.88,Made,,,,,,,,2.0,,,,,,,,D. Russell,1626156.0,1.0
72,PT07M17.00S,2025-10-30T00:49:36.5Z,1,REGULAR,foul,personal,['1freethrow'],1627783,,,1610612742,7,9,2025-10-30T00:49:44Z,690000,False,,,0,,P. Siakam shooting personal FOUL (1 PF) (Christie 1 FT),"[1627783, 1631108]",1610612754.0,IND,shooting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1626300.0,1.0,0.0,Christie,1631108.0,,,
74,PT07M17.00S,2025-10-30T00:49:54.0Z,1,REGULAR,substitution,out,[],1630543,,,1610612742,7,9,2025-10-30T00:50:46Z,710000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT07M17.00S,2025-10-30T00:49:54.0Z,1,REGULAR,substitution,in,[],1631245,,,1610612742,7,9,2025-10-30T00:50:46Z,720000,False,,,0,,SUB in: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT07M17.00S,2025-10-30T00:50:17.7Z,1,REGULAR,freethrow,1 of 1,[],1631108,,,1610612742,8,9,2025-10-30T00:50:17Z,730000,False,,,0,,M. Christie Free Throw 1 of 1 (3 PTS),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
77,PT07M08.00S,2025-10-30T00:50:29.4Z,1,REGULAR,3pt,Jump Shot,[],1630174,90.62089356110381,94.6078431372549,1610612754,8,12,2025-10-30T00:50:34Z,740000,False,223.0,36.0,1,right,A. Nesmith 3PT  (3 PTS) (B. Sheppard 1 AST),"[1630174, 1641767]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,22.58,Made,,,,,,,,3.0,,,,,,,,B. Sheppard,1641767.0,1.0
79,PT06M53.00S,2025-10-30T00:50:43.8Z,1,REGULAR,3pt,Jump Shot,[],1626156,8.278580814717477,94.87591911764706,1610612742,8,12,2025-10-30T00:50:49Z,760000,False,-224.0,25.0,1,left,MISS D. Russell 3PT,[1626156],1610612742.0,DAL,,,,Russell,D. Russell,,,,,Left Corner 3,24+ Left,22.58,Missed,,,,,,,,,,,,,,,,,,
80,PT06M50.00S,2025-10-30T00:50:46.8Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,8,12,2025-10-30T00:50:49Z,770000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Left Corner 3,24+ Left,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,,
81,PT06M46.00S,2025-10-30T00:50:52.0Z,1,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612754,8,12,2025-10-30T00:53:59Z,780000,False,,,0,,P. Washington shooting personal FOUL (2 PF) (Walker 2 FT),"[1629023, 1641716]",1610612742.0,DAL,shooting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202056.0,2.0,0.0,Walker,1641716.0,,,
83,PT06M46.00S,2025-10-30T00:51:03.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,8,12,2025-10-30T00:51:03Z,800000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M46.00S,2025-10-30T00:51:05.3Z,1,REGULAR,substitution,out,[],1629023,,,1610612754,8,12,2025-10-30T00:53:57Z,810000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M46.00S,2025-10-30T00:51:05.3Z,1,REGULAR,substitution,out,[],202691,,,1610612754,8,12,2025-10-30T00:53:57Z,820000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M46.00S,2025-10-30T00:51:05.3Z,1,REGULAR,substitution,out,[],1627783,,,1610612754,8,12,2025-10-30T00:53:57Z,830000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M46.00S,2025-10-30T00:51:05.3Z,1,REGULAR,substitution,in,[],1630230,,,1610612754,8,12,2025-10-30T00:53:57Z,840000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
