actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
82,PT06M24.00S,2026-02-04T01:21:50.6Z,1,REGULAR,substitution,in,[],1630619,,,1610612742,12,15,2026-02-04T01:23:54Z,820000,False,,,0,,SUB in: M. Cisse,[1630619],1610612742.0,DAL,,,,Cisse,M. Cisse,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M24.00S,2026-02-04T01:21:50.6Z,1,REGULAR,substitution,in,[],202691,,,1610612742,12,15,2026-02-04T01:23:54Z,830000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M24.00S,2026-02-04T01:21:50.6Z,1,REGULAR,substitution,in,[],1630568,,,1610612742,12,15,2026-02-04T01:23:54Z,840000,False,,,0,,SUB in: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M24.00S,2026-02-04T01:21:50.6Z,1,REGULAR,substitution,in,[],1630202,,,1610612742,12,15,2026-02-04T01:23:54Z,850000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M24.00S,2026-02-04T01:21:50.6Z,1,REGULAR,substitution,in,[],1641775,,,1610612742,12,15,2026-02-04T01:23:54Z,860000,False,,,0,,SUB in: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M24.00S,2026-02-04T01:21:50.6Z,1,REGULAR,substitution,in,[],1642864,,,1610612742,12,15,2026-02-04T01:23:54Z,870000,False,,,0,,SUB in: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT06M04.00S,2026-02-04T01:24:39.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628997,86.94152431011827,57.59803921568627,1610612742,14,15,2026-02-04T01:27:16Z,880000,False,38.0,70.0,1,right,C. Martin 7' turnaround fadeaway Jump Shot (4 PTS) (K. Thompson 1 AST),"[1628997, 202691]",1610612742.0,DAL,turnaround fadeaway,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,7.98,Made,,,,,,,,4.0,,K. Thompson,202691.0,1.0,,,,,,
90,PT05M55.00S,2026-02-04T01:24:47.8Z,1,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,14,15,2026-02-04T01:25:44Z,900000,False,,,0,,J. Brown lost ball out-of-bounds TURNOVER (1 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,1.0,,,,,,,,,,,,,
91,PT05M45.00S,2026-02-04T01:25:05.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642843,94.03745072273325,49.01960784313725,1610612742,16,15,2026-02-04T01:27:53Z,910000,False,-5.0,4.0,1,right,C. Flagg driving Layup (6 PTS) (C. Martin 2 AST),"[1642843, 1628997]",1610612742.0,DAL,driving,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,0.6,Made,,,,,,,,6.0,,C. Martin,1628997.0,2.0,,,,,,
93,PT05M29.00S,2026-02-04T01:25:22.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,7.966491458607096,48.529411764705884,1610612738,16,17,2026-02-04T01:28:13Z,930000,False,7.0,22.0,1,left,P. Pritchard driving Layup (2 PTS),[1630202],1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,2.36,Made,,,,,,,,2.0,,,,,,,,,,
94,PT05M17.00S,2026-02-04T01:25:33.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630619,93.24901445466492,51.71568627450981,1610612742,18,17,2026-02-04T01:25:48Z,940000,False,9.0,11.0,1,right,M. Cisse driving DUNK (2 PTS) (C. Flagg 2 AST),"[1630619, 1642843]",1610612742.0,DAL,driving,,,Cisse,M. Cisse,,,,,Restricted Area,0-8 Center,1.4,Made,,,,,,,,2.0,,C. Flagg,1642843.0,2.0,,,,,,
96,PT04M57.00S,2026-02-04T01:25:53.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.806176084099869,47.05882352941176,1610612738,18,17,2026-02-04T01:28:53Z,960000,False,15.0,40.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,4.23,Missed,,,,,,,,,,,,,,,,,,
97,PT04M53.00S,2026-02-04T01:25:57.2Z,1,REGULAR,rebound,offensive,[],1630568,,,1610612738,18,17,2026-02-04T01:26:06Z,970000,False,,,0,,L. Garza REBOUND (Off:1 Def:0),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,,,96.0,1.0,0.0,1.0,,,,,,,,,,,,,,
98,PT04M52.00S,2026-02-04T01:25:58.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630568,5.590000152587891,50.0,1610612738,18,19,2026-02-04T01:25:58Z,980000,False,0.0,0.0,1,left,L. Garza putback Layup (2 PTS),[1630568],1610612738.0,BOS,putback,,,Garza,L. Garza,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,2.0,,,,,,,,,,
99,PT04M40.00S,2026-02-04T01:26:10.7Z,1,REGULAR,3pt,Jump Shot,[],1628997,88.64980289093299,98.0392156862745,1610612742,21,19,2026-02-04T01:26:14Z,990000,False,240.0,54.0,1,right,C. Martin 24' 3PT  (7 PTS) (C. Flagg 3 AST),"[1628997, 1642843]",1610612742.0,DAL,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,24.62,Made,,,,,,,,7.0,,C. Flagg,1642843.0,3.0,,,,,,
101,PT04M27.00S,2026-02-04T01:26:24.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,14.323258869908015,36.20174632352941,1610612738,21,21,2026-02-04T01:26:32Z,1010000,False,69.0,82.0,1,left,P. Pritchard 10' step back Jump Shot (4 PTS),[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Right,10.72,Made,,,,,,,,4.0,,,,,,,,,,
103,PT04M07.00S,2026-02-04T01:26:55.1Z,1,REGULAR,foul,personal,[],1641775,,,1610612742,21,21,2026-02-04T01:27:23Z,1030000,False,,,0,,J. Walsh personal FOUL (1 PF),"[1641775, 1642843]",1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,203593.0,,,,1.0,0.0,Flagg,1642843.0,,
105,PT04M07.00S,2026-02-04T01:27:03.4Z,1,REGULAR,substitution,out,[],1631108,,,1610612742,21,21,2026-02-04T01:27:09Z,1050000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M07.00S,2026-02-04T01:27:03.4Z,1,REGULAR,substitution,out,[],1628997,,,1610612742,21,21,2026-02-04T01:27:09Z,1060000,False,,,0,,SUB out: C. Martin,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M07.00S,2026-02-04T01:27:03.4Z,1,REGULAR,substitution,in,[],1630702,,,1610612742,21,21,2026-02-04T01:27:09Z,1070000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M07.00S,2026-02-04T01:27:03.4Z,1,REGULAR,substitution,in,[],1630230,,,1610612742,21,21,2026-02-04T01:27:09Z,1080000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M58.00S,2026-02-04T01:27:35.0Z,1,REGULAR,3pt,Jump Shot,[],1630702,67.62483574244416,64.4607843137255,1610612742,24,21,2026-02-04T01:27:40Z,1090000,False,72.0,252.0,1,right,J. Hardy 26' 3PT step back (3 PTS),[1630702],1610612742.0,DAL,step back,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Center,26.2,Made,,,,,,,,3.0,,,,,,,,,,
110,PT03M40.00S,2026-02-04T01:27:53.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,6.652431011826544,55.88235294117647,1610612738,24,23,2026-02-04T01:30:14Z,1100000,False,-29.0,10.0,1,left,P. Pritchard driving reverse Layup (6 PTS),[1630202],1610612738.0,BOS,driving reverse,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,3.11,Made,,,,,,,,6.0,,,,,,,,,,
111,PT03M21.00S,2026-02-04T01:28:11.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642843,82.26018396846256,63.25827205882353,1610612742,26,23,2026-02-04T01:28:17Z,1110000,False,66.0,114.0,1,right,C. Flagg 13' pullup Jump Shot (8 PTS),[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),8-16 Center,13.21,Made,,,,,,,,8.0,,,,,,,,,,
112,PT03M01.00S,2026-02-04T01:28:31.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,19.316688567674113,49.39874387254902,1610612738,26,25,2026-02-04T01:28:40Z,1120000,False,3.0,129.0,1,left,J. Brown 12' step back Jump Shot (14 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,12.91,Made,,,,,,,,14.0,,,,,,,,,,
113,PT02M47.00S,2026-02-04T01:28:45.9Z,1,REGULAR,3pt,Jump Shot,[],202691,79.58278580814718,94.6078431372549,1610612742,26,25,2026-02-04T01:28:53Z,1130000,False,223.0,139.0,1,right,MISS K. Thompson 26' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,26.3,Missed,,,,,,,,,,,,,,,,,,
114,PT02M43.00S,2026-02-04T01:28:49.9Z,1,REGULAR,rebound,defensive,[],1642864,,,1610612738,26,25,2026-02-04T01:28:53Z,1140000,False,,,0,,H. González REBOUND (Off:0 Def:1),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Above the Break 3,24+ Right Center,,,113.0,1.0,1.0,0.0,,,,,,,,,,,,,,
115,PT02M38.00S,2026-02-04T01:28:54.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630202,28.86005256241787,21.07843137254902,1610612738,26,25,2026-02-04T01:31:21Z,1150000,False,145.0,219.0,1,left,MISS P. Pritchard 26' running 3PT,[1630202],1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,26.23,Missed,,,,,,,,,,,,,,,,,,
116,PT02M35.00S,2026-02-04T01:28:57.2Z,1,REGULAR,rebound,defensive,[],1630702,,,1610612742,26,25,2026-02-04T01:29:00Z,1160000,False,,,0,,J. Hardy REBOUND (Off:0 Def:1),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Right Center,,,115.0,1.0,1.0,0.0,,,,,,,,,,,,,,
117,PT02M29.00S,2026-02-04T01:29:03.7Z,1,REGULAR,turnover,bad pass,[],1630702,,,1610612742,26,25,2026-02-04T01:29:06Z,1170000,False,,,0,,J. Hardy bad pass TURNOVER (1 TO),"[1630702, 1630568]",1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Garza,1630568.0,,,,,,,,,,,
118,PT02M29.00S,2026-02-04T01:29:03.7Z,1,REGULAR,steal,,[],1630568,,,1610612738,26,25,2026-02-04T01:29:05Z,1180000,False,,,0,,L. Garza STEAL (1 STL),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
119,PT02M13.00S,2026-02-04T01:29:21.0Z,1,REGULAR,foul,personal,['2freethrow'],202691,,,1610612738,26,25,2026-02-04T01:32:37Z,1190000,False,,,0,,K. Thompson shooting personal FOUL (1 PF) (Brown 2 FT),"[202691, 1627759]",1610612742.0,DAL,shooting,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1629178.0,,,,1.0,0.0,Brown,1627759.0,,
121,PT02M13.00S,2026-02-04T01:29:31.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,26,25,2026-02-04T01:29:31Z,1210000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M13.00S,2026-02-04T01:29:34.4Z,1,REGULAR,substitution,out,[],1630619,,,1610612738,26,25,2026-02-04T01:32:35Z,1220000,False,,,0,,SUB out: M. Cisse,[1630619],1610612742.0,DAL,,,,Cisse,M. Cisse,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M13.00S,2026-02-04T01:29:34.4Z,1,REGULAR,substitution,out,[],1642843,,,1610612738,26,25,2026-02-04T01:32:35Z,1230000,False,,,0,,SUB out: C. Flagg,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M13.00S,2026-02-04T01:29:34.4Z,1,REGULAR,substitution,in,[],1642948,,,1610612738,26,25,2026-02-04T01:32:35Z,1240000,False,,,0,,SUB in: R. Nembhard,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M13.00S,2026-02-04T01:29:34.4Z,1,REGULAR,substitution,in,[],1629655,,,1610612738,26,25,2026-02-04T01:32:35Z,1250000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M13.00S,2026-02-04T01:33:08.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627759,,,1610612738,26,26,2026-02-04T01:33:34Z,1260000,False,,,0,,J. Brown Free Throw 1 of 2 (15 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,15.0,,,,,,,,,,
127,PT02M13.00S,2026-02-04T01:33:08.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627759,,,1610612738,26,26,2026-02-04T01:33:34Z,1270000,False,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
128,PT02M11.00S,2026-02-04T01:33:10.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,26,26,2026-02-04T01:33:34Z,1280000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,127.0,,,,,,,,,,,,,,,,,
130,PT02M11.00S,2026-02-04T01:33:37.5Z,1,REGULAR,substitution,out,[],1641775,,,1610612738,26,26,2026-02-04T01:33:55Z,1300000,False,,,0,,SUB out: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M11.00S,2026-02-04T01:33:37.5Z,1,REGULAR,substitution,out,[],1630568,,,1610612738,26,26,2026-02-04T01:33:55Z,1310000,False,,,0,,SUB out: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M11.00S,2026-02-04T01:33:37.5Z,1,REGULAR,substitution,in,[],1629674,,,1610612738,26,26,2026-02-04T01:33:55Z,1320000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M11.00S,2026-02-04T01:33:37.5Z,1,REGULAR,substitution,in,[],1628401,,,1610612738,26,26,2026-02-04T01:33:55Z,1330000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M08.00S,2026-02-04T01:34:10.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627759,24.129434954007884,89.95098039215686,1610612738,26,26,2026-02-04T01:34:15Z,1340000,False,-200.0,174.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,26.51,Missed,,,,,,,,,,,,,,,,,,
135,PT02M04.00S,2026-02-04T01:34:14.0Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612742,26,26,2026-02-04T01:34:15Z,1350000,False,,,0,,N. Marshall REBOUND (Off:0 Def:3),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,134.0,3.0,3.0,0.0,,,,,,,,,,,,,,
136,PT01M53.00S,2026-02-04T01:34:24.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,87.99277266754271,49.26470588235294,1610612742,26,26,2026-02-04T01:35:01Z,1360000,False,-4.0,60.0,1,right,MISS N. Marshall 6' driving floating Shot,[1630230],1610612742.0,DAL,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,6.05,Missed,,,,,,,,,,,,,,,,,,
137,PT01M49.00S,2026-02-04T01:34:28.8Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,26,26,2026-02-04T01:34:30Z,1370000,False,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,136.0,4.0,3.0,1.0,,,,,,,,,,,,,,
138,PT01M38.00S,2026-02-04T01:34:40.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629674,11.777266754270697,51.470588235294116,1610612738,26,28,2026-02-04T01:35:20Z,1380000,False,-7.0,58.0,1,left,N. Queta floating Jump Shot (2 PTS) (P. Pritchard 1 AST),"[1629674, 1630202]",1610612738.0,BOS,floating,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,5.87,Made,,,,,,,,2.0,,P. Pritchard,1630202.0,1.0,,,,,,
140,PT01M20.00S,2026-02-04T01:34:57.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629655,91.45860709592641,45.28186274509804,1610612742,28,28,2026-02-04T01:35:34Z,1400000,False,-24.0,28.0,1,right,D. Gafford turnaround Hook (4 PTS) (R. Nembhard 1 AST),"[1629655, 1642948]",1610612742.0,DAL,turnaround,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,3.65,Made,,,,,,,,4.0,,R. Nembhard,1642948.0,1.0,,,,,,
142,PT01M10.00S,2026-02-04T01:35:07.4Z,1,REGULAR,2pt,Jump Shot,[],1628401,22.864651773981603,68.16023284313727,1610612738,28,30,2026-02-04T01:35:13Z,1420000,False,-91.0,162.0,1,left,D. White 18' pullup Jump Shot (2 PTS) (J. Brown 1 AST),"[1628401, 1627759]",1610612738.0,BOS,pullup,,,White,D. White,,,,,Mid-Range,16-24 Left Center,18.61,Made,,,,,,,,2.0,,J. Brown,1627759.0,1.0,,,,,,
144,PT00M50.40S,2026-02-04T01:35:29.7Z,1,REGULAR,foul,technical,['1freethrow'],1629674,,,1610612742,28,30,2026-02-04T01:35:56Z,1440000,False,,,0,,N. Queta defensive-3-second technical FOUL (1 Tech),[1629674],1610612738.0,BOS,defensive-3-second,,,Queta,N. Queta,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,203593.0,,,,1.0,1.0,,,,
145,PT00M50.40S,2026-02-04T01:35:48.5Z,1,REGULAR,freethrow,1 of 1,[],202691,,,1610612742,29,30,2026-02-04T01:35:48Z,1450000,False,,,0,,K. Thompson technical Free Throw 1 of 1 (1 PTS),[202691],1610612742.0,DAL,technical,,,Thompson,K. Thompson,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
146,PT00M43.50S,2026-02-04T01:36:08.3Z,1,REGULAR,2pt,Jump Shot,[],1642948,79.9154073587385,69.140625,1610612742,29,30,2026-02-04T01:36:14Z,1460000,False,96.0,136.0,1,right,MISS R. Nembhard 16' pullup Shot,[1642948],1610612742.0,DAL,pullup,,,Nembhard,R. Nembhard,,,,,Mid-Range,16-24 Right Center,16.65,Missed,,,,,,,,,,,,,,,,,,
147,PT00M39.70S,2026-02-04T01:36:12.1Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,29,30,2026-02-04T01:36:14Z,1470000,False,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,146.0,5.0,4.0,1.0,,,,,,,,,,,,,,
148,PT00M35.40S,2026-02-04T01:36:16.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,24.310118265440213,84.58180147058823,1610612738,29,30,2026-02-04T01:36:43Z,1480000,False,-173.0,176.0,1,left,MISS D. White 24' running pullup 3PT,[1628401],1610612738.0,BOS,running pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,24.67,Missed,,,,,,,,,,,,,,,,,,
149,PT00M32.90S,2026-02-04T01:36:18.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,29,30,2026-02-04T01:36:18Z,1490000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,148.0,,,,,,,,,,,,,,,,,
151,PT00M14.30S,2026-02-04T01:36:47.9Z,1,REGULAR,turnover,lost ball,[],1629655,,,1610612742,29,30,2026-02-04T01:37:07Z,1510000,False,,,0,,D. Gafford lost ball TURNOVER (1 TO),"[1629655, 1629674]",1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1.0,Queta,1629674.0,,,,,,,,,,,
152,PT00M14.30S,2026-02-04T01:36:47.9Z,1,REGULAR,steal,,[],1629674,,,1610612738,29,30,2026-02-04T01:36:49Z,1520000,False,,,0,,N. Queta STEAL (1 STL),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
153,PT00M01.00S,2026-02-04T01:37:01.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630202,19.136005256241788,53.431372549019606,1610612738,29,32,2026-02-04T01:37:44Z,1530000,False,-17.0,127.0,1,left,P. Pritchard 12' pullup Jump Shot (8 PTS),[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,12.86,Made,,,,,,,,8.0,,,,,,,,,,
155,PT00M00.00S,2026-02-04T01:37:35.2Z,1,REGULAR,period,end,[],0,,,1610612742,29,32,2026-02-04T01:37:35Z,1550000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2026-02-04T01:38:07.5Z,2,REGULAR,substitution,out,['startperiod'],1627759,,,1610612742,29,32,2026-02-04T01:40:37Z,1560000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2026-02-04T01:38:07.5Z,2,REGULAR,substitution,out,['startperiod'],1642864,,,1610612742,29,32,2026-02-04T01:40:37Z,1570000,False,,,0,,SUB out: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2026-02-04T01:38:07.5Z,2,REGULAR,substitution,in,['startperiod'],1631248,,,1610612742,29,32,2026-02-04T01:40:37Z,1580000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2026-02-04T01:38:07.5Z,2,REGULAR,substitution,in,['startperiod'],1630573,,,1610612742,29,32,2026-02-04T01:40:37Z,1590000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2026-02-04T01:41:10.2Z,2,REGULAR,period,start,[],0,,,1610612738,29,32,2026-02-04T01:41:10Z,1600000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M42.00S,2026-02-04T01:41:27.9Z,2,REGULAR,3pt,Jump Shot,[],1630202,30.042706964520367,72.05882352941177,1610612738,29,32,2026-02-04T01:43:14Z,1610000,False,-110.0,230.0,1,left,MISS P. Pritchard 25' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,25.5,Missed,,,,,,,,,,,,,,,,,,
162,PT11M38.00S,2026-02-04T01:41:31.9Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612742,29,32,2026-02-04T01:41:33Z,1620000,False,,,0,,N. Marshall REBOUND (Off:0 Def:4),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,161.0,4.0,4.0,0.0,,,,,,,,,,,,,,
163,PT11M30.00S,2026-02-04T01:41:39.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,85.62746386333771,44.85294117647059,1610612742,29,32,2026-02-04T01:42:48Z,1630000,False,-26.0,83.0,1,right,MISS N. Marshall 8' driving floating Shot,[1630230],1610612742.0,DAL,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,8.65,Missed,,,,,,,,,,,,,,,,,,
164,PT11M26.00S,2026-02-04T01:41:43.2Z,2,REGULAR,rebound,defensive,[],1631248,,,1610612738,29,32,2026-02-04T01:41:49Z,1640000,False,,,0,,B. Scheierman REBOUND (Off:1 Def:2),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,In The Paint (Non-RA),8-16 Center,,,163.0,3.0,2.0,1.0,,,,,,,,,,,,,,
168,PT11M10.00S,2026-02-04T01:41:59.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629674,5.590000152587891,50.0,1610612738,29,32,2026-02-04T01:46:20Z,1680000,False,0.0,0.0,1,left,MISS N. Queta Layup,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
169,PT11M09.00S,2026-02-04T01:42:00.6Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612742,29,32,2026-02-04T01:42:20Z,1690000,False,,,0,,N. Marshall REBOUND (Off:0 Def:5),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,168.0,5.0,5.0,0.0,,,,,,,,,,,,,,
