actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
15,PT11M06.00S,2026-02-27T01:41:43.2Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612742,0,2,2026-02-27T01:41:43Z,150000,False,,,0,,M. Bagley III REBOUND (Off:0 Def:1),[1628963],1610612742.0,DAL,,,,Bagley III,M. Bagley III,,,,,Mid-Range,16-24 Right Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M56.00S,2026-02-27T01:41:52.0Z,1,REGULAR,turnover,bad pass,[],1631108,,,1610612742,0,2,2026-02-27T01:41:59Z,160000,False,,,0,,M. Christie bad pass TURNOVER (1 TO),"[1631108, 1630173]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Achiuwa,1630173.0,,,,,,,,,,
17,PT10M56.00S,2026-02-27T01:41:52.0Z,1,REGULAR,steal,,[],1630173,,,1610612758,0,2,2026-02-27T01:41:53Z,170000,False,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
18,PT10M48.00S,2026-02-27T01:42:00.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642875,23.866622864651774,89.4607843137255,1610612758,0,2,2026-02-27T01:42:06Z,180000,False,-197.0,172.0,1,left,MISS M. Raynaud 26' pullup 3PT,[1642875],1610612758.0,SAC,pullup,,,Raynaud,M. Raynaud,,,,,Above the Break 3,24+ Left Center,26.16,Missed,,,,,,,,,,,,,,,,,,
19,PT10M42.00S,2026-02-27T01:42:06.4Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612742,0,2,2026-02-27T01:42:06Z,190000,False,,,0,,M. Bagley III REBOUND (Off:0 Def:2),[1628963],1610612742.0,DAL,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Left Center,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,,
20,PT10M33.00S,2026-02-27T01:42:15.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,92.32917214191852,47.05882352941176,1610612742,2,2,2026-02-27T01:42:19Z,200000,False,-15.0,20.0,1,right,C. Martin driving finger roll Layup (2 PTS),[1628997],1610612742.0,DAL,driving finger roll,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,2.0,,,,,,,,,,,,,
21,PT10M15.00S,2026-02-27T01:42:33.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642363,9.280551905387648,44.6078431372549,1610612758,2,4,2026-02-27T01:42:37Z,210000,False,27.0,35.0,1,left,N. Clifford driving Layup (2 PTS),[1642363],1610612758.0,SAC,driving,,,Clifford,N. Clifford,,,,,Restricted Area,0-8 Center,4.4,Made,,,,,2.0,,,,,,,,,,,,,
22,PT10M00.00S,2026-02-27T01:42:48.4Z,1,REGULAR,3pt,Jump Shot,[],203114,69.72733245729303,71.32352941176471,1610612742,5,4,2026-02-27T01:42:52Z,220000,False,107.0,232.0,1,right,K. Middleton 25' 3PT pullup (3 PTS),[203114],1610612742.0,DAL,pullup,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Right Center,25.54,Made,,,,,3.0,,,,,,,,,,,,,
23,PT09M45.00S,2026-02-27T01:43:03.3Z,1,REGULAR,foul,personal,['2freethrow'],1628997,,,1610612758,5,4,2026-02-27T01:43:27Z,230000,False,,,0,,C. Martin shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1628997, 201942]",1610612742.0,DAL,shooting,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202007.0,1.0,0.0,DeRozan,201942.0,,,,,
25,PT09M45.00S,2026-02-27T01:43:32.2Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,5,5,2026-02-27T01:43:32Z,250000,False,,,0,,D. DeRozan Free Throw 1 of 2 (1 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
26,PT09M45.00S,2026-02-27T01:43:47.7Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,5,6,2026-02-27T01:43:47Z,260000,False,,,0,,D. DeRozan Free Throw 2 of 2 (2 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
27,PT09M33.00S,2026-02-27T01:44:02.7Z,1,REGULAR,foul,personal,['2freethrow'],1642875,,,1610612742,5,6,2026-02-27T01:44:11Z,270000,False,,,0,,M. Raynaud shooting personal FOUL (1 PF) (Marshall 2 FT),"[1642875, 1630230]",1610612758.0,SAC,shooting,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202007.0,1.0,0.0,Marshall,1630230.0,,,,,
29,PT09M33.00S,2026-02-27T01:44:22.8Z,1,REGULAR,freethrow,1 of 2,[],1630230,,,1610612742,5,6,2026-02-27T01:44:22Z,290000,False,,,0,,MISS N. Marshall Free Throw 1 of 2,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
30,PT09M33.00S,2026-02-27T01:44:22.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,5,6,2026-02-27T01:44:22Z,300000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,
31,PT09M33.00S,2026-02-27T01:44:35.6Z,1,REGULAR,freethrow,2 of 2,[],1630230,,,1610612742,6,6,2026-02-27T01:44:35Z,310000,False,,,0,,N. Marshall Free Throw 2 of 2 (1 PTS),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
32,PT09M20.00S,2026-02-27T01:44:51.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630173,9.937582128777924,52.94117647058824,1610612758,6,8,2026-02-27T01:45:19Z,320000,False,-15.0,41.0,1,left,P. Achiuwa driving Hook (4 PTS),[1630173],1610612758.0,SAC,driving,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,4.35,Made,,,,,4.0,,,,,,,,,,,,,
33,PT09M11.00S,2026-02-27T01:44:59.2Z,1,REGULAR,2pt,Jump Shot,[],203114,76.5604467805519,74.75490196078431,1610612742,6,8,2026-02-27T01:45:03Z,330000,False,124.0,168.0,1,right,MISS K. Middleton 20' pullup Shot,[203114],1610612742.0,DAL,pullup,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Right Center,20.85,Missed,,,,,,,,,,,,,,,,,,
34,PT09M08.00S,2026-02-27T01:45:02.2Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612758,6,8,2026-02-27T01:45:03Z,340000,False,,,0,,P. Achiuwa REBOUND (Off:2 Def:1),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Right Center,,,33.0,3.0,1.0,2.0,,,,,,,,,,,,,,
35,PT08M57.00S,2026-02-27T01:45:13.6Z,1,REGULAR,2pt,Jump Shot,[],201942,25.18068331143233,52.450980392156865,1610612758,6,10,2026-02-27T01:45:18Z,350000,False,-12.0,184.0,1,left,D. DeRozan 18' pullup Jump Shot (4 PTS) (N. Clifford 1 AST),"[201942, 1642363]",1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,18.46,Made,,,,,4.0,,,,,,,,,N. Clifford,1642363.0,1.0,,
37,PT08M45.00S,2026-02-27T01:45:25.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,92.06636005256242,54.166666666666664,1610612742,8,10,2026-02-27T01:45:28Z,370000,False,21.0,22.0,1,right,N. Marshall driving Layup (3 PTS),[1630230],1610612742.0,DAL,driving,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,3.03,Made,,,,,3.0,,,,,,,,,,,,,
38,PT08M36.00S,2026-02-27T01:45:34.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642363,7.5722733245729295,55.63725490196079,1610612758,8,12,2026-02-27T01:45:38Z,380000,False,-28.0,19.0,1,left,N. Clifford driving Layup (4 PTS) (D. Carter 1 AST),"[1642363, 1642269]",1610612758.0,SAC,driving,,,Clifford,N. Clifford,,,,,Restricted Area,0-8 Center,3.38,Made,,,,,4.0,,,,,,,,,D. Carter,1642269.0,1.0,,
40,PT08M24.00S,2026-02-27T01:45:46.1Z,1,REGULAR,2pt,Jump Shot,[],1628997,84.31340341655716,9.803921568627452,1610612742,8,12,2026-02-27T01:45:51Z,400000,False,-201.0,95.0,1,right,MISS C. Martin 22' Jump Shot,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Left,22.23,Missed,,,,,,,,,,,,,,,,,,
41,PT08M23.00S,2026-02-27T01:45:47.8Z,1,REGULAR,rebound,offensive,[],203114,,,1610612742,8,12,2026-02-27T01:45:47Z,410000,False,,,0,,K. Middleton REBOUND (Off:1 Def:0),[203114],1610612742.0,DAL,,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Left,,,40.0,1.0,0.0,1.0,,,,,,,,,,,,,,
42,PT08M15.00S,2026-02-27T01:45:55.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203114,88.78120893561103,31.372549019607842,1610612742,10,12,2026-02-27T01:45:59Z,420000,False,-93.0,53.0,1,right,K. Middleton 10' driving floating bank Jump Shot (5 PTS) (N. Marshall 1 AST),"[203114, 1630230]",1610612742.0,DAL,driving floating bank,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Left,10.71,Made,,,,,5.0,,,,,,,,,N. Marshall,1630230.0,1.0,,
44,PT08M00.00S,2026-02-27T01:46:10.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642875,7.440867279894875,52.450980392156865,1610612758,10,14,2026-02-27T01:46:48Z,440000,False,-12.0,17.0,1,left,M. Raynaud cutting Layup (2 PTS) (N. Clifford 2 AST),"[1642875, 1642363]",1610612758.0,SAC,cutting,,,Raynaud,M. Raynaud,,,,,Restricted Area,0-8 Center,2.13,Made,,,,,2.0,,,,,,,,,N. Clifford,1642363.0,2.0,,
46,PT07M48.00S,2026-02-27T01:46:21.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,88.78120893561103,53.67647058823529,1610612742,12,14,2026-02-27T01:47:13Z,460000,False,18.0,53.0,1,right,N. Marshall driving floating Jump Shot (5 PTS),[1630230],1610612742.0,DAL,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,5.61,Made,,,,,5.0,,,,,,,,,,,,,
47,PT07M35.00S,2026-02-27T01:46:35.0Z,1,REGULAR,3pt,Jump Shot,[],1630173,31.61957950065703,66.91176470588235,1610612758,12,17,2026-02-27T01:46:39Z,470000,False,-85.0,245.0,1,left,P. Achiuwa 25' 3PT  (7 PTS) (N. Clifford 3 AST),"[1630173, 1642363]",1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,25.89,Made,,,,,7.0,,,,,,,,,N. Clifford,1642363.0,3.0,,
49,PT07M19.00S,2026-02-27T01:46:51.5Z,1,REGULAR,2pt,Jump Shot,[],1630230,73.58738501971091,73.30729166666666,1610612742,14,17,2026-02-27T01:51:36Z,490000,False,117.0,196.0,1,right,N. Marshall 22' step back Jump Shot (7 PTS),[1630230],1610612742.0,DAL,step back,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Right Center,22.78,Made,,,,,7.0,,,,,,,,,,,,,
50,PT06M58.00S,2026-02-27T01:47:12.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642875,10.068988173455978,46.07843137254902,1610612758,14,19,2026-02-27T01:47:54Z,500000,False,20.0,42.0,1,left,M. Raynaud cutting Layup (4 PTS) (D. Carter 2 AST),"[1642875, 1642269]",1610612758.0,SAC,cutting,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,4.64,Made,,,,,4.0,,,,,,,,,D. Carter,1642269.0,2.0,,
52,PT06M48.00S,2026-02-27T01:47:22.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203114,90.88370565045992,50.73529411764706,1610612742,14,19,2026-02-27T01:47:27Z,520000,False,4.0,33.0,1,right,MISS K. Middleton driving finger roll Layup,[203114],1610612742.0,DAL,driving finger roll,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,,,,,,,,,,,,,,
53,PT06M46.00S,2026-02-27T01:47:24.7Z,1,REGULAR,rebound,defensive,[],1642875,,,1610612758,14,19,2026-02-27T01:47:27Z,530000,False,,,0,,M. Raynaud REBOUND (Off:0 Def:1),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Restricted Area,0-8 Center,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,
54,PT06M34.00S,2026-02-27T01:47:36.9Z,1,REGULAR,2pt,Jump Shot,[],1642875,9.411957950065702,68.13725490196079,1610612758,14,21,2026-02-27T01:48:32Z,540000,False,-91.0,36.0,1,left,M. Raynaud 9' floating Jump Shot (6 PTS) (D. DeRozan 1 AST),"[1642875, 201942]",1610612758.0,SAC,floating,,,Raynaud,M. Raynaud,,,,,Mid-Range,8-16 Left,9.76,Made,,,,,6.0,,,,,,,,,D. DeRozan,201942.0,1.0,,
56,PT06M23.00S,2026-02-27T01:47:47.2Z,1,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612742,14,21,2026-02-27T01:48:01Z,560000,False,,,0,,P. Achiuwa shooting personal FOUL (1 PF) (Martin 2 FT),"[1630173, 1628997]",1610612758.0,SAC,shooting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628171.0,1.0,0.0,Martin,1628997.0,,,,,
58,PT06M23.00S,2026-02-27T01:48:00.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,14,21,2026-02-27T01:48:00Z,580000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M23.00S,2026-02-27T01:48:03.8Z,1,REGULAR,substitution,out,[],1628963,,,1610612742,14,21,2026-02-27T01:50:58Z,590000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612742.0,DAL,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M23.00S,2026-02-27T01:48:03.8Z,1,REGULAR,substitution,out,[],1631108,,,1610612742,14,21,2026-02-27T01:50:58Z,600000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M23.00S,2026-02-27T01:48:03.8Z,1,REGULAR,substitution,in,[],1630314,,,1610612742,14,21,2026-02-27T01:50:58Z,610000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M23.00S,2026-02-27T01:48:03.8Z,1,REGULAR,substitution,in,[],203939,,,1610612742,14,21,2026-02-27T01:50:58Z,620000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M23.00S,2026-02-27T01:51:12.1Z,1,REGULAR,freethrow,1 of 2,[],1628997,,,1610612742,14,21,2026-02-27T01:51:12Z,630000,False,,,0,,MISS C. Martin Free Throw 1 of 2,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
64,PT06M23.00S,2026-02-27T01:51:12.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,14,21,2026-02-27T01:51:12Z,640000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,
66,PT06M23.00S,2026-02-27T01:51:28.6Z,1,REGULAR,freethrow,2 of 2,[],1628997,,,1610612742,15,21,2026-02-27T01:51:28Z,650000,False,,,0,,C. Martin Free Throw 2 of 2 (3 PTS),[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
67,PT06M13.00S,2026-02-27T01:51:39.9Z,1,REGULAR,3pt,Jump Shot,[],1642363,32.670827858081466,46.32352941176471,1610612758,15,24,2026-02-27T01:52:19Z,660000,False,18.0,255.0,1,left,N. Clifford 25' 3PT pullup (7 PTS),[1642363],1610612758.0,SAC,pullup,,,Clifford,N. Clifford,,,,,Above the Break 3,24+ Center,25.53,Made,,,,,7.0,,,,,,,,,,,,,
68,PT05M53.00S,2026-02-27T01:52:00.2Z,1,REGULAR,3pt,Jump Shot,[],203114,68.80749014454665,68.38235294117648,1610612742,15,24,2026-02-27T01:52:03Z,670000,False,92.0,241.0,1,right,MISS K. Middleton 25' pullup 3PT,[203114],1610612742.0,DAL,pullup,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Right Center,25.76,Missed,,,,,,,,,,,,,,,,,,
69,PT05M50.00S,2026-02-27T01:52:03.2Z,1,REGULAR,rebound,defensive,[],1642363,,,1610612758,15,24,2026-02-27T01:52:03Z,680000,False,,,0,,N. Clifford REBOUND (Off:0 Def:1),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Above the Break 3,24+ Right Center,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,,,
70,PT05M44.00S,2026-02-27T01:52:09.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642363,9.149145860709593,62.5,1610612758,15,24,2026-02-27T01:52:50Z,690000,False,-62.0,34.0,1,left,MISS N. Clifford 7' driving floating Shot,[1642363],1610612758.0,SAC,driving floating,,,Clifford,N. Clifford,,,,,In The Paint (Non-RA),0-8 Center,7.09,Missed,,,,,,,,,,,,,,,,,,
71,PT05M40.00S,2026-02-27T01:52:13.1Z,1,REGULAR,rebound,offensive,[],1642875,,,1610612758,15,24,2026-02-27T01:52:13Z,700000,False,,,0,,M. Raynaud REBOUND (Off:1 Def:1),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,,,70.0,2.0,1.0,1.0,,,,,,,,,,,,,,
72,PT05M40.00S,2026-02-27T01:52:13.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642875,5.590000152587891,50.0,1610612758,15,26,2026-02-27T01:52:13Z,710000,False,0.0,0.0,1,left,M. Raynaud tip DUNK (8 PTS),[1642875],1610612758.0,SAC,tip,,,Raynaud,M. Raynaud,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,8.0,,,,,,,,,,,,,
73,PT05M25.00S,2026-02-27T01:52:27.9Z,1,REGULAR,turnover,bad pass,[],1630314,,,1610612742,15,26,2026-02-27T01:52:31Z,720000,False,,,0,,B. Williams bad pass TURNOVER (1 TO),"[1630314, 1642269]",1610612742.0,DAL,,,,Williams,B. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Carter,1642269.0,,,,,,,,,,
74,PT05M25.00S,2026-02-27T01:52:27.9Z,1,REGULAR,steal,,[],1642269,,,1610612758,15,26,2026-02-27T02:00:08Z,730000,False,,,0,,D. Carter STEAL (1 STL),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
75,PT05M21.00S,2026-02-27T01:52:32.5Z,1,REGULAR,foul,personal,['2freethrow'],203939,,,1610612758,15,26,2026-02-27T01:52:40Z,740000,False,,,0,,D. Powell shooting personal FOUL (1 PF) (Carter 2 FT),"[203939, 1642269]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628171.0,1.0,0.0,Carter,1642269.0,,,,,
77,PT05M21.00S,2026-02-27T01:53:18.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1642269,,,1610612758,15,27,2026-02-27T01:54:57Z,760000,False,,,0,,D. Carter Free Throw 1 of 2 (1 PTS),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
78,PT05M21.00S,2026-02-27T01:53:19.1Z,1,REGULAR,substitution,out,[],1628997,,,1610612758,15,27,2026-02-27T01:53:34Z,770000,False,,,0,,SUB out: C. Martin,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M21.00S,2026-02-27T01:53:19.1Z,1,REGULAR,substitution,out,[],1630173,,,1610612758,15,27,2026-02-27T01:53:34Z,780000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M21.00S,2026-02-27T01:53:19.1Z,1,REGULAR,substitution,out,[],201942,,,1610612758,15,27,2026-02-27T01:53:34Z,790000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M21.00S,2026-02-27T01:53:19.1Z,1,REGULAR,substitution,in,[],202691,,,1610612758,15,27,2026-02-27T01:53:34Z,800000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M21.00S,2026-02-27T01:53:19.1Z,1,REGULAR,substitution,in,[],1628370,,,1610612758,15,27,2026-02-27T01:53:34Z,810000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M21.00S,2026-02-27T01:53:19.1Z,1,REGULAR,substitution,in,[],1631342,,,1610612758,15,27,2026-02-27T01:53:34Z,820000,False,,,0,,SUB in: D. Plowden,[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,,,,,,,,,,,,,,,,,,,,,,
