actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
182,PT00M27.20S,2026-01-29T02:08:01.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642866,92.32917214191852,50.49019607843137,1610612750,28,31,2026-01-29T02:08:05Z,1780000,False,2.0,20.0,1,right,J. Beringer alley-oop DUNK (2 PTS) (A. Edwards 2 AST),"[1642866, 1630162]",1610612750.0,MIN,,alley-oop,,,Beringer,J. Beringer,,,,,Restricted Area,0-8 Center,,,,1.98,Made,2.0,A. Edwards,1630162.0,2.0,,,,,,,,,,
184,PT00M07.70S,2026-01-29T02:08:26.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629675,,,1610612742,28,31,2026-01-29T02:08:35Z,1800000,False,,,0,,N. Reid shooting personal FOUL (2 PF) (Williams 2 FT),"[1629675, 1630314]",1610612750.0,MIN,1628484.0,shooting,,,Reid,N. Reid,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,2.0,0.0,Williams,1630314.0,,
186,PT00M07.70S,2026-01-29T02:09:00.5Z,1,REGULAR,freethrow,1 of 2,[],1630314,,,1610612742,28,31,2026-01-29T02:09:00Z,1820000,False,,,0,,MISS B. Williams Free Throw 1 of 2,[1630314],1610612742.0,DAL,,,,,Williams,B. Williams,,,,,,,,,,,Missed,,,,,,,,,,,,,,
187,PT00M07.70S,2026-01-29T02:09:00.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,28,31,2026-01-29T02:09:00Z,1830000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,186.0,,,,,,,,,
188,PT00M07.70S,2026-01-29T02:09:01.5Z,1,REGULAR,substitution,out,[],1630702,,,1610612742,28,31,2026-01-29T02:09:12Z,1840000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT00M07.70S,2026-01-29T02:09:01.5Z,1,REGULAR,substitution,in,[],1631108,,,1610612742,28,31,2026-01-29T02:09:12Z,1850000,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT00M07.70S,2026-01-29T02:09:24.8Z,1,REGULAR,freethrow,2 of 2,[],1630314,,,1610612742,29,31,2026-01-29T02:09:24Z,1860000,False,,,0,,B. Williams Free Throw 2 of 2 (8 PTS),[1630314],1610612742.0,DAL,,,,,Williams,B. Williams,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
191,PT00M00.70S,2026-01-29T02:09:33.6Z,1,REGULAR,3pt,Jump Shot,[],1629675,66.14446452036795,67.4249387254902,1610612750,29,31,2026-01-29T02:09:46Z,1870000,False,87.0,266.0,1,right,MISS N. Reid 27' pullup bank 3PT,[1629675],1610612750.0,MIN,,pullup bank,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,,,,27.96,Missed,,,,,,,,,,,,,,
192,PT00M00.70S,2026-01-29T02:09:33.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,29,31,2026-01-29T02:09:46Z,1880000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,191.0,,,,,,,,,
193,PT00M00.00S,2026-01-29T02:09:40.0Z,1,REGULAR,period,end,[],0,,,1610612750,29,31,2026-01-29T02:09:40Z,1890000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2026-01-29T02:09:44.0Z,2,REGULAR,substitution,out,['startperiod'],203939,,,1610612750,29,31,2026-01-29T02:12:19Z,1900000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2026-01-29T02:09:44.0Z,2,REGULAR,substitution,out,['startperiod'],1630314,,,1610612750,29,31,2026-01-29T02:12:19Z,1910000,False,,,0,,SUB out: B. Williams,[1630314],1610612742.0,DAL,,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2026-01-29T02:09:44.0Z,2,REGULAR,substitution,out,['startperiod'],1628997,,,1610612750,29,31,2026-01-29T02:12:19Z,1920000,False,,,0,,SUB out: C. Martin,[1628997],1610612742.0,DAL,,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT12M00.00S,2026-01-29T02:09:44.0Z,2,REGULAR,substitution,out,['startperiod'],1631108,,,1610612750,29,31,2026-01-29T02:12:19Z,1930000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT12M00.00S,2026-01-29T02:09:44.0Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612750,29,31,2026-01-29T02:12:19Z,1940000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT12M00.00S,2026-01-29T02:09:44.0Z,2,REGULAR,substitution,out,['startperiod'],201144,,,1610612750,29,31,2026-01-29T02:12:19Z,1950000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT12M00.00S,2026-01-29T02:09:44.0Z,2,REGULAR,substitution,in,['startperiod'],1642939,,,1610612750,29,31,2026-01-29T02:12:19Z,1960000,False,,,0,,SUB in: M. Kelly,[1642939],1610612742.0,DAL,,,,,Kelly,M. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT12M00.00S,2026-01-29T02:09:44.0Z,2,REGULAR,substitution,in,['startperiod'],1630702,,,1610612750,29,31,2026-01-29T02:12:19Z,1970000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT12M00.00S,2026-01-29T02:09:44.0Z,2,REGULAR,substitution,in,['startperiod'],1642948,,,1610612750,29,31,2026-01-29T02:12:19Z,1980000,False,,,0,,SUB in: R. Nembhard,[1642948],1610612742.0,DAL,,,,,Nembhard,R. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT12M00.00S,2026-01-29T02:09:44.0Z,2,REGULAR,substitution,in,['startperiod'],1629655,,,1610612750,29,31,2026-01-29T02:12:19Z,1990000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT12M00.00S,2026-01-29T02:09:44.0Z,2,REGULAR,substitution,in,['startperiod'],1630538,,,1610612750,29,31,2026-01-29T02:12:19Z,2000000,False,,,0,,SUB in: B. Hyland,[1630538],1610612750.0,MIN,,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT12M00.00S,2026-01-29T02:09:44.0Z,2,REGULAR,substitution,in,['startperiod'],1628978,,,1610612750,29,31,2026-01-29T02:12:19Z,2010000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT12M00.00S,2026-01-29T02:12:18.5Z,2,REGULAR,period,start,[],0,,,1610612750,29,31,2026-01-29T02:12:19Z,2020000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT11M46.00S,2026-01-29T02:12:32.4Z,2,REGULAR,3pt,Jump Shot,[],1641740,93.51182654402102,98.0392156862745,1610612750,29,31,2026-01-29T02:12:36Z,2030000,False,240.0,8.0,1,right,MISS J. Clark 24' 3PT,[1641740],1610612750.0,MIN,,,,,Clark,J. Clark,,,,,Right Corner 3,24+ Right,,,,24.04,Missed,,,,,,,,,,,,,,
208,PT11M44.00S,2026-01-29T02:12:34.4Z,2,REGULAR,rebound,offensive,[],1642866,,,1610612750,29,31,2026-01-29T02:12:36Z,2040000,False,,,0,,J. Beringer REBOUND (Off:2 Def:0),[1642866],1610612750.0,MIN,,,,,Beringer,J. Beringer,,,,,Right Corner 3,24+ Right,,,,,,,,,,207.0,2.0,0.0,2.0,,,,,,
209,PT11M39.00S,2026-01-29T02:12:41.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630538,89.09329829172142,39.330575980392155,1610612750,29,33,2026-01-29T02:13:01Z,2050000,False,-53.0,50.0,1,right,B. Hyland 7' driving floating bank Jump Shot (2 PTS),[1630538],1610612750.0,MIN,,driving floating bank,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,,,,7.31,Made,2.0,,,,,,,,,,,,,
211,PT11M39.00S,2026-01-29T02:12:44.6Z,2,REGULAR,foul,personal,['1freethrow'],1642948,,,1610612750,29,33,2026-01-29T02:13:15Z,2070000,False,,,0,,R. Nembhard shooting personal FOUL (1 PF) (Hyland 1 FT),"[1642948, 1630538]",1610612742.0,DAL,101284.0,shooting,,,Nembhard,R. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,0.0,Hyland,1630538.0,,
213,PT11M39.00S,2026-01-29T02:13:03.3Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1630538,,,1610612750,29,34,2026-01-29T02:13:03Z,2090000,False,,,0,,B. Hyland Free Throw 1 of 1 (3 PTS),[1630538],1610612750.0,MIN,,,,,Hyland,B. Hyland,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
214,PT11M27.00S,2026-01-29T02:13:16.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,5.995400788436268,62.5,1610612742,29,34,2026-01-29T02:13:22Z,2100000,False,-62.0,4.0,1,left,MISS D. Gafford 6' alley-oop Layup,[1629655],1610612742.0,DAL,,alley-oop,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,6.26,Missed,,,,,,,,,,,,,,
215,PT11M25.00S,2026-01-29T02:13:18.4Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612750,29,34,2026-01-29T02:13:22Z,2110000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612750.0,MIN,,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,214.0,1.0,1.0,0.0,,,,,,
216,PT11M22.00S,2026-01-29T02:13:20.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641740,91.27792378449409,44.6078431372549,1610612750,29,34,2026-01-29T02:13:26Z,2120000,False,-27.0,29.0,1,right,MISS J. Clark running Layup,[1641740],1610612750.0,MIN,,running,,,Clark,J. Clark,,,,,Restricted Area,0-8 Center,,,,4.0,Missed,,,,,,,,,,,,,,
217,PT11M20.00S,2026-01-29T02:13:22.6Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,29,34,2026-01-29T02:13:26Z,2130000,False,,,0,,P. Washington REBOUND (Off:0 Def:3),[1629023],1610612742.0,DAL,,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,216.0,3.0,3.0,0.0,,,,,,
218,PT11M18.00S,2026-01-29T02:13:25.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642948,5.601182654402102,47.30392156862745,1610612742,31,34,2026-01-29T02:13:28Z,2140000,False,13.0,0.0,1,left,R. Nembhard running Layup (2 PTS) (P. Washington 2 AST),"[1642948, 1629023]",1610612742.0,DAL,,running,,,Nembhard,R. Nembhard,,,,,Restricted Area,0-8 Center,,,,1.35,Made,2.0,P. Washington,1629023.0,2.0,,,,,,,,,,
220,PT11M04.00S,2026-01-29T02:13:38.3Z,2,REGULAR,3pt,Jump Shot,[],1629675,67.36202365308804,38.970588235294116,1610612750,31,34,2026-01-29T02:14:39Z,2160000,False,-55.0,254.0,1,right,MISS N. Reid 26' pullup 3PT,[1629675],1610612750.0,MIN,,pullup,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,,,26.02,Missed,,,,,,,,,,,,,,
221,PT11M01.00S,2026-01-29T02:13:41.3Z,2,REGULAR,rebound,defensive,[],1642948,,,1610612742,31,34,2026-01-29T02:13:54Z,2170000,False,,,0,,R. Nembhard REBOUND (Off:0 Def:1),[1642948],1610612742.0,DAL,,,,,Nembhard,R. Nembhard,,,,,Above the Break 3,24+ Center,,,,,,,,,,220.0,1.0,1.0,0.0,,,,,,
222,PT10M56.00S,2026-01-29T02:13:46.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629023,29.122864651773984,30.392156862745097,1610612742,31,34,2026-01-29T02:14:53Z,2180000,False,98.0,221.0,1,left,MISS P. Washington 24' running pullup 3PT,[1629023],1610612742.0,DAL,,running pullup,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,,24.2,Missed,,,,,,,,,,,,,,
223,PT10M55.00S,2026-01-29T02:13:47.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,31,34,2026-01-29T02:14:03Z,2190000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,222.0,,,,,,,,,
225,PT10M39.00S,2026-01-29T02:14:15.6Z,2,REGULAR,turnover,out-of-bounds,[],1629675,,,1610612750,31,34,2026-01-29T02:14:25Z,2210000,False,,,0,,N. Reid bad pass out-of-bounds TURNOVER (2 TO),[1629675],1610612750.0,MIN,1628484.0,bad pass,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Left,2.0,,,,,,,,,,,,,,,,,,
226,PT10M26.00S,2026-01-29T02:14:34.9Z,2,REGULAR,turnover,bad pass,[],1642948,,,1610612742,31,34,2026-01-29T02:14:41Z,2220000,False,,,0,,R. Nembhard bad pass TURNOVER (1 TO),"[1642948, 1628978]",1610612742.0,DAL,,,,,Nembhard,R. Nembhard,,,,,Mid-Range,8-16 Right,1.0,DiVincenzo,1628978.0,,,,,,,,,,,,,,,,
227,PT10M26.00S,2026-01-29T02:14:34.9Z,2,REGULAR,steal,,[],1628978,,,1610612750,31,34,2026-01-29T02:14:36Z,2230000,False,,,0,,D. DiVincenzo STEAL (4 STL),[1628978],1610612750.0,MIN,,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,
228,PT10M18.00S,2026-01-29T02:14:43.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642866,92.85479632063075,50.73529411764706,1610612750,31,36,2026-01-29T02:14:47Z,2240000,False,4.0,15.0,1,right,J. Beringer alley-oop DUNK (4 PTS) (N. Reid 1 AST),"[1642866, 1629675]",1610612750.0,MIN,,alley-oop,,,Beringer,J. Beringer,,,,,Restricted Area,0-8 Center,,,,1.52,Made,4.0,N. Reid,1629675.0,1.0,,,,,,,,,,
230,PT10M04.00S,2026-01-29T02:14:57.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,10.200394218134035,56.127450980392155,1610612742,31,36,2026-01-29T02:15:01Z,2260000,False,-31.0,43.0,1,left,MISS P. Washington driving floating Shot,[1629023],1610612742.0,DAL,,driving floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,5.31,Missed,,,,,,,,,,,,,,
231,PT10M01.00S,2026-01-29T02:15:00.0Z,2,REGULAR,rebound,defensive,[],1630538,,,1610612750,31,36,2026-01-29T02:15:01Z,2270000,False,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612750.0,MIN,,,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,230.0,1.0,1.0,0.0,,,,,,
232,PT09M51.00S,2026-01-29T02:15:09.7Z,2,REGULAR,3pt,Jump Shot,[],1628978,94.95729303547962,5.147058823529411,1610612750,31,36,2026-01-29T02:15:18Z,2280000,False,-224.0,-5.0,1,right,MISS D. DiVincenzo 3PT,[1628978],1610612750.0,MIN,,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,,,,22.44,Missed,,,,,,,,,,,,,,
233,PT09M46.00S,2026-01-29T02:15:14.7Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,31,36,2026-01-29T02:15:18Z,2290000,False,,,0,,P. Washington REBOUND (Off:0 Def:4),[1629023],1610612742.0,DAL,,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,,,,,,,,232.0,4.0,4.0,0.0,,,,,,
234,PT09M37.00S,2026-01-29T02:15:23.8Z,2,REGULAR,3pt,Jump Shot,[],1630702,21.23850197109067,91.42156862745098,1610612742,31,36,2026-01-29T02:16:29Z,2300000,False,-207.0,147.0,1,left,MISS J. Hardy 25' step back 3PT,[1630702],1610612742.0,DAL,,step back,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Left Center,,,,25.4,Missed,,,,,,,,,,,,,,
235,PT09M34.00S,2026-01-29T02:15:26.8Z,2,REGULAR,rebound,defensive,[],1630538,,,1610612750,31,36,2026-01-29T02:15:28Z,2310000,False,,,0,,B. Hyland REBOUND (Off:0 Def:2),[1630538],1610612750.0,MIN,,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,234.0,2.0,2.0,0.0,,,,,,
236,PT09M26.00S,2026-01-29T02:15:35.7Z,2,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612750,31,36,2026-01-29T02:15:50Z,2320000,False,,,0,,P. Washington shooting personal FOUL (2 PF) (Beringer 2 FT),"[1629023, 1642866]",1610612742.0,DAL,1628484.0,shooting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,0.0,Beringer,1642866.0,,
238,PT09M26.00S,2026-01-29T02:16:04.5Z,2,REGULAR,freethrow,1 of 2,[],1642866,,,1610612750,31,36,2026-01-29T02:16:04Z,2340000,False,,,0,,MISS J. Beringer Free Throw 1 of 2,[1642866],1610612750.0,MIN,,,,,Beringer,J. Beringer,,,,,,,,,,,Missed,,,,,,,,,,,,,,
239,PT09M26.00S,2026-01-29T02:16:04.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,31,36,2026-01-29T02:16:04Z,2350000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,238.0,,,,,,,,,
240,PT09M26.00S,2026-01-29T02:16:05.2Z,2,REGULAR,substitution,out,[],1629023,,,1610612750,31,36,2026-01-29T02:16:25Z,2360000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT09M26.00S,2026-01-29T02:16:05.2Z,2,REGULAR,substitution,in,[],1630230,,,1610612750,31,36,2026-01-29T02:16:25Z,2370000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT09M26.00S,2026-01-29T02:16:27.9Z,2,REGULAR,freethrow,2 of 2,[],1642866,,,1610612750,31,37,2026-01-29T02:16:27Z,2380000,False,,,0,,J. Beringer Free Throw 2 of 2 (5 PTS),[1642866],1610612750.0,MIN,,,,,Beringer,J. Beringer,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
243,PT09M16.00S,2026-01-29T02:16:44.4Z,2,REGULAR,turnover,out-of-bounds,[],1642948,,,1610612742,31,37,2026-01-29T02:16:51Z,2390000,False,,,0,,R. Nembhard step out-of-bounds TURNOVER (2 TO),[1642948],1610612742.0,DAL,1628484.0,step,,,Nembhard,R. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,,,,,,,,,,,,,,,,
244,PT09M16.00S,2026-01-29T02:16:46.6Z,2,REGULAR,substitution,out,[],1641740,,,1610612750,31,37,2026-01-29T02:16:50Z,2400000,False,,,0,,SUB out: J. Clark,[1641740],1610612750.0,MIN,,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT09M16.00S,2026-01-29T02:16:46.6Z,2,REGULAR,substitution,in,[],1630183,,,1610612750,31,37,2026-01-29T02:16:50Z,2410000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT09M01.00S,2026-01-29T02:17:10.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630538,70.64717477003943,26.47058823529412,1610612750,31,37,2026-01-29T02:17:14Z,2420000,False,-118.0,223.0,1,right,MISS B. Hyland 25' step back 3PT,[1630538],1610612750.0,MIN,,step back,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,,,,25.25,Missed,,,,,,,,,,,,,,
247,PT08M59.00S,2026-01-29T02:17:12.4Z,2,REGULAR,rebound,defensive,[],1642939,,,1610612742,31,37,2026-01-29T02:17:14Z,2430000,False,,,0,,M. Kelly REBOUND (Off:0 Def:1),[1642939],1610612742.0,DAL,,,,,Kelly,M. Kelly,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,246.0,1.0,1.0,0.0,,,,,,
248,PT08M53.00S,2026-01-29T02:17:19.6Z,2,REGULAR,3pt,Jump Shot,[],1630702,6.521024967148489,97.30392156862744,1610612742,34,37,2026-01-29T02:17:24Z,2440000,False,-237.0,9.0,1,left,J. Hardy 3PT  (7 PTS) (M. Kelly 1 AST),"[1630702, 1642939]",1610612742.0,DAL,,,,,Hardy,J. Hardy,,,,,Left Corner 3,24+ Left,,,,23.67,Made,7.0,M. Kelly,1642939.0,1.0,,,,,,,,,,
250,PT08M37.00S,2026-01-29T02:17:35.1Z,2,REGULAR,2pt,Jump Shot,[],1630538,94.1688567674113,79.65686274509804,1610612750,34,37,2026-01-29T02:17:40Z,2460000,False,148.0,2.0,1,right,MISS B. Hyland 14' step back Shot,[1630538],1610612750.0,MIN,,step back,,,Hyland,B. Hyland,,,,,Mid-Range,8-16 Right,,,,14.83,Missed,,,,,,,,,,,,,,
251,PT08M35.00S,2026-01-29T02:17:37.1Z,2,REGULAR,rebound,defensive,[],1642939,,,1610612742,34,37,2026-01-29T02:17:40Z,2470000,False,,,0,,M. Kelly REBOUND (Off:0 Def:2),[1642939],1610612742.0,DAL,,,,,Kelly,M. Kelly,,,,,Mid-Range,8-16 Right,,,,,,,,,,250.0,2.0,2.0,0.0,,,,,,
252,PT08M23.00S,2026-01-29T02:17:49.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630230,7.5722733245729295,42.64705882352941,1610612742,34,37,2026-01-29T02:17:57Z,2480000,False,37.0,19.0,1,left,MISS N. Marshall bank Hook,[1630230],1610612742.0,DAL,,bank,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,4.13,Missed,,,,,,,,,,,,,,
253,PT08M21.00S,2026-01-29T02:17:51.1Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612750,34,37,2026-01-29T02:17:57Z,2490000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:2),[1628978],1610612750.0,MIN,,,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,,,252.0,2.0,2.0,0.0,,,,,,
254,PT08M19.00S,2026-01-29T02:17:53.2Z,2,REGULAR,turnover,bad pass,[],1628978,,,1610612750,34,37,2026-01-29T02:18:03Z,2500000,False,,,0,,D. DiVincenzo bad pass TURNOVER (1 TO),"[1628978, 1642939]",1610612750.0,MIN,,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,1.0,Kelly,1642939.0,,,,,,,,,,,,,,,,
255,PT08M19.00S,2026-01-29T02:17:53.2Z,2,REGULAR,steal,,[],1642939,,,1610612742,34,37,2026-01-29T02:17:54Z,2510000,False,,,0,,M. Kelly STEAL (1 STL),[1642939],1610612742.0,DAL,,,,,Kelly,M. Kelly,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,
256,PT08M14.00S,2026-01-29T02:17:58.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630702,24.26084099868594,16.176470588235293,1610612742,34,37,2026-01-29T02:18:07Z,2520000,False,169.0,176.0,1,left,MISS J. Hardy 24' running 3PT,[1630702],1610612742.0,DAL,,running,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Right Center,,,,24.38,Missed,,,,,,,,,,,,,,
257,PT08M10.00S,2026-01-29T02:18:01.9Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,34,37,2026-01-29T02:18:01Z,2530000,False,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,256.0,2.0,2.0,0.0,,,,,,
258,PT07M59.00S,2026-01-29T02:18:13.1Z,2,REGULAR,3pt,Jump Shot,[],1630183,95.22010512483574,97.05882352941177,1610612750,34,40,2026-01-29T02:18:18Z,2540000,False,235.0,-8.0,1,right,J. McDaniels 3PT  (6 PTS) (B. Hyland 1 AST),"[1630183, 1630538]",1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,,,,23.54,Made,6.0,B. Hyland,1630538.0,1.0,,,,,,,,,,
260,PT07M59.00S,2026-01-29T02:18:24.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,34,40,2026-01-29T02:18:24Z,2560000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT07M59.00S,2026-01-29T02:18:25.9Z,2,REGULAR,substitution,out,[],1642939,,,1610612742,34,40,2026-01-29T02:21:12Z,2570000,False,,,0,,SUB out: M. Kelly,[1642939],1610612742.0,DAL,,,,,Kelly,M. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT07M59.00S,2026-01-29T02:18:25.9Z,2,REGULAR,substitution,out,[],1629655,,,1610612742,34,40,2026-01-29T02:21:12Z,2580000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT07M59.00S,2026-01-29T02:18:25.9Z,2,REGULAR,substitution,out,[],1629675,,,1610612742,34,40,2026-01-29T02:21:12Z,2590000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT07M59.00S,2026-01-29T02:18:25.9Z,2,REGULAR,substitution,out,[],1642866,,,1610612742,34,40,2026-01-29T02:21:12Z,2600000,False,,,0,,SUB out: J. Beringer,[1642866],1610612750.0,MIN,,,,,Beringer,J. Beringer,,,,,,,,,,,,,,,,,,,,,,,,,
