actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-01-13T01:40:28.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-13T01:40:28Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-01-13T01:40:47.4Z,1,REGULAR,jumpball,recovered,[],1642962,,,1610612751,0,0,2026-01-13T01:40:47Z,40000,False,,,0,,Jump Ball N. Claxton vs. D. Powell: Tip to D. Powell,"[1642962, 1629651, 203939]",1610612751.0,BKN,startperiod,D. Powell,1642962.0,Powell,D. Powell,Claxton,1629651.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2026-01-13T01:41:02.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,6.783837056504599,55.63725490196079,1610612751,0,2,2026-01-13T01:41:05Z,70000,False,-28.0,11.0,1,left,N. Claxton turnaround bank Hook (2 PTS),[1629651],1610612751.0,BKN,turnaround bank,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,3.04,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M14.00S,2026-01-13T01:41:28.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631108,91.93495400788436,50.73529411764706,1610612742,2,2,2026-01-13T01:41:31Z,80000,False,4.0,23.0,1,right,M. Christie driving finger roll Layup (2 PTS),[1631108],1610612742.0,DAL,driving finger roll,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,2.36,Made,2.0,,,,,,,,,,,,,,,,,
9,PT11M00.00S,2026-01-13T01:41:43.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,5.863994743758213,48.28431372549019,1610612751,2,4,2026-01-13T01:41:46Z,90000,False,9.0,3.0,1,left,M. Porter Jr. cutting Layup (2 PTS) (N. Claxton 1 AST),"[1629008, 1629651]",1610612751.0,BKN,cutting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,0.9,Made,2.0,N. Claxton,1629651.0,1.0,,,,,,,,,,,,,,
11,PT10M50.00S,2026-01-13T01:41:59.6Z,1,REGULAR,foul,personal,[],1641730,,,1610612742,2,4,2026-01-13T01:42:30Z,110000,False,,,0,,N. Clowney personal FOUL (1 PF),"[1641730, 203939]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Mid-Range,8-16 Right,,,,,,,204059.0,1.0,0.0,Powell,203939.0,,,,,,,,,
13,PT10M47.00S,2026-01-13T01:42:18.2Z,1,REGULAR,foul,personal,[],1642962,,,1610612742,2,4,2026-01-13T01:42:23Z,130000,False,,,0,,D. Powell personal FOUL (1 PF),"[1642962, 1642843]",1610612751.0,BKN,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628487.0,1.0,0.0,Flagg,1642843.0,,,,,,,,,
15,PT10M36.00S,2026-01-13T01:42:42.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642843,88.91261498028909,47.549019607843135,1610612742,2,4,2026-01-13T01:42:45Z,150000,False,-12.0,52.0,1,right,MISS C. Flagg driving finger roll Layup - blocked,"[1642843, 1629651]",1610612742.0,DAL,driving finger roll,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),0-8 Center,5.31,Missed,,,,,,,,,,Claxton,1629651.0,,,,,,,
16,PT10M36.00S,2026-01-13T01:42:42.2Z,1,REGULAR,block,,[],1629651,,,1610612742,2,4,2026-01-13T01:42:44Z,160000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
17,PT10M34.00S,2026-01-13T01:42:44.2Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,2,4,2026-01-13T01:42:45Z,170000,False,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,15.0,1.0,0.0,1.0,,,
