actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,pointsTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
87,PT06M13.00S,2025-10-25T00:53:52.0Z,1,REGULAR,foul,personal,['2freethrow'],1642267,,,1610612742,13,7,2025-10-25T00:54:00Z,850000,False,,,0,,B. Carrington shooting personal FOUL (2 PF) (Russell 2 FT),"[1642267, 1626156]",1610612764.0,WAS,shooting,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,,,,,,,,,,201245.0,2.0,0.0,,Russell,1626156.0,,,,,
89,PT06M13.00S,2025-10-25T00:54:17.5Z,1,REGULAR,freethrow,1 of 2,[],1626156,,,1610612742,13,7,2025-10-25T00:54:17Z,870000,False,,,0,,MISS D. Russell Free Throw 1 of 2,[1626156],1610612742.0,DAL,,,,Russell,D. Russell,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
90,PT06M13.00S,2025-10-25T00:54:17.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,13,7,2025-10-25T00:54:17Z,880000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,89.0,,,,,,,,,,,,,,
91,PT06M13.00S,2025-10-25T00:54:33.0Z,1,REGULAR,freethrow,2 of 2,[],1626156,,,1610612742,14,7,2025-10-25T00:54:33Z,890000,False,,,0,,D. Russell Free Throw 2 of 2 (1 PTS),[1626156],1610612742.0,DAL,,,,Russell,D. Russell,,,,,,,,,,,Made,,,,,,,,1.0,,,,,,,
92,PT06M04.00S,2025-10-25T00:54:48.2Z,1,REGULAR,turnover,8-second-violation,['team'],0,,,1610612764,14,7,2025-10-25T00:54:53Z,900000,False,,,0,,WAS 8-second-violation Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,1628485.0,,,,,,,,,,
93,PT05M46.00S,2025-10-25T00:55:18.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203076,75.50919842312747,11.519607843137255,1610612742,14,7,2025-10-25T01:01:31Z,910000,False,-192.0,178.0,1,right,MISS A. Davis 26' step back 3PT,[203076],1610612742.0,DAL,step back,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,26.19,Missed,,,,,,,,,,,,,,,
94,PT05M41.00S,2025-10-25T00:55:23.6Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,14,7,2025-10-25T00:55:24Z,920000,False,,,0,,B. Carrington REBOUND (Off:0 Def:2),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Left Center,,,,,,93.0,2.0,2.0,0.0,,,,,,,,,,,
95,PT05M38.00S,2025-10-25T00:55:26.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642848,21.369908015768726,92.8921568627451,1610612764,14,7,2025-10-25T00:55:32Z,930000,False,-214.0,148.0,1,left,MISS T. Johnson 26' running pullup 3PT,[1642848],1610612764.0,WAS,running pullup,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Left Center,,,,26.08,Missed,,,,,,,,,,,,,,,
96,PT05M35.00S,2025-10-25T00:55:29.1Z,1,REGULAR,rebound,defensive,[],203076,,,1610612742,14,7,2025-10-25T00:55:32Z,940000,False,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,95.0,3.0,2.0,1.0,,,,,,,,,,,
97,PT05M20.00S,2025-10-25T00:55:43.9Z,1,REGULAR,3pt,Jump Shot,[],1631108,66.83639947437582,36.51960784313725,1610612742,14,7,2025-10-25T00:55:49Z,950000,False,-67.0,259.0,1,right,MISS M. Christie 26' 3PT,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Center,,,,26.78,Missed,,,,,,,,,,,,,,,
98,PT05M17.00S,2025-10-25T00:55:46.9Z,1,REGULAR,rebound,offensive,[],1630230,,,1610612742,14,7,2025-10-25T00:55:49Z,960000,False,,,0,,N. Marshall REBOUND (Off:1 Def:0),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,,,,97.0,1.0,0.0,1.0,,,,,,,,,,,
99,PT05M14.00S,2025-10-25T00:55:50.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203076,94.30026281208936,45.83333333333333,1610612742,16,7,2025-10-25T00:55:56Z,970000,False,-21.0,1.0,1,right,A. Davis alley-oop DUNK (2 PTS) (M. Christie 1 AST),"[203076, 1631108]",1610612742.0,DAL,alley-oop,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,2.08,Made,,,,,,,,2.0,,,M. Christie,1631108.0,1.0,,
101,PT05M00.00S,2025-10-25T00:56:04.1Z,1,REGULAR,2pt,Jump Shot,[],203114,10.068988173455978,85.29411764705883,1610612764,16,9,2025-10-25T00:56:09Z,990000,False,-176.0,42.0,1,left,K. Middleton 18' fadeaway Jump Shot (2 PTS) (A. Sarr 2 AST),"[203114, 1642259]",1610612764.0,WAS,fadeaway,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Left,,,,18.15,Made,,,,,,,,2.0,,,A. Sarr,1642259.0,2.0,,
103,PT04M43.00S,2025-10-25T00:56:20.7Z,1,REGULAR,3pt,Jump Shot,[],1629023,69.59592641261499,27.450980392156865,1610612742,16,9,2025-10-25T00:56:27Z,1010000,False,-113.0,233.0,1,right,MISS P. Washington 25' 3PT,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,,25.91,Missed,,,,,,,,,,,,,,,
104,PT04M40.00S,2025-10-25T00:56:23.7Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,16,9,2025-10-25T00:56:27Z,1020000,False,,,0,,A. Sarr REBOUND (Off:0 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Left Center,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,
105,PT04M37.00S,2025-10-25T00:56:26.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1642267,6.964520367936925,50.40977328431373,1610612764,16,9,2025-10-25T00:56:35Z,1030000,False,-2.0,13.0,1,left,MISS B. Carrington running DUNK - blocked,"[1642267, 1629023]",1610612764.0,WAS,running,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,,,,1.32,Missed,,,,,,,,,,,,,,Washington,1629023.0
106,PT04M37.00S,2025-10-25T00:56:26.7Z,1,REGULAR,block,,[],1629023,,,1610612764,16,9,2025-10-25T00:56:29Z,1040000,False,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
107,PT04M37.00S,2025-10-25T00:56:26.7Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612742,16,9,2025-10-25T00:56:35Z,1050000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612742.0,DAL,,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,105.0,1.0,1.0,0.0,,,,,,,,,,,
108,PT04M24.00S,2025-10-25T00:56:45.7Z,1,REGULAR,foul,technical,['1freethrow'],1642267,,,1610612742,16,9,2025-10-25T00:56:54Z,1060000,False,,,0,,B. Carrington defensive-3-second technical FOUL (1 Tech),[1642267],1610612764.0,WAS,defensive-3-second,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,201245.0,2.0,1.0,,,,,,,,
109,PT04M24.00S,2025-10-25T00:57:10.8Z,1,REGULAR,freethrow,1 of 1,[],203076,,,1610612742,17,9,2025-10-25T00:57:10Z,1070000,False,,,0,,A. Davis technical Free Throw 1 of 1 (3 PTS),[203076],1610612742.0,DAL,technical,,,Davis,A. Davis,,,,,,,,,,,Made,,,,,,,,3.0,,,,,,,
110,PT04M24.00S,2025-10-25T00:57:11.6Z,1,REGULAR,substitution,out,[],203468,,,1610612742,17,9,2025-10-25T00:57:30Z,1080000,False,,,0,,SUB out: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M24.00S,2025-10-25T00:57:11.6Z,1,REGULAR,substitution,out,[],1642259,,,1610612742,17,9,2025-10-25T00:57:30Z,1090000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M24.00S,2025-10-25T00:57:11.6Z,1,REGULAR,substitution,out,[],203114,,,1610612742,17,9,2025-10-25T00:57:30Z,1100000,False,,,0,,SUB out: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M24.00S,2025-10-25T00:57:11.6Z,1,REGULAR,substitution,in,[],1641715,,,1610612742,17,9,2025-10-25T00:57:30Z,1110000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M24.00S,2025-10-25T00:57:11.6Z,1,REGULAR,substitution,in,[],1628963,,,1610612742,17,9,2025-10-25T00:57:30Z,1120000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M24.00S,2025-10-25T00:57:11.6Z,1,REGULAR,substitution,in,[],1630557,,,1610612742,17,9,2025-10-25T00:57:30Z,1130000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M24.00S,2025-10-25T00:57:41.3Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628963,,,1610612742,17,9,2025-10-25T00:58:47Z,1140000,False,,,0,,M. Bagley III away-from-play personal FOUL (1 PF) (Davis 1 FT),"[1628963, 203076]",1610612764.0,WAS,away-from-play,,,Bagley III,M. Bagley III,,,,,Mid-Range,16-24 Left,,,,,,,,,,1628485.0,1.0,0.0,,Davis,203076.0,,,,,
118,PT04M24.00S,2025-10-25T00:58:14.4Z,1,REGULAR,freethrow,1 of 1,[],203076,,,1610612742,18,9,2025-10-25T00:59:27Z,1160000,False,,,0,,A. Davis away-from-play Free Throw 1 of 1 (4 PTS),[203076],1610612742.0,DAL,away-from-play,,,Davis,A. Davis,,,,,,,,,,,Made,,,,,,,,4.0,,,,,,,
119,PT04M19.00S,2025-10-25T00:58:34.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203076,83.919185282523,45.588235294117645,1610612742,20,9,2025-10-25T00:58:38Z,1170000,False,-22.0,99.0,1,right,A. Davis 10' Hook (6 PTS),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,10.11,Made,,,,,,,,6.0,,,,,,,
120,PT03M59.00S,2025-10-25T00:58:53.7Z,1,REGULAR,2pt,Jump Shot,[],1642267,26.888961892247043,33.088235294117645,1610612764,20,9,2025-10-25T00:59:00Z,1180000,False,85.0,200.0,1,left,MISS B. Carrington 21' pullup bank Shot,[1642267],1610612764.0,WAS,pullup bank,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Right Center,,,,21.74,Missed,,,,,,,,,,,,,,,
121,PT03M55.00S,2025-10-25T00:58:57.1Z,1,REGULAR,rebound,offensive,[],1641715,,,1610612764,20,9,2025-10-25T00:58:57Z,1190000,False,,,0,,C. Whitmore REBOUND (Off:1 Def:0),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,Mid-Range,16-24 Right Center,,,,,,120.0,1.0,0.0,1.0,,,,,,,,,,,
122,PT03M51.00S,2025-10-25T00:59:02.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642848,39.37253613666228,52.450980392156865,1610612764,20,9,2025-10-25T01:05:08Z,1200000,False,-12.0,318.0,1,left,MISS T. Johnson 31' 3PT,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Center,,,,31.78,Missed,,,,,,,,,,,,,,,
123,PT03M49.00S,2025-10-25T00:59:04.1Z,1,REGULAR,rebound,defensive,[],1631108,,,1610612742,20,9,2025-10-25T00:59:12Z,1210000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Center,,,,,,122.0,1.0,1.0,0.0,,,,,,,,,,,
124,PT03M39.00S,2025-10-25T00:59:13.9Z,1,REGULAR,3pt,Jump Shot,[],1631108,94.82588699080158,3.431372549019608,1610612742,23,9,2025-10-25T00:59:18Z,1220000,False,-233.0,-4.0,1,right,M. Christie 3PT  (3 PTS) (D. Russell 1 AST),"[1631108, 1626156]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Left Corner 3,24+ Left,,,,23.28,Made,,,,,,,,3.0,,,D. Russell,1626156.0,1.0,,
126,PT03M35.00S,2025-10-25T00:59:20.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,23,9,2025-10-25T00:59:20Z,1240000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M35.00S,2025-10-25T01:00:50.9Z,1,REGULAR,substitution,out,[],1642267,,,1610612764,23,9,2025-10-25T01:01:44Z,1250000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M35.00S,2025-10-25T01:00:50.9Z,1,REGULAR,substitution,in,[],1642273,,,1610612764,23,9,2025-10-25T01:01:44Z,1260000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M18.00S,2025-10-25T01:02:37.1Z,1,REGULAR,2pt,Jump Shot,[],1641715,7.752956636005257,72.57199754901961,1610612764,23,9,2025-10-25T01:02:59Z,1270000,False,-113.0,20.0,1,left,MISS C. Whitmore 11' driving floating Shot,[1641715],1610612764.0,WAS,driving floating,,,Whitmore,C. Whitmore,,,,,Mid-Range,8-16 Left,,,,11.47,Missed,,,,,,,,,,,,,,,
130,PT03M14.00S,2025-10-25T01:02:41.1Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,23,9,2025-10-25T01:02:59Z,1280000,False,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Left,,,,,,129.0,2.0,2.0,0.0,,,,,,,,,,,
131,PT03M11.00S,2025-10-25T01:02:43.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,81.553876478318,51.9607843137255,1610612742,23,9,2025-10-25T01:02:56Z,1290000,False,10.0,121.0,1,right,MISS D. Russell 12' driving floating Shot,[1626156],1610612742.0,DAL,driving floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,,,,12.13,Missed,,,,,,,,,,,,,,,
132,PT03M09.00S,2025-10-25T01:02:48.1Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612764,23,9,2025-10-25T01:02:48Z,1300000,False,,,0,,M. Bagley III REBOUND (Off:0 Def:1),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,,,
134,PT02M58.00S,2025-10-25T01:03:02.6Z,1,REGULAR,2pt,Jump Shot,[],1642848,15.374507227332456,31.506587009803923,1610612764,23,9,2025-10-25T01:03:09Z,1320000,False,92.0,92.0,1,left,MISS T. Johnson 13' fadeaway Shot,[1642848],1610612764.0,WAS,fadeaway,,,Johnson,T. Johnson,,,,,Mid-Range,8-16 Right,,,,13.05,Missed,,,,,,,,,,,,,,,
135,PT02M54.00S,2025-10-25T01:03:06.6Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,23,9,2025-10-25T01:03:09Z,1330000,False,,,0,,P. Washington REBOUND (Off:0 Def:3),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Right,,,,,,134.0,3.0,3.0,0.0,,,,,,,,,,,
136,PT02M53.00S,2025-10-25T01:03:07.3Z,1,REGULAR,turnover,bad pass,[],1629023,,,1610612742,23,9,2025-10-25T01:03:12Z,1340000,False,,,0,,P. Washington bad pass TURNOVER (2 TO),"[1629023, 1641715]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,2.0,Whitmore,1641715.0,,,,,,,,,,,,,,,,,
137,PT02M53.00S,2025-10-25T01:03:07.3Z,1,REGULAR,steal,,[],1641715,,,1610612764,23,9,2025-10-25T01:03:08Z,1350000,False,,,0,,C. Whitmore STEAL (1 STL),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
138,PT02M50.00S,2025-10-25T01:03:10.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642848,9.017739816031538,44.6078431372549,1610612764,23,11,2025-10-25T01:03:15Z,1360000,False,27.0,32.0,1,left,T. Johnson driving floating bank Jump Shot (2 PTS),[1642848],1610612764.0,WAS,driving floating bank,,,Johnson,T. Johnson,,,,,Restricted Area,0-8 Center,,,,4.21,Made,,,,,,,,2.0,,,,,,,
139,PT02M31.00S,2025-10-25T01:03:29.3Z,1,REGULAR,2pt,Jump Shot,[],203076,94.56307490144546,68.87254901960785,1610612742,25,11,2025-10-25T01:03:34Z,1370000,False,94.0,-1.0,1,right,A. Davis 9' turnaround fadeaway Jump Shot (8 PTS),[203076],1610612742.0,DAL,turnaround fadeaway,,,Davis,A. Davis,,,,,Mid-Range,8-16 Right,,,,9.44,Made,,,,,,,,8.0,,,,,,,
140,PT02M19.00S,2025-10-25T01:03:41.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642273,9.543363994743759,52.450980392156865,1610612764,25,13,2025-10-25T01:03:49Z,1380000,False,-12.0,37.0,1,left,K. George driving Layup (4 PTS),[1642273],1610612764.0,WAS,driving,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,3.92,Made,,,,,,,,4.0,,,,,,,
141,PT02M19.00S,2025-10-25T01:03:44.3Z,1,REGULAR,foul,personal,['1freethrow'],1631108,,,1610612764,25,13,2025-10-25T01:03:56Z,1390000,False,,,0,,M. Christie shooting personal FOUL (1 PF) (George 1 FT),"[1631108, 1642273]",1610612742.0,DAL,shooting,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,,,,,,,,,,204059.0,1.0,0.0,,George,1642273.0,,,,,
143,PT02M19.00S,2025-10-25T01:03:49.8Z,1,REGULAR,substitution,out,[],203076,,,1610612764,25,13,2025-10-25T01:05:05Z,1410000,False,,,0,,SUB out: A. Davis,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M19.00S,2025-10-25T01:03:49.8Z,1,REGULAR,substitution,out,[],1629023,,,1610612764,25,13,2025-10-25T01:05:05Z,1420000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M19.00S,2025-10-25T01:03:49.8Z,1,REGULAR,substitution,in,[],1641726,,,1610612764,25,13,2025-10-25T01:05:05Z,1430000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M19.00S,2025-10-25T01:03:49.8Z,1,REGULAR,substitution,in,[],1642843,,,1610612764,25,13,2025-10-25T01:05:05Z,1440000,False,,,0,,SUB in: C. Flagg,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M19.00S,2025-10-25T01:04:16.5Z,1,REGULAR,freethrow,1 of 1,[],1642273,,,1610612764,25,14,2025-10-25T01:04:16Z,1450000,False,,,0,,K. George Free Throw 1 of 1 (5 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,Made,,,,,,,,5.0,,,,,,,
148,PT02M00.00S,2025-10-25T01:04:36.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641726,92.59198423127464,50.49019607843137,1610612742,27,14,2025-10-25T01:04:41Z,1460000,False,2.0,17.0,1,right,D. Lively II alley-oop DUNK (4 PTS) (D. Russell 2 AST),"[1641726, 1626156]",1610612742.0,DAL,alley-oop,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,1.73,Made,,,,,,,,4.0,,,D. Russell,1626156.0,2.0,,
151,PT01M47.00S,2025-10-25T01:04:58.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,6.307490144546649,47.65242034313725,1610612764,27,16,2025-10-25T01:05:05Z,1490000,False,12.0,7.0,1,left,M. Bagley III driving finger roll Layup (2 PTS),[1628963],1610612764.0,WAS,driving finger roll,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,1.35,Made,,,,,,,,2.0,,,,,,,
152,PT01M36.00S,2025-10-25T01:05:09.2Z,1,REGULAR,3pt,Jump Shot,[],1626156,65.25952693823915,39.950980392156865,1610612742,27,16,2025-10-25T01:05:14Z,1500000,False,-50.0,274.0,1,right,MISS D. Russell 27' 3PT,[1626156],1610612742.0,DAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,,,,27.87,Missed,,,,,,,,,,,,,,,
153,PT01M33.00S,2025-10-25T01:05:12.2Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,27,16,2025-10-25T01:05:14Z,1510000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,,,,,,152.0,1.0,1.0,0.0,,,,,,,,,,,
154,PT01M22.00S,2025-10-25T01:05:23.0Z,1,REGULAR,3pt,Jump Shot,[],1641715,22.421156373193167,92.64705882352942,1610612764,27,16,2025-10-25T01:08:26Z,1520000,False,-213.0,158.0,1,left,MISS C. Whitmore 26' step back 3PT,[1641715],1610612764.0,WAS,step back,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Left Center,,,,26.55,Missed,,,,,,,,,,,,,,,
155,PT01M18.00S,2025-10-25T01:05:27.0Z,1,REGULAR,rebound,offensive,[],1642273,,,1610612764,27,16,2025-10-25T01:05:30Z,1530000,False,,,0,,K. George REBOUND (Off:1 Def:0),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,154.0,1.0,0.0,1.0,,,,,,,,,,,
156,PT01M14.00S,2025-10-25T01:05:31.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642848,24.52365308804205,92.64705882352942,1610612764,27,19,2025-10-25T01:05:36Z,1540000,False,-213.0,178.0,1,left,T. Johnson 27' 3PT  (5 PTS) (C. Kispert 1 AST),"[1642848, 1630557]",1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Left Center,,,,27.77,Made,,,,,,,,5.0,,,C. Kispert,1630557.0,1.0,,
158,PT00M57.30S,2025-10-25T01:05:49.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641726,91.5407358738502,52.94117647058824,1610612742,29,19,2025-10-25T01:05:55Z,1560000,False,15.0,27.0,1,right,D. Lively II cutting Layup (6 PTS),[1641726],1610612742.0,DAL,cutting,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,3.07,Made,,,,,,,,6.0,,,,,,,
160,PT00M50.60S,2025-10-25T01:05:58.9Z,1,REGULAR,3pt,Jump Shot,[],1642273,31.933722076215503,55.415134803921575,1610612764,29,22,2025-10-25T01:06:07Z,1580000,False,-27.0,248.0,1,left,K. George 24' 3PT  (8 PTS) (M. Bagley III 1 AST),"[1642273, 1628963]",1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,24.92,Made,,,,,,,,8.0,,,M. Bagley III,1628963.0,1.0,,
162,PT00M40.60S,2025-10-25T01:06:11.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642843,81.68528252299606,56.372549019607845,1610612742,29,22,2025-10-25T01:11:44Z,1600000,False,32.0,120.0,1,right,MISS C. Flagg 12' driving floating Shot,[1642843],1610612742.0,DAL,driving floating,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),8-16 Center,,,,12.39,Missed,,,,,,,,,,,,,,,
163,PT00M36.60S,2025-10-25T01:06:15.4Z,1,REGULAR,rebound,offensive,[],1641726,,,1610612742,29,22,2025-10-25T01:06:15Z,1610000,False,,,0,,D. Lively II REBOUND (Off:2 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),8-16 Center,,,,,,162.0,3.0,1.0,2.0,,,,,,,,,,,
164,PT00M35.40S,2025-10-25T01:06:18.7Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1628963,,,1610612742,29,22,2025-10-25T01:06:25Z,1620000,False,,,0,,M. Bagley III shooting personal FOUL (2 PF) (Marshall 3 FT),"[1628963, 1630230]",1610612764.0,WAS,shooting,,,Bagley III,M. Bagley III,,,,,Left Corner 3,24+ Left,,,,,,,,,,1628485.0,2.0,0.0,,Marshall,1630230.0,,,,,
166,PT00M35.40S,2025-10-25T01:06:45.6Z,1,REGULAR,freethrow,1 of 3,['2ndchance'],1630230,,,1610612742,30,22,2025-10-25T01:06:45Z,1640000,False,,,0,,N. Marshall Free Throw 1 of 3 (1 PTS),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,Made,,,,,,,,1.0,,,,,,,
167,PT00M35.40S,2025-10-25T01:06:57.9Z,1,REGULAR,freethrow,2 of 3,['2ndchance'],1630230,,,1610612742,31,22,2025-10-25T01:06:57Z,1650000,False,,,0,,N. Marshall Free Throw 2 of 3 (2 PTS),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,Made,,,,,,,,2.0,,,,,,,
168,PT00M35.40S,2025-10-25T01:07:00.2Z,1,REGULAR,substitution,out,[],1626156,,,1610612742,31,22,2025-10-25T01:07:03Z,1660000,False,,,0,,SUB out: D. Russell,[1626156],1610612742.0,DAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M35.40S,2025-10-25T01:07:00.2Z,1,REGULAR,substitution,in,[],1642948,,,1610612742,31,22,2025-10-25T01:07:03Z,1670000,False,,,0,,SUB in: R. Nembhard,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
