actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,pointsTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
191,PT11M08.00S,2025-10-25T01:11:52.5Z,2,REGULAR,rebound,defensive,[],1641726,,,1610612742,35,30,2025-10-25T01:11:57Z,1890000,False,,,0,,D. Lively II REBOUND (Off:2 Def:2),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Above the Break 3,24+ Left Center,,,,,,190.0,4.0,2.0,2.0,,,,,,,,,,,
192,PT10M59.00S,2025-10-25T01:12:02.5Z,2,REGULAR,turnover,bad pass,[],1630230,,,1610612742,35,30,2025-10-25T01:12:06Z,1900000,False,,,0,,N. Marshall bad pass TURNOVER (1 TO),"[1630230, 1642273]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,1.0,George,1642273.0,,,,,,,,,,,,,,,,,
193,PT10M59.00S,2025-10-25T01:12:02.5Z,2,REGULAR,steal,,[],1642273,,,1610612764,35,30,2025-10-25T01:12:03Z,1910000,False,,,0,,K. George STEAL (2 STL),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
194,PT10M53.00S,2025-10-25T01:12:08.4Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642848,18.478975032851512,49.754901960784316,1610612764,35,30,2025-10-25T01:23:58Z,1920000,False,1.0,121.0,1,left,MISS T. Johnson 12' driving floating Shot,[1642848],1610612764.0,WAS,driving floating,,,Johnson,T. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,12.12,Missed,,,,,,,,,,,,,,,
195,PT10M49.00S,2025-10-25T01:12:12.4Z,2,REGULAR,rebound,offensive,[],1642848,,,1610612764,35,30,2025-10-25T01:23:58Z,1930000,False,,,0,,T. Johnson REBOUND (Off:1 Def:0),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,194.0,1.0,0.0,1.0,,,,,,,,,,,
196,PT10M49.00S,2025-10-25T01:12:12.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641774,23.47240473061761,9.313725490196079,1610612764,35,30,2025-10-25T01:12:18Z,1940000,False,203.0,168.0,1,left,MISS T. Vukcevic 26' 3PT,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Right Center,,,,26.39,Missed,,,,,,,,,,,,,,,
197,PT10M49.00S,2025-10-25T01:12:12.6Z,2,REGULAR,rebound,defensive,[],202691,,,1610612742,35,30,2025-10-25T01:12:18Z,1950000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,196.0,2.0,2.0,0.0,,,,,,,,,,,
198,PT10M37.00S,2025-10-25T01:12:23.4Z,2,REGULAR,3pt,Jump Shot,[],202691,67.49342969776609,50.98039215686274,1610612742,35,30,2025-10-25T01:12:28Z,1960000,False,5.0,253.0,1,right,MISS K. Thompson 25' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,,,,25.31,Missed,,,,,,,,,,,,,,,
199,PT10M34.00S,2025-10-25T01:12:26.4Z,2,REGULAR,rebound,defensive,[],1641774,,,1610612764,35,30,2025-10-25T01:12:28Z,1970000,False,,,0,,T. Vukcevic REBOUND (Off:0 Def:1),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Center,,,,,,198.0,1.0,1.0,0.0,,,,,,,,,,,
200,PT10M26.00S,2025-10-25T01:12:34.2Z,2,REGULAR,2pt,Jump Shot,[],1641774,22.946780551905388,43.13725490196079,1610612764,35,30,2025-10-25T01:12:39Z,1980000,False,34.0,163.0,1,left,MISS T. Vukcevic 16' Jump Shot,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Mid-Range,16-24 Center,,,,16.68,Missed,,,,,,,,,,,,,,,
201,PT10M24.00S,2025-10-25T01:12:36.2Z,2,REGULAR,rebound,defensive,[],1642843,,,1610612742,35,30,2025-10-25T01:12:39Z,1990000,False,,,0,,C. Flagg REBOUND (Off:1 Def:1),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Center,,,,,,200.0,2.0,1.0,1.0,,,,,,,,,,,
202,PT10M11.00S,2025-10-25T01:12:49.2Z,2,REGULAR,3pt,Jump Shot,[],1642843,71.04139290407359,73.0392156862745,1610612742,35,30,2025-10-25T01:12:53Z,2000000,False,115.0,220.0,1,right,MISS C. Flagg 24' 3PT,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Above the Break 3,24+ Right Center,,,,24.81,Missed,,,,,,,,,,,,,,,
203,PT10M10.00S,2025-10-25T01:12:50.2Z,2,REGULAR,rebound,defensive,[],1641715,,,1610612764,35,30,2025-10-25T01:12:53Z,2010000,False,,,0,,C. Whitmore REBOUND (Off:1 Def:1),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Right Center,,,,,,202.0,2.0,1.0,1.0,,,,,,,,,,,
204,PT10M03.00S,2025-10-25T01:12:58.7Z,2,REGULAR,2pt,Jump Shot,[],1641715,22.421156373193167,54.90196078431373,1610612764,35,30,2025-10-25T01:25:28Z,2020000,False,-25.0,158.0,1,left,MISS C. Whitmore 16' pullup Shot,[1641715],1610612764.0,WAS,pullup,,,Whitmore,C. Whitmore,,,,,Mid-Range,8-16 Center,,,,16.02,Missed,,,,,,,,,,,,,,,
205,PT09M59.00S,2025-10-25T01:13:02.7Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612742,35,30,2025-10-25T01:13:05Z,2030000,False,,,0,,N. Marshall REBOUND (Off:1 Def:1),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Center,,,,,,204.0,2.0,1.0,1.0,,,,,,,,,,,
206,PT09M53.00S,2025-10-25T01:13:07.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642843,92.32917214191852,50.49019607843137,1610612742,35,30,2025-10-25T01:13:14Z,2040000,False,2.0,20.0,1,right,MISS C. Flagg Layup,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,,,,1.98,Missed,,,,,,,,,,,,,,,
207,PT09M50.00S,2025-10-25T01:13:11.5Z,2,REGULAR,rebound,offensive,[],1642948,,,1610612742,35,30,2025-10-25T01:13:11Z,2050000,False,,,0,,R. Nembhard REBOUND (Off:1 Def:0),[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,206.0,1.0,0.0,1.0,,,,,,,,,,,
208,PT09M47.00S,2025-10-25T01:13:14.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642843,91.14651773981603,95.09803921568627,1610612742,35,30,2025-10-25T01:13:19Z,2060000,False,225.0,31.0,1,right,MISS C. Flagg 3PT,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Right Corner 3,24+ Right,,,,22.76,Missed,,,,,,,,,,,,,,,
209,PT09M44.00S,2025-10-25T01:13:17.4Z,2,REGULAR,rebound,defensive,[],1630557,,,1610612764,35,30,2025-10-25T01:13:19Z,2070000,False,,,0,,C. Kispert REBOUND (Off:0 Def:2),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Right Corner 3,24+ Right,,,,,,208.0,2.0,2.0,0.0,,,,,,,,,,,
210,PT09M39.00S,2025-10-25T01:13:22.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642273,5.338370565045992,53.18627450980392,1610612764,35,32,2025-10-25T01:13:27Z,2080000,False,-16.0,-2.0,1,left,K. George running Layup (15 PTS) (T. Johnson 2 AST),"[1642273, 1642848]",1610612764.0,WAS,running,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,1.61,Made,,,,,,,,15.0,,,T. Johnson,1642848.0,2.0,,
212,PT09M39.00S,2025-10-25T01:13:25.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,35,32,2025-10-25T01:13:25Z,2100000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M39.00S,2025-10-25T01:14:11.5Z,2,REGULAR,substitution,out,[],1630230,,,1610612742,35,32,2025-10-25T01:16:21Z,2110000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M39.00S,2025-10-25T01:14:11.5Z,2,REGULAR,substitution,in,[],1629023,,,1610612742,35,32,2025-10-25T01:16:21Z,2120000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M25.00S,2025-10-25T01:16:51.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642948,90.75229960578186,47.794117647058826,1610612742,35,32,2025-10-25T01:16:55Z,2130000,False,-11.0,34.0,1,right,MISS R. Nembhard driving Layup - blocked,"[1642948, 1642848]",1610612742.0,DAL,driving,,,Nembhard,R. Nembhard,,,,,Restricted Area,0-8 Center,,,,3.61,Missed,,,,,,,,,,,,,,Johnson,1642848.0
216,PT09M25.00S,2025-10-25T01:16:51.1Z,2,REGULAR,block,,[],1642848,,,1610612742,35,32,2025-10-25T01:16:52Z,2140000,False,,,0,,T. Johnson BLOCK (1 BLK),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
217,PT09M24.00S,2025-10-25T01:16:52.1Z,2,REGULAR,rebound,defensive,[],1642848,,,1610612764,35,32,2025-10-25T01:16:55Z,2150000,False,,,0,,T. Johnson REBOUND (Off:1 Def:1),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Restricted Area,0-8 Center,,,,,,215.0,2.0,1.0,1.0,,,,,,,,,,,
218,PT09M19.00S,2025-10-25T01:16:57.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641715,7.5722733245729295,55.63725490196079,1610612764,35,32,2025-10-25T01:17:07Z,2160000,False,-28.0,19.0,1,left,MISS C. Whitmore driving Layup - blocked,"[1641715, 1641726]",1610612764.0,WAS,driving,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,,,,3.38,Missed,,,,,,,,,,,,,,Lively II,1641726.0
219,PT09M19.00S,2025-10-25T01:16:57.8Z,2,REGULAR,block,,[],1641726,,,1610612764,35,32,2025-10-25T01:16:59Z,2170000,False,,,0,,D. Lively II BLOCK (1 BLK),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
220,PT09M17.00S,2025-10-25T01:16:59.8Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,35,32,2025-10-25T01:17:07Z,2180000,False,,,0,,P. Washington REBOUND (Off:0 Def:4),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,218.0,4.0,4.0,0.0,,,,,,,,,,,
221,PT09M13.00S,2025-10-25T01:17:03.9Z,2,REGULAR,foul,offensive,[],1629023,,,1610612742,35,32,2025-10-25T01:17:13Z,2190000,False,,,0,,P. Washington charge offensive FOUL (1 PF),"[1629023, 1641774]",1610612742.0,DAL,charge,,,Washington,P. Washington,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,204059.0,1.0,0.0,,Vukcevic,1641774.0,,,,,
223,PT09M13.00S,2025-10-25T01:17:03.9Z,2,REGULAR,turnover,offensive foul,[],1629023,,,1610612742,35,32,2025-10-25T01:17:03Z,2210000,False,,,0,,P. Washington offensive foul TURNOVER (3 TO),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Right Center,3.0,,,,,,,,,204059.0,,,,,,,,,,
225,PT09M04.00S,2025-10-25T01:17:34.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642273,33.98488830486202,35.53921568627451,1610612764,35,35,2025-10-25T01:17:39Z,2230000,False,72.0,267.0,1,left,K. George 27' 3PT  (18 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,27.66,Made,,,,,,,,18.0,,,,,,,
226,PT09M00.00S,2025-10-25T01:17:41.3Z,2,REGULAR,turnover,inbound,[],1642843,,,1610612742,35,35,2025-10-25T01:17:53Z,2240000,False,,,0,,C. Flagg inbound TURNOVER (1 TO),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Mid-Range,8-16 Left,1.0,,,,,,,,,201245.0,,,,,,,,,,
227,PT09M00.00S,2025-10-25T01:17:56.5Z,2,REGULAR,substitution,out,[],1641726,,,1610612764,35,35,2025-10-25T01:17:59Z,2250000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT09M00.00S,2025-10-25T01:17:56.5Z,2,REGULAR,substitution,in,[],203076,,,1610612764,35,35,2025-10-25T01:17:59Z,2260000,False,,,0,,SUB in: A. Davis,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M57.00S,2025-10-25T01:18:12.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641715,7.5722733245729295,48.77450980392157,1610612764,35,37,2025-10-25T01:18:16Z,2270000,False,6.0,19.0,1,left,C. Whitmore cutting Layup (2 PTS) (K. George 1 AST),"[1641715, 1642273]",1610612764.0,WAS,cutting,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,,,,1.97,Made,,,,,,,,2.0,,,K. George,1642273.0,1.0,,
231,PT08M44.00S,2025-10-25T01:18:25.6Z,2,REGULAR,3pt,Jump Shot,[],202691,80.1084099868594,7.107843137254902,1610612742,35,37,2025-10-25T01:18:30Z,2290000,False,-214.0,134.0,1,right,MISS K. Thompson 25' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,25.32,Missed,,,,,,,,,,,,,,,
232,PT08M40.00S,2025-10-25T01:18:29.6Z,2,REGULAR,rebound,defensive,[],1630557,,,1610612764,35,37,2025-10-25T01:18:30Z,2300000,False,,,0,,C. Kispert REBOUND (Off:0 Def:3),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,,,,,,231.0,3.0,3.0,0.0,,,,,,,,,,,
233,PT08M36.00S,2025-10-25T01:18:33.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642273,26.757555847568987,87.5,1610612764,35,37,2025-10-25T01:18:40Z,2310000,False,-188.0,199.0,1,left,MISS K. George 27' running 3PT,[1642273],1610612764.0,WAS,running,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,27.34,Missed,,,,,,,,,,,,,,,
234,PT08M32.00S,2025-10-25T01:18:37.1Z,2,REGULAR,rebound,defensive,[],202691,,,1610612742,35,37,2025-10-25T01:18:40Z,2320000,False,,,0,,K. Thompson REBOUND (Off:0 Def:3),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,233.0,3.0,3.0,0.0,,,,,,,,,,,
235,PT08M23.00S,2025-10-25T01:18:45.8Z,2,REGULAR,3pt,Jump Shot,[],1642948,78.53153745072274,7.598039215686274,1610612742,35,37,2025-10-25T01:18:52Z,2330000,False,-212.0,149.0,1,right,MISS R. Nembhard 25' 3PT,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,25.93,Missed,,,,,,,,,,,,,,,
236,PT08M19.00S,2025-10-25T01:18:49.8Z,2,REGULAR,rebound,defensive,[],1641774,,,1610612764,35,37,2025-10-25T01:18:52Z,2340000,False,,,0,,T. Vukcevic REBOUND (Off:0 Def:2),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Left Center,,,,,,235.0,2.0,2.0,0.0,,,,,,,,,,,
237,PT08M14.00S,2025-10-25T01:18:55.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641715,7.046649145860711,50.98039215686274,1610612764,35,39,2025-10-25T01:18:59Z,2350000,False,-5.0,14.0,1,left,C. Whitmore running Layup (4 PTS),[1641715],1610612764.0,WAS,running,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,,,,1.45,Made,,,,,,,,4.0,,,,,,,
238,PT07M55.00S,2025-10-25T01:19:13.8Z,2,REGULAR,2pt,Jump Shot,[],203076,93.9060446780552,72.79411764705883,1610612742,35,39,2025-10-25T01:19:19Z,2360000,False,114.0,5.0,1,right,MISS A. Davis 11' floating Shot,[203076],1610612742.0,DAL,floating,,,Davis,A. Davis,,,,,Mid-Range,8-16 Right,,,,11.41,Missed,,,,,,,,,,,,,,,
239,PT07M51.00S,2025-10-25T01:19:17.8Z,2,REGULAR,rebound,defensive,[],1642273,,,1610612764,35,39,2025-10-25T01:19:19Z,2370000,False,,,0,,K. George REBOUND (Off:1 Def:1),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Mid-Range,8-16 Right,,,,,,238.0,2.0,1.0,1.0,,,,,,,,,,,
240,PT07M47.00S,2025-10-25T01:19:21.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630557,28.597240473061763,85.04901960784314,1610612764,35,39,2025-10-25T01:19:27Z,2380000,False,-175.0,216.0,1,left,MISS C. Kispert 27' running pullup 3PT,[1630557],1610612764.0,WAS,running pullup,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,,,,27.84,Missed,,,,,,,,,,,,,,,
241,PT07M44.00S,2025-10-25T01:19:24.3Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,35,39,2025-10-25T01:19:27Z,2390000,False,,,0,,P. Washington REBOUND (Off:0 Def:5),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,,,,240.0,5.0,5.0,0.0,,,,,,,,,,,
242,PT07M40.00S,2025-10-25T01:19:29.8Z,2,REGULAR,foul,personal,['2freethrow'],1642273,,,1610612742,35,39,2025-10-25T01:19:40Z,2400000,False,,,0,,K. George shooting personal FOUL (1 PF) (Davis 2 FT),"[1642273, 203076]",1610612764.0,WAS,shooting,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,204059.0,1.0,0.0,,Davis,203076.0,,,,,
244,PT07M40.00S,2025-10-25T01:20:04.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203076,,,1610612742,36,39,2025-10-25T01:20:04Z,2420000,False,,,0,,A. Davis Free Throw 1 of 2 (9 PTS),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,,,Made,,,,,,,,9.0,,,,,,,
245,PT07M40.00S,2025-10-25T01:20:04.7Z,2,REGULAR,substitution,out,[],1642948,,,1610612742,36,39,2025-10-25T01:20:23Z,2430000,False,,,0,,SUB out: R. Nembhard,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M40.00S,2025-10-25T01:20:04.7Z,2,REGULAR,substitution,out,[],1642843,,,1610612742,36,39,2025-10-25T01:20:23Z,2440000,False,,,0,,SUB out: C. Flagg,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M40.00S,2025-10-25T01:20:04.7Z,2,REGULAR,substitution,out,[],1641715,,,1610612742,36,39,2025-10-25T01:20:23Z,2450000,False,,,0,,SUB out: C. Whitmore,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M40.00S,2025-10-25T01:20:04.7Z,2,REGULAR,substitution,out,[],1642273,,,1610612742,36,39,2025-10-25T01:20:23Z,2460000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M40.00S,2025-10-25T01:20:04.7Z,2,REGULAR,substitution,in,[],1631108,,,1610612742,36,39,2025-10-25T01:20:23Z,2470000,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M40.00S,2025-10-25T01:20:04.7Z,2,REGULAR,substitution,in,[],1626156,,,1610612742,36,39,2025-10-25T01:20:23Z,2480000,False,,,0,,SUB in: D. Russell,[1626156],1610612742.0,DAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M40.00S,2025-10-25T01:20:04.7Z,2,REGULAR,substitution,in,[],1642860,,,1610612742,36,39,2025-10-25T01:20:23Z,2490000,False,,,0,,SUB in: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M40.00S,2025-10-25T01:20:04.7Z,2,REGULAR,substitution,in,[],203468,,,1610612742,36,39,2025-10-25T01:20:23Z,2500000,False,,,0,,SUB in: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M40.00S,2025-10-25T01:20:40.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203076,,,1610612742,37,39,2025-10-25T01:20:40Z,2510000,False,,,0,,A. Davis Free Throw 2 of 2 (10 PTS),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,,,Made,,,,,,,,10.0,,,,,,,
254,PT07M29.00S,2025-10-25T01:20:54.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,7.966491458607096,55.63725490196079,1610612764,37,41,2025-10-25T01:20:59Z,2520000,False,-28.0,22.0,1,left,C. Kispert driving Layup (2 PTS),[1630557],1610612764.0,WAS,driving,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,3.6,Made,,,,,,,,2.0,,,,,,,
255,PT07M14.00S,2025-10-25T01:21:11.8Z,2,REGULAR,turnover,out-of-bounds,[],203076,,,1610612742,37,41,2025-10-25T01:24:17Z,2530000,False,,,0,,A. Davis lost ball out-of-bounds TURNOVER (2 TO),[203076],1610612742.0,DAL,lost ball,,,Davis,A. Davis,,,,,Mid-Range,16-24 Center,2.0,,,,,,,,,1628485.0,,,,,,,,,,
256,PT07M04.00S,2025-10-25T01:21:29.7Z,2,REGULAR,turnover,lost ball,[],1641774,,,1610612764,37,41,2025-10-25T01:21:34Z,2540000,False,,,0,,T. Vukcevic lost ball TURNOVER (1 TO),"[1641774, 203076]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Mid-Range,16-24 Center,1.0,Davis,203076.0,,,,,,,,,,,,,,,,,
257,PT07M04.00S,2025-10-25T01:21:29.7Z,2,REGULAR,steal,,[],203076,,,1610612742,37,41,2025-10-25T01:21:31Z,2550000,False,,,0,,A. Davis STEAL (1 STL),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
258,PT07M01.00S,2025-10-25T01:21:33.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203076,92.9862023653088,48.529411764705884,1610612742,39,41,2025-10-25T01:21:39Z,2560000,False,-7.0,13.0,1,right,A. Davis running finger roll Layup (12 PTS) (D. Russell 3 AST),"[203076, 1626156]",1610612742.0,DAL,running finger roll,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,1.53,Made,,,,,,,,12.0,,,D. Russell,1626156.0,3.0,,
260,PT06M42.00S,2025-10-25T01:21:51.7Z,2,REGULAR,2pt,Jump Shot,[],1642848,14.191852825229962,29.465379901960787,1610612764,39,43,2025-10-25T01:22:01Z,2580000,False,103.0,81.0,1,left,T. Johnson 13' turnaround fadeaway Jump Shot (7 PTS),[1642848],1610612764.0,WAS,turnaround fadeaway,,,Johnson,T. Johnson,,,,,Mid-Range,8-16 Right,,,,13.07,Made,,,,,,,,7.0,,,,,,,
261,PT06M42.00S,2025-10-25T01:21:56.4Z,2,REGULAR,foul,personal,['1freethrow'],1629023,,,1610612764,39,43,2025-10-25T01:26:11Z,2590000,False,,,0,,P. Washington loose ball personal FOUL (2 PF) (Vukcevic 1 FT),"[1629023, 1641774]",1610612742.0,DAL,loose ball,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,204059.0,2.0,0.0,,Vukcevic,1641774.0,,,,,
264,PT06M42.00S,2025-10-25T01:23:02.4Z,2,REGULAR,freethrow,1 of 1,[],1641774,,,1610612764,39,43,2025-10-25T01:26:38Z,2620000,False,,,0,,MISS T. Vukcevic Free Throw 1 of 1,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
268,PT06M42.00S,2025-10-25T01:23:02.4Z,2,REGULAR,rebound,defensive,[],203076,,,1610612742,39,43,2025-10-25T01:23:22Z,2625000,False,,,0,,A. Davis REBOUND (Off:1 Def:3),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,,,,264.0,4.0,3.0,1.0,,,,,,,,,,,
265,PT06M30.00S,2025-10-25T01:23:14.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,92.85479632063075,49.50980392156863,1610612742,39,43,2025-10-25T01:36:27Z,2630000,False,-2.0,15.0,1,right,MISS D. Russell driving Layup - blocked,"[1626156, 1641774]",1610612742.0,DAL,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,1.49,Missed,,,,,,,,,,,,,,Vukcevic,1641774.0
266,PT06M30.00S,2025-10-25T01:23:14.2Z,2,REGULAR,block,,[],1641774,,,1610612742,39,43,2025-10-25T01:23:15Z,2640000,False,,,0,,T. Vukcevic BLOCK (1 BLK),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
267,PT06M26.00S,2025-10-25T01:23:18.2Z,2,REGULAR,rebound,defensive,[],1642860,,,1610612764,39,43,2025-10-25T01:23:25Z,2650000,False,,,0,,W. Riley REBOUND (Off:0 Def:1),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,,,,,,265.0,1.0,1.0,0.0,,,,,,,,,,,
