actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-03-24T01:42:47.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-24T01:42:47Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-03-24T01:42:51.2Z,1,REGULAR,jumpball,recovered,[],203110,,,1610612744,0,0,2026-03-24T01:42:51Z,40000,False,,,0,,Jump Ball K. Porziņģis vs. D. Gafford: Tip to D. Green,"[203110, 204001, 1629655]",1610612744.0,GSW,startperiod,D. Green,203110.0,Green,D. Green,Porziņģis,204001.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2026-03-24T01:43:01.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629001,81.42247043363994,58.08823529411765,1610612744,0,0,2026-03-24T01:43:12Z,70000,False,40.0,122.0,1,right,MISS D. Melton 12' floating Shot,[1629001],1610612744.0,GSW,floating,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Center,12.86,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2026-03-24T01:43:03.3Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,0,0,2026-03-24T01:43:07Z,80000,False,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M24.00S,2026-03-24T01:43:23.8Z,1,REGULAR,2pt,Jump Shot,[],1642843,11.777266754270697,31.862745098039213,1610612742,0,0,2026-03-24T01:43:28Z,90000,False,91.0,58.0,1,left,MISS C. Flagg 10' driving floating bank Shot,[1642843],1610612742.0,DAL,driving floating bank,,,Flagg,C. Flagg,,,,,Mid-Range,8-16 Right,10.78,Missed,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2026-03-24T01:43:26.8Z,1,REGULAR,rebound,defensive,[],204001,,,1610612744,0,0,2026-03-24T01:43:28Z,100000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:1),[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,8-16 Right,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M06.00S,2026-03-24T01:43:41.5Z,1,REGULAR,3pt,Jump Shot,[],203110,94.95729303547962,4.411764705882353,1610612744,0,0,2026-03-24T01:43:47Z,110000,False,-228.0,-5.0,1,right,MISS D. Green 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Left Corner 3,24+ Left,22.8,Missed,,,,,,,,,,,,,,,,,,
12,PT11M04.00S,2026-03-24T01:43:43.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,0,0,2026-03-24T01:43:47Z,120000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Left Corner 3,24+ Left,,,11.0,,,,,,,,,,,,,,,,,
14,PT10M42.00S,2026-03-24T01:44:10.5Z,1,REGULAR,turnover,lost ball,[],1630230,,,1610612742,0,0,2026-03-24T01:44:14Z,140000,False,,,0,,N. Marshall lost ball TURNOVER (1 TO),"[1630230, 1629001]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Melton,1629001.0,,,,,,,,,,,
15,PT10M42.00S,2026-03-24T01:44:10.5Z,1,REGULAR,steal,,[],1629001,,,1610612744,0,0,2026-03-24T01:44:12Z,150000,False,,,0,,D. Melton STEAL (1 STL),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
16,PT10M34.00S,2026-03-24T01:44:17.9Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",204001,64.86530880420499,52.20588235294118,1610612744,0,0,2026-03-24T01:45:01Z,160000,False,11.0,278.0,1,right,MISS K. Porziņģis 27' running 3PT,[204001],1610612744.0,GSW,running,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,27.8,Missed,,,,,,,,,,,,,,,,,,
17,PT10M31.00S,2026-03-24T01:44:20.9Z,1,REGULAR,rebound,defensive,[],1631108,,,1610612742,0,0,2026-03-24T01:44:22Z,170000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M17.00S,2026-03-24T01:44:34.9Z,1,REGULAR,3pt,Jump Shot,[],1630230,30.17411300919842,32.84313725490196,1610612742,3,0,2026-03-24T01:44:38Z,180000,False,86.0,231.0,1,left,N. Marshall 24' 3PT  (3 PTS) (C. Flagg 1 AST),"[1630230, 1642843]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,24.65,Made,,,,,,,,3.0,C. Flagg,1642843.0,1.0,,,,,,,
20,PT09M57.00S,2026-03-24T01:44:54.5Z,1,REGULAR,3pt,Jump Shot,[],1641764,95.0886990801577,96.56862745098039,1610612744,3,3,2026-03-24T01:44:59Z,200000,False,233.0,-6.0,1,right,B. Podziemski 3PT  (3 PTS) (M. Moody 1 AST),"[1641764, 1630541]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Right Corner 3,24+ Right,23.29,Made,,,,,,,,3.0,M. Moody,1630541.0,1.0,,,,,,,
22,PT09M46.00S,2026-03-24T01:45:05.8Z,1,REGULAR,3pt,Jump Shot,[],1629023,24.129434954007884,14.215686274509803,1610612742,3,3,2026-03-24T01:45:10Z,220000,False,179.0,174.0,1,left,MISS P. Washington 24' 3PT,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,24.98,Missed,,,,,,,,,,,,,,,,,,
23,PT09M43.00S,2026-03-24T01:45:08.8Z,1,REGULAR,rebound,defensive,[],204001,,,1610612744,3,3,2026-03-24T01:45:10Z,230000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:2),[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Right Center,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,,
24,PT09M39.00S,2026-03-24T01:45:13.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203110,92.9862023653088,49.26470588235294,1610612744,3,5,2026-03-24T01:45:17Z,240000,False,-4.0,13.0,1,right,D. Green running Layup (2 PTS),[203110],1610612744.0,GSW,running,,,Green,D. Green,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,,,,2.0,,,,,,,,,,
25,PT09M27.00S,2026-03-24T01:45:25.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642843,14.273981603153747,53.18627450980392,1610612742,3,5,2026-03-24T01:45:40Z,250000,False,-16.0,82.0,1,left,MISS C. Flagg 8' driving floating Shot - blocked,"[1642843, 1630541]",1610612742.0,DAL,driving floating,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),8-16 Center,8.32,Missed,,,,,,,,,,,,Moody,1630541.0,,,,,
26,PT09M27.00S,2026-03-24T01:45:25.9Z,1,REGULAR,block,,[],1630541,,,1610612742,3,5,2026-03-24T01:45:28Z,260000,False,,,0,,M. Moody BLOCK (1 BLK),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
