actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-11-15T01:40:34.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-15T01:40:34Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-11-15T01:40:36.5Z,1,REGULAR,jumpball,recovered,[],201935,,,1610612746,0,0,2025-11-15T01:40:36Z,40000,False,,,0,,Jump Ball I. Zubac vs. D. Gafford: Tip to J. Harden,"[201935, 1627826, 1629655]",1610612746.0,LAC,startperiod,J. Harden,201935.0,Harden,J. Harden,Zubac,1627826.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2025-11-15T01:40:47.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,93.42969776609723,46.33118872549019,1610612746,0,0,2025-11-15T01:40:54Z,70000,False,-18.0,9.0,1,right,MISS I. Zubac driving Layup - blocked,"[1627826, 1629655]",1610612746.0,LAC,driving,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,2.05,Missed,Gafford,1629655.0,,,,,,,,,,,,,,,,
8,PT11M45.00S,2025-11-15T01:40:47.8Z,1,REGULAR,block,,[],1629655,,,1610612746,0,0,2025-11-15T01:40:49Z,80000,False,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M43.00S,2025-11-15T01:40:49.8Z,1,REGULAR,rebound,defensive,[],1631108,,,1610612742,0,0,2025-11-15T01:40:51Z,90000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M37.00S,2025-11-15T01:40:55.9Z,1,REGULAR,3pt,Jump Shot,[],1630314,12.565703022339028,95.83333333333334,1610612742,0,0,2025-11-15T01:40:59Z,100000,False,-229.0,66.0,1,left,MISS B. Williams 3PT,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,Left Corner 3,24+ Left,23.84,Missed,,,,,,,,,,,,,,,,,,
11,PT11M35.00S,2025-11-15T01:40:57.9Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612746,0,0,2025-11-15T01:40:59Z,110000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,
12,PT11M27.00S,2025-11-15T01:41:06.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,93.64323258869908,53.18627450980392,1610612746,0,2,2025-11-15T01:41:33Z,120000,False,16.0,7.0,1,right,D. Jones Jr. cutting Layup (2 PTS) (J. Harden 1 AST),"[1627884, 201935]",1610612746.0,LAC,cutting,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,1.75,Made,,,,,,,2.0,J. Harden,201935.0,1.0,,,,,,,,
14,PT11M03.00S,2025-11-15T01:41:30.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642843,4.28712220762155,53.92156862745098,1610612742,2,2,2025-11-15T01:41:34Z,140000,False,-20.0,-12.0,1,left,C. Flagg driving Layup (2 PTS),[1642843],1610612742.0,DAL,driving,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,2.31,Made,,,,,,,2.0,,,,,,,,,,,
15,PT10M46.00S,2025-11-15T01:41:47.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,93.51182654402102,57.84313725490197,1610612746,2,4,2025-11-15T01:41:51Z,150000,False,39.0,8.0,1,right,J. Collins driving floating bank Jump Shot (2 PTS) (K. Dunn 1 AST),"[1628381, 1627739]",1610612746.0,LAC,driving floating bank,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,4.01,Made,,,,,,,2.0,K. Dunn,1627739.0,1.0,,,,,,,,
