actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-22T00:40:57.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-22T00:40:57Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-22T00:41:00.2Z,1,REGULAR,jumpball,recovered,[],1631108,,,1610612742,0,0,2026-03-22T00:41:00Z,40000,False,,,0,,Jump Ball D. Gafford vs. B. Lopez: Tip to M. Christie,"[1631108, 1629655, 201572]",1610612742.0,DAL,startperiod,M. Christie,1631108.0,Christie,M. Christie,Gafford,1629655.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M33.00S,2026-03-22T00:41:22.9Z,1,REGULAR,3pt,Jump Shot,[],1631108,35.955978975032856,41.260723039215684,1610612742,0,0,2026-03-22T00:41:38Z,70000,False,44.0,285.0,1,left,MISS M. Christie 28' pullup 3PT,[1631108],1610612742.0,DAL,pullup,,,Christie,M. Christie,,,,,Above the Break 3,24+ Center,28.88,Missed,,,,,,,,,,,,,,,,,,
8,PT11M30.00S,2026-03-22T00:41:25.9Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612746,0,0,2026-03-22T00:41:30Z,80000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M15.00S,2026-03-22T00:41:41.2Z,1,REGULAR,2pt,Jump Shot,[],1629636,84.7568988173456,30.300245098039213,1610612746,0,2,2026-03-22T00:41:48Z,90000,False,-98.0,91.0,1,right,D. Garland 13' driving bank Jump Shot (2 PTS),[1629636],1610612746.0,LAC,driving bank,,,Garland,D. Garland,,,,,Mid-Range,8-16 Left,13.4,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M04.00S,2026-03-22T00:41:51.8Z,1,REGULAR,turnover,lost ball,[],1631108,,,1610612742,0,2,2026-03-22T00:41:58Z,100000,False,,,0,,M. Christie lost ball TURNOVER (1 TO),"[1631108, 1629636]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,Garland,1629636.0,,,,,,,,,,
11,PT11M04.00S,2026-03-22T00:41:51.8Z,1,REGULAR,steal,,[],1629636,,,1610612746,0,2,2026-03-22T00:41:53Z,110000,False,,,0,,D. Garland STEAL (1 STL),[1629636],1610612746.0,LAC,,,,Garland,D. Garland,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
13,PT11M02.00S,2026-03-22T00:41:54.9Z,1,REGULAR,turnover,bad pass,[],201572,,,1610612746,0,2,2026-03-22T00:42:22Z,130000,False,,,0,,B. Lopez bad pass TURNOVER (1 TO),"[201572, 1630230]",1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Marshall,1630230.0,,,,,,,,,,
14,PT11M02.00S,2026-03-22T00:41:54.9Z,1,REGULAR,steal,,[],1630230,,,1610612742,0,2,2026-03-22T00:41:58Z,140000,False,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
15,PT10M57.00S,2026-03-22T00:41:59.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630230,13.66622864651774,49.22257965686275,1610612742,2,2,2026-03-22T00:42:12Z,150000,False,4.0,76.0,1,left,N. Marshall 7' floating Jump Shot (2 PTS),[1630230],1610612742.0,DAL,floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,7.61,Made,,,,,2.0,,,,,,,,,,,,,
16,PT10M37.00S,2026-03-22T00:42:18.8Z,1,REGULAR,3pt,Jump Shot,[],1628381,90.88370565045992,95.58823529411765,1610612746,2,2,2026-03-22T00:42:25Z,160000,False,228.0,33.0,1,right,MISS J. Collins 3PT,[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,23.03,Missed,,,,,,,,,,,,,,,,,,
17,PT10M35.00S,2026-03-22T00:42:20.8Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,2,2,2026-03-22T00:42:25Z,170000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M21.00S,2026-03-22T00:42:35.8Z,1,REGULAR,3pt,Jump Shot,[],1631108,17.559132720105126,95.09803921568627,1610612742,2,2,2026-03-22T00:42:41Z,180000,False,-225.0,113.0,1,left,MISS M. Christie 25' 3PT,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,25.2,Missed,,,,,,,,,,,,,,,,,,
19,PT10M18.00S,2026-03-22T00:42:38.8Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,2,2,2026-03-22T00:42:41Z,190000,False,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Left Center,,,18.0,1.0,0.0,1.0,,,,,,,,,,,,,,
20,PT10M15.00S,2026-03-22T00:42:41.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629023,16.245072273324574,3.9215686274509802,1610612742,2,2,2026-03-22T00:42:46Z,200000,False,230.0,100.0,1,left,MISS P. Washington 25' 3PT,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,25.12,Missed,,,,,,,,,,,,,,,,,,
21,PT10M12.00S,2026-03-22T00:42:44.9Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,2,2,2026-03-22T00:42:46Z,210000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M08.00S,2026-03-22T00:42:50.9Z,1,REGULAR,foul,personal,['2freethrow'],1631108,,,1610612746,2,2,2026-03-22T00:42:59Z,220000,False,,,0,,M. Christie shooting personal FOUL (1 PF) (Leonard 2 FT),"[1631108, 202695]",1610612742.0,DAL,shooting,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,200833.0,1.0,0.0,Leonard,202695.0,,,,,
24,PT10M08.00S,2026-03-22T00:43:22.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],202695,,,1610612746,2,3,2026-03-22T00:43:22Z,240000,False,,,0,,K. Leonard Free Throw 1 of 2 (1 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
25,PT10M08.00S,2026-03-22T00:43:40.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],202695,,,1610612746,2,4,2026-03-22T00:43:40Z,250000,False,,,0,,K. Leonard Free Throw 2 of 2 (2 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
26,PT09M45.00S,2026-03-22T00:44:04.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,16.113666228646515,56.61764705882353,1610612742,2,4,2026-03-22T00:44:10Z,260000,False,-33.0,99.0,1,left,MISS N. Marshall 10' driving floating Shot,[1630230],1610612742.0,DAL,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,10.44,Missed,,,,,,,,,,,,,,,,,,
