actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-23T00:43:25.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-23T00:43:25Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-01-23T00:43:28.7Z,1,REGULAR,jumpball,recovered,[],1642843,,,1610612742,0,0,2026-01-23T00:43:28Z,40000,False,,,0,,Jump Ball D. Powell vs. D. Green: Tip to C. Flagg,"[1642843, 203939, 203110]",1610612742.0,DAL,startperiod,C. Flagg,1642843.0,Flagg,C. Flagg,Powell,203939.0,Green,203110.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2026-01-23T00:43:44.8Z,1,REGULAR,3pt,Jump Shot,[],1631108,29.25427069645204,29.166666666666668,1610612742,0,0,2026-01-23T00:43:53Z,70000,False,104.0,222.0,1,left,MISS M. Christie 24' pullup 3PT,[1631108],1610612742.0,DAL,pullup,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,24.57,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2026-01-23T00:43:46.8Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,0,0,2026-01-23T00:43:48Z,80000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M22.00S,2026-01-23T00:44:02.7Z,1,REGULAR,3pt,Jump Shot,[],203110,76.95466491458606,87.99019607843137,1610612744,0,0,2026-01-23T00:44:08Z,90000,False,190.0,164.0,1,right,MISS D. Green 25' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,25.11,Missed,,,,,,,,,,,,,,,,,,
10,PT11M19.00S,2026-01-23T00:44:05.7Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,0,0,2026-01-23T00:44:08Z,100000,False,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Right Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M11.00S,2026-01-23T00:44:12.6Z,1,REGULAR,3pt,Jump Shot,[],1642843,22.683968462549277,85.04901960784314,1610612742,0,0,2026-01-23T00:44:40Z,110000,False,-175.0,161.0,1,left,MISS C. Flagg pullup 3PT,[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,Above the Break 3,24+ Left Center,23.77,Missed,,,,,,,,,,,,,,,,,,
12,PT11M09.00S,2026-01-23T00:44:14.6Z,1,REGULAR,rebound,defensive,[],1630541,,,1610612744,0,0,2026-01-23T00:44:16Z,120000,False,,,0,,M. Moody REBOUND (Off:0 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M06.00S,2026-01-23T00:44:19.0Z,1,REGULAR,2pt,Hook,"['fastbreak', 'pointsinthepaint']",203110,93.03547963206307,41.99601715686275,1610612744,0,0,2026-01-23T00:44:25Z,130000,False,-40.0,13.0,1,right,MISS D. Green Hook,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,4.21,Missed,,,,,,,,,,,,,,,,,,
14,PT11M04.00S,2026-01-23T00:44:21.0Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,0,0,2026-01-23T00:44:25Z,140000,False,,,0,,D. Powell REBOUND (Off:0 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,13.0,2.0,2.0,0.0,,,,,,,,,,,,,,
15,PT10M59.00S,2026-01-23T00:44:27.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642843,6.915243101182654,53.67647058823529,1610612742,2,0,2026-01-23T00:44:32Z,150000,False,-18.0,13.0,1,left,C. Flagg running Layup (2 PTS),[1642843],1610612742.0,DAL,running,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,2.22,Made,,,,,2.0,,,,,,,,,,,,,
16,PT10M59.00S,2026-01-23T00:44:30.2Z,1,REGULAR,foul,personal,['1freethrow'],201939,,,1610612742,2,0,2026-01-23T00:44:35Z,160000,False,,,0,,S. Curry shooting personal FOUL (1 PF) (Flagg 1 FT),"[201939, 1642843]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,,,204058.0,1.0,0.0,Flagg,1642843.0,,,,,,,,
18,PT10M59.00S,2026-01-23T00:44:57.0Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1642843,,,1610612742,2,0,2026-01-23T00:44:59Z,180000,False,,,0,,MISS C. Flagg Free Throw 1 of 1,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
19,PT10M57.00S,2026-01-23T00:44:59.0Z,1,REGULAR,rebound,defensive,[],1630611,,,1610612744,2,0,2026-01-23T00:44:59Z,190000,False,,,0,,G. Santos REBOUND (Off:0 Def:1),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M47.00S,2026-01-23T00:45:07.7Z,1,REGULAR,2pt,Jump Shot,[],201939,85.23324572930355,69.36274509803921,1610612744,2,0,2026-01-23T00:46:13Z,200000,False,97.0,86.0,1,right,MISS S. Curry 12' pullup Shot,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,12.97,Missed,,,,,,,,,,,,,,,,,,
21,PT10M43.00S,2026-01-23T00:45:11.7Z,1,REGULAR,rebound,defensive,[],1631108,,,1610612742,2,0,2026-01-23T00:45:13Z,210000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Mid-Range,8-16 Right,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M35.00S,2026-01-23T00:45:19.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,8.229303547963205,55.392156862745104,1610612742,2,0,2026-01-23T00:45:25Z,220000,False,-27.0,25.0,1,left,MISS N. Marshall driving floating Shot,[1630230],1610612742.0,DAL,driving floating,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,3.67,Missed,,,,,,,,,,,,,,,,,,
23,PT10M33.00S,2026-01-23T00:45:21.6Z,1,REGULAR,rebound,defensive,[],1630541,,,1610612744,2,0,2026-01-23T00:45:25Z,230000,False,,,0,,M. Moody REBOUND (Off:0 Def:2),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,,
24,PT10M25.00S,2026-01-23T00:45:30.0Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,2,0,2026-01-23T00:45:38Z,240000,False,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 1631108]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Christie,1631108.0,,,,,
25,PT10M25.00S,2026-01-23T00:45:30.0Z,1,REGULAR,steal,,[],1631108,,,1610612742,2,0,2026-01-23T00:45:31Z,250000,False,,,0,,M. Christie STEAL (1 STL),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
26,PT10M18.00S,2026-01-23T00:45:37.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630230,8.360709592641262,64.2156862745098,1610612742,4,0,2026-01-23T00:45:42Z,260000,False,-71.0,26.0,1,left,N. Marshall 7' turnaround Jump Shot (2 PTS),[1630230],1610612742.0,DAL,turnaround,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,7.57,Made,,,,,2.0,,,,,,,,,,,,,
27,PT10M03.00S,2026-01-23T00:45:51.2Z,1,REGULAR,3pt,Jump Shot,[],1630611,88.91261498028909,95.34313725490196,1610612744,4,0,2026-01-23T00:45:55Z,270000,False,227.0,52.0,1,right,MISS G. Santos 3PT,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Right Corner 3,24+ Right,23.25,Missed,,,,,,,,,,,,,,,,,,
28,PT10M02.00S,2026-01-23T00:45:52.2Z,1,REGULAR,rebound,defensive,[],1642843,,,1610612742,4,0,2026-01-23T00:45:55Z,280000,False,,,0,,C. Flagg REBOUND (Off:0 Def:1),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Right Corner 3,24+ Right,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M49.00S,2026-01-23T00:46:05.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642843,19.136005256241788,44.6078431372549,1610612742,6,0,2026-01-23T00:46:09Z,290000,False,27.0,127.0,1,left,C. Flagg 13' pullup Jump Shot (4 PTS),[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),8-16 Center,13.02,Made,,,,,4.0,,,,,,,,,,,,,
30,PT09M22.00S,2026-01-23T00:46:32.6Z,1,REGULAR,3pt,Jump Shot,[],1630611,84.1819973718791,95.83333333333334,1610612744,6,0,2026-01-23T00:46:36Z,300000,False,229.0,96.0,1,right,MISS G. Santos 24' 3PT,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Right Center,24.86,Missed,,,,,,,,,,,,,,,,,,
31,PT09M20.00S,2026-01-23T00:46:35.0Z,1,REGULAR,rebound,defensive,[],1642843,,,1610612742,6,0,2026-01-23T00:46:35Z,310000,False,,,0,,C. Flagg REBOUND (Off:0 Def:2),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Above the Break 3,24+ Right Center,,,30.0,2.0,2.0,0.0,,,,,,,,,,,,,,
32,PT09M11.00S,2026-01-23T00:46:44.6Z,1,REGULAR,3pt,Jump Shot,[],1628997,7.046649145860711,94.6078431372549,1610612742,6,0,2026-01-23T00:46:49Z,320000,False,-223.0,14.0,1,left,MISS C. Martin 3PT,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,22.34,Missed,,,,,,,,,,,,,,,,,,
33,PT09M09.00S,2026-01-23T00:46:46.6Z,1,REGULAR,rebound,defensive,[],1630611,,,1610612744,6,0,2026-01-23T00:46:49Z,330000,False,,,0,,G. Santos REBOUND (Off:0 Def:2),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Left Corner 3,24+ Left,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,,,
34,PT09M00.00S,2026-01-23T00:46:54.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203110,84.57621550591328,41.911764705882355,1610612744,6,0,2026-01-23T00:46:58Z,340000,False,-40.0,92.0,1,right,MISS D. Green 10' driving floating Shot,[203110],1610612744.0,GSW,driving floating,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,10.09,Missed,,,,,,,,,,,,,,,,,,
35,PT08M58.00S,2026-01-23T00:46:56.6Z,1,REGULAR,rebound,defensive,[],1642843,,,1610612742,6,0,2026-01-23T00:46:58Z,350000,False,,,0,,C. Flagg REBOUND (Off:0 Def:3),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),8-16 Center,,,34.0,3.0,3.0,0.0,,,,,,,,,,,,,,
36,PT08M43.00S,2026-01-23T00:47:11.7Z,1,REGULAR,3pt,Jump Shot,[],1642843,19.92444152431012,91.42156862745098,1610612742,6,0,2026-01-23T00:47:15Z,360000,False,-207.0,135.0,1,left,MISS C. Flagg 24' 3PT,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Above the Break 3,24+ Left Center,24.71,Missed,,,,,,,,,,,,,,,,,,
37,PT08M41.00S,2026-01-23T00:47:13.7Z,1,REGULAR,rebound,defensive,[],1630611,,,1610612744,6,0,2026-01-23T00:47:15Z,370000,False,,,0,,G. Santos REBOUND (Off:0 Def:3),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Left Center,,,36.0,3.0,3.0,0.0,,,,,,,,,,,,,,
38,PT08M34.00S,2026-01-23T00:47:21.2Z,1,REGULAR,3pt,Jump Shot,[],201939,68.80749014454665,68.13725490196079,1610612744,6,3,2026-01-23T00:47:25Z,380000,False,91.0,241.0,1,right,S. Curry 25' 3PT  (3 PTS) (B. Podziemski 1 AST),"[201939, 1641764]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,25.72,Made,,,,,3.0,,,,,,,,,B. Podziemski,1641764.0,1.0,,
40,PT08M11.00S,2026-01-23T00:47:44.3Z,1,REGULAR,turnover,bad pass,[],1630230,,,1610612742,6,3,2026-01-23T00:47:52Z,400000,False,,,0,,N. Marshall bad pass TURNOVER (1 TO),"[1630230, 203110]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1.0,Green,203110.0,,,,,
41,PT08M11.00S,2026-01-23T00:47:44.3Z,1,REGULAR,steal,,[],203110,,,1610612744,6,3,2026-01-23T00:47:46Z,410000,False,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
42,PT08M07.00S,2026-01-23T00:47:48.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641764,92.19776609724047,49.50980392156863,1610612744,6,3,2026-01-23T00:47:57Z,420000,False,-2.0,21.0,1,right,MISS B. Podziemski running DUNK - blocked,"[1641764, 1628997]",1610612744.0,GSW,running,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,2.09,Missed,,,,,,,,,,,,,,,,,Martin,1628997.0
43,PT08M07.00S,2026-01-23T00:47:48.5Z,1,REGULAR,block,,[],1628997,,,1610612744,6,3,2026-01-23T00:47:50Z,430000,False,,,0,,C. Martin BLOCK (1 BLK),[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT08M06.00S,2026-01-23T00:47:49.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,6,3,2026-01-23T00:47:57Z,440000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Restricted Area,0-8 Center,,,42.0,,,,,,,,,,,,,,,,,
