actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-04-04T00:40:18.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-04T00:40:18Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-04-04T00:40:20.0Z,1,REGULAR,jumpball,recovered,[],1631094,,,1610612753,0,0,2026-04-04T00:40:20Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. D. Gafford: Tip to P. Banchero,"[1631094, 1628976, 1629655]",1610612753.0,ORL,startperiod,P. Banchero,1631094.0,Banchero,P. Banchero,Carter Jr.,1628976.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2026-04-04T00:40:35.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628976,5.338370565045992,53.431372549019606,1610612753,0,2,2026-04-04T00:40:56Z,70000,False,-17.0,-2.0,1,left,W. Carter Jr. turnaround bank Hook (2 PTS) (P. Banchero 1 AST),"[1628976, 1631094]",1610612753.0,ORL,turnaround bank,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1.74,Made,2.0,P. Banchero,1631094.0,1.0,,,,,,,,,,,,,,
9,PT11M19.00S,2026-04-04T00:40:57.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,82.9993429697766,59.80392156862745,1610612742,0,2,2026-04-04T00:41:17Z,90000,False,49.0,107.0,1,right,MISS N. Marshall 11' driving floating Shot,[1630230],1610612742.0,DAL,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,11.8,Missed,,,,,,,,,,,,,,,,,,
10,PT11M16.00S,2026-04-04T00:41:00.2Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,0,2,2026-04-04T00:41:07Z,100000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M10.00S,2026-04-04T00:41:07.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631094,6.652431011826544,48.77450980392157,1610612753,0,2,2026-04-04T00:41:13Z,110000,False,6.0,10.0,1,left,MISS P. Banchero running Layup,[1631094],1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.17,Missed,,,,,,,,,,,,,,,,,,
12,PT11M07.00S,2026-04-04T00:41:10.2Z,1,REGULAR,rebound,defensive,[],1642948,,,1610612742,0,2,2026-04-04T00:41:13Z,120000,False,,,0,,R. Nembhard REBOUND (Off:0 Def:1),[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M02.00S,2026-04-04T00:41:14.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631108,70.64717477003943,20.098039215686274,1610612742,3,2,2026-04-04T00:41:19Z,130000,False,-150.0,223.0,1,right,M. Christie 26' 3PT running (3 PTS) (R. Nembhard 1 AST),"[1631108, 1642948]",1610612742.0,DAL,running,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,26.88,Made,3.0,R. Nembhard,1642948.0,1.0,,,,,,,,,,,,,,
15,PT10M47.00S,2026-04-04T00:41:29.4Z,1,REGULAR,2pt,Jump Shot,[],1630591,16.113666228646515,29.901960784313726,1610612753,3,4,2026-04-04T00:41:34Z,150000,False,100.0,99.0,1,left,J. Suggs 14' driving floating bank Jump Shot (2 PTS) (P. Banchero 2 AST),"[1630591, 1631094]",1610612753.0,ORL,driving floating bank,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Right,14.11,Made,2.0,P. Banchero,1631094.0,2.0,,,,,,,,,,,,,,
17,PT10M29.00S,2026-04-04T00:41:47.5Z,1,REGULAR,3pt,Jump Shot,[],1642948,67.62483574244416,70.83333333333334,1610612742,3,4,2026-04-04T00:41:53Z,170000,False,104.0,252.0,1,right,MISS R. Nembhard 27' pullup 3PT,[1642948],1610612742.0,DAL,pullup,,,Nembhard,R. Nembhard,,,,,Above the Break 3,24+ Right Center,27.25,Missed,,,,,,,,,,,,,,,,,,
