actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-10-26T23:42:02.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-10-26T23:42:02Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-10-26T23:42:04.8Z,1,REGULAR,jumpball,recovered,[],1627742,,,1610612761,0,0,2025-10-26T23:42:04Z,40000,False,,,0,,Jump Ball J. Poeltl vs. D. Lively II: Tip to B. Ingram,"[1627742, 1627751, 1641726]",1610612761.0,TOR,startperiod,B. Ingram,1627742.0,Ingram,B. Ingram,Poeltl,1627751.0,Lively II,1641726.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-10-26T23:42:17.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,93.38042049934296,51.225490196078425,1610612761,0,2,2025-10-26T23:42:22Z,70000,False,6.0,10.0,1,right,J. Poeltl Layup (2 PTS) (S. Barnes 1 AST),"[1627751, 1630567]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.15,Made,2.0,S. Barnes,1630567.0,1.0,,,,,,,,,,,,,,
9,PT11M30.00S,2025-10-26T23:42:30.7Z,1,REGULAR,turnover,bad pass,[],1641726,,,1610612742,0,2,2025-10-26T23:42:34Z,90000,False,,,0,,D. Lively II bad pass TURNOVER (1 TO),"[1641726, 1627751]",1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Poeltl,1627751.0,,,,,,,,,,,
10,PT11M30.00S,2025-10-26T23:42:30.7Z,1,REGULAR,steal,,[],1627751,,,1610612761,0,2,2025-10-26T23:51:03Z,100000,False,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M27.00S,2025-10-26T23:42:34.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630193,95.22010512483574,49.26470588235294,1610612761,0,4,2025-10-26T23:42:40Z,110000,False,-4.0,-8.0,1,right,I. Quickley running Layup (2 PTS),[1630193],1610612761.0,TOR,running,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,0.85,Made,2.0,,,,,,,,,,,,,,,,,
12,PT11M16.00S,2025-10-26T23:42:44.7Z,1,REGULAR,3pt,Jump Shot,[],202691,22.683968462549277,10.53921568627451,1610612742,3,4,2025-10-26T23:42:49Z,120000,False,197.0,161.0,1,left,K. Thompson 25' 3PT  (3 PTS) (D. Lively II 1 AST),"[202691, 1641726]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.45,Made,3.0,D. Lively II,1641726.0,1.0,,,,,,,,,,,,,,
14,PT11M03.00S,2025-10-26T23:42:58.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627742,91.27792378449409,45.09803921568628,1610612761,3,4,2025-10-26T23:43:03Z,140000,False,-25.0,29.0,1,right,MISS B. Ingram driving DUNK - blocked,"[1627742, 1641726]",1610612761.0,TOR,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,3.83,Missed,,,,,,,,Lively II,1641726.0,,,,,,,,,
15,PT11M03.00S,2025-10-26T23:42:58.0Z,1,REGULAR,block,,[],1641726,,,1610612761,3,4,2025-10-26T23:43:00Z,150000,False,,,0,,D. Lively II BLOCK (1 BLK),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
16,PT11M01.00S,2025-10-26T23:43:00.0Z,1,REGULAR,rebound,defensive,[],202691,,,1610612742,3,4,2025-10-26T23:43:03Z,160000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,
