actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT11M09.00S,2025-12-07T01:44:34.7Z,1,REGULAR,3pt,Jump Shot,[],1642843,26.62614980289093,79.65686274509804,1610612742,3,2,2025-12-07T01:44:39Z,160000,False,-148.0,198.0,1,left,C. Flagg 24' 3PT  (3 PTS) (R. Nembhard 1 AST),"[1642843, 1642948]",1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Above the Break 3,24+ Left Center,24.72,Made,,,,,,,3.0,R. Nembhard,1642948.0,1.0,,,,,,,,
18,PT10M50.00S,2025-12-07T01:44:53.7Z,1,REGULAR,3pt,Jump Shot,[],201142,73.80091984231275,16.666666666666664,1610612745,3,2,2025-12-07T01:45:00Z,180000,False,-167.0,194.0,1,right,MISS K. Durant 25' pullup 3PT,[201142],1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,25.56,Missed,,,,,,,,,,,,,,,,,,
19,PT10M48.00S,2025-12-07T01:44:55.7Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,3,2,2025-12-07T01:45:39Z,190000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M45.00S,2025-12-07T01:45:01.2Z,1,REGULAR,turnover,lost ball,[],1629023,,,1610612742,3,2,2025-12-07T01:45:44Z,210000,False,,,0,,P. Washington lost ball TURNOVER (1 TO),"[1629023, 1629006]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Okogie,1629006.0,,,,,
22,PT10M45.00S,2025-12-07T01:45:01.2Z,1,REGULAR,steal,,[],1629006,,,1610612745,3,2,2025-12-07T01:45:03Z,220000,False,,,0,,J. Okogie STEAL (1 STL),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M44.00S,2025-12-07T01:45:03.8Z,1,REGULAR,turnover,lost ball,[],1629006,,,1610612745,3,2,2025-12-07T01:46:02Z,230000,False,,,0,,J. Okogie lost ball TURNOVER (1 TO),"[1629006, 1629023]",1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,Washington,1629023.0,,,,,
24,PT10M44.00S,2025-12-07T01:45:03.8Z,1,REGULAR,steal,,[],1629023,,,1610612742,3,2,2025-12-07T01:45:05Z,240000,False,,,0,,P. Washington STEAL (1 STL),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
25,PT10M26.00S,2025-12-07T01:45:18.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642843,7.046649145860711,55.392156862745104,1610612742,3,2,2025-12-07T01:48:01Z,250000,False,-27.0,14.0,1,left,MISS C. Flagg driving Layup,[1642843],1610612742.0,DAL,driving,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,3.03,Missed,,,,,,,,,,,,,,,,,,
26,PT10M20.00S,2025-12-07T01:45:24.1Z,1,REGULAR,rebound,offensive,[],203076,,,1610612742,3,2,2025-12-07T01:45:24Z,260000,False,,,0,,A. Davis REBOUND (Off:1 Def:0),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,25.0,1.0,0.0,1.0,,,,,,,,,,,,,,
27,PT10M20.00S,2025-12-07T01:45:24.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203076,5.590000152587891,50.0,1610612742,5,2,2025-12-07T01:45:29Z,270000,False,0.0,0.0,1,left,A. Davis putback Layup (2 PTS),[203076],1610612742.0,DAL,putback,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,2.0,,,,,,,,,,,
28,PT10M08.00S,2025-12-07T01:45:36.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201142,90.75229960578186,52.450980392156865,1610612745,5,2,2025-12-07T01:48:44Z,280000,False,12.0,34.0,1,right,MISS K. Durant driving Hook,[201142],1610612745.0,HOU,driving,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,3.65,Missed,,,,,,,,,,,,,,,,,,
29,PT10M06.00S,2025-12-07T01:45:38.6Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,5,2,2025-12-07T01:45:38Z,290000,False,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,28.0,2.0,2.0,0.0,,,,,,,,,,,,,,
30,PT10M01.00S,2025-12-07T01:45:42.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630230,7.178055190538765,47.794117647058826,1610612742,7,2,2025-12-07T01:45:49Z,300000,False,11.0,15.0,1,left,N. Marshall running DUNK (2 PTS) (R. Nembhard 2 AST),"[1630230, 1642948]",1610612742.0,DAL,running,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,,,2.0,R. Nembhard,1642948.0,2.0,,,,,,,,
32,PT09M40.00S,2025-12-07T01:46:04.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,86.94152431011827,51.225490196078425,1610612745,7,2,2025-12-07T01:46:14Z,320000,False,6.0,70.0,1,right,MISS A. Thompson 7' driving floating Shot,[1641708],1610612745.0,HOU,driving floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,7.05,Missed,,,,,,,,,,,,,,,,,,
33,PT09M37.00S,2025-12-07T01:46:07.1Z,1,REGULAR,rebound,defensive,[],203076,,,1610612742,7,2,2025-12-07T01:46:14Z,330000,False,,,0,,A. Davis REBOUND (Off:1 Def:1),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,32.0,2.0,1.0,1.0,,,,,,,,,,,,,,
34,PT09M31.00S,2025-12-07T01:46:13.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642948,6.783837056504599,46.32352941176471,1610612742,9,2,2025-12-07T04:28:22Z,340000,False,18.0,11.0,1,left,R. Nembhard driving finger roll Layup (2 PTS),[1642948],1610612742.0,DAL,driving finger roll,,,Nembhard,R. Nembhard,,,,,Restricted Area,0-8 Center,2.16,Made,,,,,,,2.0,,,,,,,,,,,
35,PT09M14.00S,2025-12-07T01:46:29.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,80.50262812089356,40.19607843137255,1610612745,9,4,2025-12-07T01:46:33Z,350000,False,-49.0,131.0,1,right,K. Durant 13' pullup Jump Shot (2 PTS),[201142],1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,13.97,Made,,,,,,,2.0,,,,,,,,,,,
36,PT08M59.00S,2025-12-07T01:46:44.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642948,19.316688567674113,43.95680147058824,1610612742,11,4,2025-12-07T01:46:54Z,360000,False,30.0,129.0,1,left,R. Nembhard 13' pullup Jump Shot (4 PTS),[1642948],1610612742.0,DAL,pullup,,,Nembhard,R. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,13.26,Made,,,,,,,4.0,,,,,,,,,,,
37,PT08M36.00S,2025-12-07T01:47:08.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201142,93.24901445466492,51.225490196078425,1610612745,11,6,2025-12-07T01:47:15Z,370000,False,6.0,11.0,1,right,K. Durant driving finger roll Layup (4 PTS),[201142],1610612745.0,HOU,driving finger roll,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,1.26,Made,,,,,,,4.0,,,,,,,,,,,
38,PT08M28.00S,2025-12-07T01:47:16.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,9.543363994743759,51.225490196078425,1610612742,13,6,2025-12-07T01:47:23Z,380000,False,-6.0,37.0,1,left,A. Davis turnaround Jump Shot (4 PTS) (R. Nembhard 3 AST),"[203076, 1642948]",1610612742.0,DAL,turnaround,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,3.77,Made,,,,,,,4.0,R. Nembhard,1642948.0,3.0,,,,,,,,
40,PT08M08.00S,2025-12-07T01:47:36.0Z,1,REGULAR,3pt,Jump Shot,[],1641708,70.38436268068331,69.85294117647058,1610612745,13,6,2025-12-07T04:27:58Z,400000,False,99.0,226.0,1,right,MISS A. Thompson 24' pullup 3PT,[1641708],1610612745.0,HOU,pullup,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,24.68,Missed,,,,,,,,,,,,,,,,,,
41,PT08M06.00S,2025-12-07T01:47:38.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,13,6,2025-12-07T01:47:42Z,410000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,40.0,,,,,,,,,,,,,,,,,
43,PT07M59.00S,2025-12-07T01:48:06.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203991,87.86136662286465,52.69607843137255,1610612745,13,6,2025-12-07T01:48:10Z,430000,False,13.0,62.0,1,right,MISS C. Capela 6' turnaround Hook,[203991],1610612745.0,HOU,turnaround,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,,,,,,,,,,,,,,,,,,
44,PT07M56.00S,2025-12-07T01:48:09.4Z,1,REGULAR,rebound,defensive,[],203076,,,1610612742,13,6,2025-12-07T01:48:10Z,440000,False,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,43.0,3.0,2.0,1.0,,,,,,,,,,,,,,
45,PT07M50.00S,2025-12-07T01:48:15.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642843,16.770696452036795,44.11764705882353,1610612742,15,6,2025-12-07T01:53:36Z,450000,False,29.0,105.0,1,left,C. Flagg 10' fadeaway Jump Shot (5 PTS) (A. Davis 1 AST),"[1642843, 203076]",1610612742.0,DAL,fadeaway,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),8-16 Center,10.91,Made,,,,,,,5.0,A. Davis,203076.0,1.0,,,,,,,,
47,PT07M33.00S,2025-12-07T01:48:31.5Z,1,REGULAR,3pt,Jump Shot,[],1631095,93.38042049934296,96.32352941176471,1610612745,15,6,2025-12-07T01:48:39Z,470000,False,232.0,10.0,1,right,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,23.18,Missed,,,,,,,,,,,,,,,,,,
48,PT07M27.00S,2025-12-07T01:48:37.5Z,1,REGULAR,rebound,offensive,[],1629006,,,1610612745,15,6,2025-12-07T01:48:39Z,480000,False,,,0,,J. Okogie REBOUND (Off:1 Def:0),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Right Corner 3,24+ Right,,,47.0,1.0,0.0,1.0,,,,,,,,,,,,,,
49,PT07M27.00S,2025-12-07T01:48:37.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629006,94.40999984741211,50.0,1610612745,15,8,2025-12-07T01:54:47Z,490000,False,0.0,0.0,1,right,J. Okogie tip Layup (2 PTS),[1629006],1610612745.0,HOU,tip,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,2.0,,,,,,,,,,,
50,PT07M20.00S,2025-12-07T01:48:44.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,8.804204993429698,60.25199142156863,1610612742,17,8,2025-12-07T01:48:50Z,500000,False,-51.0,30.0,1,left,A. Davis driving floating bank Jump Shot (6 PTS) (R. Nembhard 4 AST),"[203076, 1642948]",1610612742.0,DAL,driving floating bank,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,5.96,Made,,,,,,,6.0,R. Nembhard,1642948.0,4.0,,,,,,,,
52,PT07M10.00S,2025-12-07T01:48:54.5Z,1,REGULAR,3pt,Jump Shot,[],1631095,75.1149802890933,85.04901960784314,1610612745,17,8,2025-12-07T01:49:00Z,520000,False,175.0,181.0,1,right,MISS J. Smith Jr. 25' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
53,PT07M06.00S,2025-12-07T01:48:58.3Z,1,REGULAR,rebound,offensive,[],1629006,,,1610612745,17,8,2025-12-07T01:48:58Z,530000,False,,,0,,J. Okogie REBOUND (Off:2 Def:0),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,,,52.0,2.0,0.0,2.0,,,,,,,,,,,,,,
56,PT06M54.00S,2025-12-07T01:49:12.9Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612745,17,8,2025-12-07T01:49:25Z,560000,False,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
57,PT06M54.00S,2025-12-07T01:49:20.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,17,8,2025-12-07T01:49:20Z,570000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M54.00S,2025-12-07T01:49:27.8Z,1,REGULAR,substitution,out,[],1629023,,,1610612742,17,8,2025-12-07T01:52:04Z,580000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M54.00S,2025-12-07T01:49:27.8Z,1,REGULAR,substitution,out,[],1629006,,,1610612742,17,8,2025-12-07T01:52:04Z,590000,False,,,0,,SUB out: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M54.00S,2025-12-07T01:49:27.8Z,1,REGULAR,substitution,in,[],1631108,,,1610612742,17,8,2025-12-07T01:52:04Z,600000,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M54.00S,2025-12-07T01:49:27.8Z,1,REGULAR,substitution,in,[],1628988,,,1610612742,17,8,2025-12-07T01:52:04Z,610000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M43.00S,2025-12-07T01:52:24.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203076,8.327858081471746,52.205882352941174,1610612742,19,8,2025-12-07T01:56:42Z,620000,False,-11.0,26.0,1,left,A. Davis cutting Layup (8 PTS) (R. Nembhard 5 AST),"[203076, 1642948]",1610612742.0,DAL,cutting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.8,Made,,,,,,,8.0,R. Nembhard,1642948.0,5.0,,,,,,,,
64,PT06M29.00S,2025-12-07T01:52:37.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,84.05059132720105,35.78431372549019,1610612745,19,10,2025-12-07T01:53:01Z,640000,False,-71.0,97.0,1,right,K. Durant 12' step back Jump Shot (6 PTS),[201142],1610612745.0,HOU,step back,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Left,12.06,Made,,,,,,,6.0,,,,,,,,,,,
65,PT06M07.00S,2025-12-07T01:53:00.3Z,1,REGULAR,3pt,Jump Shot,[],203076,26.49474375821288,83.08823529411765,1610612742,19,10,2025-12-07T01:53:04Z,650000,False,-165.0,197.0,1,left,MISS A. Davis 25' 3PT,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,25.69,Missed,,,,,,,,,,,,,,,,,,
66,PT06M04.00S,2025-12-07T01:53:03.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,19,10,2025-12-07T01:53:04Z,660000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Left Center,,,65.0,,,,,,,,,,,,,,,,,
68,PT06M04.00S,2025-12-07T01:53:05.3Z,1,REGULAR,substitution,out,[],1641708,,,1610612745,19,10,2025-12-07T01:53:11Z,680000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M04.00S,2025-12-07T01:53:05.3Z,1,REGULAR,substitution,in,[],1642263,,,1610612745,19,10,2025-12-07T01:53:11Z,690000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M48.00S,2025-12-07T01:53:29.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,83.52496714848883,60.29411764705882,1610612745,19,12,2025-12-07T01:57:35Z,700000,False,51.0,102.0,1,right,K. Durant 11' fadeaway Jump Shot (8 PTS),[201142],1610612745.0,HOU,fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,11.46,Made,,,,,,,8.0,,,,,,,,,,,
71,PT05M30.00S,2025-12-07T01:53:48.9Z,1,REGULAR,3pt,Jump Shot,[],1630230,4.5499342969776615,94.85294117647058,1610612742,19,12,2025-12-07T01:53:53Z,710000,False,-224.0,-10.0,1,left,MISS N. Marshall 3PT,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Left Corner 3,24+ Left,22.45,Missed,,,,,,,,,,,,,,,,,,
72,PT05M26.00S,2025-12-07T01:53:52.9Z,1,REGULAR,rebound,defensive,[],1642263,,,1610612745,19,12,2025-12-07T01:53:53Z,720000,False,,,0,,R. Sheppard REBOUND (Off:0 Def:1),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Left Corner 3,24+ Left,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,,
73,PT05M21.00S,2025-12-07T01:53:57.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628988,73.66951379763469,83.57843137254902,1610612745,19,15,2025-12-07T02:01:00Z,730000,False,168.0,195.0,1,right,A. Holiday 25' 3PT running pullup (3 PTS) (R. Sheppard 1 AST),"[1628988, 1642263]",1610612745.0,HOU,running pullup,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,25.73,Made,,,,,,,3.0,R. Sheppard,1642263.0,1.0,,,,,,,,
78,PT05M15.00S,2025-12-07T01:54:16.3Z,1,REGULAR,foul,personal,[],203991,,,1610612742,19,15,2025-12-07T01:58:52Z,750000,False,,,0,,C. Capela personal FOUL (1 PF),"[203991, 203076]",1610612745.0,HOU,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1148.0,1.0,0.0,Davis,203076.0
76,PT05M15.00S,2025-12-07T01:54:23.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,19,15,2025-12-07T01:56:36Z,760000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M15.00S,2025-12-07T01:56:58.0Z,1,REGULAR,substitution,out,[],203076,,,1610612742,19,15,2025-12-07T01:57:12Z,800000,False,,,0,,SUB out: A. Davis,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M15.00S,2025-12-07T01:56:58.0Z,1,REGULAR,substitution,out,[],1642948,,,1610612742,19,15,2025-12-07T01:57:12Z,810000,False,,,0,,SUB out: R. Nembhard,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M15.00S,2025-12-07T01:56:58.0Z,1,REGULAR,substitution,out,[],1631095,,,1610612742,19,15,2025-12-07T01:57:12Z,820000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M15.00S,2025-12-07T01:56:58.0Z,1,REGULAR,substitution,in,[],203939,,,1610612742,19,15,2025-12-07T01:57:12Z,830000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M15.00S,2025-12-07T01:56:58.0Z,1,REGULAR,substitution,in,[],1630314,,,1610612742,19,15,2025-12-07T01:57:12Z,840000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M15.00S,2025-12-07T01:56:58.0Z,1,REGULAR,substitution,in,[],1630256,,,1610612742,19,15,2025-12-07T01:57:12Z,850000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M08.00S,2025-12-07T01:57:26.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630314,9.806176084099869,45.34313725490196,1610612742,19,15,2025-12-07T01:57:31Z,860000,False,23.0,40.0,1,left,MISS B. Williams driving Layup,[1630314],1610612742.0,DAL,driving,,,Williams,B. Williams,,,,,In The Paint (Non-RA),0-8 Center,4.6,Missed,,,,,,,,,,,,,,,,,,
87,PT05M05.00S,2025-12-07T01:57:29.1Z,1,REGULAR,rebound,defensive,[],203991,,,1610612745,19,15,2025-12-07T01:57:31Z,870000,False,,,0,,C. Capela REBOUND (Off:2 Def:1),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,86.0,3.0,1.0,2.0,,,,,,,,,,,,,,
