actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-22T01:40:35.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-22T01:40:35Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M51.00S,2025-11-22T01:40:43.1Z,1,REGULAR,jumpball,recovered,[],1642847,,,1610612740,0,0,2025-11-22T01:40:43Z,40000,False,,,0,,Jump Ball D. Queen vs. D. Gafford: Tip to J. Fears,"[1642847, 1642852, 1629655]",1610612740.0,NOP,startperiod,J. Fears,1642847.0,Fears,J. Fears,Queen,1642852.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-11-22T01:40:50.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,92.9862023653088,46.32352941176471,1610612740,0,2,2025-11-22T01:40:55Z,70000,False,-18.0,13.0,1,right,H. Jones cutting Layup (2 PTS) (D. Queen 1 AST),"[1630529, 1642852]",1610612740.0,NOP,cutting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,2.28,Made,2.0,D. Queen,1642852.0,1.0,,,,,,,,,,,,,,
9,PT11M25.00S,2025-11-22T01:41:09.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642843,7.178055190538765,58.08823529411765,1610612742,2,2,2025-11-22T01:41:13Z,90000,False,-40.0,15.0,1,left,C. Flagg driving finger roll Layup (2 PTS),[1642843],1610612742.0,DAL,driving finger roll,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),0-8 Center,4.31,Made,2.0,,,,,,,,,,,,,,,,,
10,PT11M13.00S,2025-11-22T01:41:21.5Z,1,REGULAR,3pt,Jump Shot,[],1630529,80.50262812089356,6.127450980392156,1610612740,2,2,2025-11-22T01:41:25Z,100000,False,-219.0,131.0,1,right,MISS H. Jones 25' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,25.54,Missed,,,,,,,,,,,,,,,,,,
11,PT11M11.00S,2025-11-22T01:41:23.5Z,1,REGULAR,rebound,defensive,[],1631108,,,1610612742,2,2,2025-11-22T01:41:25Z,110000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
12,PT10M57.00S,2025-11-22T01:41:37.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642843,11.251642575558476,45.83333333333333,1610612742,2,2,2025-11-22T01:41:43Z,120000,False,21.0,53.0,1,left,MISS C. Flagg turnaround Hook,[1642843],1610612742.0,DAL,turnaround,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),0-8 Center,5.72,Missed,,,,,,,,,,,,,,,,,,
13,PT10M54.00S,2025-11-22T01:41:40.5Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,2,2,2025-11-22T01:41:43Z,130000,False,,,0,,D. Queen REBOUND (Off:0 Def:1),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
14,PT10M50.00S,2025-11-22T01:41:47.8Z,1,REGULAR,turnover,out-of-bounds,[],1642852,,,1610612740,2,2,2025-11-22T01:41:53Z,140000,False,,,0,,D. Queen bad pass out-of-bounds TURNOVER (1 TO),[1642852],1610612740.0,NOP,bad pass,,,Queen,D. Queen,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1662.0,1.0,,,,,,,,
15,PT10M27.00S,2025-11-22T01:42:14.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642843,35.03613666228647,39.950980392156865,1610612742,2,2,2025-11-22T01:42:18Z,150000,False,50.0,277.0,1,left,MISS C. Flagg 28' 3PT,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Above the Break 3,24+ Center,28.13,Missed,,,,,,,,,,,,,,,,,,
