actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-04-13T00:40:50.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-13T00:40:50Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-04-13T00:40:52.8Z,1,REGULAR,jumpball,recovered,[],1629012,,,1610612741,0,0,2026-04-13T00:40:52Z,40000,False,,,0,,Jump Ball L. Olbrich vs. D. Powell: Tip to C. Sexton,"[1629012, 1642950, 203939]",1610612741.0,CHI,startperiod,C. Sexton,1629012.0,Sexton,C. Sexton,Olbrich,1642950.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M54.00S,2026-04-13T00:40:56.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631159,92.72339027595268,50.73529411764706,1610612741,0,2,2026-04-13T00:41:00Z,70000,False,4.0,16.0,1,right,L. Miller driving DUNK (2 PTS) (C. Sexton 1 AST),"[1631159, 1629012]",1610612741.0,CHI,driving,,,Miller,L. Miller,,,,,Restricted Area,0-8 Center,1.63,Made,2.0,C. Sexton,1629012.0,1.0,,,,,,,,,,,,,,
9,PT11M37.00S,2026-04-13T00:41:12.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203939,6.389618922470433,51.9607843137255,1610612742,2,2,2026-04-13T00:49:31Z,90000,False,-10.0,8.0,1,left,D. Powell driving Hook (2 PTS) (K. Middleton 1 AST),"[203939, 203114]",1610612742.0,DAL,driving,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,1.24,Made,2.0,K. Middleton,203114.0,1.0,,,,,,,,,,,,,,
11,PT11M22.00S,2026-04-13T00:41:27.1Z,1,REGULAR,3pt,Jump Shot,[],1630172,69.72733245729303,71.07843137254902,1610612741,2,2,2026-04-13T00:41:30Z,110000,False,105.0,232.0,1,right,MISS P. Williams 25' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,25.49,Missed,,,,,,,,,,,,,,,,,,
12,PT11M19.00S,2026-04-13T00:41:30.1Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,2,2,2026-04-13T00:41:30Z,120000,False,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Right Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M12.00S,2026-04-13T00:41:37.6Z,1,REGULAR,2pt,Jump Shot,[],1642843,19.004599211563733,77.20588235294117,1610612742,2,2,2026-04-13T00:41:42Z,130000,False,-136.0,126.0,1,left,MISS C. Flagg 18' step back Shot,[1642843],1610612742.0,DAL,step back,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Left Center,18.55,Missed,,,,,,,,,,,,,,,,,,
14,PT11M09.00S,2026-04-13T00:41:40.6Z,1,REGULAR,rebound,defensive,[],1629012,,,1610612741,2,2,2026-04-13T00:41:42Z,140000,False,,,0,,C. Sexton REBOUND (Off:0 Def:1),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Mid-Range,16-24 Left Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT11M00.00S,2026-04-13T00:41:48.9Z,1,REGULAR,2pt,Jump Shot,[],1630200,90.01314060446781,27.473958333333332,1610612741,2,4,2026-04-13T00:41:54Z,150000,False,-113.0,41.0,1,right,T. Jones 12' driving floating Jump Shot (2 PTS) (L. Olbrich 1 AST),"[1630200, 1642950]",1610612741.0,CHI,driving floating,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,12.0,Made,2.0,L. Olbrich,1642950.0,1.0,,,,,,,,,,,,,,
17,PT10M41.00S,2026-04-13T00:42:07.7Z,1,REGULAR,3pt,Jump Shot,[],1631108,28.728646517739815,25.0,1610612742,5,4,2026-04-13T00:42:11Z,170000,False,125.0,218.0,1,left,M. Christie 25' 3PT  (3 PTS) (D. Powell 1 AST),"[1631108, 203939]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,25.09,Made,3.0,D. Powell,203939.0,1.0,,,,,,,,,,,,,,
19,PT10M28.00S,2026-04-13T00:42:21.4Z,1,REGULAR,2pt,Jump Shot,[],1629012,94.95729303547962,10.294117647058822,1610612741,5,4,2026-04-13T00:43:54Z,190000,False,-199.0,-5.0,1,right,MISS C. Sexton 19' pullup Shot,[1629012],1610612741.0,CHI,pullup,,,Sexton,C. Sexton,,,,,Mid-Range,16-24 Left,19.86,Missed,,,,,,,,,,,,,,,,,,
20,PT10M25.00S,2026-04-13T00:42:24.4Z,1,REGULAR,rebound,defensive,[],203114,,,1610612742,5,4,2026-04-13T00:42:30Z,200000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612742.0,DAL,,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Left,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,
21,PT10M24.00S,2026-04-13T00:42:25.6Z,1,REGULAR,turnover,bad pass,[],203114,,,1610612742,5,4,2026-04-13T00:42:35Z,210000,False,,,0,,K. Middleton bad pass TURNOVER (1 TO),"[203114, 1629012]",1610612742.0,DAL,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1.0,Sexton,1629012.0,,,,,,,
22,PT10M24.00S,2026-04-13T00:42:25.6Z,1,REGULAR,steal,,[],1629012,,,1610612741,5,4,2026-04-13T00:42:28Z,220000,False,,,0,,C. Sexton STEAL (1 STL),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
23,PT10M20.00S,2026-04-13T00:42:28.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629012,91.14651773981603,53.92156862745098,1610612741,5,4,2026-04-13T00:44:21Z,230000,False,20.0,31.0,1,right,MISS C. Sexton driving Layup,[1629012],1610612741.0,CHI,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.64,Missed,,,,,,,,,,,,,,,,,,
24,PT10M18.00S,2026-04-13T00:42:30.7Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,5,4,2026-04-13T00:42:30Z,240000,False,,,0,,D. Powell REBOUND (Off:0 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,23.0,2.0,2.0,0.0,,,,,,,,,,
