actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
39,PT09M00.00S,2025-10-23T01:53:33.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,88.51839684625493,58.57843137254902,1610612742,8,6,2025-10-23T01:53:40Z,390000,False,43.0,55.0,1,right,MISS N. Marshall 7' turnaround Shot,[1630230],1610612742.0,DAL,turnaround,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,7.01,Missed,,,,,,,,,,,,,,,
40,PT08M58.00S,2025-10-23T01:53:35.9Z,1,REGULAR,rebound,offensive,[],1641726,,,1610612742,8,6,2025-10-23T01:53:40Z,400000,False,,,0,,D. Lively II REBOUND (Off:1 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,39.0,2.0,1.0,1.0,,,,,,,,,,,
41,PT08M49.00S,2025-10-23T01:53:44.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,92.72339027595268,54.90196078431373,1610612742,8,6,2025-10-23T01:53:50Z,410000,False,25.0,16.0,1,right,MISS A. Davis driving Layup,[203076],1610612742.0,DAL,driving,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,2.92,Missed,,,,,,,,,,,,,,,
43,PT08M46.00S,2025-10-23T01:53:47.9Z,1,REGULAR,rebound,defensive,[],203084,,,1610612759,8,6,2025-10-23T01:53:50Z,430000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,,
44,PT08M41.00S,2025-10-23T01:53:53.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,31.61957950065703,35.53921568627451,1610612759,8,9,2025-10-23T01:54:05Z,440000,False,72.0,245.0,1,left,D. Vassell 25' 3PT running (3 PTS) (S. Castle 1 AST),"[1630170, 1642264]",1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,,,,25.52,Made,,,,,3.0,,,,,,S. Castle,1642264.0,1.0,,
46,PT08M30.00S,2025-10-23T01:54:03.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,93.16688567674113,42.62408088235294,1610612742,8,9,2025-10-23T01:58:09Z,460000,False,-37.0,12.0,1,right,MISS A. Davis Layup - blocked,"[203076, 1641705]",1610612742.0,DAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,3.87,Missed,,,,,,,,,,,,,,Wembanyama,1641705.0
47,PT08M30.00S,2025-10-23T01:54:03.3Z,1,REGULAR,block,,[],1641705,,,1610612742,8,9,2025-10-23T01:54:05Z,470000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
48,PT08M30.00S,2025-10-23T01:54:03.3Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,8,9,2025-10-23T01:54:09Z,480000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,
50,PT08M21.00S,2025-10-23T01:54:13.4Z,1,REGULAR,2pt,Jump Shot,[],1642264,20.893561103810775,42.12239583333333,1610612759,8,11,2025-10-23T01:55:51Z,500000,False,39.0,144.0,1,left,S. Castle 14' pullup Jump Shot (4 PTS),[1642264],1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,Mid-Range,8-16 Center,,,,14.92,Made,,,,,4.0,,,,,,,,,,
51,PT08M08.00S,2025-10-23T01:54:25.7Z,1,REGULAR,3pt,Jump Shot,[],202691,71.17279894875165,22.30392156862745,1610612742,8,11,2025-10-23T01:54:33Z,510000,False,-138.0,218.0,1,right,MISS K. Thompson 25' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,25.87,Missed,,,,,,,,,,,,,,,
52,PT08M08.00S,2025-10-23T01:54:25.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,8,11,2025-10-23T01:54:33Z,520000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,51.0,,,,,,,,,,,,,,
54,PT08M08.00S,2025-10-23T01:54:33.3Z,1,REGULAR,substitution,out,[],1641726,,,1610612759,8,11,2025-10-23T01:54:38Z,540000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT08M08.00S,2025-10-23T01:54:33.3Z,1,REGULAR,substitution,in,[],1631108,,,1610612759,8,11,2025-10-23T01:54:38Z,550000,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M56.00S,2025-10-23T01:54:53.3Z,1,REGULAR,3pt,Jump Shot,[],203084,26.62614980289093,78.67647058823529,1610612759,8,14,2025-10-23T01:55:08Z,560000,False,-143.0,198.0,1,left,H. Barnes 24' 3PT  (3 PTS) (S. Castle 2 AST),"[203084, 1642264]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,,,,24.43,Made,,,,,3.0,,,,,,S. Castle,1642264.0,2.0,,
58,PT07M39.00S,2025-10-23T01:55:10.7Z,1,REGULAR,3pt,Jump Shot,[],203076,68.15045992115637,65.19607843137256,1610612742,8,14,2025-10-23T01:55:15Z,580000,False,76.0,247.0,1,right,MISS A. Davis 25' 3PT,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,,25.83,Missed,,,,,,,,,,,,,,,
59,PT07M37.00S,2025-10-23T01:55:12.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,8,14,2025-10-23T01:55:15Z,590000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,58.0,,,,,,,,,,,,,,
61,PT07M29.00S,2025-10-23T01:55:38.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202691,80.1084099868594,35.78431372549019,1610612742,8,14,2025-10-23T02:01:22Z,610000,False,-71.0,134.0,1,right,MISS K. Thompson 15' pullup Shot,[202691],1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,15.21,Missed,,,,,,,,,,,,,,,
62,PT07M29.00S,2025-10-23T01:55:40.9Z,1,REGULAR,rebound,offensive,[],203076,,,1610612742,8,14,2025-10-23T01:55:40Z,620000,False,,,0,,A. Davis REBOUND (Off:2 Def:1),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,61.0,3.0,1.0,2.0,,,,,,,,,,,
63,PT07M29.00S,2025-10-23T01:55:42.6Z,1,REGULAR,foul,personal,['2freethrow'],1630577,,,1610612742,8,14,2025-10-23T01:55:51Z,630000,False,,,0,,J. Champagnie shooting personal FOUL (1 PF) (Davis 2 FT),"[1630577, 203076]",1610612759.0,SAS,shooting,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202053.0,1.0,0.0,Davis,203076.0,,,,,
65,PT07M29.00S,2025-10-23T01:56:21.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203076,,,1610612742,9,14,2025-10-23T01:56:21Z,650000,False,,,0,,A. Davis Free Throw 1 of 2 (5 PTS),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,,,Made,,,,,5.0,,,,,,,,,,
66,PT07M29.00S,2025-10-23T01:56:49.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203076,,,1610612742,10,14,2025-10-23T01:56:49Z,660000,False,,,0,,A. Davis Free Throw 2 of 2 (6 PTS),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,,,Made,,,,,6.0,,,,,,,,,,
67,PT07M16.00S,2025-10-23T01:57:02.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,6.652431011826544,47.794117647058826,1610612759,10,16,2025-10-23T01:57:08Z,670000,False,11.0,10.0,1,left,V. Wembanyama driving DUNK (6 PTS) (H. Barnes 1 AST),"[1641705, 203084]",1610612759.0,SAS,driving,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,1.49,Made,,,,,6.0,,,,,,H. Barnes,203084.0,1.0,,
69,PT06M49.00S,2025-10-23T01:57:29.2Z,1,REGULAR,3pt,Jump Shot,[],1631108,88.38699080157687,95.09803921568627,1610612742,13,16,2025-10-23T01:57:33Z,690000,False,225.0,57.0,1,right,M. Christie 3PT  (3 PTS) (N. Marshall 1 AST),"[1631108, 1630230]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Right Corner 3,24+ Right,,,,23.25,Made,,,,,3.0,,,,,,N. Marshall,1630230.0,1.0,,
72,PT06M34.00S,2025-10-23T01:57:51.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,13,16,2025-10-23T01:57:51Z,720000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M34.00S,2025-10-23T01:57:52.9Z,1,REGULAR,substitution,out,[],202691,,,1610612759,13,16,2025-10-23T02:01:11Z,730000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M34.00S,2025-10-23T01:57:52.9Z,1,REGULAR,substitution,out,[],1642843,,,1610612759,13,16,2025-10-23T02:01:11Z,740000,False,,,0,,SUB out: C. Flagg,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M34.00S,2025-10-23T01:57:52.9Z,1,REGULAR,substitution,out,[],1641705,,,1610612759,13,16,2025-10-23T02:01:11Z,750000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M34.00S,2025-10-23T01:57:52.9Z,1,REGULAR,substitution,in,[],1626156,,,1610612759,13,16,2025-10-23T02:01:11Z,760000,False,,,0,,SUB in: D. Russell,[1626156],1610612742.0,DAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M34.00S,2025-10-23T01:57:52.9Z,1,REGULAR,substitution,in,[],1642948,,,1610612759,13,16,2025-10-23T02:01:11Z,770000,False,,,0,,SUB in: R. Nembhard,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M34.00S,2025-10-23T01:57:52.9Z,1,REGULAR,substitution,in,[],1628436,,,1610612759,13,16,2025-10-23T02:01:11Z,780000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M30.00S,2025-10-23T02:01:28.6Z,1,REGULAR,3pt,Jump Shot,[],1642264,28.991458607095925,78.43137254901961,1610612759,13,19,2025-10-23T02:01:32Z,790000,False,-142.0,220.0,1,left,S. Castle 26' 3PT  (7 PTS) (L. Kornet 1 AST),"[1642264, 1628436]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,,,,26.2,Made,,,,,7.0,,,,,,L. Kornet,1628436.0,1.0,,
81,PT06M17.00S,2025-10-23T02:01:44.7Z,1,REGULAR,foul,personal,[],1642264,,,1610612742,13,19,2025-10-23T02:01:52Z,810000,False,,,0,,S. Castle personal FOUL (1 PF),"[1642264, 1626156]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,202053.0,1.0,0.0,Russell,1626156.0,,,,,
83,PT06M09.00S,2025-10-23T02:02:04.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,89.04402102496715,60.78431372549019,1610612742,15,19,2025-10-23T02:02:08Z,830000,False,54.0,50.0,1,right,D. Russell 7' driving floating bank Jump Shot (2 PTS),[1626156],1610612742.0,DAL,driving floating bank,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,7.39,Made,,,,,2.0,,,,,,,,,,
84,PT06M03.00S,2025-10-23T02:02:12.0Z,1,REGULAR,foul,personal,['2freethrow'],203076,,,1610612759,15,19,2025-10-23T02:02:27Z,840000,False,,,0,,A. Davis shooting personal FOUL (1 PF) (Castle 2 FT),"[203076, 1642264]",1610612742.0,DAL,shooting,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202053.0,1.0,0.0,Castle,1642264.0,,,,,
86,PT06M03.00S,2025-10-23T02:02:43.1Z,1,REGULAR,freethrow,1 of 2,[],1642264,,,1610612759,15,19,2025-10-23T02:03:06Z,860000,False,,,0,,MISS S. Castle Free Throw 1 of 2,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
87,PT06M03.00S,2025-10-23T02:02:43.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,15,19,2025-10-23T02:03:06Z,870000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,
88,PT06M03.00S,2025-10-23T02:02:43.1Z,1,REGULAR,freethrow,2 of 2,[],1642264,,,1610612759,15,19,2025-10-23T02:03:06Z,880000,False,,,0,,MISS S. Castle Free Throw 2 of 2,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
89,PT06M01.00S,2025-10-23T02:02:45.1Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612742,15,19,2025-10-23T02:03:06Z,890000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612742.0,DAL,,,,Russell,D. Russell,,,,,,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,,,,
90,PT05M49.00S,2025-10-23T02:03:18.9Z,1,REGULAR,turnover,out-of-bounds,[],1631108,,,1610612742,15,19,2025-10-23T02:03:27Z,900000,False,,,0,,M. Christie step out-of-bounds TURNOVER (1 TO),[1631108],1610612742.0,DAL,step,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,,1627524.0,,,,,,,,,
91,PT05M49.00S,2025-10-23T02:03:22.3Z,1,REGULAR,substitution,out,[],1630577,,,1610612759,15,19,2025-10-23T02:03:27Z,910000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M49.00S,2025-10-23T02:03:22.3Z,1,REGULAR,substitution,in,[],1629640,,,1610612759,15,19,2025-10-23T02:03:27Z,920000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
