actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-11-17T00:41:09.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-17T00:41:09Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-11-17T00:41:11.7Z,1,REGULAR,jumpball,recovered,[],1630166,,,1610612757,0,0,2025-11-17T00:41:11Z,40000,False,,,0,,Jump Ball D. Clingan vs. D. Gafford: Tip to D. Avdija,"[1630166, 1642270, 1629655]",1610612757.0,POR,startperiod,D. Avdija,1630166.0,Avdija,D. Avdija,Clingan,1642270.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2025-11-17T00:41:28.7Z,1,REGULAR,2pt,Jump Shot,[],1631101,13.354139290407357,76.22549019607843,1610612757,0,0,2025-11-17T00:41:34Z,70000,False,-131.0,73.0,1,left,MISS S. Sharpe 15' fadeaway Shot,[1631101],1610612757.0,POR,fadeaway,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Left,15.01,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2025-11-17T00:41:31.7Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,0,0,2025-11-17T00:41:34Z,80000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M34.00S,2025-11-17T00:41:37.4Z,1,REGULAR,foul,personal,[],1641739,,,1610612742,0,0,2025-11-17T00:41:48Z,90000,False,,,0,,T. Camara personal FOUL (1 PF),"[1641739, 1630314]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,8-16 Right,,,,,,,1193.0,1.0,0.0,Williams,1630314.0,,,,,,,,,
11,PT11M19.00S,2025-11-17T00:42:05.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,89.96386333771353,50.73529411764706,1610612742,2,0,2025-11-17T00:42:09Z,110000,False,4.0,42.0,1,right,P. Washington driving floating Jump Shot (2 PTS) (C. Flagg 1 AST),"[1629023, 1642843]",1610612742.0,DAL,driving floating,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,4.2,Made,,,,,,,,,,2.0,C. Flagg,1642843.0,1.0,,,,,
13,PT11M08.00S,2025-11-17T00:42:17.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,5.338370565045992,46.568627450980394,1610612757,2,0,2025-11-17T00:42:21Z,130000,False,17.0,-2.0,1,left,MISS S. Sharpe driving Layup,[1631101],1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,1.74,Missed,,,,,,,,,,,,,,,,,,
14,PT11M06.00S,2025-11-17T00:42:19.6Z,1,REGULAR,rebound,offensive,[],1630166,,,1610612757,2,0,2025-11-17T00:42:21Z,140000,False,,,0,,D. Avdija REBOUND (Off:1 Def:0),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,
15,PT11M06.00S,2025-11-17T00:42:20.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630166,5.590000152587891,50.0,1610612757,2,2,2025-11-17T00:42:24Z,150000,False,0.0,0.0,1,left,D. Avdija tip Layup (2 PTS),[1630166],1610612757.0,POR,tip,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,2.0,,,,,,,,
16,PT10M56.00S,2025-11-17T00:42:29.6Z,1,REGULAR,2pt,Jump Shot,[],1629023,92.46057818659659,68.13725490196079,1610612742,2,2,2025-11-17T00:44:28Z,160000,False,91.0,18.0,1,right,MISS P. Washington 9' driving floating Shot,[1629023],1610612742.0,DAL,driving floating,,,Washington,P. Washington,,,,,Mid-Range,8-16 Right,9.25,Missed,,,,,,,,,,,,,,,,,,
