actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-12-19T01:40:43.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-19T01:40:43Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-12-19T01:40:45.6Z,1,REGULAR,jumpball,recovered,[],1630595,,,1610612765,0,0,2025-12-19T01:40:45Z,40000,False,,,0,,Jump Ball J. Duren vs. A. Davis: Tip to C. Cunningham,"[1630595, 1631105, 203076]",1610612765.0,DET,startperiod,C. Cunningham,1630595.0,Cunningham,C. Cunningham,Duren,1631105.0,Davis,203076.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2025-12-19T01:41:01.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631105,10.5946123521682,49.754901960784316,1610612765,0,0,2025-12-19T01:41:31Z,70000,False,1.0,47.0,1,left,MISS J. Duren Hook,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,4.71,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-12-19T01:41:02.8Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,0,0,2025-12-19T01:41:31Z,80000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M40.00S,2025-12-19T01:41:05.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641709,5.590000152587891,50.0,1610612765,0,0,2025-12-19T01:41:40Z,90000,False,0.0,0.0,1,left,MISS A. Thompson tip Layup,[1641709],1610612765.0,DET,tip,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
10,PT11M39.00S,2025-12-19T01:41:06.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,0,0,2025-12-19T01:41:40Z,100000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,9.0,,,,,,,,,,,,,,,,,
12,PT11M36.00S,2025-12-19T01:41:23.4Z,1,REGULAR,turnover,bad pass,[],1630595,,,1610612765,0,0,2025-12-19T01:41:34Z,120000,False,,,0,,C. Cunningham bad pass TURNOVER (1 TO),"[1630595, 1642843]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right,,,,,,,1.0,Flagg,1642843.0,,,,,,,,,,,
13,PT11M36.00S,2025-12-19T01:41:23.4Z,1,REGULAR,steal,,[],1642843,,,1610612742,0,0,2025-12-19T01:41:24Z,130000,False,,,0,,C. Flagg STEAL (1 STL),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
14,PT11M19.00S,2025-12-19T01:41:40.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630230,91.40932982917214,39.46078431372549,1610612742,2,0,2025-12-19T05:13:19Z,140000,False,-53.0,28.0,1,right,N. Marshall driving finger roll Layup (2 PTS) (P. Washington 1 AST),"[1630230, 1629023]",1610612742.0,DAL,driving finger roll,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,5.98,Made,,,,,,,,2.0,P. Washington,1629023.0,1.0,,,,,,,
15,PT11M06.00S,2025-12-19T01:41:53.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,4.5499342969776615,50.98039215686274,1610612765,2,2,2025-12-19T01:41:57Z,150000,False,-5.0,-10.0,1,left,A. Thompson driving Layup (2 PTS) (C. Cunningham 1 AST),"[1641709, 1630595]",1610612765.0,DET,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.09,Made,,,,,,,,2.0,C. Cunningham,1630595.0,1.0,,,,,,,
18,PT10M50.00S,2025-12-19T01:42:09.5Z,1,REGULAR,2pt,Jump Shot,[],1630230,94.08672798948751,10.807291666666668,1610612742,2,2,2025-12-19T01:42:15Z,170000,False,-196.0,3.0,1,right,MISS N. Marshall 19' Jump Shot,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Left,19.6,Missed,,,,,,,,,,,,,,,,,,
19,PT10M49.00S,2025-12-19T01:42:10.5Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,2,2,2025-12-19T01:42:15Z,180000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Left,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M45.00S,2025-12-19T01:42:14.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631105,8.623521681997373,45.34313725490196,1610612765,2,2,2025-12-19T01:42:25Z,190000,False,23.0,29.0,1,left,MISS J. Duren running Layup - blocked,"[1631105, 1642843]",1610612765.0,DET,running,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.69,Missed,,,,,,,,,,,,Flagg,1642843.0,,,,,
21,PT10M45.00S,2025-12-19T01:42:14.9Z,1,REGULAR,block,,[],1642843,,,1610612765,2,2,2025-12-19T01:42:16Z,200000,False,,,0,,C. Flagg BLOCK (1 BLK),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
22,PT10M41.00S,2025-12-19T01:42:18.9Z,1,REGULAR,rebound,defensive,[],1642843,,,1610612742,2,2,2025-12-19T01:42:25Z,210000,False,,,0,,C. Flagg REBOUND (Off:0 Def:1),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
