actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
71,PT05M46.00S,2024-03-24T00:22:52.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628960,5.995400788436268,53.67647058823529,1610612756,8,17,2024-03-24T00:23:00Z,700000,False,-18.0,4.0,1,left,G. Allen running finger roll Layup (2 PTS),[1628960],1610612756.0,PHX,running finger roll,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,1.88,Made,,,,,2.0,,,,,,,,,,,
72,PT05M35.00S,2024-03-24T00:23:02.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630170,92.9862023653088,49.50980392156863,1610612759,10,17,2024-03-24T00:23:07Z,710000,False,-2.0,13.0,1,right,D. Vassell cutting DUNK (2 PTS) (Z. Collins 1 AST),"[1630170, 1628380]",1610612759.0,SAS,cutting,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,1.36,Made,,,,,2.0,,,Z. Collins,1628380.0,1.0,,,,,,
74,PT05M17.00S,2024-03-24T00:23:20.1Z,1,REGULAR,3pt,Jump Shot,[],203078,4.944152431011826,96.56862745098039,1610612756,10,17,2024-03-24T00:23:59Z,730000,False,-233.0,-6.0,1,left,MISS B. Beal 3PT,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Left Corner 3,24+ Left,,,23.29,Missed,,,,,,,,,,,,,,,,
75,PT05M17.00S,2024-03-24T00:23:20.1Z,1,REGULAR,rebound,offensive,[],1626164,,,1610612756,10,17,2024-03-24T00:23:59Z,740000,False,,,0,,D. Booker REBOUND (Off:1 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Left Corner 3,24+ Left,,,,,74.0,3.0,2.0,1.0,,,,,,,,,,,,
76,PT05M12.00S,2024-03-24T00:23:26.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203078,5.469776609724048,96.07843137254902,1610612756,10,17,2024-03-24T00:24:16Z,750000,False,-230.0,-1.0,1,left,MISS B. Beal 3PT,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Left Corner 3,24+ Left,,,23.04,Missed,,,,,,,,,,,,,,,,
77,PT05M08.00S,2024-03-24T00:23:29.4Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,10,17,2024-03-24T00:23:29Z,760000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,
78,PT05M04.00S,2024-03-24T00:23:33.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631110,93.24901445466492,49.26470588235294,1610612759,12,17,2024-03-24T00:24:21Z,770000,False,-4.0,11.0,1,right,J. Sochan running DUNK (2 PTS) (T. Jones 2 AST),"[1631110, 1630200]",1610612759.0,SAS,running,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,1.16,Made,,,,,2.0,,,T. Jones,1630200.0,2.0,,,,,,
81,PT04M45.00S,2024-03-24T00:23:55.0Z,1,REGULAR,turnover,out-of-bounds,[],203078,,,1610612756,12,17,2024-03-24T00:24:06Z,790000,False,,,0,,B. Beal bad pass out-of-bounds TURNOVER (1 TO),[203078],1610612756.0,PHX,bad pass,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,201246.0,1.0,,,,,,,,,,,,,,,,,,
82,PT04M45.00S,2024-03-24T00:24:02.5Z,1,REGULAR,substitution,out,[],1631110,,,1610612759,12,17,2024-03-24T00:24:12Z,800000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M45.00S,2024-03-24T00:24:02.5Z,1,REGULAR,substitution,out,[],1630200,,,1610612759,12,17,2024-03-24T00:24:12Z,810000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M45.00S,2024-03-24T00:24:02.5Z,1,REGULAR,substitution,out,[],203078,,,1610612759,12,17,2024-03-24T00:24:12Z,820000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M45.00S,2024-03-24T00:24:02.5Z,1,REGULAR,substitution,in,[],1631103,,,1610612759,12,17,2024-03-24T00:24:12Z,830000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M45.00S,2024-03-24T00:24:02.5Z,1,REGULAR,substitution,in,[],1626224,,,1610612759,12,17,2024-03-24T00:24:12Z,840000,False,,,0,,SUB in: C. Osman,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M45.00S,2024-03-24T00:24:02.5Z,1,REGULAR,substitution,in,[],201569,,,1610612759,12,17,2024-03-24T00:24:12Z,850000,False,,,0,,SUB in: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M26.00S,2024-03-24T00:24:29.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631103,84.57621550591328,77.69607843137256,1610612759,12,17,2024-03-24T00:24:33Z,860000,False,138.0,92.0,1,right,MISS M. Branham 16' pullup Shot,[1631103],1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,Mid-Range,16-24 Right,,,16.65,Missed,,,,,,,,,,,,,,,,
89,PT04M24.00S,2024-03-24T00:24:31.7Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,12,17,2024-03-24T00:24:33Z,870000,False,,,0,,D. Booker REBOUND (Off:1 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right,,,,,88.0,4.0,3.0,1.0,,,,,,,,,,,,
90,PT04M14.00S,2024-03-24T00:24:43.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,5.732588699080158,55.14705882352941,1610612756,12,19,2024-03-24T00:24:48Z,880000,False,-26.0,1.0,1,left,D. Booker driving finger roll Layup (7 PTS),[1626164],1610612756.0,PHX,driving finger roll,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,2.57,Made,,,,,7.0,,,,,,,,,,,
92,PT04M01.00S,2024-03-24T00:24:55.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,94.30026281208936,64.70588235294117,1610612759,12,19,2024-03-24T00:27:38Z,900000,False,74.0,1.0,1,right,MISS Z. Collins 7' Hook,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,7.35,Missed,,,,,,,,,,,,,,,,
93,PT04M01.00S,2024-03-24T00:24:55.1Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612756,12,19,2024-03-24T00:27:38Z,910000,False,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,92.0,2.0,2.0,0.0,,,,,,,,,,,,
94,PT03M53.00S,2024-03-24T00:25:03.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628960,7.5722733245729295,55.14705882352941,1610612756,12,19,2024-03-24T00:28:09Z,920000,False,-26.0,19.0,1,left,MISS G. Allen running finger roll Layup,[1628960],1610612756.0,PHX,running finger roll,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,3.18,Missed,,,,,,,,,,,,,,,,
95,PT03M50.00S,2024-03-24T00:25:06.3Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,12,19,2024-03-24T00:25:09Z,930000,False,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,94.0,2.0,2.0,0.0,,,,,,,,,,,,
96,PT03M45.00S,2024-03-24T00:25:10.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,83.52496714848883,42.8921568627451,1610612759,12,19,2024-03-24T00:25:16Z,940000,False,-36.0,102.0,1,right,MISS D. Vassell 10' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,,,10.84,Missed,,,,,,,,,,,,,,,,
97,PT03M43.00S,2024-03-24T00:25:14.3Z,1,REGULAR,rebound,offensive,[],1628380,,,1610612759,12,19,2024-03-24T00:25:14Z,950000,False,,,0,,Z. Collins REBOUND (Off:1 Def:0),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,96.0,1.0,0.0,1.0,,,,,,,,,,,,
98,PT03M40.00S,2024-03-24T00:25:16.2Z,1,REGULAR,turnover,lost ball,[],1628380,,,1610612759,12,19,2024-03-24T00:25:21Z,960000,False,,,0,,Z. Collins lost ball TURNOVER (1 TO),"[1628380, 203994]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Center,,1.0,,,,,,,,Nurkic,203994.0,,,,,,,,,
99,PT03M40.00S,2024-03-24T00:25:16.2Z,1,REGULAR,steal,,[],203994,,,1610612756,12,19,2024-03-24T00:34:27Z,970000,False,,,0,,J. Nurkic STEAL (2 STL),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
100,PT03M40.00S,2024-03-24T00:25:23.7Z,1,REGULAR,foul,personal,['1freethrow'],1626224,,,1610612756,12,19,2024-03-24T00:25:52Z,980000,False,,,0,,C. Osman transition take personal FOUL (1 PF) (Booker 1 FT),"[1626224, 1626164]",1610612759.0,SAS,transition take,,,Osman,C. Osman,,,,,Above the Break 3,24+ Left Center,201246.0,,,,,,,,,,,,,,,,1.0,0.0,Booker,1626164.0
102,PT03M40.00S,2024-03-24T00:25:53.9Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1626164,,,1610612756,12,20,2024-03-24T00:25:53Z,1000000,False,,,0,,D. Booker transition take Free Throw 1 of 1 (8 PTS),[1626164],1610612756.0,PHX,transition take,,,Booker,D. Booker,,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,
103,PT03M40.00S,2024-03-24T00:25:55.6Z,1,REGULAR,substitution,out,[],203994,,,1610612759,12,20,2024-03-24T00:26:05Z,1010000,False,,,0,,SUB out: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M40.00S,2024-03-24T00:25:55.6Z,1,REGULAR,substitution,out,[],201142,,,1610612759,12,20,2024-03-24T00:26:05Z,1020000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M40.00S,2024-03-24T00:25:55.6Z,1,REGULAR,substitution,in,[],1626220,,,1610612759,12,20,2024-03-24T00:26:05Z,1030000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M40.00S,2024-03-24T00:25:55.6Z,1,REGULAR,substitution,in,[],1629234,,,1610612759,12,20,2024-03-24T00:26:05Z,1040000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M35.00S,2024-03-24T00:26:17.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626164,32.14520367936925,65.19607843137256,1610612756,12,20,2024-03-24T00:26:22Z,1050000,False,-76.0,250.0,1,left,MISS D. Booker 26' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,26.1,Missed,,,,,,,,,,,,,,,,
108,PT03M31.00S,2024-03-24T00:26:21.3Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612759,12,20,2024-03-24T00:26:22Z,1060000,False,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Center,,,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,
109,PT03M18.00S,2024-03-24T00:26:34.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,91.67214191852825,56.127450980392155,1610612759,12,20,2024-03-24T00:30:17Z,1070000,False,31.0,26.0,1,right,MISS Z. Collins turnaround Hook,[1628380],1610612759.0,SAS,turnaround,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,4.0,Missed,,,,,,,,,,,,,,,,
110,PT03M15.00S,2024-03-24T00:26:37.2Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612756,12,20,2024-03-24T00:26:39Z,1080000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,109.0,1.0,1.0,0.0,,,,,,,,,,,,
111,PT03M07.00S,2024-03-24T00:26:44.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,7.440867279894875,64.95098039215686,1610612756,12,22,2024-03-24T00:26:51Z,1090000,False,-75.0,17.0,1,left,D. Booker 7' fadeaway Jump Shot (10 PTS),[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,7.68,Made,,,,,10.0,,,,,,,,,,,
112,PT02M48.00S,2024-03-24T00:27:03.9Z,1,REGULAR,2pt,Jump Shot,[],1630170,90.75229960578186,77.94117647058823,1610612759,12,22,2024-03-24T00:27:07Z,1100000,False,140.0,34.0,1,right,MISS D. Vassell 14' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,,,14.39,Missed,,,,,,,,,,,,,,,,
113,PT02M46.00S,2024-03-24T00:27:05.9Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,12,22,2024-03-24T00:27:07Z,1110000,False,,,0,,D. Booker REBOUND (Off:1 Def:4),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,,,,,112.0,5.0,4.0,1.0,,,,,,,,,,,,
114,PT02M34.00S,2024-03-24T00:27:18.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,9.149145860709593,42.64705882352941,1610612756,12,22,2024-03-24T00:27:22Z,1120000,False,37.0,34.0,1,left,MISS G. Allen driving finger roll Layup,[1628960],1610612756.0,PHX,driving finger roll,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,4.98,Missed,,,,,,,,,,,,,,,,
115,PT02M31.00S,2024-03-24T00:27:21.3Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612759,12,22,2024-03-24T00:27:22Z,1130000,False,,,0,,C. Osman REBOUND (Off:0 Def:2),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,In The Paint (Non-RA),0-8 Center,,,,,114.0,2.0,2.0,0.0,,,,,,,,,,,,
116,PT02M21.00S,2024-03-24T00:27:31.5Z,1,REGULAR,turnover,bad pass,[],1628380,,,1610612759,12,22,2024-03-24T00:27:35Z,1140000,False,,,0,,Z. Collins bad pass TURNOVER (2 TO),"[1628380, 1629234]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Center,,2.0,,,,,,,,Eubanks,1629234.0,,,,,,,,,
117,PT02M21.00S,2024-03-24T00:27:31.5Z,1,REGULAR,steal,,[],1629234,,,1610612756,12,22,2024-03-24T00:27:34Z,1150000,False,,,0,,D. Eubanks STEAL (1 STL),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
118,PT02M14.00S,2024-03-24T00:27:38.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628960,6.915243101182654,46.07843137254902,1610612756,12,24,2024-03-24T00:27:47Z,1160000,False,20.0,13.0,1,left,G. Allen running finger roll Layup (4 PTS),[1628960],1610612756.0,PHX,running finger roll,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,2.32,Made,,,,,4.0,,,,,,,,,,,
119,PT02M01.00S,2024-03-24T00:27:50.8Z,1,REGULAR,3pt,Jump Shot,[],1628380,70.51576872536137,75.49019607843137,1610612759,15,24,2024-03-24T00:27:55Z,1170000,False,127.0,225.0,1,right,Z. Collins 25' 3PT  (3 PTS) (M. Branham 1 AST),"[1628380, 1631103]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Right Center,,,25.84,Made,,,,,3.0,,,M. Branham,1631103.0,1.0,,,,,,
121,PT01M59.00S,2024-03-24T00:28:01.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,15,24,2024-03-24T00:28:01Z,1190000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M59.00S,2024-03-24T00:30:35.9Z,1,REGULAR,substitution,out,[],1628380,,,1610612756,15,24,2024-03-24T00:31:00Z,1200000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M59.00S,2024-03-24T00:30:35.9Z,1,REGULAR,substitution,out,[],1630170,,,1610612756,15,24,2024-03-24T00:31:00Z,1210000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M59.00S,2024-03-24T00:30:35.9Z,1,REGULAR,substitution,out,[],1628960,,,1610612756,15,24,2024-03-24T00:31:00Z,1220000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M59.00S,2024-03-24T00:30:35.9Z,1,REGULAR,substitution,in,[],1641705,,,1610612756,15,24,2024-03-24T00:31:00Z,1230000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M59.00S,2024-03-24T00:30:35.9Z,1,REGULAR,substitution,in,[],1631104,,,1610612756,15,24,2024-03-24T00:31:00Z,1240000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M59.00S,2024-03-24T00:30:35.9Z,1,REGULAR,substitution,in,[],203078,,,1610612756,15,24,2024-03-24T00:31:00Z,1250000,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M46.00S,2024-03-24T00:31:11.4Z,1,REGULAR,2pt,Jump Shot,[],1626164,20.318659658344284,67.64705882352942,1610612756,15,26,2024-03-24T00:31:36Z,1260000,False,-88.0,138.0,1,left,D. Booker 16' pullup Jump Shot (12 PTS) (B. Beal 4 AST),"[1626164, 203078]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left Center,,,16.42,Made,,,,,12.0,,,B. Beal,203078.0,4.0,,,,,,
130,PT01M25.00S,2024-03-24T00:31:33.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631103,89.96386333771353,46.81372549019608,1610612759,17,26,2024-03-24T00:31:43Z,1280000,False,-16.0,42.0,1,right,M. Branham driving floating Jump Shot (2 PTS) (K. Johnson 1 AST),"[1631103, 1629640]",1610612759.0,SAS,driving floating,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,,,4.47,Made,,,,,2.0,,,K. Johnson,1629640.0,1.0,,,,,,
132,PT01M08.00S,2024-03-24T00:31:49.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,11.12023653088042,51.225490196078425,1610612756,17,26,2024-03-24T00:31:55Z,1300000,False,-6.0,52.0,1,left,MISS E. Gordon driving Layup - blocked,"[201569, 1641705]",1610612756.0,PHX,driving,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,5.24,Missed,,,,,,,,,,,Wembanyama,1641705.0,,,,
133,PT01M08.00S,2024-03-24T00:31:49.7Z,1,REGULAR,block,,[],1641705,,,1610612756,17,26,2024-03-24T00:31:53Z,1310000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
134,PT01M05.00S,2024-03-24T00:31:52.7Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,17,26,2024-03-24T00:31:55Z,1320000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,132.0,2.0,2.0,0.0,,,,,,,,,,,,
135,PT00M56.60S,2024-03-24T00:32:02.0Z,1,REGULAR,3pt,Jump Shot,[],1626224,77.21747700394218,90.68627450980392,1610612759,17,26,2024-03-24T00:32:07Z,1330000,False,203.0,162.0,1,right,MISS C. Osman 25' 3PT,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,,,25.98,Missed,,,,,,,,,,,,,,,,
136,PT00M53.20S,2024-03-24T00:32:05.4Z,1,REGULAR,rebound,offensive,[],1641705,,,1610612759,17,26,2024-03-24T00:32:07Z,1340000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,135.0,3.0,2.0,1.0,,,,,,,,,,,,
137,PT00M51.80S,2024-03-24T00:32:07.0Z,1,REGULAR,turnover,bad pass,[],1641705,,,1610612759,17,26,2024-03-24T00:32:11Z,1350000,False,,,0,,V. Wembanyama bad pass TURNOVER (3 TO),"[1641705, 201569]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,3.0,,,,,,,,Gordon,201569.0,,,,,,,,,
138,PT00M51.80S,2024-03-24T00:32:07.0Z,1,REGULAR,steal,,[],201569,,,1610612756,17,26,2024-03-24T00:32:09Z,1360000,False,,,0,,E. Gordon STEAL (1 STL),[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
139,PT00M47.20S,2024-03-24T00:32:11.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626220,24.78646517739816,8.333333333333332,1610612756,17,26,2024-03-24T00:38:02Z,1370000,False,208.0,180.0,1,left,MISS R. O'Neale 27' running 3PT,[1626220],1610612756.0,PHX,running,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,27.56,Missed,,,,,,,,,,,,,,,,
140,PT00M42.70S,2024-03-24T00:32:16.2Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612759,17,26,2024-03-24T00:32:17Z,1380000,False,,,0,,C. Osman REBOUND (Off:0 Def:3),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,,,,,139.0,3.0,3.0,0.0,,,,,,,,,,,,
141,PT00M39.80S,2024-03-24T00:32:21.1Z,1,REGULAR,foul,personal,[],203078,,,1610612759,17,26,2024-03-24T00:32:34Z,1390000,False,,,0,,B. Beal personal FOUL (1 PF),"[203078, 1626224]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,201246.0,,,,,,,,,,,,,,,,1.0,0.0,Osman,1626224.0
143,PT00M34.60S,2024-03-24T00:32:47.2Z,1,REGULAR,2pt,Jump Shot,[],1641705,80.89684625492772,73.52941176470588,1610612759,17,26,2024-03-24T00:32:51Z,1410000,False,118.0,127.0,1,right,MISS V. Wembanyama 17' pullup Shot,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Right Center,,,17.32,Missed,,,,,,,,,,,,,,,,
144,PT00M30.70S,2024-03-24T00:32:51.1Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612756,17,26,2024-03-24T00:32:51Z,1420000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Mid-Range,16-24 Right Center,,,,,143.0,1.0,1.0,0.0,,,,,,,,,,,,
145,PT00M06.90S,2024-03-24T00:33:14.8Z,1,REGULAR,3pt,Jump Shot,[],1626220,34.90473061760841,58.333333333333336,1610612756,17,26,2024-03-24T00:33:21Z,1430000,False,-42.0,276.0,1,left,MISS R. O'Neale 27' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,,,27.87,Missed,,,,,,,,,,,,,,,,
146,PT00M03.30S,2024-03-24T00:33:18.4Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,17,26,2024-03-24T00:33:18Z,1440000,False,,,0,,K. Johnson REBOUND (Off:0 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,,145.0,3.0,3.0,0.0,,,,,,,,,,,,
147,PT00M00.80S,2024-03-24T00:33:21.0Z,1,REGULAR,3pt,Jump Shot,[],1629640,66.3107752956636,75.24509803921569,1610612759,17,26,2024-03-24T00:34:05Z,1450000,False,126.0,264.0,1,right,MISS K. Johnson 29' running pullup 3PT,[1629640],1610612759.0,SAS,running pullup,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,29.28,Missed,,,,,,,,,,,,,,,,
148,PT00M00.80S,2024-03-24T00:33:21.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,17,26,2024-03-24T00:34:05Z,1460000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,147.0,,,,,,,,,,,,,,,
149,PT00M00.00S,2024-03-24T00:33:30.0Z,1,REGULAR,period,end,[],0,,,1610612759,17,26,2024-03-24T00:33:30Z,1470000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2024-03-24T00:35:36.4Z,2,REGULAR,substitution,out,['startperiod'],1626220,,,1610612759,17,26,2024-03-24T00:36:03Z,1480000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
