actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-01-28T01:40:47.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-28T01:40:47Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-01-28T01:40:51.2Z,1,REGULAR,jumpball,recovered,[],1630170,,,1610612759,0,0,2024-01-28T01:40:51Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. R. Gobert: Tip to D. Vassell,"[1630170, 1641705, 203497]",1610612759.0,SAS,startperiod,D. Vassell,1630170.0,Vassell,D. Vassell,Wembanyama,1641705.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-01-28T01:41:07.2Z,1,REGULAR,2pt,Jump Shot,[],1630170,76.03482260183968,50.49019607843137,1610612759,2,0,2024-01-28T01:41:14Z,70000,False,2.0,173.0,1,right,D. Vassell 17' pullup Jump Shot (2 PTS) (V. Wembanyama 1 AST),"[1630170, 1641705]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Center,17.28,Made,2.0,V. Wembanyama,1641705.0,1.0,,,,,,,,,,,,,,
9,PT11M26.00S,2024-01-28T01:41:25.2Z,1,REGULAR,foul,personal,[],1630200,,,1610612750,2,0,2024-01-28T01:41:40Z,90000,False,,,0,,T. Jones personal FOUL (1 PF),"[1630200, 203497]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628954.0,1.0,0.0,Gobert,203497.0,,,,,,,,,
11,PT11M23.00S,2024-01-28T01:41:44.2Z,1,REGULAR,3pt,Jump Shot,[],1630162,5.732588699080158,97.05882352941177,1610612750,2,3,2024-01-28T01:41:51Z,110000,False,-235.0,1.0,1,left,A. Edwards 3PT  (3 PTS) (N. Alexander-Walker 1 AST),"[1630162, 1629638]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Left Corner 3,24+ Left,23.53,Made,3.0,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,,,,,,
13,PT11M08.00S,2024-01-28T01:41:57.6Z,1,REGULAR,3pt,Jump Shot,[],1641705,66.70499342969777,64.4607843137255,1610612759,5,3,2024-01-28T01:42:03Z,130000,False,72.0,260.0,1,right,V. Wembanyama 27' 3PT  (3 PTS) (T. Jones 1 AST),"[1641705, 1630200]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,27.03,Made,3.0,T. Jones,1630200.0,1.0,,,,,,,,,,,,,,
16,PT10M52.00S,2024-01-28T01:43:52.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,6.389618922470433,55.14705882352941,1610612750,5,5,2024-01-28T01:43:59Z,160000,False,-26.0,8.0,1,left,K. Towns driving Layup (2 PTS),[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,2.68,Made,2.0,,,,,,,,,,,,,,,,,
17,PT10M44.00S,2024-01-28T01:44:07.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630577,89.17542706964521,51.71568627450981,1610612759,5,5,2024-01-28T02:03:18Z,170000,False,9.0,49.0,1,right,MISS J. Champagnie cutting Layup,[1630577],1610612759.0,SAS,cutting,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,5.0,Missed,,,,,,,,,,,,,,,,,,
18,PT10M43.00S,2024-01-28T01:44:08.5Z,1,REGULAR,rebound,offensive,[],1630577,,,1610612759,5,5,2024-01-28T02:03:18Z,180000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:0),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,17.0,1.0,0.0,1.0,,,,,
19,PT10M38.00S,2024-01-28T01:44:15.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631110,94.21813403416557,47.22349877450981,1610612759,5,5,2024-01-28T02:03:35Z,190000,False,-14.0,2.0,1,right,MISS J. Sochan driving Layup - blocked,"[1631110, 203497]",1610612759.0,SAS,driving,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1.4,Missed,,,,,,,,,,,,,,Gobert,203497.0,,,
