actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-03-17T23:11:55.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-17T23:11:55Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-03-17T23:11:58.0Z,1,REGULAR,jumpball,recovered,[],1631110,,,1610612759,0,0,2024-03-17T23:11:58Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. N. Claxton: Tip to J. Sochan,"[1631110, 1641705, 1629651]",1610612759.0,SAS,startperiod,J. Sochan,1631110.0,Sochan,J. Sochan,Wembanyama,1641705.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2024-03-17T23:12:12.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,94.03745072273325,38.23529411764706,1610612759,2,0,2024-03-17T23:12:20Z,70000,False,-59.0,4.0,1,right,V. Wembanyama floating Jump Shot (2 PTS) (J. Sochan 1 AST),"[1641705, 1631110]",1610612759.0,SAS,floating,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,5.89,Made,2.0,J. Sochan,1631110.0,1.0,,,,,,,,,,,,,,
9,PT11M17.00S,2024-03-17T23:12:38.1Z,1,REGULAR,2pt,Jump Shot,[],1630560,12.040078843626807,75.24509803921569,1610612751,2,2,2024-03-17T23:12:44Z,90000,False,-126.0,61.0,1,left,C. Thomas 14' step back Jump Shot (2 PTS) (N. Claxton 1 AST),"[1630560, 1629651]",1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Left,14.0,Made,2.0,N. Claxton,1629651.0,1.0,,,,,,,,,,,,,,
11,PT11M07.00S,2024-03-17T23:12:47.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,94.43166885676742,47.05882352941176,1610612759,4,2,2024-03-17T23:12:53Z,110000,False,-15.0,0.0,1,right,T. Jones driving finger roll Layup (2 PTS),[1630200],1610612759.0,SAS,driving finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1.47,Made,2.0,,,,,,,,,,,,,,,,,
12,PT10M54.00S,2024-03-17T23:12:59.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,13.091327201051248,64.4607843137255,1610612751,4,2,2024-03-17T23:13:05Z,120000,False,-72.0,71.0,1,left,MISS M. Bridges 10' pullup Shot - blocked,"[1628969, 1641705]",1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Left,10.11,Missed,,,,,Wembanyama,1641705.0,,,,,,,,,,,,
13,PT10M54.00S,2024-03-17T23:12:59.8Z,1,REGULAR,block,,[],1641705,,,1610612751,4,2,2024-03-17T23:13:02Z,130000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
14,PT10M51.00S,2024-03-17T23:13:02.8Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,4,2,2024-03-17T23:14:47Z,140000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,
15,PT10M44.00S,2024-03-17T23:13:10.3Z,1,REGULAR,3pt,Jump Shot,[],1630577,75.3777923784494,11.519607843137255,1610612759,4,2,2024-03-17T23:13:16Z,150000,False,-192.0,179.0,1,right,MISS J. Champagnie 26' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,26.27,Missed,,,,,,,,,,,,,,,,,,
16,PT10M40.00S,2024-03-17T23:13:14.3Z,1,REGULAR,rebound,defensive,[],203471,,,1610612751,4,2,2024-03-17T23:13:16Z,160000,False,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Left Center,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,
17,PT10M26.00S,2024-03-17T23:13:28.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,6.521024967148489,53.431372549019606,1610612751,4,2,2024-03-17T23:13:34Z,170000,False,-17.0,9.0,1,left,MISS N. Claxton Layup,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.93,Missed,,,,,,,,,,,,,,,,,,
18,PT10M23.00S,2024-03-17T23:13:31.4Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,4,2,2024-03-17T23:13:34Z,180000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,17.0,2.0,2.0,0.0,,,,,,,,
19,PT10M17.00S,2024-03-17T23:13:36.9Z,1,REGULAR,3pt,Jump Shot,[],1630170,66.3107752956636,48.28431372549019,1610612759,4,2,2024-03-17T23:13:42Z,190000,False,-9.0,264.0,1,right,MISS D. Vassell 26' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,26.43,Missed,,,,,,,,,,,,,,,,,,
20,PT10M15.00S,2024-03-17T23:13:38.9Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,4,2,2024-03-17T23:13:42Z,200000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,
21,PT10M08.00S,2024-03-17T23:13:46.4Z,1,REGULAR,2pt,Jump Shot,[],203471,13.354139290407357,15.441176470588236,1610612751,4,2,2024-03-17T23:13:51Z,210000,False,173.0,73.0,1,left,MISS D. Schroder 18' pullup Shot,[203471],1610612751.0,BKN,pullup,,,Schroder,D. Schroder,,,,,Mid-Range,16-24 Right,18.76,Missed,,,,,,,,,,,,,,,,,,
22,PT10M04.00S,2024-03-17T23:13:50.4Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,4,2,2024-03-17T23:13:51Z,220000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Right,,,,,,,,,21.0,3.0,3.0,0.0,,,,,,,,
23,PT09M59.00S,2024-03-17T23:13:55.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641705,67.62483574244416,36.029411764705884,1610612759,4,2,2024-03-17T23:15:10Z,230000,False,-70.0,252.0,1,right,MISS V. Wembanyama 26' running pullup 3PT,[1641705],1610612759.0,SAS,running pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,26.13,Missed,,,,,,,,,,,,,,,,,,
