actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-01T01:10:21.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-01T01:10:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-12-01T01:10:24.7Z,1,REGULAR,jumpball,recovered,[],1631110,,,1610612759,0,0,2023-12-01T01:10:24Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. C. Capela: Tip to J. Sochan,"[1631110, 1641705, 203991]",1610612759.0,SAS,startperiod,J. Sochan,1631110.0,Sochan,J. Sochan,Wembanyama,1641705.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2023-12-01T01:10:39.8Z,1,REGULAR,3pt,Jump Shot,[],1629640,70.12155059132719,78.67647058823529,1610612759,3,0,2023-12-01T01:10:46Z,70000,False,143.0,228.0,1,right,K. Johnson 26' 3PT  (3 PTS) (Z. Collins 1 AST),"[1629640, 1628380]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,26.97,Made,3.0,Z. Collins,1628380.0,1.0,,,,,,,,,,,,,,
9,PT11M21.00S,2023-12-01T01:10:58.6Z,1,REGULAR,2pt,Jump Shot,[],1627749,20.630749014454665,49.38725490196079,1610612737,3,2,2023-12-01T01:11:06Z,90000,False,3.0,141.0,1,left,D. Murray 14' pullup Jump Shot (2 PTS) (T. Young 1 AST),"[1627749, 1629027]",1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,8-16 Center,14.14,Made,2.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,
11,PT11M12.00S,2023-12-01T01:11:08.0Z,1,REGULAR,turnover,bad pass,[],1631103,,,1610612759,3,2,2023-12-01T01:11:13Z,110000,False,,,0,,M. Branham bad pass TURNOVER (1 TO),"[1631103, 1627749]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Mid-Range,16-24 Left,,,,,,,1.0,Murray,1627749.0,,,,,,,,,,,
12,PT11M12.00S,2023-12-01T01:11:08.0Z,1,REGULAR,steal,,[],1627749,,,1610612737,3,2,2023-12-01T01:11:10Z,120000,False,,,0,,D. Murray STEAL (1 STL),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
13,PT11M05.00S,2023-12-01T01:11:15.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627749,14.273981603153747,73.2843137254902,1610612737,3,2,2023-12-01T01:11:23Z,130000,False,-116.0,82.0,1,left,MISS D. Murray 14' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,14.22,Missed,,,,,,,,,,,,,,,,,,
14,PT11M02.00S,2023-12-01T01:11:19.0Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,3,2,2023-12-01T01:11:19Z,140000,False,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,8-16 Left,,,,,,,,,,13.0,1.0,0.0,1.0,,,,,,,
15,PT10M59.00S,2023-12-01T01:11:20.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",203991,9.937582128777924,50.0,1610612737,3,2,2023-12-01T01:11:27Z,150000,False,0.0,41.0,1,left,MISS C. Capela Hook,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,4.09,Missed,,,,,,,,,,,,,,,,,,
16,PT10M59.00S,2023-12-01T01:11:20.9Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,3,2,2023-12-01T01:11:27Z,160000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,
