actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-23T00:10:29.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-23T00:10:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-03-23T00:10:32.2Z,1,REGULAR,jumpball,recovered,[],1629723,,,1610612763,0,0,2024-03-23T00:10:32Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. V. Wembanyama: Tip to J. Konchar,"[1629723, 1628991, 1641705]",1610612763.0,MEM,startperiod,J. Konchar,1629723.0,Konchar,J. Konchar,Jackson Jr.,1628991.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-03-23T00:10:46.5Z,1,REGULAR,3pt,Jump Shot,[],1629723,70.64717477003943,81.61764705882352,1610612763,0,0,2024-03-23T00:10:53Z,70000,False,158.0,223.0,1,right,MISS J. Konchar 27' 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Right Center,27.37,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2024-03-23T00:10:48.5Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,0,0,2024-03-23T00:10:53Z,80000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M30.00S,2024-03-23T00:10:58.5Z,1,REGULAR,3pt,Jump Shot,[],1630200,20.45006570302234,91.17647058823529,1610612759,0,0,2024-03-23T00:11:12Z,90000,False,-206.0,140.0,1,left,MISS T. Jones 24' 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,24.88,Missed,,,,,,,,,,,,,,,,,,
10,PT11M27.00S,2024-03-23T00:11:01.5Z,1,REGULAR,rebound,defensive,[],1641713,,,1610612763,0,0,2024-03-23T00:11:12Z,100000,False,,,0,,G. Jackson REBOUND (Off:0 Def:1),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M18.00S,2024-03-23T00:11:10.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,88.25558475689881,51.225490196078425,1610612763,0,0,2024-03-23T00:12:02Z,110000,False,6.0,58.0,1,right,MISS J. Jackson Jr. turnaround Hook,[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.82,Missed,,,,,,,,,,,,,,,,,,
12,PT11M15.00S,2024-03-23T00:11:13.3Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,0,0,2024-03-23T00:11:13Z,120000,False,,,0,,J. Sochan REBOUND (Off:0 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,11.0,2.0,2.0,0.0,,,,,,,,,,,,,,
13,PT11M09.00S,2024-03-23T00:11:18.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641705,35.43035479632063,49.50980392156863,1610612759,3,0,2024-03-23T00:12:49Z,130000,False,2.0,281.0,1,left,V. Wembanyama 28' 3PT running pullup (3 PTS) (J. Sochan 1 AST),"[1641705, 1631110]",1610612759.0,SAS,running pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,28.05,Made,,,,,3.0,J. Sochan,1631110.0,1.0,,,,,,,,,,
15,PT10M55.00S,2024-03-23T00:11:32.6Z,1,REGULAR,3pt,Jump Shot,[],1630583,78.66294349540078,6.862745098039216,1610612763,3,0,2024-03-23T00:11:38Z,150000,False,-216.0,148.0,1,right,MISS S. Aldama 26' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,26.16,Missed,,,,,,,,,,,,,,,,,,
