actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-01-05T00:35:27.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-05T00:35:27Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-01-05T00:35:30.2Z,1,REGULAR,jumpball,recovered,[],1630200,,,1610612759,0,0,2024-01-05T00:35:30Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. B. Lopez: Tip to T. Jones,"[1630200, 1641705, 201572]",1610612759.0,SAS,startperiod,T. Jones,1630200.0,Jones,T. Jones,Wembanyama,1641705.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2024-01-05T00:35:44.3Z,1,REGULAR,3pt,Jump Shot,[],1631110,21.369908015768726,8.823529411764707,1610612759,0,0,2024-01-05T00:35:48Z,70000,False,206.0,148.0,1,left,MISS J. Sochan 25' 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,25.38,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2024-01-05T00:35:47.3Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,0,0,2024-01-05T00:35:48Z,80000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M23.00S,2024-01-05T00:36:04.3Z,1,REGULAR,2pt,Jump Shot,[],201572,86.67871222076215,30.14705882352941,1610612749,0,0,2024-01-05T00:36:16Z,90000,False,-99.0,73.0,1,right,MISS B. Lopez 12' pullup Shot,[201572],1610612749.0,MIL,pullup,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Left,12.31,Missed,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2024-01-05T00:36:06.3Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,0,0,2024-01-05T00:36:16Z,100000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Left,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M15.00S,2024-01-05T00:36:14.2Z,1,REGULAR,foul,personal,['2freethrow'],203507,,,1610612759,0,0,2024-01-05T00:36:21Z,110000,False,,,0,,G. Antetokounmpo shooting personal FOUL (1 PF) (Wembanyama 2 FT),"[203507, 1641705]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Right,,,,,,,1627541.0,1.0,0.0,Wembanyama,1641705.0,,,,,,,,,
13,PT11M15.00S,2024-01-05T00:36:35.2Z,1,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,1,0,2024-01-05T00:36:35Z,130000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (1 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
14,PT11M15.00S,2024-01-05T00:36:53.2Z,1,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,2,0,2024-01-05T00:36:53Z,140000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (2 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
15,PT11M05.00S,2024-01-05T00:37:04.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,95.0886990801577,48.77450980392157,1610612749,2,2,2024-01-05T00:37:09Z,150000,False,-6.0,-6.0,1,right,G. Antetokounmpo driving reverse Layup (2 PTS) (D. Lillard 1 AST),"[203507, 203081]",1610612749.0,MIL,driving reverse,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,,,,,,2.0,D. Lillard,203081.0,1.0,,,,,
17,PT10M51.00S,2024-01-05T00:37:17.1Z,1,REGULAR,turnover,bad pass,[],1630200,,,1610612759,2,2,2024-01-05T00:37:20Z,170000,False,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1630200, 203114]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,1.0,Middleton,203114.0,,
18,PT10M51.00S,2024-01-05T00:37:17.1Z,1,REGULAR,steal,,[],203114,,,1610612749,2,2,2024-01-05T00:37:19Z,180000,False,,,0,,K. Middleton STEAL (1 STL),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
19,PT10M45.00S,2024-01-05T00:37:23.2Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",203114,76.5604467805519,37.745098039215684,1610612749,2,2,2024-01-05T00:37:29Z,190000,False,-61.0,168.0,1,right,MISS K. Middleton 17' step back Shot,[203114],1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Left Center,17.86,Missed,,,,,,,,,,,,,,,,,,
20,PT10M43.00S,2024-01-05T00:37:25.2Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,2,2,2024-01-05T00:37:29Z,200000,False,,,0,,J. Sochan REBOUND (Off:0 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Left Center,,,19.0,2.0,2.0,0.0,,,,,,,,,,,,,,
21,PT10M35.00S,2024-01-05T00:37:33.6Z,1,REGULAR,3pt,Jump Shot,[],1630170,30.831143232588698,70.34313725490196,1610612759,5,2,2024-01-05T00:37:43Z,210000,False,-102.0,237.0,1,left,D. Vassell 25' 3PT turnaround fadeaway (3 PTS) (T. Jones 1 AST),"[1630170, 1630200]",1610612759.0,SAS,turnaround fadeaway,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,25.82,Made,,,,,,,,,,3.0,T. Jones,1630200.0,1.0,,,,,
23,PT10M20.00S,2024-01-05T00:37:49.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201572,93.9060446780552,34.068627450980394,1610612749,5,4,2024-01-05T00:38:56Z,230000,False,-80.0,5.0,1,right,B. Lopez 7' Hook (2 PTS) (K. Middleton 1 AST),"[201572, 203114]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,7.98,Made,,,,,,,,,,2.0,K. Middleton,203114.0,1.0,,,,,
25,PT10M10.00S,2024-01-05T00:37:58.0Z,1,REGULAR,3pt,Jump Shot,[],1641705,32.933639947437584,59.068627450980394,1610612759,5,4,2024-01-05T00:38:03Z,250000,False,-45.0,257.0,1,left,MISS V. Wembanyama 26' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,26.11,Missed,,,,,,,,,,,,,,,,,,
26,PT10M08.00S,2024-01-05T00:38:00.0Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612749,5,4,2024-01-05T00:38:03Z,260000,False,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT10M02.00S,2024-01-05T00:38:09.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,91.01511169513797,62.99019607843137,1610612749,5,4,2024-01-05T00:40:48Z,270000,False,65.0,32.0,1,right,MISS G. Antetokounmpo 7' driving Layup - blocked,"[203507, 1631110]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,7.24,Missed,,,,,,,,,,,,,,,,,Sochan,1631110.0
28,PT10M02.00S,2024-01-05T00:38:09.9Z,1,REGULAR,block,,[],1631110,,,1610612749,5,4,2024-01-05T00:38:12Z,280000,False,,,0,,J. Sochan BLOCK (1 BLK),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT10M00.00S,2024-01-05T00:38:11.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,5,4,2024-01-05T00:40:48Z,290000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,27.0,,,,,,,,,,,,,,,,,
31,PT09M59.00S,2024-01-05T00:38:24.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627736,93.11760840998686,49.26470588235294,1610612749,5,6,2024-01-05T00:40:34Z,310000,False,-4.0,12.0,1,right,M. Beasley reverse Layup (2 PTS) (D. Lillard 2 AST),"[1627736, 203081]",1610612749.0,MIL,reverse,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,1.27,Made,,,,,,,,,,2.0,D. Lillard,203081.0,2.0,,,,,
33,PT09M58.00S,2024-01-05T00:38:28.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,5,6,2024-01-05T00:38:28Z,330000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M47.00S,2024-01-05T00:42:19.1Z,1,REGULAR,turnover,bad pass,[],1641705,,,1610612759,5,6,2024-01-05T00:42:24Z,340000,False,,,0,,V. Wembanyama bad pass TURNOVER (1 TO),"[1641705, 203507]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,Antetokounmpo,203507.0,,
35,PT09M47.00S,2024-01-05T00:42:19.1Z,1,REGULAR,steal,,[],203507,,,1610612749,5,6,2024-01-05T00:42:21Z,350000,False,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
36,PT09M40.00S,2024-01-05T00:42:26.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203114,67.88764783180025,54.90196078431373,1610612749,5,9,2024-01-05T00:42:33Z,360000,False,25.0,249.0,1,right,K. Middleton 25' 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[203114, 203507]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Center,25.06,Made,,,,,,,,,,3.0,G. Antetokounmpo,203507.0,1.0,,,,,
38,PT09M27.00S,2024-01-05T00:42:38.3Z,1,REGULAR,3pt,Jump Shot,[],1641705,30.305519053876477,67.8921568627451,1610612759,5,9,2024-01-05T00:42:42Z,380000,False,-89.0,232.0,1,left,MISS V. Wembanyama 24' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,24.9,Missed,,,,,,,,,,,,,,,,,,
