actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoverdPersonId
469,PT00M45.80S,2023-10-28T01:40:50.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626224,92.19776609724047,51.9607843137255,1610612759,73,81,2023-10-28T01:40:56Z,4620000,False,10.0,21.0,1,right,C. Osman driving finger roll Layup (11 PTS),[1626224],1610612759.0,SAS,driving finger roll,,,,,,Restricted Area,0-8 Center,2.3,Made,11.0,Osman,C. Osman,,,,,,,,,,,,,,,,,,
471,PT00M30.30S,2023-10-28T01:41:09.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,6.783837056504599,64.4607843137255,1610612745,73,83,2023-10-28T01:41:16Z,4640000,False,-72.0,11.0,1,left,J. Green 7' pullup Jump Shot (18 PTS),[1630224],1610612745.0,HOU,pullup,,,,,,In The Paint (Non-RA),0-8 Center,7.32,Made,18.0,Green,J. Green,,,,,,,,,,,,,,,,,,
472,PT00M09.80S,2023-10-28T01:41:30.8Z,3,REGULAR,3pt,Jump Shot,[],1626224,65.25952693823915,29.166666666666668,1610612759,73,83,2023-10-28T01:41:39Z,4650000,False,-104.0,274.0,1,right,MISS C. Osman 29' 3PT,[1626224],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,29.32,Missed,,Osman,C. Osman,,,,,,,,,,,,,,,,,,
473,PT00M08.20S,2023-10-28T01:41:32.4Z,3,REGULAR,rebound,offensive,[],1629646,,,1610612759,73,83,2023-10-28T01:41:32Z,4660000,False,,,0,,C. Bassey REBOUND (Off:1 Def:2),[1629646],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,,,,Bassey,C. Bassey,,,,472.0,3.0,2.0,1.0,,,,,,,,,,,
474,PT00M06.00S,2023-10-28T01:41:34.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203926,66.96780551905388,41.42156862745098,1610612759,76,83,2023-10-28T01:41:43Z,4670000,False,-43.0,258.0,1,right,D. McDermott 26' 3PT  (3 PTS) (M. Branham 3 AST),"[203926, 1631103]",1610612759.0,SAS,,,,,,,Above the Break 3,24+ Center,26.15,Made,3.0,McDermott,D. McDermott,M. Branham,1631103.0,3.0,,,,,,,,,,,,,,,
476,PT00M00.00S,2023-10-28T01:41:48.1Z,3,REGULAR,3pt,Jump Shot,[],1630224,34.11629434954008,29.65686274509804,1610612745,76,83,2023-10-28T01:41:54Z,4690000,False,102.0,268.0,1,left,MISS J. Green 28' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Right Center,28.68,Missed,,Green,J. Green,,,,,,,,,,,,,,,,,,
477,PT00M00.00S,2023-10-28T01:41:50.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,76,83,2023-10-28T01:41:50Z,4700000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,476.0,,,,,,,,,,,,,,
478,PT00M00.00S,2023-10-28T01:41:52.4Z,3,REGULAR,period,end,[],0,,,1610612745,76,83,2023-10-28T01:41:52Z,4710000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2023-10-28T01:44:05.6Z,4,REGULAR,substitution,out,['startperiod'],1631110,,,1610612745,76,83,2023-10-28T01:44:37Z,4720000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,,,,,,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2023-10-28T01:44:05.6Z,4,REGULAR,substitution,out,['startperiod'],1626224,,,1610612745,76,83,2023-10-28T01:44:37Z,4730000,False,,,0,,SUB out: C. Osman,[1626224],1610612759.0,SAS,,,,,,,,,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2023-10-28T01:44:05.6Z,4,REGULAR,substitution,out,['startperiod'],1629646,,,1610612745,76,83,2023-10-28T01:44:37Z,4740000,False,,,0,,SUB out: C. Bassey,[1629646],1610612759.0,SAS,,,,,,,,,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2023-10-28T01:44:05.6Z,4,REGULAR,substitution,out,['startperiod'],1641708,,,1610612745,76,83,2023-10-28T01:44:37Z,4750000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2023-10-28T01:44:05.6Z,4,REGULAR,substitution,out,['startperiod'],1630256,,,1610612745,76,83,2023-10-28T01:44:37Z,4760000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2023-10-28T01:44:05.6Z,4,REGULAR,substitution,out,['startperiod'],1626246,,,1610612745,76,83,2023-10-28T01:44:37Z,4770000,False,,,0,,SUB out: B. Marjanovic,[1626246],1610612745.0,HOU,,,,,,,,,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2023-10-28T01:44:05.6Z,4,REGULAR,substitution,out,['startperiod'],1630224,,,1610612745,76,83,2023-10-28T01:44:37Z,4780000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2023-10-28T01:44:05.6Z,4,REGULAR,substitution,in,['startperiod'],1630200,,,1610612745,76,83,2023-10-28T01:44:37Z,4790000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2023-10-28T01:44:05.6Z,4,REGULAR,substitution,in,['startperiod'],1628380,,,1610612745,76,83,2023-10-28T01:44:37Z,4800000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,,,,,,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2023-10-28T01:44:05.6Z,4,REGULAR,substitution,in,['startperiod'],1629640,,,1610612745,76,83,2023-10-28T01:44:37Z,4810000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,,,,,,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2023-10-28T01:44:05.6Z,4,REGULAR,substitution,in,['startperiod'],1628415,,,1610612745,76,83,2023-10-28T01:44:37Z,4820000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2023-10-28T01:44:05.6Z,4,REGULAR,substitution,in,['startperiod'],1627832,,,1610612745,76,83,2023-10-28T01:44:37Z,4830000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,,,,,,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2023-10-28T01:44:05.6Z,4,REGULAR,substitution,in,['startperiod'],203493,,,1610612745,76,83,2023-10-28T01:44:37Z,4840000,False,,,0,,SUB in: R. Bullock Jr.,[203493],1610612745.0,HOU,,,,,,,,,,,,Bullock Jr.,R. Bullock Jr.,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2023-10-28T01:44:05.6Z,4,REGULAR,substitution,in,['startperiod'],1630578,,,1610612745,76,83,2023-10-28T01:44:37Z,4850000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2023-10-28T01:44:37.9Z,4,REGULAR,period,start,[],0,,,1610612759,76,83,2023-10-28T01:44:37Z,4860000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT11M48.00S,2023-10-28T01:44:49.6Z,4,REGULAR,3pt,Jump Shot,[],203926,73.9323258869908,84.55882352941177,1610612759,79,83,2023-10-28T01:44:59Z,4870000,False,173.0,193.0,1,right,D. McDermott 25' 3PT  (6 PTS) (K. Johnson 3 AST),"[203926, 1629640]",1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,25.87,Made,6.0,McDermott,D. McDermott,K. Johnson,1629640.0,3.0,,,,,,,,,,,,,,,
496,PT11M24.00S,2023-10-28T01:45:12.1Z,4,REGULAR,3pt,Jump Shot,[],1627832,33.98488830486202,46.07843137254902,1610612745,79,83,2023-10-28T01:45:20Z,4890000,False,20.0,267.0,1,left,MISS F. VanVleet 26' 3PT,[1627832],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,26.77,Missed,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
497,PT11M19.00S,2023-10-28T01:45:17.1Z,4,REGULAR,rebound,defensive,[],1630200,,,1610612759,79,83,2023-10-28T01:45:20Z,4900000,False,,,0,,T. Jones REBOUND (Off:2 Def:2),[1630200],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Center,,,,Jones,T. Jones,,,,496.0,4.0,2.0,2.0,,,,,,,,,,,
498,PT11M17.00S,2023-10-28T01:45:20.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630200,91.5407358738502,53.18627450980392,1610612759,81,83,2023-10-28T01:45:39Z,4910000,False,16.0,27.0,1,right,T. Jones running finger roll Layup (6 PTS),[1630200],1610612759.0,SAS,running finger roll,,,,,,Restricted Area,0-8 Center,3.13,Made,6.0,Jones,T. Jones,,,,,,,,,,,,,,,,,,
499,PT10M55.00S,2023-10-28T01:45:41.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,8.754927726675426,48.529411764705884,1610612745,81,85,2023-10-28T01:45:47Z,4920000,False,7.0,30.0,1,left,A. Sengun Layup (14 PTS),[1630578],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,3.07,Made,14.0,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
500,PT10M45.00S,2023-10-28T01:45:52.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,92.19776609724047,46.568627450980394,1610612759,83,85,2023-10-28T01:45:59Z,4930000,False,-17.0,21.0,1,right,Z. Collins cutting finger roll Layup (4 PTS) (M. Branham 4 AST),"[1628380, 1631103]",1610612759.0,SAS,cutting finger roll,,,,,,Restricted Area,0-8 Center,2.7,Made,4.0,Collins,Z. Collins,M. Branham,1631103.0,4.0,,,,,,,,,,,,,,,
502,PT10M19.00S,2023-10-28T01:46:20.3Z,4,REGULAR,foul,personal,['2freethrow'],1629640,,,1610612745,83,85,2023-10-28T01:46:56Z,4950000,False,,,0,,K. Johnson shooting personal FOUL (4 PF) (Brooks 2 FT),"[1629640, 1628415]",1610612759.0,SAS,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,,Johnson,K. Johnson,,,,,,,,,,202026.0,,,,4.0,0.0,Brooks,1628415.0,
506,PT10M19.00S,2023-10-28T01:48:39.4Z,4,REGULAR,freethrow,1 of 2,[],1628415,,,1610612745,83,86,2023-10-28T01:48:39Z,4990000,False,,,0,,D. Brooks Free Throw 1 of 2 (12 PTS),[1628415],1610612745.0,HOU,,,,,,,,,,Made,12.0,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,
509,PT10M19.00S,2023-10-28T01:48:58.0Z,4,REGULAR,freethrow,2 of 2,[],1628415,,,1610612745,83,87,2023-10-28T01:48:58Z,5020000,False,,,0,,D. Brooks Free Throw 2 of 2 (13 PTS),[1628415],1610612745.0,HOU,,,,,,,,,,Made,13.0,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,
507,PT10M19.00S,2023-10-28T01:48:41.2Z,4,REGULAR,substitution,out,[],1631103,,,1610612759,83,87,2023-10-28T01:53:29Z,5025000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,,,,,,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,
508,PT10M19.00S,2023-10-28T01:48:41.2Z,4,REGULAR,substitution,in,[],1641705,,,1610612759,83,87,2023-10-28T01:53:29Z,5027500,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,,,,,,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
511,PT10M03.00S,2023-10-28T01:49:33.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203926,92.46057818659659,45.83333333333333,1610612759,85,87,2023-10-28T01:49:42Z,5040000,False,-21.0,18.0,1,right,D. McDermott cutting Layup (8 PTS) (Z. Collins 7 AST),"[203926, 1628380]",1610612759.0,SAS,cutting,,,,,,Restricted Area,0-8 Center,2.78,Made,8.0,McDermott,D. McDermott,Z. Collins,1628380.0,7.0,,,,,,,,,,,,,,,
513,PT09M44.00S,2023-10-28T01:49:51.1Z,4,REGULAR,2pt,Jump Shot,[],1627832,11.12023653088042,21.813725490196077,1610612745,85,87,2023-10-28T01:49:59Z,5060000,False,141.0,52.0,1,left,MISS F. VanVleet 15' pullup Shot,[1627832],1610612745.0,HOU,pullup,,,,,,Mid-Range,8-16 Right,15.02,Missed,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
514,PT09M41.00S,2023-10-28T01:49:54.1Z,4,REGULAR,rebound,defensive,[],1628380,,,1610612759,85,87,2023-10-28T01:49:54Z,5070000,False,,,0,,Z. Collins REBOUND (Off:0 Def:6),[1628380],1610612759.0,SAS,,,,,,,Mid-Range,8-16 Right,,,,Collins,Z. Collins,,,,513.0,6.0,6.0,0.0,,,,,,,,,,,
515,PT09M27.00S,2023-10-28T01:50:08.9Z,4,REGULAR,3pt,Jump Shot,[],1629640,67.62483574244416,58.08823529411765,1610612759,85,87,2023-10-28T01:50:16Z,5080000,False,40.0,252.0,1,right,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Center,25.5,Missed,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
516,PT09M24.00S,2023-10-28T01:50:12.5Z,4,REGULAR,rebound,offensive,[],1641705,,,1610612759,85,87,2023-10-28T01:50:12Z,5090000,False,,,0,,V. Wembanyama REBOUND (Off:3 Def:2),[1641705],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Center,,,,Wembanyama,V. Wembanyama,,,,515.0,5.0,2.0,3.0,,,,,,,,,,,
517,PT09M24.00S,2023-10-28T01:50:12.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641705,94.40999984741211,50.0,1610612759,85,87,2023-10-28T01:50:12Z,5100000,False,0.0,0.0,1,right,MISS V. Wembanyama tip DUNK,[1641705],1610612759.0,SAS,tip,,,,,,Mid-Range,8-16 Left,0.0,Missed,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
518,PT09M23.00S,2023-10-28T01:50:13.5Z,4,REGULAR,rebound,offensive,[],1630200,,,1610612759,85,87,2023-10-28T01:50:13Z,5110000,False,,,0,,T. Jones REBOUND (Off:3 Def:2),[1630200],1610612759.0,SAS,,,,,,,Mid-Range,8-16 Left,,,,Jones,T. Jones,,,,517.0,5.0,2.0,3.0,,,,,,,,,,,
519,PT09M19.00S,2023-10-28T01:50:17.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628380,92.72339027595268,2.696078431372549,1610612759,85,87,2023-10-28T01:50:24Z,5120000,False,-237.0,16.0,1,right,MISS Z. Collins 3PT,[1628380],1610612759.0,SAS,,,,,,,Left Corner 3,24+ Left,23.7,Missed,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
520,PT09M16.00S,2023-10-28T01:50:20.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612745,85,87,2023-10-28T01:50:24Z,5130000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,Left Corner 3,24+ Left,,,,,,,,,519.0,,,,,,,,,,,,,,
522,PT09M07.00S,2023-10-28T01:50:42.0Z,4,REGULAR,foul,offensive,[],203493,,,1610612745,85,87,2023-10-28T01:50:56Z,5150000,False,,,0,,R. Bullock Jr. offensive FOUL (1 PF),"[203493, 1628380]",1610612745.0,HOU,,,,,,,Mid-Range,16-24 Right Center,,,,Bullock Jr.,R. Bullock Jr.,,,,,,,,,,101283.0,,,,1.0,0.0,Collins,1628380.0,
524,PT09M07.00S,2023-10-28T01:50:42.0Z,4,REGULAR,turnover,offensive foul,[],203493,,,1610612745,85,87,2023-10-28T01:50:42Z,5170000,False,,,0,,R. Bullock Jr. offensive foul TURNOVER (1 TO),[203493],1610612745.0,HOU,,,,,,,Mid-Range,16-24 Right Center,,,,Bullock Jr.,R. Bullock Jr.,,,,,,,,,,101283.0,1.0,,,,,,,
525,PT08M52.00S,2023-10-28T01:51:12.9Z,4,REGULAR,foul,personal,[],1627832,,,1610612759,85,87,2023-10-28T01:51:24Z,5180000,False,,,0,,F. VanVleet loose ball personal FOUL (3 PF),"[1627832, 1630200]",1610612745.0,HOU,loose ball,,,,,,Above the Break 3,24+ Right Center,,,,VanVleet,F. VanVleet,,,,,,,,,,1627526.0,,,,3.0,0.0,Jones,1630200.0,
527,PT08M44.00S,2023-10-28T01:51:36.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630200,66.5735873850197,59.80392156862745,1610612759,85,87,2023-10-28T01:51:42Z,5200000,False,49.0,262.0,1,right,MISS T. Jones 26' pullup 3PT,[1630200],1610612759.0,SAS,pullup,,,,,,Above the Break 3,24+ Center,26.62,Missed,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
528,PT08M41.00S,2023-10-28T01:51:39.2Z,4,REGULAR,rebound,defensive,[],203493,,,1610612745,85,87,2023-10-28T01:51:42Z,5210000,False,,,0,,R. Bullock Jr. REBOUND (Off:0 Def:3),[203493],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,,Bullock Jr.,R. Bullock Jr.,,,,527.0,3.0,3.0,0.0,,,,,,,,,,,
529,PT08M36.00S,2023-10-28T01:51:47.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,7.440867279894875,45.83333333333333,1610612745,85,89,2023-10-28T01:51:53Z,5220000,False,21.0,17.0,1,left,F. VanVleet driving Layup (17 PTS),[1627832],1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,2.71,Made,17.0,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
530,PT08M36.00S,2023-10-28T01:51:50.8Z,4,REGULAR,foul,personal,['1freethrow'],1628380,,,1610612745,85,89,2023-10-28T01:52:14Z,5230000,False,,,0,,Z. Collins shooting personal FOUL (3 PF) (VanVleet 1 FT),"[1628380, 1627832]",1610612759.0,SAS,shooting,,,,,,Restricted Area,0-8 Center,,,,Collins,Z. Collins,,,,,,,,,,1627526.0,,,,3.0,0.0,VanVleet,1627832.0,
532,PT08M36.00S,2023-10-28T01:51:59.0Z,4,REGULAR,substitution,out,[],1629640,,,1610612745,85,89,2023-10-28T01:52:12Z,5250000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,,,,,,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
533,PT08M36.00S,2023-10-28T01:51:59.0Z,4,REGULAR,substitution,out,[],1628380,,,1610612745,85,89,2023-10-28T01:52:12Z,5260000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,,,,,,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
534,PT08M36.00S,2023-10-28T01:51:59.0Z,4,REGULAR,substitution,in,[],1630170,,,1610612745,85,89,2023-10-28T01:52:12Z,5270000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,,,,,,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
535,PT08M36.00S,2023-10-28T01:51:59.0Z,4,REGULAR,substitution,in,[],1626224,,,1610612745,85,89,2023-10-28T01:52:12Z,5280000,False,,,0,,SUB in: C. Osman,[1626224],1610612759.0,SAS,,,,,,,,,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,
536,PT08M36.00S,2023-10-28T01:52:28.3Z,4,REGULAR,freethrow,1 of 1,[],1627832,,,1610612745,85,89,2023-10-28T01:52:40Z,5290000,False,,,0,,MISS F. VanVleet Free Throw 1 of 1,[1627832],1610612745.0,HOU,,,,,,,,,,Missed,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
537,PT08M34.00S,2023-10-28T01:52:30.3Z,4,REGULAR,rebound,defensive,[],1641705,,,1610612759,85,89,2023-10-28T01:52:40Z,5300000,False,,,0,,V. Wembanyama REBOUND (Off:3 Def:3),[1641705],1610612759.0,SAS,,,,,,,,,,,,Wembanyama,V. Wembanyama,,,,536.0,6.0,3.0,3.0,,,,,,,,,,,
538,PT08M26.00S,2023-10-28T01:52:37.1Z,4,REGULAR,3pt,Jump Shot,[],1630170,72.35545335085413,14.215686274509803,1610612759,88,89,2023-10-28T01:52:45Z,5310000,False,-179.0,207.0,1,right,D. Vassell 27' 3PT  (17 PTS) (T. Jones 4 AST),"[1630170, 1630200]",1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,27.39,Made,17.0,Vassell,D. Vassell,T. Jones,1630200.0,4.0,,,,,,,,,,,,,,,
540,PT08M12.00S,2023-10-28T01:52:51.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,7.966491458607096,48.77450980392157,1610612745,88,91,2023-10-28T01:53:01Z,5330000,False,6.0,22.0,1,left,A. Sengun DUNK (16 PTS) (F. VanVleet 9 AST),"[1630578, 1627832]",1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,2.32,Made,16.0,Sengun,A. Sengun,F. VanVleet,1627832.0,9.0,,,,,,,,,,,,,,,
542,PT08M07.00S,2023-10-28T01:52:56.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,90.48948751642575,50.0,1610612759,90,91,2023-10-28T01:53:08Z,5350000,False,0.0,37.0,1,right,V. Wembanyama alley-oop DUNK (10 PTS) (T. Jones 5 AST),"[1641705, 1630200]",1610612759.0,SAS,alley-oop,,,,,,Restricted Area,0-8 Center,3.69,Made,10.0,Wembanyama,V. Wembanyama,T. Jones,1630200.0,5.0,,,,,,,,,,,,,,,
544,PT07M49.00S,2023-10-28T01:53:14.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,6.389618922470433,54.90196078431373,1610612745,90,93,2023-10-28T01:53:30Z,5370000,False,-25.0,8.0,1,left,F. VanVleet driving Layup (19 PTS),[1627832],1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,2.57,Made,19.0,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
545,PT07M27.00S,2023-10-28T01:53:35.3Z,4,REGULAR,3pt,Jump Shot,[],203926,72.09264126149803,12.254901960784313,1610612759,90,93,2023-10-28T01:53:42Z,5380000,False,-189.0,210.0,1,right,MISS D. McDermott 28' 3PT,[203926],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,28.22,Missed,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,
546,PT07M24.00S,2023-10-28T01:53:38.3Z,4,REGULAR,rebound,defensive,[],1630578,,,1610612745,90,93,2023-10-28T01:53:42Z,5390000,False,,,0,,A. Sengun REBOUND (Off:4 Def:8),[1630578],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,Sengun,A. Sengun,,,,545.0,12.0,8.0,4.0,,,,,,,,,,,
547,PT07M16.00S,2023-10-28T01:53:46.7Z,4,REGULAR,3pt,Jump Shot,[],1627832,32.40801576872536,53.67647058823529,1610612745,90,93,2023-10-28T01:53:52Z,5400000,False,-18.0,252.0,1,left,MISS F. VanVleet 25' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Center,25.28,Missed,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
548,PT07M13.00S,2023-10-28T01:53:49.7Z,4,REGULAR,rebound,defensive,[],1641705,,,1610612759,90,93,2023-10-28T01:53:52Z,5410000,False,,,0,,V. Wembanyama REBOUND (Off:3 Def:4),[1641705],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Center,,,,Wembanyama,V. Wembanyama,,,,547.0,7.0,4.0,3.0,,,,,,,,,,,
549,PT06M59.00S,2023-10-28T01:54:04.2Z,4,REGULAR,turnover,lost ball,[],1641705,,,1610612759,90,93,2023-10-28T01:54:13Z,5420000,False,,,0,,V. Wembanyama lost ball TURNOVER (3 TO),"[1641705, 1630578]",1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,3.0,Sengun,1630578.0,,,,,
550,PT06M59.00S,2023-10-28T01:54:04.2Z,4,REGULAR,steal,,[],1630578,,,1610612745,90,93,2023-10-28T01:54:05Z,5430000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
551,PT06M54.00S,2023-10-28T01:54:09.3Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627832,7.835085413929041,52.450980392156865,1610612745,90,95,2023-10-28T02:00:26Z,5440000,False,-12.0,21.0,1,left,F. VanVleet running finger roll Layup (21 PTS) (D. Brooks 2 AST),"[1627832, 1628415]",1610612745.0,HOU,running finger roll,,,,,,Restricted Area,0-8 Center,2.44,Made,21.0,VanVleet,F. VanVleet,D. Brooks,1628415.0,2.0,,,,,,,,,,,,,,,
553,PT06M54.00S,2023-10-28T01:54:17.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,90,95,2023-10-28T01:54:17Z,5460000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT06M54.00S,2023-10-28T01:56:50.8Z,4,REGULAR,substitution,out,[],203493,,,1610612759,90,95,2023-10-28T01:57:08Z,5480000,False,,,0,,SUB out: R. Bullock Jr.,[203493],1610612745.0,HOU,,,,,,,,,,,,Bullock Jr.,R. Bullock Jr.,,,,,,,,,,,,,,,,,,
556,PT06M54.00S,2023-10-28T01:56:50.8Z,4,REGULAR,substitution,out,[],1630578,,,1610612759,90,95,2023-10-28T01:57:08Z,5490000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
558,PT06M54.00S,2023-10-28T01:56:50.8Z,4,REGULAR,substitution,in,[],1631095,,,1610612759,90,95,2023-10-28T01:57:08Z,5510000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
559,PT06M54.00S,2023-10-28T01:56:50.8Z,4,REGULAR,substitution,in,[],1630224,,,1610612759,90,95,2023-10-28T01:57:08Z,5520000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
