actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-02-03T01:12:50.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-03T01:12:50Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-02-03T01:12:52.6Z,1,REGULAR,jumpball,recovered,[],1630577,,,1610612759,0,0,2024-02-03T01:12:52Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. J. Valanciunas: Tip to J. Champagnie,"[1630577, 1641705, 202685]",1610612759.0,SAS,startperiod,J. Champagnie,1630577.0,Champagnie,J. Champagnie,Wembanyama,1641705.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-02-03T01:13:08.8Z,1,REGULAR,3pt,Jump Shot,[],1631110,30.831143232588698,69.36274509803921,1610612759,0,0,2024-02-03T01:13:15Z,70000,False,-97.0,237.0,1,left,MISS J. Sochan 25' 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,25.63,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2024-02-03T01:13:10.8Z,1,REGULAR,rebound,offensive,[],1641705,,,1610612759,0,0,2024-02-03T01:13:15Z,80000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:0),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M34.00S,2024-02-03T01:13:14.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641705,7.046649145860711,49.01960784313725,1610612759,2,0,2024-02-03T01:13:25Z,90000,False,5.0,14.0,1,left,V. Wembanyama putback Layup (2 PTS),[1641705],1610612759.0,SAS,putback,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,1.45,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M17.00S,2024-02-03T01:13:31.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202685,92.72339027595268,48.529411764705884,1610612740,2,2,2024-02-03T01:13:37Z,100000,False,-7.0,16.0,1,right,J. Valanciunas Layup (2 PTS) (Z. Williamson 1 AST),"[202685, 1629627]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,1.75,Made,,,,,2.0,Z. Williamson,1629627.0,1.0,,,,,,,,,,
12,PT11M09.00S,2024-02-03T01:13:40.0Z,1,REGULAR,3pt,Jump Shot,[],1630170,8.754927726675426,2.450980392156863,1610612759,5,2,2024-02-03T01:14:03Z,120000,False,238.0,30.0,1,left,D. Vassell 3PT pullup (3 PTS) (J. Sochan 1 AST),"[1630170, 1631110]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,23.96,Made,,,,,3.0,J. Sochan,1631110.0,1.0,,,,,,,,,,
14,PT10M51.00S,2024-02-03T01:13:57.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,82.47371879106439,40.931372549019606,1610612740,5,2,2024-02-03T01:14:02Z,140000,False,-45.0,112.0,1,right,MISS B. Ingram 12' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,12.1,Missed,,,,,,,,,,,,,,,,,,
15,PT10M49.00S,2024-02-03T01:13:59.3Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612759,5,2,2024-02-03T01:14:02Z,150000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M41.00S,2024-02-03T01:14:07.7Z,1,REGULAR,2pt,Jump Shot,[],1630170,19.267411300919843,72.30392156862744,1610612759,7,2,2024-02-03T01:14:13Z,160000,False,-112.0,129.0,1,left,D. Vassell 17' pullup Jump Shot (5 PTS) (T. Jones 1 AST),"[1630170, 1630200]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left Center,17.02,Made,,,,,5.0,T. Jones,1630200.0,1.0,,,,,,,,,,
