actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
393,PT07M30.00S,2024-04-08T00:31:11.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631103,5.590000152587891,50.0,1610612759,72,63,2024-04-08T00:31:11Z,3840000,False,0.0,0.0,1,left,M. Branham tip Layup (12 PTS),[1631103],1610612759.0,SAS,tip,,,Branham,M. Branham,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,12.0,,,,,,
394,PT07M18.00S,2024-04-08T00:31:22.5Z,3,REGULAR,3pt,Jump Shot,[],1626162,88.78120893561103,95.09803921568627,1610612755,72,63,2024-04-08T00:31:27Z,3850000,False,225.0,53.0,1,right,MISS K. Oubre Jr. 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
395,PT07M15.00S,2024-04-08T00:31:25.2Z,3,REGULAR,rebound,defensive,[],1641705,,,1610612759,72,63,2024-04-08T00:31:25Z,3860000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:9),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Right Corner 3,24+ Right,,,394.0,11.0,9.0,2.0,,,,,,,,,,,,,,
396,PT07M11.00S,2024-04-08T00:31:30.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629640,7.703679369250986,49.50980392156863,1610612759,72,63,2024-04-08T00:31:42Z,3870000,False,2.0,20.0,1,left,MISS K. Johnson running Layup,[1629640],1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.01,Missed,,,,,,,,,,,,,,,,,,
397,PT07M09.00S,2024-04-08T00:31:32.1Z,3,REGULAR,rebound,defensive,[],201587,,,1610612755,72,63,2024-04-08T00:31:42Z,3880000,False,,,0,,N. Batum REBOUND (Off:0 Def:5),[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,Restricted Area,0-8 Center,,,396.0,5.0,5.0,0.0,,,,,,,,,,,,,,
398,PT07M03.00S,2024-04-08T00:31:38.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,84.1819973718791,54.65686274509803,1610612755,72,65,2024-04-08T00:31:46Z,3890000,False,23.0,96.0,1,right,T. Maxey 9' driving floating Jump Shot (20 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,9.9,Made,,,,,,,,,,,,20.0,,,,,,
399,PT07M00.00S,2024-04-08T00:31:44.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,72,65,2024-04-08T00:31:44Z,3900000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT07M00.00S,2024-04-08T00:34:17.3Z,3,REGULAR,substitution,out,[],1631103,,,1610612759,72,65,2024-04-08T00:34:40Z,3910000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT07M00.00S,2024-04-08T00:34:17.3Z,3,REGULAR,substitution,out,[],1626166,,,1610612759,72,65,2024-04-08T00:34:40Z,3920000,False,,,0,,SUB out: C. Payne,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT07M00.00S,2024-04-08T00:34:17.3Z,3,REGULAR,substitution,in,[],1631104,,,1610612759,72,65,2024-04-08T00:34:40Z,3930000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT07M00.00S,2024-04-08T00:34:17.3Z,3,REGULAR,substitution,in,[],1627741,,,1610612759,72,65,2024-04-08T00:34:40Z,3940000,False,,,0,,SUB in: B. Hield,[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M46.00S,2024-04-08T00:35:07.3Z,3,REGULAR,3pt,Jump Shot,[],1641705,32.53942181340342,65.93137254901961,1610612759,72,65,2024-04-08T00:35:12Z,3950000,False,-80.0,253.0,1,left,MISS V. Wembanyama 26' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,26.56,Missed,,,,,,,,,,,,,,,,,,
406,PT06M43.00S,2024-04-08T00:35:10.3Z,3,REGULAR,rebound,defensive,[],1630178,,,1610612755,72,65,2024-04-08T00:35:12Z,3960000,False,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,405.0,2.0,2.0,0.0,,,,,,,,,,,,,,
407,PT06M37.00S,2024-04-08T00:35:16.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630178,92.46057818659659,58.82352941176471,1610612755,72,65,2024-04-08T00:36:41Z,3970000,False,44.0,18.0,1,right,MISS T. Maxey running Layup,[1630178],1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,4.78,Missed,,,,,,,,,,,,,,,,,,
408,PT06M35.00S,2024-04-08T00:35:18.1Z,3,REGULAR,rebound,offensive,[],1630194,,,1610612755,72,65,2024-04-08T00:36:41Z,3980000,False,,,0,,P. Reed REBOUND (Off:4 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,407.0,5.0,1.0,4.0,,,,,,,,,,,,,,
409,PT06M31.00S,2024-04-08T00:35:21.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,91.14651773981603,96.32352941176471,1610612755,72,65,2024-04-08T00:36:58Z,3990000,False,232.0,31.0,1,right,MISS B. Hield 3PT,[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,Right Corner 3,24+ Right,23.36,Missed,,,,,,,,,,,,,,,,,,
410,PT06M29.00S,2024-04-08T00:35:23.2Z,3,REGULAR,rebound,defensive,[],1631104,,,1610612759,72,65,2024-04-08T00:35:27Z,4000000,False,,,0,,B. Wesley REBOUND (Off:1 Def:1),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Right Corner 3,24+ Right,,,409.0,2.0,1.0,1.0,,,,,,,,,,,,,,
411,PT06M23.00S,2024-04-08T00:35:29.4Z,3,REGULAR,3pt,Jump Shot,[],1629640,30.962549277266753,22.54901960784314,1610612759,72,65,2024-04-08T00:35:35Z,4010000,False,137.0,239.0,1,left,MISS K. Johnson 27' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,27.52,Missed,,,,,,,,,,,,,,,,,,
412,PT06M21.00S,2024-04-08T00:35:31.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,72,65,2024-04-08T00:35:35Z,4020000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,411.0,,,,,,,,,,,,,,,,,
414,PT06M09.00S,2024-04-08T00:35:51.9Z,3,REGULAR,foul,personal,['2freethrow'],1630577,,,1610612755,72,65,2024-04-08T00:36:05Z,4040000,False,,,0,,J. Champagnie shooting personal FOUL (1 PF) (Maxey 2 FT),"[1630577, 1630178]",1610612759.0,SAS,shooting,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,202026.0,1.0,0.0,Maxey,1630178.0,,,,,,,
416,PT06M09.00S,2024-04-08T00:36:18.5Z,3,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,72,66,2024-04-08T00:36:18Z,4060000,False,,,0,,T. Maxey Free Throw 1 of 2 (21 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,,,,,21.0,,,,,,
417,PT06M09.00S,2024-04-08T00:36:19.7Z,3,REGULAR,substitution,out,[],1629640,,,1610612755,72,66,2024-04-08T00:36:29Z,4070000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M09.00S,2024-04-08T00:36:19.7Z,3,REGULAR,substitution,in,[],1630572,,,1610612755,72,66,2024-04-08T00:36:29Z,4080000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M09.00S,2024-04-08T00:36:39.5Z,3,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,72,67,2024-04-08T00:36:39Z,4090000,False,,,0,,T. Maxey Free Throw 2 of 2 (22 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,,,,,22.0,,,,,,
420,PT05M53.00S,2024-04-08T00:36:58.8Z,3,REGULAR,violation,kicked ball,[],1630178,,,1610612759,72,67,2024-04-08T00:37:05Z,4100000,False,,,0,,T. Maxey kicked ball VIOLATION,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,201638.0,,,,,,,,,,,
421,PT05M48.00S,2024-04-08T00:37:22.6Z,3,REGULAR,turnover,traveling,[],1641705,,,1610612759,72,67,2024-04-08T00:37:29Z,4110000,False,,,0,,V. Wembanyama traveling TURNOVER (5 TO),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,,,,,,,201638.0,,,,,,5.0,,,,,
422,PT05M36.00S,2024-04-08T00:37:38.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,91.93495400788436,53.18627450980392,1610612755,72,69,2024-04-08T00:37:44Z,4120000,False,16.0,23.0,1,right,T. Maxey driving finger roll Layup (24 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.82,Made,,,,,,,,,,,,24.0,,,,,,
424,PT05M12.00S,2024-04-08T00:38:18.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,12.483574244415244,48.6328125,1610612759,74,69,2024-04-08T00:38:25Z,4140000,False,7.0,65.0,1,left,T. Jones 6' driving floating Jump Shot (9 PTS),[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,6.52,Made,,,,,,,,,,,,9.0,,,,,,
425,PT05M01.00S,2024-04-08T00:38:29.8Z,3,REGULAR,3pt,Jump Shot,[],1630178,73.01248357424441,83.57843137254902,1610612755,74,69,2024-04-08T00:38:36Z,4150000,False,168.0,201.0,1,right,MISS T. Maxey 26' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,26.21,Missed,,,,,,,,,,,,,,,,,,
426,PT05M00.00S,2024-04-08T00:38:30.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612759,74,69,2024-04-08T00:38:36Z,4160000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,425.0,,,,,,,,,,,,,,,,,
428,PT04M43.00S,2024-04-08T00:39:01.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630577,15.193823915900131,51.71568627450981,1610612759,76,69,2024-04-08T00:39:07Z,4180000,False,-9.0,90.0,1,left,J. Champagnie 9' floating Jump Shot (12 PTS) (V. Wembanyama 1 AST),"[1630577, 1641705]",1610612759.0,SAS,floating,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Center,9.07,Made,,,,,,,,,,,,12.0,,V. Wembanyama,1641705.0,1.0,,
430,PT04M27.00S,2024-04-08T00:39:20.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630178,91.93495400788436,50.98039215686274,1610612755,76,71,2024-04-08T00:39:34Z,4200000,False,5.0,23.0,1,right,T. Maxey driving finger roll Layup (26 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.38,Made,,,,,,,,,,,,26.0,,,,,,
431,PT04M27.00S,2024-04-08T00:39:26.1Z,3,REGULAR,violation,defensive goaltending,[],1641705,,,1610612755,76,71,2024-04-08T00:39:34Z,4210000,False,,,0,,V. Wembanyama defensive goaltending VIOLATION,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,1628954.0,,,,,,,,,,,
432,PT04M04.00S,2024-04-08T00:40:00.2Z,3,REGULAR,3pt,Jump Shot,[],1630577,33.196452036793694,40.44117647058824,1610612759,76,71,2024-04-08T00:40:05Z,4220000,False,48.0,260.0,1,left,MISS J. Champagnie 26' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,26.39,Missed,,,,,,,,,,,,,,,,,,
433,PT04M01.00S,2024-04-08T00:40:03.2Z,3,REGULAR,rebound,defensive,[],1630194,,,1610612755,76,71,2024-04-08T00:40:05Z,4230000,False,,,0,,P. Reed REBOUND (Off:4 Def:2),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Center,,,432.0,6.0,2.0,4.0,,,,,,,,,,,,,,
434,PT03M43.00S,2024-04-08T00:40:21.2Z,3,REGULAR,2pt,Jump Shot,[],1630178,78.13731931668858,39.46078431372549,1610612755,76,71,2024-04-08T00:40:29Z,4240000,False,-53.0,153.0,1,right,MISS T. Maxey 16' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Left Center,16.18,Missed,,,,,,,,,,,,,,,,,,
435,PT03M41.00S,2024-04-08T00:40:23.2Z,3,REGULAR,rebound,defensive,[],1631104,,,1610612759,76,71,2024-04-08T00:40:29Z,4250000,False,,,0,,B. Wesley REBOUND (Off:1 Def:2),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Mid-Range,16-24 Left Center,,,434.0,3.0,2.0,1.0,,,,,,,,,,,,,,
436,PT03M39.00S,2024-04-08T00:40:26.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631104,5.995400788436268,48.529411764705884,1610612759,78,71,2024-04-08T00:40:34Z,4260000,False,7.0,4.0,1,left,B. Wesley running finger roll Layup (4 PTS),[1631104],1610612759.0,SAS,running finger roll,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,0.84,Made,,,,,,,,,,,,4.0,,,,,,
437,PT03M28.00S,2024-04-08T00:40:43.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,78,71,2024-04-08T00:40:43Z,4270000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT03M28.00S,2024-04-08T00:42:15.2Z,3,REGULAR,substitution,out,[],1641705,,,1610612755,78,71,2024-04-08T00:43:30Z,4280000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M28.00S,2024-04-08T00:42:15.2Z,3,REGULAR,substitution,out,[],1630200,,,1610612755,78,71,2024-04-08T00:43:30Z,4290000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT03M28.00S,2024-04-08T00:42:15.2Z,3,REGULAR,substitution,out,[],1626162,,,1610612755,78,71,2024-04-08T00:43:30Z,4300000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT03M28.00S,2024-04-08T00:42:15.2Z,3,REGULAR,substitution,out,[],201587,,,1610612755,78,71,2024-04-08T00:43:30Z,4310000,False,,,0,,SUB out: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M28.00S,2024-04-08T00:42:15.2Z,3,REGULAR,substitution,out,[],1630194,,,1610612755,78,71,2024-04-08T00:43:30Z,4320000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M28.00S,2024-04-08T00:42:15.2Z,3,REGULAR,substitution,in,[],1628984,,,1610612755,78,71,2024-04-08T00:43:30Z,4330000,False,,,0,,SUB in: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT03M28.00S,2024-04-08T00:42:15.2Z,3,REGULAR,substitution,in,[],1628380,,,1610612755,78,71,2024-04-08T00:43:30Z,4340000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M28.00S,2024-04-08T00:42:15.2Z,3,REGULAR,substitution,in,[],1630288,,,1610612755,78,71,2024-04-08T00:43:30Z,4350000,False,,,0,,SUB in: J. Dowtin Jr.,[1630288],1610612755.0,PHI,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M28.00S,2024-04-08T00:42:15.2Z,3,REGULAR,substitution,in,[],1630231,,,1610612755,78,71,2024-04-08T00:43:30Z,4360000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M28.00S,2024-04-08T00:42:15.2Z,3,REGULAR,substitution,in,[],1628964,,,1610612755,78,71,2024-04-08T00:43:30Z,4370000,False,,,0,,SUB in: M. Bamba,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT03M13.00S,2024-04-08T00:43:52.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,92.9862023653088,54.41176470588235,1610612755,78,71,2024-04-08T00:45:05Z,4372500,False,22.0,13.0,1,right,MISS T. Maxey driving finger roll Layup - blocked,"[1630178, 1628380]",1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.58,Missed,,,,,Collins,1628380.0,,,,,,,,,,,,
451,PT03M13.00S,2024-04-08T00:43:52.7Z,3,REGULAR,block,,[],1628380,,,1610612755,78,71,2024-04-08T00:44:27Z,4373750,False,,,0,,Z. Collins BLOCK (1 BLK),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
449,PT03M11.00S,2024-04-08T00:43:54.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,78,71,2024-04-08T00:45:05Z,4374375,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,448.0,,,,,,,,,,,,,,,,,
450,PT03M11.00S,2024-04-08T00:44:01.1Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612755,78,71,2024-04-08T00:44:56Z,4375000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,1628954.0,,,,,,,,,,,
452,PT02M53.00S,2024-04-08T00:44:27.9Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628380,8.492115637319317,47.30392156862745,1610612759,78,71,2024-04-08T00:47:38Z,4410000,False,13.0,27.0,1,left,MISS Z. Collins Hook,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,3.05,Missed,,,,,,,,,,,,,,,,,,
453,PT02M52.00S,2024-04-08T00:44:28.9Z,3,REGULAR,rebound,offensive,[],1628380,,,1610612759,78,71,2024-04-08T00:44:56Z,4420000,False,,,0,,Z. Collins REBOUND (Off:3 Def:0),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,452.0,3.0,0.0,3.0,,,,,,,,,,,,,,
454,PT02M52.00S,2024-04-08T00:44:39.4Z,3,REGULAR,foul,personal,['2freethrow'],1628964,,,1610612759,78,71,2024-04-08T00:44:53Z,4430000,False,,,0,,M. Bamba shooting personal FOUL (3 PF) (Collins 2 FT),"[1628964, 1628380]",1610612755.0,PHI,shooting,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,,,202026.0,3.0,0.0,Collins,1628380.0,,,,,,,
456,PT02M52.00S,2024-04-08T00:44:58.6Z,3,REGULAR,freethrow,1 of 2,"['2ndchance', 'fromturnover']",1628380,,,1610612759,79,71,2024-04-08T00:45:05Z,4450000,False,,,0,,Z. Collins Free Throw 1 of 2 (8 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,,,,,,,,,,,,8.0,,,,,,
457,PT02M52.00S,2024-04-08T00:45:16.5Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628380,,,1610612759,80,71,2024-04-08T00:45:16Z,4460000,False,,,0,,Z. Collins Free Throw 2 of 2 (9 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,,,,,,,,,,,,9.0,,,,,,
458,PT02M43.00S,2024-04-08T00:45:58.5Z,3,REGULAR,jumpball,recovered,[],1628380,,,1610612755,80,71,2024-04-08T00:48:43Z,4470000,False,,,0,,Jump Ball J. Champagnie vs. B. Hield: Tip to Z. Collins,"[1628380, 1630577, 1627741]",1610612759.0,SAS,heldball,Z. Collins,1628380.0,Collins,Z. Collins,Champagnie,1630577.0,Hield,1627741.0,,,,,,,,,,,,,,,,,,,,,,
461,PT02M43.00S,2024-04-08T00:45:58.5Z,3,REGULAR,turnover,lost ball,[],1627741,,,1610612755,80,71,2024-04-08T00:49:20Z,4500000,False,,,0,,B. Hield lost ball TURNOVER (2 TO),"[1627741, 1630577]",1610612755.0,PHI,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,2.0,,,,Champagnie,1630577.0
462,PT02M43.00S,2024-04-08T00:45:58.5Z,3,REGULAR,steal,,[],1630577,,,1610612759,80,71,2024-04-08T00:45:58Z,4510000,False,,,0,,J. Champagnie STEAL (2 STL),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
463,PT02M27.00S,2024-04-08T00:46:12.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628380,8.492115637319317,45.09803921568628,1610612759,80,71,2024-04-08T00:46:34Z,4520000,False,25.0,27.0,1,left,MISS Z. Collins cutting finger roll Layup,[1628380],1610612759.0,SAS,cutting finger roll,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,3.67,Missed,,,,,,,,,,,,,,,,,,
465,PT02M27.00S,2024-04-08T00:46:12.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,80,71,2024-04-08T00:46:34Z,4540000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,463.0,,,,,,,,,,,,,,,,,
467,PT02M08.00S,2024-04-08T00:46:51.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628964,88.64980289093299,48.77450980392157,1610612755,80,71,2024-04-08T00:46:57Z,4560000,False,-6.0,54.0,1,right,MISS M. Bamba Hook,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),0-8 Center,5.45,Missed,,,,,,,,,,,,,,,,,,
468,PT02M04.00S,2024-04-08T00:46:55.6Z,3,REGULAR,rebound,defensive,[],1630572,,,1610612759,80,71,2024-04-08T00:46:57Z,4570000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:6),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,,,467.0,6.0,6.0,0.0,,,,,,,,,,,,,,
469,PT01M54.00S,2024-04-08T00:47:04.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630572,9.411957950065702,49.50980392156863,1610612759,80,71,2024-04-08T00:51:56Z,4580000,False,2.0,36.0,1,left,MISS S. Mamukelashvili Hook,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,3.61,Missed,,,,,,,,,,,,,,,,,,
470,PT01M50.00S,2024-04-08T00:47:08.8Z,3,REGULAR,rebound,offensive,[],1630572,,,1610612759,80,71,2024-04-08T00:47:10Z,4590000,False,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:6),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,469.0,7.0,6.0,1.0,,,,,,,,,,,,,,
471,PT01M50.00S,2024-04-08T00:47:08.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630572,5.590000152587891,50.0,1610612759,80,71,2024-04-08T00:47:08Z,4600000,False,0.0,0.0,1,left,MISS S. Mamukelashvili tip Layup,[1630572],1610612759.0,SAS,tip,,,Mamukelashvili,S. Mamukelashvili,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
472,PT01M49.00S,2024-04-08T00:47:09.8Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612755,80,71,2024-04-08T00:47:09Z,4610000,False,,,0,,M. Bamba REBOUND (Off:0 Def:4),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Mid-Range,8-16 Left,,,471.0,4.0,4.0,0.0,,,,,,,,,,,,,,
473,PT01M46.00S,2024-04-08T00:47:13.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630178,91.40932982917214,48.28431372549019,1610612755,80,71,2024-04-08T00:47:21Z,4620000,False,-9.0,28.0,1,right,MISS T. Maxey running Layup,[1630178],1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.96,Missed,,,,,,,,,,,,,,,,,,
474,PT01M46.00S,2024-04-08T00:47:13.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612759,80,71,2024-04-08T00:47:21Z,4630000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,473.0,,,,,,,,,,,,,,,,,
