actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
173,PT12M00.00S,2024-03-31T23:37:39.8Z,2,REGULAR,period,start,[],0,,,1610612744,34,27,2024-03-31T23:37:39Z,1700000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M44.00S,2024-03-31T23:37:54.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,79.71419185282524,61.274509803921575,1610612744,34,27,2024-03-31T23:38:14Z,1710000,False,56.0,138.0,1,right,MISS C. Paul 14' fadeaway Shot,[101108],1610612744.0,GSW,fadeaway,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Center,,,14.93,Missed,,,,,,,,,,,,,,,,
175,PT11M42.00S,2024-03-31T23:37:56.5Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612759,34,27,2024-03-31T23:37:58Z,1720000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:3),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),8-16 Center,,,,,174.0,3.0,3.0,0.0,,,,,,,,,,,,
176,PT11M29.00S,2024-03-31T23:38:09.6Z,2,REGULAR,2pt,Jump Shot,[],1641705,8.492115637319317,69.36274509803921,1610612759,34,27,2024-03-31T23:38:37Z,1730000,False,-97.0,27.0,1,left,MISS V. Wembanyama 10' turnaround fadeaway Shot,[1641705],1610612759.0,SAS,turnaround fadeaway,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,,,10.06,Missed,,,,,,,,,,,,,,,,
177,PT11M26.00S,2024-03-31T23:38:12.6Z,2,REGULAR,rebound,defensive,[],1630541,,,1610612744,34,27,2024-03-31T23:38:37Z,1740000,False,,,0,,M. Moody REBOUND (Off:0 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Mid-Range,8-16 Left,,,,,176.0,1.0,1.0,0.0,,,,,,,,,,,,
178,PT11M21.00S,2024-03-31T23:38:17.7Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1641764,82.47371879106439,53.67647058823529,1610612744,34,27,2024-03-31T23:39:17Z,1750000,False,18.0,112.0,1,right,MISS B. Podziemski 11' driving floating Shot,[1641764],1610612744.0,GSW,driving floating,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Center,,,11.37,Missed,,,,,,,,,,,,,,,,
179,PT11M19.00S,2024-03-31T23:38:19.7Z,2,REGULAR,rebound,offensive,[],1641764,,,1610612744,34,27,2024-03-31T23:38:19Z,1760000,False,,,0,,B. Podziemski REBOUND (Off:2 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Center,,,,,178.0,3.0,1.0,2.0,,,,,,,,,,,,
180,PT11M18.00S,2024-03-31T23:38:21.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641764,90.88370565045992,48.28431372549019,1610612744,34,29,2024-03-31T23:39:29Z,1770000,False,-9.0,33.0,1,right,B. Podziemski putback Layup (7 PTS),[1641764],1610612744.0,GSW,putback,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,3.43,Made,,,,,,,,,,,7.0,,,,,
181,PT11M05.00S,2024-03-31T23:38:33.8Z,2,REGULAR,3pt,Jump Shot,[],1631104,6.258212877792378,94.36274509803921,1610612759,34,29,2024-03-31T23:38:38Z,1780000,False,-222.0,6.0,1,left,MISS B. Wesley 3PT,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Left Corner 3,24+ Left,,,22.19,Missed,,,,,,,,,,,,,,,,
182,PT11M02.00S,2024-03-31T23:38:36.8Z,2,REGULAR,rebound,defensive,[],1641764,,,1610612744,34,29,2024-03-31T23:38:38Z,1790000,False,,,0,,B. Podziemski REBOUND (Off:2 Def:2),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Left Corner 3,24+ Left,,,,,181.0,4.0,2.0,2.0,,,,,,,,,,,,
183,PT10M51.00S,2024-03-31T23:38:47.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630541,90.09526938239159,45.83333333333333,1610612744,34,29,2024-03-31T23:38:54Z,1800000,False,-21.0,41.0,1,right,MISS M. Moody driving Layup - blocked,"[1630541, 1630572]",1610612744.0,GSW,driving,,,Moody,M. Moody,,,,,In The Paint (Non-RA),0-8 Center,,,4.56,Missed,,,,,Mamukelashvili,1630572.0,,,,,,,,,,
184,PT10M51.00S,2024-03-31T23:38:47.7Z,2,REGULAR,block,,[],1630572,,,1610612744,34,29,2024-03-31T23:38:50Z,1810000,False,,,0,,S. Mamukelashvili BLOCK (1 BLK),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
185,PT10M48.00S,2024-03-31T23:38:50.7Z,2,REGULAR,rebound,offensive,[],1641764,,,1610612744,34,29,2024-03-31T23:38:54Z,1820000,False,,,0,,B. Podziemski REBOUND (Off:3 Def:2),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,,,,,183.0,5.0,2.0,3.0,,,,,,,,,,,,
186,PT10M46.00S,2024-03-31T23:38:52.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203952,85.23324572930355,53.18627450980392,1610612744,34,29,2024-03-31T23:40:20Z,1830000,False,16.0,86.0,1,right,MISS A. Wiggins 8' driving floating Shot,[203952],1610612744.0,GSW,driving floating,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,,8.78,Missed,,,,,,,,,,,,,,,,
187,PT10M46.00S,2024-03-31T23:38:52.7Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612759,34,29,2024-03-31T23:39:06Z,1840000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:4),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),8-16 Center,,,,,186.0,4.0,4.0,0.0,,,,,,,,,,,,
189,PT10M35.00S,2024-03-31T23:39:22.3Z,2,REGULAR,substitution,out,[],1631104,,,1610612759,34,29,2024-03-31T23:39:37Z,1860000,False,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M35.00S,2024-03-31T23:39:22.3Z,2,REGULAR,substitution,in,[],1630200,,,1610612759,34,29,2024-03-31T23:39:37Z,1870000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M23.00S,2024-03-31T23:39:59.7Z,2,REGULAR,turnover,bad pass,[],1641705,,,1610612759,34,29,2024-03-31T23:40:04Z,1880000,False,,,0,,V. Wembanyama bad pass TURNOVER (2 TO),"[1641705, 1631218]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,,2.0,,,,,,,,,,,,,,,,,Jackson-Davis,1631218.0
192,PT10M23.00S,2024-03-31T23:39:59.7Z,2,REGULAR,steal,,[],1631218,,,1610612744,34,29,2024-03-31T23:40:53Z,1890000,False,,,0,,T. Jackson-Davis STEAL (1 STL),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
193,PT09M59.00S,2024-03-31T23:40:23.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630541,66.70499342969777,54.166666666666664,1610612744,34,32,2024-03-31T23:40:27Z,1900000,False,21.0,260.0,1,right,M. Moody 26' 3PT  (3 PTS) (B. Podziemski 2 AST),"[1630541, 1641764]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Center,,,26.13,Made,,,,,,,,,,,3.0,B. Podziemski,1641764.0,2.0,,
195,PT09M36.00S,2024-03-31T23:40:46.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,16.113666228646515,39.46078431372549,1610612759,36,32,2024-03-31T23:40:57Z,1920000,False,53.0,99.0,1,left,V. Wembanyama 11' floating Jump Shot (6 PTS) (S. Mamukelashvili 1 AST),"[1641705, 1630572]",1610612759.0,SAS,floating,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,11.22,Made,,,,,,,,,,,6.0,S. Mamukelashvili,1630572.0,1.0,,
197,PT09M22.00S,2024-03-31T23:41:00.2Z,2,REGULAR,3pt,Jump Shot,[],1630541,78.40013140604468,92.8921568627451,1610612744,36,35,2024-03-31T23:41:04Z,1940000,False,214.0,151.0,1,right,M. Moody 26' 3PT  (6 PTS) (B. Podziemski 3 AST),"[1630541, 1641764]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,26.2,Made,,,,,,,,,,,6.0,B. Podziemski,1641764.0,3.0,,
199,PT09M04.00S,2024-03-31T23:41:19.7Z,2,REGULAR,foul,personal,['2freethrow'],203952,,,1610612759,36,35,2024-03-31T23:41:38Z,1960000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Mamukelashvili 2 FT),"[203952, 1630572]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,202037.0,,,,,,,,,,1.0,0.0,Mamukelashvili,1630572.0,,,,,,
201,PT09M04.00S,2024-03-31T23:41:41.5Z,2,REGULAR,freethrow,1 of 2,[],1630572,,,1610612759,37,35,2024-03-31T23:41:41Z,1980000,False,,,0,,S. Mamukelashvili Free Throw 1 of 2 (3 PTS),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,Made,,,,,,,,,,,3.0,,,,,
202,PT09M04.00S,2024-03-31T23:41:53.2Z,2,REGULAR,freethrow,2 of 2,[],1630572,,,1610612759,38,35,2024-03-31T23:41:53Z,1990000,False,,,0,,S. Mamukelashvili Free Throw 2 of 2 (4 PTS),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,Made,,,,,,,,,,,4.0,,,,,
203,PT08M42.00S,2024-03-31T23:42:18.6Z,2,REGULAR,2pt,Jump Shot,[],101108,84.44480946123521,28.186274509803923,1610612744,38,37,2024-03-31T23:42:23Z,2000000,False,-109.0,94.0,1,right,C. Paul 14' turnaround fadeaway Jump Shot (7 PTS),[101108],1610612744.0,GSW,turnaround fadeaway,,,Paul,C. Paul,,,,,Mid-Range,8-16 Left,,,14.38,Made,,,,,,,,,,,7.0,,,,,
204,PT08M28.00S,2024-03-31T23:42:32.7Z,2,REGULAR,3pt,Jump Shot,[],1626224,23.866622864651774,88.48039215686273,1610612759,41,37,2024-03-31T23:42:36Z,2010000,False,-192.0,172.0,1,left,C. Osman 25' 3PT  (7 PTS) (V. Wembanyama 2 AST),"[1626224, 1641705]",1610612759.0,SAS,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Left Center,,,25.79,Made,,,,,,,,,,,7.0,V. Wembanyama,1641705.0,2.0,,
206,PT08M11.00S,2024-03-31T23:42:49.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203952,90.62089356110381,48.03921568627451,1610612744,41,37,2024-03-31T23:43:15Z,2030000,False,-10.0,36.0,1,right,MISS A. Wiggins driving finger roll Layup,[203952],1610612744.0,GSW,driving finger roll,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,3.7,Missed,,,,,,,,,,,,,,,,
208,PT08M11.00S,2024-03-31T23:42:49.6Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,41,37,2024-03-31T23:43:15Z,2035000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,206.0,3.0,3.0,0.0,,,,,,,,,,,,
207,PT08M07.00S,2024-03-31T23:43:05.7Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630572,8.754927726675426,52.69607843137255,1610612759,43,37,2024-03-31T23:45:07Z,2040000,False,-13.0,30.0,1,left,S. Mamukelashvili running DUNK (6 PTS) (D. Graham 1 AST),"[1630572, 1628984]",1610612759.0,SAS,running,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,3.27,Made,,,,,,,,,,,6.0,D. Graham,1628984.0,1.0,,
210,PT07M50.00S,2024-03-31T23:43:16.2Z,2,REGULAR,turnover,bad pass,[],1631218,,,1610612744,43,37,2024-03-31T23:45:37Z,2060000,False,,,0,,T. Jackson-Davis bad pass TURNOVER (1 TO),"[1631218, 1641705]",1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Mid-Range,16-24 Right Center,,1.0,,,,,,,,,,,,,,,,,Wembanyama,1641705.0
211,PT07M50.00S,2024-03-31T23:43:16.2Z,2,REGULAR,steal,,[],1641705,,,1610612759,43,37,2024-03-31T23:45:37Z,2070000,False,,,0,,V. Wembanyama STEAL (3 STL),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
212,PT07M37.00S,2024-03-31T23:43:28.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641705,5.601182654402102,55.392156862745104,1610612759,43,37,2024-03-31T23:47:28Z,2080000,False,-27.0,0.0,1,left,MISS V. Wembanyama driving floating bank Shot,[1641705],1610612759.0,SAS,driving floating bank,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,2.7,Missed,,,,,,,,,,,,,,,,
213,PT07M37.00S,2024-03-31T23:43:28.6Z,2,REGULAR,rebound,offensive,[],1630572,,,1610612759,43,37,2024-03-31T23:46:23Z,2090000,False,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:4),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,,212.0,5.0,4.0,1.0,,,,,,,,,,,,
214,PT07M30.00S,2024-03-31T23:43:32.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626224,27.677398160315374,82.59803921568627,1610612759,43,37,2024-03-31T23:46:33Z,2100000,False,-163.0,208.0,1,left,MISS C. Osman 26' 3PT,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Left Center,,,26.4,Missed,,,,,,,,,,,,,,,,
215,PT07M30.00S,2024-03-31T23:43:32.5Z,2,REGULAR,rebound,defensive,[],1631218,,,1610612744,43,37,2024-03-31T23:46:33Z,2110000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:1),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Left Center,,,,,214.0,2.0,1.0,1.0,,,,,,,,,,,,
216,PT07M21.00S,2024-03-31T23:43:39.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641764,66.96780551905388,24.754901960784316,1610612744,43,37,2024-03-31T23:48:05Z,2120000,False,-126.0,258.0,1,right,MISS B. Podziemski 28' running pullup 3PT,[1641764],1610612744.0,GSW,running pullup,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,,,28.72,Missed,,,,,,,,,,,,,,,,
217,PT07M21.00S,2024-03-31T23:43:39.0Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,43,37,2024-03-31T23:48:04Z,2130000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,,216.0,4.0,4.0,0.0,,,,,,,,,,,,
218,PT07M14.00S,2024-03-31T23:43:47.9Z,2,REGULAR,3pt,Jump Shot,[],1641705,31.750985545335087,34.55882352941176,1610612759,46,37,2024-03-31T23:48:23Z,2140000,False,77.0,246.0,1,left,V. Wembanyama 25' 3PT pullup (9 PTS),[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,25.78,Made,,,,,,,,,,,9.0,,,,,
219,PT07M10.00S,2024-03-31T23:43:56.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,46,37,2024-03-31T23:43:56Z,2150000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M10.00S,2024-03-31T23:45:52.5Z,2,REGULAR,substitution,out,[],1630572,,,1610612744,46,37,2024-03-31T23:46:41Z,2160000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M10.00S,2024-03-31T23:45:52.5Z,2,REGULAR,substitution,out,[],1641764,,,1610612744,46,37,2024-03-31T23:46:41Z,2170000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M10.00S,2024-03-31T23:45:52.5Z,2,REGULAR,substitution,out,[],203952,,,1610612744,46,37,2024-03-31T23:46:41Z,2180000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M10.00S,2024-03-31T23:45:52.5Z,2,REGULAR,substitution,out,[],1631218,,,1610612744,46,37,2024-03-31T23:46:41Z,2190000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M10.00S,2024-03-31T23:45:52.5Z,2,REGULAR,substitution,in,[],1630577,,,1610612744,46,37,2024-03-31T23:46:41Z,2200000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M10.00S,2024-03-31T23:45:52.5Z,2,REGULAR,substitution,in,[],1627780,,,1610612744,46,37,2024-03-31T23:46:41Z,2210000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M10.00S,2024-03-31T23:45:52.5Z,2,REGULAR,substitution,in,[],201939,,,1610612744,46,37,2024-03-31T23:46:41Z,2220000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M10.00S,2024-03-31T23:45:52.5Z,2,REGULAR,substitution,in,[],203110,,,1610612744,46,37,2024-03-31T23:46:41Z,2230000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M57.00S,2024-03-31T23:46:59.6Z,2,REGULAR,3pt,Jump Shot,[],201939,74.98357424441524,89.70588235294117,1610612744,46,40,2024-03-31T23:47:22Z,2240000,False,199.0,183.0,1,right,S. Curry 26' 3PT  (8 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,26.98,Made,,,,,,,,,,,8.0,D. Green,203110.0,1.0,,
230,PT06M41.00S,2024-03-31T23:47:16.1Z,2,REGULAR,turnover,bad pass,[],1626224,,,1610612759,46,40,2024-03-31T23:47:28Z,2260000,False,,,0,,C. Osman bad pass TURNOVER (1 TO),"[1626224, 203110]",1610612759.0,SAS,,,,Osman,C. Osman,,,,,Mid-Range,8-16 Right,,1.0,,,,,,,,,,,,,,,,,Green,203110.0
231,PT06M41.00S,2024-03-31T23:47:16.1Z,2,REGULAR,steal,,[],203110,,,1610612744,46,40,2024-03-31T23:47:18Z,2270000,False,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
232,PT06M34.00S,2024-03-31T23:47:23.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201939,88.78120893561103,11.27450980392157,1610612744,46,42,2024-03-31T23:49:20Z,2280000,False,-194.0,53.0,1,right,S. Curry 20' Jump Shot (10 PTS) (D. Green 2 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Left,,,20.07,Made,,,,,,,,,,,10.0,D. Green,203110.0,2.0,,
234,PT06M33.00S,2024-03-31T23:47:32.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,46,42,2024-03-31T23:47:32Z,2300000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M13.00S,2024-03-31T23:50:38.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,13.485545335085414,61.274509803921575,1610612759,46,42,2024-03-31T23:50:50Z,2310000,False,-56.0,74.0,1,left,MISS T. Jones 9' driving floating Shot,[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Left,,,9.33,Missed,,,,,,,,,,,,,,,,
236,PT06M07.00S,2024-03-31T23:50:44.3Z,2,REGULAR,rebound,defensive,[],101108,,,1610612744,46,42,2024-03-31T23:50:50Z,2320000,False,,,0,,C. Paul REBOUND (Off:0 Def:2),[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Left,,,,,235.0,2.0,2.0,0.0,,,,,,,,,,,,
237,PT06M04.00S,2024-03-31T23:50:47.4Z,2,REGULAR,2pt,Jump Shot,[],203110,91.27792378449409,72.05882352941177,1610612744,46,44,2024-03-31T23:51:38Z,2330000,False,110.0,29.0,1,right,D. Green 11' floating Jump Shot (5 PTS) (C. Paul 2 AST),"[203110, 101108]",1610612744.0,GSW,floating,,,Green,D. Green,,,,,Mid-Range,8-16 Right,,,11.42,Made,,,,,,,,,,,5.0,C. Paul,101108.0,2.0,,
239,PT05M49.00S,2024-03-31T23:51:02.0Z,2,REGULAR,3pt,Jump Shot,[],1641705,28.203022339027594,13.970588235294118,1610612759,46,44,2024-03-31T23:51:22Z,2350000,False,180.0,213.0,1,left,MISS V. Wembanyama 27' pullup 3PT,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,27.86,Missed,,,,,,,,,,,,,,,,
240,PT05M48.00S,2024-03-31T23:51:03.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,46,44,2024-03-31T23:51:22Z,2360000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,239.0,,,,,,,,,,,,,,,
241,PT05M48.00S,2024-03-31T23:51:08.4Z,2,REGULAR,foul,personal,[],201939,,,1610612759,46,44,2024-03-31T23:51:28Z,2370000,False,,,0,,S. Curry loose ball personal FOUL (1 PF),"[201939, 1630577]",1610612744.0,GSW,loose ball,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,1628951.0,,,,,,,,,,1.0,0.0,Champagnie,1630577.0,,,,,,
243,PT05M37.00S,2024-03-31T23:51:31.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630577,6.389618922470433,3.6764705882352944,1610612759,46,44,2024-03-31T23:51:36Z,2390000,False,232.0,8.0,1,left,MISS J. Champagnie 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,,,23.17,Missed,,,,,,,,,,,,,,,,
244,PT05M34.00S,2024-03-31T23:51:34.8Z,2,REGULAR,rebound,defensive,[],1627780,,,1610612744,46,44,2024-03-31T23:51:36Z,2400000,False,,,0,,G. Payton II REBOUND (Off:0 Def:2),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Right Corner 3,24+ Right,,,,,243.0,2.0,2.0,0.0,,,,,,,,,,,,
245,PT05M11.00S,2024-03-31T23:51:58.6Z,2,REGULAR,3pt,Jump Shot,[],101108,71.82982917214193,16.42156862745098,1610612744,46,44,2024-03-31T23:52:50Z,2410000,False,-168.0,212.0,1,right,MISS C. Paul 27' pullup 3PT,[101108],1610612744.0,GSW,pullup,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,,,27.07,Missed,,,,,,,,,,,,,,,,
246,PT05M08.00S,2024-03-31T23:52:01.6Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,46,44,2024-03-31T23:52:50Z,2420000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:5),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,,245.0,5.0,5.0,0.0,,,,,,,,,,,,
247,PT04M59.00S,2024-03-31T23:52:11.9Z,2,REGULAR,foul,personal,['2freethrow'],101108,,,1610612759,46,44,2024-03-31T23:52:29Z,2430000,False,,,0,,C. Paul shooting personal FOUL (1 PF) (Wembanyama 2 FT),"[101108, 1641705]",1610612744.0,GSW,shooting,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,1830.0,,,,,,,,,,1.0,0.0,Wembanyama,1641705.0,,,,,,
249,PT04M59.00S,2024-03-31T23:52:44.9Z,2,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,47,44,2024-03-31T23:52:45Z,2450000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (10 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,Made,,,,,,,,,,,10.0,,,,,
250,PT04M59.00S,2024-03-31T23:52:48.0Z,2,REGULAR,substitution,out,[],1628984,,,1610612759,47,44,2024-03-31T23:52:58Z,2460000,False,,,0,,SUB out: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M59.00S,2024-03-31T23:52:48.0Z,2,REGULAR,substitution,out,[],101108,,,1610612759,47,44,2024-03-31T23:52:58Z,2470000,False,,,0,,SUB out: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M59.00S,2024-03-31T23:52:48.0Z,2,REGULAR,substitution,in,[],1631103,,,1610612759,47,44,2024-03-31T23:52:58Z,2480000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M59.00S,2024-03-31T23:52:48.0Z,2,REGULAR,substitution,in,[],202691,,,1610612759,47,44,2024-03-31T23:52:58Z,2490000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
