actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-11-19T01:10:16.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-19T01:10:16Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-11-19T01:10:18.2Z,1,REGULAR,jumpball,recovered,[],1629723,,,1610612763,0,0,2023-11-19T01:10:18Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. V. Wembanyama: Tip to J. Konchar,"[1629723, 1628991, 1641705]",1610612763.0,MEM,startperiod,J. Konchar,1629723.0,Konchar,J. Konchar,Jackson Jr.,1628991.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2023-11-19T01:10:29.7Z,1,REGULAR,3pt,Jump Shot,[],1628991,69.99014454664915,77.69607843137256,1610612763,0,3,2023-11-19T01:10:38Z,70000,False,138.0,230.0,1,right,J. Jackson Jr. 26' 3PT  (3 PTS) (J. Konchar 1 AST),"[1628991, 1629723]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,26.81,Made,3.0,J. Konchar,1629723.0,1.0,,,,,,,,,,,,,,
9,PT11M27.00S,2023-11-19T01:10:48.6Z,1,REGULAR,3pt,Jump Shot,[],1630577,32.53942181340342,26.225490196078432,1610612759,3,3,2023-11-19T01:10:56Z,90000,False,119.0,253.0,1,left,J. Champagnie 27' 3PT  (3 PTS) (V. Wembanyama 1 AST),"[1630577, 1641705]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,27.99,Made,3.0,V. Wembanyama,1641705.0,1.0,,,,,,,,,,,,,,
11,PT11M11.00S,2023-11-19T01:11:03.8Z,1,REGULAR,3pt,Jump Shot,[],1630217,93.11760840998686,97.30392156862744,1610612763,3,6,2023-11-19T01:11:09Z,110000,False,237.0,12.0,1,right,D. Bane 3PT  (3 PTS) (B. Biyombo 1 AST),"[1630217, 202687]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Right Corner 3,24+ Right,23.68,Made,3.0,B. Biyombo,202687.0,1.0,,,,,,,,,,,,,,
13,PT10M55.00S,2023-11-19T01:11:22.2Z,1,REGULAR,foul,personal,['2freethrow'],202687,,,1610612759,3,6,2023-11-19T01:11:43Z,130000,False,,,0,,B. Biyombo shooting personal FOUL (1 PF) (Sochan 2 FT),"[202687, 1631110]",1610612763.0,MEM,shooting,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,1179.0,1.0,0.0,Sochan,1631110.0,,,,,,,,,
15,PT10M55.00S,2023-11-19T01:11:44.6Z,1,REGULAR,freethrow,1 of 2,[],1631110,,,1610612759,3,6,2023-11-19T01:11:44Z,150000,False,,,0,,MISS J. Sochan Free Throw 1 of 2,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
16,PT10M55.00S,2023-11-19T01:11:44.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,3,6,2023-11-19T01:11:44Z,160000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,
17,PT10M55.00S,2023-11-19T01:11:53.3Z,1,REGULAR,freethrow,2 of 2,[],1631110,,,1610612759,4,6,2023-11-19T01:11:53Z,170000,False,,,0,,J. Sochan Free Throw 2 of 2 (1 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
18,PT10M44.00S,2023-11-19T01:12:06.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,92.06636005256242,58.82352941176471,1610612763,4,6,2023-11-19T01:12:12Z,180000,False,44.0,22.0,1,right,MISS J. Jackson Jr. driving Layup,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.93,Missed,,,,,,,,,,,,,,,,,,
