actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
86,PT06M21.00S,2024-01-13T01:21:56.7Z,1,REGULAR,3pt,Jump Shot,[],1630163,87.07293035479631,96.81372549019608,1610612766,12,8,2024-01-13T01:22:23Z,840000,False,234.0,69.0,1,right,L. Ball 24' 3PT  (3 PTS) (B. Miller 1 AST),"[1630163, 1641706]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Right Corner 3,24+ Right,,,,,,,,,24.41,Made,3.0,B. Miller,1641706.0,1.0,,,,,,
88,PT06M21.00S,2024-01-13T01:22:01.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,12,8,2024-01-13T01:22:01Z,860000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT06M21.00S,2024-01-13T01:24:28.1Z,1,REGULAR,substitution,out,[],1630577,,,1610612759,12,8,2024-01-13T01:24:55Z,870000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT06M21.00S,2024-01-13T01:24:28.1Z,1,REGULAR,substitution,out,[],1630163,,,1610612759,12,8,2024-01-13T01:24:55Z,880000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT06M21.00S,2024-01-13T01:24:28.1Z,1,REGULAR,substitution,in,[],1629640,,,1610612759,12,8,2024-01-13T01:24:55Z,890000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT06M21.00S,2024-01-13T01:24:28.1Z,1,REGULAR,substitution,in,[],202397,,,1610612759,12,8,2024-01-13T01:24:55Z,900000,False,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT06M06.00S,2024-01-13T01:25:09.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,16.770696452036795,49.50980392156863,1610612759,14,8,2024-01-13T01:25:14Z,910000,False,2.0,105.0,1,left,D. Vassell 10' pullup Jump Shot (5 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,10.51,Made,5.0,,,,,,,,,
94,PT05M48.00S,2024-01-13T01:25:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,91.67214191852825,55.63725490196079,1610612766,14,8,2024-01-13T01:25:34Z,920000,False,28.0,26.0,1,right,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,3.82,Missed,,,,,,,,,,
95,PT05M43.00S,2024-01-13T01:25:31.9Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,14,8,2024-01-13T01:25:34Z,930000,False,,,0,,N. Richards REBOUND (Off:1 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,94.0,2.0,1.0,1.0,,
96,PT05M43.00S,2024-01-13T01:25:32.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,94.40999984741211,50.0,1610612766,14,10,2024-01-13T01:25:32Z,940000,False,0.0,0.0,1,right,N. Richards putback Layup (4 PTS),[1630208],1610612766.0,CHA,putback,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,,,,,,,,,0.0,Made,4.0,,,,,,,,,
98,PT05M31.00S,2024-01-13T01:25:51.3Z,1,REGULAR,substitution,out,[],1630200,,,1610612759,14,10,2024-01-13T01:25:55Z,960000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M31.00S,2024-01-13T01:25:51.3Z,1,REGULAR,substitution,in,[],1631103,,,1610612759,14,10,2024-01-13T01:25:55Z,970000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M22.00S,2024-01-13T01:26:14.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631103,11.514454664914586,50.73529411764706,1610612759,14,10,2024-01-13T01:26:19Z,980000,False,-4.0,56.0,1,left,MISS M. Branham floating Shot,[1631103],1610612759.0,SAS,floating,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,5.58,Missed,,,,,,,,,,
101,PT05M18.00S,2024-01-13T01:26:17.5Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,14,10,2024-01-13T01:26:17Z,990000,False,,,0,,N. Richards REBOUND (Off:1 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,100.0,3.0,2.0,1.0,,
102,PT05M11.00S,2024-01-13T01:26:26.8Z,1,REGULAR,turnover,out-of-bounds,[],1641706,,,1610612766,14,10,2024-01-13T01:26:36Z,1000000,False,,,0,,B. Miller bad pass out-of-bounds TURNOVER (1 TO),[1641706],1610612766.0,CHA,bad pass,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,1.0,,,202049.0,,,,,,,,,,,,,,,,
103,PT04M52.00S,2024-01-13T01:26:53.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631103,29.517082785808146,24.509803921568626,1610612759,17,10,2024-01-13T01:26:58Z,1010000,False,127.0,225.0,1,left,M. Branham 25' 3PT  (3 PTS) (D. Vassell 1 AST),"[1631103, 1630170]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.86,Made,3.0,D. Vassell,1630170.0,1.0,,,,,,
105,PT04M32.00S,2024-01-13T01:27:13.4Z,1,REGULAR,2pt,Jump Shot,[],1628970,91.93495400788436,76.9607843137255,1610612766,17,10,2024-01-13T01:27:24Z,1030000,False,135.0,23.0,1,right,MISS M. Bridges 13' turnaround Shot - blocked,"[1628970, 1631110]",1610612766.0,CHA,turnaround,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,,,,,,13.68,Missed,,,,,,,,,Sochan,1631110.0
106,PT04M32.00S,2024-01-13T01:27:13.4Z,1,REGULAR,block,,[],1631110,,,1610612766,17,10,2024-01-13T01:27:15Z,1040000,False,,,0,,J. Sochan BLOCK (1 BLK),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
107,PT04M29.00S,2024-01-13T01:27:16.4Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,17,10,2024-01-13T01:27:24Z,1050000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,105.0,1.0,1.0,0.0,,
108,PT04M26.00S,2024-01-13T01:27:19.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,26.888961892247043,84.55882352941177,1610612759,20,10,2024-01-13T01:29:57Z,1060000,False,-173.0,200.0,1,left,D. Vassell 26' 3PT running (8 PTS) (J. Sochan 1 AST),"[1630170, 1631110]",1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,26.45,Made,8.0,J. Sochan,1631110.0,1.0,,,,,,
110,PT04M08.00S,2024-01-13T01:27:40.9Z,1,REGULAR,foul,personal,['2freethrow'],1630170,,,1610612766,20,10,2024-01-13T01:28:03Z,1080000,False,,,0,,D. Vassell shooting personal FOUL (2 PF) (Richards 2 FT),"[1630170, 1630208]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,,,202049.0,2.0,0.0,Richards,1630208.0,,,,,,,,,,,,
112,PT04M08.00S,2024-01-13T01:28:15.2Z,1,REGULAR,freethrow,1 of 2,[],1630208,,,1610612766,20,11,2024-01-13T01:28:15Z,1100000,False,,,0,,N. Richards Free Throw 1 of 2 (5 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,Made,5.0,,,,,,,,,
113,PT04M08.00S,2024-01-13T01:28:16.3Z,1,REGULAR,substitution,out,[],1630170,,,1610612766,20,11,2024-01-13T01:28:23Z,1110000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M08.00S,2024-01-13T01:28:16.3Z,1,REGULAR,substitution,out,[],1641706,,,1610612766,20,11,2024-01-13T01:28:23Z,1120000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M08.00S,2024-01-13T01:28:16.3Z,1,REGULAR,substitution,in,[],1626224,,,1610612766,20,11,2024-01-13T01:28:23Z,1130000,False,,,0,,SUB in: C. Osman,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M08.00S,2024-01-13T01:28:16.3Z,1,REGULAR,substitution,in,[],1630550,,,1610612766,20,11,2024-01-13T01:28:23Z,1140000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M08.00S,2024-01-13T01:28:45.9Z,1,REGULAR,freethrow,2 of 2,[],1630208,,,1610612766,20,12,2024-01-13T01:28:45Z,1150000,False,,,0,,N. Richards Free Throw 2 of 2 (6 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,Made,6.0,,,,,,,,,
118,PT03M53.00S,2024-01-13T01:29:02.3Z,1,REGULAR,2pt,Jump Shot,[],1631230,6.389618922470433,70.34313725490196,1610612759,20,12,2024-01-13T01:29:08Z,1160000,False,-102.0,8.0,1,left,MISS D. Barlow 10' floating Shot,[1631230],1610612759.0,SAS,floating,,,Barlow,D. Barlow,,,,,Mid-Range,8-16 Left,,,,,,,,,10.2,Missed,,,,,,,,,,
119,PT03M53.00S,2024-01-13T01:29:02.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,20,12,2024-01-13T01:29:08Z,1170000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,118.0,,,,,
120,PT03M53.00S,2024-01-13T01:29:08.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630550,,,1610612759,20,12,2024-01-13T01:29:24Z,1180000,False,,,0,,J. Thor loose ball personal FOUL (1 PF) (Osman 2 FT),"[1630550, 1626224]",1610612766.0,CHA,loose ball,,,Thor,J. Thor,,,,,In The Paint (Non-RA),0-8 Center,,,,202049.0,1.0,0.0,Osman,1626224.0,,,,,,,,,,,,
122,PT03M53.00S,2024-01-13T01:29:34.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626224,,,1610612759,21,12,2024-01-13T01:31:45Z,1200000,False,,,0,,C. Osman Free Throw 1 of 2 (1 PTS),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,,,,,,Made,1.0,,,,,,,,,
123,PT03M53.00S,2024-01-13T01:29:35.8Z,1,REGULAR,substitution,out,[],1630208,,,1610612759,21,12,2024-01-13T01:29:38Z,1210000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M53.00S,2024-01-13T01:29:35.8Z,1,REGULAR,substitution,in,[],1641877,,,1610612759,21,12,2024-01-13T01:29:38Z,1220000,False,,,0,,SUB in: N. Mensah,[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M53.00S,2024-01-13T01:29:34.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626224,,,1610612759,21,12,2024-01-13T01:31:45Z,1230000,False,,,0,,MISS C. Osman Free Throw 2 of 2,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
140,PT03M53.00S,2024-01-13T01:29:34.8Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,21,12,2024-01-13T01:31:45Z,1235000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,125.0,3.0,3.0,0.0,,
126,PT03M35.00S,2024-01-13T01:30:13.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630550,88.38699080157687,50.49019607843137,1610612766,21,12,2024-01-13T01:30:45Z,1240000,False,2.0,57.0,1,right,MISS J. Thor Layup - blocked,"[1630550, 1631230]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,5.68,Missed,,,,,,,,,Barlow,1631230.0
130,PT03M35.00S,2024-01-13T01:30:13.8Z,1,REGULAR,block,,[],1631230,,,1610612766,21,12,2024-01-13T01:30:45Z,1245000,False,,,0,,D. Barlow BLOCK (1 BLK),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
127,PT03M30.00S,2024-01-13T01:30:18.8Z,1,REGULAR,rebound,offensive,[],1630550,,,1610612766,21,12,2024-01-13T01:30:18Z,1250000,False,,,0,,J. Thor REBOUND (Off:1 Def:0),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,126.0,1.0,0.0,1.0,,
128,PT03M30.00S,2024-01-13T01:30:20.8Z,1,REGULAR,turnover,out-of-bounds,[],202397,,,1610612766,21,12,2024-01-13T01:32:42Z,1260000,False,,,0,,I. Smith lost ball out-of-bounds TURNOVER (1 TO),[202397],1610612766.0,CHA,lost ball,,,Smith,I. Smith,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,,,,,,,,,,,,,,
129,PT03M15.00S,2024-01-13T01:30:44.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631110,6.389618922470433,57.84313725490197,1610612759,21,12,2024-01-13T01:34:47Z,1270000,False,-39.0,8.0,1,left,MISS J. Sochan driving DUNK,[1631110],1610612759.0,SAS,driving,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,3.99,Missed,,,,,,,,,,
131,PT03M14.00S,2024-01-13T01:30:45.8Z,1,REGULAR,rebound,offensive,[],1631230,,,1610612759,21,12,2024-01-13T01:34:47Z,1280000,False,,,0,,D. Barlow REBOUND (Off:1 Def:0),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,129.0,1.0,0.0,1.0,,
132,PT03M14.00S,2024-01-13T01:30:52.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641877,,,1610612759,21,12,2024-01-13T01:45:29Z,1290000,False,,,0,,N. Mensah shooting personal FOUL (1 PF) (Barlow 2 FT),"[1641877, 1631230]",1610612766.0,CHA,shooting,,,Mensah,N. Mensah,,,,,Restricted Area,0-8 Center,,,,1627962.0,1.0,0.0,Barlow,1631230.0,,,,,,,,,,,,
134,PT03M14.00S,2024-01-13T01:31:17.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1631230,,,1610612759,21,12,2024-01-13T01:31:17Z,1310000,False,,,0,,MISS D. Barlow Free Throw 1 of 2,[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
135,PT03M14.00S,2024-01-13T01:31:17.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,21,12,2024-01-13T01:31:17Z,1320000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,,,,,
136,PT03M14.00S,2024-01-13T01:31:21.2Z,1,REGULAR,substitution,out,[],1626179,,,1610612759,21,12,2024-01-13T01:31:25Z,1330000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT03M14.00S,2024-01-13T01:31:21.2Z,1,REGULAR,substitution,in,[],1630163,,,1610612759,21,12,2024-01-13T01:31:25Z,1340000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT03M14.00S,2024-01-13T01:31:33.9Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1631230,,,1610612759,21,12,2024-01-13T01:31:33Z,1350000,False,,,0,,MISS D. Barlow Free Throw 2 of 2,[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
139,PT03M12.00S,2024-01-13T01:31:35.5Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,21,12,2024-01-13T01:31:35Z,1360000,False,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,138.0,4.0,4.0,0.0,,
141,PT02M59.00S,2024-01-13T01:31:50.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630550,92.06636005256242,47.30392156862745,1610612766,21,12,2024-01-13T01:37:31Z,1370000,False,-13.0,22.0,1,right,MISS J. Thor Layup - blocked,"[1630550, 1631230]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,,,,,,,,,2.59,Missed,,,,,,,,,Barlow,1631230.0
142,PT02M59.00S,2024-01-13T01:31:50.3Z,1,REGULAR,block,,[],1631230,,,1610612766,21,12,2024-01-13T01:31:53Z,1380000,False,,,0,,D. Barlow BLOCK (2 BLK),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
143,PT02M57.00S,2024-01-13T01:31:52.3Z,1,REGULAR,rebound,offensive,[],1630550,,,1610612766,21,12,2024-01-13T01:37:31Z,1390000,False,,,0,,J. Thor REBOUND (Off:2 Def:0),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,141.0,2.0,0.0,2.0,,
144,PT02M56.00S,2024-01-13T01:31:59.7Z,1,REGULAR,2pt,Layup,['2ndchance'],1630550,73.9323258869908,56.127450980392155,1610612766,21,12,2024-01-13T01:38:20Z,1400000,False,31.0,193.0,1,right,MISS J. Thor 19' putback Layup,[1630550],1610612766.0,CHA,putback,,,Thor,J. Thor,,,,,Mid-Range,16-24 Center,,,,,,,,,19.49,Missed,,,,,,,,,,
145,PT02M55.00S,2024-01-13T01:32:00.7Z,1,REGULAR,rebound,offensive,[],1641877,,,1610612766,21,12,2024-01-13T01:38:20Z,1410000,False,,,0,,N. Mensah REBOUND (Off:1 Def:0),[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,144.0,1.0,0.0,1.0,,
149,PT02M49.00S,2024-01-13T01:32:05.8Z,1,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,21,12,2024-01-13T01:35:13Z,1415000,False,,,0,,L. Ball lost ball out-of-bounds TURNOVER (2 TO),[1630163],1610612766.0,CHA,lost ball,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,2.0,,,202049.0,,,,,,,,,,,,,,,,
146,PT02M49.00S,2024-01-13T01:32:11.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,21,12,2024-01-13T01:35:13Z,1420000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M49.00S,2024-01-13T01:34:39.1Z,1,REGULAR,substitution,out,[],1631110,,,1610612759,21,12,2024-01-13T01:35:13Z,1430000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M49.00S,2024-01-13T01:34:39.1Z,1,REGULAR,substitution,in,[],1631104,,,1610612759,21,12,2024-01-13T01:35:13Z,1440000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M36.00S,2024-01-13T01:35:19.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631103,18.610381077529567,43.872549019607845,1610612759,21,12,2024-01-13T01:35:28Z,1450000,False,31.0,122.0,1,left,MISS M. Branham 12' pullup Shot,[1631103],1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,12.62,Missed,,,,,,,,,,
151,PT02M34.00S,2024-01-13T01:35:21.0Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,21,12,2024-01-13T01:35:28Z,1460000,False,,,0,,M. Bridges REBOUND (Off:0 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,150.0,5.0,5.0,0.0,,
152,PT02M30.00S,2024-01-13T01:35:26.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628970,89.43823915900131,50.0,1610612766,21,12,2024-01-13T01:39:37Z,1470000,False,0.0,47.0,1,right,MISS M. Bridges running DUNK - blocked,"[1628970, 1631230]",1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,4.68,Missed,,,,,,,,,Barlow,1631230.0
153,PT02M30.00S,2024-01-13T01:35:26.0Z,1,REGULAR,block,,[],1631230,,,1610612766,21,12,2024-01-13T01:35:28Z,1480000,False,,,0,,D. Barlow BLOCK (3 BLK),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
154,PT02M30.00S,2024-01-13T01:35:26.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,21,12,2024-01-13T01:35:39Z,1490000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,152.0,,,,,
156,PT02M27.00S,2024-01-13T01:35:44.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,79.58278580814718,6.61764705882353,1610612766,21,15,2024-01-13T01:35:49Z,1510000,False,-217.0,139.0,1,right,L. Ball 25' 3PT  (6 PTS) (I. Smith 1 AST),"[1630163, 202397]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.78,Made,6.0,I. Smith,202397.0,1.0,,,,,,
158,PT02M18.00S,2024-01-13T01:35:54.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1626224,6.652431011826544,45.588235294117645,1610612759,23,15,2024-01-13T01:36:11Z,1530000,False,22.0,10.0,1,left,C. Osman driving finger roll Layup (3 PTS),[1626224],1610612759.0,SAS,driving finger roll,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,,,,,,,,,2.43,Made,3.0,,,,,,,,,
159,PT02M18.00S,2024-01-13T01:35:59.8Z,1,REGULAR,violation,defensive goaltending,[],1641877,,,1610612759,23,15,2024-01-13T01:40:34Z,1540000,False,,,0,,N. Mensah defensive goaltending VIOLATION,[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,,,,,,1627962.0,,,,,,,,,,,,,,,,
160,PT02M04.00S,2024-01-13T01:36:20.2Z,1,REGULAR,foul,personal,[],1631104,,,1610612766,23,15,2024-01-13T01:36:30Z,1550000,False,,,0,,B. Wesley personal FOUL (1 PF),"[1631104, 1628970]",1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,In The Paint (Non-RA),8-16 Left,,,,1627962.0,1.0,0.0,Bridges,1628970.0,,,,,,,,,,,,
162,PT02M00.00S,2024-01-13T01:36:48.8Z,1,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,23,15,2024-01-13T01:37:08Z,1570000,False,,,0,,L. Ball step out-of-bounds TURNOVER (3 TO),[1630163],1610612766.0,CHA,step,,,Ball,L. Ball,,,,,Mid-Range,16-24 Right Center,3.0,,,202049.0,,,,,,,,,,,,,,,,
163,PT01M41.00S,2024-01-13T01:37:14.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631103,10.068988173455978,49.26470588235294,1610612759,25,15,2024-01-13T01:41:28Z,1580000,False,4.0,42.0,1,left,M. Branham driving Layup (5 PTS) (K. Johnson 1 AST),"[1631103, 1629640]",1610612759.0,SAS,driving,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,,,,,,,,,4.23,Made,5.0,K. Johnson,1629640.0,1.0,,,,,,
165,PT01M29.00S,2024-01-13T01:37:26.2Z,1,REGULAR,2pt,Jump Shot,[],202397,92.72339027595268,9.558823529411764,1610612766,25,15,2024-01-13T01:37:38Z,1600000,False,-202.0,16.0,1,right,MISS I. Smith 20' Jump Shot,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,Mid-Range,16-24 Left,,,,,,,,,20.28,Missed,,,,,,,,,,
166,PT01M26.00S,2024-01-13T01:37:29.2Z,1,REGULAR,rebound,defensive,[],1631230,,,1610612759,25,15,2024-01-13T01:37:38Z,1610000,False,,,0,,D. Barlow REBOUND (Off:1 Def:1),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,165.0,2.0,1.0,1.0,,
167,PT01M25.00S,2024-01-13T01:37:30.8Z,1,REGULAR,turnover,bad pass,[],1629640,,,1610612759,25,15,2024-01-13T01:37:45Z,1620000,False,,,0,,K. Johnson bad pass TURNOVER (1 TO),"[1629640, 1630163]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,1.0,Ball,1630163.0,,,,,,,,,,,,,,,,,
168,PT01M25.00S,2024-01-13T01:37:30.8Z,1,REGULAR,steal,,[],1630163,,,1610612766,25,15,2024-01-13T01:37:33Z,1630000,False,,,0,,L. Ball STEAL (3 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
