actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
18,PT10M24.00S,2023-12-27T01:12:21.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628374,94.40999984741211,50.0,1610612762,5,5,2023-12-27T01:12:21Z,180000,False,0.0,0.0,1,right,L. Markkanen tip Layup (2 PTS),[1628374],1610612762.0,UTA,tip,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
19,PT10M19.00S,2023-12-27T01:12:27.4Z,1,REGULAR,3pt,Jump Shot,[],1630577,27.151773981603156,82.1078431372549,1610612759,8,5,2023-12-27T01:12:34Z,190000,False,-161.0,203.0,1,left,J. Champagnie 25' 3PT  (8 PTS) (M. Branham 1 AST),"[1630577, 1631103]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,25.85,Made,8.0,M. Branham,1631103.0,1.0,,,,,,,,,,,,,,
21,PT10M07.00S,2023-12-27T01:12:39.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629012,93.77463863337714,49.754901960784316,1610612762,8,7,2023-12-27T01:12:44Z,210000,False,-1.0,6.0,1,right,C. Sexton driving DUNK (2 PTS) (K. Olynyk 1 AST),"[1629012, 203482]",1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,0.61,Made,2.0,K. Olynyk,203482.0,1.0,,,,,,,,,,,,,,
23,PT09M53.00S,2023-12-27T01:12:54.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631103,13.61695137976347,37.00980392156863,1610612759,8,7,2023-12-27T01:12:58Z,230000,False,65.0,75.0,1,left,MISS M. Branham 9' driving floating Shot,[1631103],1610612759.0,SAS,driving floating,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Right,9.96,Missed,,,,,,,,,,,,,,,,,,
24,PT09M50.00S,2023-12-27T01:12:57.0Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,8,7,2023-12-27T01:12:58Z,240000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,
25,PT09M39.00S,2023-12-27T01:13:07.6Z,1,REGULAR,3pt,Jump Shot,[],1628381,92.85479632063075,3.431372549019608,1610612762,8,7,2023-12-27T01:13:12Z,250000,False,-233.0,15.0,1,right,MISS J. Collins 3PT,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Left Corner 3,24+ Left,23.33,Missed,,,,,,,,,,,,,,,,,,
26,PT09M36.00S,2023-12-27T01:13:10.6Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,8,7,2023-12-27T01:13:12Z,260000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Left Corner 3,24+ Left,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,
27,PT09M31.00S,2023-12-27T01:13:16.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641705,30.699737187910642,66.91176470588235,1610612759,11,7,2023-12-27T01:14:38Z,270000,False,-85.0,236.0,1,left,V. Wembanyama 25' 3PT running pullup (3 PTS),[1641705],1610612759.0,SAS,running pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,25.08,Made,3.0,,,,,,,,,,,,,,,,,
28,PT09M14.00S,2023-12-27T01:13:32.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203482,89.30683311432325,47.30392156862745,1610612762,11,7,2023-12-27T01:14:58Z,280000,False,-13.0,48.0,1,right,MISS K. Olynyk Hook - blocked,"[203482, 1641705]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,4.99,Missed,,,,,,,,,,,Wembanyama,1641705.0,,,,,,
29,PT09M14.00S,2023-12-27T01:13:32.1Z,1,REGULAR,block,,[],1641705,,,1610612762,11,7,2023-12-27T01:13:34Z,290000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M12.00S,2023-12-27T01:13:34.1Z,1,REGULAR,rebound,defensive,[],1631103,,,1610612759,11,7,2023-12-27T01:13:37Z,300000,False,,,0,,M. Branham REBOUND (Off:0 Def:1),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,
31,PT09M05.00S,2023-12-27T01:13:42.3Z,1,REGULAR,3pt,Jump Shot,[],1630577,9.017739816031538,4.411764705882353,1610612759,11,7,2023-12-27T01:15:28Z,310000,False,228.0,32.0,1,left,MISS J. Champagnie 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,23.02,Missed,,,,,,,,,,,,,,,,,,
32,PT09M02.00S,2023-12-27T01:13:45.3Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,11,7,2023-12-27T01:13:46Z,320000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Right Corner 3,24+ Right,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,
33,PT08M57.00S,2023-12-27T01:13:50.2Z,1,REGULAR,3pt,Jump Shot,[],1629012,85.89027595269383,95.34313725490196,1610612762,11,7,2023-12-27T01:13:55Z,330000,False,227.0,80.0,1,right,MISS C. Sexton 24' pullup 3PT,[1629012],1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,Right Corner 3,24+ Right,24.04,Missed,,,,,,,,,,,,,,,,,,
34,PT08M53.00S,2023-12-27T01:13:54.2Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,11,7,2023-12-27T01:13:55Z,340000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Right Corner 3,24+ Right,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,,,
35,PT08M47.00S,2023-12-27T01:13:58.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,8.623521681997373,47.794117647058826,1610612759,11,7,2023-12-27T01:16:11Z,350000,False,11.0,29.0,1,left,MISS V. Wembanyama cutting Layup - blocked,"[1641705, 1629012]",1610612759.0,SAS,cutting,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,3.06,Missed,,,,,,,,,,,Sexton,1629012.0,,,,,,
36,PT08M47.00S,2023-12-27T01:13:58.9Z,1,REGULAR,block,,[],1629012,,,1610612759,11,7,2023-12-27T01:14:01Z,360000,False,,,0,,C. Sexton BLOCK (1 BLK),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
37,PT08M47.00S,2023-12-27T01:13:58.9Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,11,7,2023-12-27T01:14:05Z,370000,False,,,0,,J. Sochan REBOUND (Off:1 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,35.0,2.0,1.0,1.0,,,,,,,,,,
38,PT08M47.00S,2023-12-27T01:14:04.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631110,5.590000152587891,50.0,1610612759,13,7,2023-12-27T01:14:04Z,380000,False,0.0,0.0,1,left,J. Sochan putback DUNK (2 PTS),[1631110],1610612759.0,SAS,putback,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
39,PT08M47.00S,2023-12-27T01:14:09.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,13,7,2023-12-27T01:14:09Z,390000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M32.00S,2023-12-27T01:17:13.6Z,1,REGULAR,3pt,Jump Shot,[],1628374,78.40013140604468,9.558823529411764,1610612762,13,7,2023-12-27T01:17:17Z,400000,False,-202.0,151.0,1,right,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,25.21,Missed,,,,,,,,,,,,,,,,,,
41,PT08M29.00S,2023-12-27T01:17:16.6Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,13,7,2023-12-27T01:17:17Z,410000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,,,,40.0,2.0,2.0,0.0,,,,,,,,,,
42,PT08M09.00S,2023-12-27T01:17:35.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,6.258212877792378,50.73529411764706,1610612759,15,7,2023-12-27T01:17:48Z,420000,False,-4.0,6.0,1,left,V. Wembanyama alley-oop Layup (5 PTS) (D. Vassell 1 AST),"[1641705, 1630170]",1610612759.0,SAS,alley-oop,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,0.73,Made,5.0,D. Vassell,1630170.0,1.0,,,,,,,,,,,,,,
44,PT08M05.00S,2023-12-27T01:17:40.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,94.69448094612353,51.225490196078425,1610612762,15,9,2023-12-27T01:18:28Z,440000,False,6.0,-3.0,1,right,L. Markkanen cutting Layup (4 PTS) (K. Dunn 1 AST),"[1628374, 1627739]",1610612762.0,UTA,cutting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,0.66,Made,4.0,K. Dunn,1627739.0,1.0,,,,,,,,,,,,,,
46,PT07M44.00S,2023-12-27T01:18:00.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,6.389618922470433,46.81372549019608,1610612759,15,9,2023-12-27T01:19:04Z,460000,False,16.0,8.0,1,left,MISS M. Branham cutting Layup,[1631103],1610612759.0,SAS,cutting,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
47,PT07M42.00S,2023-12-27T01:18:02.9Z,1,REGULAR,rebound,offensive,[],1630170,,,1610612759,15,9,2023-12-27T01:18:14Z,470000,False,,,0,,D. Vassell REBOUND (Off:1 Def:0),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,,46.0,1.0,0.0,1.0,,,,,,,,,,
48,PT07M39.00S,2023-12-27T01:18:06.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630170,11.645860709592641,27.696078431372552,1610612759,15,9,2023-12-27T01:19:20Z,480000,False,112.0,57.0,1,left,MISS D. Vassell 12' Jump Shot,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,12.52,Missed,,,,,,,,,,,,,,,,,,
49,PT07M37.00S,2023-12-27T01:18:08.1Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612762,15,9,2023-12-27T01:18:21Z,490000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Mid-Range,8-16 Right,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,
50,PT07M26.00S,2023-12-27T01:18:18.6Z,1,REGULAR,turnover,bad pass,[],1628381,,,1610612762,15,9,2023-12-27T01:20:01Z,500000,False,,,0,,J. Collins bad pass TURNOVER (1 TO),"[1628381, 1630577]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,Champagnie,1630577.0,,,,
51,PT07M26.00S,2023-12-27T01:18:18.6Z,1,REGULAR,steal,,[],1630577,,,1610612759,15,9,2023-12-27T01:18:20Z,510000,False,,,0,,J. Champagnie STEAL (1 STL),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
52,PT07M11.00S,2023-12-27T01:18:34.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630577,6.1268068331143235,49.26470588235294,1610612759,17,9,2023-12-27T01:18:42Z,520000,False,4.0,5.0,1,left,J. Champagnie DUNK (10 PTS) (M. Branham 2 AST),"[1630577, 1631103]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,0.63,Made,10.0,M. Branham,1631103.0,2.0,,,,,,,,,,,,,,
54,PT06M53.00S,2023-12-27T01:18:53.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629012,92.9862023653088,54.65686274509803,1610612762,17,11,2023-12-27T01:20:51Z,540000,False,23.0,13.0,1,right,C. Sexton driving finger roll Layup (4 PTS) (L. Markkanen 1 AST),"[1629012, 1628374]",1610612762.0,UTA,driving finger roll,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,2.69,Made,4.0,L. Markkanen,1628374.0,1.0,,,,,,,,,,,,,,
55,PT06M53.00S,2023-12-27T01:18:58.3Z,1,REGULAR,violation,defensive goaltending,[],1630577,,,1610612762,17,11,2023-12-27T01:19:03Z,550000,False,,,0,,J. Champagnie defensive goaltending VIOLATION,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,202056.0,,,,,,,,,
56,PT06M35.00S,2023-12-27T01:19:43.5Z,1,REGULAR,3pt,Jump Shot,[],1630170,26.231931668856767,83.33333333333334,1610612759,20,11,2023-12-27T01:19:48Z,560000,False,-167.0,194.0,1,left,D. Vassell 25' 3PT  (3 PTS) (V. Wembanyama 2 AST),"[1630170, 1641705]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,25.59,Made,3.0,V. Wembanyama,1641705.0,2.0,,,,,,,,,,,,,,
58,PT06M11.00S,2023-12-27T01:20:09.2Z,1,REGULAR,foul,personal,['2freethrow'],1630170,,,1610612762,20,11,2023-12-27T01:20:16Z,580000,False,,,0,,D. Vassell shooting personal FOUL (1 PF) (Sexton 2 FT),"[1630170, 1629012]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202056.0,,,,,,1.0,0.0,Sexton,1629012.0
60,PT06M11.00S,2023-12-27T01:20:45.4Z,1,REGULAR,freethrow,1 of 2,[],1629012,,,1610612762,20,12,2023-12-27T01:20:45Z,600000,False,,,0,,C. Sexton Free Throw 1 of 2 (5 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
61,PT06M11.00S,2023-12-27T01:20:46.2Z,1,REGULAR,substitution,out,[],1630577,,,1610612762,20,12,2023-12-27T01:21:00Z,610000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M11.00S,2023-12-27T01:20:46.2Z,1,REGULAR,substitution,out,[],1641705,,,1610612762,20,12,2023-12-27T01:21:00Z,620000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M11.00S,2023-12-27T01:20:46.2Z,1,REGULAR,substitution,out,[],1628374,,,1610612762,20,12,2023-12-27T01:21:00Z,630000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M11.00S,2023-12-27T01:20:46.2Z,1,REGULAR,substitution,out,[],1628381,,,1610612762,20,12,2023-12-27T01:21:00Z,640000,False,,,0,,SUB out: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M11.00S,2023-12-27T01:20:46.2Z,1,REGULAR,substitution,out,[],1627739,,,1610612762,20,12,2023-12-27T01:21:00Z,650000,False,,,0,,SUB out: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M11.00S,2023-12-27T01:20:46.2Z,1,REGULAR,substitution,in,[],1629640,,,1610612762,20,12,2023-12-27T01:21:00Z,660000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M11.00S,2023-12-27T01:20:46.2Z,1,REGULAR,substitution,in,[],1628380,,,1610612762,20,12,2023-12-27T01:21:00Z,670000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M11.00S,2023-12-27T01:20:46.2Z,1,REGULAR,substitution,in,[],1631117,,,1610612762,20,12,2023-12-27T01:21:00Z,680000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M11.00S,2023-12-27T01:20:46.2Z,1,REGULAR,substitution,in,[],203903,,,1610612762,20,12,2023-12-27T01:21:00Z,690000,False,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M11.00S,2023-12-27T01:20:46.2Z,1,REGULAR,substitution,in,[],1641718,,,1610612762,20,12,2023-12-27T01:21:00Z,700000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M11.00S,2023-12-27T01:21:14.1Z,1,REGULAR,freethrow,2 of 2,[],1629012,,,1610612762,20,13,2023-12-27T01:21:14Z,710000,False,,,0,,C. Sexton Free Throw 2 of 2 (6 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
72,PT05M56.00S,2023-12-27T01:21:30.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,12.434296977660972,37.00980392156863,1610612759,20,13,2023-12-27T01:21:43Z,720000,False,65.0,64.0,1,left,MISS K. Johnson 9' driving floating Shot,[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Right,9.15,Missed,,,,,,,,,,,,,,,,,,
73,PT05M53.00S,2023-12-27T01:21:33.4Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,20,13,2023-12-27T01:21:43Z,730000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:2),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,72.0,2.0,2.0,0.0,,,,,,,,,,
74,PT05M49.00S,2023-12-27T01:21:37.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629012,88.91261498028909,52.450980392156865,1610612762,20,15,2023-12-27T01:22:49Z,740000,False,12.0,52.0,1,right,C. Sexton driving floating Jump Shot (8 PTS) (J. Clarkson 1 AST),"[1629012, 203903]",1610612762.0,UTA,driving floating,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,5.31,Made,8.0,J. Clarkson,203903.0,1.0,,,,,,,,,,,,,,
75,PT05M49.00S,2023-12-27T01:21:43.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,20,15,2023-12-27T01:21:43Z,750000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M49.00S,2023-12-27T01:23:50.1Z,1,REGULAR,substitution,out,[],1631110,,,1610612759,20,15,2023-12-27T01:24:20Z,760000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M49.00S,2023-12-27T01:23:50.1Z,1,REGULAR,substitution,in,[],1630200,,,1610612759,20,15,2023-12-27T01:24:20Z,770000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M29.00S,2023-12-27T01:24:50.4Z,1,REGULAR,2pt,Jump Shot,[],1631103,22.815374507227332,47.794117647058826,1610612759,20,15,2023-12-27T01:24:56Z,780000,False,11.0,162.0,1,left,MISS M. Branham 16' pullup Shot - blocked,"[1631103, 1631117]",1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,Mid-Range,16-24 Center,16.24,Missed,,,,,,,,,,,Kessler,1631117.0,,,,,,
80,PT05M29.00S,2023-12-27T01:24:50.4Z,1,REGULAR,block,,[],1631117,,,1610612759,20,15,2023-12-27T01:24:52Z,790000,False,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
81,PT05M26.00S,2023-12-27T01:24:53.4Z,1,REGULAR,rebound,defensive,[],1629012,,,1610612762,20,15,2023-12-27T01:24:56Z,800000,False,,,0,,C. Sexton REBOUND (Off:0 Def:1),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Mid-Range,16-24 Center,,,,,,,79.0,1.0,1.0,0.0,,,,,,,,,,
