actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,shotActionNumber,area,areaDetail,turnoverTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
165,PT10M42.00S,2024-04-13T00:38:39.5Z,2,REGULAR,substitution,out,[],1631321,,,1610612743,34,35,2024-04-13T00:38:45Z,1600000,False,,,0,,SUB out: S. Cissoko,[1631321],1610612759.0,SAS,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT10M42.00S,2024-04-13T00:38:39.5Z,2,REGULAR,substitution,in,[],1630577,,,1610612743,34,35,2024-04-13T00:38:45Z,1610000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT10M42.00S,2024-04-13T00:38:39.5Z,2,REGULAR,substitution,in,[],1630572,,,1610612743,34,35,2024-04-13T00:38:45Z,1620000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT10M42.00S,2024-04-13T00:38:38.1Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1631128,,,1610612743,34,35,2024-04-13T00:39:27Z,1630000,False,,,0,,MISS C. Braun Free Throw 2 of 2,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
169,PT10M40.00S,2024-04-13T00:38:40.1Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612759,34,35,2024-04-13T00:39:27Z,1640000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:3),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,168.0,,,,,3.0,3.0,0.0,,,,,,,,,,
170,PT10M30.00S,2024-04-13T00:39:13.1Z,2,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612759,34,35,2024-04-13T00:40:03Z,1650000,False,,,0,,P. Watson shooting personal FOUL (1 PF) (Wembanyama 2 FT),"[1631212, 1641705]",1610612743.0,DEN,shooting,,,Watson,P. Watson,,,,,200833.0,1.0,0.0,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,Wembanyama,1641705.0,,
173,PT10M30.00S,2024-04-13T00:39:42.8Z,2,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,35,35,2024-04-13T00:39:42Z,1670000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (9 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,,,9.0,,,,,,,,,
174,PT10M30.00S,2024-04-13T00:40:03.1Z,2,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,36,35,2024-04-13T00:40:03Z,1680000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (10 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,,,10.0,,,,,,,,,
175,PT10M17.00S,2024-04-13T00:40:18.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,16.90210249671485,49.754901960784316,1610612743,36,37,2024-04-13T00:42:33Z,1690000,False,1.0,106.0,1,left,R. Jackson 10' driving floating Jump Shot (2 PTS) (J. Holiday 1 AST),"[202704, 203200]",1610612743.0,DEN,driving floating,,,Jackson,R. Jackson,,,,,,,,Made,,In The Paint (Non-RA),8-16 Center,,10.64,,,,2.0,J. Holiday,203200.0,1.0,,,,,,
176,PT09M56.00S,2024-04-13T00:40:39.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630572,87.86136662286465,49.26470588235294,1610612759,36,37,2024-04-13T00:43:18Z,1700000,False,-4.0,62.0,1,right,MISS S. Mamukelashvili 6' Hook,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,Missed,,In The Paint (Non-RA),0-8 Center,,6.17,,,,,,,,,,,,,
178,PT09M56.00S,2024-04-13T00:40:39.1Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,36,37,2024-04-13T00:40:45Z,1710000,False,,,0,,C. Braun REBOUND (Off:0 Def:2),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,176.0,In The Paint (Non-RA),0-8 Center,,,2.0,2.0,0.0,,,,,,,,,,
179,PT09M41.00S,2024-04-13T00:40:53.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631212,6.521024967148489,50.49019607843137,1610612743,36,39,2024-04-13T00:41:00Z,1720000,False,-2.0,9.0,1,left,P. Watson driving DUNK (4 PTS) (C. Braun 2 AST),"[1631212, 1631128]",1610612743.0,DEN,driving,,,Watson,P. Watson,,,,,,,,Made,,Restricted Area,0-8 Center,,0.91,,,,4.0,C. Braun,1631128.0,2.0,,,,,,
181,PT09M33.00S,2024-04-13T00:41:04.0Z,2,REGULAR,turnover,traveling,[],1628984,,,1610612759,36,39,2024-04-13T00:41:34Z,1740000,False,,,0,,D. Graham traveling TURNOVER (1 TO),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,200833.0,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,,,,,,
182,PT09M33.00S,2024-04-13T00:41:07.3Z,2,REGULAR,substitution,out,[],1628984,,,1610612743,36,39,2024-04-13T00:41:11Z,1750000,False,,,0,,SUB out: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M33.00S,2024-04-13T00:41:07.3Z,2,REGULAR,substitution,in,[],1630561,,,1610612743,36,39,2024-04-13T00:41:11Z,1760000,False,,,0,,SUB in: D. Duke Jr.,[1630561],1610612759.0,SAS,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M24.00S,2024-04-13T00:41:33.5Z,2,REGULAR,foul,personal,[],1630561,,,1610612743,36,39,2024-04-13T00:44:38Z,1770000,False,,,0,,D. Duke Jr. personal FOUL (1 PF),"[1630561, 1631128]",1610612759.0,SAS,,,,Duke Jr.,D. Duke Jr.,,,,,101284.0,1.0,0.0,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,Braun,1631128.0,,
186,PT09M18.00S,2024-04-13T00:41:55.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202704,15.719448094612352,44.6078431372549,1610612743,36,39,2024-04-13T00:45:20Z,1790000,False,27.0,95.0,1,left,MISS R. Jackson 9' driving floating Shot,[202704],1610612743.0,DEN,driving floating,,,Jackson,R. Jackson,,,,,,,,Missed,,In The Paint (Non-RA),8-16 Center,,9.91,,,,,,,,,,,,,
187,PT09M15.00S,2024-04-13T00:41:58.1Z,2,REGULAR,rebound,defensive,[],1630200,,,1610612759,36,39,2024-04-13T00:42:05Z,1800000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,186.0,In The Paint (Non-RA),8-16 Center,,,1.0,1.0,0.0,,,,,,,,,,
188,PT09M12.00S,2024-04-13T00:42:02.7Z,2,REGULAR,foul,personal,['2freethrow'],202704,,,1610612759,36,39,2024-04-13T00:42:09Z,1810000,False,,,0,,R. Jackson shooting personal FOUL (1 PF) (Jones 2 FT),"[202704, 1630200]",1610612743.0,DEN,shooting,,,Jackson,R. Jackson,,,,,101284.0,1.0,0.0,,,Mid-Range,8-16 Left,,,,,,,,,,,,Jones,1630200.0,,
190,PT09M12.00S,2024-04-13T00:42:25.2Z,2,REGULAR,freethrow,1 of 2,[],1630200,,,1610612759,37,39,2024-04-13T00:42:52Z,1830000,False,,,0,,T. Jones Free Throw 1 of 2 (5 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
191,PT09M12.00S,2024-04-13T00:42:25.2Z,2,REGULAR,freethrow,2 of 2,[],1630200,,,1610612759,37,39,2024-04-13T00:42:52Z,1840000,False,,,0,,MISS T. Jones Free Throw 2 of 2,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
192,PT09M11.00S,2024-04-13T00:42:26.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,37,39,2024-04-13T00:42:52Z,1850000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,191.0,,,,,,,,,,,,,,,,,
193,PT09M11.00S,2024-04-13T00:42:48.0Z,2,REGULAR,foul,personal,[],1630572,,,1610612743,37,39,2024-04-13T00:42:58Z,1860000,False,,,0,,S. Mamukelashvili loose ball personal FOUL (1 PF),"[1630572, 1631212]",1610612759.0,SAS,loose ball,,,Mamukelashvili,S. Mamukelashvili,,,,,200833.0,1.0,0.0,,,Restricted Area,0-8 Center,,,,,,,,,,,,Watson,1631212.0,,
195,PT09M01.00S,2024-04-13T00:43:14.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,20.18725361366623,52.69607843137255,1610612743,37,39,2024-04-13T00:46:32Z,1880000,False,-13.0,137.0,1,left,MISS R. Jackson 13' driving floating Shot - blocked,"[202704, 1641705]",1610612743.0,DEN,driving floating,,,Jackson,R. Jackson,,,,,,,,Missed,,In The Paint (Non-RA),8-16 Center,,13.8,,,,,,,,,,,,Wembanyama,1641705.0
199,PT09M01.00S,2024-04-13T00:43:14.3Z,2,REGULAR,block,,[],1641705,,,1610612743,37,39,2024-04-13T00:43:30Z,1885000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,
196,PT08M57.00S,2024-04-13T00:43:18.3Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,37,39,2024-04-13T00:52:47Z,1890000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:7),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,195.0,In The Paint (Non-RA),8-16 Center,,,7.0,7.0,0.0,,,,,,,,,,
197,PT08M53.00S,2024-04-13T00:43:22.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630577,68.9388961892247,36.76470588235294,1610612759,37,39,2024-04-13T00:47:03Z,1900000,False,-66.0,239.0,1,right,MISS J. Champagnie 24' running 3PT,[1630577],1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,,,,Missed,,Above the Break 3,24+ Center,,24.85,,,,,,,,,,,,,
198,PT08M49.00S,2024-04-13T00:43:26.3Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,37,39,2024-04-13T00:43:36Z,1910000,False,,,0,,P. Watson REBOUND (Off:2 Def:3),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,197.0,Above the Break 3,24+ Center,,,5.0,3.0,2.0,,,,,,,,,,
200,PT08M45.00S,2024-04-13T00:43:30.9Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1631212,8.623521681997373,47.549019607843135,1610612743,37,39,2024-04-13T00:47:54Z,1920000,False,12.0,29.0,1,left,MISS P. Watson driving floating Shot,[1631212],1610612743.0,DEN,driving floating,,,Watson,P. Watson,,,,,,,,Missed,,Restricted Area,0-8 Center,,3.11,,,,,,,,,,,,,
201,PT08M42.00S,2024-04-13T00:43:33.9Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612759,37,39,2024-04-13T00:45:01Z,1930000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:4),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,200.0,Restricted Area,0-8 Center,,,4.0,4.0,0.0,,,,,,,,,,
202,PT08M38.00S,2024-04-13T00:43:37.9Z,2,REGULAR,turnover,bad pass,[],1630200,,,1610612759,37,39,2024-04-13T00:43:51Z,1940000,False,,,0,,T. Jones bad pass TURNOVER (2 TO),"[1630200, 202704]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,Mid-Range,16-24 Right Center,2.0,,,,,,,,,Jackson,202704.0,,,,
203,PT08M38.00S,2024-04-13T00:43:37.9Z,2,REGULAR,steal,,[],202704,,,1610612743,37,39,2024-04-13T00:43:42Z,1950000,False,,,0,,R. Jackson STEAL (1 STL),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,
204,PT08M34.00S,2024-04-13T00:43:43.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631128,6.389618922470433,50.0,1610612743,37,41,2024-04-13T00:49:47Z,1960000,False,0.0,8.0,1,left,C. Braun running Layup (3 PTS) (R. Jackson 3 AST),"[1631128, 202704]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,,,,Made,,Restricted Area,0-8 Center,,0.76,,,,3.0,R. Jackson,202704.0,3.0,,,,,,
206,PT08M33.00S,2024-04-13T00:43:50.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,37,41,2024-04-13T00:50:14Z,1980000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M33.00S,2024-04-13T00:46:17.1Z,2,REGULAR,substitution,out,[],1641705,,,1610612759,37,41,2024-04-13T00:46:31Z,1990000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M33.00S,2024-04-13T00:46:17.1Z,2,REGULAR,substitution,in,[],1628380,,,1610612759,37,41,2024-04-13T00:46:31Z,2000000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M10.00S,2024-04-13T00:47:18.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,85.89027595269383,55.14705882352941,1610612759,37,41,2024-04-13T00:48:29Z,2020000,False,26.0,80.0,1,right,MISS Z. Collins 8' driving Hook,[1628380],1610612759.0,SAS,driving,,,Collins,Z. Collins,,,,,,,,Missed,,In The Paint (Non-RA),8-16 Center,,8.41,,,,,,,,,,,,,
211,PT08M07.00S,2024-04-13T00:47:21.0Z,2,REGULAR,rebound,defensive,[],1630192,,,1610612743,37,41,2024-04-13T00:47:23Z,2030000,False,,,0,,Z. Nnaji REBOUND (Off:0 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,210.0,In The Paint (Non-RA),8-16 Center,,,1.0,1.0,0.0,,,,,,,,,,
212,PT08M00.00S,2024-04-13T00:47:27.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,19.66162943495401,37.00980392156863,1610612743,37,43,2024-04-13T00:47:33Z,2040000,False,65.0,132.0,1,left,R. Jackson 14' pullup Jump Shot (4 PTS),[202704],1610612743.0,DEN,pullup,,,Jackson,R. Jackson,,,,,,,,Made,,In The Paint (Non-RA),8-16 Center,,14.74,,,,4.0,,,,,,,,,
213,PT07M48.00S,2024-04-13T00:47:39.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,81.42247043363994,55.392156862745104,1610612759,37,43,2024-04-13T00:47:50Z,2050000,False,27.0,122.0,1,right,MISS T. Jones 12' pullup Shot,[1630200],1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,,,,Missed,,In The Paint (Non-RA),8-16 Center,,12.5,,,,,,,,,,,,,
214,PT07M45.00S,2024-04-13T00:47:42.4Z,2,REGULAR,rebound,offensive,[],1628380,,,1610612759,37,43,2024-04-13T00:47:42Z,2060000,False,,,0,,Z. Collins REBOUND (Off:1 Def:0),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,213.0,In The Paint (Non-RA),8-16 Center,,,1.0,0.0,1.0,,,,,,,,,,
215,PT07M44.00S,2024-04-13T00:47:44.1Z,2,REGULAR,turnover,lost ball,[],1628380,,,1610612759,37,43,2024-04-13T00:48:10Z,2070000,False,,,0,,Z. Collins lost ball TURNOVER (2 TO),"[1628380, 202704]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,,,,,,,Jackson,202704.0,,,,
216,PT07M44.00S,2024-04-13T00:47:44.1Z,2,REGULAR,steal,,[],202704,,,1610612743,37,43,2024-04-13T00:47:46Z,2080000,False,,,0,,R. Jackson STEAL (2 STL),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,
217,PT07M33.00S,2024-04-13T00:47:54.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203200,6.652431011826544,95.58823529411765,1610612743,37,43,2024-04-13T00:48:14Z,2090000,False,-228.0,10.0,1,left,MISS J. Holiday 3PT,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,Missed,,Left Corner 3,24+ Left,,22.81,,,,,,,,,,,,,
218,PT07M29.00S,2024-04-13T00:47:58.5Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612759,37,43,2024-04-13T00:47:58Z,2100000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:5),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,217.0,Left Corner 3,24+ Left,,,5.0,5.0,0.0,,,,,,,,,,
219,PT07M28.00S,2024-04-13T00:48:02.1Z,2,REGULAR,foul,personal,['2freethrow'],1631128,,,1610612759,37,43,2024-04-13T00:48:18Z,2110000,False,,,0,,C. Braun shooting personal FOUL (1 PF) (Champagnie 2 FT),"[1631128, 1630577]",1610612743.0,DEN,shooting,,,Braun,C. Braun,,,,,1627964.0,1.0,0.0,,,Restricted Area,0-8 Center,,,,,,,,,,,,Champagnie,1630577.0,,
221,PT07M28.00S,2024-04-13T00:48:26.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630577,,,1610612759,38,43,2024-04-13T00:48:26Z,2130000,False,,,0,,J. Champagnie Free Throw 1 of 2 (4 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
222,PT07M28.00S,2024-04-13T00:48:27.6Z,2,REGULAR,substitution,out,[],1630200,,,1610612759,38,43,2024-04-13T00:48:30Z,2140000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M28.00S,2024-04-13T00:48:27.6Z,2,REGULAR,substitution,in,[],1628984,,,1610612759,38,43,2024-04-13T00:48:30Z,2150000,False,,,0,,SUB in: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M28.00S,2024-04-13T00:48:43.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630577,,,1610612759,39,43,2024-04-13T00:48:43Z,2160000,False,,,0,,J. Champagnie Free Throw 2 of 2 (5 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
225,PT07M07.00S,2024-04-13T00:49:06.4Z,2,REGULAR,3pt,Jump Shot,[],203200,4.944152431011826,2.2058823529411766,1610612743,39,43,2024-04-13T00:49:12Z,2170000,False,239.0,-6.0,1,left,MISS J. Holiday 3PT,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,Missed,,Right Corner 3,24+ Right,,23.91,,,,,,,,,,,,,
226,PT07M04.00S,2024-04-13T00:49:09.4Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612759,39,43,2024-04-13T00:49:12Z,2180000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:6),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,225.0,Right Corner 3,24+ Right,,,6.0,6.0,0.0,,,,,,,,,,
227,PT06M42.00S,2024-04-13T00:49:31.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628380,88.38699080157687,43.872549019607845,1610612759,41,43,2024-04-13T00:49:37Z,2190000,False,-31.0,57.0,1,right,Z. Collins 6' turnaround Jump Shot (8 PTS),[1628380],1610612759.0,SAS,turnaround,,,Collins,Z. Collins,,,,,,,,Made,,In The Paint (Non-RA),0-8 Center,,6.44,,,,8.0,,,,,,,,,
228,PT06M36.00S,2024-04-13T00:49:42.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,41,43,2024-04-13T00:49:42Z,2200000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M36.00S,2024-04-13T00:52:04.3Z,2,REGULAR,substitution,out,[],1630561,,,1610612743,41,43,2024-04-13T00:52:33Z,2210000,False,,,0,,SUB out: D. Duke Jr.,[1630561],1610612759.0,SAS,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M36.00S,2024-04-13T00:52:04.3Z,2,REGULAR,substitution,out,[],1630572,,,1610612743,41,43,2024-04-13T00:52:33Z,2220000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M36.00S,2024-04-13T00:52:04.3Z,2,REGULAR,substitution,out,[],202704,,,1610612743,41,43,2024-04-13T00:52:33Z,2230000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M36.00S,2024-04-13T00:52:04.3Z,2,REGULAR,substitution,out,[],1631212,,,1610612743,41,43,2024-04-13T00:52:33Z,2240000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M36.00S,2024-04-13T00:52:04.3Z,2,REGULAR,substitution,out,[],203200,,,1610612743,41,43,2024-04-13T00:52:33Z,2250000,False,,,0,,SUB out: J. Holiday,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M36.00S,2024-04-13T00:52:04.3Z,2,REGULAR,substitution,out,[],1630192,,,1610612743,41,43,2024-04-13T00:52:33Z,2260000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M36.00S,2024-04-13T00:52:04.3Z,2,REGULAR,substitution,in,[],1631104,,,1610612743,41,43,2024-04-13T00:52:33Z,2270000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M36.00S,2024-04-13T00:52:04.3Z,2,REGULAR,substitution,in,[],1641705,,,1610612743,41,43,2024-04-13T00:52:33Z,2280000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M36.00S,2024-04-13T00:52:04.3Z,2,REGULAR,substitution,in,[],203999,,,1610612743,41,43,2024-04-13T00:52:33Z,2290000,False,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M36.00S,2024-04-13T00:52:04.3Z,2,REGULAR,substitution,in,[],203932,,,1610612743,41,43,2024-04-13T00:52:33Z,2300000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M36.00S,2024-04-13T00:52:04.3Z,2,REGULAR,substitution,in,[],1627750,,,1610612743,41,43,2024-04-13T00:52:33Z,2310000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M36.00S,2024-04-13T00:52:04.3Z,2,REGULAR,substitution,in,[],1629008,,,1610612743,41,43,2024-04-13T00:52:33Z,2320000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M22.00S,2024-04-13T00:52:53.3Z,2,REGULAR,3pt,Jump Shot,[],203932,21.632720105124836,87.99019607843137,1610612743,41,46,2024-04-13T00:53:01Z,2330000,False,-190.0,151.0,1,left,A. Gordon 24' 3PT  (3 PTS) (N. Jokic 1 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,Above the Break 3,24+ Left Center,,24.26,,,,3.0,N. Jokic,203999.0,1.0,,,,,,
243,PT05M57.00S,2024-04-13T00:53:18.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628984,93.38042049934296,49.01960784313725,1610612759,41,46,2024-04-13T00:56:09Z,2350000,False,-5.0,10.0,1,right,MISS D. Graham driving finger roll Layup - blocked,"[1628984, 1631128]",1610612759.0,SAS,driving finger roll,,,Graham,D. Graham,,,,,,,,Missed,,Restricted Area,0-8 Center,,1.09,,,,,,,,,,,,Braun,1631128.0
244,PT05M57.00S,2024-04-13T00:53:18.2Z,2,REGULAR,block,,[],1631128,,,1610612759,41,46,2024-04-13T00:53:20Z,2360000,False,,,0,,C. Braun BLOCK (1 BLK),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,
245,PT05M54.00S,2024-04-13T00:53:21.2Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,41,46,2024-04-13T00:53:30Z,2370000,False,,,0,,J. Murray REBOUND (Off:0 Def:4),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,243.0,Restricted Area,0-8 Center,,,4.0,4.0,0.0,,,,,,,,,,
246,PT05M48.00S,2024-04-13T00:53:26.6Z,2,REGULAR,2pt,Jump Shot,[],1627750,14.668199737187912,24.264705882352942,1610612743,41,46,2024-04-13T00:56:50Z,2380000,False,129.0,85.0,1,left,MISS J. Murray 15' turnaround fadeaway Shot,[1627750],1610612743.0,DEN,turnaround fadeaway,,,Murray,J. Murray,,,,,,,,Missed,,Mid-Range,8-16 Right,,15.45,,,,,,,,,,,,,
247,PT05M46.00S,2024-04-13T00:53:28.6Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612759,41,46,2024-04-13T00:53:36Z,2390000,False,,,0,,D. Graham REBOUND (Off:1 Def:1),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,246.0,Mid-Range,8-16 Right,,,2.0,1.0,1.0,,,,,,,,,,
