actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-01-27T02:40:58.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-27T02:40:58Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2024-01-27T02:41:04.0Z,1,REGULAR,jumpball,recovered,[],1630200,,,1610612759,0,0,2024-01-27T02:41:04Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. D. Ayton: Tip to T. Jones,"[1630200, 1641705, 1629028]",1610612759.0,SAS,startperiod,T. Jones,1630200.0,Jones,T. Jones,Wembanyama,1641705.0,Ayton,1629028.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-01-27T02:41:13.1Z,1,REGULAR,turnover,bad pass,[],1631110,,,1610612759,0,0,2024-01-27T02:41:18Z,70000,False,,,0,,J. Sochan bad pass TURNOVER (1 TO),"[1631110, 1629680]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Center,1.0,Thybulle,1629680.0,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2024-01-27T02:41:13.1Z,1,REGULAR,steal,,[],1629680,,,1610612757,0,0,2024-01-27T02:41:16Z,80000,False,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M32.00S,2024-01-27T02:41:25.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629028,23.340998685939553,58.57843137254902,1610612757,0,2,2024-01-27T02:41:31Z,90000,False,-43.0,167.0,1,left,D. Ayton 17' Jump Shot (2 PTS) (A. Simons 1 AST),"[1629028, 1629014]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Center,,,,17.23,Made,2.0,A. Simons,1629014.0,1.0,,,,,,,,,,,
11,PT11M20.00S,2024-01-27T02:41:37.5Z,1,REGULAR,3pt,Jump Shot,[],1630577,72.35545335085413,18.627450980392158,1610612759,0,2,2024-01-27T02:41:44Z,110000,False,-157.0,207.0,1,right,MISS J. Champagnie 26' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,26.01,Missed,,,,,,,,,,,,,,,
12,PT11M17.00S,2024-01-27T02:41:43.2Z,1,REGULAR,rebound,offensive,[],1641705,,,1610612759,0,2,2024-01-27T02:41:43Z,120000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:0),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,11.0,1.0,0.0,1.0,,,,,,,
13,PT11M17.00S,2024-01-27T02:41:43.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641705,94.40999984741211,50.0,1610612759,0,2,2024-01-27T02:41:49Z,130000,False,0.0,0.0,1,right,MISS V. Wembanyama tip Layup,[1641705],1610612759.0,SAS,tip,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
14,PT11M17.00S,2024-01-27T02:41:43.2Z,1,REGULAR,rebound,offensive,[],1641705,,,1610612759,0,2,2024-01-27T02:41:49Z,140000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:0),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,13.0,2.0,0.0,2.0,,,,,,,
15,PT11M17.00S,2024-01-27T02:41:49.4Z,1,REGULAR,foul,personal,[],1629680,,,1610612759,0,2,2024-01-27T02:42:01Z,150000,False,,,0,,M. Thybulle personal FOUL (1 PF),"[1629680, 1641705]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1199.0,1.0,0.0,Wembanyama,1641705.0,,
