actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
17,PT10M46.00S,2024-03-04T00:14:06.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627783,79.45137976346912,90.19607843137256,1610612754,2,0,2024-03-04T00:14:13Z,170000,False,201.0,141.0,1,right,MISS P. Siakam 24' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,24.54,Missed,,,,,,,,,,,,,,,,,,
18,PT10M42.00S,2024-03-04T00:14:10.9Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,2,0,2024-03-04T00:14:13Z,180000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M37.00S,2024-03-04T00:14:16.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641705,5.863994743758213,49.26470588235294,1610612759,2,0,2024-03-04T00:16:24Z,190000,False,4.0,3.0,1,left,MISS V. Wembanyama running alley-oop DUNK,[1641705],1610612759.0,SAS,running alley-oop,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,0.45,Missed,,,,,,,,,,,,,,,,,,
20,PT10M35.00S,2024-03-04T00:14:18.4Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,2,0,2024-03-04T00:14:36Z,200000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M31.00S,2024-03-04T00:14:39.2Z,1,REGULAR,3pt,Jump Shot,[],1630174,95.0886990801577,4.166666666666666,1610612754,2,0,2024-03-04T00:14:46Z,220000,False,-229.0,-6.0,1,right,MISS A. Nesmith 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
23,PT10M26.00S,2024-03-04T00:14:44.2Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,2,0,2024-03-04T00:14:46Z,230000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Left Corner 3,24+ Left,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT10M12.00S,2024-03-04T00:14:58.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641705,11.383048620236531,45.09803921568628,1610612759,4,0,2024-03-04T00:15:04Z,240000,False,25.0,55.0,1,left,V. Wembanyama Hook (4 PTS) (M. Branham 1 AST),"[1641705, 1631103]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,5.98,Made,,,,,4.0,,,,,,,,,M. Branham,1631103.0,1.0,,
26,PT09M56.00S,2024-03-04T00:15:15.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,85.23324572930355,47.05882352941176,1610612754,4,0,2024-03-04T00:15:20Z,260000,False,-15.0,86.0,1,right,MISS P. Siakam 8' turnaround Shot,[1627783],1610612754.0,IND,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,8.75,Missed,,,,,,,,,,,,,,,,,,
27,PT09M53.00S,2024-03-04T00:15:18.0Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,4,0,2024-03-04T00:15:20Z,270000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,26.0,3.0,2.0,1.0,,,,,,,,,,,,,,
28,PT09M49.00S,2024-03-04T00:15:25.0Z,1,REGULAR,turnover,out-of-bounds,[],1641705,,,1610612759,4,0,2024-03-04T00:15:38Z,280000,False,,,0,,V. Wembanyama step out-of-bounds TURNOVER (1 TO),[1641705],1610612759.0,SAS,step,,,Wembanyama,V. Wembanyama,,,,,Left Corner 3,24+ Left,,,,,,,,1627961.0,,,,,1.0,,,,,,,
29,PT09M34.00S,2024-03-04T00:15:49.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626167,68.67608409986859,67.64705882352942,1610612754,4,3,2024-03-04T00:15:54Z,290000,False,88.0,242.0,1,right,M. Turner 25' 3PT  (3 PTS) (T. Haliburton 1 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,25.75,Made,,,,,3.0,,,,,,,,,T. Haliburton,1630169.0,1.0,,
31,PT09M16.00S,2024-03-04T00:16:06.3Z,1,REGULAR,turnover,bad pass,[],1641705,,,1610612759,4,3,2024-03-04T00:16:11Z,310000,False,,,0,,V. Wembanyama bad pass TURNOVER (2 TO),"[1641705, 1629614]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2.0,Nembhard,1629614.0,,,,,
32,PT09M16.00S,2024-03-04T00:16:06.3Z,1,REGULAR,steal,,[],1629614,,,1610612754,4,3,2024-03-04T00:16:08Z,320000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M08.00S,2024-03-04T00:16:14.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630169,67.88764783180025,33.33333333333333,1610612754,4,3,2024-03-04T00:19:37Z,330000,False,-83.0,249.0,1,right,MISS T. Haliburton 26' step back 3PT,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,26.29,Missed,,,,,,,,,,,,,,,,,,
34,PT09M05.00S,2024-03-04T00:16:17.2Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,4,3,2024-03-04T00:16:20Z,340000,False,,,0,,J. Sochan REBOUND (Off:0 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,,,33.0,2.0,2.0,0.0,,,,,,,,,,,,,,
35,PT08M58.00S,2024-03-04T00:16:25.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,5.863994743758213,46.81372549019608,1610612759,6,3,2024-03-04T00:16:31Z,350000,False,16.0,3.0,1,left,J. Sochan cutting finger roll Layup (2 PTS) (M. Branham 2 AST),"[1631110, 1631103]",1610612759.0,SAS,cutting finger roll,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,2.0,,,,,,,,,M. Branham,1631103.0,2.0,,
37,PT08M49.00S,2024-03-04T00:16:33.1Z,1,REGULAR,3pt,Jump Shot,[],1626167,66.96780551905388,32.84313725490196,1610612754,6,3,2024-03-04T00:16:39Z,370000,False,-86.0,258.0,1,right,MISS M. Turner 27' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,27.19,Missed,,,,,,,,,,,,,,,,,,
38,PT08M45.00S,2024-03-04T00:16:37.1Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,6,3,2024-03-04T00:16:39Z,380000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,37.0,4.0,3.0,1.0,,,,,,,,,,,,,,
39,PT08M35.00S,2024-03-04T00:16:47.8Z,1,REGULAR,3pt,Jump Shot,[],1631103,5.732588699080158,97.05882352941177,1610612759,9,3,2024-03-04T00:16:57Z,390000,False,-235.0,1.0,1,left,M. Branham 3PT  (3 PTS),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Left Corner 3,24+ Left,23.53,Made,,,,,3.0,,,,,,,,,,,,,
41,PT08M18.00S,2024-03-04T00:17:03.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,91.40932982917214,53.67647058823529,1610612754,9,3,2024-03-04T00:17:09Z,410000,False,18.0,28.0,1,right,MISS M. Turner Layup,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,3.38,Missed,,,,,,,,,,,,,,,,,,
43,PT08M16.00S,2024-03-04T00:17:05.7Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,9,3,2024-03-04T00:17:09Z,430000,False,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,41.0,2.0,2.0,0.0,,,,,,,,,,,,,,
44,PT08M11.00S,2024-03-04T00:17:11.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,20.97568988173456,90.68627450980392,1610612759,12,3,2024-03-04T00:21:13Z,440000,False,-203.0,145.0,1,left,D. Vassell 24' 3PT running (3 PTS) (M. Branham 3 AST),"[1630170, 1631103]",1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,24.96,Made,,,,,3.0,,,,,,,,,M. Branham,1631103.0,3.0,,
46,PT08M10.00S,2024-03-04T00:17:16.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,12,3,2024-03-04T00:17:16Z,460000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M56.00S,2024-03-04T00:20:23.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630169,87.99277266754271,50.0,1610612754,12,5,2024-03-04T00:20:29Z,470000,False,0.0,60.0,1,right,T. Haliburton 6' turnaround Hook (2 PTS),[1630169],1610612754.0,IND,turnaround,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,6.04,Made,,,,,2.0,,,,,,,,,,,,,
48,PT07M45.00S,2024-03-04T00:20:35.3Z,1,REGULAR,3pt,Jump Shot,[],1630170,18.2161629434954,6.61764705882353,1610612759,12,5,2024-03-04T00:20:53Z,480000,False,217.0,119.0,1,left,MISS D. Vassell 24' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,24.73,Missed,,,,,,,,,,,,,,,,,,
49,PT07M42.00S,2024-03-04T00:20:38.3Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,12,5,2024-03-04T00:20:53Z,490000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,,,
50,PT07M32.00S,2024-03-04T00:20:48.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,87.20433639947439,65.44117647058823,1610612754,12,5,2024-03-04T00:22:03Z,500000,False,77.0,68.0,1,right,MISS P. Siakam 10' turnaround fadeaway Shot,[1627783],1610612754.0,IND,turnaround fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Right,10.27,Missed,,,,,,,,,,,,,,,,,,
51,PT07M30.00S,2024-03-04T00:20:50.1Z,1,REGULAR,rebound,defensive,[],1631103,,,1610612759,12,5,2024-03-04T00:20:57Z,510000,False,,,0,,M. Branham REBOUND (Off:0 Def:1),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Right,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,,
52,PT07M23.00S,2024-03-04T00:21:00.4Z,1,REGULAR,foul,personal,[],1629614,,,1610612759,12,5,2024-03-04T00:21:15Z,520000,False,,,0,,A. Nembhard personal FOUL (1 PF),"[1629614, 1641705]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627961.0,1.0,0.0,Wembanyama,1641705.0,,,,,,,,
54,PT07M12.00S,2024-03-04T00:21:29.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,16.63929040735874,59.068627450980394,1610612759,12,5,2024-03-04T00:22:41Z,540000,False,-45.0,104.0,1,left,MISS T. Jones 11' driving floating Shot,[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,11.33,Missed,,,,,,,,,,,,,,,,,,
55,PT07M09.00S,2024-03-04T00:21:32.8Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,12,5,2024-03-04T00:21:35Z,550000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT07M06.00S,2024-03-04T00:21:35.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630174,95.6143232588699,96.07843137254902,1610612754,12,5,2024-03-04T00:23:14Z,560000,False,230.0,-11.0,1,right,MISS A. Nesmith running 3PT,[1630174],1610612754.0,IND,running,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,23.07,Missed,,,,,,,,,,,,,,,,,,
57,PT07M03.00S,2024-03-04T00:21:38.3Z,1,REGULAR,rebound,defensive,[],1631103,,,1610612759,12,5,2024-03-04T00:21:42Z,570000,False,,,0,,M. Branham REBOUND (Off:0 Def:2),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Right Corner 3,24+ Right,,,56.0,2.0,2.0,0.0,,,,,,,,,,,,,,
58,PT06M55.00S,2024-03-04T00:21:47.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,6.389618922470433,52.94117647058824,1610612759,14,5,2024-03-04T00:21:54Z,580000,False,-15.0,8.0,1,left,M. Branham cutting Layup (5 PTS) (V. Wembanyama 1 AST),"[1631103, 1641705]",1610612759.0,SAS,cutting,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,1.65,Made,,,,,5.0,,,,,,,,,V. Wembanyama,1641705.0,1.0,,
60,PT06M55.00S,2024-03-04T00:21:52.2Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612754,14,5,2024-03-04T00:21:59Z,600000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,2004.0,,,,,,,,,,,,
62,PT06M31.00S,2024-03-04T00:22:43.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,89.04402102496715,59.068627450980394,1610612754,14,7,2024-03-04T01:21:25Z,620000,False,45.0,50.0,1,right,P. Siakam 6' turnaround fadeaway Jump Shot (2 PTS),[1627783],1610612754.0,IND,turnaround fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,6.78,Made,,,,,2.0,,,,,,,,,,,,,
63,PT06M09.00S,2024-03-04T00:23:05.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,7.046649145860711,54.166666666666664,1610612759,14,7,2024-03-04T00:25:45Z,630000,False,-21.0,14.0,1,left,MISS D. Vassell driving Layup,[1630170],1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,2.49,Missed,,,,,,,,,,,,,,,,,,
64,PT06M04.00S,2024-03-04T00:23:10.6Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,14,7,2024-03-04T00:23:11Z,640000,False,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,63.0,2.0,2.0,0.0,,,,,,,,,,,,,,
65,PT06M03.00S,2024-03-04T00:23:12.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,77.34888304862024,85.7843137254902,1610612754,14,7,2024-03-04T00:26:21Z,650000,False,179.0,160.0,1,right,MISS T. Haliburton 24' running 3PT,[1630169],1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,24.03,Missed,,,,,,,,,,,,,,,,,,
66,PT06M00.00S,2024-03-04T00:23:14.8Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612754,14,7,2024-03-04T00:23:14Z,660000,False,,,0,,M. Turner REBOUND (Off:1 Def:0),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,,,65.0,1.0,0.0,1.0,,,,,,,,,,,,,,
67,PT05M53.00S,2024-03-04T00:23:21.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626167,71.96123521681997,39.950980392156865,1610612754,14,7,2024-03-04T00:23:26Z,670000,False,-50.0,211.0,1,right,MISS M. Turner 21' Jump Shot,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Center,21.7,Missed,,,,,,,,,,,,,,,,,,
68,PT05M50.00S,2024-03-04T00:23:24.2Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,14,7,2024-03-04T00:23:26Z,680000,False,,,0,,J. Sochan REBOUND (Off:0 Def:3),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Center,,,67.0,3.0,3.0,0.0,,,,,,,,,,,,,,
69,PT05M41.00S,2024-03-04T00:23:33.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,15.719448094612352,44.36274509803921,1610612759,14,7,2024-03-04T00:23:38Z,690000,False,28.0,95.0,1,left,MISS V. Wembanyama 9' fadeaway Shot,[1641705],1610612759.0,SAS,fadeaway,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,9.94,Missed,,,,,,,,,,,,,,,,,,
70,PT05M38.00S,2024-03-04T00:23:36.7Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,14,7,2024-03-04T00:23:38Z,700000,False,,,0,,P. Siakam REBOUND (Off:0 Def:3),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,69.0,3.0,3.0,0.0,,,,,,,,,,,,,,
71,PT05M27.00S,2024-03-04T00:23:47.3Z,1,REGULAR,turnover,lost ball,[],1626167,,,1610612754,14,7,2024-03-04T00:23:54Z,710000,False,,,0,,M. Turner lost ball TURNOVER (1 TO),"[1626167, 1630170]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Vassell,1630170.0,,,,,
72,PT05M27.00S,2024-03-04T00:23:47.3Z,1,REGULAR,steal,,[],1630170,,,1610612759,14,7,2024-03-04T00:28:44Z,720000,False,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
73,PT05M21.00S,2024-03-04T00:23:53.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630170,6.258212877792378,2.941176470588235,1610612759,17,7,2024-03-04T00:28:16Z,730000,False,235.0,6.0,1,left,D. Vassell 3PT running (6 PTS) (T. Jones 1 AST),"[1630170, 1630200]",1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,23.54,Made,,,,,6.0,,,,,,,,,T. Jones,1630200.0,1.0,,
75,PT05M07.00S,2024-03-04T00:24:10.2Z,1,REGULAR,turnover,out-of-bounds,[],1630174,,,1610612754,17,7,2024-03-04T00:24:19Z,750000,False,,,0,,A. Nesmith lost ball out-of-bounds TURNOVER (1 TO),[1630174],1610612754.0,IND,lost ball,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,,,,,,,,202035.0,,,,,1.0,,,,,,,
76,PT05M07.00S,2024-03-04T00:24:14.1Z,1,REGULAR,substitution,out,[],1631103,,,1610612759,17,7,2024-03-04T00:24:35Z,760000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M07.00S,2024-03-04T00:24:14.1Z,1,REGULAR,substitution,out,[],1641705,,,1610612759,17,7,2024-03-04T00:24:35Z,770000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M07.00S,2024-03-04T00:24:14.1Z,1,REGULAR,substitution,out,[],1630174,,,1610612759,17,7,2024-03-04T00:24:35Z,780000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M07.00S,2024-03-04T00:24:14.1Z,1,REGULAR,substitution,out,[],1626167,,,1610612759,17,7,2024-03-04T00:24:35Z,790000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M07.00S,2024-03-04T00:24:14.1Z,1,REGULAR,substitution,in,[],1628380,,,1610612759,17,7,2024-03-04T00:24:35Z,800000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M07.00S,2024-03-04T00:24:14.1Z,1,REGULAR,substitution,in,[],1629640,,,1610612759,17,7,2024-03-04T00:24:35Z,810000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M07.00S,2024-03-04T00:24:14.1Z,1,REGULAR,substitution,in,[],1631097,,,1610612759,17,7,2024-03-04T00:24:35Z,820000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M07.00S,2024-03-04T00:24:14.1Z,1,REGULAR,substitution,in,[],1630188,,,1610612759,17,7,2024-03-04T00:24:35Z,830000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
