actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
254,PT05M03.00S,2024-01-23T02:20:50.1Z,2,REGULAR,substitution,out,[],1629029,,,1610612738,39,51,2024-01-23T02:21:04Z,2500000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M03.00S,2024-01-23T02:20:50.1Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,39,51,2024-01-23T02:21:04Z,2510000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M03.00S,2024-01-23T02:20:50.1Z,2,REGULAR,substitution,in,[],203501,,,1610612738,39,51,2024-01-23T02:21:04Z,2520000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M03.00S,2024-01-23T02:20:50.1Z,2,REGULAR,substitution,in,[],1628436,,,1610612738,39,51,2024-01-23T02:21:04Z,2530000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M03.00S,2024-01-23T02:21:12.3Z,2,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,39,52,2024-01-23T02:21:12Z,2540000,False,,,0,,J. Brown Free Throw 1 of 1 (13 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
259,PT04M50.00S,2024-01-23T02:21:27.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628467,93.38042049934296,48.28431372549019,1610612742,41,52,2024-01-23T02:22:09Z,2550000,False,-9.0,10.0,1,right,M. Kleber driving reverse Layup (2 PTS) (K. Irving 1 AST),"[1628467, 202681]",1610612742.0,DAL,driving reverse,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,1.3,Made,,,,,2.0,,,,,,,,,,,K. Irving,202681.0,1.0
261,PT04M41.00S,2024-01-23T02:21:36.0Z,2,REGULAR,3pt,Jump Shot,[],201143,32.40801576872536,57.84313725490197,1610612738,41,55,2024-01-23T02:22:34Z,2570000,False,-39.0,252.0,1,left,A. Horford 25' 3PT  (5 PTS) (J. Brown 2 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,25.51,Made,,,,,5.0,,,,,,,,,,,J. Brown,1627759.0,2.0
263,PT04M33.00S,2024-01-23T02:21:46.6Z,2,REGULAR,foul,personal,[],1627759,,,1610612742,41,55,2024-01-23T02:21:51Z,2590000,False,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 202681]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,201639.0,2.0,0.0,Irving,202681.0,,,
265,PT04M33.00S,2024-01-23T02:21:56.5Z,2,REGULAR,substitution,out,[],1628369,,,1610612742,41,55,2024-01-23T02:22:06Z,2610000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M33.00S,2024-01-23T02:21:56.5Z,2,REGULAR,substitution,in,[],1630573,,,1610612742,41,55,2024-01-23T02:22:06Z,2620000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M24.00S,2024-01-23T02:22:18.9Z,2,REGULAR,3pt,Jump Shot,[],203501,72.22404730617609,21.07843137254902,1610612742,44,55,2024-01-23T02:22:24Z,2630000,False,-145.0,209.0,1,right,T. Hardaway Jr. 25' 3PT pullup (8 PTS) (K. Irving 2 AST),"[203501, 202681]",1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,25.38,Made,,,,,8.0,,,,,,,,,,,K. Irving,202681.0,2.0
269,PT04M01.00S,2024-01-23T02:22:42.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,11.12023653088042,55.88235294117647,1610612738,44,55,2024-01-23T02:23:00Z,2650000,False,-29.0,52.0,1,left,MISS D. White driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,5.97,Missed,,,,,,,,,,,,,,,,,,
270,PT03M59.00S,2024-01-23T02:22:44.8Z,2,REGULAR,rebound,defensive,[],202681,,,1610612742,44,55,2024-01-23T02:23:00Z,2660000,False,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,269.0,1.0,1.0,0.0,,,,,,,,,,,,,,
275,PT03M56.00S,2024-01-23T02:22:46.1Z,2,REGULAR,turnover,out-of-bounds,[],202681,,,1610612742,44,55,2024-01-23T02:24:54Z,2665000,False,,,0,,K. Irving lost ball out-of-bounds TURNOVER (1 TO),[202681],1610612742.0,DAL,lost ball,,,Irving,K. Irving,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1.0,,,,,,,,,,
272,PT03M56.00S,2024-01-23T02:23:01.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612738,44,55,2024-01-23T02:24:43Z,2680000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M41.00S,2024-01-23T02:26:23.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628436,6.915243101182654,56.86274509803921,1610612738,44,55,2024-01-23T02:26:30Z,2710000,False,-34.0,13.0,1,left,MISS L. Kornet alley-oop DUNK,[1628436],1610612738.0,BOS,alley-oop,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,3.65,Missed,,,,,,,,,,,,,,,,,,
277,PT03M37.00S,2024-01-23T02:26:27.6Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,44,55,2024-01-23T02:26:30Z,2720000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,276.0,1.0,1.0,0.0,,,,,,,,,,,,,,
278,PT03M31.00S,2024-01-23T02:26:33.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,80.50262812089356,36.27450980392157,1610612742,46,55,2024-01-23T02:26:40Z,2730000,False,-69.0,131.0,1,right,T. Hardaway Jr. 14' pullup Jump Shot (10 PTS),[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,14.77,Made,,,,,10.0,,,,,,,,,,,,,
279,PT03M14.00S,2024-01-23T02:26:51.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.835085413929041,44.85294117647059,1610612738,46,55,2024-01-23T02:27:05Z,2740000,False,26.0,21.0,1,left,MISS J. Brown driving Layup - blocked,"[1627759, 1641726]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.33,Missed,,,,,,Lively II,1641726.0,,,,,,,,,,,
280,PT03M14.00S,2024-01-23T02:26:51.4Z,2,REGULAR,block,,[],1641726,,,1610612738,46,55,2024-01-23T02:26:53Z,2750000,False,,,0,,D. Lively II BLOCK (1 BLK),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
281,PT03M13.00S,2024-01-23T02:26:52.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,46,55,2024-01-23T02:27:05Z,2760000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,279.0,,,,,,,,,,,,,,,,,
283,PT03M13.00S,2024-01-23T02:26:56.3Z,2,REGULAR,substitution,out,[],1628467,,,1610612738,46,55,2024-01-23T02:27:16Z,2780000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M13.00S,2024-01-23T02:26:56.3Z,2,REGULAR,substitution,out,[],1627884,,,1610612738,46,55,2024-01-23T02:27:16Z,2790000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M13.00S,2024-01-23T02:26:56.3Z,2,REGULAR,substitution,out,[],1628436,,,1610612738,46,55,2024-01-23T02:27:16Z,2800000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M13.00S,2024-01-23T02:26:56.3Z,2,REGULAR,substitution,out,[],1630573,,,1610612738,46,55,2024-01-23T02:27:16Z,2810000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M13.00S,2024-01-23T02:26:56.3Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,46,55,2024-01-23T02:27:16Z,2820000,False,,,0,,SUB in: G. Williams,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M13.00S,2024-01-23T02:26:56.3Z,2,REGULAR,substitution,in,[],1629029,,,1610612738,46,55,2024-01-23T02:27:16Z,2830000,False,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M13.00S,2024-01-23T02:26:56.3Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,46,55,2024-01-23T02:27:16Z,2840000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M13.00S,2024-01-23T02:26:56.3Z,2,REGULAR,substitution,in,[],201950,,,1610612738,46,55,2024-01-23T02:27:16Z,2850000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M10.00S,2024-01-23T02:27:25.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,33.590670170827856,44.36274509803921,1610612738,46,58,2024-01-23T02:27:31Z,2860000,False,28.0,263.0,1,left,D. White 26' 3PT  (3 PTS) (J. Holiday 4 AST),"[1628401, 201950]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,26.48,Made,,,,,3.0,,,,,,,,,,,J. Holiday,201950.0,4.0
293,PT02M54.00S,2024-01-23T02:27:41.8Z,2,REGULAR,3pt,Jump Shot,[],203501,86.67871222076215,4.6568627450980395,1610612742,49,58,2024-01-23T02:27:45Z,2880000,False,-227.0,73.0,1,right,T. Hardaway Jr. 3PT  (13 PTS) (G. Williams 2 AST),"[203501, 1629684]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,23.81,Made,,,,,13.0,,,,,,,,,,,G. Williams,1629684.0,2.0
295,PT02M30.00S,2024-01-23T02:28:06.2Z,2,REGULAR,3pt,Jump Shot,[],201143,9.280551905387648,4.411764705882353,1610612738,49,61,2024-01-23T02:28:11Z,2900000,False,228.0,35.0,1,left,A. Horford 3PT  (8 PTS) (J. Tatum 2 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,23.05,Made,,,,,8.0,,,,,,,,,,,J. Tatum,1628369.0,2.0
297,PT02M17.00S,2024-01-23T02:28:19.5Z,2,REGULAR,3pt,Jump Shot,[],1629029,72.7496714848883,19.362745098039216,1610612742,49,61,2024-01-23T02:28:56Z,2920000,False,-153.0,204.0,1,right,MISS L. Doncic 25' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,25.49,Missed,,,,,,,,,,,,,,,,,,
298,PT02M13.00S,2024-01-23T02:28:23.5Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,49,61,2024-01-23T02:28:24Z,2930000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,297.0,2.0,2.0,0.0,,,,,,,,,,,,,,
299,PT02M05.00S,2024-01-23T02:28:30.9Z,2,REGULAR,turnover,lost ball,[],201143,,,1610612738,49,61,2024-01-23T02:28:35Z,2940000,False,,,0,,A. Horford lost ball TURNOVER (1 TO),"[201143, 1629029]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1.0,Doncic,1629029.0,,,,,,,,
300,PT02M05.00S,2024-01-23T02:28:30.9Z,2,REGULAR,steal,,[],1629029,,,1610612742,49,61,2024-01-23T02:28:33Z,2950000,False,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
301,PT01M59.00S,2024-01-23T02:28:36.9Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203501,66.43602168199737,60.807291666666664,1610612742,52,61,2024-01-23T02:30:11Z,2960000,False,54.0,263.0,1,right,T. Hardaway Jr. 26' 3PT running pullup (16 PTS),[203501],1610612742.0,DAL,running pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,26.85,Made,,,,,16.0,,,,,,,,,,,,,
302,PT01M41.00S,2024-01-23T02:28:54.6Z,2,REGULAR,3pt,Jump Shot,[],201950,32.933639947437584,54.166666666666664,1610612738,52,61,2024-01-23T02:29:08Z,2970000,False,-21.0,257.0,1,left,MISS J. Holiday 25' 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,25.79,Missed,,,,,,,,,,,,,,,,,,
303,PT01M38.00S,2024-01-23T02:28:57.6Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612742,52,61,2024-01-23T02:29:08Z,2980000,False,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,302.0,1.0,1.0,0.0,,,,,,,,,,,,,,
304,PT01M31.00S,2024-01-23T02:29:04.5Z,2,REGULAR,2pt,Jump Shot,[],203501,92.11563731931669,74.77787990196079,1610612742,54,61,2024-01-23T02:29:14Z,2990000,False,124.0,22.0,1,right,T. Hardaway Jr. 12' pullup Jump Shot (18 PTS),[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Right,12.58,Made,,,,,18.0,,,,,,,,,,,,,
305,PT01M15.00S,2024-01-23T02:29:23.8Z,2,REGULAR,foul,personal,['2freethrow'],1641726,,,1610612738,54,61,2024-01-23T02:29:53Z,3000000,False,,,0,,D. Lively II shooting personal FOUL (2 PF) (Brown 2 FT),"[1641726, 1627759]",1610612742.0,DAL,shooting,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1193.0,2.0,0.0,Brown,1627759.0,,,
307,PT01M15.00S,2024-01-23T02:29:57.7Z,2,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,54,61,2024-01-23T02:29:57Z,3020000,False,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
308,PT01M15.00S,2024-01-23T02:29:57.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,54,61,2024-01-23T02:29:57Z,3030000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,307.0,,,,,,,,,,,,,,,,,
309,PT01M15.00S,2024-01-23T02:30:15.4Z,2,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,54,62,2024-01-23T02:30:15Z,3040000,False,,,0,,J. Brown Free Throw 2 of 2 (14 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
310,PT01M04.00S,2024-01-23T02:30:27.0Z,2,REGULAR,3pt,Jump Shot,[],202681,82.21090670170827,92.8921568627451,1610612742,57,62,2024-01-23T02:30:31Z,3050000,False,214.0,115.0,1,right,K. Irving 24' 3PT  (9 PTS) (L. Doncic 6 AST),"[202681, 1629029]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,24.32,Made,,,,,9.0,,,,,,,,,,,L. Doncic,1629029.0,6.0
312,PT00M41.40S,2024-01-23T02:30:51.2Z,2,REGULAR,3pt,Jump Shot,[],1628369,28.465834428383708,80.14705882352942,1610612738,57,62,2024-01-23T02:32:01Z,3070000,False,-151.0,215.0,1,left,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.26,Missed,,,,,,,,,,,,,,,,,,
313,PT00M39.30S,2024-01-23T02:30:53.3Z,2,REGULAR,rebound,offensive,[],201143,,,1610612738,57,62,2024-01-23T02:30:57Z,3080000,False,,,0,,A. Horford REBOUND (Off:1 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,312.0,3.0,2.0,1.0,,,,,,,,,,,,,,
314,PT00M36.20S,2024-01-23T02:30:57.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,7.178055190538765,95.58823529411765,1610612738,57,65,2024-01-23T02:31:01Z,3090000,False,-228.0,15.0,1,left,J. Brown 3PT  (17 PTS) (J. Tatum 3 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,22.84,Made,,,,,17.0,,,,,,,,,,,J. Tatum,1628369.0,3.0
316,PT00M25.90S,2024-01-23T02:31:16.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201143,,,1610612742,57,65,2024-01-23T02:31:25Z,3110000,False,,,0,,A. Horford shooting personal FOUL (1 PF) (Doncic 2 FT),"[201143, 1629029]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1193.0,1.0,0.0,Doncic,1629029.0,,,
318,PT00M25.90S,2024-01-23T02:31:39.2Z,2,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,58,65,2024-01-23T02:31:39Z,3130000,False,,,0,,L. Doncic Free Throw 1 of 2 (12 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
319,PT00M25.90S,2024-01-23T02:31:40.1Z,2,REGULAR,substitution,out,[],202681,,,1610612742,58,65,2024-01-23T02:31:57Z,3140000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M25.90S,2024-01-23T02:31:40.1Z,2,REGULAR,substitution,in,[],1627884,,,1610612742,58,65,2024-01-23T02:31:57Z,3150000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M25.90S,2024-01-23T02:32:06.1Z,2,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,59,65,2024-01-23T02:32:06Z,3160000,False,,,0,,L. Doncic Free Throw 2 of 2 (13 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
322,PT00M03.40S,2024-01-23T02:32:32.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627884,,,1610612738,59,65,2024-01-23T02:32:48Z,3170000,False,,,0,,D. Jones Jr. shooting personal FOUL (1 PF) (Tatum 2 FT),"[1627884, 1628369]",1610612742.0,DAL,shooting,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1193.0,1.0,0.0,Tatum,1628369.0,,,
324,PT00M03.40S,2024-01-23T02:33:18.4Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,59,65,2024-01-23T02:33:18Z,3190000,False,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
325,PT00M03.40S,2024-01-23T02:33:18.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,59,65,2024-01-23T02:33:18Z,3200000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,324.0,,,,,,,,,,,,,,,,,
326,PT00M03.40S,2024-01-23T02:33:19.7Z,2,REGULAR,substitution,out,[],1627884,,,1610612738,59,65,2024-01-23T02:33:30Z,3210000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M03.40S,2024-01-23T02:33:19.7Z,2,REGULAR,substitution,out,[],1627759,,,1610612738,59,65,2024-01-23T02:33:30Z,3220000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT00M03.40S,2024-01-23T02:33:19.7Z,2,REGULAR,substitution,in,[],202681,,,1610612738,59,65,2024-01-23T02:33:30Z,3230000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M03.40S,2024-01-23T02:33:19.7Z,2,REGULAR,substitution,in,[],1630202,,,1610612738,59,65,2024-01-23T02:33:30Z,3240000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M03.40S,2024-01-23T02:33:44.5Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,59,65,2024-01-23T02:33:44Z,3250000,False,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
331,PT00M01.80S,2024-01-23T02:33:45.8Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612742,59,65,2024-01-23T02:33:45Z,3260000,False,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,330.0,2.0,2.0,0.0,,,,,,,,,,,,,,
332,PT00M00.50S,2024-01-23T02:33:48.0Z,2,REGULAR,3pt,Jump Shot,[],1629684,47.2568988173456,30.14705882352941,1610612742,59,65,2024-01-23T02:34:19Z,3270000,False,-99.0,443.0,1,right,MISS G. Williams 45' pullup 3PT - blocked,"[1629684, 1628369]",1610612742.0,DAL,pullup,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,45.43,Missed,,,,,,Tatum,1628369.0,,,,,,,,,,,
333,PT00M00.50S,2024-01-23T02:33:48.0Z,2,REGULAR,block,,[],1628369,,,1610612742,59,65,2024-01-23T02:33:51Z,3280000,False,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
334,PT00M00.10S,2024-01-23T02:33:48.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,59,65,2024-01-23T02:34:19Z,3290000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Center,,,332.0,,,,,,,,,,,,,,,,,
335,PT00M00.00S,2024-01-23T02:33:58.6Z,2,REGULAR,period,end,[],0,,,1610612742,59,65,2024-01-23T02:33:58Z,3300000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2024-01-23T02:48:36.4Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612742,59,65,2024-01-23T02:49:12Z,3310000,False,,,0,,SUB out: G. Williams,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2024-01-23T02:48:36.4Z,3,REGULAR,substitution,out,['startperiod'],203501,,,1610612742,59,65,2024-01-23T02:49:12Z,3320000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2024-01-23T02:48:36.4Z,3,REGULAR,substitution,out,['startperiod'],1630202,,,1610612742,59,65,2024-01-23T02:49:12Z,3330000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2024-01-23T02:48:36.4Z,3,REGULAR,substitution,in,['startperiod'],1630182,,,1610612742,59,65,2024-01-23T02:49:12Z,3340000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2024-01-23T02:48:36.4Z,3,REGULAR,substitution,in,['startperiod'],1627884,,,1610612742,59,65,2024-01-23T02:49:12Z,3350000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2024-01-23T02:48:36.4Z,3,REGULAR,substitution,in,['startperiod'],1627759,,,1610612742,59,65,2024-01-23T02:49:12Z,3360000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2024-01-23T02:49:13.8Z,3,REGULAR,period,start,[],0,,,1610612742,59,65,2024-01-23T02:49:13Z,3370000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT11M47.00S,2024-01-23T02:49:26.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,8.492115637319317,49.50980392156863,1610612742,61,65,2024-01-23T02:49:33Z,3380000,False,2.0,27.0,1,left,L. Doncic floating Jump Shot (15 PTS),[1629029],1610612742.0,DAL,floating,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,2.74,Made,,,,,15.0,,,,,,,,,,,,,
