actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT10M51.00S,2023-12-02T00:42:18.7Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612742,0,0,2023-12-02T00:42:18Z,160000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:0),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Center,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,,,
17,PT10M47.00S,2023-12-02T00:42:22.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627884,6.915243101182654,96.56862745098039,1610612742,3,0,2023-12-02T00:42:25Z,170000,False,-233.0,13.0,1,left,D. Jones Jr. 3PT  (3 PTS) (J. Green 1 AST),"[1627884, 1630182]",1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,23.31,Made,,,,,,,3.0,J. Green,1630182.0,1.0,,,,,,,,
19,PT10M34.00S,2023-12-02T00:42:34.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201565,94.03745072273325,49.26470588235294,1610612763,3,2,2023-12-02T00:45:04Z,190000,False,-4.0,4.0,1,right,D. Rose driving Layup (2 PTS),[201565],1610612763.0,MEM,driving,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,,,2.0,,,,,,,,,,,
20,PT10M22.00S,2023-12-02T00:42:47.9Z,1,REGULAR,3pt,Jump Shot,[],1629684,6.1268068331143235,5.392156862745098,1610612742,3,2,2023-12-02T00:42:52Z,200000,False,223.0,5.0,1,left,MISS G. Williams 3PT,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,22.31,Missed,,,,,,,,,,,,,,,,,,
21,PT10M17.00S,2023-12-02T00:42:52.9Z,1,REGULAR,rebound,defensive,[],202687,,,1610612763,3,2,2023-12-02T00:42:52Z,210000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Right Corner 3,24+ Right,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M11.00S,2023-12-02T00:42:58.4Z,1,REGULAR,3pt,Jump Shot,[],1628991,69.46452036793693,64.4607843137255,1610612763,3,2,2023-12-02T00:43:02Z,220000,False,72.0,235.0,1,right,MISS J. Jackson Jr. 24' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,24.54,Missed,,,,,,,,,,,,,,,,,,
23,PT10M07.00S,2023-12-02T00:43:02.4Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612742,3,2,2023-12-02T00:43:02Z,230000,False,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,,
24,PT10M04.00S,2023-12-02T00:43:05.3Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1627884,7.178055190538765,48.77450980392157,1610612742,3,2,2023-12-02T00:46:03Z,240000,False,6.0,15.0,1,left,MISS D. Jones Jr. running alley-oop DUNK,[1627884],1610612742.0,DAL,running alley-oop,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,1.62,Missed,,,,,,,,,,,,,,,,,,
25,PT10M02.00S,2023-12-02T00:43:07.3Z,1,REGULAR,rebound,defensive,[],1631223,,,1610612763,3,2,2023-12-02T00:43:13Z,250000,False,,,0,,D. Roddy REBOUND (Off:0 Def:1),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT09M46.00S,2023-12-02T00:43:23.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,89.43823915900131,61.274509803921575,1610612763,3,4,2023-12-02T00:43:30Z,260000,False,56.0,47.0,1,right,J. Jackson Jr. 7' turnaround Hook (2 PTS) (D. Roddy 1 AST),"[1628991, 1631223]",1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.33,Made,,,,,,,2.0,D. Roddy,1631223.0,1.0,,,,,,,,
28,PT09M27.00S,2023-12-02T00:43:41.8Z,1,REGULAR,3pt,Jump Shot,[],1627884,8.229303547963205,3.6764705882352944,1610612742,3,4,2023-12-02T00:43:49Z,280000,False,232.0,25.0,1,left,MISS D. Jones Jr. 3PT,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,23.29,Missed,,,,,,,,,,,,,,,,,,
29,PT09M22.00S,2023-12-02T00:43:46.8Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,3,4,2023-12-02T00:56:34Z,290000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Right Corner 3,24+ Right,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
114,PT09M22.00S,2023-12-02T00:43:46.3Z,1,REGULAR,turnover,lost ball,[],1628991,,,1610612763,3,4,2023-12-02T00:56:51Z,295000,False,,,0,,J. Jackson Jr. lost ball TURNOVER (1 TO),"[1628991, 1630182]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,Green,1630182.0,,,,,,
115,PT09M22.00S,2023-12-02T00:43:46.3Z,1,REGULAR,steal,,[],1630182,,,1610612742,3,4,2023-12-02T00:56:51Z,297500,False,,,0,,J. Green STEAL (1 STL),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M19.00S,2023-12-02T00:43:50.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630182,6.1268068331143235,95.83333333333334,1610612742,3,4,2023-12-02T00:56:51Z,300000,False,-229.0,5.0,1,left,MISS J. Green 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
31,PT09M17.00S,2023-12-02T00:43:52.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,3,4,2023-12-02T00:43:56Z,310000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Left Corner 3,24+ Left,,,30.0,,,,,,,,,,,,,,,,,
33,PT09M04.00S,2023-12-02T00:44:14.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202687,85.49605781865965,50.0,1610612763,3,4,2023-12-02T00:44:20Z,330000,False,0.0,84.0,1,right,MISS B. Biyombo 8' Hook,[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),8-16 Center,8.38,Missed,,,,,,,,,,,,,,,,,,
34,PT08M59.00S,2023-12-02T00:44:19.5Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,3,4,2023-12-02T00:44:20Z,340000,False,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT08M57.00S,2023-12-02T00:44:21.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630182,7.178055190538765,49.754901960784316,1610612742,5,4,2023-12-02T00:44:27Z,350000,False,1.0,15.0,1,left,J. Green running Layup (2 PTS) (K. Irving 1 AST),"[1630182, 202681]",1610612742.0,DAL,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,,,2.0,K. Irving,202681.0,1.0,,,,,,,,
37,PT08M37.00S,2023-12-02T00:44:41.6Z,1,REGULAR,3pt,Jump Shot,[],1628991,93.64323258869908,3.9215686274509802,1610612763,5,4,2023-12-02T00:44:45Z,370000,False,-230.0,7.0,1,right,MISS J. Jackson Jr. 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
38,PT08M34.00S,2023-12-02T00:44:44.6Z,1,REGULAR,rebound,defensive,[],1641726,,,1610612742,5,4,2023-12-02T00:44:45Z,380000,False,,,0,,D. Lively II REBOUND (Off:0 Def:2),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Left Corner 3,24+ Left,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,,
40,PT08M24.00S,2023-12-02T00:45:05.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,18.873193166885677,63.970588235294116,1610612742,5,4,2023-12-02T00:45:09Z,400000,False,-70.0,125.0,1,left,MISS K. Irving 14' pullup Shot,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,14.31,Missed,,,,,,,,,,,,,,,,,,
41,PT08M21.00S,2023-12-02T00:45:08.5Z,1,REGULAR,rebound,defensive,[],201565,,,1610612763,5,4,2023-12-02T00:45:09Z,410000,False,,,0,,D. Rose REBOUND (Off:0 Def:1),[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,In The Paint (Non-RA),8-16 Center,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,
42,PT08M05.00S,2023-12-02T00:45:24.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,86.81011826544021,48.529411764705884,1610612763,5,6,2023-12-02T00:45:28Z,420000,False,-7.0,71.0,1,right,D. Bane 7' driving floating Jump Shot (2 PTS) (J. Jackson Jr. 1 AST),"[1630217, 1628991]",1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,7.19,Made,,,,,,,2.0,J. Jackson Jr.,1628991.0,1.0,,,,,,,,
44,PT07M46.00S,2023-12-02T00:45:43.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641726,10.200394218134035,49.754901960784316,1610612742,5,6,2023-12-02T00:45:46Z,440000,False,1.0,43.0,1,left,MISS D. Lively II turnaround Hook,[1641726],1610612742.0,DAL,turnaround,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,4.34,Missed,,,,,,,,,,,,,,,,,,
45,PT07M44.00S,2023-12-02T00:45:45.0Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,5,6,2023-12-02T00:45:46Z,450000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,
46,PT07M36.00S,2023-12-02T00:45:52.7Z,1,REGULAR,2pt,Jump Shot,[],1630217,78.9257555847569,84.31372549019608,1610612763,5,6,2023-12-02T00:45:56Z,460000,False,172.0,146.0,1,right,MISS D. Bane 22' step back Shot,[1630217],1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right Center,22.5,Missed,,,,,,,,,,,,,,,,,,
47,PT07M34.00S,2023-12-02T00:45:54.7Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612742,5,6,2023-12-02T00:45:56Z,470000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:1),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Mid-Range,16-24 Right Center,,,46.0,2.0,1.0,1.0,,,,,,,,,,,,,,
48,PT07M31.00S,2023-12-02T00:46:01.4Z,1,REGULAR,foul,personal,[],1628991,,,1610612742,5,6,2023-12-02T00:46:09Z,480000,False,,,0,,J. Jackson Jr. personal FOUL (1 PF),"[1628991, 1630182]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1626300.0,,,,,,,,1.0,0.0,Green,1630182.0,,
50,PT07M31.00S,2023-12-02T00:46:09.7Z,1,REGULAR,substitution,out,[],202681,,,1610612742,5,6,2023-12-02T00:46:21Z,500000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M31.00S,2023-12-02T00:46:09.7Z,1,REGULAR,substitution,in,[],1630702,,,1610612742,5,6,2023-12-02T00:46:21Z,510000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M25.00S,2023-12-02T00:46:29.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641726,6.258212877792378,49.26470588235294,1610612742,7,6,2023-12-02T00:46:33Z,520000,False,4.0,6.0,1,left,D. Lively II alley-oop DUNK (2 PTS) (J. Hardy 1 AST),"[1641726, 1630702]",1610612742.0,DAL,alley-oop,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,0.73,Made,,,,,,,2.0,J. Hardy,1630702.0,1.0,,,,,,,,
54,PT07M09.00S,2023-12-02T00:46:45.3Z,1,REGULAR,turnover,lost ball,[],1631223,,,1610612763,7,6,2023-12-02T00:46:48Z,540000,False,,,0,,D. Roddy lost ball TURNOVER (1 TO),"[1631223, 1629684]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,Williams,1629684.0,,,,,,
55,PT07M09.00S,2023-12-02T00:46:45.3Z,1,REGULAR,steal,,[],1629684,,,1610612742,7,6,2023-12-02T00:47:50Z,550000,False,,,0,,G. Williams STEAL (1 STL),[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
56,PT07M05.00S,2023-12-02T00:46:49.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630702,6.389618922470433,49.754901960784316,1610612742,9,6,2023-12-02T00:47:01Z,560000,False,1.0,8.0,1,left,J. Hardy running Layup (2 PTS) (G. Williams 1 AST),"[1630702, 1629684]",1610612742.0,DAL,running,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,,,2.0,G. Williams,1629684.0,1.0,,,,,,,,
58,PT07M05.00S,2023-12-02T00:46:57.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,9,6,2023-12-02T00:46:57Z,580000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M05.00S,2023-12-02T00:49:12.5Z,1,REGULAR,substitution,out,[],201565,,,1610612763,9,6,2023-12-02T00:49:49Z,590000,False,,,0,,SUB out: D. Rose,[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M05.00S,2023-12-02T00:49:12.5Z,1,REGULAR,substitution,in,[],1629669,,,1610612763,9,6,2023-12-02T00:49:49Z,600000,False,,,0,,SUB in: J. Nowell,[1629669],1610612763.0,MEM,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M52.00S,2023-12-02T00:50:10.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629669,84.70762155059133,49.754901960784316,1610612763,9,8,2023-12-02T00:50:14Z,610000,False,-1.0,91.0,1,right,J. Nowell 9' turnaround fadeaway Jump Shot (2 PTS),[1629669],1610612763.0,MEM,turnaround fadeaway,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),8-16 Center,9.12,Made,,,,,,,2.0,,,,,,,,,,,
62,PT06M27.00S,2023-12-02T00:50:34.5Z,1,REGULAR,3pt,Jump Shot,[],1630702,9.806176084099869,95.58823529411765,1610612742,9,8,2023-12-02T00:50:38Z,620000,False,-228.0,40.0,1,left,MISS J. Hardy step back 3PT,[1630702],1610612742.0,DAL,step back,,,Hardy,J. Hardy,,,,,Left Corner 3,24+ Left,23.13,Missed,,,,,,,,,,,,,,,,,,
63,PT06M26.00S,2023-12-02T00:50:35.5Z,1,REGULAR,rebound,defensive,[],1631223,,,1610612763,9,8,2023-12-02T00:50:38Z,630000,False,,,0,,D. Roddy REBOUND (Off:0 Def:2),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Left Corner 3,24+ Left,,,62.0,2.0,2.0,0.0,,,,,,,,,,,,,,
64,PT06M18.00S,2023-12-02T00:50:44.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630217,89.96386333771353,51.9607843137255,1610612763,9,10,2023-12-02T00:55:24Z,640000,False,10.0,42.0,1,right,D. Bane running pullup Jump Shot (4 PTS) (D. Roddy 2 AST),"[1630217, 1631223]",1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,4.29,Made,,,,,,,4.0,D. Roddy,1631223.0,2.0,,,,,,,,
66,PT06M14.00S,2023-12-02T00:50:47.5Z,1,REGULAR,turnover,bad pass,[],1641726,,,1610612742,9,10,2023-12-02T00:50:53Z,660000,False,,,0,,D. Lively II bad pass TURNOVER (1 TO),"[1641726, 1630217]",1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,,,,,Bane,1630217.0,,,,,,
67,PT06M14.00S,2023-12-02T00:50:47.5Z,1,REGULAR,steal,,[],1630217,,,1610612763,9,10,2023-12-02T00:51:09Z,670000,False,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
68,PT06M13.00S,2023-12-02T00:50:50.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630217,94.56307490144546,95.83333333333334,1610612763,9,13,2023-12-02T00:55:42Z,680000,False,229.0,-1.0,1,right,D. Bane 3PT step back (7 PTS),[1630217],1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,Right Corner 3,24+ Right,22.92,Made,,,,,,,7.0,,,,,,,,,,,
69,PT05M57.00S,2023-12-02T00:51:04.3Z,1,REGULAR,3pt,Jump Shot,[],1627884,29.6484888304862,25.245098039215684,1610612742,12,13,2023-12-02T00:51:12Z,690000,False,124.0,226.0,1,left,D. Jones Jr. 25' 3PT  (6 PTS) (J. Hardy 2 AST),"[1627884, 1630702]",1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Right Center,25.79,Made,,,,,,,6.0,J. Hardy,1630702.0,2.0,,,,,,,,
71,PT05M36.00S,2023-12-02T00:51:25.4Z,1,REGULAR,3pt,Jump Shot,[],1631223,68.15045992115637,31.127450980392158,1610612763,12,13,2023-12-02T00:51:30Z,710000,False,-94.0,247.0,1,right,MISS D. Roddy 26' 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Left Center,26.43,Missed,,,,,,,,,,,,,,,,,,
72,PT05M33.00S,2023-12-02T00:51:28.4Z,1,REGULAR,rebound,offensive,[],202687,,,1610612763,12,13,2023-12-02T00:51:40Z,720000,False,,,0,,B. Biyombo REBOUND (Off:1 Def:1),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Left Center,,,71.0,2.0,1.0,1.0,,,,,,,,,,,,,,
73,PT05M31.00S,2023-12-02T00:51:30.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202687,94.40999984741211,50.0,1610612763,12,15,2023-12-02T00:51:32Z,730000,False,0.0,0.0,1,right,B. Biyombo tip Layup (2 PTS),[202687],1610612763.0,MEM,tip,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,2.0,,,,,,,,,,,
74,PT05M25.00S,2023-12-02T00:51:40.1Z,1,REGULAR,foul,personal,[],1629669,,,1610612742,12,15,2023-12-02T00:51:44Z,740000,False,,,0,,J. Nowell personal FOUL (1 PF),"[1629669, 1630702]",1610612763.0,MEM,,,,Nowell,J. Nowell,,,,,Mid-Range,16-24 Center,,,,,,,1626300.0,,,,,,,,1.0,0.0,Hardy,1630702.0,,
76,PT05M25.00S,2023-12-02T00:51:46.4Z,1,REGULAR,substitution,out,[],1641726,,,1610612742,12,15,2023-12-02T00:52:02Z,760000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M25.00S,2023-12-02T00:51:46.4Z,1,REGULAR,substitution,out,[],1630182,,,1610612742,12,15,2023-12-02T00:52:02Z,770000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M25.00S,2023-12-02T00:51:46.4Z,1,REGULAR,substitution,out,[],1628991,,,1610612742,12,15,2023-12-02T00:52:02Z,780000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M25.00S,2023-12-02T00:51:46.4Z,1,REGULAR,substitution,out,[],1631223,,,1610612742,12,15,2023-12-02T00:52:02Z,790000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M25.00S,2023-12-02T00:51:46.4Z,1,REGULAR,substitution,in,[],202681,,,1610612742,12,15,2023-12-02T00:52:02Z,800000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M25.00S,2023-12-02T00:51:46.4Z,1,REGULAR,substitution,in,[],1626158,,,1610612742,12,15,2023-12-02T00:52:02Z,810000,False,,,0,,SUB in: R. Holmes,[1626158],1610612742.0,DAL,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M25.00S,2023-12-02T00:51:46.4Z,1,REGULAR,substitution,in,[],1630583,,,1610612742,12,15,2023-12-02T00:52:02Z,820000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
