actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
90,PT04M55.00S,2024-01-25T01:58:25.4Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612756,17,15,2024-01-25T02:01:42Z,900000,False,,,0,,G. Allen REBOUND (Off:1 Def:1),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,89.0,2.0,1.0,1.0,,,,,,,,
93,PT04M44.00S,2024-01-25T01:58:35.7Z,1,REGULAR,3pt,Jump Shot,[],203994,23.866622864651774,87.00980392156863,1610612756,17,15,2024-01-25T01:58:40Z,930000,False,-185.0,172.0,1,left,MISS J. Nurkic 25' 3PT,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,25.25,Missed,,,,,,,,,,,,,,,,,,
94,PT04M44.00S,2024-01-25T01:58:35.7Z,1,REGULAR,rebound,offensive,[],203078,,,1610612756,17,15,2024-01-25T01:58:40Z,940000,False,,,0,,B. Beal REBOUND (Off:1 Def:0),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,,,,,,,,,93.0,1.0,0.0,1.0,,,,,,,,
95,PT04M38.00S,2024-01-25T01:58:41.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628960,30.17411300919842,25.245098039215684,1610612756,17,15,2024-01-25T02:01:32Z,950000,False,124.0,231.0,1,left,MISS G. Allen 26' pullup 3PT,[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,26.22,Missed,,,,,,,,,,,,,,,,,,
96,PT04M36.00S,2024-01-25T01:58:43.8Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,17,15,2024-01-25T01:58:45Z,960000,False,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,95.0,2.0,2.0,0.0,,,,,,,,
97,PT04M30.00S,2024-01-25T01:58:49.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203501,82.60512483574244,62.00980392156863,1610612742,19,15,2024-01-25T02:02:21Z,970000,False,60.0,111.0,1,right,T. Hardaway Jr. 12' driving floating Jump Shot (2 PTS) (L. Doncic 4 AST),"[203501, 1629029]",1610612742.0,DAL,driving floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,12.62,Made,2.0,L. Doncic,1629029.0,4.0,,,,,,,,,,,,,,
99,PT04M29.00S,2024-01-25T01:58:54.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,19,15,2024-01-25T01:58:54Z,990000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M29.00S,2024-01-25T01:58:55.7Z,1,REGULAR,substitution,out,[],1641726,,,1610612756,19,15,2024-01-25T02:02:02Z,1000000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M29.00S,2024-01-25T01:58:55.7Z,1,REGULAR,substitution,out,[],1627884,,,1610612756,19,15,2024-01-25T02:02:02Z,1010000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M29.00S,2024-01-25T01:58:55.7Z,1,REGULAR,substitution,out,[],203078,,,1610612756,19,15,2024-01-25T02:02:02Z,1020000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M29.00S,2024-01-25T01:58:55.7Z,1,REGULAR,substitution,in,[],203957,,,1610612756,19,15,2024-01-25T02:02:02Z,1030000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M29.00S,2024-01-25T01:58:55.7Z,1,REGULAR,substitution,in,[],1628467,,,1610612756,19,15,2024-01-25T02:02:02Z,1040000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M29.00S,2024-01-25T01:58:55.7Z,1,REGULAR,substitution,in,[],1629006,,,1610612756,19,15,2024-01-25T02:02:02Z,1050000,False,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M17.00S,2024-01-25T02:02:33.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203957,,,1610612756,19,15,2024-01-25T02:02:38Z,1060000,False,,,0,,D. Exum personal FOUL (1 PF) (Durant 2 FT),"[203957, 201142]",1610612742.0,DAL,,,,Exum,D. Exum,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,2714.0,,,,,,1.0,0.0,Durant,201142.0,,,,
108,PT04M17.00S,2024-01-25T02:03:02.7Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612756,19,16,2024-01-25T02:03:02Z,1080000,False,,,0,,K. Durant Free Throw 1 of 2 (5 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
109,PT04M17.00S,2024-01-25T02:03:17.9Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612756,19,17,2024-01-25T02:03:17Z,1090000,False,,,0,,K. Durant Free Throw 2 of 2 (6 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
110,PT04M08.00S,2024-01-25T02:03:33.1Z,1,REGULAR,foul,personal,[],203994,,,1610612742,19,17,2024-01-25T02:03:39Z,1100000,False,,,0,,J. Nurkic personal FOUL (1 PF),"[203994, 1629029]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2714.0,,,,,,1.0,1.0,Doncic,1629029.0,,,,
112,PT04M07.00S,2024-01-25T02:03:55.2Z,1,REGULAR,foul,personal,[],1629006,,,1610612742,19,17,2024-01-25T02:04:01Z,1120000,False,,,0,,J. Okogie personal FOUL (1 PF),"[1629006, 1629029]",1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,,,,,,,2714.0,,,,,,1.0,0.0,Doncic,1629029.0,,,,
114,PT03M57.00S,2024-01-25T02:04:18.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203957,90.75229960578186,45.588235294117645,1610612742,19,17,2024-01-25T02:04:35Z,1140000,False,-22.0,34.0,1,right,MISS D. Exum driving Hook,[203957],1610612742.0,DAL,driving,,,Exum,D. Exum,,,,,Restricted Area,0-8 Center,4.09,Missed,,,,,,,,,,,,,,,,,,
115,PT03M55.00S,2024-01-25T02:04:20.0Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,19,17,2024-01-25T02:04:21Z,1150000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,114.0,2.0,2.0,0.0,,,,,,,,
116,PT03M45.00S,2024-01-25T02:04:29.8Z,1,REGULAR,3pt,Jump Shot,[],1629006,22.421156373193167,13.970588235294118,1610612756,19,17,2024-01-25T02:04:34Z,1160000,False,180.0,158.0,1,left,MISS J. Okogie 3PT,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,23.98,Missed,,,,,,,,,,,,,,,,,,
117,PT03M43.00S,2024-01-25T02:04:31.8Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,19,17,2024-01-25T02:04:34Z,1170000,False,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,116.0,3.0,3.0,0.0,,,,,,,,
118,PT03M25.00S,2024-01-25T02:04:49.9Z,1,REGULAR,3pt,Jump Shot,[],203501,94.43166885676742,3.1862745098039214,1610612742,22,17,2024-01-25T02:04:54Z,1180000,False,-234.0,0.0,1,right,T. Hardaway Jr. 3PT  (5 PTS) (M. Kleber 1 AST),"[203501, 1628467]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,23.41,Made,5.0,M. Kleber,1628467.0,1.0,,,,,,,,,,,,,,
120,PT03M14.00S,2024-01-25T02:05:01.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,6.783837056504599,53.18627450980392,1610612756,22,19,2024-01-25T02:05:06Z,1200000,False,-16.0,11.0,1,left,G. Allen driving Layup (6 PTS),[1628960],1610612756.0,PHX,driving,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,1.95,Made,6.0,,,,,,,,,,,,,,,,,
121,PT03M04.00S,2024-01-25T02:05:10.6Z,1,REGULAR,3pt,Jump Shot,[],1630182,95.3515111695138,96.56862745098039,1610612742,25,19,2024-01-25T02:05:14Z,1210000,False,233.0,-9.0,1,right,J. Green 3PT  (3 PTS) (M. Kleber 2 AST),"[1630182, 1628467]",1610612742.0,DAL,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,23.3,Made,3.0,M. Kleber,1628467.0,2.0,,,,,,,,,,,,,,
123,PT02M48.00S,2024-01-25T02:05:26.0Z,1,REGULAR,3pt,Jump Shot,[],1626164,7.835085413929041,95.83333333333334,1610612756,25,22,2024-01-25T02:05:29Z,1230000,False,-229.0,21.0,1,left,D. Booker 3PT  (6 PTS) (K. Durant 2 AST),"[1626164, 201142]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Left Corner 3,24+ Left,23.02,Made,6.0,K. Durant,201142.0,2.0,,,,,,,,,,,,,,
125,PT02M27.00S,2024-01-25T02:05:47.3Z,1,REGULAR,3pt,Jump Shot,[],1629029,69.07030223390277,74.26470588235294,1610612742,28,22,2024-01-25T02:05:51Z,1250000,False,121.0,238.0,1,right,L. Doncic 26' 3PT step back (8 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,26.73,Made,8.0,,,,,,,,,,,,,,,,,
126,PT02M17.00S,2024-01-25T02:05:58.1Z,1,REGULAR,2pt,Jump Shot,[],1626164,19.92444152431012,70.34313725490196,1610612756,28,24,2024-01-25T02:06:02Z,1260000,False,-102.0,135.0,1,left,D. Booker 16' pullup Jump Shot (8 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left Center,16.89,Made,8.0,,,,,,,,,,,,,,,,,
127,PT02M00.00S,2024-01-25T02:06:14.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,93.64323258869908,53.431372549019606,1610612742,28,24,2024-01-25T02:06:27Z,1270000,False,17.0,7.0,1,right,MISS L. Doncic driving Layup,[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,1.87,Missed,,,,,,,,,,,,,,,,,,
128,PT02M00.00S,2024-01-25T02:06:14.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,28,24,2024-01-25T02:06:27Z,1280000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,127.0,,,,,,,,,,,
130,PT02M00.00S,2024-01-25T02:06:34.1Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612756,28,24,2024-01-25T02:15:15Z,1300000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,2714.0,,,,,,,,,,,,,
132,PT02M00.00S,2024-01-25T02:06:40.9Z,1,REGULAR,substitution,out,[],1629029,,,1610612756,28,24,2024-01-25T02:07:05Z,1320000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M00.00S,2024-01-25T02:06:40.9Z,1,REGULAR,substitution,out,[],1628960,,,1610612756,28,24,2024-01-25T02:07:05Z,1330000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M00.00S,2024-01-25T02:06:40.9Z,1,REGULAR,substitution,out,[],203994,,,1610612756,28,24,2024-01-25T02:07:05Z,1340000,False,,,0,,SUB out: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M00.00S,2024-01-25T02:06:40.9Z,1,REGULAR,substitution,out,[],201142,,,1610612756,28,24,2024-01-25T02:07:05Z,1350000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M00.00S,2024-01-25T02:06:40.9Z,1,REGULAR,substitution,in,[],1630702,,,1610612756,28,24,2024-01-25T02:07:05Z,1360000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M00.00S,2024-01-25T02:06:40.9Z,1,REGULAR,substitution,in,[],1628966,,,1610612756,28,24,2024-01-25T02:07:05Z,1370000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M00.00S,2024-01-25T02:06:40.9Z,1,REGULAR,substitution,in,[],1629234,,,1610612756,28,24,2024-01-25T02:07:05Z,1380000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M00.00S,2024-01-25T02:06:40.9Z,1,REGULAR,substitution,in,[],203078,,,1610612756,28,24,2024-01-25T02:07:05Z,1390000,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M37.00S,2024-01-25T02:07:27.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630702,,,1610612756,28,24,2024-01-25T02:07:49Z,1400000,False,,,0,,J. Hardy shooting personal FOUL (1 PF) (Beal 2 FT),"[1630702, 203078]",1610612742.0,DAL,shooting,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202035.0,,,,,,1.0,0.0,Beal,203078.0,,,,
142,PT01M37.00S,2024-01-25T02:07:59.3Z,1,REGULAR,freethrow,1 of 2,[],203078,,,1610612756,28,25,2024-01-25T02:08:20Z,1420000,False,,,0,,B. Beal Free Throw 1 of 2 (3 PTS),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
143,PT01M37.00S,2024-01-25T02:07:59.3Z,1,REGULAR,freethrow,2 of 2,[],203078,,,1610612756,28,25,2024-01-25T02:08:20Z,1430000,False,,,0,,MISS B. Beal Free Throw 2 of 2,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
144,PT01M36.00S,2024-01-25T02:08:00.3Z,1,REGULAR,rebound,offensive,[],1628966,,,1610612756,28,25,2024-01-25T02:09:20Z,1440000,False,,,0,,K. Bates-Diop REBOUND (Off:1 Def:0),[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,143.0,1.0,0.0,1.0,,,,,,,,
145,PT01M32.00S,2024-01-25T02:08:21.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629006,6.1268068331143235,47.549019607843135,1610612756,28,25,2024-01-25T02:09:52Z,1450000,False,12.0,5.0,1,left,MISS J. Okogie cutting Layup,[1629006],1610612756.0,PHX,cutting,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,1.33,Missed,,,,,,,,,,,,,,,,,,
146,PT01M32.00S,2024-01-25T02:08:21.8Z,1,REGULAR,rebound,defensive,[],203957,,,1610612742,28,25,2024-01-25T02:11:29Z,1460000,False,,,0,,D. Exum REBOUND (Off:0 Def:1),[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,Restricted Area,0-8 Center,,,,,,,,,145.0,1.0,1.0,0.0,,,,,,,,
147,PT01M27.00S,2024-01-25T02:08:27.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203501,81.15965834428384,92.64705882352942,1610612742,31,25,2024-01-25T02:09:35Z,1470000,False,213.0,125.0,1,right,T. Hardaway Jr. 24' 3PT running pullup (8 PTS) (D. Exum 1 AST),"[203501, 203957]",1610612742.0,DAL,running pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,24.69,Made,8.0,D. Exum,203957.0,1.0,,,,,,,,,,,,,,
149,PT01M02.00S,2024-01-25T02:08:51.5Z,1,REGULAR,2pt,Jump Shot,[],203078,13.748357424441524,88.97058823529412,1610612756,31,25,2024-01-25T02:12:07Z,1490000,False,-195.0,77.0,1,left,MISS B. Beal 20' step back Shot,[203078],1610612756.0,PHX,step back,,,Beal,B. Beal,,,,,Mid-Range,16-24 Left,20.94,Missed,,,,,,,,,,,,,,,,,,
150,PT01M02.00S,2024-01-25T02:08:51.5Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,31,25,2024-01-25T02:08:59Z,1500000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Left,,,,,,,,,149.0,2.0,2.0,0.0,,,,,,,,
151,PT00M52.10S,2024-01-25T02:09:01.4Z,1,REGULAR,3pt,Jump Shot,[],1630182,94.82588699080158,96.56862745098039,1610612742,34,25,2024-01-25T02:09:06Z,1510000,False,233.0,-4.0,1,right,J. Green 3PT  (6 PTS) (M. Kleber 3 AST),"[1630182, 1628467]",1610612742.0,DAL,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,23.28,Made,6.0,M. Kleber,1628467.0,3.0,,,,,,,,,,,,,,
131,PT00M29.70S,2024-01-25T02:10:36.3Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612756,34,25,2024-01-25T02:13:15Z,1530000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,2714.0,,,,,,,,,,,,,
154,PT00M29.70S,2024-01-25T02:11:30.4Z,1,REGULAR,jumpball,recovered,[],1629234,,,1610612756,34,25,2024-01-25T02:15:35Z,1540000,False,,,0,,Jump Ball B. Beal vs. J. Green: Tip to D. Eubanks,"[1629234, 203078, 1630182]",1610612756.0,PHX,heldball,D. Eubanks,1629234.0,Eubanks,D. Eubanks,Beal,203078.0,Green,1630182.0,,,,,,,,,,,,,,,,,,,,,,
157,PT00M26.30S,2024-01-25T02:11:31.8Z,1,REGULAR,2pt,Jump Shot,[],1629234,24.392247043363994,32.1078431372549,1610612756,34,25,2024-01-25T02:11:59Z,1570000,False,89.0,177.0,1,left,MISS D. Eubanks 19' fadeaway Shot,[1629234],1610612756.0,PHX,fadeaway,,,Eubanks,D. Eubanks,,,,,Mid-Range,16-24 Right Center,19.82,Missed,,,,,,,,,,,,,,,,,,
158,PT00M23.90S,2024-01-25T02:11:34.2Z,1,REGULAR,rebound,defensive,[],1630702,,,1610612742,34,25,2024-01-25T02:11:34Z,1580000,False,,,0,,J. Hardy REBOUND (Off:0 Def:1),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Mid-Range,16-24 Right Center,,,,,,,,,157.0,1.0,1.0,0.0,,,,,,,,
159,PT00M04.70S,2024-01-25T02:11:53.4Z,1,REGULAR,turnover,bad pass,[],1628467,,,1610612742,34,25,2024-01-25T02:12:05Z,1590000,False,,,0,,M. Kleber bad pass TURNOVER (1 TO),"[1628467, 203078]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Mid-Range,16-24 Center,,,,,,,,1.0,,,,,,,,,Beal,203078.0,,
160,PT00M04.70S,2024-01-25T02:11:53.4Z,1,REGULAR,steal,,[],203078,,,1610612756,34,25,2024-01-25T02:11:55Z,1600000,False,,,0,,B. Beal STEAL (1 STL),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
161,PT00M01.20S,2024-01-25T02:11:56.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203078,32.933639947437584,51.9607843137255,1610612756,34,25,2024-01-25T02:12:08Z,1610000,False,-10.0,257.0,1,left,MISS B. Beal 25' pullup 3PT,[203078],1610612756.0,PHX,pullup,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,25.73,Missed,,,,,,,,,,,,,,,,,,
162,PT00M01.20S,2024-01-25T02:11:56.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,34,25,2024-01-25T02:12:08Z,1620000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,161.0,,,,,,,,,,,
163,PT00M00.00S,2024-01-25T02:12:02.4Z,1,REGULAR,period,end,[],0,,,1610612756,34,25,2024-01-25T02:12:02Z,1630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-01-25T02:14:41.5Z,2,REGULAR,substitution,out,['startperiod'],203957,,,1610612756,34,25,2024-01-25T02:15:40Z,1640000,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-01-25T02:14:41.5Z,2,REGULAR,substitution,out,['startperiod'],1630702,,,1610612756,34,25,2024-01-25T02:15:40Z,1650000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-01-25T02:14:41.5Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612756,34,25,2024-01-25T02:15:40Z,1660000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-01-25T02:14:41.5Z,2,REGULAR,substitution,out,['startperiod'],1629006,,,1610612756,34,25,2024-01-25T02:15:40Z,1670000,False,,,0,,SUB out: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-01-25T02:14:41.5Z,2,REGULAR,substitution,in,['startperiod'],1629684,,,1610612756,34,25,2024-01-25T02:15:40Z,1680000,False,,,0,,SUB in: G. Williams,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-01-25T02:14:41.5Z,2,REGULAR,substitution,in,['startperiod'],1629029,,,1610612756,34,25,2024-01-25T02:15:40Z,1690000,False,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2024-01-25T02:14:41.5Z,2,REGULAR,substitution,in,['startperiod'],1629139,,,1610612756,34,25,2024-01-25T02:15:40Z,1700000,False,,,0,,SUB in: Y. Watanabe,[1629139],1610612756.0,PHX,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-01-25T02:14:41.5Z,2,REGULAR,substitution,in,['startperiod'],201142,,,1610612756,34,25,2024-01-25T02:15:40Z,1710000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2024-01-25T02:15:40.7Z,2,REGULAR,period,start,[],0,,,1610612756,34,25,2024-01-25T02:15:40Z,1720000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M41.00S,2024-01-25T02:16:01.9Z,2,REGULAR,foul,offensive,[],1629234,,,1610612756,34,25,2024-01-25T02:16:08Z,1730000,False,,,0,,D. Eubanks off-the-ball offensive FOUL (1 PF),"[1629234, 1630182]",1610612756.0,PHX,off-the-ball,,,Eubanks,D. Eubanks,,,,,Mid-Range,16-24 Right Center,,,,,,,2714.0,,,,,,1.0,0.0,Green,1630182.0,,,,
175,PT11M41.00S,2024-01-25T02:16:01.9Z,2,REGULAR,turnover,offensive foul,[],1629234,,,1610612756,34,25,2024-01-25T02:16:01Z,1750000,False,,,0,,D. Eubanks offensive foul TURNOVER (1 TO),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Mid-Range,16-24 Right Center,,,,,,,2714.0,1.0,,,,,,,,,,,,
176,PT11M30.00S,2024-01-25T02:16:25.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203501,92.19776609724047,4.166666666666666,1610612742,37,25,2024-01-25T02:16:29Z,1760000,False,-229.0,21.0,1,right,T. Hardaway Jr. 3PT  (11 PTS) (J. Green 2 AST),"[203501, 1630182]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,23.01,Made,11.0,J. Green,1630182.0,2.0,,,,,,,,,,,,,,
178,PT11M03.00S,2024-01-25T02:16:52.8Z,2,REGULAR,3pt,Jump Shot,[],201142,23.603810775295663,88.48039215686273,1610612756,37,25,2024-01-25T02:17:56Z,1780000,False,-192.0,169.0,1,left,MISS K. Durant 25' pullup 3PT,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,25.63,Missed,,,,,,,,,,,,,,,,,,
179,PT11M00.00S,2024-01-25T02:16:55.3Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,37,25,2024-01-25T02:16:55Z,1790000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:3),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,178.0,3.0,3.0,0.0,,,,,,,,
180,PT10M47.00S,2024-01-25T02:17:08.6Z,2,REGULAR,3pt,Jump Shot,[],1628467,93.64323258869908,97.54901960784314,1610612742,37,25,2024-01-25T02:17:17Z,1800000,False,238.0,7.0,1,right,MISS M. Kleber 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Right Corner 3,24+ Right,23.78,Missed,,,,,,,,,,,,,,,,,,
