actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
256,PT08M49.00S,2023-12-03T02:52:10.4Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,32,43,2023-12-03T02:52:17Z,2550000,False,,,0,,L. Doncic REBOUND (Off:2 Def:6),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Right,,,,,,,,,,255.0,8.0,6.0,2.0,,,,,,,
257,PT08M45.00S,2023-12-03T02:52:17.9Z,2,REGULAR,foul,personal,[],1629026,,,1610612742,32,43,2023-12-03T02:52:42Z,2560000,False,,,0,,K. Williams personal FOUL (1 PF),"[1629026, 1629029]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,Mid-Range,8-16 Right,2003.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,
259,PT08M45.00S,2023-12-03T02:52:32.2Z,2,REGULAR,substitution,out,[],1631096,,,1610612742,32,43,2023-12-03T02:52:36Z,2580000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT08M45.00S,2023-12-03T02:52:32.2Z,2,REGULAR,substitution,in,[],1631119,,,1610612742,32,43,2023-12-03T02:52:36Z,2590000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT08M36.00S,2023-12-03T02:52:52.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627884,93.11760840998686,50.73529411764706,1610612742,34,43,2023-12-03T02:52:58Z,2600000,False,4.0,12.0,1,right,D. Jones Jr. driving DUNK (8 PTS) (L. Doncic 3 AST),"[1627884, 1629029]",1610612742.0,DAL,driving,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,1.27,Made,,,,,,,,8.0,,,L. Doncic,1629029.0,3.0
263,PT08M23.00S,2023-12-03T02:53:04.5Z,2,REGULAR,3pt,Jump Shot,[],202722,32.013797634691194,67.40196078431373,1610612760,34,46,2023-12-03T02:53:08Z,2620000,False,-87.0,248.0,1,left,D. Bertans 26' 3PT  (9 PTS) (J. Williams 3 AST),"[202722, 1631114]",1610612760.0,OKC,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Left Center,,,,,,26.32,Made,,,,,,,,9.0,,,J. Williams,1631114.0,3.0
265,PT08M12.00S,2023-12-03T02:53:18.7Z,2,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,34,46,2023-12-03T02:53:25Z,2640000,False,,,0,,L. Doncic bad pass out-of-bounds TURNOVER (4 TO),[1629029],1610612742.0,DAL,bad pass,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Left Center,1204.0,,,,,,,,,,,,,4.0,,,,,,
266,PT08M01.00S,2023-12-03T02:53:36.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631119,7.835085413929041,94.85294117647058,1610612760,34,49,2023-12-03T02:53:41Z,2650000,False,-224.0,21.0,1,left,J. Williams 3PT  (9 PTS) (J. Williams 4 AST),"[1631119, 1631114]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,,,,,,22.53,Made,,,,,,,,9.0,,,J. Williams,1631114.0,4.0
268,PT07M53.00S,2023-12-03T02:53:50.1Z,2,REGULAR,foul,offensive,[],1627884,,,1610612742,34,49,2023-12-03T02:54:01Z,2670000,False,,,0,,D. Jones Jr. charge offensive FOUL (2 PF),"[1627884, 1631119]",1610612742.0,DAL,charge,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,1204.0,2.0,0.0,Williams,1631119.0,,,,,,,,,,,,,,,
270,PT07M53.00S,2023-12-03T02:53:50.1Z,2,REGULAR,turnover,offensive foul,[],1627884,,,1610612742,34,49,2023-12-03T02:53:50Z,2690000,False,,,0,,D. Jones Jr. offensive foul TURNOVER (2 TO),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,1204.0,,,,,,,,,,,,,2.0,,,,,,
271,PT07M31.00S,2023-12-03T02:54:28.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630598,9.280551905387648,33.33333333333333,1610612760,34,49,2023-12-03T02:54:33Z,2700000,False,83.0,35.0,1,left,MISS A. Wiggins 9' driving floating bank Shot,[1630598],1610612760.0,OKC,driving floating bank,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Right,,,,,,9.02,Missed,,,,,,,,,,,,,
272,PT07M29.00S,2023-12-03T02:54:30.6Z,2,REGULAR,rebound,defensive,[],1641726,,,1610612742,34,49,2023-12-03T02:54:33Z,2710000,False,,,0,,D. Lively II REBOUND (Off:1 Def:4),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Mid-Range,8-16 Right,,,,,,,,,,271.0,5.0,4.0,1.0,,,,,,,
273,PT07M22.00S,2023-12-03T02:54:37.8Z,2,REGULAR,3pt,Jump Shot,[],1627884,92.46057818659659,4.166666666666666,1610612742,34,49,2023-12-03T02:54:44Z,2720000,False,-229.0,18.0,1,right,MISS D. Jones Jr. 3PT,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,,,,,,22.99,Missed,,,,,,,,,,,,,
274,PT07M18.00S,2023-12-03T02:54:41.4Z,2,REGULAR,rebound,offensive,[],1641726,,,1610612742,34,49,2023-12-03T02:54:41Z,2730000,False,,,0,,D. Lively II REBOUND (Off:2 Def:4),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Left Corner 3,24+ Left,,,,,,,,,,273.0,6.0,4.0,2.0,,,,,,,
275,PT07M18.00S,2023-12-03T02:54:43.5Z,2,REGULAR,turnover,bad pass,[],1641726,,,1610612742,34,49,2023-12-03T02:54:49Z,2740000,False,,,0,,D. Lively II bad pass TURNOVER (1 TO),"[1641726, 1631114]",1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,,Williams,1631114.0,,,
276,PT07M18.00S,2023-12-03T02:54:43.5Z,2,REGULAR,steal,,[],1631114,,,1610612760,34,49,2023-12-03T02:54:45Z,2750000,False,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
277,PT07M13.00S,2023-12-03T02:54:47.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631114,5.995400788436268,50.0,1610612760,34,51,2023-12-03T02:55:05Z,2760000,False,0.0,4.0,1,left,J. Williams running Layup (7 PTS),[1631114],1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,0.39,Made,,,,,,,,7.0,,,,,
278,PT07M13.00S,2023-12-03T02:54:52.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,34,51,2023-12-03T02:54:52Z,2770000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT07M13.00S,2023-12-03T02:54:54.8Z,2,REGULAR,substitution,out,[],1629029,,,1610612742,34,51,2023-12-03T02:57:34Z,2780000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT07M13.00S,2023-12-03T02:54:54.8Z,2,REGULAR,substitution,in,[],1630702,,,1610612742,34,51,2023-12-03T02:57:34Z,2790000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT06M56.00S,2023-12-03T02:58:09.4Z,2,REGULAR,3pt,Jump Shot,[],1627884,77.21747700394218,87.25490196078431,1610612742,37,51,2023-12-03T02:58:14Z,2800000,False,186.0,162.0,1,right,D. Jones Jr. 24' 3PT  (11 PTS) (S. Curry 1 AST),"[1627884, 203552]",1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,24.67,Made,,,,,,,,11.0,,,S. Curry,203552.0,1.0
283,PT06M41.00S,2023-12-03T02:58:23.5Z,2,REGULAR,2pt,Jump Shot,[],1631114,11.777266754270697,69.11764705882352,1610612760,37,53,2023-12-03T02:58:30Z,2820000,False,-96.0,58.0,1,left,J. Williams 11' fadeaway bank Jump Shot (9 PTS),[1631114],1610612760.0,OKC,fadeaway bank,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,,,,,,11.19,Made,,,,,,,,9.0,,,,,
284,PT06M29.00S,2023-12-03T02:58:35.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630702,80.3712220762155,50.73529411764706,1610612742,39,53,2023-12-03T02:58:41Z,2830000,False,4.0,132.0,1,right,J. Hardy 13' driving floating Jump Shot (5 PTS),[1630702],1610612742.0,DAL,driving floating,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),8-16 Center,,,,,,13.21,Made,,,,,,,,5.0,,,,,
285,PT06M18.00S,2023-12-03T02:58:49.2Z,2,REGULAR,turnover,out-of-bounds,[],1629026,,,1610612760,39,53,2023-12-03T02:58:56Z,2840000,False,,,0,,K. Williams bad pass out-of-bounds TURNOVER (1 TO),[1629026],1610612760.0,OKC,bad pass,,,Williams,K. Williams,,,,,Above the Break 3,24+ Right Center,203591.0,,,,,,,,,,,,,1.0,,,,,,
286,PT06M04.00S,2023-12-03T02:59:08.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203552,70.56504599211564,26.95695465686275,1610612742,39,53,2023-12-03T02:59:16Z,2850000,False,-115.0,224.0,1,right,MISS S. Curry 25' 3PT,[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,25.21,Missed,,,,,,,,,,,,,
287,PT06M01.00S,2023-12-03T02:59:11.3Z,2,REGULAR,rebound,defensive,[],1631114,,,1610612760,39,53,2023-12-03T02:59:16Z,2860000,False,,,0,,J. Williams REBOUND (Off:1 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,286.0,3.0,2.0,1.0,,,,,,,
288,PT05M55.00S,2023-12-03T02:59:17.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631114,32.802233902759525,35.53921568627451,1610612760,39,53,2023-12-03T02:59:56Z,2870000,False,72.0,256.0,1,left,MISS J. Williams 26' pullup 3PT,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,26.58,Missed,,,,,,,,,,,,,
289,PT05M53.00S,2023-12-03T02:59:19.0Z,2,REGULAR,rebound,defensive,[],1630702,,,1610612742,39,53,2023-12-03T02:59:22Z,2880000,False,,,0,,J. Hardy REBOUND (Off:0 Def:2),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Center,,,,,,,,,,288.0,2.0,2.0,0.0,,,,,,,
290,PT05M46.00S,2023-12-03T02:59:26.0Z,2,REGULAR,3pt,Jump Shot,[],1629684,80.76544021024968,94.36274509803921,1610612742,39,53,2023-12-03T02:59:33Z,2890000,False,222.0,128.0,1,right,MISS G. Williams 25' 3PT,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,25.62,Missed,,,,,,,,,,,,,
291,PT05M41.00S,2023-12-03T02:59:32.0Z,2,REGULAR,rebound,offensive,[],203552,,,1610612742,39,53,2023-12-03T02:59:32Z,2900000,False,,,0,,S. Curry REBOUND (Off:1 Def:0),[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,290.0,1.0,0.0,1.0,,,,,,,
292,PT05M38.00S,2023-12-03T02:59:37.1Z,2,REGULAR,foul,personal,[],202722,,,1610612742,39,53,2023-12-03T02:59:43Z,2910000,False,,,0,,D. Bertans personal FOUL (2 PF),"[202722, 1629684]",1610612760.0,OKC,,,,Bertans,D. Bertans,,,,,Mid-Range,8-16 Right,1204.0,2.0,0.0,Williams,1629684.0,,,,,,,,,,,,,,,
294,PT05M38.00S,2023-12-03T02:59:50.6Z,2,REGULAR,substitution,out,[],1631114,,,1610612742,39,53,2023-12-03T03:00:08Z,2930000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT05M38.00S,2023-12-03T02:59:50.6Z,2,REGULAR,substitution,out,[],1630598,,,1610612742,39,53,2023-12-03T03:00:08Z,2940000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT05M38.00S,2023-12-03T02:59:50.6Z,2,REGULAR,substitution,out,[],1629026,,,1610612742,39,53,2023-12-03T03:00:08Z,2950000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT05M38.00S,2023-12-03T02:59:50.6Z,2,REGULAR,substitution,in,[],1641717,,,1610612742,39,53,2023-12-03T03:00:08Z,2960000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT05M38.00S,2023-12-03T02:59:50.6Z,2,REGULAR,substitution,in,[],1628983,,,1610612742,39,53,2023-12-03T03:00:08Z,2970000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT05M38.00S,2023-12-03T02:59:50.6Z,2,REGULAR,substitution,in,[],1630581,,,1610612742,39,53,2023-12-03T03:00:08Z,2980000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT05M24.00S,2023-12-03T03:00:29.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630702,84.31340341655716,44.85294117647059,1610612742,39,53,2023-12-03T03:00:33Z,2990000,False,-26.0,95.0,1,right,MISS J. Hardy 9' driving floating Shot,[1630702],1610612742.0,DAL,driving floating,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),8-16 Center,,,,,,9.84,Missed,,,,,,,,,,,,,
301,PT05M21.00S,2023-12-03T03:00:32.3Z,2,REGULAR,rebound,defensive,[],1631119,,,1610612760,39,53,2023-12-03T03:00:33Z,3000000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,300.0,2.0,2.0,0.0,,,,,,,
302,PT05M12.00S,2023-12-03T03:00:43.5Z,2,REGULAR,foul,personal,['2freethrow'],1627884,,,1610612760,39,53,2023-12-03T03:00:49Z,3010000,False,,,0,,D. Jones Jr. shooting personal FOUL (3 PF) (Gilgeous-Alexander 2 FT),"[1627884, 1628983]",1610612742.0,DAL,shooting,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),8-16 Center,203591.0,3.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
304,PT05M12.00S,2023-12-03T03:01:06.5Z,2,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,39,54,2023-12-03T03:01:06Z,3030000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (2 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,Made,,,,,,,,2.0,,,,,
305,PT05M12.00S,2023-12-03T03:01:12.5Z,2,REGULAR,substitution,out,[],1627884,,,1610612760,39,54,2023-12-03T03:01:26Z,3040000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT05M12.00S,2023-12-03T03:01:12.5Z,2,REGULAR,substitution,in,[],1629029,,,1610612760,39,54,2023-12-03T03:01:26Z,3050000,False,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT05M12.00S,2023-12-03T03:01:31.6Z,2,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,39,55,2023-12-03T03:01:31Z,3060000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (3 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,Made,,,,,,,,3.0,,,,,
308,PT04M49.00S,2023-12-03T03:01:56.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202722,,,1610612742,39,55,2023-12-03T03:02:02Z,3070000,False,,,0,,D. Bertans shooting personal FOUL (3 PF) (Hardy 2 FT),"[202722, 1630702]",1610612760.0,OKC,shooting,,,Bertans,D. Bertans,,,,,In The Paint (Non-RA),8-16 Center,2003.0,3.0,0.0,Hardy,1630702.0,,,,,,,,,,,,,,,
310,PT04M49.00S,2023-12-03T03:02:23.2Z,2,REGULAR,freethrow,1 of 2,[],1630702,,,1610612742,39,55,2023-12-03T03:02:23Z,3090000,False,,,0,,MISS J. Hardy Free Throw 1 of 2,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
311,PT04M49.00S,2023-12-03T03:02:23.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,39,55,2023-12-03T03:02:23Z,3100000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,310.0,,,,,,,,,,
312,PT04M49.00S,2023-12-03T03:02:24.2Z,2,REGULAR,substitution,out,[],202722,,,1610612742,39,55,2023-12-03T03:02:27Z,3110000,False,,,0,,SUB out: D. Bertans,[202722],1610612760.0,OKC,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT04M49.00S,2023-12-03T03:02:24.2Z,2,REGULAR,substitution,in,[],1630198,,,1610612742,39,55,2023-12-03T03:02:27Z,3120000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT04M49.00S,2023-12-03T03:02:48.6Z,2,REGULAR,freethrow,2 of 2,[],1630702,,,1610612742,40,55,2023-12-03T03:02:48Z,3130000,False,,,0,,J. Hardy Free Throw 2 of 2 (6 PTS),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,Made,,,,,,,,6.0,,,,,
315,PT04M43.00S,2023-12-03T03:02:58.3Z,2,REGULAR,foul,personal,['2freethrow'],1630702,,,1610612760,40,55,2023-12-03T03:03:08Z,3140000,False,,,0,,J. Hardy shooting personal FOUL (3 PF) (Wallace 2 FT),"[1630702, 1641717]",1610612742.0,DAL,shooting,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,2003.0,3.0,0.0,Wallace,1641717.0,,,,,,,,,,,,,,,
317,PT04M43.00S,2023-12-03T03:03:28.9Z,2,REGULAR,freethrow,1 of 2,[],1641717,,,1610612760,40,55,2023-12-03T03:03:28Z,3160000,False,,,0,,MISS C. Wallace Free Throw 1 of 2,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
318,PT04M43.00S,2023-12-03T03:03:28.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,40,55,2023-12-03T03:03:28Z,3170000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,317.0,,,,,,,,,,
319,PT04M43.00S,2023-12-03T03:03:44.4Z,2,REGULAR,freethrow,2 of 2,[],1641717,,,1610612760,40,56,2023-12-03T03:03:44Z,3180000,False,,,0,,C. Wallace Free Throw 2 of 2 (7 PTS),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,Made,,,,,,,,7.0,,,,,
320,PT04M32.00S,2023-12-03T03:03:55.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641726,92.9862023653088,45.588235294117645,1610612742,42,56,2023-12-03T03:04:02Z,3190000,False,-22.0,13.0,1,right,D. Lively II Layup (4 PTS) (L. Doncic 4 AST),"[1641726, 1629029]",1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,2.58,Made,,,,,,,,4.0,,,L. Doncic,1629029.0,4.0
322,PT04M21.00S,2023-12-03T03:04:08.6Z,2,REGULAR,turnover,out-of-bounds,[],1630581,,,1610612760,42,56,2023-12-03T03:04:15Z,3210000,False,,,0,,J. Giddey step out-of-bounds TURNOVER (1 TO),[1630581],1610612760.0,OKC,step,,,Giddey,J. Giddey,,,,,Right Corner 3,24+ Right,1204.0,,,,,,,,,,,,,1.0,,,,,,
323,PT04M21.00S,2023-12-03T03:04:12.1Z,2,REGULAR,substitution,out,[],1630702,,,1610612742,42,56,2023-12-03T03:04:18Z,3220000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT04M21.00S,2023-12-03T03:04:12.1Z,2,REGULAR,substitution,in,[],1630639,,,1610612742,42,56,2023-12-03T03:04:18Z,3230000,False,,,0,,SUB in: A. Lawson,[1630639],1610612742.0,DAL,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT04M08.00S,2023-12-03T03:04:37.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630639,89.70105124835742,96.81372549019608,1610612742,42,56,2023-12-03T03:04:44Z,3240000,False,234.0,44.0,1,right,MISS A. Lawson 3PT,[1630639],1610612742.0,DAL,,,,Lawson,A. Lawson,,,,,Right Corner 3,24+ Right,,,,,,23.83,Missed,,,,,,,,,,,,,
326,PT04M05.00S,2023-12-03T03:04:40.7Z,2,REGULAR,rebound,offensive,[],1641726,,,1610612742,42,56,2023-12-03T03:04:44Z,3250000,False,,,0,,D. Lively II REBOUND (Off:3 Def:4),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Right Corner 3,24+ Right,,,,,,,,,,325.0,7.0,4.0,3.0,,,,,,,
327,PT03M57.00S,2023-12-03T03:04:49.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629029,92.59198423127464,44.11764705882353,1610612742,44,56,2023-12-03T03:04:53Z,3260000,False,-29.0,17.0,1,right,L. Doncic driving floating bank Jump Shot (16 PTS),[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,3.4,Made,,,,,,,,16.0,,,,,
328,PT03M48.00S,2023-12-03T03:04:57.2Z,2,REGULAR,3pt,Jump Shot,[],1631119,32.802233902759525,48.77450980392157,1610612760,44,59,2023-12-03T03:05:01Z,3270000,False,6.0,256.0,1,left,J. Williams 25' 3PT  (12 PTS) (S. Gilgeous-Alexander 6 AST),"[1631119, 1628983]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,25.59,Made,,,,,,,,12.0,,,S. Gilgeous-Alexander,1628983.0,6.0
330,PT03M30.00S,2023-12-03T03:05:16.2Z,2,REGULAR,2pt,Jump Shot,[],203552,87.99277266754271,69.6078431372549,1610612742,44,59,2023-12-03T03:05:19Z,3290000,False,98.0,60.0,1,right,MISS S. Curry 11' pullup Shot,[203552],1610612742.0,DAL,pullup,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,,,,,,11.51,Missed,,,,,,,,,,,,,
331,PT03M27.00S,2023-12-03T03:05:19.2Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,44,59,2023-12-03T03:05:19Z,3300000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,,,,,,,,,,330.0,2.0,2.0,0.0,,,,,,,
332,PT03M25.00S,2023-12-03T03:05:20.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628983,31.488173455978973,45.34313725490196,1610612760,44,62,2023-12-03T03:05:28Z,3310000,False,23.0,243.0,1,left,S. Gilgeous-Alexander 24' 3PT pullup (6 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,,,,24.46,Made,,,,,,,,6.0,,,,,
333,PT03M09.00S,2023-12-03T03:05:38.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641717,,,1610612742,44,62,2023-12-03T03:05:56Z,3320000,False,,,0,,C. Wallace shooting personal FOUL (2 PF) (Doncic 2 FT),"[1641717, 1629029]",1610612760.0,OKC,shooting,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,203591.0,2.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,
335,PT03M09.00S,2023-12-03T03:06:01.6Z,2,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,45,62,2023-12-03T03:06:29Z,3340000,False,,,0,,L. Doncic Free Throw 1 of 2 (17 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,Made,,,,,,,,17.0,,,,,
336,PT03M09.00S,2023-12-03T03:06:06.0Z,2,REGULAR,substitution,out,[],1631119,,,1610612742,45,62,2023-12-03T03:06:12Z,3350000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT03M09.00S,2023-12-03T03:06:06.0Z,2,REGULAR,substitution,in,[],1631096,,,1610612742,45,62,2023-12-03T03:06:12Z,3360000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT03M09.00S,2023-12-03T03:06:01.6Z,2,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,45,62,2023-12-03T03:06:29Z,3370000,False,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
