actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-02-13T01:41:02.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-13T01:41:02Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-02-13T01:41:05.7Z,1,REGULAR,jumpball,recovered,[],1629673,,,1610612764,0,0,2024-02-13T01:41:05Z,40000,False,,,0,,Jump Ball M. Bagley III vs. D. Gafford: Tip to J. Poole,"[1629673, 1628963, 1629655]",1610612764.0,WAS,startperiod,J. Poole,1629673.0,Poole,J. Poole,Bagley III,1628963.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2024-02-13T01:41:23.7Z,1,REGULAR,3pt,Jump Shot,[],1628398,31.09395532194481,69.6078431372549,1610612764,0,0,2024-02-13T01:41:27Z,70000,False,-98.0,240.0,1,left,MISS K. Kuzma 25' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,25.91,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2024-02-13T01:41:25.7Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,0,0,2024-02-13T01:41:27Z,80000,False,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M23.00S,2024-02-13T01:41:38.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629655,92.06636005256242,52.20588235294118,1610612742,2,0,2024-02-13T01:41:43Z,90000,False,11.0,22.0,1,right,D. Gafford turnaround Hook (2 PTS) (L. Doncic 1 AST),"[1629655, 1629029]",1610612742.0,DAL,turnaround,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2.47,Made,,,,,2.0,L. Doncic,1629029.0,1.0,,,,,,,,,,
11,PT11M11.00S,2024-02-13T01:41:50.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,12.220762155059132,49.20343137254902,1610612764,2,2,2024-02-13T01:41:56Z,110000,False,4.0,62.0,1,left,T. Jones 6' driving floating Jump Shot (2 PTS),[1626145],1610612764.0,WAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,6.25,Made,,,,,2.0,,,,,,,,,,,,,
12,PT10M57.00S,2024-02-13T01:42:04.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629655,83.26215505913272,39.950980392156865,1610612742,2,2,2024-02-13T01:42:11Z,120000,False,-50.0,105.0,1,right,MISS D. Gafford 11' floating Shot,[1629655],1610612742.0,DAL,floating,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,11.62,Missed,,,,,,,,,,,,,,,,,,
13,PT10M56.00S,2024-02-13T01:42:05.2Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,2,2,2024-02-13T01:42:11Z,130000,False,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,12.0,2.0,1.0,1.0,,,,,,,,,,,,,,
14,PT10M54.00S,2024-02-13T01:42:08.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,94.43166885676742,50.49019607843137,1610612742,2,2,2024-02-13T01:42:41Z,140000,False,2.0,0.0,1,right,MISS D. Gafford putback Layup,[1629655],1610612742.0,DAL,putback,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,0.25,Missed,,,,,,,,,,,,,,,,,,
15,PT10M53.00S,2024-02-13T01:42:09.4Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,2,2,2024-02-13T01:48:41Z,150000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
