actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-02-23T00:36:12.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-23T00:36:12Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-02-23T00:36:15.1Z,1,REGULAR,jumpball,recovered,[],1626164,,,1610612756,0,0,2024-02-23T00:36:15Z,40000,False,,,0,,Jump Ball J. Nurkic vs. D. Lively II: Tip to D. Booker,"[1626164, 203994, 1641726]",1610612756.0,PHX,startperiod,D. Booker,1626164.0,Booker,D. Booker,Nurkic,203994.0,Lively II,1641726.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-02-23T00:36:31.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,15.588042049934298,47.30392156862745,1610612756,0,2,2024-02-23T00:37:00Z,70000,False,13.0,94.0,1,left,K. Durant 9' pullup Jump Shot (2 PTS) (D. Booker 1 AST),"[201142, 1626164]",1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,9.5,Made,2.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,,
9,PT11M24.00S,2024-02-23T00:36:47.5Z,1,REGULAR,turnover,lost ball,[],1629023,,,1610612742,0,2,2024-02-23T00:36:51Z,90000,False,,,0,,P. Washington lost ball TURNOVER (1 TO),"[1629023, 203994]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Nurkic,203994.0,,,,,,,,,,,
10,PT11M24.00S,2024-02-23T00:36:47.5Z,1,REGULAR,steal,,[],203994,,,1610612756,0,2,2024-02-23T00:36:49Z,100000,False,,,0,,J. Nurkic STEAL (1 STL),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M19.00S,2024-02-23T00:36:52.2Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1626164,25.18068331143233,15.686274509803921,1610612756,0,5,2024-02-23T00:37:44Z,110000,False,172.0,184.0,1,left,D. Booker 25' 3PT running pullup (3 PTS),[1626164],1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,25.17,Made,3.0,,,,,,,,,,,,,,,,,
12,PT10M58.00S,2024-02-23T00:37:13.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,87.33574244415243,50.245098039215684,1610612742,0,5,2024-02-23T00:37:18Z,120000,False,1.0,67.0,1,right,MISS L. Doncic 6' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,6.65,Missed,,,,,,,,,,,,,,,,,,
13,PT10M55.00S,2024-02-23T00:37:16.7Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,0,5,2024-02-23T00:37:18Z,130000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,
14,PT10M36.00S,2024-02-23T00:37:35.0Z,1,REGULAR,3pt,Jump Shot,[],1628960,6.258212877792378,4.901960784313726,1610612756,0,8,2024-02-23T00:37:40Z,140000,False,225.0,6.0,1,left,G. Allen 3PT  (3 PTS) (E. Gordon 1 AST),"[1628960, 201569]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Right Corner 3,24+ Right,22.56,Made,3.0,E. Gordon,201569.0,1.0,,,,,,,,,,,,,,
16,PT10M21.00S,2024-02-23T00:37:50.3Z,1,REGULAR,3pt,Jump Shot,[],202681,66.44218134034165,49.26470588235294,1610612742,3,8,2024-02-23T00:37:56Z,160000,False,-4.0,263.0,1,right,K. Irving 26' 3PT  (3 PTS) (L. Doncic 1 AST),"[202681, 1629029]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,26.29,Made,3.0,L. Doncic,1629029.0,1.0,,,,,,,,,,,,,,
18,PT09M58.00S,2024-02-23T00:38:13.4Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612756,3,8,2024-02-23T00:38:16Z,180000,False,,,0,,K. Durant bad pass TURNOVER (1 TO),"[201142, 1630182]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Green,1630182.0,,,,,,,,,,,
19,PT09M58.00S,2024-02-23T00:38:13.4Z,1,REGULAR,steal,,[],1630182,,,1610612742,3,8,2024-02-23T00:38:14Z,190000,False,,,0,,J. Green STEAL (1 STL),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT09M52.00S,2024-02-23T00:38:19.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629023,77.21747700394218,9.803921568627452,1610612742,3,8,2024-02-23T00:38:57Z,200000,False,-201.0,162.0,1,right,MISS P. Washington 25' running 3PT,[1629023],1610612742.0,DAL,running,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,25.8,Missed,,,,,,,,,,,,,,,,,,
21,PT09M48.00S,2024-02-23T00:38:23.6Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,3,8,2024-02-23T00:38:25Z,210000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,
22,PT09M31.00S,2024-02-23T00:38:40.5Z,1,REGULAR,3pt,Jump Shot,[],201569,23.078186596583443,92.64705882352942,1610612756,3,11,2024-02-23T00:38:45Z,220000,False,-213.0,164.0,1,left,E. Gordon 26' 3PT  (3 PTS) (G. Allen 1 AST),"[201569, 1628960]",1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Left Center,26.92,Made,3.0,G. Allen,1628960.0,1.0,,,,,,,,,,,,,,
24,PT09M25.00S,2024-02-23T00:38:48.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,90.62089356110381,54.166666666666664,1610612742,3,11,2024-02-23T00:39:01Z,240000,False,21.0,36.0,1,right,MISS J. Green driving Layup - blocked,"[1630182, 201569]",1610612742.0,DAL,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,4.13,Missed,,,,,,,,,,,,Gordon,201569.0,,,,,
25,PT09M25.00S,2024-02-23T00:38:48.4Z,1,REGULAR,block,,[],201569,,,1610612742,3,11,2024-02-23T00:38:50Z,250000,False,,,0,,E. Gordon BLOCK (1 BLK),[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M24.00S,2024-02-23T00:38:49.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,3,11,2024-02-23T00:39:01Z,260000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,24.0,,,,,,,,,,
29,PT09M07.00S,2024-02-23T00:39:33.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629023,89.30683311432325,49.01960784313725,1610612742,5,11,2024-02-23T00:39:39Z,290000,False,-5.0,48.0,1,right,P. Washington driving Hook (2 PTS) (J. Green 1 AST),"[1629023, 1630182]",1610612742.0,DAL,driving,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,4.82,Made,2.0,J. Green,1630182.0,1.0,,,,,,,,,,,,,,
31,PT08M58.00S,2024-02-23T00:39:44.8Z,1,REGULAR,foul,personal,[],1629023,,,1610612756,5,11,2024-02-23T00:40:11Z,310000,False,,,0,,P. Washington personal FOUL (1 PF),"[1629023, 201142]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Durant,201142.0
