actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
20,PT10M39.00S,2024-04-06T00:42:52.2Z,1,REGULAR,turnover,bad pass,[],202681,,,1610612742,4,0,2024-04-06T00:42:56Z,200000,False,,,0,,K. Irving bad pass TURNOVER (1 TO),"[202681, 203110]",1610612742.0,DAL,,,,,,,Mid-Range,8-16 Right,,,,Irving,K. Irving,,,,,,,,1.0,Green,203110.0,,,,,,,,
21,PT10M39.00S,2024-04-06T00:42:52.2Z,1,REGULAR,steal,,[],203110,,,1610612744,4,0,2024-04-06T00:42:54Z,210000,False,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,,,,Mid-Range,8-16 Right,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
23,PT10M34.00S,2024-04-06T00:43:02.2Z,1,REGULAR,foul,personal,['3freethrow'],202681,,,1610612744,4,0,2024-04-06T00:43:11Z,230000,False,,,0,,K. Irving shooting personal FOUL (1 PF) (Moody 3 FT),"[202681, 1630541]",1610612742.0,DAL,shooting,,,,,,Above the Break 3,24+ Left Center,,,,Irving,K. Irving,,,,,,,,,,,202041.0,1.0,0.0,Moody,1630541.0,,,
25,PT10M34.00S,2024-04-06T00:43:28.1Z,1,REGULAR,freethrow,1 of 3,"['fromturnover', 'fastbreak']",1630541,,,1610612744,4,1,2024-04-06T00:44:04Z,250000,False,,,0,,M. Moody Free Throw 1 of 3 (1 PTS),[1630541],1610612744.0,GSW,,,,,,,,,,Made,1.0,Moody,M. Moody,,,,,,,,,,,,,,,,,,
26,PT10M34.00S,2024-04-06T00:43:28.1Z,1,REGULAR,freethrow,2 of 3,"['fastbreak', 'fromturnover']",1630541,,,1610612744,4,2,2024-04-06T00:44:04Z,260000,False,,,0,,M. Moody Free Throw 2 of 3 (2 PTS),[1630541],1610612744.0,GSW,,,,,,,,,,Made,2.0,Moody,M. Moody,,,,,,,,,,,,,,,,,,
27,PT10M34.00S,2024-04-06T00:43:28.1Z,1,REGULAR,freethrow,3 of 3,"['fastbreak', 'fromturnover']",1630541,,,1610612744,4,2,2024-04-06T00:44:04Z,270000,False,,,0,,MISS M. Moody Free Throw 3 of 3,[1630541],1610612744.0,GSW,,,,,,,,,,Missed,,Moody,M. Moody,,,,,,,,,,,,,,,,,,
28,PT10M31.00S,2024-04-06T00:43:31.1Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,4,2,2024-04-06T00:44:04Z,280000,False,,,0,,D. Gafford REBOUND (Off:0 Def:2),[1629655],1610612742.0,DAL,,,,,,,,,,,,Gafford,D. Gafford,,,,27.0,2.0,2.0,0.0,,,,,,,,,,,
29,PT10M20.00S,2024-04-06T00:44:14.3Z,1,REGULAR,2pt,Jump Shot,[],202681,17.559132720105126,21.813725490196077,1610612742,6,2,2024-04-06T00:44:18Z,290000,False,141.0,113.0,1,left,K. Irving 18' pullup Jump Shot (4 PTS) (D. Gafford 2 AST),"[202681, 1629655]",1610612742.0,DAL,pullup,,,,,,Mid-Range,16-24 Right Center,18.04,Made,4.0,Irving,K. Irving,D. Gafford,1629655.0,2.0,,,,,,,,,,,,,,,
31,PT10M12.00S,2024-04-06T00:44:22.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,94.30026281208936,48.77450980392157,1610612744,6,2,2024-04-06T00:45:02Z,310000,False,-6.0,1.0,1,right,MISS D. Green driving finger roll Layup,[203110],1610612744.0,GSW,driving finger roll,,,,,,Restricted Area,0-8 Center,0.62,Missed,,Green,D. Green,,,,,,,,,,,,,,,,,,
32,PT10M10.00S,2024-04-06T00:44:24.2Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,6,2,2024-04-06T00:44:31Z,320000,False,,,0,,D. Gafford REBOUND (Off:0 Def:3),[1629655],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Gafford,D. Gafford,,,,31.0,3.0,3.0,0.0,,,,,,,,,,,
33,PT10M05.00S,2024-04-06T00:44:29.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629023,9.017739816031538,39.705882352941174,1610612742,8,2,2024-04-06T00:44:36Z,330000,False,51.0,32.0,1,left,P. Washington 6' running Layup (2 PTS),[1629023],1610612742.0,DAL,running,,,,,,In The Paint (Non-RA),0-8 Center,6.08,Made,2.0,Washington,P. Washington,,,,,,,,,,,,,,,,,,
35,PT09M56.00S,2024-04-06T00:44:40.5Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612744,8,2,2024-04-06T00:44:52Z,350000,False,,,0,,D. Gafford shooting personal FOUL (1 PF) (Curry 2 FT),"[1629655, 201939]",1610612742.0,DAL,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Gafford,D. Gafford,,,,,,,,,,,203054.0,1.0,0.0,Curry,201939.0,,,
37,PT09M56.00S,2024-04-06T00:45:08.5Z,1,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,8,3,2024-04-06T00:45:08Z,370000,False,,,0,,S. Curry Free Throw 1 of 2 (1 PTS),[201939],1610612744.0,GSW,,,,,,,,,,Made,1.0,Curry,S. Curry,,,,,,,,,,,,,,,,,,
38,PT09M56.00S,2024-04-06T00:45:25.6Z,1,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,8,4,2024-04-06T00:45:25Z,380000,False,,,0,,S. Curry Free Throw 2 of 2 (2 PTS),[201939],1610612744.0,GSW,,,,,,,,,,Made,2.0,Curry,S. Curry,,,,,,,,,,,,,,,,,,
39,PT09M46.00S,2024-04-06T00:45:40.2Z,1,REGULAR,turnover,traveling,[],1627884,,,1610612742,8,4,2024-04-06T00:45:49Z,390000,False,,,0,,D. Jones Jr. traveling TURNOVER (1 TO),[1627884],1610612742.0,DAL,,,,,,,Mid-Range,16-24 Left,,,,Jones Jr.,D. Jones Jr.,,,,,,,,1.0,,,202041.0,,,,,,,
40,PT09M37.00S,2024-04-06T00:46:00.0Z,1,REGULAR,turnover,bad pass,[],1631218,,,1610612744,8,4,2024-04-06T00:46:32Z,400000,False,,,0,,T. Jackson-Davis bad pass TURNOVER (1 TO),"[1631218, 202681]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,1.0,Irving,202681.0,,,,,,,,
41,PT09M37.00S,2024-04-06T00:46:00.0Z,1,REGULAR,steal,,[],202681,,,1610612742,8,4,2024-04-06T00:46:02Z,410000,False,,,0,,K. Irving STEAL (1 STL),[202681],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,
42,PT09M34.00S,2024-04-06T00:46:03.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202681,7.966491458607096,49.01960784313725,1610612742,10,4,2024-04-06T00:46:11Z,420000,False,5.0,22.0,1,left,K. Irving running Layup (6 PTS),[202681],1610612742.0,DAL,running,,,,,,Restricted Area,0-8 Center,2.29,Made,6.0,Irving,K. Irving,,,,,,,,,,,,,,,,,,
43,PT09M34.00S,2024-04-06T00:46:09.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,10,4,2024-04-06T00:46:09Z,430000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT09M21.00S,2024-04-06T00:49:16.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631218,93.64323258869908,51.470588235294116,1610612744,10,6,2024-04-06T00:49:20Z,440000,False,7.0,7.0,1,right,T. Jackson-Davis alley-oop DUNK (2 PTS) (K. Thompson 1 AST),"[1631218, 202691]",1610612744.0,GSW,alley-oop,,,,,,Restricted Area,0-8 Center,1.04,Made,2.0,Jackson-Davis,T. Jackson-Davis,K. Thompson,202691.0,1.0,,,,,,,,,,,,,,,
46,PT09M08.00S,2024-04-06T00:49:28.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629655,7.835085413929041,41.17647058823529,1610612742,12,6,2024-04-06T00:49:55Z,460000,False,44.0,21.0,1,left,D. Gafford driving Hook (2 PTS) (D. Exum 1 AST),"[1629655, 203957]",1610612742.0,DAL,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.89,Made,2.0,Gafford,D. Gafford,D. Exum,203957.0,1.0,,,,,,,,,,,,,,,
48,PT08M51.00S,2024-04-06T00:49:46.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202691,92.06636005256242,59.31372549019608,1610612744,12,6,2024-04-06T00:50:54Z,480000,False,47.0,22.0,1,right,MISS K. Thompson driving bank Hook,[202691],1610612744.0,GSW,driving bank,,,,,,In The Paint (Non-RA),0-8 Center,5.16,Missed,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
49,PT08M49.00S,2024-04-06T00:49:48.4Z,1,REGULAR,rebound,offensive,[],1631218,,,1610612744,12,6,2024-04-06T00:50:09Z,490000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:0),[1631218],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jackson-Davis,T. Jackson-Davis,,,,48.0,1.0,0.0,1.0,,,,,,,,,,,
50,PT08M48.00S,2024-04-06T00:49:49.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631218,94.40999984741211,50.0,1610612744,12,6,2024-04-06T00:51:17Z,500000,False,0.0,0.0,1,right,MISS T. Jackson-Davis tip Layup,[1631218],1610612744.0,GSW,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,
51,PT08M47.00S,2024-04-06T00:49:50.7Z,1,REGULAR,rebound,offensive,[],1631218,,,1610612744,12,6,2024-04-06T00:51:17Z,510000,False,,,0,,T. Jackson-Davis REBOUND (Off:2 Def:0),[1631218],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Jackson-Davis,T. Jackson-Davis,,,,50.0,2.0,0.0,2.0,,,,,,,,,,,
52,PT08M47.00S,2024-04-06T00:49:50.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631218,94.40999984741211,50.0,1610612744,12,6,2024-04-06T00:52:03Z,520000,False,0.0,0.0,1,right,MISS T. Jackson-Davis tip Layup - blocked,"[1631218, 1629655]",1610612744.0,GSW,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,Gafford,1629655.0,
53,PT08M47.00S,2024-04-06T00:49:50.9Z,1,REGULAR,block,,[],1629655,,,1610612744,12,6,2024-04-06T00:49:53Z,530000,False,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,
54,PT08M47.00S,2024-04-06T00:49:50.9Z,1,REGULAR,rebound,offensive,[],1631218,,,1610612744,12,6,2024-04-06T00:49:55Z,540000,False,,,0,,T. Jackson-Davis REBOUND (Off:3 Def:0),[1631218],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Jackson-Davis,T. Jackson-Davis,,,,52.0,3.0,0.0,3.0,,,,,,,,,,,
55,PT08M41.00S,2024-04-06T00:49:56.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202691,94.03745072273325,49.50980392156863,1610612744,12,8,2024-04-06T00:52:39Z,550000,False,-2.0,4.0,1,right,K. Thompson cutting finger roll Layup (2 PTS) (S. Curry 1 AST),"[202691, 201939]",1610612744.0,GSW,cutting finger roll,,,,,,Restricted Area,0-8 Center,0.43,Made,2.0,Thompson,K. Thompson,S. Curry,201939.0,1.0,,,,,,,,,,,,,,,
57,PT08M30.00S,2024-04-06T00:50:06.6Z,1,REGULAR,3pt,Jump Shot,[],1627884,7.440867279894875,96.07843137254902,1610612742,12,8,2024-04-06T00:50:12Z,570000,False,-230.0,17.0,1,left,MISS D. Jones Jr. 3PT,[1627884],1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,23.11,Missed,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,
58,PT08M30.00S,2024-04-06T00:50:06.6Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,12,8,2024-04-06T00:50:12Z,580000,False,,,0,,D. Green REBOUND (Off:1 Def:1),[203110],1610612744.0,GSW,,,,,,,Left Corner 3,24+ Left,,,,Green,D. Green,,,,57.0,2.0,1.0,1.0,,,,,,,,,,,
59,PT08M20.00S,2024-04-06T00:50:17.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,93.11760840998686,46.32352941176471,1610612744,12,8,2024-04-06T00:53:06Z,590000,False,-18.0,12.0,1,right,MISS D. Green driving Layup,[203110],1610612744.0,GSW,driving,,,,,,Restricted Area,0-8 Center,2.21,Missed,,Green,D. Green,,,,,,,,,,,,,,,,,,
60,PT08M18.00S,2024-04-06T00:50:19.8Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,12,8,2024-04-06T00:50:22Z,600000,False,,,0,,D. Gafford REBOUND (Off:0 Def:4),[1629655],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Gafford,D. Gafford,,,,59.0,4.0,4.0,0.0,,,,,,,,,,,
61,PT08M06.00S,2024-04-06T00:50:30.8Z,1,REGULAR,3pt,Jump Shot,[],1629023,10.200394218134035,96.56862745098039,1610612742,15,8,2024-04-06T00:50:45Z,610000,False,-233.0,43.0,1,left,P. Washington 3PT  (5 PTS) (D. Exum 2 AST),"[1629023, 203957]",1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,23.68,Made,5.0,Washington,P. Washington,D. Exum,203957.0,2.0,,,,,,,,,,,,,,,
63,PT07M44.00S,2024-04-06T00:50:52.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,92.72339027595268,53.67647058823529,1610612744,15,8,2024-04-06T00:50:56Z,630000,False,18.0,16.0,1,right,MISS S. Curry driving Layup,[201939],1610612744.0,GSW,driving,,,,,,Restricted Area,0-8 Center,2.43,Missed,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
64,PT07M43.00S,2024-04-06T00:50:53.9Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,15,8,2024-04-06T00:50:56Z,640000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Washington,P. Washington,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,
65,PT07M38.00S,2024-04-06T00:50:59.7Z,1,REGULAR,2pt,Jump Shot,[],202681,14.799605781865965,26.96078431372549,1610612742,15,8,2024-04-06T00:54:20Z,650000,False,115.0,87.0,1,left,MISS K. Irving 14' pullup bank Shot,[202681],1610612742.0,DAL,pullup bank,,,,,,Mid-Range,8-16 Right,14.41,Missed,,Irving,K. Irving,,,,,,,,,,,,,,,,,,
66,PT07M38.00S,2024-04-06T00:50:59.7Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,15,8,2024-04-06T00:54:20Z,660000,False,,,0,,D. Gafford REBOUND (Off:1 Def:4),[1629655],1610612742.0,DAL,,,,,,,Mid-Range,8-16 Right,,,,Gafford,D. Gafford,,,,65.0,5.0,4.0,1.0,,,,,,,,,,,
67,PT07M31.00S,2024-04-06T00:51:06.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629023,18.347568988173457,95.09803921568627,1610612742,18,8,2024-04-06T00:51:13Z,670000,False,-225.0,120.0,1,left,P. Washington 25' 3PT  (8 PTS) (D. Gafford 3 AST),"[1629023, 1629655]",1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,25.54,Made,8.0,Washington,P. Washington,D. Gafford,1629655.0,3.0,,,,,,,,,,,,,,,
69,PT07M13.00S,2024-04-06T00:51:23.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201939,89.56964520367937,56.372549019607845,1610612744,18,8,2024-04-06T00:55:00Z,690000,False,32.0,46.0,1,right,MISS S. Curry driving floating Shot,[201939],1610612744.0,GSW,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.56,Missed,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
70,PT07M11.00S,2024-04-06T00:51:25.9Z,1,REGULAR,rebound,offensive,[],1631218,,,1610612744,18,8,2024-04-06T00:51:30Z,700000,False,,,0,,T. Jackson-Davis REBOUND (Off:4 Def:0),[1631218],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jackson-Davis,T. Jackson-Davis,,,,69.0,4.0,0.0,4.0,,,,,,,,,,,
71,PT07M11.00S,2024-04-06T00:51:27.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631218,93.03547963206307,43.114276960784316,1610612744,18,10,2024-04-06T00:51:35Z,710000,False,-34.0,13.0,1,right,T. Jackson-Davis putback Layup (4 PTS),[1631218],1610612744.0,GSW,putback,,,,,,Restricted Area,0-8 Center,3.68,Made,4.0,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,
72,PT06M59.00S,2024-04-06T00:51:37.9Z,1,REGULAR,3pt,Jump Shot,[],1629023,29.25427069645204,72.30392156862744,1610612742,18,10,2024-04-06T00:51:42Z,720000,False,-112.0,222.0,1,left,MISS P. Washington 24' 3PT,[1629023],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,24.89,Missed,,Washington,P. Washington,,,,,,,,,,,,,,,,,,
73,PT06M55.00S,2024-04-06T00:51:41.9Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,18,10,2024-04-06T00:51:42Z,730000,False,,,0,,T. Jackson-Davis REBOUND (Off:4 Def:1),[1631218],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Jackson-Davis,T. Jackson-Davis,,,,72.0,5.0,1.0,4.0,,,,,,,,,,,
74,PT06M48.00S,2024-04-06T00:51:49.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,84.97043363994744,49.26470588235294,1610612744,18,10,2024-04-06T00:51:58Z,740000,False,-4.0,89.0,1,right,MISS K. Thompson 8' fadeaway Shot,[202691],1610612744.0,GSW,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,8.89,Missed,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
75,PT06M43.00S,2024-04-06T00:51:54.0Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,18,10,2024-04-06T00:53:32Z,750000,False,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Washington,P. Washington,,,,74.0,2.0,2.0,0.0,,,,,,,,,,,
76,PT06M36.00S,2024-04-06T00:52:01.3Z,1,REGULAR,3pt,Jump Shot,[],1629023,18.610381077529567,93.62745098039215,1610612742,21,10,2024-04-06T00:52:05Z,760000,False,-218.0,122.0,1,left,P. Washington 25' 3PT  (11 PTS) (D. Exum 3 AST),"[1629023, 203957]",1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,25.01,Made,11.0,Washington,P. Washington,D. Exum,203957.0,3.0,,,,,,,,,,,,,,,
78,PT06M22.00S,2024-04-06T00:52:18.0Z,1,REGULAR,violation,kicked ball,[],1629023,,,1610612744,21,10,2024-04-06T00:52:28Z,780000,False,,,0,,P. Washington kicked ball VIOLATION,[1629023],1610612742.0,DAL,,,,,,,,,,,,Washington,P. Washington,,,,,,,,,,,203054.0,,,,,,,
79,PT06M22.00S,2024-04-06T00:52:23.1Z,1,REGULAR,substitution,out,[],203957,,,1610612744,21,10,2024-04-06T00:52:38Z,790000,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,,,,,,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,
80,PT06M22.00S,2024-04-06T00:52:23.1Z,1,REGULAR,substitution,out,[],1627884,,,1610612744,21,10,2024-04-06T00:52:38Z,800000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,,,,,,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,
81,PT06M22.00S,2024-04-06T00:52:23.1Z,1,REGULAR,substitution,out,[],1629655,,,1610612744,21,10,2024-04-06T00:52:38Z,810000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,,,,,,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,
82,PT06M22.00S,2024-04-06T00:52:23.1Z,1,REGULAR,substitution,out,[],202691,,,1610612744,21,10,2024-04-06T00:52:38Z,820000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,,,,,,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
83,PT06M22.00S,2024-04-06T00:52:23.1Z,1,REGULAR,substitution,out,[],1630541,,,1610612744,21,10,2024-04-06T00:52:38Z,830000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,,,,,,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,
84,PT06M22.00S,2024-04-06T00:52:23.1Z,1,REGULAR,substitution,in,[],203501,,,1610612744,21,10,2024-04-06T00:52:38Z,840000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,
85,PT06M22.00S,2024-04-06T00:52:23.1Z,1,REGULAR,substitution,in,[],203939,,,1610612744,21,10,2024-04-06T00:52:38Z,850000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,,,,,,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,
86,PT06M22.00S,2024-04-06T00:52:23.1Z,1,REGULAR,substitution,in,[],1630702,,,1610612744,21,10,2024-04-06T00:52:38Z,860000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,,,,,,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,
87,PT06M22.00S,2024-04-06T00:52:23.1Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,21,10,2024-04-06T00:52:38Z,870000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,,,,,,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,
