actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-11-29T01:40:02.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-29T01:40:02Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2023-11-29T01:40:06.7Z,1,REGULAR,jumpball,recovered,[],202681,,,1610612742,0,0,2023-11-29T01:40:06Z,40000,False,,,0,,Jump Ball D. Lively II vs. J. Smith Jr.: Tip to K. Irving,"[202681, 1641726, 1631095]",1610612742.0,DAL,startperiod,K. Irving,202681.0,Irving,K. Irving,Lively II,1641726.0,Smith Jr.,1631095.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2023-11-29T01:40:23.0Z,1,REGULAR,3pt,Jump Shot,[],1629029,30.17411300919842,28.186274509803923,1610612742,0,0,2023-11-29T01:40:30Z,70000,False,109.0,231.0,1,left,MISS L. Doncic 25' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,25.56,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2023-11-29T01:40:25.0Z,1,REGULAR,rebound,offensive,[],1641726,,,1610612742,0,0,2023-11-29T01:41:17Z,80000,False,,,0,,D. Lively II REBOUND (Off:1 Def:0),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M34.00S,2023-11-29T01:40:28.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629029,6.258212877792378,49.26470588235294,1610612742,0,0,2023-11-29T01:41:14Z,90000,False,4.0,6.0,1,left,MISS L. Doncic cutting Layup,[1629029],1610612742.0,DAL,cutting,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,0.73,Missed,,,,,,,,,,,,,,,,,,
11,PT11M33.00S,2023-11-29T01:40:29.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,0,0,2023-11-29T01:41:14Z,110000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,9.0,,,,,,,,,,,,,,,,,
13,PT11M24.00S,2023-11-29T01:40:53.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202681,30.831143232588698,33.33333333333333,1610612742,3,0,2023-11-29T01:41:07Z,130000,False,83.0,237.0,1,left,K. Irving 25' 3PT  (3 PTS) (L. Doncic 1 AST),"[202681, 1629029]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,25.15,Made,,,,,3.0,L. Doncic,1629029.0,1.0,,,,,,,,,,
15,PT11M04.00S,2023-11-29T01:41:15.5Z,1,REGULAR,foul,personal,[],1629684,,,1610612745,3,0,2023-11-29T01:41:35Z,150000,False,,,0,,G. Williams personal FOUL (1 PF),"[1629684, 1630578]",1610612742.0,DAL,,,,Williams,G. Williams,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1162.0,1.0,0.0,Sengun,1630578.0,,,,,
17,PT10M55.00S,2023-11-29T01:41:40.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,83.78777923784494,50.73529411764706,1610612745,3,2,2023-11-29T01:41:45Z,170000,False,4.0,100.0,1,right,A. Sengun 10' fadeaway Jump Shot (2 PTS) (F. VanVleet 1 AST),"[1630578, 1627832]",1610612745.0,HOU,fadeaway,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,10.0,Made,,,,,2.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,
19,PT10M48.00S,2023-11-29T01:41:51.2Z,1,REGULAR,foul,personal,[],1628415,,,1610612742,3,2,2023-11-29T01:42:03Z,190000,False,,,0,,D. Brooks personal FOUL (1 PF),"[1628415, 1629029]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,,,,,,,,,,,204058.0,1.0,0.0,Doncic,1629029.0,,,,,
21,PT10M44.00S,2023-11-29T01:42:10.9Z,1,REGULAR,2pt,Jump Shot,[],202681,10.463206307490145,80.3921568627451,1610612742,3,2,2023-11-29T01:42:19Z,210000,False,-152.0,46.0,1,left,MISS K. Irving 15' fadeaway Shot,[202681],1610612742.0,DAL,fadeaway,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,15.88,Missed,,,,,,,,,,,,,,,,,,
22,PT10M42.00S,2023-11-29T01:42:12.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,3,2,2023-11-29T01:42:19Z,220000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Mid-Range,8-16 Left,,,21.0,,,,,,,,,,,,,,,,,
24,PT10M30.00S,2023-11-29T01:42:34.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,88.78120893561103,55.14705882352941,1610612745,3,2,2023-11-29T01:42:38Z,240000,False,26.0,53.0,1,right,MISS J. Green driving Layup - blocked,"[1630224, 1630182]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,5.89,Missed,,,,,,,,,,,,,,Green,1630182.0,,,
